,RTX
2014-08-15,52.15461349487305
2014-08-18,53.36922073364258
2014-08-19,53.601287841796875
2014-08-20,54.16909408569336
2014-08-21,54.34191131591797
2014-08-22,54.011112213134766
2014-08-25,54.223388671875
2014-08-26,54.154293060302734
2014-08-27,53.862972259521484
2014-08-28,53.87285232543945
2014-08-29,53.31490707397461
2014-09-02,53.838279724121094
2014-09-03,53.91728210449219
2014-09-04,53.927162170410156
2014-09-05,53.670413970947266
2014-09-08,53.621036529541016
2014-09-09,53.655609130859375
2014-09-10,53.5716667175293
2014-09-11,53.576602935791016
2014-09-12,53.49760055541992
2014-09-15,53.4827995300293
2014-09-16,53.591426849365234
2014-09-17,53.33959197998047
2014-09-18,53.58155059814453
2014-09-19,53.5469856262207
2014-09-22,52.56935501098633
2014-09-23,52.050926208496094
2014-09-24,52.37185287475586
2014-09-25,51.59172439575195
2014-09-26,51.96204376220703
2014-09-29,51.88304901123047
2014-09-30,52.13979721069336
2014-10-01,51.27080154418945
2014-10-02,50.974544525146484
2014-10-03,51.557186126708984
2014-10-06,51.45841979980469
2014-10-07,50.0759162902832
2014-10-08,50.67335891723633
2014-10-09,49.345176696777344
2014-10-10,49.345176696777344
2014-10-13,49.03411865234375
2014-10-14,49.43405532836914
2014-10-15,48.96498489379883
2014-10-16,48.994625091552734
2014-10-17,50.13023376464844
2014-10-20,50.10554504394531
2014-10-21,50.35243225097656
2014-10-22,49.957420349121094
2014-10-23,50.94492721557617
2014-10-24,51.260921478271484
2014-10-27,51.44361877441406
2014-10-28,52.47060012817383
2014-10-29,52.26321792602539
2014-10-30,52.50516891479492
2014-10-31,52.8310432434082
2014-11-03,52.48542022705078
2014-11-04,52.771793365478516
2014-11-05,53.29024887084961
2014-11-06,53.61115646362305
2014-11-07,53.858036041259766
2014-11-10,53.81856155395508
2014-11-11,53.453155517578125
2014-11-12,53.686492919921875
2014-11-13,53.686492919921875
2014-11-14,53.34394073486328
2014-11-17,53.304229736328125
2014-11-18,54.01415252685547
2014-11-19,53.944644927978516
2014-11-20,54.024078369140625
2014-11-21,54.75883102416992
2014-11-24,54.00920104980469
2014-11-25,55.45882034301758
2014-11-26,54.68932342529297
2014-11-28,54.649627685546875
2014-12-01,54.45600509643555
2014-12-02,54.45103454589844
2014-12-03,55.101383209228516
2014-12-04,55.21061325073242
2014-12-05,55.25032043457031
2014-12-08,56.12407684326172
2014-12-09,57.08721160888672
2014-12-10,56.347496032714844
2014-12-11,56.61558151245117
2014-12-12,55.677268981933594
2014-12-15,55.5581169128418
2014-12-16,56.21343994140625
2014-12-17,56.54606246948242
2014-12-18,58.065223693847656
2014-12-19,57.38508987426758
2014-12-22,58.15456771850586
2014-12-23,58.1893196105957
2014-12-24,58.04039001464844
2014-12-26,58.20420455932617
2014-12-29,58.01557540893555
2014-12-30,57.68790054321289
2014-12-31,57.0921745300293
2015-01-02,57.11202621459961
2015-01-05,56.15883255004883
2015-01-06,55.36448287963867
2015-01-07,55.96522903442383
2015-01-08,56.91841506958008
2015-01-09,56.605648040771484
2015-01-12,56.819129943847656
2015-01-13,56.76450729370117
2015-01-14,56.35740661621094
2015-01-15,56.35740661621094
2015-01-16,57.6630859375
2015-01-20,58.34820556640625
2015-01-21,59.09288024902344
2015-01-22,59.79784393310547
2015-01-23,59.56452178955078
2015-01-26,58.95384979248047
2015-01-27,59.15742492675781
2015-01-28,58.04534912109375
2015-01-29,57.812042236328125
2015-01-30,56.98294448852539
2015-02-02,57.876556396484375
2015-02-03,59.02336120605469
2015-02-04,58.47728729248047
2015-02-05,59.6290283203125
2015-02-06,59.4801139831543
2015-02-09,59.236854553222656
2015-02-10,59.27656936645508
2015-02-11,59.24163055419922
2015-02-12,59.69084167480469
2015-02-13,60.519378662109375
2015-02-17,60.55434036254883
2015-02-18,60.88876724243164
2015-02-19,61.347957611083984
2015-02-20,61.94690704345703
2015-02-23,61.75226974487305
2015-02-24,61.78718948364258
2015-02-25,61.57754898071289
2015-02-26,61.2281494140625
2015-02-27,60.84882736206055
2015-03-02,61.487701416015625
2015-03-03,60.744014739990234
2015-03-04,60.414581298828125
2015-03-05,60.289798736572266
2015-03-06,59.61097717285156
2015-03-09,60.76896667480469
2015-03-10,58.59775924682617
2015-03-11,59.06694412231445
2015-03-12,60.5144157409668
2015-03-13,59.26658248901367
2015-03-16,59.93042755126953
2015-03-17,59.82560729980469
2015-03-18,60.05022048950195
2015-03-19,59.586021423339844
2015-03-20,59.62596130371094
2015-03-23,59.23664474487305
2015-03-24,59.356414794921875
2015-03-25,58.1285514831543
2015-03-26,57.91893768310547
2015-03-27,58.348182678222656
2015-03-30,59.31148910522461
2015-03-31,58.49793243408203
2015-04-01,57.85902786254883
2015-04-02,58.46297073364258
2015-04-06,58.82734680175781
2015-04-07,58.64266586303711
2015-04-08,58.81736373901367
2015-04-09,58.83734130859375
2015-04-10,59.126834869384766
2015-04-13,58.60274124145508
2015-04-14,58.742488861083984
2015-04-15,58.83234786987305
2015-04-16,58.637672424316406
2015-04-17,57.45475769042969
2015-04-20,58.153507232666016
2015-04-21,58.373130798339844
2015-04-22,58.37813949584961
2015-04-23,58.52787399291992
2015-04-24,57.97881317138672
2015-04-27,57.76919937133789
2015-04-28,57.93890380859375
2015-04-29,57.58949279785156
2015-04-30,56.77593231201172
2015-05-01,57.61946105957031
2015-05-04,58.123600006103516
2015-05-05,57.43477249145508
2015-05-06,57.43977737426758
2015-05-07,57.91893768310547
2015-05-08,59.11186599731445
2015-05-11,58.74747848510742
2015-05-12,58.577789306640625
2015-05-13,58.90401077270508
2015-05-14,59.79229736328125
2015-05-15,59.466094970703125
2015-05-18,59.47612380981445
2015-05-19,59.757164001464844
2015-05-20,59.65678787231445
2015-05-21,59.78224182128906
2015-05-22,59.53135299682617
2015-05-26,58.65306854248047
2015-05-27,59.03947830200195
2015-05-28,59.06459045410156
2015-05-29,58.803611755371094
2015-06-01,58.718318939208984
2015-06-02,58.88893127441406
2015-06-03,59.47612380981445
2015-06-04,58.78855895996094
2015-06-05,58.718318939208984
2015-06-08,58.306800842285156
2015-06-09,58.367008209228516
2015-06-10,58.96923065185547
2015-06-11,59.3807487487793
2015-06-12,59.019439697265625
2015-06-15,57.51885223388672
2015-06-16,57.68445587158203
2015-06-17,57.749691009521484
2015-06-18,58.16624069213867
2015-06-19,57.659358978271484
2015-06-22,57.8550910949707
2015-06-23,57.83000183105469
2015-06-24,57.19763946533203
2015-06-25,56.86138916015625
2015-06-26,56.97180938720703
2015-06-29,55.97309875488281
2015-06-30,55.67196273803711
2015-07-01,55.61676788330078
2015-07-02,54.98445510864258
2015-07-06,54.88405227661133
2015-07-07,55.25041580200195
2015-07-08,54.53777313232422
2015-07-09,54.663230895996094
2015-07-10,55.295589447021484
2015-07-13,55.998191833496094
2015-07-14,55.963069915771484
2015-07-15,55.83258819580078
2015-07-16,55.83760070800781
2015-07-17,55.576629638671875
2015-07-20,55.44614028930664
2015-07-21,51.546630859375
2015-07-22,50.96446990966797
2015-07-23,50.75871276855469
2015-07-24,49.84029006958008
2015-07-27,49.61947250366211
2015-07-28,49.66965866088867
2015-07-29,49.865379333496094
2015-07-30,50.55294418334961
2015-07-31,50.34215545654297
2015-08-03,49.8954963684082
2015-08-04,49.69977569580078
2015-08-05,49.61947250366211
2015-08-06,49.6746826171875
2015-08-07,49.32838821411133
2015-08-10,49.96074676513672
2015-08-11,49.48899459838867
2015-08-12,49.85269546508789
2015-08-13,49.69609451293945
2015-08-14,49.85774612426758
2015-08-17,50.191139221191406
2015-08-18,50.216400146484375
2015-08-19,49.61023712158203
2015-08-20,48.40292739868164
2015-08-21,46.98347473144531
2015-08-24,45.902462005615234
2015-08-25,44.85681915283203
2015-08-26,46.25101089477539
2015-08-27,47.11480712890625
2015-08-28,47.09965133666992
2015-08-31,46.276275634765625
2015-09-01,45.321556091308594
2015-09-02,46.08936309814453
2015-09-03,46.42780685424805
2015-09-04,45.806488037109375
2015-09-08,46.88750076293945
2015-09-09,46.39750289916992
2015-09-10,46.1701774597168
2015-09-11,46.63996505737305
2015-09-14,46.38740158081055
2015-09-15,46.8167839050293
2015-09-16,47.45326232910156
2015-09-17,47.13501739501953
2015-09-18,46.00349426269531
2015-09-21,46.245967864990234
2015-09-22,44.55372619628906
2015-09-23,43.92736053466797
2015-09-24,43.856632232666016
2015-09-25,44.09909439086914
2015-09-28,43.86167907714844
2015-09-29,44.44259262084961
2015-09-30,44.952796936035156
2015-10-01,44.634559631347656
2015-10-02,45.346805572509766
2015-10-05,46.6046142578125
2015-10-06,46.7511100769043
2015-10-07,47.23604202270508
2015-10-08,47.6502685546875
2015-10-09,48.17561721801758
2015-10-12,48.20592498779297
2015-10-13,47.625003814697266
2015-10-14,46.559165954589844
2015-10-15,47.06935501098633
2015-10-16,46.978431701660156
2015-10-19,46.498538970947266
2015-10-20,48.30189514160156
2015-10-21,49.48899841308594
2015-10-22,50.408348083496094
2015-10-23,50.82762908935547
2015-10-26,50.63060760498047
2015-10-27,49.94866943359375
2015-10-28,50.17093276977539
2015-10-29,50.0345458984375
2015-10-30,49.71125793457031
2015-11-02,50.2063102722168
2015-11-03,50.51443862915039
2015-11-04,50.681129455566406
2015-11-05,50.91855239868164
2015-11-06,50.91855239868164
2015-11-09,50.34268569946289
2015-11-10,50.16983413696289
2015-11-11,49.95627975463867
2015-11-12,50.44435501098633
2015-11-13,49.05132293701172
2015-11-16,49.7376708984375
2015-11-17,49.595314025878906
2015-11-18,49.676666259765625
2015-11-19,49.97662353515625
2015-11-20,49.93595504760742
2015-11-23,49.869869232177734
2015-11-24,49.498714447021484
2015-11-25,49.452964782714844
2015-11-27,49.21401596069336
2015-11-30,48.83271026611328
2015-12-01,49.163169860839844
2015-12-02,48.425987243652344
2015-12-03,48.146358489990234
2015-12-04,48.670005798339844
2015-12-07,48.761531829833984
2015-12-08,47.907405853271484
2015-12-09,47.871803283691406
2015-12-10,47.72437286376953
2015-12-11,47.43457794189453
2015-12-14,47.29730987548828
2015-12-15,47.41424560546875
2015-12-16,48.3649787902832
2015-12-17,47.72437286376953
2015-12-18,46.94649887084961
2015-12-21,47.592185974121094
2015-12-22,48.23278045654297
2015-12-23,48.95981216430664
2015-12-24,48.95981216430664
2015-12-28,48.85304641723633
2015-12-29,49.452964782714844
2015-12-30,49.264854431152344
2015-12-31,48.842872619628906
2016-01-04,48.58866882324219
2016-01-05,48.66493606567383
2016-01-06,47.34307098388672
2016-01-07,46.72281265258789
2016-01-08,45.960201263427734
2016-01-11,46.01103591918945
2016-01-12,46.01103591918945
2016-01-13,45.161991119384766
2016-01-14,45.25350570678711
2016-01-15,43.53507614135742
2016-01-19,43.33679962158203
2016-01-20,43.12834930419922
2016-01-21,43.504581451416016
2016-01-22,43.90114212036133
2016-01-25,43.1639404296875
2016-01-26,43.54525375366211
2016-01-27,43.62659454345703
2016-01-28,43.95197677612305
2016-01-29,44.58240509033203
2016-02-01,44.51631546020508
2016-02-02,43.42832565307617
2016-02-03,43.702857971191406
2016-02-04,44.801021575927734
2016-02-05,44.65867233276367
2016-02-08,44.119754791259766
2016-02-09,44.353614807128906
2016-02-10,44.211273193359375
2016-02-11,43.04191970825195
2016-02-12,43.69776916503906
2016-02-16,43.96723175048828
2016-02-17,45.135047912597656
2016-02-18,45.25798034667969
2016-02-19,45.191402435302734
2016-02-22,47.31189727783203
2016-02-23,46.917510986328125
2016-02-24,47.947025299072266
2016-02-25,50.23143768310547
2016-02-26,50.03678894042969
2016-02-29,49.48874282836914
2016-03-01,48.684593200683594
2016-03-02,48.93045425415039
2016-03-03,49.22751998901367
2016-03-04,49.68337631225586
2016-03-07,49.64241027832031
2016-03-08,49.63216018676758
2016-03-09,49.47852325439453
2016-03-10,49.263370513916016
2016-03-11,49.555328369140625
2016-03-14,49.5963020324707
2016-03-15,49.31970977783203
2016-03-16,49.93436050415039
2016-03-17,50.62582778930664
2016-03-18,50.7333869934082
2016-03-21,50.79484558105469
2016-03-22,50.53362274169922
2016-03-23,50.764122009277344
2016-03-24,50.73851776123047
2016-03-28,50.66168975830078
2016-03-29,51.28144836425781
2016-03-30,51.3480339050293
2016-03-31,51.27119445800781
2016-04-01,51.204620361328125
2016-04-04,51.3582763671875
2016-04-05,51.14827346801758
2016-04-06,51.40949630737305
2016-04-07,51.67583465576172
2016-04-08,51.89608383178711
2016-04-11,52.31608963012695
2016-04-12,52.79756546020508
2016-04-13,53.581214904785156
2016-04-14,53.61708450317383
2016-04-15,53.56072998046875
2016-04-18,53.84757995605469
2016-04-19,53.780975341796875
2016-04-20,54.05244827270508
2016-04-21,54.00123596191406
2016-04-22,54.139522552490234
2016-04-25,53.883426666259766
2016-04-26,53.67854690551758
2016-04-27,54.236839294433594
2016-04-28,53.38658905029297
2016-04-29,53.45829391479492
2016-05-02,53.45829391479492
2016-05-03,52.31097412109375
2016-05-04,51.56315612792969
2016-05-05,51.3685188293457
2016-05-06,51.79364776611328
2016-05-09,51.26608657836914
2016-05-10,52.326332092285156
2016-05-11,52.03950500488281
2016-05-12,51.96778869628906
2016-05-13,51.3582763671875
2016-05-16,52.15218734741211
2016-05-17,51.25071334838867
2016-05-18,51.19398498535156
2016-05-19,50.791831970214844
2016-05-20,51.09601974487305
2016-05-23,50.9929084777832
2016-05-24,51.513671875
2016-05-25,51.72507095336914
2016-05-26,51.771461486816406
2016-05-27,51.95192337036133
2016-05-31,51.8591194152832
2016-06-01,51.74053192138672
2016-06-02,51.9673957824707
2016-06-03,51.781776428222656
2016-06-06,52.26128387451172
2016-06-07,52.30768966674805
2016-06-08,52.62736511230469
2016-06-09,52.75625991821289
2016-06-10,52.59127426147461
2016-06-13,52.18394470214844
2016-06-14,52.17363357543945
2016-06-15,51.8385009765625
2016-06-16,52.13754653930664
2016-06-17,52.178802490234375
2016-06-20,52.43659210205078
2016-06-21,52.36956024169922
2016-06-22,52.256134033203125
2016-06-23,52.76141357421875
2016-06-24,50.987770080566406
2016-06-27,50.121543884277344
2016-06-28,51.05994415283203
2016-06-29,51.80241012573242
2016-06-30,52.874855041503906
2016-07-01,52.96765899658203
2016-07-05,51.8797492980957
2016-07-06,52.27159881591797
2016-07-07,52.5758056640625
2016-07-08,53.44717788696289
2016-07-11,53.60185623168945
2016-07-12,53.880287170410156
2016-07-13,54.184478759765625
2016-07-14,54.210262298583984
2016-07-15,54.3958854675293
2016-07-18,54.39072036743164
2016-07-19,54.45774459838867
2016-07-20,54.67430114746094
2016-07-21,54.57634353637695
2016-07-22,54.20512008666992
2016-07-25,53.9576301574707
2016-07-26,55.62815856933594
2016-07-27,55.525047302246094
2016-07-28,55.46833038330078
2016-07-29,55.504425048828125
2016-08-01,55.138328552246094
2016-08-02,54.792884826660156
2016-08-03,54.80320358276367
2016-08-04,54.83930206298828
2016-08-05,55.55082321166992
2016-08-08,55.576595306396484
2016-08-09,55.86018753051758
2016-08-10,55.746742248535156
2016-08-11,56.293296813964844
2016-08-12,56.13344955444336
2016-08-15,56.55624771118164
2016-08-16,56.28297424316406
2016-08-17,56.51121520996094
2016-08-18,56.71352005004883
2016-08-19,56.61498260498047
2016-08-22,56.282989501953125
2016-08-23,56.02361297607422
2016-08-24,56.002845764160156
2016-08-25,55.87836456298828
2016-08-26,55.66568374633789
2016-08-29,56.0080451965332
2016-08-30,55.68642807006836
2016-08-31,55.20920181274414
2016-09-01,55.35962677001953
2016-09-02,55.468570709228516
2016-09-06,54.9913215637207
2016-09-07,54.908329010009766
2016-09-08,54.8564567565918
2016-09-09,53.263919830322266
2016-09-12,53.96422576904297
2016-09-13,53.07717514038086
2016-09-14,52.73482131958008
2016-09-15,53.27949142456055
2016-09-16,51.92557907104492
2016-09-19,52.10195541381836
2016-09-20,51.99819564819336
2016-09-21,52.890438079833984
2016-09-22,53.429908752441406
2016-09-23,53.201683044433594
2016-09-26,53.03050231933594
2016-09-27,53.092742919921875
2016-09-28,53.092742919921875
2016-09-29,52.4235725402832
2016-09-30,52.703697204589844
2016-10-03,53.13425064086914
2016-10-04,52.61551284790039
2016-10-05,53.040863037109375
2016-10-06,52.95268249511719
2016-10-07,52.17457962036133
2016-10-10,51.863338470458984
2016-10-11,51.23566818237305
2016-10-12,51.318660736083984
2016-10-13,51.795902252197266
2016-10-14,51.95671081542969
2016-10-17,51.72327423095703
2016-10-18,51.86852264404297
2016-10-19,51.749210357666016
2016-10-20,51.505393981933594
2016-10-21,51.18379592895508
2016-10-24,51.624717712402344
2016-10-25,52.57918930053711
2016-10-26,52.39763259887695
2016-10-27,51.9100341796875
2016-10-28,52.82818603515625
2016-10-31,53.01493835449219
2016-11-01,52.91637420654297
2016-11-02,52.672569274902344
2016-11-03,52.41838836669922
2016-11-04,52.563629150390625
2016-11-07,53.45586013793945
2016-11-08,53.621856689453125
2016-11-09,54.36885070800781
2016-11-10,56.23627853393555
2016-11-11,56.469730377197266
2016-11-14,55.95097732543945
2016-11-15,55.85761642456055
2016-11-16,55.82630157470703
2016-11-17,55.690608978271484
2016-11-18,55.586204528808594
2016-11-21,55.76888656616211
2016-11-22,55.81584167480469
2016-11-23,56.426517486572266
2016-11-25,56.77622985839844
2016-11-28,56.60398483276367
2016-11-29,56.807533264160156
2016-11-30,56.222965240478516
2016-12-01,56.09769821166992
2016-12-02,56.48393630981445
2016-12-05,56.0663948059082
2016-12-06,56.07160568237305
2016-12-07,57.245967864990234
2016-12-08,56.59354019165039
2016-12-09,57.303382873535156
2016-12-12,57.61655807495117
2016-12-13,57.574771881103516
2016-12-14,57.031959533691406
2016-12-15,56.43696594238281
2016-12-16,56.640525817871094
2016-12-19,57.84096145629883
2016-12-20,57.75223922729492
2016-12-21,57.66875076293945
2016-12-22,57.653079986572266
2016-12-23,57.75223922729492
2016-12-27,57.92448806762695
2016-12-28,57.51215362548828
2016-12-29,57.70004653930664
2016-12-30,57.214637756347656
2017-01-03,57.84618377685547
2017-01-04,57.882728576660156
2017-01-05,58.117584228515625
2017-01-06,58.74392318725586
2017-01-09,58.195899963378906
2017-01-10,58.07063293457031
2017-01-11,57.93491744995117
2017-01-12,57.84096145629883
2017-01-13,57.527801513671875
2017-01-17,57.39734649658203
2017-01-18,57.6322021484375
2017-01-19,57.79399871826172
2017-01-20,57.8253059387207
2017-01-23,57.59043502807617
2017-01-24,58.25331115722656
2017-01-25,57.91405487060547
2017-01-26,57.600894927978516
2017-01-27,57.256404876708984
2017-01-30,56.979793548583984
2017-01-31,57.240753173828125
2017-02-01,56.46306228637695
2017-02-02,56.557010650634766
2017-02-03,57.23030090332031
2017-02-06,57.767913818359375
2017-02-07,58.0654182434082
2017-02-08,57.62174606323242
2017-02-09,57.459964752197266
2017-02-10,57.96100616455078
2017-02-13,58.467308044433594
2017-02-14,58.23241424560547
2017-02-15,58.75746536254883
2017-02-16,58.84146499633789
2017-02-17,58.883480072021484
2017-02-21,59.06724166870117
2017-02-22,59.1512451171875
2017-02-23,58.85197830200195
2017-02-24,59.0462532043457
2017-02-27,59.2299919128418
2017-02-28,59.093482971191406
2017-03-01,59.686805725097656
2017-03-02,59.166996002197266
2017-03-03,58.98323440551758
2017-03-06,58.626190185546875
2017-03-07,58.951725006103516
2017-03-08,58.67346954345703
2017-03-09,58.767982482910156
2017-03-10,58.87821960449219
2017-03-13,58.96747589111328
2017-03-14,58.71544647216797
2017-03-15,59.371768951416016
2017-03-16,58.98323440551758
2017-03-17,59.56602478027344
2017-03-20,59.5975456237793
2017-03-21,58.88872528076172
2017-03-22,58.767982482910156
2017-03-23,58.72071838378906
2017-03-24,58.6997184753418
2017-03-27,58.71544647216797
2017-03-28,59.193241119384766
2017-03-29,58.83621597290039
2017-03-30,59.040977478027344
2017-03-31,58.914981842041016
2017-04-03,58.767982482910156
2017-04-04,59.32450866699219
2017-04-05,59.06724166870117
2017-04-06,59.01998519897461
2017-04-07,59.32450866699219
2017-04-10,59.26675796508789
2017-04-11,59.403263092041016
2017-04-12,58.93071746826172
2017-04-13,58.85197830200195
2017-04-17,59.471534729003906
2017-04-18,59.623779296875
2017-04-19,59.28775405883789
2017-04-20,59.82331085205078
2017-04-21,60.374595642089844
2017-04-24,61.072906494140625
2017-04-25,61.36167526245117
2017-04-26,62.05997085571289
2017-04-27,62.3645133972168
2017-04-28,62.47478485107422
2017-05-01,62.43799591064453
2017-05-02,62.64801788330078
2017-05-03,63.162567138671875
2017-05-04,63.53009796142578
2017-05-05,63.71385192871094
2017-05-08,63.57209396362305
2017-05-09,63.77162170410156
2017-05-10,63.540618896484375
2017-05-11,63.67710876464844
2017-05-12,63.44084167480469
2017-05-15,63.488094329833984
2017-05-16,63.74011993408203
2017-05-17,63.127742767333984
2017-05-18,63.01687240600586
2017-05-19,63.96184539794922
2017-05-22,64.22578430175781
2017-05-23,64.44221496582031
2017-05-24,64.44751739501953
2017-05-25,64.53726196289062
2017-05-26,64.32613372802734
2017-05-30,64.01991271972656
2017-05-31,64.02518463134766
2017-06-01,64.29443359375
2017-06-02,64.46865844726562
2017-06-05,63.866817474365234
2017-06-06,63.41282272338867
2017-06-07,63.23332977294922
2017-06-08,63.317806243896484
2017-06-09,63.68733596801758
2017-06-12,63.28610610961914
2017-06-13,63.38113021850586
2017-06-14,63.35474395751953
2017-06-15,63.74540710449219
2017-06-16,63.576473236083984
2017-06-19,64.32613372802734
2017-06-20,64.1466064453125
2017-06-21,64.27330780029297
2017-06-22,64.49503326416016
2017-06-23,64.52142333984375
2017-06-26,64.33666229248047
2017-06-27,64.18883514404297
2017-06-28,64.66925811767578
2017-06-29,64.22051239013672
2017-06-30,64.46336364746094
2017-07-03,64.44751739501953
2017-07-05,64.82235717773438
2017-07-06,64.34722900390625
2017-07-07,64.7273178100586
2017-07-10,64.9648666381836
2017-07-11,65.21826934814453
2017-07-12,65.30801391601562
2017-07-13,64.97014617919922
2017-07-14,65.14966583251953
2017-07-17,64.99128723144531
2017-07-18,64.73788452148438
2017-07-19,64.97541809082031
2017-07-20,64.6428451538086
2017-07-21,65.19188690185547
2017-07-24,65.00181579589844
2017-07-25,63.5711784362793
2017-07-26,63.10664367675781
2017-07-27,62.65790557861328
2017-07-28,62.752925872802734
2017-07-31,62.59456253051758
2017-08-01,62.75819778442383
2017-08-02,63.53422927856445
2017-08-03,63.93017578125
2017-08-04,64.13604736328125
2017-08-07,62.56814956665039
2017-08-08,62.39395523071289
2017-08-09,61.87131118774414
2017-08-10,61.6390495300293
2017-08-11,61.7076530456543
2017-08-14,61.84492111206055
2017-08-15,61.21669006347656
2017-08-16,62.67197799682617
2017-08-17,61.662837982177734
2017-08-18,61.333553314208984
2017-08-21,61.227317810058594
2017-08-22,61.4450798034668
2017-08-23,62.156776428222656
2017-08-24,61.237937927246094
2017-08-25,61.11579132080078
2017-08-28,61.25387954711914
2017-08-29,63.043731689453125
2017-08-30,63.521751403808594
2017-08-31,63.585472106933594
2017-09-01,62.62947463989258
2017-09-05,59.065673828125
2017-09-06,58.215877532958984
2017-09-07,58.41238784790039
2017-09-08,58.18401336669922
2017-09-11,58.231815338134766
2017-09-12,58.34866714477539
2017-09-13,58.57172775268555
2017-09-14,60.09072494506836
