,NEM
2017-07-13,26.465234756469727
2017-07-14,26.75447654724121
2017-07-17,27.099945068359375
2017-07-18,27.083885192871094
2017-07-19,27.22047233581543
2017-07-20,27.252599716186523
2017-07-21,27.63022232055664
2017-07-24,27.236534118652344
2017-07-25,29.116573333740234
2017-07-26,29.69505500793457
2017-07-27,29.277265548706055
2017-07-28,29.775392532348633
2017-07-31,29.863773345947266
2017-08-01,29.71111297607422
2017-08-02,29.622751235961914
2017-08-03,29.397775650024414
2017-08-04,29.044269561767578
2017-08-07,29.060338973999023
2017-08-08,28.71486473083496
2017-08-09,29.004098892211914
2017-08-10,29.277265548706055
2017-08-11,29.349565505981445
2017-08-14,28.939830780029297
2017-08-15,28.738969802856445
2017-08-16,29.028213500976562
2017-08-17,28.963924407958984
2017-08-18,28.787166595458984
2017-08-21,29.41384506225586
2017-08-22,29.325468063354492
2017-08-23,29.71111297607422
2017-08-24,29.58257484436035
2017-08-25,29.71915626525879
2017-08-28,30.77165412902832
2017-08-29,30.56276512145996
2017-08-30,30.57883644104004
2017-08-31,30.803796768188477
2017-09-01,31.060895919799805
2017-09-05,31.133195877075195
2017-09-06,30.835933685302734
2017-09-07,31.816120147705078
2017-09-08,31.5831356048584
2017-09-11,30.70738410949707
2017-09-12,30.811830520629883
2017-09-13,30.493854522705078
