,NEM
2014-01-02,18.84444808959961
2014-01-03,18.812997817993164
2014-01-06,18.93883514404297
2014-01-07,18.83659553527832
2014-01-08,18.40401840209961
2014-01-09,18.246715545654297
2014-01-10,18.718605041503906
2014-01-13,18.781530380249023
2014-01-14,18.411884307861328
2014-01-15,18.54557991027832
2014-01-16,18.83659553527832
2014-01-17,19.308486938476562
2014-01-21,19.520843505859375
2014-01-22,19.18263816833496
2014-01-23,19.79611587524414
2014-01-24,19.568025588989258
2014-01-27,19.01748275756836
2014-01-28,19.395002365112305
2014-01-29,19.560163497924805
2014-01-30,18.954557418823242
2014-01-31,16.988323211669922
2014-02-03,16.532148361206055
2014-02-04,16.657995223999023
2014-02-05,16.414180755615234
2014-02-06,16.524282455444336
2014-02-07,16.925399780273438
2014-02-10,17.460220336914062
2014-02-11,18.010765075683594
2014-02-12,17.70403289794922
2014-02-13,18.50625991821289
2014-02-14,18.742206573486328
2014-02-18,19.041078567504883
2014-02-19,18.69502067565918
2014-02-20,19.237701416015625
2014-02-21,18.388282775878906
2014-02-24,18.61636734008789
2014-02-25,18.679283142089844
2014-02-26,18.529850006103516
2014-02-27,18.553449630737305
2014-02-28,18.293907165527344
2014-03-03,18.58491325378418
2014-03-04,18.986021041870117
2014-03-05,19.332080841064453
2014-03-06,19.607357025146484
2014-03-07,19.347806930541992
2014-03-10,19.119722366333008
2014-03-11,19.270092010498047
2014-03-12,19.792400360107422
2014-03-13,20.16434097290039
2014-03-14,20.71830940246582
2014-03-17,20.393842697143555
2014-03-18,19.998159408569336
2014-03-19,19.388792037963867
2014-03-20,19.45210075378418
2014-03-21,19.42836570739746
2014-03-24,18.906047821044922
2014-03-25,18.929798126220703
2014-03-26,18.25712013244629
2014-03-27,18.154251098632812
2014-03-28,18.929798126220703
2014-03-31,18.549930572509766
2014-04-01,18.557846069335938
2014-04-02,19.183034896850586
2014-04-03,19.072235107421875
2014-04-04,19.08016014099121
2014-04-07,19.3413143157959
2014-04-08,19.744911193847656
2014-04-09,19.776567459106445
2014-04-10,19.618303298950195
2014-04-11,19.175127029418945
2014-04-14,19.31757164001465
2014-04-15,18.86648941040039
2014-04-16,18.795259475708008
2014-04-17,18.629072189331055
2014-04-21,19.824058532714844
2014-04-22,19.816137313842773
2014-04-23,20.51255226135254
2014-04-24,20.172252655029297
2014-04-25,20.931983947753906
2014-04-28,19.52332878112793
2014-04-29,19.800312042236328
2014-04-30,19.64995574951172
2014-05-01,19.41254234313965
2014-05-02,19.562902450561523
2014-05-05,19.6657772064209
2014-05-06,19.467933654785156
2014-05-07,19.001014709472656
2014-05-08,18.993104934692383
2014-05-09,19.008935928344727
2014-05-12,19.39670753479004
2014-05-13,19.53123664855957
2014-05-14,19.491674423217773
2014-05-15,19.222604751586914
2014-05-16,18.985193252563477
2014-05-19,18.47079086303711
2014-05-20,18.692380905151367
2014-05-21,18.668628692626953
2014-05-22,18.48661994934082
2014-05-23,18.518278121948242
2014-05-27,17.9484806060791
2014-05-28,17.79020881652832
2014-05-29,18.011789321899414
2014-05-30,18.114675521850586
2014-06-02,17.86935043334961
2014-06-03,18.059280395507812
2014-06-04,18.114675521850586
2014-06-05,18.21755027770996
2014-06-06,18.288774490356445
2014-06-09,17.940561294555664
2014-06-10,18.047523498535156
2014-06-11,18.293127059936523
2014-06-12,18.459495544433594
2014-06-13,18.538724899291992
2014-06-16,18.34857940673828
2014-06-17,18.467422485351562
2014-06-18,18.808090209960938
2014-06-19,19.441892623901367
2014-06-20,19.69541358947754
2014-06-23,19.95685577392578
2014-06-24,19.560728073120117
2014-06-25,19.71125602722168
2014-06-26,19.861787796020508
2014-06-27,19.95685577392578
2014-06-30,20.15491485595703
2014-07-01,19.869709014892578
2014-07-02,20.09153938293457
2014-07-03,19.95685577392578
2014-07-07,19.592418670654297
2014-07-08,19.647876739501953
2014-07-09,20.22621726989746
2014-07-10,20.15491485595703
2014-07-11,20.54312515258789
2014-07-14,20.059843063354492
2014-07-15,19.560728073120117
2014-07-16,19.980619430541992
2014-07-17,20.162837982177734
2014-07-18,20.139074325561523
2014-07-21,20.09153938293457
2014-07-22,20.13115119934082
2014-07-23,19.95685577392578
2014-07-24,19.632028579711914
2014-07-25,19.925161361694336
2014-07-28,20.313369750976562
2014-07-29,20.23414421081543
2014-07-30,20.27375602722168
2014-07-31,19.735021591186523
2014-08-01,19.96477699279785
2014-08-04,20.305448532104492
2014-08-05,20.424283981323242
2014-08-06,20.66196060180664
2014-08-07,20.74118423461914
2014-08-08,20.907560348510742
2014-08-11,21.018474578857422
2014-08-12,21.438365936279297
2014-08-13,21.446290969848633
2014-08-14,21.43044090270996
2014-08-15,21.303682327270508
2014-08-18,21.248228073120117
2014-08-19,21.256147384643555
2014-08-20,21.176925659179688
2014-08-21,21.08185386657715
2014-08-22,20.907560348510742
2014-08-25,20.582735061645508
2014-08-26,20.99470329284668
2014-08-27,21.010549545288086
2014-08-28,21.2799129486084
2014-08-29,21.46213150024414
2014-09-02,20.923398971557617
2014-09-03,20.844173431396484
2014-09-04,20.28167724609375
2014-09-05,20.574810028076172
2014-09-08,20.03608512878418
2014-09-09,20.25416374206543
2014-09-10,20.11935043334961
2014-09-11,20.2938232421875
2014-09-12,19.960739135742188
2014-09-15,19.84178352355957
2014-09-16,19.857650756835938
2014-09-17,19.564224243164062
2014-09-18,19.421472549438477
2014-09-19,19.19942283630371
2014-09-22,18.763256072998047
2014-09-23,19.02495765686035
2014-09-24,18.90599250793457
2014-09-25,18.961515426635742
2014-09-26,18.882211685180664
2014-09-29,18.62051010131836
2014-09-30,18.27950096130371
2014-10-01,18.247783660888672
2014-10-02,18.461898803710938
2014-10-03,18.001943588256836
2014-10-06,18.35880470275879
2014-10-07,17.882986068725586
2014-10-08,18.74739646911621
2014-10-09,17.803678512573242
2014-10-10,17.613357543945312
2014-10-13,17.85919189453125
2014-10-14,18.073314666748047
2014-10-15,18.001943588256836
2014-10-16,18.017799377441406
2014-10-17,17.764028549194336
2014-10-20,18.12090301513672
2014-10-21,18.16054344177246
2014-10-22,17.914709091186523
2014-10-23,17.446809768676758
2014-10-24,17.407163619995117
2014-10-27,17.153390884399414
2014-10-28,17.32785987854004
2014-10-29,16.503103256225586
2014-10-30,16.122440338134766
2014-10-31,14.877373695373535
2014-11-03,15.162867546081543
2014-11-04,14.798073768615723
2014-11-05,14.139851570129395
2014-11-06,14.43327522277832
2014-11-07,15.218381881713867
2014-11-10,14.322248458862305
2014-11-11,14.829793930053711
2014-11-12,14.639459609985352
2014-11-13,14.464996337890625
2014-11-14,15.186657905578613
2014-11-17,15.25802993774414
2014-11-18,15.781436920166016
2014-11-19,15.154936790466309
2014-11-20,15.527664184570312
2014-11-21,15.614896774291992
2014-11-24,15.202516555786133
2014-11-25,15.630758285522461
2014-11-26,15.488012313842773
2014-11-28,14.591877937316895
2014-12-01,15.591108322143555
2014-12-02,15.210447311401367
2014-12-03,15.587631225585938
2014-12-04,15.301770210266113
2014-12-05,15.11119270324707
2014-12-08,15.150896072387695
2014-12-09,15.889383316040039
2014-12-10,15.44469928741455
2014-12-11,15.539982795715332
2014-12-12,15.127074241638184
2014-12-15,14.229775428771973
2014-12-16,14.11860179901123
2014-12-17,14.690329551696777
2014-12-18,15.39705753326416
2014-12-19,15.182660102844238
2014-12-22,14.420341491699219
2014-12-23,14.32506275177002
2014-12-24,14.745915412902832
2014-12-26,14.968255996704102
2014-12-29,14.761799812316895
2014-12-30,15.293828964233398
2014-12-31,15.00795841217041
2015-01-02,15.357356071472168
2015-01-05,15.452643394470215
2015-01-06,16.095844268798828
2015-01-07,15.952908515930176
2015-01-08,15.86555290222168
2015-01-09,16.45317268371582
2015-01-12,16.826387405395508
2015-01-13,16.167301177978516
2015-01-14,15.690858840942383
2015-01-15,17.080490112304688
2015-01-16,17.699865341186523
2015-01-20,18.716272354125977
2015-01-21,19.311830520629883
2015-01-22,19.28801155090332
2015-01-23,19.176841735839844
2015-01-26,19.446821212768555
2015-01-27,19.962970733642578
2015-01-28,19.26418685913086
2015-01-29,19.19272232055664
2015-01-30,19.970911026000977
2015-02-02,19.939144134521484
2015-02-03,19.55006217956543
2015-02-04,19.7088680267334
2015-02-05,19.7088680267334
2015-02-06,19.097429275512695
2015-02-09,19.542112350463867
2015-02-10,19.38329315185547
2015-02-11,19.16889762878418
2015-02-12,19.46270751953125
2015-02-13,19.677104949951172
2015-02-17,19.208599090576172
2015-02-18,19.64533805847168
2015-02-19,19.423002243041992
2015-02-20,20.312366485595703
2015-02-23,20.614112854003906
2015-02-24,20.494998931884766
2015-02-25,20.685575485229492
2015-02-26,20.89203453063965
2015-02-27,20.907922744750977
2015-03-02,20.558521270751953
2015-03-03,20.3441219329834
2015-03-04,20.002674102783203
2015-03-05,20.090023040771484
2015-03-06,18.50188446044922
2015-03-09,17.80309295654297
2015-03-10,17.306245803833008
2015-03-11,17.679880142211914
2015-03-12,17.71962547302246
2015-03-13,17.727571487426758
2015-03-16,17.727571487426758
2015-03-17,17.584484100341797
2015-03-18,18.180702209472656
2015-03-19,18.140953063964844
2015-03-20,18.244298934936523
2015-03-23,18.395334243774414
2015-03-24,18.172752380371094
2015-03-25,17.87066650390625
2015-03-26,17.61627960205078
2015-03-27,17.671932220458984
2015-03-30,17.50498390197754
2015-03-31,17.258546829223633
2015-04-01,18.061458587646484
2015-04-02,17.759370803833008
2015-04-06,17.950162887573242
2015-04-07,17.624229431152344
2015-04-08,17.55268096923828
2015-04-09,17.671932220458984
2015-04-10,17.75142478942871
2015-04-13,17.942209243774414
2015-04-14,18.140953063964844
2015-04-15,18.721269607543945
2015-04-16,18.776918411254883
2015-04-17,18.73716926574707
2015-04-20,18.697418212890625
2015-04-21,18.68947410583496
2015-04-22,18.1012020111084
2015-04-23,18.64177894592285
2015-04-24,19.858062744140625
2015-04-27,20.342988967895508
2015-04-28,20.947154998779297
2015-04-29,21.050498962402344
2015-04-30,21.058456420898438
2015-05-01,21.058456420898438
2015-05-04,20.708667755126953
2015-05-05,20.62917137145996
2015-05-06,20.390682220458984
2015-05-07,20.525827407836914
2015-05-08,20.70071792602539
2015-05-11,20.955108642578125
2015-05-12,21.185638427734375
2015-05-13,21.710315704345703
2015-05-14,21.62286376953125
2015-05-15,22.01240348815918
2015-05-18,21.90110206604004
2015-05-19,21.503625869750977
2015-05-20,21.988554000854492
2015-05-21,21.463876724243164
2015-05-22,21.471832275390625
2015-05-26,21.10614585876465
2015-05-27,21.48772621154785
2015-05-28,21.837507247924805
2015-05-29,21.654672622680664
2015-06-01,21.59902000427246
2015-06-02,21.424129486083984
2015-06-03,20.97100067138672
2015-06-04,21.30488395690918
2015-06-05,20.597368240356445
2015-06-08,20.54172134399414
2015-06-09,19.42372703552246
2015-06-10,18.858760833740234
2015-06-11,18.826932907104492
2015-06-12,18.73940086364746
2015-06-15,19.121353149414062
2015-06-16,19.04973602294922
2015-06-17,19.519216537475586
2015-06-18,19.893207550048828
2015-06-19,19.61470603942871
2015-06-22,19.057689666748047
2015-06-23,19.200923919677734
2015-06-24,19.192970275878906
2015-06-25,19.04973602294922
2015-06-26,18.962207794189453
2015-06-29,18.723487854003906
2015-06-30,18.588214874267578
2015-07-01,18.405193328857422
2015-07-02,18.834888458251953
2015-07-06,18.986080169677734
2015-07-07,17.8322696685791
2015-07-08,17.919801712036133
2015-07-09,17.975507736206055
2015-07-10,17.919801712036133
2015-07-13,17.903892517089844
2015-07-14,17.625381469726562
2015-07-15,17.346881866455078
2015-07-16,17.012670516967773
2015-07-17,16.463623046875
2015-07-20,14.450421333312988
2015-07-21,14.911952018737793
2015-07-22,14.736888885498047
2015-07-23,14.004817962646484
2015-07-24,14.163968086242676
2015-07-27,13.70244026184082
2015-07-28,14.03664493560791
2015-07-29,14.060521125793457
2015-07-30,13.758146286010742
2015-07-31,13.662656784057617
2015-08-03,13.0658597946167
2015-08-04,13.049943923950195
2015-08-05,13.010157585144043
2015-08-06,13.018115043640137
2015-08-07,12.843052864074707
2015-08-10,13.48759651184082
2015-08-11,13.551258087158203
2015-08-12,14.434511184692383
2015-08-13,13.917291641235352
2015-08-14,13.805890083312988
2015-08-17,14.203752517700195
2015-08-18,13.957075119018555
2015-08-19,14.267409324645996
2015-08-20,14.760756492614746
2015-08-21,14.434511184692383
2015-08-24,13.439847946166992
2015-08-25,12.866925239562988
2015-08-26,12.580466270446777
2015-08-27,13.288662910461426
2015-08-28,13.662656784057617
2015-08-31,13.583080291748047
2015-09-01,13.312533378601074
2015-09-02,12.898756980895996
2015-09-03,12.882842063903809
2015-09-04,12.492936134338379
2015-09-08,12.720080375671387
2015-09-09,12.449100494384766
2015-09-10,12.40127944946289
2015-09-11,12.9432373046875
2015-09-14,12.664290428161621
2015-09-15,12.728049278259277
2015-09-16,13.501136779785156
2015-09-17,13.740239143371582
2015-09-18,13.533018112182617
2015-09-21,13.254069328308105
2015-09-22,12.425190925598145
2015-09-23,12.393308639526367
2015-09-24,13.373619079589844
2015-09-25,13.222187995910645
2015-09-28,12.767900466918945
2015-09-29,12.608499526977539
2015-09-30,12.80775260925293
2015-10-01,12.62443733215332
2015-10-02,13.604744911193848
2015-10-05,14.306106567382812
2015-10-06,14.624899864196777
2015-10-07,15.095131874084473
2015-10-08,14.871973037719727
2015-10-09,15.087163925170898
2015-10-12,14.704604148864746
2015-10-13,14.640846252441406
2015-10-14,15.517537117004395
2015-10-15,15.382048606872559
2015-10-16,15.134984016418457
2015-10-19,14.784303665161133
2015-10-20,15.015433311462402
2015-10-21,14.68069076538086
2015-10-22,15.166863441467285
2015-10-23,15.581296920776367
2015-10-26,14.983551025390625
2015-10-27,14.959640502929688
2015-10-28,15.262502670288086
2015-10-29,15.852282524108887
2015-10-30,15.50956916809082
2015-11-02,15.645059585571289
2015-11-03,15.318294525146484
2015-11-04,15.150923728942871
2015-11-05,13.947456359863281
2015-11-06,13.979336738586426
2015-11-09,14.234371185302734
2015-11-10,13.91557788848877
2015-11-11,14.178581237792969
2015-11-12,13.811968803405762
2015-11-13,13.947456359863281
2015-11-16,14.051061630249023
2015-11-17,13.453315734863281
2015-11-18,14.051061630249023
2015-11-19,14.385802268981934
2015-11-20,14.090911865234375
2015-11-23,13.995274543762207
2015-11-24,14.34595775604248
2015-11-25,14.274222373962402
2015-11-27,13.859783172607422
2015-11-30,14.672725677490234
2015-12-01,14.65678596496582
2015-12-02,14.226407051086426
2015-12-03,14.927762031555176
2015-12-04,16.306568145751953
2015-12-07,15.740702629089355
2015-12-08,15.445812225341797
2015-12-09,15.64132308959961
2015-12-10,15.50566577911377
2015-12-11,15.266256332397461
2015-12-14,14.643790245056152
2015-12-15,14.683695793151855
2015-12-16,15.226357460021973
2015-12-17,14.053253173828125
2015-12-18,14.133054733276367
2015-12-21,14.08517837524414
2015-12-22,14.204875946044922
2015-12-23,14.476208686828613
2015-12-24,14.795419692993164
2015-12-28,14.292657852172852
2015-12-29,14.388420104980469
2015-12-30,14.180937767028809
2015-12-31,14.356500625610352
2016-01-04,14.715615272521973
2016-01-05,14.699654579162598
2016-01-06,14.811375617980957
2016-01-07,15.050786972045898
2016-01-08,14.372465133666992
2016-01-11,13.57443618774414
2016-01-12,13.57443618774414
2016-01-13,13.949509620666504
2016-01-14,13.781923294067383
2016-01-15,14.125080108642578
2016-01-19,13.015820503234863
2016-01-20,13.215324401855469
2016-01-21,13.319070816040039
2016-01-22,13.311086654663086
2016-01-25,14.101139068603516
2016-01-26,14.763494491577148
2016-01-27,15.513647079467773
2016-01-28,15.585464477539062
2016-01-29,15.928611755371094
2016-02-01,16.399452209472656
2016-02-02,16.016403198242188
2016-02-03,17.827919006347656
2016-02-04,18.657867431640625
2016-02-05,19.479835510253906
2016-02-08,20.102293014526367
2016-02-09,19.392053604125977
2016-02-10,19.40003204345703
2016-02-11,19.982593536376953
2016-02-12,20.57313346862793
2016-02-16,19.59954071044922
2016-02-17,19.82299041748047
2016-02-18,20.00653076171875
2016-02-19,19.82299041748047
2016-02-22,20.046428680419922
2016-02-23,20.261899948120117
2016-02-24,20.41353416442871
2016-02-25,20.628992080688477
2016-02-26,20.229984283447266
2016-02-29,20.613033294677734
2016-03-01,20.261899948120117
2016-03-02,20.940223693847656
2016-03-03,21.4030818939209
2016-03-04,20.836483001708984
2016-03-07,21.171655654907227
2016-03-08,20.680400848388672
2016-03-09,20.88010025024414
2016-03-10,21.84662437438965
2016-03-11,21.311443328857422
2016-03-14,20.872114181518555
2016-03-15,21.063817977905273
2016-03-16,22.006376266479492
2016-03-17,21.934484481811523
2016-03-18,22.19808578491211
2016-03-21,22.19808578491211
2016-03-22,21.87857437133789
2016-03-23,19.953514099121094
2016-03-24,20.28900146484375
2016-03-28,20.52863121032715
2016-03-29,21.527111053466797
2016-03-30,21.367355346679688
2016-03-31,21.231563568115234
2016-04-01,21.263511657714844
2016-04-04,21.00789451599121
2016-04-05,21.806682586669922
2016-04-06,22.158145904541016
2016-04-07,22.33387565612793
2016-04-08,23.244489669799805
2016-04-11,24.85003089904785
2016-04-12,24.466615676879883
2016-04-13,23.548023223876953
2016-04-14,22.909000396728516
2016-04-15,23.460159301757812
2016-04-18,23.532047271728516
2016-04-19,24.690279006958008
2016-04-20,24.322837829589844
2016-04-21,25.712709426879883
2016-04-22,24.945884704589844
2016-04-25,24.85003089904785
2016-04-26,25.5369815826416
2016-04-27,25.64082145690918
2016-04-28,26.351741790771484
2016-04-29,27.93331527709961
2016-05-02,27.430091857910156
2016-05-03,27.02271270751953
2016-05-04,25.84052085876465
2016-05-05,26.247901916503906
2016-05-06,27.262348175048828
2016-05-09,25.42514991760254
2016-05-10,26.38369369506836
2016-05-11,27.062654495239258
2016-05-12,26.527463912963867
2016-05-13,27.214418411254883
2016-05-16,28.292770385742188
2016-05-17,28.396610260009766
2016-05-18,26.775094985961914
2016-05-19,27.270328521728516
2016-05-20,26.942832946777344
2016-05-23,27.02271270751953
2016-05-24,25.3532657623291
2016-05-25,25.864482879638672
2016-05-26,25.92039680480957
2016-05-27,25.528995513916016
2016-05-31,25.88844871520996
2016-06-01,26.088134765625
2016-06-02,25.84052085876465
2016-06-03,28.276803970336914
2016-06-06,28.300762176513672
2016-06-07,27.937061309814453
2016-06-08,28.280778884887695
2016-06-09,28.696428298950195
2016-06-10,28.60850715637207
2016-06-13,28.68844223022461
2016-06-14,28.096927642822266
2016-06-15,28.96820640563965
2016-06-16,28.464624404907227
2016-06-17,28.49659538269043
2016-06-20,28.240816116333008
2016-06-21,27.84113311767578
2016-06-22,28.552549362182617
2016-06-23,28.288768768310547
2016-06-24,29.727590560913086
2016-06-27,30.12725830078125
2016-06-28,29.711591720581055
2016-06-29,30.12725830078125
2016-06-30,31.270320892333984
2016-07-01,32.24552917480469
2016-07-05,32.277496337890625
2016-07-06,33.10881042480469
2016-07-07,32.741111755371094
2016-07-08,32.88499450683594
2016-07-11,32.821044921875
2016-07-12,31.941770553588867
2016-07-13,32.67716979980469
2016-07-14,33.26868438720703
2016-07-15,33.0368766784668
2016-07-18,33.27668380737305
2016-07-19,33.0848388671875
2016-07-20,31.40620994567871
2016-07-21,32.38941192626953
2016-07-22,32.988922119140625
2016-07-25,32.077659606933594
2016-07-26,32.877010345458984
2016-07-27,33.828224182128906
2016-07-28,34.10798645019531
2016-07-29,35.17110824584961
2016-08-01,35.29901123046875
2016-08-02,36.65789794921875
2016-08-03,35.98643112182617
2016-08-04,35.89850997924805
2016-08-05,35.514835357666016
2016-08-08,35.690696716308594
2016-08-09,35.9704704284668
2016-08-10,36.42609786987305
2016-08-11,36.31417465209961
2016-08-12,36.106346130371094
2016-08-15,35.906517028808594
2016-08-16,35.402923583984375
2016-08-17,35.17110824584961
2016-08-18,35.514835357666016
2016-08-19,35.307010650634766
2016-08-22,34.62757110595703
2016-08-23,34.491676330566406
2016-08-24,31.853839874267578
2016-08-25,32.10164260864258
2016-08-26,31.917797088623047
2016-08-29,32.70114517211914
2016-08-30,30.854656219482422
2016-08-31,30.566905975341797
2016-09-01,31.518123626708984
2016-09-02,32.38941192626953
2016-09-06,33.57243347167969
2016-09-07,33.64437484741211
2016-09-08,33.24470520019531
2016-09-09,31.414196014404297
2016-09-12,32.261505126953125
2016-09-13,31.209718704223633
2016-09-14,30.873783111572266
2016-09-15,31.353675842285156
2016-09-16,30.601839065551758
2016-09-19,30.737804412841797
2016-09-20,30.513864517211914
2016-09-21,32.81739807128906
2016-09-22,32.60942840576172
2016-09-23,31.641630172729492
2016-09-26,31.401683807373047
2016-09-27,30.777801513671875
2016-09-28,31.361692428588867
2016-09-29,31.23372459411621
2016-09-30,31.425682067871094
2016-10-03,30.47386360168457
2016-10-04,27.39448356628418
2016-10-05,27.66642951965332
2016-10-06,27.234521865844727
2016-10-07,27.170530319213867
2016-10-10,27.242523193359375
2016-10-11,27.074554443359375
2016-10-12,27.61044692993164
2016-10-13,27.842397689819336
2016-10-14,27.37848472595215
2016-10-17,28.018362045288086
2016-10-18,28.9301815032959
2016-10-19,29.57804298400879
2016-10-20,29.6020450592041
2016-10-21,29.074148178100586
2016-10-24,28.666234970092773
2016-10-25,29.266109466552734
2016-10-26,28.938175201416016
2016-10-27,27.82639503479004
2016-10-28,28.29831314086914
2016-10-31,29.62602996826172
2016-11-01,30.353885650634766
2016-11-02,29.738014221191406
2016-11-03,30.193927764892578
2016-11-04,30.233915328979492
2016-11-07,29.186124801635742
2016-11-08,28.842193603515625
2016-11-09,29.62602996826172
2016-11-10,27.738414764404297
2016-11-11,25.266916275024414
2016-11-14,26.074752807617188
2016-11-15,27.122541427612305
2016-11-16,27.002565383911133
2016-11-17,26.154733657836914
2016-11-18,26.14673614501953
2016-11-21,26.450674057006836
2016-11-22,26.554656982421875
2016-11-23,25.194929122924805
2016-11-25,25.530858993530273
2016-11-28,26.75461769104004
2016-11-29,26.834598541259766
2016-11-30,25.946781158447266
2016-12-01,25.810808181762695
2016-12-02,26.85859489440918
2016-12-05,26.778610229492188
2016-12-06,26.450183868408203
2016-12-07,26.930805206298828
2016-12-08,27.131067276000977
2016-12-09,26.26595115661621
2016-12-12,26.11375617980957
2016-12-13,27.131067276000977
2016-12-14,25.376798629760742
2016-12-15,24.76000213623047
2016-12-16,25.360780715942383
2016-12-19,25.45690155029297
2016-12-20,25.360780715942383
2016-12-21,25.272666931152344
2016-12-22,25.184555053710938
2016-12-23,26.001604080200195
2016-12-27,26.105741500854492
2016-12-28,26.2579345703125
2016-12-29,28.252513885498047
2016-12-30,27.291269302368164
2017-01-03,27.739849090576172
2017-01-04,28.004201889038086
2017-01-05,29.293869018554688
2017-01-06,28.372671127319336
2017-01-09,28.324613571166992
2017-01-10,28.10032081604004
2017-01-11,27.531585693359375
2017-01-12,27.611679077148438
2017-01-13,27.65974998474121
2017-01-17,28.14838218688965
2017-01-18,28.244495391845703
2017-01-19,27.98015785217285
2017-01-20,28.068281173706055
2017-01-23,28.74115562438965
2017-01-24,28.86932373046875
2017-01-25,27.996185302734375
2017-01-26,27.387393951416016
2017-01-27,27.53959083557129
2017-01-30,28.0122013092041
2017-01-31,29.061559677124023
2017-02-01,28.73312759399414
2017-02-02,29.38197898864746
2017-02-03,29.44605255126953
2017-02-06,30.391277313232422
2017-02-07,29.894643783569336
2017-02-08,30.319181442260742
2017-02-09,29.798511505126953
2017-02-10,30.15898323059082
2017-02-13,29.94270896911621
2017-02-14,29.71039390563965
2017-02-15,29.662338256835938
2017-02-16,30.09490394592285
2017-02-17,29.646320343017578
2017-02-21,29.990764617919922
2017-02-22,28.837282180786133
2017-02-23,28.725130081176758
2017-02-24,28.901351928710938
2017-02-27,27.211170196533203
2017-02-28,27.427453994750977
2017-03-01,27.571632385253906
2017-03-02,26.9147891998291
2017-03-03,27.291269302368164
2017-03-06,26.442171096801758
2017-03-07,26.458219528198242
2017-03-08,26.386018753051758
2017-03-09,26.153371810913086
2017-03-10,26.42612648010254
2017-03-13,26.49030876159668
2017-03-14,25.992919921875
2017-03-15,27.356739044189453
2017-03-16,26.321842193603516
2017-03-17,26.345911026000977
2017-03-20,26.923532485961914
2017-03-21,27.300580978393555
2017-03-22,27.148155212402344
2017-03-23,26.97165870666504
2017-03-24,26.85934829711914
2017-03-27,27.204317092895508
2017-03-28,26.474267959594727
2017-03-29,26.626693725585938
2017-03-30,26.418113708496094
2017-03-31,26.44217300415039
2017-04-03,27.188264846801758
2017-04-04,27.42894172668457
2017-04-05,27.525211334228516
2017-04-06,27.41289520263672
2017-04-07,27.525211334228516
2017-04-10,27.765892028808594
2017-04-11,28.183059692382812
2017-04-12,28.1429500579834
2017-04-13,27.677644729614258
2017-04-17,27.749834060668945
2017-04-18,27.533231735229492
2017-04-19,26.891443252563477
2017-04-20,27.011775970458984
2017-04-21,27.380813598632812
2017-04-24,27.043869018554688
2017-04-25,26.386018753051758
2017-04-26,26.458219528198242
2017-04-27,26.402067184448242
2017-04-28,27.124094009399414
2017-05-01,26.217546463012695
2017-05-02,26.482284545898438
2017-05-03,26.225566864013672
2017-05-04,25.89664077758789
2017-05-05,26.25765609741211
2017-05-08,26.217546463012695
2017-05-09,26.281721115112305
2017-05-10,26.434154510498047
2017-05-11,26.85934829711914
2017-05-12,27.075956344604492
2017-05-15,27.17222785949707
2017-05-16,27.075956344604492
2017-05-17,27.48509979248047
2017-05-18,26.72296714782715
2017-05-19,26.97968864440918
2017-05-22,27.019798278808594
2017-05-23,26.514379501342773
2017-05-24,27.003747940063477
2017-05-25,26.81923484802246
2017-05-26,27.364763259887695
2017-05-30,27.2524471282959
2017-05-31,27.396854400634766
2017-06-01,27.292564392089844
2017-06-02,27.300580978393555
2017-06-05,27.148155212402344
2017-06-06,28.441692352294922
2017-06-07,28.530067443847656
2017-06-08,28.136384963989258
2017-06-09,27.55790901184082
2017-06-12,27.62218475341797
2017-06-13,27.702537536621094
2017-06-14,27.0919132232666
2017-06-15,26.54557991027832
2017-06-16,26.384891510009766
2017-06-19,26.41702651977539
2017-06-20,26.384891510009766
2017-06-21,26.633949279785156
2017-06-22,26.915159225463867
2017-06-23,27.164228439331055
2017-06-26,27.13209342956543
2017-06-27,26.569679260253906
2017-06-28,26.54557991027832
2017-06-29,25.894798278808594
2017-06-30,26.023345947265625
2017-07-03,25.621625900268555
2017-07-05,26.25634002685547
2017-07-06,25.934961318969727
2017-07-07,25.734106063842773
2017-07-10,26.135822296142578
2017-07-11,26.4732723236084
2017-07-12,26.650022506713867
