,ACN
2014-10-24,66.42001342773438
2014-10-27,66.98798370361328
2014-10-28,67.36945343017578
2014-10-29,67.4372787475586
2014-10-30,68.34436798095703
2014-10-31,68.76821899414062
2014-11-03,68.64105224609375
2014-11-04,68.7936782836914
2014-11-05,69.92115783691406
2014-11-06,70.56541442871094
2014-11-07,70.76888275146484
2014-11-10,71.34534454345703
2014-11-11,71.15885925292969
2014-11-12,71.31143951416016
2014-11-13,71.58271789550781
2014-11-14,71.75224304199219
2014-11-17,71.76073455810547
2014-11-18,71.46405029296875
2014-11-19,70.90451049804688
2014-11-20,70.7349853515625
2014-11-21,71.27751922607422
2014-11-24,71.99807739257812
2014-11-25,72.32870483398438
2014-11-26,72.1845932006836
2014-11-28,73.18492126464844
2014-12-01,72.90515899658203
2014-12-02,72.88823699951172
2014-12-03,73.34600067138672
2014-12-04,73.19339752197266
2014-12-05,73.06624603271484
2014-12-08,72.03199768066406
2014-12-09,72.21002960205078
2014-12-10,70.98082733154297
2014-12-11,71.10799407958984
2014-12-12,69.42945861816406
2014-12-15,69.41251373291016
2014-12-16,70.25177001953125
2014-12-17,72.31175994873047
2014-12-18,76.0757064819336
2014-12-19,76.72843933105469
2014-12-22,77.29644012451172
2014-12-23,77.49988555908203
2014-12-24,77.41511535644531
2014-12-26,77.3642349243164
2014-12-29,76.7369384765625
2014-12-30,76.4571762084961
2014-12-31,75.711181640625
2015-01-02,75.312744140625
2015-01-05,74.0411376953125
2015-01-06,73.50706481933594
2015-01-07,75.04993438720703
2015-01-08,76.19437408447266
2015-01-09,76.10961151123047
2015-01-12,75.8807373046875
2015-01-13,76.15201568603516
2015-01-14,75.26187896728516
2015-01-15,74.74474334716797
2015-01-16,75.3551254272461
2015-01-20,75.12623596191406
2015-01-21,74.88884735107422
2015-01-22,75.87225341796875
2015-01-23,75.63487243652344
2015-01-26,75.51619720458984
2015-01-27,73.04082489013672
2015-01-28,71.5148696899414
2015-01-29,72.5999755859375
2015-01-30,71.23514556884766
2015-02-02,72.76105499267578
2015-02-03,74.5328140258789
2015-02-04,74.0411376953125
2015-02-05,74.99907684326172
2015-02-06,74.7278060913086
2015-02-09,74.0580825805664
2015-02-10,74.19373321533203
2015-02-11,74.56675720214844
2015-02-12,75.5246810913086
2015-02-13,76.11810302734375
2015-02-17,75.70269012451172
2015-02-18,75.81290435791016
2015-02-19,76.52499389648438
2015-02-20,76.7115249633789
2015-02-23,76.77932739257812
2015-02-24,77.01668548583984
2015-02-25,76.80474090576172
2015-02-26,76.55042266845703
2015-02-27,76.32154083251953
2015-03-02,77.29644012451172
2015-03-03,77.00819396972656
2015-03-04,77.06754302978516
2015-03-05,78.03398132324219
2015-03-06,76.86407470703125
2015-03-09,76.9658203125
2015-03-10,74.65149688720703
2015-03-11,73.63422393798828
2015-03-12,74.77017974853516
2015-03-13,74.49043273925781
2015-03-16,75.3720932006836
2015-03-17,75.312744140625
2015-03-18,77.08450317382812
2015-03-19,76.4571762084961
2015-03-20,77.55078125
2015-03-23,77.60162353515625
2015-03-24,75.79595184326172
2015-03-25,74.77867889404297
2015-03-26,79.83114624023438
2015-03-27,79.63617706298828
2015-03-30,80.04308319091797
2015-03-31,79.42426300048828
2015-04-01,79.31401824951172
2015-04-02,79.83963012695312
2015-04-06,81.11969757080078
2015-04-07,81.71311950683594
2015-04-08,81.49894714355469
2015-04-09,81.79881286621094
2015-04-10,81.13052368164062
2015-04-13,80.10234069824219
2015-04-14,80.37653350830078
2015-04-15,80.6764144897461
2015-04-16,80.59072875976562
2015-04-17,79.15985870361328
2015-04-20,79.91385650634766
2015-04-21,79.6825180053711
2015-04-22,80.00809478759766
2015-04-23,80.40222930908203
2015-04-24,80.02520751953125
2015-04-27,80.33369445800781
2015-04-28,80.89915466308594
2015-04-29,80.23944854736328
2015-04-30,79.38264465332031
2015-05-01,79.990966796875
2015-05-04,80.91631317138672
2015-05-05,80.23944854736328
2015-05-06,79.6825180053711
2015-05-07,80.9591293334961
2015-05-08,82.1586685180664
2015-05-11,82.26150512695312
2015-05-12,81.7559585571289
2015-05-13,81.97872161865234
2015-05-14,83.09261322021484
2015-05-15,83.1268539428711
2015-05-18,83.50386047363281
2015-05-19,83.2639389038086
2015-05-20,83.1525650024414
2015-05-21,82.96406555175781
2015-05-22,82.58707427978516
2015-05-26,82.33002471923828
2015-05-27,82.91267395019531
2015-05-28,83.0326156616211
2015-05-29,82.28721618652344
2015-06-01,82.41571807861328
2015-06-02,82.53567504882812
2015-06-03,83.09261322021484
2015-06-04,82.19294738769531
2015-06-05,81.73885345458984
2015-06-08,81.19904327392578
2015-06-09,81.34471893310547
2015-06-10,82.69844055175781
2015-06-11,83.04117584228516
2015-06-12,82.33861541748047
2015-06-15,82.07299041748047
2015-06-16,82.8526840209961
2015-06-17,83.04976654052734
2015-06-18,83.37530517578125
2015-06-19,83.1268539428711
2015-06-22,84.47203826904297
2015-06-23,84.18072509765625
2015-06-24,83.76945495605469
2015-06-25,85.23458862304688
2015-06-26,84.82330322265625
2015-06-29,82.83555603027344
2015-06-30,82.92122650146484
2015-07-01,84.01790618896484
2015-07-02,83.3924560546875
2015-07-06,83.4010009765625
2015-07-07,84.54914093017578
2015-07-08,83.64093780517578
2015-07-09,83.75231170654297
2015-07-10,84.63482666015625
2015-07-13,86.15135955810547
2015-07-14,86.31417083740234
2015-07-15,85.63729858398438
2015-07-16,86.92249298095703
2015-07-17,86.09137725830078
2015-07-20,86.29704284667969
2015-07-21,86.01427459716797
2015-07-22,87.67646026611328
2015-07-23,87.75357818603516
2015-07-24,86.68257141113281
2015-07-27,86.01427459716797
2015-07-28,87.12812805175781
2015-07-29,87.77928924560547
2015-07-30,87.95921325683594
2015-07-31,88.34477996826172
2015-08-03,88.43046569824219
2015-08-04,88.61038970947266
2015-08-05,89.53570556640625
2015-08-06,88.33621215820312
2015-08-07,88.88455200195312
2015-08-10,90.13549041748047
2015-08-11,88.74747467041016
2015-08-12,88.91026306152344
2015-08-13,88.58467864990234
2015-08-14,88.63609313964844
2015-08-17,88.66179656982422
2015-08-18,88.98737335205078
2015-08-19,88.1391372680664
2015-08-20,85.6544189453125
2015-08-21,83.22108459472656
2015-08-24,79.3997802734375
2015-08-25,78.94567108154297
2015-08-26,81.4303970336914
2015-08-27,82.02157592773438
2015-08-28,82.12440490722656
2015-08-31,80.77067565917969
2015-09-01,79.07418060302734
2015-09-02,80.9077377319336
2015-09-03,81.91876983642578
2015-09-04,80.92485046386719
2015-09-08,83.21255493164062
2015-09-09,81.84165954589844
2015-09-10,82.94692993164062
2015-09-11,83.40959930419922
2015-09-14,82.68989562988281
2015-09-15,84.17216491699219
2015-09-16,84.7890625
2015-09-17,84.4206314086914
2015-09-18,83.56381225585938
2015-09-21,84.33495330810547
2015-09-22,83.68376159667969
2015-09-23,83.8465576171875
2015-09-24,83.76945495605469
2015-09-25,83.05830383300781
2015-09-28,82.2100830078125
2015-09-29,82.76699829101562
2015-09-30,84.18927001953125
2015-10-01,84.34352111816406
2015-10-02,85.15747833251953
2015-10-05,87.0681381225586
2015-10-06,86.96533203125
2015-10-07,87.9249496459961
2015-10-08,89.97269439697266
2015-10-09,89.77562713623047
2015-10-12,90.00697326660156
2015-10-13,88.66179656982422
2015-10-14,88.70511627197266
2015-10-15,88.5925064086914
2015-10-16,89.20738983154297
2015-10-19,89.28532409667969
2015-10-20,89.60575866699219
2015-10-21,88.78302764892578
2015-10-22,92.19511413574219
2015-10-23,93.52009582519531
2015-10-26,93.50276947021484
2015-10-27,93.41618347167969
2015-10-28,95.02694702148438
2015-10-29,93.48545837402344
2015-10-30,92.83594512939453
2015-11-02,93.18234252929688
2015-11-03,92.93119049072266
2015-11-04,92.2470474243164
2015-11-05,91.87468719482422
2015-11-06,91.7967300415039
2015-11-09,90.82682037353516
2015-11-10,90.99134063720703
2015-11-11,91.01730346679688
2015-11-12,90.34185791015625
2015-11-13,89.32862091064453
2015-11-16,92.08251190185547
2015-11-17,92.04788970947266
2015-11-18,93.42481994628906
2015-11-19,92.90523529052734
2015-11-20,93.50276947021484
2015-11-23,93.39019775390625
2015-11-24,92.96585083007812
2015-11-25,92.74933624267578
2015-11-27,93.06111145019531
2015-11-30,92.85324096679688
2015-12-01,93.64134216308594
2015-12-02,93.1736831665039
2015-12-03,91.73611450195312
2015-12-04,94.48136138916016
2015-12-07,94.3427963256836
2015-12-08,94.31680297851562
2015-12-09,92.91387176513672
2015-12-10,93.18234252929688
2015-12-11,91.19050598144531
2015-12-14,92.10848999023438
2015-12-15,92.42024993896484
2015-12-16,94.46403503417969
2015-12-17,89.42389678955078
2015-12-18,88.2720947265625
2015-12-21,89.1900863647461
2015-12-22,89.85688018798828
2015-12-23,90.42845153808594
2015-12-24,90.26392364501953
2015-12-28,90.13399505615234
2015-12-29,91.2078628540039
2015-12-30,91.6755142211914
2015-12-31,90.49771118164062
2016-01-04,88.18548583984375
2016-01-05,88.64446258544922
2016-01-06,88.47126770019531
2016-01-07,85.87325286865234
2016-01-08,85.04187774658203
2016-01-11,85.93387603759766
2016-01-12,87.47537231445312
2016-01-13,85.95985412597656
2016-01-14,88.2287826538086
2016-01-15,85.96851348876953
2016-01-19,87.7957992553711
2016-01-20,85.78665924072266
2016-01-21,85.11981964111328
2016-01-22,88.54054260253906
2016-01-25,88.11622619628906
2016-01-26,88.79168701171875
2016-01-27,88.2980728149414
2016-01-28,89.26800537109375
2016-01-29,91.39839935302734
2016-02-01,92.03923797607422
2016-02-02,89.90884399414062
2016-02-03,88.4193115234375
2016-02-04,88.96488952636719
2016-02-05,85.70870971679688
2016-02-08,82.33129119873047
2016-02-09,80.81576538085938
2016-02-10,81.58651733398438
2016-02-11,80.9110336303711
2016-02-12,82.0108642578125
2016-02-16,83.92474365234375
2016-02-17,85.74337005615234
2016-02-18,85.31900024414062
2016-02-19,85.69137573242188
2016-02-22,86.90380859375
2016-02-23,86.29759216308594
2016-02-24,86.21099853515625
2016-02-25,87.3887939453125
2016-02-26,87.57062530517578
2016-02-29,86.82585906982422
2016-03-01,89.58842468261719
2016-03-02,88.90428161621094
2016-03-03,89.02552795410156
2016-03-04,89.35459899902344
2016-03-07,88.67912292480469
2016-03-08,88.86964416503906
2016-03-09,89.54511260986328
2016-03-10,89.70100402832031
2016-03-11,91.51962280273438
2016-03-14,92.07388305664062
2016-03-15,92.72335052490234
2016-03-16,93.1736831665039
2016-03-17,94.01370239257812
2016-03-18,93.32955932617188
2016-03-21,93.66732025146484
2016-03-22,93.38152313232422
2016-03-23,93.23430633544922
2016-03-24,98.9845962524414
2016-03-28,98.87202453613281
2016-03-29,99.81596374511719
2016-03-30,99.91121673583984
2016-03-31,99.93721771240234
2016-04-01,100.75990295410156
2016-04-04,100.02381896972656
2016-04-05,98.83735656738281
2016-04-06,99.30500793457031
2016-04-07,97.07937622070312
2016-04-08,97.71157836914062
2016-04-11,97.94538879394531
2016-04-12,99.06254577636719
2016-04-13,100.52281951904297
2016-04-14,100.33920288085938
2016-04-15,100.40040588378906
2016-04-18,101.07369995117188
2016-04-19,100.64522552490234
2016-04-20,101.02996826171875
2016-04-21,100.10309600830078
2016-04-22,99.63965606689453
2016-04-25,99.77079772949219
2016-04-26,100.21676635742188
2016-04-27,100.97750091552734
2016-04-28,99.97193908691406
2016-04-29,98.73899841308594
2016-05-02,100.03312683105469
2016-05-03,99.07128143310547
2016-05-04,99.28988647460938
2016-05-05,99.7533187866211
2016-05-06,101.0387191772461
2016-05-09,100.9687728881836
2016-05-10,102.25415802001953
2016-05-11,101.41473388671875
2016-05-12,101.74699401855469
2016-05-13,100.94253540039062
2016-05-16,102.43778228759766
2016-05-17,101.62458801269531
2016-05-18,101.88689422607422
2016-05-19,101.45842742919922
2016-05-20,101.8431625366211
2016-05-23,101.58958435058594
2016-05-24,104.1603775024414
2016-05-25,103.66197967529297
2016-05-26,103.53955078125
2016-05-27,104.00299072265625
2016-05-31,104.02922821044922
2016-06-01,104.06417083740234
2016-06-02,104.26530456542969
2016-06-03,103.96800231933594
2016-06-06,104.5801010131836
2016-06-07,104.62382507324219
2016-06-08,104.33528137207031
2016-06-09,104.44019317626953
2016-06-10,103.4171142578125
2016-06-13,102.37657165527344
2016-06-14,103.2597427368164
2016-06-15,102.7000961303711
2016-06-16,103.44336700439453
2016-06-17,102.80503845214844
2016-06-20,104.09918212890625
2016-06-21,104.43144989013672
2016-06-22,104.08167266845703
2016-06-23,103.97675323486328
2016-06-24,97.4535903930664
2016-06-27,95.56487274169922
2016-06-28,96.67536926269531
2016-06-29,97.72468566894531
2016-06-30,99.06253051757812
2016-07-01,99.26362609863281
2016-07-05,98.89639282226562
2016-07-06,99.26362609863281
2016-07-07,98.546630859375
2016-07-08,100.65397644042969
2016-07-11,100.96000671386719
2016-07-12,101.86941528320312
2016-07-13,102.15797424316406
2016-07-14,102.10548400878906
2016-07-15,100.636474609375
2016-07-18,99.80579376220703
2016-07-19,99.13247680664062
2016-07-20,100.95125579833984
2016-07-21,98.24934387207031
2016-07-22,98.68653106689453
2016-07-25,98.87015533447266
2016-07-26,99.91069793701172
2016-07-27,99.4297866821289
2016-07-28,98.00448608398438
2016-07-29,98.642822265625
2016-08-01,98.70402526855469
2016-08-02,98.66031646728516
2016-08-03,99.34233856201172
2016-08-04,99.4297866821289
2016-08-05,100.20802307128906
2016-08-08,99.40355682373047
2016-08-09,98.70402526855469
2016-08-10,99.00133514404297
2016-08-11,99.14997863769531
2016-08-12,98.83518981933594
2016-08-15,99.3335952758789
2016-08-16,98.79147338867188
2016-08-17,98.74774932861328
2016-08-18,98.24057006835938
2016-08-19,98.85269165039062
2016-08-22,99.4735107421875
2016-08-23,100.97750091552734
2016-08-24,100.1817855834961
2016-08-25,100.59275817871094
2016-08-26,100.73268127441406
2016-08-29,100.42662048339844
2016-08-30,100.86383056640625
2016-08-31,100.55780029296875
2016-09-01,100.61023712158203
2016-09-02,101.13490295410156
2016-09-06,100.87257385253906
2016-09-07,100.66270446777344
2016-09-08,98.19686889648438
2016-09-09,96.5267562866211
2016-09-12,98.59910583496094
2016-09-13,96.649169921875
2016-09-14,96.01083374023438
2016-09-15,96.81526184082031
2016-09-16,96.08077239990234
2016-09-19,96.62291717529297
2016-09-20,96.79779815673828
2016-09-21,97.6722183227539
2016-09-22,99.38607788085938
2016-09-23,98.88764190673828
2016-09-26,99.44727325439453
2016-09-27,101.5458755493164
2016-09-28,102.00055694580078
2016-09-29,106.36392211914062
2016-09-30,106.82733917236328
2016-10-03,105.68187713623047
2016-10-04,103.39088439941406
2016-10-05,103.3646469116211
2016-10-06,103.6357192993164
2016-10-07,101.43218994140625
2016-10-10,102.70884704589844
2016-10-11,102.2803726196289
2016-10-12,102.8487548828125
2016-10-13,103.27720642089844
2016-10-14,103.3996353149414
2016-10-17,102.17547607421875
2016-10-18,102.77006530761719
2016-10-19,103.21179962158203
2016-10-20,102.53152465820312
2016-10-21,102.12510681152344
2016-10-24,102.31063079833984
2016-10-25,101.84236145019531
2016-10-26,102.00138092041016
2016-10-27,102.01024627685547
2016-10-28,102.1957778930664
2016-10-31,102.69937133789062
2016-11-01,102.61103820800781
2016-11-02,104.79330444335938
2016-11-03,103.32667541503906
2016-11-04,103.57405853271484
2016-11-07,105.99486541748047
2016-11-08,105.85352325439453
2016-11-09,103.5563735961914
2016-11-10,106.31295013427734
2016-11-11,105.2968978881836
2016-11-14,103.59172821044922
2016-11-15,102.47850036621094
2016-11-16,103.653564453125
2016-11-17,104.58126068115234
2016-11-18,104.63426208496094
2016-11-21,105.7386703491211
2016-11-22,105.56195831298828
2016-11-23,105.86234283447266
2016-11-25,106.67516326904297
2016-11-28,106.69284057617188
2016-11-29,106.85188293457031
2016-11-30,105.51778411865234
2016-12-01,103.95396423339844
2016-12-02,103.6270751953125
2016-12-05,104.00697326660156
2016-12-06,104.61662292480469
2016-12-07,107.40849304199219
2016-12-08,107.55868530273438
2016-12-09,108.94578552246094
2016-12-12,109.21086120605469
2016-12-13,110.79235076904297
2016-12-14,109.2461929321289
2016-12-15,110.04135131835938
2016-12-16,108.6718978881836
2016-12-19,109.2461929321289
2016-12-20,109.64378356933594
2016-12-21,104.16600036621094
2016-12-22,104.06884002685547
2016-12-23,103.7949447631836
2016-12-27,103.85679626464844
2016-12-28,103.02627563476562
2016-12-29,103.37967681884766
2016-12-30,103.48571014404297
2017-01-03,102.89375305175781
2017-01-04,103.14114379882812
2017-01-05,101.59496307373047
2017-01-06,102.75237274169922
2017-01-09,101.60383605957031
2017-01-10,101.65682220458984
2017-01-11,102.59335327148438
2017-01-12,102.29296112060547
2017-01-13,103.32667541503906
2017-01-17,102.51383209228516
2017-01-18,102.44316101074219
2017-01-19,102.04557800292969
2017-01-20,101.66566467285156
2017-01-23,101.4448013305664
2017-01-24,102.91142272949219
2017-01-25,103.87444305419922
2017-01-26,102.42549133300781
2017-01-27,101.91307067871094
2017-01-30,101.27690887451172
2017-01-31,100.60546112060547
2017-02-01,100.02232360839844
2017-02-02,100.40225219726562
2017-02-03,101.15320587158203
2017-02-06,100.87932586669922
2017-02-07,102.41666412353516
2017-02-08,101.9837417602539
2017-02-09,103.35317993164062
2017-02-10,103.90094757080078
2017-02-13,104.77562713623047
2017-02-14,106.02137756347656
2017-02-15,105.95954132080078
2017-02-16,106.65753173828125
2017-02-17,107.10810089111328
2017-02-21,107.87676239013672
2017-02-22,107.97393798828125
2017-02-23,108.2125015258789
2017-02-24,109.05181121826172
2017-02-27,108.48635864257812
2017-02-28,108.23017883300781
2017-03-01,109.61727905273438
2017-03-02,109.86466217041016
2017-03-03,109.23735809326172
2017-03-06,108.88394165039062
2017-03-07,109.67913818359375
2017-03-08,109.96183776855469
2017-03-09,108.8309326171875
2017-03-10,109.49357604980469
2017-03-13,109.59076690673828
2017-03-14,109.47592163085938
2017-03-15,110.26224517822266
2017-03-16,109.64378356933594
2017-03-17,110.63331604003906
2017-03-20,109.9000015258789
2017-03-21,110.1208724975586
2017-03-22,111.74653625488281
2017-03-23,106.69284057617188
2017-03-24,105.12020874023438
2017-03-27,105.48245239257812
2017-03-28,107.21411895751953
2017-03-29,106.88721466064453
2017-03-30,106.48081970214844
2017-03-31,105.91535186767578
2017-04-03,103.936279296875
2017-04-04,104.28968811035156
2017-04-05,103.936279296875
2017-04-06,103.20299530029297
2017-04-07,103.75959014892578
2017-04-10,104.11299133300781
2017-04-11,103.62200164794922
2017-04-12,103.17568969726562
2017-04-13,102.532958984375
2017-04-17,103.3006820678711
2017-04-18,103.76483917236328
2017-04-19,104.39864349365234
2017-04-20,106.41610717773438
2017-04-21,106.43395233154297
2017-04-24,106.5500259399414
2017-04-25,105.951904296875
2017-04-26,106.21080017089844
2017-04-27,107.55872344970703
2017-04-28,108.28179168701172
2017-05-01,108.23716735839844
2017-05-02,107.72833251953125
2017-05-03,107.38912963867188
2017-05-04,107.85330963134766
2017-05-05,108.47818756103516
2017-05-08,108.11216735839844
2017-05-09,108.07647705078125
2017-05-10,108.19254302978516
2017-05-11,107.8354721069336
2017-05-12,107.978271484375
2017-05-15,109.1298599243164
2017-05-16,109.92433166503906
2017-05-17,107.51410675048828
2017-05-18,107.47840881347656
2017-05-19,107.99613952636719
2017-05-22,109.54048919677734
2017-05-23,109.04056549072266
2017-05-24,108.86204528808594
2017-05-25,109.88864135742188
2017-05-26,109.7011489868164
2017-05-30,110.48670196533203
2017-05-31,111.1115951538086
2017-06-01,111.84357452392578
2017-06-02,112.24530029296875
2017-06-05,112.99512481689453
2017-06-06,112.77198791503906
2017-06-07,112.96834564208984
2017-06-08,112.62914276123047
2017-06-09,112.31670379638672
2017-06-12,112.74522399902344
2017-06-13,113.43254852294922
2017-06-14,113.59324645996094
2017-06-15,113.39684295654297
2017-06-16,113.86995697021484
2017-06-19,114.05741882324219
2017-06-20,112.95051574707031
2017-06-21,113.46824645996094
2017-06-22,108.97809600830078
2017-06-23,109.56724548339844
2017-06-26,109.21017456054688
2017-06-27,109.0762710571289
2017-06-28,110.45992279052734
2017-06-29,109.79043579101562
2017-06-30,110.4063720703125
2017-07-03,110.62954711914062
2017-07-05,110.73665618896484
2017-07-06,109.74579620361328
2017-07-07,110.87948608398438
2017-07-10,110.7455825805664
2017-07-11,110.55813598632812
2017-07-12,112.0042724609375
2017-07-13,112.2363510131836
2017-07-14,113.10226440429688
2017-07-17,112.85231018066406
2017-07-18,113.70035552978516
2017-07-19,114.06634521484375
2017-07-20,114.74478149414062
2017-07-21,115.02152252197266
2017-07-24,114.27165222167969
2017-07-25,115.11079406738281
2017-07-26,115.61065673828125
2017-07-27,114.40556335449219
2017-07-28,114.61980438232422
2017-07-31,114.99474334716797
2017-08-01,115.9231185913086
2017-08-02,114.81620788574219
2017-08-03,116.0659408569336
2017-08-04,116.22663116455078
2017-08-07,115.76243591308594
2017-08-08,115.27145385742188
2017-08-09,115.70886993408203
2017-08-10,114.47698211669922
2017-08-11,114.44126892089844
2017-08-14,115.7713623046875
2017-08-15,115.49466705322266
2017-08-16,116.07488250732422
2017-08-17,113.89674377441406
2017-08-18,113.76283264160156
2017-08-21,114.41449737548828
2017-08-22,115.43213653564453
2017-08-23,114.5841064453125
2017-08-24,114.86083221435547
2017-08-25,115.50355529785156
2017-08-28,115.36965942382812
2017-08-29,115.74459838867188
2017-08-30,115.8606185913086
2017-08-31,116.72652435302734
2017-09-01,116.13735961914062
2017-09-05,115.84278106689453
2017-09-06,117.04788970947266
2017-09-07,119.83305358886719
2017-09-08,119.36886596679688
2017-09-11,121.60948944091797
2017-09-12,121.60054779052734
2017-09-13,120.31510925292969
2017-09-14,120.38652038574219
2017-09-15,120.82392883300781
