,SLB
2014-05-23,75.87489318847656
2014-05-27,76.45109558105469
2014-05-28,76.2341079711914
2014-05-29,77.72332763671875
2014-05-30,77.8580093383789
2014-06-02,78.06085968017578
2014-06-03,78.0157699584961
2014-06-04,77.9181137084961
2014-06-05,78.06085968017578
2014-06-06,79.6234130859375
2014-06-09,80.17180633544922
2014-06-10,80.02906799316406
2014-06-11,80.03659057617188
2014-06-12,79.87884521484375
2014-06-13,81.32122039794922
2014-06-16,80.41972351074219
2014-06-17,79.7060546875
2014-06-18,80.44225311279297
2014-06-19,80.83290100097656
2014-06-20,81.75689697265625
2014-06-23,81.80952453613281
2014-06-24,80.36713409423828
2014-06-25,85.5280990600586
2014-06-26,87.23342895507812
2014-06-27,88.49552154541016
2014-06-30,88.60818481445312
2014-07-01,88.53304290771484
2014-07-02,88.44291687011719
2014-07-03,88.27012634277344
2014-07-07,88.2175521850586
2014-07-08,87.70669555664062
2014-07-09,87.86445617675781
2014-07-10,86.6925277709961
2014-07-11,86.16665649414062
2014-07-14,87.09819793701172
2014-07-15,85.98635864257812
2014-07-16,87.0531234741211
2014-07-17,86.1216049194336
2014-07-18,84.40878295898438
2014-07-21,84.91963958740234
2014-07-22,85.19759368896484
2014-07-23,84.2209701538086
2014-07-24,84.96469116210938
2014-07-25,83.97305297851562
2014-07-28,84.05570983886719
2014-07-29,83.47726440429688
2014-07-30,82.83869934082031
2014-07-31,81.42637634277344
2014-08-01,81.0958251953125
2014-08-04,82.38796997070312
2014-08-05,80.44225311279297
2014-08-06,80.81034088134766
2014-08-07,80.38965606689453
2014-08-08,81.41886901855469
2014-08-11,82.0423812866211
2014-08-12,81.03573608398438
2014-08-13,80.84793090820312
2014-08-14,79.56333923339844
2014-08-15,80.02906799316406
2014-08-18,81.23855590820312
2014-08-19,82.20013427734375
2014-08-20,82.52317810058594
2014-08-21,82.21519470214844
2014-08-22,81.90717315673828
2014-08-25,82.8011474609375
2014-08-26,83.40210723876953
2014-08-27,83.41712951660156
2014-08-28,82.75605773925781
2014-08-29,82.66556549072266
2014-09-02,81.47428894042969
2014-09-03,81.5572280883789
2014-09-04,79.64968872070312
2014-09-05,80.494140625
2014-09-08,78.7826156616211
2014-09-09,78.39054870605469
2014-09-10,78.61675262451172
2014-09-11,78.7524642944336
2014-09-12,77.07108306884766
2014-09-15,77.6968994140625
2014-09-16,79.1369857788086
2014-09-17,77.8929443359375
2014-09-18,78.76754760742188
2014-09-19,77.81754302978516
2014-09-22,76.6941146850586
2014-09-23,76.97309112548828
2014-09-24,76.9580078125
2014-09-25,76.15878295898438
2014-09-26,78.00602722167969
2014-09-29,77.87030029296875
2014-09-30,76.67149353027344
2014-10-01,74.53018188476562
2014-10-02,73.72348022460938
2014-10-03,73.81394958496094
2014-10-06,74.31157684326172
2014-10-07,74.0627670288086
2014-10-08,74.22111511230469
2014-10-09,71.56710052490234
2014-10-10,70.1722640991211
2014-10-13,68.55876922607422
2014-10-14,67.07341766357422
2014-10-15,67.26192474365234
2014-10-16,68.34009552001953
2014-10-17,70.85083770751953
2014-10-20,71.32581329345703
2014-10-21,73.70084381103516
2014-10-22,72.37387084960938
2014-10-23,74.08537292480469
2014-10-24,73.31634521484375
2014-10-27,70.51153564453125
2014-10-28,72.76592254638672
2014-10-29,73.44451904296875
2014-10-30,73.60283660888672
2014-10-31,74.38697814941406
2014-11-03,72.77345275878906
2014-11-04,70.99409484863281
2014-11-05,72.86393737792969
2014-11-06,73.12027740478516
2014-11-07,74.43972778320312
2014-11-10,74.10799407958984
2014-11-11,74.16077423095703
2014-11-12,73.45956420898438
2014-11-13,71.51432037353516
2014-11-14,71.8686752319336
2014-11-17,72.10243225097656
2014-11-18,71.83853149414062
2014-11-19,71.6274185180664
2014-11-20,72.48694610595703
2014-11-21,73.79133605957031
2014-11-24,74.2286148071289
2014-11-25,71.7782211303711
2014-11-26,69.9762191772461
2014-11-28,64.80398559570312
2014-12-01,64.26612854003906
2014-12-02,64.55399322509766
2014-12-03,65.72053527832031
2014-12-04,66.22806549072266
2014-12-05,66.0235366821289
2014-12-08,63.78892517089844
2014-12-09,64.74336242675781
2014-12-10,63.00112533569336
2014-12-11,62.87991714477539
2014-12-12,60.59986877441406
2014-12-15,60.52410125732422
2014-12-16,60.743778228759766
2014-12-17,62.78142547607422
2014-12-18,63.804073333740234
2014-12-19,66.29622650146484
2014-12-22,65.71297454833984
2014-12-23,66.14472198486328
2014-12-24,65.94779205322266
2014-12-26,66.00080871582031
2014-12-29,66.16746520996094
2014-12-30,65.47813415527344
2014-12-31,64.69791412353516
2015-01-02,64.89486694335938
2015-01-05,63.137454986572266
2015-01-06,61.90273666381836
2015-01-07,61.895172119140625
2015-01-08,62.645103454589844
2015-01-09,61.524009704589844
2015-01-12,59.122718811035156
2015-01-13,58.918212890625
2015-01-14,59.380271911621094
2015-01-15,58.047088623046875
2015-01-16,61.607322692871094
2015-01-20,60.963443756103516
2015-01-21,62.2739143371582
2015-01-22,62.22089385986328
2015-01-23,62.11484909057617
2015-01-26,63.387451171875
2015-01-27,64.04647827148438
2015-01-28,61.167972564697266
2015-01-29,62.03909683227539
2015-01-30,62.41027069091797
2015-02-02,64.11465454101562
2015-02-03,65.96294403076172
2015-02-04,64.04647827148438
2015-02-05,65.08422088623047
2015-02-06,65.26602935791016
2015-02-09,65.387939453125
2015-02-10,64.93080139160156
2015-02-11,64.55746459960938
2015-02-12,65.49462890625
2015-02-13,67.33844757080078
2015-02-17,67.72706604003906
2015-02-18,66.850830078125
2015-02-19,66.27177429199219
2015-02-20,65.43364715576172
2015-02-23,65.17460632324219
2015-02-24,64.99937438964844
2015-02-25,64.92317199707031
2015-02-26,63.91743087768555
2015-02-27,64.12315368652344
2015-03-02,64.47364807128906
2015-03-03,64.69458770751953
2015-03-04,64.86986541748047
2015-03-05,64.62602996826172
2015-03-06,63.323143005371094
2015-03-09,62.75171661376953
2015-03-10,61.95168685913086
2015-03-11,61.92121505737305
2015-03-12,61.66978073120117
2015-03-13,61.273582458496094
2015-03-16,61.91358947753906
2015-03-17,61.311676025390625
2015-03-18,62.5154914855957
2015-03-19,61.723121643066406
2015-03-20,62.75931930541992
2015-03-23,62.47742462158203
2015-03-24,62.36311340332031
2015-03-25,63.46027755737305
2015-03-26,63.361244201660156
2015-03-27,63.475528717041016
2015-03-30,64.36698913574219
2015-03-31,63.57456970214844
2015-04-01,64.214599609375
2015-04-02,64.29839324951172
2015-04-06,65.45652770996094
2015-04-07,65.73079681396484
2015-04-08,65.61650848388672
2015-04-09,67.39179992675781
2015-04-10,67.8946762084961
2015-04-13,67.06415557861328
2015-04-14,67.65847778320312
2015-04-15,70.09661102294922
2015-04-16,70.0127944946289
2015-04-17,70.75186920166016
2015-04-20,70.45472717285156
2015-04-21,69.55565643310547
2015-04-22,70.2185287475586
2015-04-23,70.89662170410156
2015-04-24,69.79946899414062
2015-04-27,70.34808349609375
2015-04-28,70.5994644165039
2015-04-29,71.83380126953125
2015-04-30,72.0852279663086
2015-05-01,70.85852813720703
2015-05-04,70.84327697753906
2015-05-05,70.12708282470703
2015-05-06,70.30233001708984
2015-05-07,68.74803161621094
2015-05-08,70.42424011230469
2015-05-11,69.92137908935547
2015-05-12,70.45472717285156
2015-05-13,70.48519134521484
2015-05-14,70.22614288330078
2015-05-15,70.20329284667969
2015-05-18,70.66805267333984
2015-05-19,68.99945831298828
2015-05-20,69.14421844482422
2015-05-21,70.11946105957031
2015-05-22,70.1118392944336
2015-05-26,69.13658142089844
2015-05-27,69.33468627929688
2015-05-28,69.06803894042969
2015-05-29,69.15946197509766
2015-06-01,69.4505844116211
2015-06-02,70.10182189941406
2015-06-03,69.99456024169922
2015-06-04,69.00623321533203
2015-06-05,69.08283996582031
2015-06-08,68.46992492675781
2015-06-09,68.84532928466797
2015-06-10,70.20142364501953
2015-06-11,69.46589660644531
2015-06-12,69.06749725341797
2015-06-15,68.5158920288086
2015-06-16,68.71508026123047
2015-06-17,68.69976043701172
2015-06-18,67.9029769897461
2015-06-19,66.36306762695312
2015-06-22,66.63118743896484
2015-06-23,67.42029571533203
2015-06-24,67.04490661621094
2015-06-25,66.40135192871094
2015-06-26,66.40135192871094
2015-06-29,65.62755584716797
2015-06-30,66.03361511230469
2015-07-01,64.58558654785156
2015-07-02,64.3634033203125
2015-07-06,63.96501922607422
2015-07-07,64.50899505615234
2015-07-08,63.52830123901367
2015-07-09,64.01100158691406
2015-07-10,64.32513427734375
2015-07-13,64.57793426513672
2015-07-14,65.34407043457031
2015-07-15,64.07229614257812
2015-07-16,64.27146911621094
2015-07-17,64.13355255126953
2015-07-20,63.98799514770508
2015-07-21,64.58558654785156
2015-07-22,65.32107543945312
2015-07-23,65.90335845947266
2015-07-24,63.51300811767578
2015-07-27,62.63957214355469
2015-07-28,63.20655822753906
2015-07-29,64.27146911621094
2015-07-30,63.98799514770508
2015-07-31,63.45170593261719
2015-08-03,62.88477325439453
2015-08-04,63.03031921386719
2015-08-05,63.20655822753906
2015-08-06,64.04164123535156
2015-08-07,63.01499938964844
2015-08-10,64.69285583496094
2015-08-11,64.6315689086914
2015-08-12,64.99164581298828
2015-08-13,64.4246826171875
2015-08-14,64.24848937988281
2015-08-17,63.972679138183594
2015-08-18,63.70452880859375
2015-08-19,61.80450439453125
2015-08-20,60.86214065551758
2015-08-21,59.37584686279297
2015-08-24,56.594749450683594
2015-08-25,55.560447692871094
2015-08-26,53.69874954223633
2015-08-27,56.57943344116211
2015-08-28,58.27260208129883
2015-08-31,59.66848373413086
2015-09-01,58.16463088989258
2015-09-02,58.15690994262695
2015-09-03,58.812469482421875
2015-09-04,57.840736389160156
2015-09-08,58.25718307495117
2015-09-09,57.37800979614258
2015-09-10,57.12349319458008
2015-09-11,56.8381462097168
2015-09-14,56.17490768432617
2015-09-15,56.75332260131836
2015-09-16,58.735328674316406
2015-09-17,58.07210922241211
2015-09-18,55.94355010986328
2015-09-21,56.19805145263672
2015-09-22,55.966678619384766
2015-09-23,55.48081970214844
2015-09-24,56.059234619140625
2015-09-25,56.22118377685547
2015-09-28,53.49882507324219
2015-09-29,53.29058837890625
2015-09-30,53.19034194946289
2015-10-01,52.17234420776367
2015-10-02,54.23143768310547
2015-10-05,55.59651565551758
2015-10-06,57.02324295043945
2015-10-07,58.11064910888672
2015-10-08,59.10551071166992
2015-10-09,58.889564514160156
2015-10-12,57.79444122314453
2015-10-13,57.56308364868164
2015-10-14,57.84844207763672
2015-10-15,58.735328674316406
2015-10-16,57.462825775146484
2015-10-19,57.17747497558594
2015-10-20,58.264892578125
2015-10-21,58.326602935791016
2015-10-22,60.3548698425293
2015-10-23,60.42426681518555
2015-10-26,59.49880599975586
2015-10-27,59.34457778930664
2015-10-28,61.02583312988281
2015-10-29,60.686500549316406
2015-10-30,60.277740478515625
2015-11-02,61.257171630859375
2015-11-03,62.86898422241211
2015-11-04,61.935855865478516
2015-11-05,60.77132797241211
2015-11-06,60.97182846069336
2015-11-09,60.084957122802734
2015-11-10,60.74817657470703
2015-11-11,59.86901092529297
2015-11-12,59.07468032836914
2015-11-13,58.71990203857422
2015-11-16,60.408843994140625
2015-11-17,59.18263626098633
2015-11-18,60.578521728515625
2015-11-19,60.092681884765625
2015-11-20,59.49880599975586
2015-11-23,59.55280303955078
2015-11-24,60.29317092895508
2015-11-25,59.7918815612793
2015-11-27,59.63766098022461
2015-11-30,59.886016845703125
2015-12-01,60.67776870727539
2015-12-02,58.84590530395508
2015-12-03,58.06964874267578
2015-12-04,57.99204635620117
2015-12-07,56.50945281982422
2015-12-08,55.5003547668457
2015-12-09,55.981597900390625
2015-12-10,55.484825134277344
2015-12-11,54.19625473022461
2015-12-14,54.35150909423828
2015-12-15,55.764259338378906
2015-12-16,55.28300857543945
2015-12-17,53.715023040771484
2015-12-18,52.27122497558594
2015-12-21,52.74472427368164
2015-12-22,53.94012451171875
2015-12-23,55.119991302490234
2015-12-24,54.747406005859375
2015-12-28,54.66201400756836
2015-12-29,54.73188018798828
2015-12-30,54.05655288696289
2015-12-31,54.14194107055664
2016-01-04,53.699493408203125
2016-01-05,53.9478874206543
2016-01-06,52.550682067871094
2016-01-07,51.378570556640625
2016-01-08,50.51694869995117
2016-01-11,50.32291030883789
2016-01-12,50.2530403137207
2016-01-13,49.63983154296875
2016-01-14,50.206459045410156
2016-01-15,48.910160064697266
2016-01-19,48.7626838684082
2016-01-20,47.39651107788086
2016-01-21,47.699249267578125
2016-01-22,50.610103607177734
2016-01-25,49.13526153564453
2016-01-26,50.711021423339844
2016-01-27,50.88178253173828
2016-01-28,53.95564651489258
2016-01-29,56.09804153442383
2016-02-01,55.46929931640625
2016-02-02,53.43556213378906
2016-02-03,54.98027420043945
2016-02-04,54.755157470703125
2016-02-05,53.412269592285156
2016-02-08,54.16523361206055
2016-02-09,52.62831115722656
2016-02-10,52.57396697998047
2016-02-11,53.42781448364258
2016-02-12,54.97599792480469
2016-02-16,56.10193634033203
2016-02-17,57.024593353271484
2016-02-18,56.8291130065918
2016-02-19,56.97768783569336
2016-02-22,58.15055465698242
2016-02-23,56.3599739074707
2016-02-24,56.46162414550781
2016-02-25,56.57108688354492
2016-02-26,56.66492462158203
2016-02-29,56.078468322753906
2016-03-01,57.86904525756836
2016-03-02,58.18182373046875
2016-03-03,58.52585220336914
2016-03-04,58.51022720336914
2016-03-07,59.55016326904297
2016-03-08,56.84474563598633
2016-03-09,56.88383483886719
2016-03-10,57.22004699707031
2016-03-11,58.64315414428711
2016-03-14,57.42335510253906
2016-03-15,57.25916290283203
2016-03-16,57.352996826171875
2016-03-17,58.2834587097168
2016-03-18,57.48590850830078
2016-03-21,58.55713653564453
2016-03-22,57.55628204345703
2016-03-23,57.04805374145508
2016-03-24,56.750919342041016
2016-03-28,56.92293930053711
2016-03-29,57.079345703125
2016-03-30,58.18182373046875
2016-03-31,57.66574478149414
2016-04-01,56.391239166259766
2016-04-04,56.79781723022461
2016-04-05,56.81346893310547
2016-04-06,57.204437255859375
2016-04-07,56.305240631103516
2016-04-08,57.74393844604492
2016-04-11,57.767391204833984
2016-04-12,59.34687423706055
2016-04-13,60.496280670166016
2016-04-14,60.33207702636719
2016-04-15,59.628353118896484
2016-04-18,60.558807373046875
2016-04-19,62.27118682861328
2016-04-20,63.41278076171875
2016-04-21,62.76378631591797
2016-04-22,62.49794387817383
2016-04-25,61.59096145629883
2016-04-26,61.92716979980469
2016-04-27,63.0218391418457
2016-04-28,62.38064956665039
2016-04-29,62.81852340698242
2016-05-02,62.08354568481445
2016-05-03,60.38681411743164
2016-05-04,59.21393966674805
2016-05-05,58.95591735839844
2016-05-06,58.7369499206543
2016-05-09,56.89946746826172
2016-05-10,58.06452178955078
2016-05-11,57.712669372558594
2016-05-12,57.93159484863281
2016-05-13,56.63363265991211
2016-05-16,57.861228942871094
2016-05-17,58.549312591552734
2016-05-18,57.212257385253906
2016-05-19,58.01760482788086
2016-05-20,58.61186981201172
2016-05-23,58.650962829589844
2016-05-24,59.127925872802734
2016-05-25,60.91851043701172
2016-05-26,60.8950309753418
2016-05-27,60.72978210449219
2016-05-31,60.04511642456055
2016-06-01,59.698856353759766
2016-06-02,59.376197814941406
2016-06-03,59.51784133911133
2016-06-06,62.24074172973633
2016-06-07,63.03556823730469
2016-06-08,63.59430694580078
2016-06-09,62.925411224365234
2016-06-10,61.800045013427734
2016-06-13,61.099647521972656
2016-06-14,60.95798110961914
2016-06-15,60.47795867919922
2016-06-16,60.07661056518555
2016-06-17,60.9894905090332
2016-06-20,61.06028366088867
2016-06-21,61.79218292236328
2016-06-22,61.595420837402344
2016-06-23,62.63421630859375
2016-06-24,60.32843017578125
2016-06-27,59.07715606689453
2016-06-28,60.304813385009766
2016-06-29,61.24917221069336
2016-06-30,62.23287582397461
2016-07-01,62.57913589477539
2016-07-05,61.09176254272461
2016-07-06,61.43016815185547
2016-07-07,61.14686584472656
2016-07-08,61.96531677246094
2016-07-11,61.398685455322266
2016-07-12,62.68143844604492
2016-07-13,62.075469970703125
2016-07-14,62.24863052368164
2016-07-15,62.445350646972656
2016-07-18,62.7208137512207
2016-07-19,62.80733871459961
2016-07-20,63.4290657043457
2016-07-21,62.97258758544922
2016-07-22,64.22386169433594
2016-07-25,63.515628814697266
2016-07-26,63.4290657043457
2016-07-27,62.86243438720703
2016-07-28,62.20927429199219
2016-07-29,63.36608123779297
2016-08-01,61.74494934082031
2016-08-02,62.08335494995117
2016-08-03,62.65781784057617
2016-08-04,63.263790130615234
2016-08-05,63.90122985839844
2016-08-08,64.92428588867188
2016-08-09,64.39701843261719
2016-08-10,63.62582778930664
2016-08-11,64.1373291015625
2016-08-12,63.90122985839844
2016-08-15,64.56229400634766
2016-08-16,64.46783447265625
2016-08-17,64.69603729248047
2016-08-18,65.99453735351562
2016-08-19,65.56172180175781
2016-08-22,64.57015991210938
2016-08-23,64.33406066894531
2016-08-24,64.0035400390625
2016-08-25,64.01140594482422
2016-08-26,63.665157318115234
2016-08-29,63.85402297973633
2016-08-30,63.46053695678711
2016-08-31,62.169921875
2016-09-01,62.138427734375
2016-09-02,62.209716796875
2016-09-06,62.391868591308594
2016-09-07,62.25722885131836
2016-09-08,62.867042541503906
2016-09-09,61.42564010620117
2016-09-12,62.407711029052734
2016-09-13,61.04551315307617
2016-09-14,60.483192443847656
2016-09-15,60.82377624511719
2016-09-16,60.451534271240234
2016-09-19,60.15850067138672
2016-09-20,59.69124221801758
2016-09-21,60.63369369506836
2016-09-22,60.99009323120117
2016-09-23,60.126808166503906
2016-09-26,59.85755920410156
2016-09-27,59.6595573425293
2016-09-28,61.78205490112305
2016-09-29,61.27516555786133
2016-09-30,62.28101348876953
2016-10-03,62.48689270019531
2016-10-04,62.20180892944336
2016-10-05,63.47686767578125
2016-10-06,64.4826889038086
2016-10-07,64.39557647705078
2016-10-10,65.20338439941406
2016-10-11,64.69650268554688
2016-10-12,64.49852752685547
2016-10-13,64.56980895996094
2016-10-14,64.40349578857422
2016-10-17,64.13421630859375
2016-10-18,64.45893859863281
2016-10-19,66.08248901367188
2016-10-20,65.72608184814453
2016-10-21,63.730308532714844
2016-10-24,63.60360336303711
2016-10-25,63.532310485839844
2016-10-26,63.37390899658203
2016-10-27,63.041282653808594
2016-10-28,62.7244873046875
2016-10-31,61.956295013427734
2016-11-01,62.328495025634766
2016-11-02,61.584049224853516
2016-11-03,62.138427734375
2016-11-04,61.64739990234375
2016-11-07,63.16008758544922
2016-11-08,63.231361389160156
2016-11-09,63.31056213378906
2016-11-10,63.26304244995117
2016-11-11,62.29682922363281
2016-11-14,62.33641052246094
2016-11-15,64.27677917480469
2016-11-16,64.18173217773438
2016-11-17,63.43727493286133
2016-11-18,63.358070373535156
2016-11-21,64.71237182617188
2016-11-22,64.5460433959961
2016-11-23,64.46683502197266
2016-11-25,64.3797378540039
2016-11-28,64.19755554199219
2016-11-29,63.29471969604492
2016-11-30,66.5655746459961
2016-12-01,67.00908660888672
2016-12-02,67.32587432861328
2016-12-05,67.26215362548828
2016-12-06,66.8877182006836
2016-12-07,67.19841003417969
2016-12-08,67.29400634765625
2016-12-09,67.54098510742188
2016-12-12,67.7242202758789
2016-12-13,68.61647033691406
2016-12-14,67.84368896484375
2016-12-15,67.93930053710938
2016-12-16,68.11457061767578
2016-12-19,67.81185150146484
2016-12-20,67.93930053710938
2016-12-21,68.64036560058594
2016-12-22,68.81564331054688
2016-12-23,68.12254333496094
2016-12-27,68.06676483154297
2016-12-28,67.4214859008789
2016-12-29,67.07891845703125
2016-12-30,66.87974548339844
2017-01-03,67.5569076538086
2017-01-04,68.05879974365234
2017-01-05,67.95525360107422
2017-01-06,68.89530181884766
2017-01-09,68.32966613769531
2017-01-10,67.3975830078125
2017-01-11,68.2420425415039
2017-01-12,67.9791488647461
2017-01-13,67.5728530883789
2017-01-17,68.85547637939453
2017-01-18,69.6919937133789
2017-01-19,69.4688949584961
2017-01-20,68.90328216552734
2017-01-23,67.1346664428711
2017-01-24,67.38166809082031
2017-01-25,68.12254333496094
2017-01-26,67.62064361572266
2017-01-27,67.31791687011719
2017-01-30,66.60889434814453
2017-01-31,66.68855285644531
2017-02-01,66.25835418701172
2017-02-02,65.67679595947266
2017-02-03,65.724609375
2017-02-06,65.07929229736328
2017-02-07,64.58538055419922
2017-02-08,64.62519073486328
2017-02-09,64.69689178466797
2017-02-10,65.4537353515625
2017-02-13,65.58197784423828
2017-02-14,66.09495544433594
2017-02-15,65.52586364746094
2017-02-16,65.02891540527344
2017-02-17,64.64417266845703
2017-02-21,64.66822052001953
2017-02-22,63.882713317871094
2017-02-23,64.49990844726562
2017-02-24,64.24340057373047
2017-02-27,64.97281646728516
2017-02-28,64.41172790527344
2017-03-01,65.94264221191406
2017-03-02,64.88463592529297
2017-03-03,64.68424987792969
2017-03-06,64.70026397705078
2017-03-07,64.08307647705078
2017-03-08,62.600242614746094
2017-03-09,63.081153869628906
2017-03-10,63.073158264160156
2017-03-13,62.99299621582031
2017-03-14,62.82469177246094
2017-03-15,64.32356262207031
2017-03-16,63.84264373779297
2017-03-17,63.762489318847656
2017-03-20,63.25749588012695
2017-03-21,63.073158264160156
2017-03-22,62.82469177246094
2017-03-23,62.255584716796875
2017-03-24,61.686519622802734
2017-03-27,61.73458480834961
2017-03-28,62.76856994628906
2017-03-29,63.057125091552734
2017-03-30,62.39183807373047
2017-03-31,62.600242614746094
2017-04-03,62.27963638305664
2017-04-04,62.68842315673828
2017-04-05,62.76057815551758
2017-04-06,63.017032623291016
2017-04-07,62.78461456298828
2017-04-10,63.08919143676758
2017-04-11,63.84264373779297
2017-04-12,63.77851486206055
2017-04-13,62.640323638916016
2017-04-17,62.71245574951172
2017-04-18,62.463985443115234
2017-04-19,61.30174255371094
2017-04-20,61.32579803466797
2017-04-21,59.987213134765625
2017-04-24,59.39409255981445
2017-04-25,59.38605499267578
2017-04-26,59.402103424072266
2017-04-27,58.38414001464844
2017-04-28,58.183753967285156
2017-05-01,57.951324462890625
2017-05-02,57.27000045776367
2017-05-03,57.33413314819336
2017-05-04,56.86122512817383
2017-05-05,57.686798095703125
2017-05-08,57.8871955871582
2017-05-09,57.93527603149414
2017-05-10,58.24788284301758
2017-05-11,57.534507751464844
2017-05-12,56.92533874511719
2017-05-15,57.71084976196289
2017-05-16,57.205894470214844
2017-05-17,56.901302337646484
2017-05-18,57.25398254394531
2017-05-19,57.510459899902344
2017-05-22,57.62268829345703
2017-05-23,57.782997131347656
2017-05-24,57.19789123535156
2017-05-25,55.61882400512695
2017-05-26,56.1799201965332
2017-05-30,55.49369430541992
2017-05-31,56.1799201965332
2017-06-01,56.33329772949219
2017-06-02,55.67130661010742
2017-06-05,55.921573638916016
2017-06-06,56.486698150634766
2017-06-07,55.43718719482422
2017-06-08,55.14656448364258
2017-06-09,56.2525749206543
2017-06-12,55.95387649536133
2017-06-13,55.986141204833984
2017-06-14,55.0416145324707
2017-06-15,54.35541915893555
2017-06-16,55.36453628540039
2017-06-19,54.97702407836914
2017-06-20,53.88719177246094
2017-06-21,52.85383987426758
2017-06-22,52.77311706542969
2017-06-23,53.22519302368164
2017-06-26,53.19290542602539
2017-06-27,52.76504135131836
2017-06-28,52.676231384277344
2017-06-29,52.78116989135742
2017-06-30,53.15253829956055
2017-07-03,54.06479263305664
2017-07-05,53.071800231933594
2017-07-06,52.5793571472168
2017-07-07,52.538997650146484
2017-07-10,52.7569694519043
2017-07-11,53.11219024658203
2017-07-12,52.94264221191406
2017-07-13,53.67728042602539
2017-07-14,53.967918395996094
2017-07-17,53.95176315307617
2017-07-18,53.427024841308594
2017-07-19,54.44422149658203
2017-07-20,54.10514831542969
2017-07-21,53.70958709716797
2017-07-24,53.62078094482422
2017-07-25,54.09708023071289
2017-07-26,54.08094024658203
2017-07-27,54.71870422363281
2017-07-28,55.26766586303711
2017-07-31,55.38069152832031
2017-08-01,55.711673736572266
2017-08-02,55.80854415893555
2017-08-03,55.07391357421875
2017-08-04,54.52494812011719
2017-08-07,53.72572708129883
2017-08-08,52.86997604370117
2017-08-09,52.86997604370117
2017-08-10,51.99003219604492
2017-08-11,51.52988052368164
2017-08-14,51.62674331665039
2017-08-15,51.21501159667969
2017-08-16,51.432987213134766
2017-08-17,50.884029388427734
2017-08-18,51.11814880371094
2017-08-21,50.85981369018555
2017-08-22,51.142372131347656
2017-08-23,51.01320266723633
2017-08-24,50.762935638427734
2017-08-25,51.57024002075195
2017-08-28,51.22309875488281
2017-08-29,51.263458251953125
2017-08-30,51.17466354370117
2017-08-31,51.27153396606445
2017-09-01,51.54819107055664
2017-09-05,52.9721794128418
2017-09-06,53.47667694091797
2017-09-07,53.59873962402344
2017-09-08,52.776878356933594
2017-09-11,53.51736068725586
2017-09-12,54.054405212402344
2017-09-13,54.453125
2017-09-14,55.087799072265625
2017-09-15,54.7135009765625
