,BMY
2021-02-08,52.45689010620117
2021-02-09,52.04753494262695
2021-02-10,52.256561279296875
2021-02-11,52.24785232543945
2021-02-12,52.24785232543945
2021-02-16,51.73400115966797
2021-02-17,52.77042007446289
2021-02-18,53.14492416381836
2021-02-19,52.77913284301758
2021-02-22,53.118797302246094
2021-02-23,52.88364028930664
2021-02-24,54.51231002807617
2021-02-25,54.085540771484375
2021-02-26,53.414920806884766
2021-03-01,53.67620086669922
2021-03-02,53.36266326904297
2021-03-03,52.90977096557617
2021-03-04,51.681739807128906
2021-03-05,52.631072998046875
2021-03-08,52.64848709106445
2021-03-09,52.752994537353516
2021-03-10,53.06653594970703
2021-03-11,52.5613899230957
2021-03-12,52.813961029052734
2021-03-15,53.467166900634766
2021-03-16,53.91135787963867
2021-03-17,54.155216217041016
2021-03-18,54.28586196899414
2021-03-19,54.60810852050781
2021-03-22,55.20034408569336
2021-03-23,54.5384407043457
2021-03-24,54.25973129272461
2021-03-25,54.686492919921875
2021-03-26,55.688079833984375
2021-03-29,55.80129623413086
