,AVGO
2014-07-09,5.631844997406006
2014-07-10,5.549906253814697
2014-07-11,5.553699493408203
2014-07-14,5.617431640625
2014-07-15,5.57039213180542
2014-07-16,5.58784294128418
2014-07-17,5.455069065093994
2014-07-18,5.6902666091918945
2014-07-21,5.722132682800293
2014-07-22,5.719857692718506
2014-07-23,5.586324214935303
2014-07-24,5.501349449157715
2014-07-25,5.304845809936523
2014-07-28,5.349610328674316
2014-07-29,5.301809310913086
2014-07-30,5.349610328674316
2014-07-31,5.263876438140869
2014-08-01,5.344298362731934
2014-08-04,5.412582874298096
2014-08-05,5.320019245147705
2014-08-06,5.332917213439941
2014-08-07,5.282842636108398
2014-08-08,5.343539714813232
2014-08-11,5.373128414154053
2014-08-12,5.398165702819824
2014-08-13,5.460379600524902
2014-08-14,5.602255821228027
2014-08-15,5.6743340492248535
2014-08-18,5.7183380126953125
2014-08-19,5.737306118011475
2014-08-20,5.794968128204346
2014-08-21,5.786620140075684
2014-08-22,5.782069206237793
2014-08-25,5.748686790466309
2014-08-26,5.763102054595947
2014-08-27,5.778275966644287
2014-08-28,5.7934489250183105
2014-08-29,6.228186130523682
2014-09-02,6.45048713684082
2014-09-03,6.47855806350708
2014-09-04,6.531667709350586
2014-09-05,6.667474746704102
2014-09-08,6.690995693206787
2014-09-09,6.707684516906738
2014-09-10,6.752449035644531
2014-09-11,6.757761001586914
2014-09-12,6.665200233459473
2014-09-15,6.578708648681641
2014-09-16,6.670509338378906
2014-09-17,6.6811699867248535
2014-09-18,6.816712856292725
2014-09-19,6.784729957580566
2014-09-22,6.638528347015381
2014-09-23,6.667464256286621
2014-09-24,6.77863883972168
2014-09-25,6.583702087402344
2014-09-26,6.662893772125244
2014-09-29,6.6331963539123535
2014-09-30,6.624821662902832
2014-10-01,6.513647079467773
2014-10-02,6.336222171783447
2014-10-03,6.356020450592041
2014-10-06,6.31109619140625
2014-10-07,6.17022180557251
2014-10-08,6.343076229095459
2014-10-09,6.137478351593018
2014-10-10,5.433876037597656
2014-10-13,5.25721549987793
2014-10-14,5.484135150909424
2014-10-15,5.524492263793945
2014-10-16,5.756741046905518
2014-10-17,5.874769687652588
2014-10-20,5.938735008239746
2014-10-21,6.2730207443237305
2014-10-22,6.157277584075928
2014-10-23,6.196871757507324
2014-10-24,6.232664108276367
2014-10-27,6.21134090423584
2014-10-28,6.411609172821045
2014-10-29,6.463390350341797
2014-10-30,6.273782730102539
2014-10-31,6.56771183013916
2014-11-03,6.574564456939697
2014-11-04,6.499938011169434
2014-11-05,6.602739334106445
2014-11-06,6.672794342041016
2014-11-07,6.47557258605957
2014-11-10,6.541818141937256
2014-11-11,6.560860633850098
2014-11-12,6.628629684448242
2014-11-13,6.659085750579834
2014-11-14,6.77863883972168
2014-11-17,6.740565776824951
2014-11-18,6.960632801055908
2014-11-19,6.7961530685424805
2014-11-20,6.847934246063232
2014-11-21,6.8692545890808105
2014-11-24,6.940070629119873
2014-11-25,6.94083309173584
2014-11-26,7.14109992980957
2014-11-28,7.1121625900268555
2014-12-01,6.92560338973999
2014-12-02,7.020787239074707
2014-12-03,7.243901252746582
2014-12-04,7.848511219024658
2014-12-05,7.9185638427734375
2014-12-08,7.668801784515381
2014-12-09,7.815769672393799
2014-12-10,7.557626724243164
2014-12-11,7.656618595123291
2014-12-12,7.553818702697754
2014-12-15,7.478433132171631
2014-12-16,7.411422252655029
2014-12-17,7.565032958984375
2014-12-18,7.768313407897949
2014-12-19,7.653683662414551
2014-12-22,7.74997615814209
2014-12-23,7.701827526092529
2014-12-24,7.697240352630615
2014-12-26,7.689600944519043
2014-12-29,7.740802764892578
2014-12-30,7.707176208496094
2014-12-31,7.687307357788086
2015-01-02,7.649096488952637
2015-01-05,7.526820182800293
2015-01-06,7.355636119842529
2015-01-07,7.554333686828613
2015-01-08,7.931858062744141
2015-01-09,8.016687393188477
2015-01-12,7.883713722229004
2015-01-13,7.839386940002441
2015-01-14,7.901289463043213
2015-01-15,7.743094444274902
2015-01-16,7.9341535568237305
2015-01-20,8.014397621154785
2015-01-21,8.053372383117676
2015-01-22,8.039612770080566
2015-01-23,8.175643920898438
2015-01-26,8.156538963317871
2015-01-27,8.008281707763672
2015-01-28,8.024328231811523
2015-01-29,8.141255378723145
2015-01-30,7.862312316894531
2015-02-02,7.8271613121032715
2015-02-03,7.8867692947387695
2015-02-04,8.009042739868164
2015-02-05,8.11603832244873
2015-02-06,8.004460334777832
2015-02-09,7.813403606414795
2015-02-10,8.180228233337402
2015-02-11,8.249011993408203
2015-02-12,8.383515357971191
2015-02-13,8.417902946472168
2015-02-17,8.47292709350586
2015-02-18,8.406439781188965
2015-02-19,8.47522258758545
2015-02-20,8.563870429992676
2015-02-23,8.624241828918457
2015-02-24,8.649462699890137
2015-02-25,8.611251831054688
2015-02-26,9.87756633758545
2015-02-27,9.752999305725098
2015-03-02,9.859991073608398
2015-03-03,9.798851013183594
2015-03-04,9.889031410217285
2015-03-05,9.978446006774902
2015-03-06,9.77363395690918
2015-03-09,9.714788436889648
2015-03-10,9.561944007873535
2015-03-11,9.526788711547852
2015-03-12,9.638364791870117
2015-03-13,9.552775382995605
2015-03-16,9.924949645996094
2015-03-17,9.86610221862793
2015-03-18,9.997936248779297
2015-03-19,10.120573997497559
2015-03-20,10.216383934020996
2015-03-23,10.30453109741211
2015-03-24,10.203351974487305
2015-03-25,9.537283897399902
2015-03-26,9.558745384216309
2015-03-27,9.827013969421387
2015-03-30,10.006370544433594
2015-03-31,9.73273754119873
2015-04-01,9.62926197052002
2015-04-02,9.582508087158203
2015-04-06,9.6445951461792
2015-04-07,9.630794525146484
2015-04-08,9.718174934387207
2015-04-09,9.751134872436523
2015-04-10,9.72047233581543
2015-04-13,9.607797622680664
2015-04-14,9.502792358398438
2015-04-15,9.649956703186035
2015-04-16,9.606270790100098
2015-04-17,9.339534759521484
2015-04-20,9.429980278015137
2015-04-21,9.435340881347656
2015-04-22,9.803252220153809
2015-04-23,9.509692192077637
2015-04-24,9.15941047668457
2015-04-27,9.209233283996582
2015-04-28,9.002287864685059
2015-04-29,8.9700927734375
2015-04-30,8.958597183227539
2015-05-01,9.412349700927734
2015-05-04,9.286649703979492
2015-05-05,8.95169734954834
2015-05-06,8.950929641723633
2015-05-07,9.387824058532715
2015-05-08,9.452971458435059
2015-05-11,9.413115501403809
2015-05-12,9.423846244812012
2015-05-13,9.437643051147461
2015-05-14,9.7296724319458
2015-05-15,9.800952911376953
2015-05-18,9.978012084960938
2015-05-19,9.923589706420898
2015-05-20,9.89599609375
2015-05-21,9.93278694152832
2015-05-22,10.166565895080566
2015-05-26,10.063855171203613
2015-05-27,10.844897270202637
2015-05-28,10.91311264038086
2015-05-29,11.349238395690918
2015-06-01,11.238100051879883
2015-06-02,11.049544334411621
2015-06-03,10.965231895446777
2015-06-04,10.82266902923584
2015-06-05,11.02271842956543
2015-06-08,10.625683784484863
2015-06-09,10.746788024902344
2015-06-10,10.949902534484863
2015-06-11,10.883219718933105
2015-06-12,10.766716003417969
2015-06-15,10.969829559326172
2015-06-16,10.883219718933105
2015-06-17,10.814043998718262
2015-06-18,10.991599082946777
2015-06-19,10.983142852783203
2015-06-22,11.013124465942383
2015-06-23,10.887062072753906
2015-06-24,10.758699417114258
2015-06-25,10.701820373535156
2015-06-26,10.388215065002441
2015-06-29,10.146862983703613
2015-06-30,10.217572212219238
2015-07-01,10.415117263793945
2015-07-02,10.579606056213379
2015-07-06,10.315193176269531
2015-07-07,10.210657119750977
2015-07-08,9.84247875213623
2015-07-09,9.58344554901123
2015-07-10,9.980063438415527
2015-07-13,9.929333686828613
2015-07-14,10.169149398803711
2015-07-15,10.124568939208984
2015-07-16,10.35362434387207
2015-07-17,10.273688316345215
2015-07-20,10.349013328552246
2015-07-21,10.339018821716309
2015-07-22,9.960846900939941
2015-07-23,10.14378547668457
2015-07-24,9.875527381896973
2015-07-27,9.58113956451416
2015-07-28,9.870915412902832
2015-07-29,9.883214950561523
2015-07-30,9.811731338500977
2015-07-31,9.61880111694336
2015-08-03,9.669532775878906
2015-08-04,9.490436553955078
2015-08-05,9.588822364807129
2015-08-06,9.475065231323242
2015-08-07,9.419723510742188
2015-08-10,9.783291816711426
2015-08-11,9.547321319580078
2015-08-12,9.664154052734375
2015-08-13,9.545781135559082
2015-08-14,9.374374389648438
2015-08-17,9.64801025390625
2015-08-18,9.395895004272461
2015-08-19,9.335173606872559
2015-08-20,8.841705322265625
2015-08-21,8.56653118133545
2015-08-24,8.450464248657227
2015-08-25,8.34054946899414
2015-08-26,8.93163776397705
2015-08-27,9.704890251159668
2015-08-28,9.80942440032959
2015-08-31,9.682598114013672
2015-09-01,9.175294876098633
2015-09-02,9.534253120422363
2015-09-03,9.513496398925781
2015-09-04,9.312111854553223
2015-09-08,9.927796363830566
2015-09-09,9.774835586547852
2015-09-10,9.893976211547852
2015-09-11,10.075376510620117
2015-09-14,10.083831787109375
2015-09-15,10.329030990600586
2015-09-16,10.138580322265625
2015-09-17,10.070727348327637
2015-09-18,9.837865829467773
2015-09-21,9.81242561340332
2015-09-22,9.615033149719238
2015-09-23,9.679801940917969
2015-09-24,9.568772315979004
2015-09-25,9.772326469421387
2015-09-28,9.318180084228516
2015-09-29,9.227195739746094
2015-09-30,9.638938903808594
2015-10-01,9.417645454406738
2015-10-02,9.509398460388184
2015-10-05,9.346707344055176
2015-10-06,9.029807090759277
2015-10-07,9.147775650024414
2015-10-08,8.997418403625488
2015-10-09,9.014383316040039
2015-10-12,9.073753356933594
2015-10-13,8.745285034179688
2015-10-14,9.056791305541992
2015-10-15,9.396827697753906
2015-10-16,9.335142135620117
2015-10-19,9.172450065612793
2015-10-20,9.244156837463379
2015-10-21,9.291193008422852
2015-10-22,9.664380073547363
2015-10-23,9.991308212280273
2015-10-26,9.530988693237305
2015-10-27,9.367525100708008
2015-10-28,9.799315452575684
2015-10-29,9.259577751159668
2015-10-30,9.493979454040527
2015-11-02,9.545639991760254
2015-11-03,9.417645454406738
2015-11-04,9.569540977478027
2015-11-05,9.334369659423828
2015-11-06,9.998250007629395
2015-11-09,9.75382137298584
2015-11-10,9.241844177246094
2015-11-11,9.248781204223633
2015-11-12,9.241070747375488
2015-11-13,9.062957763671875
2015-11-16,9.365983009338379
2015-11-17,9.411476135253906
2015-11-18,9.709100723266602
2015-11-19,9.654356956481934
2015-11-20,9.746111869812012
2015-11-23,9.592673301696777
2015-11-24,9.895699501037598
2015-11-25,9.899552345275879
2015-11-27,10.026777267456055
2015-11-30,10.058389663696289
2015-12-01,10.246526718139648
2015-12-02,10.194092750549316
2015-12-03,11.16330623626709
2015-12-04,11.377660751342773
2015-12-07,11.4755859375
2015-12-08,11.394623756408691
2015-12-09,11.230389595031738
2015-12-10,11.359928131103516
2015-12-11,11.135550498962402
2015-12-14,10.988279342651367
2015-12-15,11.046880722045898
2015-12-16,11.12808895111084
2015-12-17,10.865124702453613
2015-12-18,10.84346866607666
2015-12-21,11.276588439941406
2015-12-22,11.222447395324707
2015-12-23,11.331502914428711
2015-12-24,11.316803932189941
2015-12-28,11.319125175476074
2015-12-29,11.442100524902344
2015-12-30,11.398016929626465
2015-12-31,11.226318359375
2016-01-04,11.00434398651123
2016-01-05,10.636190414428711
2016-01-06,10.309029579162598
2016-01-07,9.981095314025879
2016-01-08,9.915352821350098
2016-01-11,9.90297794342041
2016-01-12,10.048384666442871
2016-01-13,9.537147521972656
2016-01-14,9.6825532913208
2016-01-15,9.278823852539062
2016-01-19,9.2865571975708
2016-01-20,9.577366828918457
2016-01-21,9.631505012512207
2016-01-22,9.629961013793945
2016-01-25,9.628412246704102
2016-01-26,9.62067985534668
2016-01-27,9.462897300720215
2016-01-28,9.773815155029297
2016-01-29,10.341513633728027
2016-02-01,10.648563385009766
2016-02-02,10.305160522460938
2016-02-03,10.159757614135742
2016-02-04,10.527911186218262
2016-02-05,9.927732467651367
2016-02-08,9.42500114440918
2016-02-09,9.258711814880371
2016-02-10,9.219267845153809
2016-02-11,8.995748519897461
2016-02-12,9.409530639648438
2016-02-16,9.763760566711426
2016-02-17,10.107165336608887
2016-02-18,9.827957153320312
2016-02-19,9.951704978942871
2016-02-22,10.104069709777832
2016-02-23,9.912261962890625
2016-02-24,10.080867767333984
2016-02-25,10.245606422424316
2016-02-26,10.295105934143066
2016-02-29,10.361623764038086
2016-03-01,10.706570625305176
2016-03-02,10.59365177154541
2016-03-03,10.621495246887207
2016-03-04,11.296698570251465
2016-03-07,11.099472999572754
2016-03-08,10.799383163452148
2016-03-09,10.979592323303223
2016-03-10,11.169856071472168
2016-03-11,11.510163307189941
2016-03-14,11.457571029663086
2016-03-15,11.4830904006958
2016-03-16,11.53353214263916
2016-03-17,11.760124206542969
2016-03-18,11.833062171936035
2016-03-21,11.864102363586426
2016-03-22,12.0092134475708
2016-03-23,11.871862411499023
2016-03-24,11.872638702392578
2016-03-28,11.880399703979492
2016-03-29,11.960328102111816
2016-03-30,12.177603721618652
2016-03-31,11.989039421081543
2016-04-01,12.245111465454102
2016-04-04,12.106213569641113
2016-04-05,12.030166625976562
2016-04-06,12.224937438964844
2016-04-07,12.02550983428955
2016-04-08,12.11707878112793
2016-04-11,12.075174331665039
2016-04-12,12.061205863952637
2016-04-13,12.375480651855469
2016-04-14,12.324265480041504
2016-04-15,12.065861701965332
2016-04-18,12.097676277160645
2016-04-19,11.722874641418457
2016-04-20,11.890487670898438
2016-04-21,11.744603157043457
2016-04-22,11.665449142456055
2016-04-25,11.570002555847168
2016-04-26,11.69881820678711
2016-04-27,11.758570671081543
2016-04-28,11.483871459960938
2016-04-29,11.310046195983887
2016-05-02,11.335654258728027
2016-05-03,11.112166404724121
2016-05-04,11.024482727050781
2016-05-05,11.064058303833008
2016-05-06,11.010517120361328
2016-05-09,11.050091743469238
2016-05-10,11.221586227416992
2016-05-11,11.162610054016113
2016-05-12,10.944555282592773
2016-05-13,10.867731094360352
2016-05-16,11.069489479064941
2016-05-17,10.954644203186035
2016-05-18,11.164936065673828
2016-05-19,11.0764741897583
2016-05-20,11.386093139648438
2016-05-23,11.492406845092773
2016-05-24,11.750031471252441
2016-05-25,11.916871070861816
2016-05-26,11.874191284179688
2016-05-27,11.895917892456055
2016-05-31,11.978174209594727
2016-06-01,12.009990692138672
2016-06-02,12.020854949951172
2016-06-03,12.614484786987305
2016-06-06,12.63621711730957
2016-06-07,12.791412353515625
2016-06-08,12.702950477600098
2016-06-09,12.737095832824707
2016-06-10,12.479462623596191
2016-06-13,12.416607856750488
2016-06-14,12.337455749511719
2016-06-15,12.330452919006348
2016-06-16,12.348355293273926
2016-06-17,12.143627166748047
2016-06-20,12.216019630432129
2016-06-21,12.128836631774902
2016-06-22,12.076682090759277
2016-06-23,12.347577095031738
2016-06-24,11.576924324035645
2016-06-27,11.180700302124023
2016-06-28,11.658660888671875
2016-06-29,12.06578254699707
2016-06-30,12.096923828125
2016-07-01,12.005064964294434
2016-07-05,11.735724449157715
2016-07-06,11.725605964660645
2016-07-07,11.753629684448242
2016-07-08,12.076682090759277
2016-07-11,12.249494552612305
2016-07-12,12.345243453979492
2016-07-13,12.253388404846191
2016-07-14,12.516498565673828
2016-07-15,12.545300483703613
2016-07-18,12.636378288269043
2016-07-19,12.496258735656738
2016-07-20,12.662842750549316
2016-07-21,12.486918449401855
2016-07-22,12.429314613342285
2016-07-25,12.437875747680664
2016-07-26,12.722783088684082
2016-07-27,12.895593643188477
2016-07-28,12.784282684326172
2016-07-29,12.609131813049316
2016-08-01,12.728232383728027
2016-08-02,12.679971694946289
2016-08-03,12.77493953704834
2016-08-04,12.999129295349121
2016-08-05,13.242778778076172
2016-08-08,13.10499095916748
2016-08-09,13.324516296386719
2016-08-10,13.37745475769043
2016-08-11,13.396129608154297
2016-08-12,13.425711631774902
2016-08-15,13.664693832397461
2016-08-16,13.42026424407959
2016-08-17,13.469307899475098
2016-08-18,13.539365768432617
2016-08-19,13.617210388183594
2016-08-22,13.695052146911621
2016-08-23,13.80481243133545
2016-08-24,13.646010398864746
2016-08-25,13.703617095947266
2016-08-26,13.790802001953125
2016-08-29,13.80948257446289
2016-08-30,13.77834701538086
2016-08-31,13.733196258544922
2016-09-01,13.785350799560547
2016-09-02,13.47553539276123
2016-09-06,13.319064140319824
2016-09-07,13.147810935974121
2016-09-08,13.107332229614258
2016-09-09,12.51572036743164
2016-09-12,12.803742408752441
2016-09-13,12.86290454864502
2016-09-14,13.203079223632812
2016-09-15,13.485723495483398
2016-09-16,13.37016773223877
2016-09-19,13.33034896850586
2016-09-20,13.135150909423828
2016-09-21,13.260077476501465
2016-09-22,13.182779312133789
2016-09-23,13.011788368225098
2016-09-26,13.014911651611328
2016-09-27,13.340499877929688
2016-09-28,13.328006744384766
2016-09-29,13.465425491333008
2016-09-30,13.470108985900879
2016-10-03,13.278814315795898
2016-10-04,13.199177742004395
2016-10-05,13.545065879821777
2016-10-06,13.600502967834473
2016-10-07,13.602062225341797
2016-10-10,13.64578628540039
2016-10-11,13.364702224731445
2016-10-12,13.31004810333252
2016-10-13,13.190587997436523
2016-10-14,13.280380249023438
2016-10-17,13.18590259552002
2016-10-18,13.442780494689941
2016-10-19,13.419355392456055
2016-10-20,13.539596557617188
2016-10-21,13.501337051391602
2016-10-24,13.784767150878906
2016-10-25,13.55833625793457
2016-10-26,13.507585525512695
2016-10-27,13.448246955871582
2016-10-28,13.2225980758667
2016-10-31,13.29521369934082
2016-11-01,13.179652214050293
2016-11-02,13.473231315612793
2016-11-03,13.506803512573242
2016-11-04,13.442780494689941
2016-11-07,13.816777229309082
2016-11-08,13.819900512695312
2016-11-09,13.540379524230957
2016-11-10,13.112510681152344
2016-11-11,13.081276893615723
2016-11-14,12.78770637512207
2016-11-15,12.996172904968262
2016-11-16,13.103918075561523
2016-11-17,13.042237281799316
2016-11-18,13.129685401916504
2016-11-21,13.474794387817383
2016-11-22,13.821460723876953
2016-11-23,13.826147079467773
2016-11-25,13.800378799438477
2016-11-28,13.6364164352417
2016-11-29,13.69887638092041
2016-11-30,13.311609268188477
2016-12-01,12.710404396057129
2016-12-02,12.82205867767334
2016-12-05,12.971189498901367
2016-12-06,12.864217758178711
2016-12-07,13.160137176513672
2016-12-08,13.328786849975586
2016-12-09,13.983085632324219
2016-12-12,13.910468101501465
2016-12-13,14.010408401489258
2016-12-14,13.94759464263916
2016-12-15,14.135269165039062
2016-12-16,14.010408401489258
2016-12-19,14.170597076416016
2016-12-20,14.297029495239258
2016-12-21,14.314306259155273
2016-12-22,14.181596755981445
2016-12-23,14.286821365356445
2016-12-27,14.315875053405762
2016-12-28,14.14940357208252
2016-12-29,14.124272346496582
2016-12-30,13.880845069885254
2017-01-03,14.004135131835938
2017-01-04,13.904403686523438
2017-01-05,13.685319900512695
2017-01-06,13.866716384887695
2017-01-09,13.896551132202148
2017-01-10,14.179239273071289
2017-01-11,14.088935852050781
2017-01-12,14.044963836669922
2017-01-13,14.169816017150879
2017-01-17,14.064597129821777
2017-01-18,14.528677940368652
2017-01-19,14.571078300476074
2017-01-20,15.00454044342041
2017-01-23,14.99825668334961
2017-01-24,15.528298377990723
2017-01-25,15.899724960327148
2017-01-26,16.03243064880371
2017-01-27,16.153350830078125
2017-01-30,15.957828521728516
2017-01-31,15.665718078613281
2017-02-01,15.994731903076172
2017-02-02,16.023000717163086
2017-02-03,16.188695907592773
2017-02-06,16.220104217529297
2017-02-07,16.169057846069336
2017-02-08,16.246009826660156
2017-02-09,16.12430191040039
2017-02-10,16.138439178466797
2017-02-13,16.23187828063965
2017-02-14,16.123516082763672
2017-02-15,16.17534637451172
2017-02-16,16.34731674194336
2017-02-17,16.522422790527344
2017-02-21,16.706172943115234
2017-02-22,16.816890716552734
2017-02-23,16.53577423095703
2017-02-24,16.519289016723633
2017-02-27,16.747787475585938
2017-02-28,16.563257217407227
2017-03-01,16.893844604492188
2017-03-02,17.06267738342285
2017-03-03,17.1435604095459
2017-03-06,17.11371612548828
2017-03-07,17.216581344604492
2017-03-08,17.246417999267578
2017-03-09,17.433317184448242
2017-03-10,17.77410888671875
2017-03-13,17.78196144104004
2017-03-14,17.617061614990234
2017-03-15,17.74112892150879
2017-03-16,17.53998374938965
2017-03-17,17.4468994140625
2017-03-20,17.451637268066406
2017-03-21,17.039878845214844
2017-03-22,17.150310516357422
2017-03-23,17.106143951416016
2017-03-24,17.272573471069336
2017-03-27,17.278886795043945
2017-03-28,17.42875862121582
2017-03-29,17.45716094970703
2017-03-30,17.35698127746582
2017-03-31,17.27178382873535
2017-04-03,17.259166717529297
2017-04-04,17.27178382873535
2017-04-05,17.127439498901367
2017-04-06,17.156620025634766
2017-04-07,17.21578598022461
2017-04-10,17.197641372680664
2017-04-11,17.160564422607422
2017-04-12,16.501916885375977
2017-04-13,16.669137954711914
2017-04-17,16.87028694152832
2017-04-18,16.80954360961914
2017-04-19,16.851356506347656
2017-04-20,17.21262550354004
2017-04-21,17.169246673583984
2017-04-24,17.451637268066406
2017-04-25,17.606245040893555
2017-04-26,17.486347198486328
2017-04-27,17.59756851196289
2017-04-28,17.41771697998047
2017-05-01,17.457948684692383
2017-05-02,17.78372573852539
2017-05-03,17.740337371826172
2017-05-04,17.622024536132812
2017-05-05,17.86260414123535
2017-05-08,17.75454330444336
2017-05-09,18.021156311035156
2017-05-10,18.247549057006836
2017-05-11,18.228612899780273
2017-05-12,18.61276626586914
2017-05-15,18.854930877685547
2017-05-16,18.98508071899414
2017-05-17,18.2357177734375
2017-05-18,18.746864318847656
2017-05-19,18.46604347229004
2017-05-22,18.80365753173828
2017-05-23,18.65851593017578
2017-05-24,18.899892807006836
2017-05-25,18.999286651611328
2017-05-26,19.02688980102539
2017-05-30,18.917247772216797
2017-05-31,18.890430450439453
2017-06-01,18.504701614379883
2017-06-02,20.077585220336914
2017-06-05,19.894580841064453
2017-06-06,20.024728775024414
2017-06-07,20.057865142822266
2017-06-08,20.110721588134766
2017-06-09,19.194904327392578
2017-06-12,19.142057418823242
2017-06-13,19.163358688354492
2017-06-14,18.974042892456055
2017-06-15,18.852834701538086
2017-06-16,18.71500015258789
2017-06-19,19.103160858154297
2017-06-20,19.011272430419922
2017-06-21,19.417659759521484
2017-06-22,19.332101821899414
2017-06-23,19.428741455078125
2017-06-26,19.229909896850586
2017-06-27,18.642122268676758
2017-06-28,19.095243453979492
2017-06-29,18.539928436279297
2017-06-30,18.461509704589844
2017-07-03,18.200885772705078
2017-07-05,18.347434997558594
2017-07-06,18.6191463470459
2017-07-07,18.981962203979492
2017-07-10,19.152278900146484
2017-07-11,19.082569122314453
2017-07-12,19.5206356048584
2017-07-13,19.591144561767578
2017-07-14,19.827205657958984
2017-07-17,19.726600646972656
2017-07-18,19.873947143554688
2017-07-19,20.152786254882812
2017-07-20,20.075950622558594
2017-07-21,20.050601959228516
2017-07-24,20.04426383972168
2017-07-25,20.144865036010742
2017-07-26,20.359542846679688
2017-07-27,19.879491806030273
2017-07-28,19.833547592163086
2017-07-31,19.539653778076172
2017-08-01,19.67669105529785
2017-08-02,20.07040786743164
2017-08-03,19.827205657958984
2017-08-04,19.738481521606445
2017-08-07,19.997520446777344
2017-08-08,19.911962509155273
2017-08-09,19.738481521606445
2017-08-10,19.06831169128418
2017-08-11,19.342403411865234
2017-08-14,19.876323699951172
2017-08-15,20.09654426574707
2017-08-16,20.07515525817871
2017-08-17,19.5626277923584
2017-08-18,19.75433349609375
2017-08-21,19.77413558959961
2017-08-22,20.21537208557129
2017-08-23,20.352418899536133
2017-08-24,20.20427703857422
2017-08-25,19.454891204833984
2017-08-28,19.26952362060547
2017-08-29,19.14910888671875
2017-08-30,19.48894691467285
2017-08-31,19.968215942382812
2017-09-01,20.02050018310547
2017-09-05,19.72897720336914
2017-09-06,19.7551212310791
2017-09-07,19.53093910217285
2017-09-08,19.337648391723633
2017-09-11,19.62520408630371
