,HUBB
2021-03-02,169.6834259033203
2021-03-03,168.1739501953125
2021-03-04,163.9642333984375
2021-03-05,169.43028259277344
2021-03-08,173.94009399414062
2021-03-09,172.28054809570312
2021-03-10,175.91836547851562
2021-03-11,173.05873107910156
2021-03-12,175.7777099609375
2021-03-15,178.14979553222656
2021-03-16,177.27784729003906
2021-03-17,177.99978637695312
2021-03-18,174.56826782226562
2021-03-19,172.03677368164062
2021-03-22,172.86187744140625
2021-03-23,166.91757202148438
2021-03-24,168.06143188476562
2021-03-25,172.2711944580078
2021-03-26,177.32472229003906
2021-03-29,176.94972229003906
2021-03-30,175.8715057373047
2021-03-31,175.22457885742188
2021-04-01,178.50607299804688
2021-04-05,180.40939331054688
2021-04-06,180.65313720703125
2021-04-07,176.05897521972656
2021-04-08,174.45574951171875
2021-04-09,175.74021911621094
2021-04-12,175.74960327148438
2021-04-13,172.4117889404297
2021-04-14,173.38685607910156
2021-04-15,175.6277313232422
2021-04-16,177.4654083251953
2021-04-19,177.24974060058594
2021-04-20,174.2119903564453
2021-04-21,178.0841827392578
2021-04-22,176.61215209960938
2021-04-23,179.19052124023438
2021-04-26,178.59048461914062
2021-04-27,181.9657745361328
2021-04-28,179.47178649902344
2021-04-29,183.69088745117188
2021-04-30,180.0249786376953
2021-05-03,181.5344696044922
2021-05-04,183.2877197265625
2021-05-05,185.762939453125
2021-05-06,187.30996704101562
2021-05-07,186.74740600585938
2021-05-10,185.1629180908203
2021-05-11,183.6064910888672
2021-05-12,176.99658203125
2021-05-13,179.77182006835938
2021-05-14,181.9751434326172
2021-05-17,180.8406219482422
2021-05-18,177.22161865234375
2021-05-19,176.34967041015625
2021-05-20,176.743408203125
2021-05-21,176.57467651367188
2021-05-24,177.13719177246094
2021-05-25,175.91836547851562
2021-05-26,177.5403594970703
2021-05-27,178.85983276367188
2021-05-28,179.6703643798828
2021-06-01,180.96151733398438
2021-06-02,179.44412231445312
2021-06-03,180.11331176757812
2021-06-04,180.62222290039062
2021-06-07,178.972900390625
2021-06-08,178.89752197265625
2021-06-09,176.032470703125
2021-06-10,173.99671936035156
2021-06-11,173.85536193847656
2021-06-14,172.70555114746094
2021-06-15,173.6668701171875
2021-06-16,171.05628967285156
2021-06-17,166.36285400390625
2021-06-18,165.22242736816406
2021-06-21,169.70855712890625
2021-06-22,171.64059448242188
2021-06-23,172.1400604248047
2021-06-24,173.5914764404297
2021-06-25,174.9580535888672
2021-06-28,174.10984802246094
2021-06-29,174.5150909423828
2021-06-30,176.08897399902344
2021-07-01,175.7308807373047
2021-07-02,175.54237365722656
2021-07-06,172.84693908691406
2021-07-07,176.05128479003906
2021-07-08,174.42086791992188
2021-07-09,178.5865020751953
2021-07-12,180.50912475585938
2021-07-13,178.03990173339844
2021-07-14,179.80224609375
2021-07-15,181.15000915527344
2021-07-16,180.1415557861328
2021-07-19,176.67333984375
2021-07-20,185.2967987060547
2021-07-21,186.0130615234375
2021-07-22,184.2978057861328
2021-07-23,184.2318115234375
2021-07-26,183.12918090820312
2021-07-27,184.86326599121094
2021-07-28,184.6088409423828
2021-07-29,186.36180114746094
2021-07-30,188.92529296875
2021-08-02,185.8151397705078
2021-08-03,189.67922973632812
2021-08-04,188.31268310546875
2021-08-05,187.6058349609375
2021-08-06,188.71795654296875
2021-08-09,186.45603942871094
2021-08-10,190.14105224609375
