,TER
2014-01-02,16.298786163330078
2014-01-03,16.23407554626465
2014-01-06,16.252561569213867
2014-01-07,16.391237258911133
2014-01-08,16.60386848449707
2014-01-09,16.62236785888672
2014-01-10,16.72405242919922
2014-01-13,16.825756072998047
2014-01-14,17.546850204467773
2014-01-15,18.258712768554688
2014-01-16,18.046079635620117
2014-01-17,18.018339157104492
2014-01-21,17.740999221801758
2014-01-22,18.101547241210938
2014-01-23,18.193998336791992
2014-01-24,17.71326446533203
2014-01-27,17.491382598876953
2014-01-28,17.740999221801758
2014-01-29,17.417421340942383
2014-01-30,17.648550033569336
2014-01-31,17.389690399169922
2014-02-03,16.918201446533203
2014-02-04,17.019887924194336
2014-02-05,17.30648422241211
2014-02-06,17.445158004760742
2014-02-07,17.630056381225586
2014-02-10,17.593082427978516
2014-02-11,17.87042999267578
2014-02-12,17.777978897094727
2014-02-13,17.796464920043945
2014-02-14,18.369644165039062
2014-02-18,18.323427200317383
2014-02-19,18.610017776489258
2014-02-20,18.91509437561035
2014-02-21,18.70246696472168
2014-02-24,18.665489196777344
2014-02-25,18.50832748413086
2014-02-26,18.573040008544922
2014-02-27,18.646997451782227
2014-02-28,18.748695373535156
2014-03-03,18.425121307373047
2014-03-04,18.545303344726562
2014-03-05,18.406631469726562
2014-03-06,18.351163864135742
2014-03-07,18.70246696472168
2014-03-10,18.166261672973633
2014-03-11,18.12928009033203
2014-03-12,18.2032413482666
2014-03-13,17.796464920043945
2014-03-14,17.824195861816406
2014-03-17,17.944387435913086
2014-03-18,18.341917037963867
2014-03-19,18.138534545898438
2014-03-20,18.683975219726562
2014-03-21,18.628507614135742
2014-03-24,18.434370040893555
2014-03-25,18.610017776489258
2014-03-26,18.221731185913086
2014-03-27,17.916648864746094
2014-03-28,18.046079635620117
2014-03-31,18.388139724731445
2014-04-01,18.554546356201172
2014-04-02,18.804161071777344
2014-04-03,18.831892013549805
2014-04-04,18.27720069885254
2014-04-07,17.962873458862305
2014-04-08,17.990604400634766
2014-04-09,18.24946403503418
2014-04-10,17.583833694458008
2014-04-11,17.463645935058594
2014-04-14,17.19554901123047
2014-04-15,17.334218978881836
2014-04-16,17.37120246887207
2014-04-17,17.602327346801758
2014-04-21,17.593082427978516
2014-04-22,17.916648864746094
2014-04-23,17.73175048828125
2014-04-24,16.862730026245117
2014-04-25,16.012197494506836
2014-04-28,15.993700981140137
2014-04-29,16.252561569213867
2014-04-30,16.33576774597168
2014-05-01,16.243318557739258
2014-05-02,16.418968200683594
2014-05-05,16.400482177734375
2014-05-06,16.308032989501953
2014-05-07,16.354413986206055
2014-05-08,16.345130920410156
2014-05-09,16.391517639160156
2014-05-12,16.71619415283203
2014-05-13,16.595596313476562
2014-05-14,16.493568420410156
2014-05-15,16.326583862304688
2014-05-16,16.521392822265625
2014-05-19,16.679096221923828
2014-05-20,16.484289169311523
2014-05-21,16.660533905029297
2014-05-22,16.70692253112793
2014-05-23,16.641992568969727
2014-05-27,16.679096221923828
2014-05-28,16.641992568969727
2014-05-29,16.641992568969727
2014-05-30,16.512115478515625
2014-06-02,16.660533905029297
2014-06-03,16.72547721862793
2014-06-04,17.077985763549805
2014-06-05,17.180028915405273
2014-06-06,17.52324867248535
2014-06-09,17.67167091369629
2014-06-10,17.85720443725586
2014-06-11,17.829378128051758
2014-06-12,17.72732925415039
2014-06-13,17.736616134643555
2014-06-16,17.72732925415039
2014-06-17,17.72732925415039
2014-06-18,17.755159378051758
2014-06-19,17.782989501953125
2014-06-20,18.014907836914062
2014-06-23,18.191158294677734
2014-06-24,17.940689086914062
2014-06-25,17.931419372558594
2014-06-26,17.885034561157227
2014-06-27,18.042734146118164
2014-06-30,18.181880950927734
2014-07-01,18.348848342895508
2014-07-02,18.460174560546875
2014-07-03,18.56221580505371
2014-07-07,18.571491241455078
2014-07-08,18.46945571899414
2014-07-09,18.534385681152344
2014-07-10,18.55293846130371
2014-07-11,18.46945571899414
2014-07-14,18.55293846130371
2014-07-15,18.404516220092773
2014-07-16,18.348848342895508
2014-07-17,18.052005767822266
2014-07-18,18.181880950927734
2014-07-21,18.274646759033203
2014-07-22,18.404516220092773
2014-07-23,17.866477966308594
2014-07-24,16.8089656829834
2014-07-25,16.966659545898438
2014-07-28,17.328449249267578
2014-07-29,17.309894561767578
2014-07-30,17.347000122070312
2014-07-31,16.9017276763916
2014-08-01,16.94810676574707
2014-08-04,17.198575973510742
2014-08-05,17.22640609741211
2014-08-06,17.40266227722168
2014-08-07,17.170743942260742
2014-08-08,17.35627555847168
2014-08-11,17.374834060668945
2014-08-12,17.411937713623047
2014-08-13,17.476869583129883
2014-08-14,17.588184356689453
2014-08-15,17.745887756347656
2014-08-18,17.977798461914062
2014-08-19,18.144779205322266
2014-08-20,18.506553649902344
2014-08-21,18.67353057861328
2014-08-22,18.68280601501465
2014-08-25,18.62714958190918
2014-08-26,18.77557373046875
2014-08-27,18.766305923461914
2014-08-28,18.831228256225586
2014-08-29,19.100250244140625
2014-09-02,19.081695556640625
2014-09-03,18.9421443939209
2014-09-04,18.728160858154297
2014-09-05,18.802587509155273
2014-09-08,18.635129928588867
2014-09-09,18.718856811523438
2014-09-10,18.61652374267578
2014-09-11,19.13751983642578
2014-09-12,18.849105834960938
2014-09-15,18.79328155517578
2014-09-16,19.22124671936035
2014-09-17,19.13751983642578
2014-09-18,19.27707862854004
2014-09-19,19.04448890686035
2014-09-22,18.75607681274414
2014-09-23,18.2908935546875
2014-09-24,18.495573043823242
2014-09-25,18.151336669921875
2014-09-26,18.188549041748047
2014-09-29,18.24437713623047
2014-09-30,18.039690017700195
2014-10-01,17.46286964416504
2014-10-02,17.434955596923828
2014-10-03,17.07210922241211
2014-10-06,17.146554946899414
2014-10-07,16.830228805541992
2014-10-08,17.36052703857422
2014-10-09,16.718585968017578
2014-10-10,15.378862380981445
2014-10-13,15.03463077545166
2014-10-14,15.276521682739258
2014-10-15,15.378862380981445
2014-10-16,15.602147102355957
2014-10-17,15.620759963989258
2014-10-20,16.10454750061035
2014-10-21,16.58832359313965
2014-10-22,16.16967010498047
2014-10-23,16.57903289794922
2014-10-24,16.848833084106445
2014-10-27,16.560420989990234
2014-10-28,16.681373596191406
2014-10-29,16.57903289794922
2014-10-30,16.55111312866211
2014-10-31,17.118633270263672
2014-11-03,17.202369689941406
2014-11-04,17.17445945739746
2014-11-05,17.769895553588867
2014-11-06,17.955957412719727
2014-11-07,17.714067459106445
2014-11-10,17.853622436523438
2014-11-11,17.723369598388672
2014-11-12,17.890832901000977
2014-11-13,17.555908203125
2014-11-14,17.751279830932617
2014-11-17,17.481483459472656
2014-11-18,17.862924575805664
2014-11-19,17.751279830932617
2014-11-20,17.807104110717773
2014-11-21,18.086212158203125
2014-11-24,18.37462043762207
2014-11-25,18.142032623291016
2014-11-26,18.588600158691406
2014-11-28,18.467660903930664
2014-12-01,18.318355560302734
2014-12-02,18.448999404907227
2014-12-03,18.859596252441406
2014-12-04,18.66362953186035
2014-12-05,18.831600189208984
2014-12-08,18.448999404907227
2014-12-09,18.691625595092773
2014-12-10,18.20637321472168
2014-12-11,18.25302505493164
2014-12-12,18.019733428955078
2014-12-15,17.814430236816406
2014-12-16,17.69312286376953
2014-12-17,18.299692153930664
2014-12-18,18.738279342651367
2014-12-19,18.504981994628906
2014-12-22,18.812938690185547
2014-12-23,18.822267532348633
2014-12-24,19.00890350341797
2014-12-26,18.924915313720703
2014-12-29,18.794273376464844
2014-12-30,18.616971969604492
2014-12-31,18.467662811279297
2015-01-02,18.383670806884766
2015-01-05,18.03839683532715
2015-01-06,17.487817764282227
2015-01-07,17.627798080444336
2015-01-08,18.17837142944336
2015-01-09,18.12238883972168
2015-01-12,17.25452995300293
2015-01-13,16.96524429321289
2015-01-14,17.030559539794922
2015-01-15,16.937244415283203
2015-01-16,17.33851432800293
2015-01-20,17.42249870300293
2015-01-21,17.674455642700195
2015-01-22,17.870426177978516
2015-01-23,17.739782333374023
2015-01-26,18.06639289855957
2015-01-27,17.618457794189453
2015-01-28,17.487817764282227
2015-01-29,17.375843048095703
2015-01-30,16.890581130981445
2015-02-02,16.787931442260742
2015-02-03,17.347837448120117
2015-02-04,17.43183135986328
2015-02-05,17.655790328979492
2015-02-06,17.674455642700195
2015-02-09,17.711782455444336
2015-02-10,18.197032928466797
2015-02-11,18.02906608581543
2015-02-12,18.09438705444336
2015-02-13,18.131717681884766
2015-02-17,18.01039695739746
2015-02-18,17.954408645629883
2015-02-19,18.197032928466797
2015-02-20,18.504981994628906
2015-02-23,18.299692153930664
2015-02-24,18.66362953186035
2015-02-25,18.373470306396484
2015-02-26,18.382835388183594
2015-02-27,18.083322525024414
2015-03-02,18.691707611083984
2015-03-03,18.401552200317383
2015-03-04,18.20499038696289
2015-03-05,18.064592361450195
2015-03-06,17.924196243286133
2015-03-09,17.905473709106445
2015-03-10,17.699560165405273
2015-03-11,17.82123565673828
2015-03-12,17.95227813720703
2015-03-13,18.214345932006836
2015-03-16,18.579391479492188
2015-03-17,18.401552200317383
2015-03-18,18.457706451416016
2015-03-19,18.410913467407227
2015-03-20,18.81338882446289
2015-03-23,18.729148864746094
2015-03-24,18.635543823242188
2015-03-25,17.605960845947266
2015-03-26,17.250289916992188
2015-03-27,17.549802780151367
2015-03-30,17.886756896972656
2015-03-31,17.643404006958008
2015-04-01,17.531082153320312
2015-04-02,17.652759552001953
2015-04-06,17.680837631225586
2015-04-07,17.615314483642578
2015-04-08,17.755718231201172
2015-04-09,17.96163558959961
2015-04-10,18.130111694335938
2015-04-13,17.933561325073242
2015-04-14,17.662120819091797
2015-04-15,17.643404006958008
2015-04-16,17.521717071533203
2015-04-17,17.072446823120117
2015-04-20,17.353240966796875
2015-04-21,17.278364181518555
2015-04-22,17.54043960571289
2015-04-23,17.531082153320312
2015-04-24,17.21284294128418
2015-04-27,16.960124969482422
2015-04-28,17.381324768066406
2015-04-29,17.34388542175293
2015-04-30,17.081806182861328
2015-05-01,19.000581741333008
2015-05-04,18.98187255859375
2015-05-05,18.551305770874023
2015-05-06,18.635543823242188
2015-05-07,18.766584396362305
2015-05-08,19.197145462036133
2015-05-11,19.35626792907715
2015-05-12,19.140987396240234
2015-05-13,19.11290740966797
2015-05-14,19.39369773864746
2015-05-15,19.309459686279297
2015-05-18,19.39369773864746
2015-05-19,19.384334564208984
2015-05-20,19.365619659423828
2015-05-21,19.46857452392578
2015-05-22,19.384334564208984
2015-05-26,19.243938446044922
2015-05-27,19.796178817749023
2015-05-28,19.833616256713867
2015-05-29,19.852394104003906
2015-06-01,19.908714294433594
2015-06-02,19.6552734375
2015-06-03,19.76791000366211
2015-06-04,19.4769287109375
2015-06-05,19.86176872253418
2015-06-08,19.552019119262695
2015-06-09,19.570789337158203
2015-06-10,19.833614349365234
2015-06-11,19.908714294433594
2015-06-12,19.73036766052246
2015-06-15,19.552019119262695
2015-06-16,19.561412811279297
2015-06-17,19.627113342285156
2015-06-18,19.77729034423828
2015-06-19,19.486318588256836
2015-06-22,19.35490608215332
2015-06-23,19.232879638671875
2015-06-24,18.89497184753418
2015-06-25,18.838645935058594
2015-06-26,18.50074005126953
2015-06-29,18.0595703125
2015-06-30,18.10650634765625
2015-07-01,18.162826538085938
2015-07-02,18.237916946411133
2015-07-06,18.190977096557617
2015-07-07,18.172208786010742
2015-07-08,17.871841430664062
2015-07-09,17.956317901611328
2015-07-10,18.153432846069336
2015-07-13,18.331777572631836
2015-07-14,18.331777572631836
2015-07-15,18.07834815979004
2015-07-16,18.10650634765625
2015-07-17,18.03141212463379
2015-07-20,17.76858901977539
2015-07-21,17.82491111755371
2015-07-22,17.458837509155273
2015-07-23,17.66533851623535
2015-07-24,17.23356056213379
2015-07-27,17.16786003112793
2015-07-28,17.42128562927246
2015-07-29,17.468223571777344
2015-07-30,18.012636184692383
2015-07-31,18.07834815979004
2015-08-03,17.66533851623535
2015-08-04,17.55270767211914
2015-08-05,17.78736686706543
2015-08-06,17.74043083190918
2015-08-07,17.76858901977539
2015-08-10,18.10650634765625
2015-08-11,17.759201049804688
2015-08-12,17.7122745513916
2015-08-13,17.430681228637695
2015-08-14,17.50577163696289
2015-08-17,17.59963607788086
2015-08-18,17.31804084777832
2015-08-19,17.13031005859375
2015-08-20,16.66098976135254
2015-08-21,16.201053619384766
2015-08-24,15.759885787963867
2015-08-25,15.75049877166748
2015-08-26,16.435710906982422
2015-08-27,16.886262893676758
2015-08-28,16.9144229888916
2015-08-31,16.933195114135742
2015-09-01,16.48263931274414
2015-09-02,16.77462387084961
2015-09-03,16.962997436523438
2015-09-04,16.595670700073242
2015-09-08,17.05718421936035
2015-09-09,16.73694610595703
2015-09-10,16.849964141845703
2015-09-11,16.849964141845703
2015-09-14,16.887645721435547
2015-09-15,17.867185592651367
2015-09-16,18.187421798706055
2015-09-17,17.763587951660156
2015-09-18,17.358579635620117
2015-09-21,16.98183250427246
2015-09-22,16.520320892333984
2015-09-23,16.322525024414062
2015-09-24,16.341367721557617
2015-09-25,16.3131103515625
2015-09-28,15.974037170410156
2015-09-29,16.134151458740234
2015-09-30,16.962997436523438
2015-10-01,16.765201568603516
2015-10-02,17.160781860351562
2015-10-05,17.61288070678711
2015-10-06,17.754159927368164
2015-10-07,17.914281845092773
2015-10-08,17.98020362854004
2015-10-09,17.594051361083984
2015-10-12,17.462181091308594
2015-10-13,17.113698959350586
2015-10-14,17.51869010925293
2015-10-15,17.424510955810547
2015-10-16,17.151369094848633
2015-10-19,17.179628372192383
2015-10-20,17.226715087890625
2015-10-21,17.51869010925293
2015-10-22,17.546951293945312
2015-10-23,17.94253921508789
2015-10-26,17.659975051879883
2015-10-27,17.462181091308594
2015-10-28,19.15753936767578
2015-10-29,18.25334930419922
2015-10-30,18.385215759277344
2015-11-02,18.752544403076172
2015-11-03,18.865562438964844
2015-11-04,18.837308883666992
2015-11-05,18.648937225341797
2015-11-06,18.827890396118164
2015-11-09,18.950328826904297
2015-11-10,18.94091796875
2015-11-11,19.355335235595703
2015-11-12,18.846731185913086
2015-11-13,18.761960983276367
2015-11-16,19.091609954833984
2015-11-17,18.922082901000977
2015-11-18,19.30824089050293
2015-11-19,19.33649444580078
2015-11-20,19.383588790893555
2015-11-23,19.251733779907227
2015-11-24,19.232891082763672
2015-11-25,19.37417984008789
2015-11-27,19.421266555786133
2015-11-30,19.62908172607422
2015-12-01,19.846336364746094
2015-12-02,19.704648971557617
2015-12-03,19.251230239868164
2015-12-04,19.62908172607422
2015-12-07,19.459056854248047
2015-12-08,19.449602127075195
2015-12-09,19.194555282592773
2015-12-10,19.270124435424805
2015-12-11,19.100093841552734
2015-12-14,18.835601806640625
2015-12-15,19.13788414001465
2015-12-16,19.2228946685791
2015-12-17,19.47793960571289
2015-12-18,19.496829986572266
2015-12-21,19.82744789123535
2015-12-22,19.99747657775879
2015-12-23,20.29030990600586
2015-12-24,20.271411895751953
2015-12-28,20.139171600341797
2015-12-29,20.176956176757812
2015-12-30,20.063602447509766
2015-12-31,19.525177001953125
2016-01-04,19.21344566345215
2016-01-05,19.374038696289062
2016-01-06,18.93006706237793
2016-01-07,18.429418563842773
2016-01-08,18.051572799682617
2016-01-11,18.155481338500977
2016-01-12,18.353853225708008
2016-01-13,17.900440216064453
2016-01-14,18.334957122802734
2016-01-15,17.92877197265625
2016-01-19,18.127145767211914
2016-01-20,18.334957122802734
2016-01-21,18.278278350830078
2016-01-22,18.684463500976562
2016-01-25,18.363290786743164
2016-01-26,18.72224998474121
2016-01-27,18.835601806640625
2016-01-28,17.938215255737305
2016-01-29,18.353853225708008
2016-02-01,18.391633987426758
2016-02-02,17.758743286132812
2016-02-03,17.513139724731445
2016-02-04,17.654834747314453
2016-02-05,17.333663940429688
2016-02-08,16.955820083618164
2016-02-09,16.78579330444336
2016-02-10,16.936922073364258
2016-02-11,16.577966690063477
2016-02-12,16.73855972290039
2016-02-16,17.220317840576172
2016-02-17,17.683170318603516
2016-02-18,17.749300003051758
2016-02-19,17.78708267211914
