,TER
2016-02-22,17.83431053161621
2016-02-23,17.617050170898438
2016-02-24,17.96768569946289
2016-02-25,18.2330322265625
2016-02-26,18.11931037902832
2016-02-29,18.081403732299805
2016-03-01,18.536283493041992
2016-03-02,18.57419204711914
2016-03-03,18.716337203979492
2016-03-04,18.640527725219727
2016-03-07,18.924827575683594
2016-03-08,18.536283493041992
2016-03-09,18.612096786499023
2016-03-10,18.81110954284668
2016-03-11,19.104883193969727
2016-03-14,19.00063133239746
2016-03-15,19.19964599609375
2016-03-16,19.53132438659668
2016-03-17,19.711380004882812
2016-03-18,20.13783836364746
2016-03-21,20.194692611694336
2016-03-22,20.09992790222168
2016-03-23,19.957778930664062
2016-03-24,19.986209869384766
2016-03-28,19.948305130004883
2016-03-29,20.336841583251953
2016-03-30,20.431610107421875
2016-03-31,20.460037231445312
2016-04-01,20.611663818359375
2016-04-04,20.52637481689453
2016-04-05,20.06201934814453
2016-04-06,20.08097267150879
2016-04-07,19.55027961730957
2016-04-08,19.76824378967285
2016-04-11,19.701904296875
2016-04-12,19.56923484802246
2016-04-13,19.891441345214844
2016-04-14,19.720861434936523
2016-04-15,19.626089096069336
2016-04-18,19.645050048828125
2016-04-19,19.60714340209961
2016-04-20,19.56923484802246
2016-04-21,19.474470138549805
2016-04-22,19.60714340209961
2016-04-25,19.370229721069336
2016-04-26,19.63557243347168
2016-04-27,19.891441345214844
2016-04-28,18.204605102539062
2016-04-29,17.92030143737793
2016-05-02,18.005592346191406
2016-05-03,17.891868591308594
2016-05-04,17.778152465820312
2016-05-05,17.816062927246094
2016-05-06,17.74024772644043
2016-05-09,17.83500862121582
2016-05-10,17.958215713500977
2016-05-11,17.844486236572266
2016-05-12,17.53176498413086
2016-05-13,17.493852615356445
2016-05-16,17.617050170898438
2016-05-17,17.38960838317871
2016-05-18,17.53176498413086
2016-05-19,17.474905014038086
2016-05-20,17.86344337463379
2016-05-23,17.86344337463379
2016-05-24,18.365699768066406
2016-05-25,18.413089752197266
2016-05-26,18.488903045654297
2016-05-27,18.764572143554688
2016-05-31,18.831111907958984
2016-06-01,18.81209945678711
2016-06-02,18.764572143554688
2016-06-03,18.736051559448242
2016-06-06,18.745559692382812
2016-06-07,18.945180892944336
2016-06-08,19.125791549682617
2016-06-09,19.23036003112793
2016-06-10,18.916664123535156
2016-06-13,18.726547241210938
2016-06-14,18.602970123291016
2016-06-15,18.507915496826172
2016-06-16,18.213232040405273
2016-06-17,18.137182235717773
2016-06-20,18.54593849182129
2016-06-21,18.755062103271484
2016-06-22,18.850126266479492
2016-06-23,19.27789306640625
2016-06-24,18.061140060424805
2016-06-27,17.27214813232422
2016-06-28,17.89002799987793
2016-06-29,18.270263671875
2016-06-30,18.717041015625
2016-07-01,18.488901138305664
2016-07-05,18.222728729248047
2016-07-06,18.346311569213867
2016-07-07,18.46038818359375
2016-07-08,18.916664123535156
2016-07-11,19.515531539916992
2016-07-12,19.848237991333008
2016-07-13,20.123905181884766
2016-07-14,19.819721221923828
2016-07-15,19.7531795501709
2016-07-18,19.848237991333008
2016-07-19,19.781700134277344
2016-07-20,20.276002883911133
2016-07-21,19.734167098999023
2016-07-22,19.848237991333008
2016-07-25,19.8292293548584
2016-07-26,20.085887908935547
2016-07-27,20.104902267456055
2016-07-28,19.439483642578125
2016-07-29,18.77407455444336
2016-08-01,18.77407455444336
2016-08-02,18.517419815063477
2016-08-03,18.54593849182129
2016-08-04,18.698030471801758
2016-08-05,19.135297775268555
2016-08-08,19.07826805114746
2016-08-09,18.89764976501465
2016-08-10,18.90715980529785
2016-08-11,19.021228790283203
2016-08-12,19.087764739990234
2016-08-15,19.58207893371582
2016-08-16,19.2398624420166
2016-08-17,19.41097068786621
2016-08-18,19.58207893371582
2016-08-19,19.81021499633789
2016-08-22,19.819721221923828
2016-08-23,20.000335693359375
2016-08-24,19.81021499633789
2016-08-25,19.89576530456543
2016-08-26,20.019346237182617
2016-08-29,20.06687355041504
2016-08-30,20.237979888916016
2016-08-31,20.019346237182617
2016-09-01,20.16193199157715
2016-09-02,20.285856246948242
2016-09-06,20.13333511352539
2016-09-07,20.266788482666016
2016-09-08,20.285856246948242
2016-09-09,19.332576751708984
2016-09-12,19.56136703491211
2016-09-13,19.418378829956055
2016-09-14,19.38024139404297
2016-09-15,19.904539108276367
2016-09-16,19.885480880737305
2016-09-19,20.104740142822266
2016-09-20,19.961742401123047
2016-09-21,20.3144588470459
2016-09-22,20.552778244018555
2016-09-23,20.295392990112305
2016-09-26,20.076133728027344
2016-09-27,20.190532684326172
2016-09-28,20.409786224365234
2016-09-29,20.247730255126953
2016-09-30,20.57183837890625
2016-10-03,20.466978073120117
2016-10-04,20.285856246948242
2016-10-05,20.609981536865234
2016-10-06,20.819692611694336
2016-10-07,20.80063247680664
2016-10-10,20.57183837890625
2016-10-11,20.171464920043945
2016-10-12,20.21912956237793
2016-10-13,19.97127914428711
2016-10-14,20.2095947265625
2016-10-17,20.171464920043945
2016-10-18,20.266788482666016
2016-10-19,20.428857803344727
2016-10-20,20.295392990112305
2016-10-21,20.409786224365234
2016-10-24,20.953155517578125
2016-10-25,20.905492782592773
2016-10-26,20.991289138793945
2016-10-27,21.75391387939453
2016-10-28,22.001771926879883
2016-10-31,22.20195960998535
2016-11-01,22.144760131835938
2016-11-02,21.89690399169922
2016-11-03,21.89690399169922
2016-11-04,21.763450622558594
2016-11-07,22.249624252319336
2016-11-08,22.344953536987305
2016-11-09,22.449811935424805
2016-11-10,22.30682373046875
2016-11-11,22.707199096679688
2016-11-14,22.907386779785156
2016-11-15,23.145709991455078
2016-11-16,23.326833724975586
2016-11-17,23.527021408081055
2016-11-18,23.574689865112305
2016-11-21,23.574689865112305
2016-11-22,23.555618286132812
2016-11-23,23.73674201965332
2016-11-25,23.984596252441406
2016-11-28,23.841262817382812
2016-11-29,23.49726104736328
2016-11-30,23.296594619750977
2016-12-01,22.388811111450195
2016-12-02,22.87614631652832
2016-12-05,23.19148063659668
2016-12-06,23.860376358032227
2016-12-07,24.385934829711914
2016-12-08,25.0834903717041
2016-12-09,24.691713333129883
2016-12-12,24.443265914916992
2016-12-13,24.52927017211914
2016-12-14,24.37636947631836
2016-12-15,24.74905014038086
2016-12-16,24.405044555664062
2016-12-19,24.634376525878906
2016-12-20,24.67259979248047
2016-12-21,24.52927017211914
2016-12-22,24.452823638916016
2016-12-23,24.57704734802246
2016-12-27,24.768156051635742
2016-12-28,24.491039276123047
2016-12-29,24.43370819091797
2016-12-30,24.27126121520996
2017-01-03,24.25215721130371
2017-01-04,24.395488739013672
2017-01-05,24.50060272216797
2017-01-06,24.51015281677246
2017-01-09,24.57704734802246
2017-01-10,25.14082145690918
2017-01-11,25.05482292175293
2017-01-12,25.064382553100586
2017-01-13,25.36060333251953
2017-01-17,24.71082305908203
2017-01-18,25.016605377197266
2017-01-19,24.93060302734375
2017-01-20,25.121719360351562
2017-01-23,24.86371421813965
2017-01-24,25.35104751586914
2017-01-25,25.99127769470215
2017-01-26,26.344833374023438
2017-01-27,27.290843963623047
2017-01-30,27.520174026489258
2017-01-31,27.11883544921875
2017-02-01,27.338623046875
2017-02-02,27.424619674682617
2017-02-03,27.510618209838867
2017-02-06,27.338623046875
2017-02-07,27.596622467041016
2017-02-08,27.5775089263916
2017-02-09,27.462841033935547
2017-02-10,27.61573028564453
2017-02-13,27.61573028564453
2017-02-14,27.663511276245117
2017-02-15,27.663511276245117
2017-02-16,27.6444034576416
2017-02-17,27.87373161315918
2017-02-21,28.150846481323242
2017-02-22,28.102951049804688
2017-02-23,27.84433364868164
2017-02-24,27.719818115234375
2017-02-27,27.64319610595703
2017-02-28,27.240896224975586
2017-03-01,27.84433364868164
2017-03-02,27.537826538085938
2017-03-03,27.67192840576172
2017-03-06,27.863496780395508
2017-03-07,27.815601348876953
2017-03-08,27.940114974975586
2017-03-09,28.016746520996094
2017-03-10,28.486087799072266
2017-03-13,28.830909729003906
2017-03-14,28.792587280273438
2017-03-15,29.415191650390625
2017-03-16,29.53013801574707
2017-03-17,29.53013801574707
2017-03-20,29.635488510131836
2017-03-21,28.821331024169922
2017-03-22,29.18531036376953
2017-03-23,29.261934280395508
2017-03-24,29.37687873840332
2017-03-27,29.54928970336914
2017-03-28,29.55886459350586
2017-03-29,29.367298126220703
2017-03-30,29.61634063720703
2017-03-31,29.78874397277832
2017-04-03,29.578020095825195
2017-04-04,29.86536979675293
2017-04-05,30.392187118530273
2017-04-06,30.48797035217285
2017-04-07,30.669963836669922
2017-04-10,30.420927047729492
2017-04-11,30.4592342376709
2017-04-12,30.02821159362793
2017-04-13,29.683380126953125
2017-04-17,30.037784576416016
2017-04-18,29.951581954956055
2017-04-19,30.535860061645508
2017-04-20,30.99562644958496
2017-04-21,31.072248458862305
2017-04-24,31.589479446411133
2017-04-25,32.14502716064453
2017-04-26,32.346168518066406
2017-04-27,34.81739044189453
2017-04-28,33.782936096191406
2017-05-01,34.27142333984375
2017-05-02,34.338470458984375
2017-05-03,33.926605224609375
2017-05-04,34.079856872558594
2017-05-05,34.09901428222656
2017-05-08,33.87871170043945
2017-05-09,33.993656158447266
2017-05-10,34.09901428222656
2017-05-11,34.1373291015625
2017-05-12,33.74462127685547
2017-05-15,34.24269485473633
2017-05-16,34.27142333984375
2017-05-17,32.43238067626953
2017-05-18,33.19865417480469
2017-05-19,33.38062286376953
2017-05-22,33.438106536865234
2017-05-23,33.438106536865234
2017-05-24,33.66799545288086
2017-05-25,33.8499870300293
2017-05-26,34.089439392089844
2017-05-30,34.24299621582031
2017-05-31,34.118228912353516
2017-06-01,33.98385238647461
2017-06-02,33.84950637817383
2017-06-05,33.734352111816406
2017-06-06,33.48480987548828
2017-06-07,33.887901306152344
2017-06-08,34.338966369628906
2017-06-09,32.669044494628906
2017-06-12,32.04521179199219
2017-06-13,31.949256896972656
2017-06-14,31.27744483947754
2017-06-15,30.68240737915039
2017-06-16,31.22946548461914
2017-06-19,31.43099594116211
2017-06-20,31.10468864440918
2017-06-21,31.200664520263672
2017-06-22,30.69200897216797
2017-06-23,31.13348388671875
2017-06-26,30.663219451904297
2017-06-27,29.761079788208008
2017-06-28,29.933828353881836
2017-06-29,29.079673767089844
2017-06-30,28.820547103881836
2017-07-03,28.494239807128906
2017-07-05,29.63631248474121
2017-07-06,29.559532165527344
2017-07-07,30.135374069213867
2017-07-10,31.07590103149414
2017-07-11,31.344627380371094
2017-07-12,31.709304809570312
2017-07-13,31.824487686157227
2017-07-14,32.62105941772461
2017-07-17,32.7170295715332
2017-07-18,33.11051940917969
2017-07-19,33.40803146362305
2017-07-20,33.90708923339844
2017-07-21,33.71514892578125
2017-07-24,34.22378921508789
2017-07-25,34.646080017089844
2017-07-26,35.3178825378418
2017-07-27,32.99535369873047
2017-07-28,33.0913200378418
2017-07-31,33.196895599365234
2017-08-01,33.11051940917969
2017-08-02,31.97803497314453
2017-08-03,31.968441009521484
2017-08-04,32.112403869628906
2017-08-07,32.52509689331055
2017-08-08,32.352333068847656
2017-08-09,32.21797561645508
2017-08-10,31.306232452392578
2017-08-11,32.13159942626953
2017-08-14,32.97615432739258
2017-08-15,33.206485748291016
2017-08-16,33.25447082519531
2017-08-17,32.381134033203125
2017-08-18,32.505889892578125
2017-08-21,32.56346893310547
2017-08-22,33.43682861328125
2017-08-23,33.379241943359375
2017-08-24,33.1201171875
2017-08-25,33.13930892944336
2017-08-28,33.45601272583008
2017-08-29,33.609561920166016
2017-08-30,34.42533874511719
2017-08-31,34.175811767578125
2017-09-01,34.34855270385742
2017-09-05,34.02226257324219
2017-09-06,34.25304412841797
2017-09-07,34.28190231323242
2017-09-08,33.7337760925293
2017-09-11,34.368446350097656
2017-09-12,34.714622497558594
2017-09-13,34.64730453491211
2017-09-14,34.46460723876953
