,GD
2015-09-23,111.2664566040039
2015-09-24,112.84701538085938
2015-09-25,112.44783020019531
2015-09-28,110.07697296142578
2015-09-29,110.46804809570312
2015-09-30,112.39079284667969
2015-10-01,112.5781478881836
2015-10-02,113.35214233398438
2015-10-05,117.4176254272461
2015-10-06,114.59866333007812
2015-10-07,114.91799926757812
2015-10-08,116.18702697753906
2015-10-09,116.85022735595703
2015-10-12,117.64435577392578
2015-10-13,116.0232925415039
2015-10-14,114.21388244628906
2015-10-15,115.67945098876953
2015-10-16,116.01510620117188
2015-10-19,115.64665985107422
2015-10-20,115.64665985107422
2015-10-21,117.15316009521484
2015-10-22,120.5591049194336
2015-10-23,121.40238952636719
2015-10-26,121.2959213256836
2015-10-27,121.5006103515625
2015-10-28,123.44926452636719
2015-10-29,122.78604125976562
2015-10-30,121.64801788330078
2015-11-02,121.76264953613281
2015-11-03,120.49359893798828
2015-11-04,120.58361053466797
2015-11-05,120.4117202758789
2015-11-06,119.47017669677734
2015-11-09,118.13562774658203
2015-11-10,117.84903717041016
2015-11-11,117.33329772949219
2015-11-12,116.1379165649414
2015-11-13,115.114501953125
2015-11-16,117.30867767333984
2015-11-17,116.97301483154297
2015-11-18,117.6607666015625
2015-11-19,118.88067626953125
2015-11-20,119.12629699707031
2015-11-23,118.38124084472656
2015-11-24,119.15089416503906
2015-11-25,118.86430358886719
2015-11-27,119.17535400390625
2015-11-30,119.91229248046875
2015-12-01,120.84564971923828
2015-12-02,119.00349426269531
2015-12-03,116.22797393798828
2015-12-04,117.76721954345703
2015-12-07,117.15316009521484
2015-12-08,116.26069641113281
2015-12-09,114.76242065429688
2015-12-10,114.62323760986328
2015-12-11,112.85478210449219
2015-12-14,113.96007537841797
2015-12-15,113.01850891113281
2015-12-16,114.3284912109375
2015-12-17,113.11676788330078
2015-12-18,111.92958068847656
2015-12-21,113.05941772460938
2015-12-22,114.57408142089844
2015-12-23,114.5331802368164
2015-12-24,114.49226379394531
2015-12-28,114.28755187988281
2015-12-29,114.90161895751953
2015-12-30,114.01738739013672
2015-12-31,112.4617691040039
2016-01-04,111.40563201904297
2016-01-05,111.8722915649414
2016-01-06,110.74244689941406
2016-01-07,107.09086608886719
2016-01-08,106.5914306640625
2016-01-11,107.49202728271484
2016-01-12,108.4745101928711
2016-01-13,106.21122741699219
2016-01-14,106.2029800415039
2016-01-15,103.69275665283203
2016-01-19,104.83676147460938
2016-01-20,102.20308685302734
2016-01-21,102.31830596923828
2016-01-22,104.00550079345703
2016-01-25,102.54876708984375
2016-01-26,104.83676147460938
2016-01-27,106.17005157470703
2016-01-28,105.88201141357422
2016-01-29,110.09588623046875
2016-02-01,109.97242736816406
2016-02-02,109.89838409423828
2016-02-03,110.11233520507812
2016-02-04,111.39628601074219
2016-02-05,110.44981384277344
2016-02-08,108.85310363769531
2016-02-09,108.74614715576172
2016-02-10,109.5197982788086
2016-02-11,105.82437896728516
2016-02-12,107.1412124633789
2016-02-16,108.23583221435547
2016-02-17,111.13289642333984
2016-02-18,111.14937591552734
2016-02-19,111.32219696044922
2016-02-22,112.44149780273438
2016-02-23,111.85713958740234
2016-02-24,111.23164367675781
2016-02-25,112.95176696777344
2016-02-26,112.84477996826172
2016-02-29,112.1534423828125
2016-03-01,113.77479553222656
2016-03-02,111.61023712158203
2016-03-03,111.71720886230469
2016-03-04,111.33866119384766
2016-03-07,108.9107666015625
2016-03-08,108.14529418945312
2016-03-09,108.56507873535156
2016-03-10,109.93128967285156
2016-03-11,111.53617858886719
2016-03-14,110.45802307128906
2016-03-15,109.70082092285156
2016-03-16,110.27696990966797
2016-03-17,110.38394165039062
2016-03-18,111.47856140136719
2016-03-21,110.92713928222656
2016-03-22,111.30577850341797
2016-03-23,110.54854583740234
2016-03-24,106.23592376708984
2016-03-28,107.6679916381836
2016-03-29,108.52391052246094
2016-03-30,108.41692352294922
2016-03-31,108.12060546875
2016-04-01,108.91897583007812
2016-04-04,108.38397216796875
2016-04-05,107.6844253540039
2016-04-06,109.04206085205078
2016-04-07,108.76889038085938
2016-04-08,110.02719116210938
2016-04-11,109.19107818603516
2016-04-12,110.5570068359375
2016-04-13,111.19442749023438
2016-04-14,110.57356262207031
2016-04-15,111.60008239746094
2016-04-18,112.82524871826172
2016-04-19,113.1563720703125
2016-04-20,113.17296600341797
2016-04-21,114.00907135009766
2016-04-22,114.1580581665039
2016-04-25,113.23916625976562
2016-04-26,114.82861328125
2016-04-27,118.88496398925781
2016-04-28,116.85681915283203
2016-04-29,116.32701110839844
2016-05-02,117.41146850585938
2016-05-03,117.83364868164062
2016-05-04,117.08031463623047
2016-05-05,117.71772766113281
2016-05-06,118.74421691894531
2016-05-09,118.35517120361328
2016-05-10,120.62345123291016
2016-05-11,120.00260925292969
2016-05-12,120.29227447509766
2016-05-13,119.51416778564453
2016-05-16,120.34200286865234
2016-05-17,120.03568267822266
2016-05-18,119.46451568603516
2016-05-19,118.86845397949219
2016-05-20,119.7210922241211
2016-05-23,117.75914001464844
2016-05-24,118.34690856933594
2016-05-25,118.35517120361328
2016-05-26,118.23931884765625
2016-05-27,118.48765563964844
2016-05-31,117.44457244873047
2016-06-01,117.11345672607422
2016-06-02,116.00415802001953
2016-06-03,116.08689880371094
2016-06-06,116.17797088623047
2016-06-07,116.77404022216797
2016-06-08,117.12997436523438
