,NKE
2015-02-09,40.633270263671875
2015-02-10,41.337440490722656
2015-02-11,40.695655822753906
2015-02-12,41.003173828125
2015-02-13,41.02101135253906
2015-02-17,40.9407844543457
2015-02-18,41.72519302368164
2015-02-19,41.7608528137207
2015-02-20,42.30905532836914
2015-02-23,42.344696044921875
2015-02-24,42.527427673339844
2015-02-25,43.151390075683594
2015-02-26,43.3525276184082
2015-02-27,43.410621643066406
2015-03-02,44.139217376708984
2015-03-03,43.790565490722656
2015-03-04,43.58942413330078
2015-03-05,44.00958251953125
2015-03-06,43.31676483154297
2015-03-09,43.5492057800293
2015-03-10,43.13798904418945
2015-03-11,42.61502456665039
2015-03-12,43.3748779296875
2015-03-13,42.8250846862793
2015-03-16,43.1067008972168
2015-03-17,43.151390075683594
2015-03-18,43.58496856689453
2015-03-19,43.94700622558594
2015-03-20,45.582950592041016
2015-03-23,45.35053634643555
2015-03-24,44.98848342895508
2015-03-25,44.24649429321289
2015-03-26,44.398468017578125
2015-03-27,44.64429473876953
2015-03-30,45.09576416015625
2015-03-31,44.84543991088867
2015-04-01,44.496803283691406
2015-04-02,44.54596710205078
2015-04-06,44.57725524902344
2015-04-07,44.52361297607422
2015-04-08,45.07340621948242
2015-04-09,45.019771575927734
2015-04-10,44.68454360961914
2015-04-13,44.37163543701172
2015-04-14,44.48785400390625
2015-04-15,44.62195587158203
2015-04-16,44.65324020385742
2015-04-17,44.049835205078125
2015-04-20,44.6934700012207
2015-04-21,44.82756423950195
2015-04-22,44.764984130859375
2015-04-23,45.194087982177734
2015-04-24,45.12255859375
2015-04-27,45.11809539794922
2015-04-28,44.63536071777344
2015-04-29,44.77391815185547
2015-04-30,44.179443359375
2015-05-01,45.04657745361328
2015-05-04,45.068939208984375
2015-05-05,44.885677337646484
2015-05-06,44.796268463134766
2015-05-07,45.346065521240234
2015-05-08,45.7885627746582
2015-05-11,45.94501495361328
2015-05-12,45.75728988647461
2015-05-13,45.66342544555664
2015-05-14,46.23554992675781
2015-05-15,46.92390060424805
2015-05-18,46.82109451293945
2015-05-19,46.77191925048828
2015-05-20,46.758522033691406
2015-05-21,46.66465377807617
2015-05-22,46.67805480957031
2015-05-26,46.226600646972656
2015-05-27,45.96736526489258
2015-05-28,45.850826263427734
2015-05-29,45.56846237182617
2015-06-01,45.60877990722656
2015-06-02,45.765663146972656
2015-06-03,45.944942474365234
2015-06-04,45.693946838378906
2015-06-05,45.72982406616211
2015-06-08,45.46536636352539
2015-06-09,45.42504119873047
2015-06-10,46.31694412231445
2015-06-11,46.558982849121094
2015-06-12,46.51416778564453
2015-06-15,46.32144546508789
2015-06-16,46.86376190185547
2015-06-17,46.948917388916016
2015-06-18,47.50918197631836
2015-06-19,47.746707916259766
2015-06-22,47.86324691772461
2015-06-23,48.04701232910156
2015-06-24,47.607784271240234
2015-06-25,47.159568786621094
2015-06-26,49.1719970703125
2015-06-29,48.257659912109375
2015-06-30,48.4145393371582
2015-07-01,49.0464973449707
2015-07-02,49.24370193481445
2015-07-06,49.23025894165039
2015-07-07,49.8801383972168
2015-07-08,48.97478103637695
2015-07-09,49.05097961425781
2015-07-10,49.535030364990234
2015-07-13,50.38212203979492
2015-07-14,50.35074996948242
2015-07-15,50.153541564941406
2015-07-16,50.35074996948242
2015-07-17,50.55693054199219
2015-07-20,50.704837799072266
2015-07-21,50.64207458496094
2015-07-22,51.13509750366211
2015-07-23,51.09476852416992
2015-07-24,50.64207458496094
2015-07-27,50.07735061645508
2015-07-28,50.85722732543945
2015-07-29,51.507110595703125
2015-07-30,51.54746627807617
2015-07-31,51.641571044921875
2015-08-03,51.466773986816406
2015-08-04,51.8880729675293
2015-08-05,52.32731628417969
2015-08-06,51.59674072265625
2015-08-07,51.32334518432617
2015-08-10,51.704307556152344
2015-08-11,51.30093765258789
2015-08-12,50.67345428466797
2015-08-13,50.915489196777344
2015-08-14,51.25611877441406
2015-08-17,51.53399658203125
2015-08-18,51.462303161621094
2015-08-19,51.525028228759766
2015-08-20,50.33283233642578
2015-08-21,47.89909362792969
2015-08-24,46.55450439453125
2015-08-25,46.4021110534668
2015-08-26,48.74618911743164
2015-08-27,50.47624969482422
2015-08-28,50.42247009277344
2015-08-31,50.086299896240234
2015-09-01,48.68793869018555
2015-09-02,49.61569595336914
2015-09-03,49.80892562866211
2015-09-04,49.28770065307617
2015-09-08,50.21332550048828
2015-09-09,49.36408615112305
2015-09-10,49.597740173339844
2015-09-11,50.244789123535156
2015-09-14,50.276241302490234
2015-09-15,51.152427673339844
2015-09-16,51.93428039550781
2015-09-17,51.794986724853516
2015-09-18,51.696136474609375
2015-09-21,52.37461853027344
2015-09-22,52.10953140258789
2015-09-23,51.866886138916016
2015-09-24,51.579307556152344
2015-09-25,56.167030334472656
2015-09-28,54.881927490234375
2015-09-29,53.772071838378906
2015-09-30,55.254878997802734
2015-10-01,55.64128875732422
2015-10-02,56.26139450073242
2015-10-05,55.839012145996094
2015-10-06,55.353729248046875
2015-10-07,54.86395263671875
2015-10-08,56.126583099365234
2015-10-09,56.14006805419922
2015-10-12,56.8095817565918
2015-10-13,56.5309944152832
2015-10-14,56.54446792602539
2015-10-15,57.8700065612793
2015-10-16,58.6248893737793
2015-10-19,59.856082916259766
2015-10-20,59.47864532470703
2015-10-21,59.523563385009766
2015-10-22,59.496612548828125
2015-10-23,58.651859283447266
2015-10-26,59.03379440307617
2015-10-27,58.78218078613281
2015-10-28,58.993350982666016
2015-10-29,58.91697692871094
2015-10-30,58.87651062011719
2015-11-02,58.948421478271484
2015-11-03,59.04277420043945
2015-11-04,58.575477600097656
2015-11-05,59.249481201171875
2015-11-06,59.213523864746094
2015-11-09,58.62937545776367
2015-11-10,58.41370391845703
2015-11-11,57.25442886352539
2015-11-12,56.60738754272461
2015-11-13,54.7561149597168
2015-11-16,55.47504425048828
2015-11-17,55.07963943481445
2015-11-18,56.517513275146484
2015-11-19,56.517513275146484
2015-11-20,59.60444259643555
2015-11-23,59.51908493041992
2015-11-24,59.54153060913086
2015-11-25,60.26947021484375
2015-11-27,60.359344482421875
2015-11-30,59.43820571899414
2015-12-01,59.901023864746094
2015-12-02,59.60444259643555
2015-12-03,58.01828384399414
2015-12-04,59.460670471191406
2015-12-07,59.27600860595703
2015-12-08,59.321022033691406
2015-12-09,58.03281021118164
2015-12-10,57.942726135253906
2015-12-11,56.88423538208008
2015-12-14,57.59140396118164
2015-12-15,57.92922592163086
2015-12-16,58.97419357299805
2015-12-17,58.65440368652344
2015-12-18,57.88867950439453
2015-12-21,58.46522521972656
2015-12-22,59.38860321044922
2015-12-23,57.97425842285156
2015-12-24,56.9157600402832
2015-12-28,57.48329544067383
2015-12-29,57.88867950439453
2015-12-30,56.978824615478516
2015-12-31,56.30318832397461
2016-01-04,55.420352935791016
2016-01-05,56.19508743286133
2016-01-06,55.3933219909668
2016-01-07,53.915931701660156
2016-01-08,53.0330924987793
2016-01-11,53.64567565917969
2016-01-12,53.99699783325195
2016-01-13,52.95201873779297
2016-01-14,52.708778381347656
2016-01-15,51.85297393798828
2016-01-19,52.537628173828125
2016-01-20,53.18623733520508
2016-01-21,54.555519104003906
2016-01-22,54.84380340576172
2016-01-25,54.681644439697266
2016-01-26,55.050987243652344
2016-01-27,53.672698974609375
2016-01-28,55.132083892822266
2016-01-29,55.86176300048828
2016-02-01,56.89774703979492
2016-02-02,56.34822082519531
2016-02-03,56.29418182373047
2016-02-04,54.20419692993164
2016-02-05,51.50164031982422
2016-02-08,49.58283996582031
2016-02-09,50.15937042236328
2016-02-10,51.71785354614258
2016-02-11,50.44765090942383
2016-02-12,50.82599639892578
2016-02-16,52.0601692199707
2016-02-17,52.40249252319336
2016-02-18,52.78986740112305
2016-02-19,53.429473876953125
2016-02-22,54.20419692993164
2016-02-23,54.24022674560547
2016-02-24,54.41139602661133
2016-02-25,56.19508743286133
2016-02-26,56.393272399902344
2016-02-29,55.48340606689453
2016-03-01,56.6815299987793
2016-03-02,56.05093765258789
2016-03-03,55.5180778503418
2016-03-04,55.32841873168945
2016-03-07,53.51301956176758
2016-03-08,54.018795013427734
2016-03-09,52.68211364746094
2016-03-10,53.178855895996094
2016-03-11,54.26266860961914
2016-03-14,54.92197799682617
2016-03-15,55.45484924316406
2016-03-16,55.87031555175781
2016-03-17,57.062496185302734
2016-03-18,56.89091110229492
2016-03-21,58.453392028808594
2016-03-22,58.6159553527832
2016-03-23,56.394142150878906
2016-03-24,55.68064880371094
2016-03-28,55.40066146850586
2016-03-29,55.536136627197266
2016-03-30,56.03287887573242
2016-03-31,55.5180778503418
2016-04-01,55.62644958496094
2016-04-04,54.163307189941406
2016-04-05,53.892356872558594
2016-04-06,54.47039031982422
2016-04-07,54.46134948730469
2016-04-08,53.666568756103516
2016-04-11,52.31180953979492
2016-04-12,52.88079071044922
2016-04-13,53.811073303222656
2016-04-14,53.729801177978516
2016-04-15,53.73882293701172
2016-04-18,53.80204391479492
2016-04-19,53.79301834106445
2016-04-20,53.84720230102539
2016-04-21,54.26266860961914
2016-04-22,53.675601959228516
2016-04-25,53.476898193359375
2016-04-26,53.77495193481445
2016-04-27,53.53108596801758
2016-04-28,52.87177276611328
2016-04-29,53.23303985595703
2016-05-02,53.82010269165039
2016-05-03,53.75688552856445
2016-05-04,53.3865852355957
2016-05-05,52.5556640625
2016-05-06,52.77242660522461
2016-05-09,53.03434371948242
2016-05-10,53.467872619628906
2016-05-11,51.48991775512695
2016-05-12,52.37502670288086
2016-05-13,51.760868072509766
2016-05-16,51.607330322265625
2016-05-17,51.571205139160156
2016-05-18,50.68609619140625
2016-05-19,51.51701354980469
2016-05-20,51.01123046875
2016-05-23,50.56867980957031
2016-05-24,51.1105842590332
2016-05-25,50.56867980957031
2016-05-26,50.43321228027344
2016-05-27,50.74931716918945
2016-05-31,49.87324523925781
2016-06-01,49.611324310302734
2016-06-02,49.3939323425293
2016-06-03,48.4156494140625
2016-06-06,49.185585021972656
2016-06-07,48.50621795654297
2016-06-08,49.02252960205078
2016-06-09,49.765316009521484
2016-06-10,49.91929626464844
2016-06-13,49.73813247680664
2016-06-14,49.02252960205078
2016-06-15,49.194644927978516
2016-06-16,48.43375778198242
2016-06-17,48.651161193847656
2016-06-20,49.23993682861328
2016-06-21,49.61132049560547
2016-06-22,49.4301643371582
2016-06-23,49.02252960205078
2016-06-24,47.63665008544922
2016-06-27,47.0025749206543
2016-06-28,48.08955764770508
2016-06-29,49.93741226196289
2016-06-30,50.00082015991211
2016-07-01,50.37220764160156
2016-07-05,50.00082015991211
2016-07-06,50.54430389404297
2016-07-07,50.65299987792969
2016-07-08,51.37765884399414
2016-07-11,51.477298736572266
2016-07-12,52.59144592285156
2016-07-13,52.528045654296875
2016-07-14,52.980934143066406
2016-07-15,52.419334411621094
2016-07-18,52.30156707763672
2016-07-19,52.31968688964844
2016-07-20,52.31968688964844
2016-07-21,51.62222671508789
2016-07-22,51.3867073059082
2016-07-25,51.75810241699219
2016-07-26,51.06062698364258
2016-07-27,50.535247802734375
2016-07-28,50.227272033691406
2016-07-29,50.2725715637207
2016-08-01,50.19103240966797
2016-08-02,49.7471923828125
2016-08-03,49.593204498291016
2016-08-04,49.629425048828125
2016-08-05,50.589599609375
2016-08-08,50.707359313964844
2016-08-09,50.51713180541992
2016-08-10,49.93741226196289
2016-08-11,51.3867073059082
2016-08-12,51.13308334350586
2016-08-15,51.422943115234375
2016-08-16,51.5225944519043
2016-08-17,51.504486083984375
2016-08-18,51.821495056152344
2016-08-19,53.35232162475586
2016-08-22,53.13492965698242
2016-08-23,54.0045051574707
2016-08-24,54.54798126220703
2016-08-25,53.66029739379883
2016-08-26,53.44289779663086
2016-08-29,53.10775375366211
2016-08-30,52.53709030151367
2016-08-31,52.21100616455078
2016-09-01,53.1738395690918
2016-09-02,52.701507568359375
2016-09-06,52.14741516113281
2016-09-07,52.42900466918945
2016-09-08,51.02109146118164
2016-09-09,50.25808334350586
2016-09-12,50.875762939453125
2016-09-13,50.29440689086914
2016-09-14,50.076416015625
2016-09-15,50.385250091552734
2016-09-16,50.121829986572266
2016-09-19,49.91291046142578
2016-09-20,49.840248107910156
2016-09-21,50.267173767089844
2016-09-22,50.33074188232422
2016-09-23,50.09458541870117
2016-09-26,49.413333892822266
2016-09-27,50.267173767089844
2016-09-28,48.36875534057617
2016-09-29,47.37866973876953
2016-09-30,47.82374954223633
2016-10-03,47.8419189453125
2016-10-04,47.36050796508789
2016-10-05,47.34232711791992
2016-10-06,47.260581970214844
2016-10-07,47.0425910949707
2016-10-10,47.0425910949707
2016-10-11,47.06983947753906
2016-10-12,47.63300704956055
2016-10-13,47.260581970214844
2016-10-14,46.88816452026367
2016-10-17,46.35224914550781
2016-10-18,46.524837493896484
2016-10-19,47.05167770385742
2016-10-20,47.133419036865234
2016-10-21,47.02442169189453
2016-10-24,47.115257263183594
2016-10-25,46.370418548583984
2016-10-26,47.20608901977539
2016-10-27,47.133419036865234
2016-10-28,47.25149154663086
2016-10-31,45.58018112182617
2016-11-01,45.07150650024414
2016-11-02,45.16233825683594
2016-11-03,45.17141342163086
2016-11-04,45.380332946777344
2016-11-07,46.24324417114258
2016-11-08,46.39765930175781
2016-11-09,46.43399429321289
2016-11-10,45.77091598510742
2016-11-11,46.1160774230957
2016-11-14,45.60741424560547
2016-11-15,45.53476333618164
2016-11-16,46.03432846069336
2016-11-17,46.860923767089844
2016-11-18,46.41583251953125
2016-11-21,46.57933044433594
2016-11-22,46.969913482666016
2016-11-23,46.63382339477539
2016-11-25,46.797332763671875
2016-11-28,46.334083557128906
2016-11-29,45.988922119140625
2016-11-30,45.480255126953125
2016-12-01,46.17308044433594
2016-12-02,45.99986267089844
2016-12-05,47.26699447631836
2016-12-06,46.10013961791992
2016-12-07,47.49490737915039
2016-12-08,46.9935302734375
2016-12-09,47.148494720458984
2016-12-12,46.984405517578125
2016-12-13,47.677215576171875
2016-12-14,47.21230697631836
2016-12-15,46.75650405883789
2016-12-16,46.4192008972168
2016-12-19,46.35539627075195
2016-12-20,47.21230697631836
2016-12-21,47.677215576171875
2016-12-22,47.53137969970703
2016-12-23,47.32170486450195
2016-12-27,46.75650405883789
2016-12-28,46.5103759765625
2016-12-29,46.54683303833008
2016-12-30,46.33716583251953
2017-01-03,47.38550567626953
2017-01-04,48.37916564941406
2017-01-05,48.37006378173828
2017-01-06,49.14492416381836
2017-01-09,48.661773681640625
2017-01-10,48.41564178466797
2017-01-11,48.03275680541992
2017-01-12,47.76839828491211
2017-01-13,48.2424201965332
2017-01-17,48.90790557861328
2017-01-18,48.561492919921875
2017-01-19,48.25155258178711
2017-01-20,48.497684478759766
2017-01-23,48.53413772583008
2017-01-24,48.725582122802734
2017-01-25,49.09933090209961
2017-01-26,48.90790557861328
2017-01-27,48.48855972290039
2017-01-30,48.38829040527344
2017-01-31,48.22419738769531
2017-02-01,48.333580017089844
2017-02-02,48.133033752441406
2017-02-03,47.73192596435547
2017-02-06,48.133033752441406
2017-02-07,48.14215850830078
2017-02-08,49.11757278442383
2017-02-09,50.421173095703125
2017-02-10,51.2507438659668
2017-02-13,51.132232666015625
2017-02-14,51.460418701171875
2017-02-15,51.63361740112305
2017-02-16,51.3145637512207
2017-02-17,51.7338981628418
2017-02-21,52.289981842041016
2017-02-22,53.09220504760742
2017-02-23,52.31732940673828
2017-02-24,52.745792388916016
2017-02-27,52.590816497802734
2017-02-28,52.107669830322266
2017-03-01,52.82783889770508
2017-03-02,52.85525894165039
2017-03-03,51.84937286376953
2017-03-06,51.91338348388672
2017-03-07,51.712196350097656
2017-03-08,51.67561721801758
2017-03-09,51.53845977783203
2017-03-10,51.60246276855469
2017-03-13,51.821929931640625
2017-03-14,52.37974548339844
2017-03-15,52.727237701416016
2017-03-16,52.6723747253418
2017-03-17,52.85525894165039
2017-03-20,53.659976959228516
2017-03-21,53.047298431396484
2017-03-22,49.307193756103516
2017-03-23,50.633148193359375
2017-03-24,51.53845977783203
2017-03-27,51.145233154296875
2017-03-28,51.776206970214844
2017-03-29,51.83108139038086
2017-03-30,51.245826721191406
2017-03-31,50.96234130859375
2017-04-03,50.806888580322266
2017-04-04,50.331382751464844
2017-04-05,50.27650833129883
2017-04-06,50.42282485961914
2017-04-07,50.3953857421875
2017-04-10,50.20335006713867
2017-04-11,50.22164535522461
2017-04-12,50.8160400390625
2017-04-13,50.605716705322266
2017-04-17,51.42873001098633
2017-04-18,51.30984115600586
2017-04-19,51.081241607666016
2017-04-20,51.57503890991211
2017-04-21,51.07208251953125
2017-04-24,50.72459030151367
2017-04-25,50.706302642822266
2017-04-26,50.44111633300781
2017-04-27,50.72459030151367
2017-04-28,50.66973114013672
2017-05-01,50.2856559753418
2017-05-02,50.35881042480469
2017-05-03,49.8650016784668
2017-05-04,49.81016159057617
2017-05-05,49.33462905883789
2017-05-08,49.65467834472656
2017-05-09,50.19420623779297
2017-05-10,49.8924446105957
2017-05-11,49.599815368652344
2017-05-12,49.563236236572266
2017-05-15,49.170021057128906
2017-05-16,48.264713287353516
2017-05-17,47.36856460571289
2017-05-18,47.258827209472656
2017-05-19,47.341129302978516
2017-05-22,47.15824508666992
2017-05-23,47.73432922363281
2017-05-24,47.560585021972656
2017-05-25,47.87150955200195
2017-05-26,48.090972900390625
2017-05-30,48.392730712890625
2017-05-31,48.456748962402344
2017-06-01,47.9887809753418
2017-06-02,48.61273956298828
2017-06-05,48.64026641845703
2017-06-06,48.153953552246094
2017-06-07,48.84213638305664
2017-06-08,48.81460952758789
2017-06-09,49.05317687988281
2017-06-12,49.57618713378906
2017-06-13,49.833106994628906
2017-06-14,50.15425491333008
2017-06-15,48.53933334350586
2017-06-16,46.88771438598633
2017-06-19,47.73188400268555
2017-06-20,47.30979537963867
2017-06-21,48.25490188598633
2017-06-22,48.08055877685547
2017-06-23,48.49346160888672
2017-06-26,48.88801193237305
2017-06-27,48.58522033691406
2017-06-28,48.96141815185547
2017-06-29,48.787071228027344
2017-06-30,54.136497497558594
2017-07-03,53.81535720825195
2017-07-05,52.8151969909668
2017-07-06,52.448184967041016
2017-07-07,53.20058822631836
2017-07-10,53.888755798339844
2017-07-11,53.38410186767578
2017-07-12,53.420806884765625
2017-07-13,53.16387176513672
2017-07-14,53.21892547607422
2017-07-17,53.0262451171875
2017-07-18,52.89778518676758
2017-07-19,53.00789260864258
2017-07-20,54.228267669677734
2017-07-21,55.008182525634766
2017-07-24,54.09062194824219
2017-07-25,54.49435043334961
2017-07-26,53.549259185791016
2017-07-27,53.3565673828125
2017-07-28,53.83369827270508
2017-07-31,54.182376861572266
2017-08-01,54.907257080078125
2017-08-02,54.86138153076172
2017-08-03,55.182533264160156
2017-08-04,54.83385467529297
2017-08-07,54.86138153076172
2017-08-08,54.5585823059082
2017-08-09,54.96231460571289
2017-08-10,54.200740814208984
2017-08-11,54.108970642089844
2017-08-14,54.85220718383789
2017-08-15,53.73276901245117
2017-08-16,53.714420318603516
2017-08-17,52.72344970703125
2017-08-18,50.42035675048828
2017-08-21,49.1908073425293
2017-08-22,49.66794204711914
2017-08-23,49.1908073425293
2017-08-24,49.4018440246582
2017-08-25,49.45690155029297
2017-08-28,49.30091094970703
2017-08-29,48.38334655761719
2017-08-30,48.22737121582031
2017-08-31,48.6232795715332
2017-09-01,49.129669189453125
2017-09-05,48.807411193847656
2017-09-06,48.577239990234375
2017-09-07,48.23656463623047
2017-09-08,48.061622619628906
2017-09-11,48.82581329345703
2017-09-12,49.16649627685547
2017-09-13,49.2769775390625
2017-09-14,49.47032928466797
2017-09-15,49.599239349365234
2017-09-18,49.25857162475586
2017-09-19,49.102046966552734
2017-09-20,49.31380844116211
2017-09-21,48.973148345947266
2017-09-22,49.0191764831543
2017-09-25,49.009979248046875
2017-09-26,49.442718505859375
2017-09-27,48.49436950683594
2017-09-28,48.45755386352539
2017-09-29,47.739376068115234
2017-10-02,47.75779724121094
2017-10-03,47.3895149230957
2017-10-04,47.95114517211914
2017-10-05,48.04322052001953
2017-10-06,48.264198303222656
2017-10-09,47.435546875
2017-10-10,47.44475555419922
2017-10-11,46.98439407348633
2017-10-12,46.80025863647461
2017-10-13,46.9383430480957
2017-10-16,47.29743194580078
2017-10-17,47.87748336791992
2017-10-18,48.153690338134766
2017-10-19,48.512779235839844
2017-10-20,48.85345458984375
2017-10-23,49.405887603759766
2017-10-24,49.18491744995117
2017-10-25,50.58440399169922
2017-10-26,52.30615997314453
2017-10-27,51.52353286743164
2017-10-30,50.88823699951172
2017-10-31,50.63044738769531
2017-11-01,50.7041015625
2017-11-02,50.75013732910156
2017-11-03,51.293365478515625
2017-11-06,51.59719467163086
2017-11-07,50.77776336669922
2017-11-08,51.339393615722656
2017-11-09,51.68006896972656
2017-11-10,51.64323425292969
2017-11-13,51.47750473022461
2017-11-14,51.541954040527344
2017-11-15,52.14043045043945
2017-11-16,52.69286346435547
2017-11-17,54.497474670410156
2017-11-20,54.55271911621094
2017-11-21,54.68161392211914
2017-11-22,54.386993408203125
2017-11-24,54.617156982421875
2017-11-27,54.902591705322266
2017-11-28,54.856563568115234
2017-11-29,55.574710845947266
2017-11-30,55.62995910644531
2017-12-01,55.31587219238281
2017-12-04,55.519100189208984
2017-12-05,55.814720153808594
2017-12-06,55.16807174682617
2017-12-07,55.98099136352539
2017-12-08,56.62763595581055
2017-12-11,57.1911506652832
2017-12-12,57.43132400512695
2017-12-13,59.39897918701172
2017-12-14,59.611454010009766
2017-12-15,59.851619720458984
2017-12-18,59.870113372802734
2017-12-19,59.34355163574219
2017-12-20,58.743099212646484
2017-12-21,59.83314895629883
2017-12-22,58.4659538269043
2017-12-26,58.79851531982422
2017-12-27,58.15187072753906
2017-12-28,58.15187072753906
2017-12-29,57.78236770629883
2018-01-02,58.65071105957031
2018-01-03,58.641475677490234
2018-01-04,58.60452651977539
2018-01-05,59.10336685180664
2018-01-08,59.629920959472656
2018-01-09,59.20497512817383
2018-01-10,59.32508087158203
2018-01-11,59.38973617553711
2018-01-12,59.74077224731445
2018-01-16,58.58604431152344
2018-01-17,58.94632339477539
2018-01-18,59.22345733642578
2018-01-19,62.08717727661133
2018-01-22,61.32967758178711
2018-01-23,62.02250289916992
2018-01-24,62.81694793701172
2018-01-25,62.5490608215332
2018-01-26,62.85391616821289
2018-01-29,62.428958892822266
2018-01-30,62.198036193847656
2018-01-31,63.02019119262695
2018-02-01,62.49363327026367
2018-02-02,62.096412658691406
2018-02-05,59.48211669921875
2018-02-06,60.24885940551758
2018-02-07,60.62759017944336
2018-02-08,57.72693634033203
2018-02-09,60.498268127441406
2018-02-12,60.950923919677734
2018-02-13,60.84931564331055
2018-02-14,62.779998779296875
2018-02-15,63.084861755371094
2018-02-16,63.09409713745117
2018-02-20,62.3458366394043
2018-02-21,61.93937301635742
2018-02-22,62.013248443603516
2018-02-23,62.964752197265625
2018-02-26,64.34119415283203
2018-02-27,62.84467315673828
2018-02-28,61.9208984375
2018-03-01,61.265010833740234
2018-03-02,61.05189514160156
2018-03-05,60.27357864379883
2018-03-06,60.44961929321289
2018-03-07,59.45818328857422
2018-03-08,60.32917022705078
2018-03-09,61.43177795410156
2018-03-12,61.913604736328125
2018-03-13,61.31133270263672
2018-03-14,61.339134216308594
2018-03-15,61.51518249511719
2018-03-16,61.0704460144043
2018-03-19,60.885108947753906
2018-03-20,61.89508819580078
2018-03-21,61.47810745239258
2018-03-22,59.68984603881836
2018-03-23,59.8844108581543
2018-03-26,61.061161041259766
2018-03-27,61.31133270263672
2018-03-28,60.63492965698242
2018-03-29,61.5615234375
2018-04-02,59.411861419677734
2018-04-03,61.80241012573242
2018-04-04,63.39614486694336
2018-04-05,64.48021697998047
2018-04-06,62.59001541137695
2018-04-09,62.247196197509766
2018-04-10,62.08038330078125
2018-04-11,61.92287826538086
2018-04-12,62.79384231567383
2018-04-13,62.31203842163086
2018-04-16,62.1359748840332
2018-04-17,62.55296325683594
2018-04-18,61.339134216308594
2018-04-19,60.903656005859375
2018-04-20,61.23720169067383
2018-04-23,61.96921157836914
2018-04-24,62.05259323120117
2018-04-25,61.774627685546875
2018-04-26,63.05331039428711
2018-04-27,64.4524154663086
2018-04-30,63.36833190917969
2018-05-01,63.09962463378906
2018-05-02,63.24787139892578
2018-05-03,61.98774337768555
2018-05-04,63.09962463378906
2018-05-07,64.2485580444336
2018-05-08,63.43319320678711
2018-05-09,62.96063232421875
2018-05-10,62.932830810546875
2018-05-11,63.405399322509766
2018-05-14,63.78529739379883
2018-05-15,64.39683532714844
2018-05-16,66.10172271728516
2018-05-17,65.7311019897461
2018-05-18,66.08320617675781
2018-05-21,66.13880157470703
2018-05-22,66.07392883300781
2018-05-23,66.10172271728516
2018-05-24,66.88003540039062
2018-05-25,66.94490814208984
2018-05-29,65.71253967285156
2018-05-30,66.92637634277344
2018-05-31,66.5279312133789
2018-06-01,67.60575866699219
2018-06-04,68.59998321533203
2018-06-05,68.8044204711914
2018-06-06,69.45479583740234
2018-06-07,69.4640884399414
2018-06-08,69.59416198730469
2018-06-11,69.30614471435547
2018-06-12,69.02738952636719
2018-06-13,68.86012268066406
2018-06-14,69.4083251953125
2018-06-15,70.46757507324219
2018-06-18,70.2538833618164
2018-06-19,68.99951934814453
2018-06-20,69.42691040039062
2018-06-21,68.70220184326172
2018-06-22,68.22830200195312
2018-06-25,67.22480773925781
2018-06-26,67.419921875
2018-06-27,66.29566192626953
2018-06-28,66.62086486816406
2018-06-29,74.03558349609375
2018-07-02,72.79977416992188
2018-07-03,70.87640380859375
2018-07-05,71.1272964477539
2018-07-06,71.06227111816406
2018-07-09,71.80555725097656
2018-07-10,72.07506561279297
2018-07-11,71.87993621826172
2018-07-12,71.88920593261719
2018-07-13,71.89849853515625
2018-07-16,72.24227905273438
2018-07-17,71.98211669921875
2018-07-18,71.1644515991211
2018-07-19,71.49897003173828
2018-07-20,71.50825500488281
2018-07-23,71.1644515991211
2018-07-24,70.1795654296875
2018-07-25,71.694091796875
2018-07-26,72.61392974853516
2018-07-27,71.44320678710938
2018-07-30,70.5790786743164
2018-07-31,71.46178436279297
2018-08-01,72.04715728759766
2018-08-02,73.07853698730469
2018-08-03,73.16216278076172
2018-08-06,73.87760162353516
2018-08-07,74.82534790039062
2018-08-08,74.79749298095703
2018-08-09,75.50365447998047
2018-08-10,75.01117706298828
2018-08-13,74.47228240966797
2018-08-14,74.46297454833984
2018-08-15,73.9333724975586
2018-08-16,74.37933349609375
2018-08-17,74.10061645507812
2018-08-20,76.35848236083984
2018-08-21,77.07392120361328
2018-08-22,76.785888671875
2018-08-23,77.03675842285156
2018-08-24,76.60934448242188
2018-08-27,76.79518127441406
2018-08-28,76.73014068603516
2018-08-29,76.92525482177734
2018-08-30,75.63372039794922
2018-08-31,76.56517028808594
2018-09-04,74.14339447021484
2018-09-05,74.44148254394531
2018-09-06,74.88856506347656
2018-09-07,74.79542541503906
2018-09-10,76.47203063964844
2018-09-11,76.96569061279297
2018-09-12,77.31034088134766
2018-09-13,77.74809265136719
2018-09-14,77.7667465209961
2018-09-17,77.55252075195312
2018-09-18,79.4154052734375
2018-09-19,78.64232635498047
2018-09-20,79.51787567138672
2018-09-21,79.68555450439453
2018-09-24,78.49327087402344
2018-09-25,78.97763061523438
2018-09-26,77.96234893798828
2018-09-27,78.7447738647461
2018-09-28,78.91242980957031
2018-10-01,78.67024230957031
2018-10-02,77.09608459472656
2018-10-03,76.84461212158203
2018-10-04,74.68362426757812
2018-10-05,74.62775421142578
2018-10-08,74.73021697998047
2018-10-09,74.9072036743164
2018-10-10,69.80287170410156
2018-10-11,69.40232849121094
2018-10-12,70.70635223388672
2018-10-15,69.84943389892578
2018-10-16,72.16871643066406
2018-10-17,71.2372817993164
2018-10-18,70.41761016845703
2018-10-19,69.12289428710938
2018-10-22,69.7656021118164
