,MO
2015-02-17,29.651813507080078
2015-02-18,29.705604553222656
2015-02-19,29.83465576171875
2015-02-20,29.904565811157227
2015-02-23,29.85079002380371
2015-02-24,29.96372413635254
2015-02-25,29.92070770263672
2015-02-26,30.16268539428711
2015-02-27,30.270231246948242
2015-03-02,30.38317108154297
2015-03-03,30.361656188964844
2015-03-04,30.001361846923828
2015-03-05,29.845415115356445
2015-03-06,28.699995040893555
2015-03-09,28.94735336303711
2015-03-10,28.60858154296875
2015-03-11,28.081579208374023
2015-03-12,28.24995994567871
2015-03-13,27.913198471069336
2015-03-16,28.293411254882812
2015-03-17,28.038127899169922
2015-03-18,27.886028289794922
2015-03-19,27.8480167388916
2015-03-20,27.929485321044922
2015-03-23,28.038127899169922
2015-03-24,27.761104583740234
2015-03-25,27.239669799804688
2015-03-26,27.158193588256836
2015-03-27,27.342876434326172
2015-03-30,27.446067810058594
2015-03-31,27.16905975341797
2015-04-01,27.32114601135254
2015-04-02,27.804555892944336
2015-04-06,27.967514038085938
2015-04-07,28.081579208374023
2015-04-08,28.038127899169922
2015-04-09,28.16848373413086
2015-04-10,28.521535873413086
2015-04-13,28.11960220336914
2015-04-14,28.309715270996094
2015-04-15,28.03269386291504
2015-04-16,28.27168846130371
2015-04-17,28.108732223510742
2015-04-20,28.586715698242188
2015-04-21,28.298843383789062
2015-04-22,28.309715270996094
2015-04-23,28.43463897705078
2015-04-24,28.282554626464844
2015-04-27,27.918621063232422
2015-04-28,28.08700942993164
2015-04-29,27.266834259033203
2015-04-30,27.18535804748535
2015-05-01,27.51668930053711
2015-05-04,27.52754783630371
2015-05-05,27.348302841186523
2015-05-06,27.52754783630371
2015-05-07,27.831724166870117
2015-05-08,28.336862564086914
2015-05-11,27.886028289794922
2015-05-12,27.7828369140625
2015-05-13,27.70136070251465
2015-05-14,28.570423126220703
2015-05-15,28.689926147460938
2015-05-18,28.217378616333008
2015-05-19,28.12503433227539
2015-05-20,28.13589859008789
2015-05-21,28.048988342285156
2015-05-22,27.826290130615234
2015-05-26,27.85344886779785
2015-05-27,28.15218734741211
2015-05-28,28.038127899169922
2015-05-29,27.80999755859375
2015-06-01,27.80999755859375
2015-06-02,27.500394821166992
2015-06-03,27.348302841186523
2015-06-04,27.09302520751953
2015-06-05,26.18593406677246
2015-06-08,26.245685577392578
2015-06-09,26.37604331970215
2015-06-10,26.734533309936523
2015-06-11,26.531415939331055
2015-06-12,26.372217178344727
2015-06-15,26.09772491455078
2015-06-16,26.361238479614258
2015-06-17,26.657672882080078
2015-06-18,27.151735305786133
2015-06-19,27.074892044067383
2015-06-22,27.33289909362793
2015-06-23,26.943140029907227
2015-06-24,26.882747650146484
2015-06-25,26.98705291748047
2015-06-26,27.162721633911133
2015-06-29,26.718063354492188
2015-06-30,26.849807739257812
2015-07-01,26.954124450683594
2015-07-02,26.893726348876953
2015-07-06,27.376819610595703
2015-07-07,28.37042999267578
2015-07-08,28.013607025146484
2015-07-09,27.96969223022461
2015-07-10,28.16733169555664
2015-07-13,28.178302764892578
2015-07-14,28.18928337097168
2015-07-15,28.1234073638916
2015-07-16,29.045671463012695
2015-07-17,29.21584129333496
2015-07-20,29.484827041625977
2015-07-21,29.397001266479492
2015-07-22,29.622081756591797
2015-07-23,29.545223236083984
2015-07-24,29.52875518798828
2015-07-27,29.616592407226562
2015-07-28,30.330232620239258
2015-07-29,29.86362075805664
2015-07-30,29.75382423400879
2015-07-31,29.852642059326172
2015-08-03,30.00634765625
2015-08-04,30.14908790588379
2015-08-05,30.451019287109375
2015-08-06,30.505910873413086
2015-08-07,30.46200180053711
2015-08-10,30.582759857177734
2015-08-11,30.593746185302734
2015-08-12,30.59923553466797
2015-08-13,30.505910873413086
2015-08-14,30.6102237701416
2015-08-17,30.560808181762695
2015-08-18,30.302791595458984
2015-08-19,30.08869171142578
2015-08-20,30.044780731201172
2015-08-21,29.61109733581543
2015-08-24,28.622962951660156
2015-08-25,28.44729995727539
2015-08-26,29.210350036621094
2015-08-27,29.484827041625977
2015-08-28,29.737363815307617
2015-08-31,29.413467407226562
2015-09-01,28.562583923339844
2015-09-02,29.16644287109375
2015-09-03,29.418960571289062
2015-09-04,28.754716873168945
2015-09-08,29.36406898498535
2015-09-09,29.10605812072754
2015-09-10,29.243297576904297
2015-09-11,29.179485321044922
2015-09-14,29.101810455322266
2015-09-15,30.022859573364258
2015-09-16,30.716415405273438
2015-09-17,30.344675064086914
2015-09-18,29.989561080932617
2015-09-21,30.400156021118164
2015-09-22,30.07278823852539
2015-09-23,30.183759689331055
2015-09-24,30.300283432006836
2015-09-25,30.400156021118164
2015-09-28,30.31138038635254
2015-09-29,30.089433670043945
2015-09-30,30.183759689331055
2015-10-01,30.083894729614258
2015-10-02,30.43899154663086
2015-10-05,30.92171287536621
2015-10-06,30.74414825439453
2015-10-07,31.016029357910156
2015-10-08,31.276813507080078
2015-10-09,31.52094268798828
2015-10-12,31.881593704223633
2015-10-13,31.970367431640625
2015-10-14,31.931529998779297
2015-10-15,32.10908508300781
2015-10-16,32.58071517944336
2015-10-19,33.102272033691406
2015-10-20,33.14664840698242
2015-10-21,33.20213317871094
2015-10-22,34.067710876464844
2015-10-23,33.873504638671875
2015-10-26,34.067710876464844
2015-10-27,33.87905502319336
2015-10-28,34.089900970458984
2015-10-29,34.13984298706055
2015-10-30,33.551692962646484
2015-11-02,33.568336486816406
2015-11-03,32.09799575805664
2015-11-04,32.19786071777344
2015-11-05,32.20895767211914
2015-11-06,31.676301956176758
2015-11-09,31.670759201049805
2015-11-10,31.50984764099121
2015-11-11,31.74287986755371
2015-11-12,31.493209838867188
2015-11-13,31.22687530517578
2015-11-16,31.49875831604004
2015-11-17,31.448814392089844
2015-11-18,31.65966033935547
2015-11-19,31.881593704223633
2015-11-20,31.6984920501709
2015-11-23,31.970367431640625
2015-11-24,31.9426326751709
2015-11-25,31.903785705566406
2015-11-27,32.04250717163086
2015-11-30,31.959274291992188
2015-12-01,32.120182037353516
2015-12-02,32.09245300292969
2015-12-03,31.676301956176758
2015-12-04,32.46418762207031
2015-12-07,32.331016540527344
2015-12-08,32.30882263183594
2015-12-09,31.809476852416992
2015-12-10,31.726245880126953
2015-12-11,31.32674217224121
2015-12-14,31.914884567260742
2015-12-15,31.815027236938477
2015-12-16,32.70832443237305
2015-12-17,32.4197998046875
2015-12-18,31.6984920501709
2015-12-21,31.870506286621094
2015-12-22,32.37202453613281
2015-12-23,32.74186325073242
2015-12-24,32.66341018676758
2015-12-28,32.65220642089844
2015-12-29,33.01644515991211
2015-12-30,32.94919204711914
2015-12-31,32.61857604980469
2016-01-04,32.159088134765625
2016-01-05,32.80910110473633
2016-01-06,33.156532287597656
2016-01-07,32.57936096191406
2016-01-08,32.635398864746094
2016-01-11,33.31903076171875
2016-01-12,33.274200439453125
2016-01-13,32.37761688232422
2016-01-14,32.62419128417969
2016-01-15,32.0526123046875
2016-01-19,32.72505187988281
2016-01-20,32.06382751464844
2016-01-21,32.19270706176758
2016-01-22,32.65781021118164
2016-01-25,32.72505187988281
2016-01-26,33.038856506347656
2016-01-27,33.038856506347656
2016-01-28,33.41429138183594
2016-01-29,34.24362564086914
2016-02-01,34.14836502075195
2016-02-02,33.89620590209961
2016-02-03,33.5319709777832
2016-02-04,33.33024215698242
2016-02-05,33.50955581665039
2016-02-08,33.688865661621094
2016-02-09,33.873783111572266
2016-02-10,33.6496467590332
2016-02-11,33.61602783203125
2016-02-12,33.60481262207031
2016-02-16,33.78974151611328
2016-02-17,33.84578323364258
2016-02-18,33.96905517578125
2016-02-19,33.935428619384766
2016-02-22,34.29966735839844
2016-02-23,34.4733772277832
2016-02-24,34.38372039794922
2016-02-25,34.955284118652344
2016-02-26,34.48458480834961
2016-02-29,34.50139617919922
2016-03-01,34.59104919433594
2016-03-02,34.46216583251953
2016-03-03,34.87124252319336
2016-03-04,35.291500091552734
2016-03-07,34.63588333129883
2016-03-08,34.910457611083984
2016-03-09,35.19624710083008
2016-03-10,35.30271530151367
2016-03-11,35.06239318847656
2016-03-14,35.06239318847656
2016-03-15,34.977596282958984
2016-03-16,35.09633255004883
2016-03-17,35.24333572387695
2016-03-18,34.79664993286133
2016-03-21,34.8984260559082
2016-03-22,34.49131774902344
2016-03-23,34.723140716552734
2016-03-24,34.42346954345703
2016-03-28,34.84754180908203
2016-03-29,35.07371520996094
2016-03-30,35.38469696044922
2016-03-31,35.429927825927734
2016-04-01,35.656105041503906
2016-04-04,35.75222396850586
2016-04-05,35.58259963989258
2016-04-06,35.93881607055664
2016-04-07,35.854000091552734
2016-04-08,36.074520111083984
2016-04-11,35.797462463378906
2016-04-12,36.0858268737793
2016-04-13,35.09633255004883
2016-04-14,34.82493209838867
2016-04-15,34.87581253051758
2016-04-18,35.152870178222656
2016-04-19,34.89278030395508
2016-04-20,34.762725830078125
2016-04-21,34.02766418457031
2016-04-22,34.21991729736328
2016-04-25,34.61571502685547
2016-04-26,34.689212799072266
2016-04-27,34.802303314208984
2016-04-28,35.16417694091797
2016-04-29,35.45819854736328
2016-05-02,35.69002914428711
2016-05-03,35.73527526855469
2016-05-04,35.75222396850586
2016-05-05,35.53170394897461
2016-05-06,35.58259963989258
2016-05-09,35.995365142822266
2016-05-10,36.52687072753906
2016-05-11,36.53252410888672
2016-05-12,36.76435089111328
2016-05-13,36.51556396484375
2016-05-16,36.617340087890625
2016-05-17,36.11975860595703
2016-05-18,35.61652374267578
2016-05-19,35.8200798034668
2016-05-20,35.59955978393555
2016-05-23,35.75789260864258
2016-05-24,36.06886672973633
2016-05-25,36.14237594604492
2016-05-26,36.18760299682617
2016-05-27,36.16497802734375
2016-05-31,35.98405838012695
2016-06-01,36.38550567626953
2016-06-02,36.362892150878906
2016-06-03,36.92266845703125
2016-06-06,36.86612319946289
2016-06-07,36.80958938598633
2016-06-08,37.10361099243164
2016-06-09,37.23931121826172
2016-06-10,37.3919792175293
2016-06-13,36.978511810302734
2016-06-14,37.2408447265625
2016-06-15,37.257957458496094
2016-06-16,37.61154556274414
2016-06-17,37.29787826538086
2016-06-20,37.57161331176758
2016-06-21,37.742713928222656
2016-06-22,37.725608825683594
2016-06-23,37.81684875488281
2016-06-24,38.22175979614258
2016-06-27,38.74073791503906
2016-06-28,38.729347229003906
2016-06-29,38.683719635009766
2016-06-30,39.328163146972656
2016-07-01,39.36237716674805
2016-07-05,39.69886016845703
2016-07-06,39.761592864990234
2016-07-07,39.522071838378906
2016-07-08,39.82432174682617
2016-07-11,39.847137451171875
2016-07-12,39.27684020996094
2016-07-13,39.39659881591797
2016-07-14,39.30535125732422
2016-07-15,39.58479690551758
2016-07-18,39.44792175292969
2016-07-19,39.47643280029297
2016-07-20,39.3566780090332
2016-07-21,39.19700241088867
2016-07-22,39.27113723754883
2016-07-25,39.236915588378906
2016-07-26,38.74073791503906
2016-07-27,38.06779479980469
2016-07-28,38.27309799194336
2016-07-29,38.60957336425781
2016-08-01,38.581058502197266
2016-08-02,38.404266357421875
2016-08-03,37.85107421875
2016-08-04,37.99365234375
2016-08-05,37.94232940673828
2016-08-08,37.91950988769531
2016-08-09,37.99365234375
2016-08-10,38.119110107421875
2016-08-11,38.06208038330078
2016-08-12,38.06208038330078
2016-08-15,37.788330078125
2016-08-16,37.788330078125
2016-08-17,37.902400970458984
2016-08-18,37.81684875488281
2016-08-19,37.828250885009766
2016-08-22,37.83396530151367
2016-08-23,37.902400970458984
2016-08-24,37.73130798339844
2016-08-25,37.59442138671875
2016-08-26,37.5431022644043
2016-08-29,37.697086334228516
2016-08-30,37.57161331176758
2016-08-31,37.69138717651367
2016-09-01,37.82255554199219
2016-09-02,38.14191818237305
2016-09-06,38.324424743652344
2016-09-07,38.05068588256836
2016-09-08,37.86818313598633
2016-09-09,36.2485237121582
2016-09-12,36.88155746459961
2016-09-13,36.587928771972656
2016-09-14,36.340362548828125
2016-09-15,36.41521072387695
2016-09-16,36.156131744384766
2016-09-19,36.11006546020508
2016-09-20,36.25400161743164
2016-09-21,36.559139251708984
2016-09-22,36.91609573364258
2016-09-23,36.77216339111328
2016-09-26,36.28854751586914
2016-09-27,36.45551300048828
2016-09-28,36.714599609375
2016-09-29,36.167640686035156
2016-09-30,36.4036979675293
2016-10-03,36.18491744995117
2016-10-04,35.568878173828125
2016-10-05,35.2464714050293
2016-10-06,35.568878173828125
2016-10-07,35.64947509765625
2016-10-10,35.551612854003906
2016-10-11,35.689788818359375
2016-10-12,36.00643539428711
2016-10-13,36.092796325683594
2016-10-14,35.94886779785156
2016-10-17,35.94310760498047
2016-10-18,36.07552719116211
2016-10-19,35.64373016357422
2016-10-20,35.60917663574219
2016-10-21,36.67430114746094
2016-10-24,37.39395523071289
2016-10-25,37.25577926635742
2016-10-26,37.14639663696289
2016-10-27,37.09457778930664
2016-10-28,37.929386138916016
2016-10-31,38.06757354736328
2016-11-01,37.699100494384766
2016-11-02,37.4918327331543
2016-11-03,37.46305847167969
2016-11-04,37.065792083740234
2016-11-07,37.57819366455078
2016-11-08,37.90635681152344
2016-11-09,36.87004089355469
2016-11-10,35.53432846069336
2016-11-11,35.55736541748047
2016-11-14,35.22920608520508
2016-11-15,35.586158752441406
2016-11-16,36.07552719116211
2016-11-17,36.16188430786133
2016-11-18,36.13885498046875
2016-11-21,36.668540954589844
2016-11-22,36.96791076660156
2016-11-23,36.8585319519043
2016-11-25,37.12336730957031
2016-11-28,37.32487487792969
2016-11-29,37.52637481689453
2016-11-30,36.806705474853516
2016-12-01,36.207950592041016
2016-12-02,36.84126281738281
2016-12-05,36.576416015625
2016-12-06,37.01973342895508
2016-12-07,37.6588020324707
2016-12-08,37.6300163269043
2016-12-09,38.15392303466797
2016-12-12,38.280582427978516
2016-12-13,38.39573287963867
2016-12-14,37.96393966674805
2016-12-15,38.148170471191406
2016-12-16,38.59724044799805
2016-12-19,39.01177978515625
2016-12-20,39.122161865234375
2016-12-21,39.08149337768555
2016-12-22,39.31968688964844
2016-12-23,39.342933654785156
2016-12-27,39.40101623535156
2016-12-28,39.22092056274414
2016-12-29,39.41844940185547
2016-12-30,39.28483963012695
2017-01-03,39.2906379699707
2017-01-04,39.41844940185547
2017-01-05,39.46492385864258
2017-01-06,39.639217376708984
2017-01-09,39.476539611816406
2017-01-10,39.342933654785156
2017-01-11,39.30226135253906
2017-01-12,39.22092056274414
2017-01-13,39.261592864990234
2017-01-17,39.78446578979492
2017-01-18,40.17951583862305
2017-01-19,40.40608215332031
2017-01-20,40.67333221435547
2017-01-23,40.987060546875
2017-01-24,41.10905838012695
2017-01-25,41.225250244140625
2017-01-26,41.161346435546875
2017-01-27,41.265926361083984
2017-01-30,41.42277526855469
2017-01-31,41.353050231933594
2017-02-01,41.47506332397461
2017-02-02,41.50992965698242
2017-02-03,41.53316116333008
2017-02-06,41.41697311401367
2017-02-07,41.945648193359375
2017-02-08,41.91659164428711
2017-02-09,42.1141242980957
2017-02-10,42.073448181152344
2017-02-13,41.852691650390625
2017-02-14,41.75973129272461
2017-02-15,41.928218841552734
2017-02-16,42.241939544677734
2017-02-17,42.39298629760742
2017-02-21,42.78805160522461
2017-02-22,42.75898742675781
2017-02-23,43.258636474609375
2017-02-24,43.2411994934082
2017-02-27,43.33414840698242
2017-02-28,43.5258674621582
2017-03-01,43.92092514038086
2017-03-02,43.99064636230469
2017-03-03,43.90349578857422
2017-03-06,43.909305572509766
2017-03-07,44.2114143371582
2017-03-08,44.060359954833984
2017-03-09,44.26370620727539
2017-03-10,44.41474914550781
2017-03-13,44.30348587036133
2017-03-14,44.12193298339844
2017-03-15,44.315185546875
2017-03-16,44.0984992980957
2017-03-17,44.016517639160156
2017-03-20,44.26247787475586
2017-03-21,44.46745681762695
2017-03-22,43.96379852294922
2017-03-23,43.34889221191406
2017-03-24,42.851078033447266
2017-03-27,42.8686637878418
2017-03-28,42.86280822753906
2017-03-29,42.72811508178711
2017-03-30,42.195186614990234
2017-03-31,41.82623291015625
2017-04-03,41.9433708190918
2017-04-04,42.136619567871094
2017-04-05,42.124900817871094
2017-04-06,41.82623291015625
2017-04-07,41.996063232421875
2017-04-10,42.02535629272461
2017-04-11,42.21275329589844
2017-04-12,42.259605407714844
2017-04-13,41.755950927734375
2017-04-17,42.34744644165039
2017-04-18,42.365013122558594
2017-04-19,42.23031234741211
2017-04-20,41.82038116455078
2017-04-21,41.85550308227539
2017-04-24,42.48801040649414
2017-04-25,42.41773223876953
2017-04-26,41.87894058227539
2017-04-27,41.890655517578125
2017-04-28,42.03706741333008
2017-05-01,41.463134765625
2017-05-02,41.480709075927734
2017-05-03,41.123470306396484
2017-05-04,41.17617416381836
2017-05-05,41.533416748046875
2017-05-08,41.410438537597656
2017-05-09,41.164459228515625
2017-05-10,41.17617416381836
2017-05-11,41.27573013305664
2017-05-12,41.37528991699219
2017-05-15,41.38700866699219
2017-05-16,41.550987243652344
2017-05-17,41.31673049926758
2017-05-18,41.31086730957031
2017-05-19,41.521697998046875
2017-05-22,42.189327239990234
2017-05-23,42.24203109741211
2017-05-24,42.6636962890625
2017-05-25,43.41915512084961
2017-05-26,43.577293395996094
2017-05-30,43.96379852294922
2017-05-31,44.18048858642578
2017-06-01,44.157073974609375
2017-06-02,43.99308395385742
2017-06-05,43.95794677734375
2017-06-06,44.08094787597656
2017-06-07,44.280052185058594
2017-06-08,44.04579544067383
2017-06-09,44.192203521728516
2017-06-12,44.157073974609375
2017-06-13,44.25153350830078
2017-06-14,44.7238655090332
2017-06-15,45.11354064941406
2017-06-16,45.62720489501953
2017-06-19,45.881072998046875
2017-06-20,45.6567268371582
2017-06-21,45.47959899902344
2017-06-22,45.154876708984375
2017-06-23,45.16077423095703
2017-06-26,45.184383392333984
2017-06-27,44.505409240722656
2017-06-28,44.777000427246094
2017-06-29,43.92680740356445
2017-06-30,43.968135833740234
2017-07-03,44.00355529785156
2017-07-05,44.0507926940918
2017-07-06,43.87957000732422
2017-07-07,43.83823776245117
2017-07-10,43.507606506347656
2017-07-11,43.354103088378906
2017-07-12,43.62569046020508
2017-07-13,43.383636474609375
2017-07-14,43.649314880371094
2017-07-17,43.31867599487305
2017-07-18,43.295066833496094
2017-07-19,43.42496871948242
2017-07-20,43.44855880737305
2017-07-21,43.348201751708984
2017-07-24,42.887672424316406
2017-07-25,42.6515007019043
2017-07-26,42.350399017333984
2017-07-27,43.66703796386719
2017-07-28,39.52231979370117
2017-07-31,38.35920333862305
2017-08-01,38.6721305847168
2017-08-02,38.70164489746094
2017-08-03,38.69572830200195
2017-08-04,38.68392562866211
2017-08-07,38.9614143371582
2017-08-08,38.60126876831055
2017-08-09,38.5599479675293
2017-08-10,38.24112319946289
2017-08-11,37.96953201293945
2017-08-14,38.282447814941406
2017-08-15,38.55404281616211
2017-08-16,38.64259719848633
2017-08-17,37.963619232177734
2017-08-18,37.60346984863281
2017-08-21,38.01675796508789
2017-08-22,37.82192611694336
2017-08-23,37.61527633666992
2017-08-24,37.55033493041992
2017-08-25,37.833740234375
2017-08-28,37.745174407958984
2017-08-29,37.674320220947266
2017-08-30,37.816017150878906
2017-08-31,37.43225860595703
2017-09-01,37.514915466308594
2017-09-05,37.119327545166016
2017-09-06,37.35549545288086
2017-09-07,37.03667068481445
2017-09-08,36.741458892822266
2017-09-11,36.894981384277344
2017-09-12,36.900882720947266
2017-09-13,36.90678787231445
2017-09-14,37.163368225097656
