,MO
2017-09-15,37.229007720947266
2017-09-18,37.3304557800293
2017-09-19,37.1335334777832
2017-09-20,36.530853271484375
2017-09-21,36.697933197021484
2017-09-22,37.28868103027344
2017-09-25,38.06440734863281
2017-09-26,38.50000762939453
2017-09-27,38.43437194824219
2017-09-28,38.3030891418457
2017-09-29,37.8436279296875
2017-10-02,37.53333282470703
2017-10-03,37.813785552978516
2017-10-04,37.885398864746094
2017-10-05,38.07634353637695
2017-10-06,37.32448959350586
2017-10-09,37.93312454223633
2017-10-10,38.79240417480469
2017-10-11,38.708858489990234
2017-10-12,38.99528121948242
2017-10-13,38.8162727355957
2017-10-16,39.00721740722656
2017-10-17,38.708858489990234
2017-10-18,38.67304992675781
2017-10-19,38.4105110168457
2017-10-20,38.78643798828125
2017-10-23,38.48807144165039
2017-10-24,38.26729202270508
2017-10-25,38.06440734863281
2017-10-26,39.25784683227539
2017-10-27,38.73869323730469
2017-10-30,38.219547271728516
2017-10-31,38.32100296020508
2017-11-01,38.607418060302734
2017-11-02,38.13004684448242
2017-11-03,38.13601303100586
2017-11-06,37.86153030395508
2017-11-07,38.37470626831055
2017-11-08,38.54178237915039
2017-11-09,38.49403381347656
2017-11-10,38.79837417602539
2017-11-13,39.28767395019531
2017-11-14,39.22203826904297
2017-11-15,38.94157409667969
2017-11-16,39.31154251098633
2017-11-17,39.633758544921875
2017-11-20,39.281707763671875
2017-11-21,39.17429733276367
2017-11-22,39.078819274902344
2017-11-24,39.072853088378906
2017-11-27,38.82820129394531
2017-11-28,39.621826171875
2017-11-29,40.200645446777344
2017-11-30,40.47513198852539
2017-12-01,40.922672271728516
2017-12-04,41.81774139404297
2017-12-05,41.877410888671875
2017-12-06,42.76054763793945
2017-12-07,42.66507339477539
2017-12-08,42.688941955566406
2017-12-11,42.75458526611328
2017-12-12,42.79636001586914
2017-12-13,43.15437698364258
2017-12-14,42.83811950683594
2017-12-15,42.76651382446289
2017-12-18,43.35129928588867
2017-12-19,44.09718704223633
2017-12-20,43.71184539794922
2017-12-21,43.31446838378906
2017-12-22,43.43489456176758
2017-12-26,43.39876174926758
2017-12-27,43.60948944091797
2017-12-28,42.91107177734375
2017-12-29,42.99536895751953
2018-01-02,42.59194564819336
2018-01-03,42.43540954589844
2018-01-04,42.266841888427734
2018-01-05,42.38725662231445
2018-01-08,42.33306121826172
2018-01-09,41.887516021728516
2018-01-10,42.32102584838867
2018-01-11,42.32102584838867
2018-01-12,41.91159439086914
2018-01-16,41.496158599853516
2018-01-17,42.23672866821289
2018-01-18,42.16447448730469
2018-01-19,42.82075500488281
2018-01-22,42.917091369628906
2018-01-23,43.019432067871094
2018-01-24,43.08567428588867
2018-01-25,42.092220306396484
2018-01-26,42.76054763793945
2018-01-29,42.04405212402344
2018-01-30,42.03803634643555
2018-01-31,42.35111618041992
2018-02-01,42.104270935058594
2018-02-02,41.78516387939453
2018-02-05,39.76213073730469
2018-02-06,40.057159423828125
2018-02-07,40.21370315551758
2018-02-08,38.56396484375
2018-02-09,38.55192184448242
2018-02-12,39.346683502197266
2018-02-13,39.52130126953125
2018-02-14,39.244327545166016
2018-02-15,39.32862854003906
2018-02-16,39.41291809082031
2018-02-20,38.648258209228516
2018-02-21,38.49171447753906
2018-02-22,38.13648223876953
2018-02-23,38.889102935791016
2018-02-26,39.39485549926758
2018-02-27,38.533870697021484
2018-02-28,37.90166091918945
2018-03-01,37.588584899902344
2018-03-02,37.660831451416016
2018-03-05,38.61213684082031
2018-03-06,38.997474670410156
2018-03-07,38.576011657714844
2018-03-08,39.39485549926758
2018-03-09,39.52731704711914
2018-03-12,39.59955978393555
2018-03-13,39.81631851196289
2018-03-14,38.836585998535156
2018-03-15,38.83049011230469
2018-03-16,38.45320129394531
2018-03-19,38.02114486694336
2018-03-20,37.43695831298828
2018-03-21,36.511985778808594
2018-03-22,36.74930953979492
2018-03-23,36.0677604675293
2018-03-26,36.2685661315918
2018-03-27,36.950130462646484
2018-03-28,38.00288772583008
2018-03-29,37.92377853393555
2018-04-02,36.82232666015625
2018-04-03,38.13068771362305
2018-04-04,38.550559997558594
2018-04-05,39.27471923828125
2018-04-06,38.85484313964844
2018-04-09,38.48971939086914
2018-04-10,39.07999801635742
2018-04-11,38.8487548828125
2018-04-12,38.58100128173828
2018-04-13,38.915679931640625
2018-04-16,39.09825134277344
2018-04-17,38.93394470214844
2018-04-18,37.424774169921875
2018-04-19,35.16103744506836
2018-04-20,34.826351165771484
2018-04-23,34.42471694946289
2018-04-24,33.651878356933594
2018-04-25,33.98048400878906
2018-04-26,33.32935333251953
2018-04-27,34.15696716308594
2018-04-30,34.14479446411133
2018-05-01,34.096107482910156
2018-05-02,33.88920211791992
2018-05-03,34.29692459106445
2018-05-04,34.2360725402832
2018-05-07,33.90138244628906
2018-05-08,33.63361740112305
2018-05-09,34.02916717529297
2018-05-10,34.10219192504883
2018-05-11,33.58493423461914
2018-05-14,33.48148727416992
2018-05-15,33.177223205566406
2018-05-16,33.39020538330078
2018-05-17,33.64579391479492
2018-05-18,33.79793167114258
2018-05-21,33.85877990722656
2018-05-22,33.59711456298828
2018-05-23,34.004825592041016
2018-05-24,34.01091003417969
2018-05-25,33.852699279785156
2018-05-29,33.913543701171875
2018-05-30,34.436893463134766
2018-05-31,33.91963195800781
2018-06-01,33.907466888427734
2018-06-04,34.09002685546875
2018-06-05,34.27866744995117
2018-06-06,34.26649856567383
2018-06-07,34.497737884521484
2018-06-08,35.118438720703125
2018-06-11,35.44704818725586
2018-06-12,35.22188949584961
2018-06-13,34.94805908203125
2018-06-14,34.92957305908203
2018-06-15,35.601051330566406
2018-06-18,34.86796951293945
2018-06-19,34.98501205444336
2018-06-20,34.96037292480469
2018-06-21,34.92340850830078
2018-06-22,35.126705169677734
2018-06-25,35.157501220703125
2018-06-26,34.55995178222656
2018-06-27,34.4921760559082
2018-06-28,35.29303741455078
2018-06-29,34.98501205444336
2018-07-02,34.41825866699219
2018-07-03,34.7817268371582
2018-07-05,35.50249481201172
2018-07-06,35.90908432006836
2018-07-09,35.74274826049805
2018-07-10,36.1986198425293
2018-07-11,36.15549087524414
2018-07-12,35.73658752441406
2018-07-13,36.0384521484375
2018-07-16,35.20063400268555
2018-07-17,35.33000183105469
2018-07-18,35.37928009033203
2018-07-19,35.077423095703125
2018-07-20,35.5086555480957
2018-07-23,35.47785186767578
2018-07-24,35.72426223754883
2018-07-25,35.63801574707031
2018-07-26,34.55995178222656
2018-07-27,35.668827056884766
2018-07-30,36.00763702392578
2018-07-31,36.14933395385742
2018-08-01,35.77971649169922
2018-08-02,36.241737365722656
2018-08-03,36.79617691040039
2018-08-06,37.091888427734375
2018-08-07,36.69144821166992
2018-08-08,36.10620880126953
2018-08-09,36.481998443603516
2018-08-10,36.377262115478516
2018-08-13,36.33414840698242
2018-08-14,36.47584533691406
2018-08-15,37.073394775390625
2018-08-16,37.47382736206055
2018-08-17,37.57854461669922
2018-08-20,37.572391510009766
2018-08-21,36.91938781738281
2018-08-22,36.54360580444336
2018-08-23,36.851619720458984
2018-08-24,36.210933685302734
2018-08-27,36.35262680053711
2018-08-28,36.00763702392578
2018-08-29,35.989158630371094
2018-08-30,36.14933395385742
2018-08-31,36.05076217651367
2018-09-04,36.41422653198242
2018-09-05,37.362937927246094
2018-09-06,37.449180603027344
2018-09-07,37.53542709350586
2018-09-10,37.31982421875
2018-09-11,36.63600540161133
2018-09-12,39.07553482055664
2018-09-13,38.345558166503906
2018-09-14,38.72614669799805
2018-09-17,38.95698928833008
2018-09-18,38.769813537597656
2018-09-19,38.5826416015625
2018-09-20,38.84468460083008
2018-09-21,39.0256233215332
2018-09-24,38.09599685668945
2018-09-25,37.87762451171875
2018-09-26,37.94001770019531
2018-09-27,37.91505813598633
2018-09-28,37.6280632019043
2018-10-01,37.64053726196289
2018-10-02,38.23948669433594
2018-10-03,37.97120666503906
2018-10-04,38.54521560668945
2018-10-05,38.72614669799805
2018-10-08,39.41244125366211
2018-10-09,39.3687744140625
2018-10-10,39.25022506713867
2018-10-11,38.13343048095703
2018-10-12,37.47208786010742
2018-10-15,38.33307647705078
2018-10-16,37.91505813598633
2018-10-17,37.82146453857422
2018-10-18,38.01488494873047
2018-10-19,38.65127182006836
2018-10-22,38.25197219848633
2018-10-23,38.58888244628906
2018-10-24,38.87588882446289
2018-10-25,39.40620803833008
2018-10-26,39.36252975463867
2018-10-29,40.298404693603516
2018-10-30,41.09700393676758
2018-10-31,40.57915496826172
2018-11-01,39.724403381347656
2018-11-02,39.724403381347656
2018-11-05,40.32335662841797
2018-11-06,40.473087310791016
2018-11-07,40.78505325317383
2018-11-08,40.78505325317383
2018-11-09,39.56842041015625
2018-11-12,38.18334197998047
2018-11-13,37.43464660644531
2018-11-14,36.87312316894531
2018-11-15,35.737606048583984
2018-11-16,35.4256477355957
2018-11-19,34.73935317993164
2018-11-20,34.70815658569336
2018-11-21,33.93450164794922
2018-11-23,33.516483306884766
2018-11-26,33.19829177856445
2018-11-27,33.56016540527344
2018-11-28,34.283905029296875
2018-11-29,34.90156936645508
2018-11-30,34.20903015136719
2018-12-03,34.770545959472656
2018-12-04,33.94074630737305
2018-12-06,33.94074630737305
2018-12-07,33.803489685058594
2018-12-10,33.2918815612793
2018-12-11,33.65998840332031
2018-12-12,33.27315902709961
2018-12-13,33.64126968383789
2018-12-14,32.8988151550293
2018-12-17,32.661739349365234
2018-12-18,31.750823974609375
2018-12-19,32.06901550292969
2018-12-20,31.470054626464844
2018-12-21,30.62778091430664
2018-12-24,30.164777755737305
2018-12-26,30.716575622558594
2018-12-27,30.88782501220703
2018-12-28,31.00833511352539
2018-12-31,31.325454711914062
2019-01-02,31.27471351623535
2019-01-03,31.103471755981445
2019-01-04,31.902618408203125
2019-01-07,30.938560485839844
2019-01-08,31.116151809692383
2019-01-09,31.496700286865234
2019-01-10,30.989301681518555
2019-01-11,31.014673233032227
2019-01-14,30.608755111694336
2019-01-15,30.386768341064453
2019-01-16,29.93645668029785
2019-01-17,29.84766387939453
2019-01-18,30.640470504760742
2019-01-22,28.522085189819336
2019-01-23,28.35083770751953
2019-01-24,27.481914520263672
2019-01-25,28.059078216552734
2019-01-28,28.731382369995117
2019-01-29,29.118274688720703
2019-01-30,30.31700325012207
2019-01-31,31.300086975097656
2019-02-01,31.20494270324707
2019-02-04,31.147863388061523
2019-02-05,31.103471755981445
2019-02-06,31.249345779418945
2019-02-07,30.9005069732666
2019-02-08,30.976619720458984
2019-02-11,31.00833511352539
2019-02-12,31.496700286865234
2019-02-13,31.078094482421875
2019-02-14,31.166893005371094
2019-02-15,30.913190841674805
2019-02-19,31.07175636291504
2019-02-20,32.03580856323242
2019-02-21,31.947010040283203
2019-02-22,32.66371154785156
2019-02-25,32.87935256958008
2019-02-26,33.04426574707031
2019-02-27,33.18380355834961
2019-02-28,33.240875244140625
2019-03-01,33.45652770996094
2019-03-04,33.2725944519043
2019-03-05,33.53897476196289
2019-03-06,34.67427444458008
2019-03-07,34.718685150146484
2019-03-08,35.118247985839844
2019-03-11,35.524166107177734
2019-03-12,35.35926055908203
2019-03-13,35.600276947021484
2019-03-14,35.77151870727539
2019-03-15,35.993507385253906
2019-03-18,36.34234619140625
2019-03-19,35.524166107177734
2019-03-20,35.340240478515625
2019-03-21,36.1076774597168
2019-03-22,35.97257995605469
2019-03-25,36.37785339355469
2019-03-26,36.686622619628906
2019-03-27,36.21703338623047
2019-03-28,36.474342346191406
2019-03-29,36.94395446777344
2019-04-01,37.13692855834961
2019-04-02,36.46791458129883
2019-04-03,34.724613189697266
2019-04-04,35.123451232910156
2019-04-05,35.23280715942383
2019-04-08,35.560882568359375
2019-04-09,35.4515266418457
2019-04-10,35.650943756103516
2019-04-11,36.01118087768555
2019-04-12,36.38428497314453
2019-04-15,36.62873840332031
2019-04-16,36.27492904663086
2019-04-17,36.13984298706055
2019-04-18,34.97549057006836
2019-04-22,35.12987518310547
2019-04-23,35.26496887207031
2019-04-24,35.1942024230957
2019-04-25,33.07136154174805
2019-04-26,33.95909881591797
2019-04-29,34.42226028442383
2019-04-30,34.949764251708984
2019-05-01,34.345069885253906
2019-05-02,34.19711685180664
2019-05-03,34.58308792114258
2019-05-06,34.43512725830078
2019-05-07,34.05559158325195
2019-05-08,33.425174713134766
2019-05-09,33.44447708129883
2019-05-10,33.52165603637695
2019-05-13,33.09066390991211
2019-05-14,33.38014221191406
2019-05-15,33.53453826904297
2019-05-16,33.47020721435547
2019-05-17,33.67605209350586
2019-05-20,33.66318893432617
2019-05-21,33.367271423339844
2019-05-22,33.984825134277344
2019-05-23,33.97196960449219
2019-05-24,33.70821762084961
2019-05-28,32.0806999206543
2019-05-29,32.28655242919922
2019-05-30,32.29941940307617
2019-05-31,31.55963897705078
2019-06-03,32.22865676879883
2019-06-04,32.434505462646484
2019-06-05,31.964914321899414
2019-06-06,32.646785736083984
2019-06-07,33.052059173583984
2019-06-10,32.94271469116211
2019-06-11,33.54740524291992
2019-06-12,33.18715286254883
2019-06-13,33.46159362792969
2019-06-14,33.2328987121582
2019-06-17,33.2328987121582
2019-06-18,32.74936294555664
2019-06-19,32.605613708496094
2019-06-20,32.84083938598633
2019-06-21,31.364112854003906
2019-06-24,31.684284210205078
2019-06-25,31.873781204223633
2019-06-26,31.324909210205078
2019-06-27,31.29877281188965
2019-06-28,30.939395904541016
2019-07-01,31.161548614501953
2019-07-02,31.75617027282715
2019-07-03,32.14168167114258
2019-07-05,31.873781204223633
2019-07-08,32.0698127746582
2019-07-09,31.592809677124023
2019-07-10,32.01752853393555
2019-07-11,32.18742752075195
2019-07-12,32.34425354003906
2019-07-15,32.37038040161133
2019-07-16,32.285438537597656
2019-07-17,32.311561584472656
2019-07-18,33.01726150512695
2019-07-19,33.01726150512695
2019-07-22,32.45532989501953
2019-07-23,32.69709777832031
2019-07-24,32.52720260620117
2019-07-25,32.40304946899414
2019-07-26,32.579471588134766
2019-07-29,32.87351608276367
2019-07-30,31.690826416015625
2019-07-31,30.75643539428711
2019-08-01,31.285709381103516
2019-08-02,31.31837272644043
2019-08-05,30.48200225830078
2019-08-06,30.161823272705078
2019-08-07,30.20756721496582
2019-08-08,30.38397979736328
2019-08-09,30.161823272705078
2019-08-12,30.044208526611328
2019-08-13,30.566940307617188
2019-08-14,29.97233772277832
2019-08-15,29.724031448364258
2019-08-16,30.370912551879883
2019-08-19,30.514671325683594
2019-08-20,30.07687759399414
2019-08-21,30.220626831054688
2019-08-22,30.442787170410156
2019-08-23,30.32517433166504
2019-08-26,30.789100646972656
2019-08-27,29.567218780517578
2019-08-28,29.95925521850586
2019-08-29,28.913785934448242
2019-08-30,28.58055305480957
2019-09-03,28.776575088500977
2019-09-04,28.946460723876953
2019-09-05,28.652423858642578
2019-09-06,28.652423858642578
2019-09-09,28.776575088500977
2019-09-10,28.907257080078125
2019-09-11,29.22090721130371
2019-09-12,29.05101203918457
2019-09-13,27.978744506835938
2019-09-16,27.579145431518555
2019-09-17,27.512544631958008
2019-09-18,27.199527740478516
2019-09-19,26.72000503540039
2019-09-20,27.179546356201172
2019-09-23,27.22616195678711
2019-09-24,27.126272201538086
2019-09-25,27.013044357299805
2019-09-26,27.079641342163086
2019-09-27,26.726665496826172
2019-09-30,27.23948860168457
2019-10-01,27.41264533996582
2019-10-02,26.779939651489258
2019-10-03,27.179546356201172
2019-10-04,27.738988876342773
2019-10-07,28.085302352905273
2019-10-08,27.972084045410156
2019-10-09,28.278446197509766
2019-10-10,28.624765396118164
2019-10-11,28.35171127319336
2019-10-14,28.451602935791016
2019-10-15,28.924467086791992
2019-10-16,28.97775650024414
2019-10-17,29.49056625366211
2019-10-18,29.52387046813965
2019-10-21,30.343050003051758
2019-10-22,30.862529754638672
2019-10-23,31.13559913635254
2019-10-24,31.27545738220215
2019-10-25,31.168893814086914
2019-10-28,30.629438400268555
2019-10-29,30.889169692993164
2019-10-30,30.609453201293945
2019-10-31,29.830236434936523
2019-11-01,30.010053634643555
2019-11-04,30.36968994140625
2019-11-05,30.802595138549805
2019-11-06,30.576156616210938
2019-11-07,30.622770309448242
2019-11-08,30.90915870666504
2019-11-11,30.90915870666504
2019-11-12,31.302095413208008
2019-11-13,31.188873291015625
2019-11-14,31.0556697845459
2019-11-15,31.9481201171875
2019-11-18,32.19453811645508
2019-11-19,31.255483627319336
2019-11-20,32.26779556274414
2019-11-21,32.51421356201172
2019-11-22,32.63410186767578
2019-11-25,32.80726623535156
2019-11-26,32.7806282043457
2019-11-27,33.13359832763672
2019-11-29,33.100303649902344
2019-12-02,33.69970703125
2019-12-03,33.366703033447266
2019-12-04,33.37335968017578
2019-12-05,33.41332244873047
2019-12-06,33.573158264160156
2019-12-09,33.65308380126953
2019-12-10,33.33340072631836
2019-12-11,33.49989700317383
2019-12-12,33.253475189208984
2019-12-13,33.40666580200195
2019-12-16,33.69970703125
2019-12-17,33.85288619995117
2019-12-18,34.205867767333984
2019-12-19,33.82624435424805
2019-12-20,34.05268478393555
2019-12-23,34.3323974609375
2019-12-24,34.04127883911133
2019-12-26,34.12253189086914
2019-12-27,34.12253189086914
2019-12-30,33.77723693847656
2019-12-31,33.790775299072266
2020-01-02,33.343936920166016
2020-01-03,33.6012077331543
2020-01-06,33.73662185668945
2020-01-07,33.56058120727539
2020-01-08,33.9058723449707
2020-01-09,34.23762893676758
2020-01-10,34.000667572021484
2020-01-13,34.36626052856445
2020-01-14,34.440731048583984
2020-01-15,34.69800567626953
2020-01-16,34.589683532714844
2020-01-17,34.54228973388672
2020-01-21,34.589683532714844
2020-01-22,34.54905319213867
2020-01-23,34.23085403442383
2020-01-24,34.02096176147461
2020-01-27,33.69599151611328
2020-01-28,33.96680450439453
2020-01-29,33.926185607910156
2020-01-30,32.49764633178711
2020-01-31,32.17943572998047
2020-02-03,31.31960105895996
2020-02-04,31.495637893676758
2020-02-05,31.33313751220703
2020-02-06,31.590410232543945
2020-02-07,31.292522430419922
2020-02-10,31.278982162475586
2020-02-11,30.852445602416992
2020-02-12,30.73735809326172
2020-02-13,30.906618118286133
2020-02-14,30.581626892089844
2020-02-18,30.61548614501953
2020-02-19,30.561317443847656
2020-02-20,30.845684051513672
2020-02-21,31.069095611572266
2020-02-24,29.654102325439453
2020-02-25,28.767187118530273
2020-02-26,28.516687393188477
2020-02-27,27.28447914123535
2020-02-28,27.331871032714844
2020-03-02,28.482826232910156
2020-03-03,28.36773109436035
2020-03-04,29.742115020751953
2020-03-05,29.220796585083008
2020-03-06,28.536996841430664
2020-03-09,27.311565399169922
2020-03-10,28.536996841430664
2020-03-11,27.406347274780273
2020-03-12,24.6575870513916
2020-03-13,27.12876319885254
2020-03-16,25.876249313354492
2020-03-17,26.979808807373047
2020-03-18,25.94394874572754
2020-03-19,25.117969512939453
2020-03-20,23.208730697631836
2020-03-23,21.24533462524414
2020-03-24,22.525339126586914
2020-03-25,23.90970230102539
2020-03-26,25.488840103149414
2020-03-27,25.488840103149414
2020-03-30,25.954927444458008
2020-03-31,26.901020050048828
2020-04-01,26.163619995117188
2020-04-02,25.196659088134766
2020-04-03,26.024486541748047
2020-04-06,25.934051513671875
2020-04-07,26.768842697143555
2020-04-08,27.916675567626953
2020-04-09,28.459285736083984
2020-04-13,28.13232421875
2020-04-14,29.30103302001953
2020-04-15,28.459285736083984
2020-04-16,28.10450553894043
2020-04-17,28.41754150390625
2020-04-20,27.179277420043945
2020-04-21,26.26797103881836
2020-04-22,26.30275535583496
2020-04-23,26.747974395751953
2020-04-24,27.422754287719727
2020-04-27,27.652320861816406
2020-04-28,28.32015609741211
2020-04-29,28.153196334838867
2020-04-30,27.304494857788086
2020-05-01,26.372312545776367
2020-05-04,26.441883087158203
2020-05-05,25.60013771057129
2020-05-06,24.855789184570312
2020-05-07,24.41752815246582
2020-05-08,25.55840301513672
2020-05-11,25.335792541503906
2020-05-12,25.099266052246094
2020-05-13,25.287099838256836
2020-05-14,25.217527389526367
2020-05-15,25.454050064086914
2020-05-18,26.156665802001953
2020-05-19,25.822750091552734
2020-05-20,26.27492904663086
2020-05-21,26.11492347717285
2020-05-22,26.24710464477539
2020-05-26,26.62970542907715
2020-05-27,27.165367126464844
2020-05-28,26.998409271240234
2020-05-29,27.165367126464844
2020-06-01,27.255802154541016
2020-06-02,27.58971405029297
2020-06-03,27.972328186035156
2020-06-04,28.33407211303711
2020-06-05,29.154945373535156
2020-06-08,29.794950485229492
2020-06-09,29.342771530151367
2020-06-10,29.092334747314453
2020-06-11,27.332334518432617
2020-06-12,27.815706253051758
2020-06-15,28.65450668334961
2020-06-16,29.20897674560547
2020-06-17,29.04547691345215
2020-06-18,29.479106903076172
2020-06-19,28.924631118774414
2020-06-22,28.469688415527344
2020-06-23,28.67583656311035
2020-06-24,28.02895736694336
2020-06-25,28.192455291748047
2020-06-26,27.147499084472656
2020-06-29,27.886789321899414
2020-06-30,27.901012420654297
2020-07-01,27.893903732299805
2020-07-02,28.007631301879883
2020-07-06,28.149803161621094
2020-07-07,28.391494750976562
2020-07-08,28.341726303100586
2020-07-09,27.438949584960938
2020-07-10,28.626079559326172
2020-07-13,28.583425521850586
2020-07-14,29.18764305114746
2020-07-15,29.145002365112305
2020-07-16,29.486207962036133
2020-07-17,29.52886199951172
2020-07-20,29.052589416503906
2020-07-21,29.3013916015625
2020-07-22,29.386688232421875
2020-07-23,29.557300567626953
2020-07-24,29.749223709106445
2020-07-27,29.948266983032227
2020-07-28,30.22549819946289
2020-07-29,29.59284019470215
2020-07-30,29.557300567626953
2020-07-31,29.251625061035156
2020-08-03,29.152103424072266
2020-08-04,29.57150650024414
2020-08-05,29.61416244506836
2020-08-06,29.535968780517578
2020-08-07,29.97669792175293
2020-08-10,30.72309684753418
2020-08-11,30.993223190307617
2020-08-12,30.538272857666016
2020-08-13,30.26103973388672
2020-08-14,30.239707946777344
2020-08-17,30.58803367614746
2020-08-18,30.72309684753418
2020-08-19,31.02876853942871
2020-08-20,30.92213249206543
2020-08-21,30.893701553344727
2020-08-24,31.306001663208008
2020-08-25,30.936349868774414
2020-08-26,30.708879470825195
2020-08-27,31.09984588623047
2020-08-28,31.227798461914062
2020-08-31,31.092735290527344
2020-09-01,30.65200424194336
2020-09-02,31.10695457458496
2020-09-03,30.77285385131836
2020-09-04,30.915027618408203
2020-09-08,30.616464614868164
2020-09-09,31.12828254699707
2020-09-10,30.815505981445312
2020-09-11,30.986108779907227
2020-09-14,31.181900024414062
2020-09-15,31.02236557006836
2020-09-16,30.282705307006836
2020-09-17,29.63005828857422
2020-09-18,28.89040184020996
2020-09-21,28.150733947753906
2020-09-22,27.954938888549805
2020-09-23,27.505342483520508
2020-09-24,27.795406341552734
2020-09-25,27.751890182495117
2020-09-28,28.244998931884766
2020-09-29,27.817161560058594
2020-09-30,28.020206451416016
2020-10-01,28.223249435424805
2020-10-02,28.259506225585938
2020-10-05,28.643842697143555
2020-10-06,28.71636390686035
2020-10-07,29.390762329101562
2020-10-08,29.281984329223633
2020-10-09,29.50678825378418
2020-10-12,29.332744598388672
2020-10-13,28.55682373046875
2020-10-14,28.68010139465332
2020-10-15,28.78887939453125
2020-10-16,28.665597915649414
2020-10-19,28.41178321838379
2020-10-20,28.06371307373047
2020-10-21,27.925935745239258
2020-10-22,28.27400779724121
2020-10-23,28.339277267456055
2020-10-26,27.96944236755371
2020-10-27,26.9542179107666
2020-10-28,26.62789535522461
2020-10-29,26.73666763305664
2020-10-30,26.163793563842773
2020-11-02,26.453859329223633
2020-11-03,27.11375617980957
2020-11-04,27.614116668701172
2020-11-05,27.055744171142578
2020-11-06,27.026737213134766
2020-11-09,27.67937660217285
2020-11-10,28.709108352661133
2020-11-11,28.832386016845703
2020-11-12,28.643842697143555
2020-11-13,29.245725631713867
2020-11-16,30.07965660095215
2020-11-17,29.869359970092773
2020-11-18,29.12969398498535
2020-11-19,29.0499324798584
2020-11-20,28.962909698486328
2020-11-23,29.151456832885742
2020-11-24,29.731586456298828
2020-11-25,29.281984329223633
2020-11-27,29.27473258972168
2020-11-30,28.883148193359375
2020-12-01,29.361753463745117
2020-12-02,29.020923614501953
2020-12-03,29.310993194580078
2020-12-04,29.999893188476562
2020-12-07,30.23194122314453
2020-12-08,30.623537063598633
2020-12-09,31.16740608215332
2020-12-10,31.145647048950195
2020-12-11,31.181900024414062
2020-12-14,31.109390258789062
2020-12-15,30.58727264404297
2020-12-16,31.254417419433594
2020-12-17,31.181900024414062
2020-12-18,31.74752426147461
2020-12-21,31.138389587402344
2020-12-22,30.855581283569336
2020-12-23,31.087629318237305
2020-12-24,30.873027801513672
2020-12-28,30.695423126220703
2020-12-29,30.140424728393555
2020-12-30,30.14783477783203
2020-12-31,30.340229034423828
2021-01-04,30.22182846069336
2021-01-05,30.162628173828125
2021-01-06,30.651025772094727
2021-01-07,30.917428970336914
2021-01-08,30.776832580566406
2021-01-11,30.599227905273438
2021-01-12,30.288427352905273
2021-01-13,30.40683364868164
2021-01-14,30.421627044677734
2021-01-15,30.48822784423828
2021-01-19,30.510425567626953
2021-01-20,31.15423583984375
2021-01-21,31.03583526611328
2021-01-22,30.954435348510742
2021-01-25,31.050634384155273
2021-01-26,31.250438690185547
2021-01-27,30.9470272064209
2021-01-28,31.56124496459961
2021-01-29,30.39942741394043
2021-02-01,30.170028686523438
2021-02-02,30.76202964782715
2021-02-03,31.080238342285156
2021-02-04,31.472440719604492
2021-02-05,31.42803192138672
2021-02-08,31.79804229736328
2021-02-09,32.08664321899414
2021-02-10,32.227237701416016
2021-02-11,32.04964065551758
2021-02-12,32.11624526977539
2021-02-16,32.12363815307617
2021-02-17,32.26423645019531
2021-02-18,32.28643798828125
2021-02-19,32.41224670410156
2021-02-22,32.87104034423828
2021-02-23,32.77484893798828
2021-02-24,33.300254821777344
2021-02-25,33.02644729614258
2021-02-26,32.26423645019531
2021-03-01,32.9598503112793
2021-03-02,33.09305191040039
2021-03-03,33.33725357055664
2021-03-04,32.75264358520508
2021-03-05,33.38904571533203
2021-03-08,34.70626449584961
2021-03-09,35.2834587097168
2021-03-10,35.668270111083984
2021-03-11,35.37226486206055
2021-03-12,36.00127029418945
2021-03-15,36.881874084472656
2021-03-16,36.58587646484375
2021-03-17,36.83747482299805
2021-03-18,37.42208480834961
2021-03-19,37.407283782958984
2021-03-22,38.213890075683594
2021-03-23,37.37767791748047
2021-03-24,37.272281646728516
2021-03-25,37.78420639038086
2021-03-26,39.523231506347656
2021-03-29,39.372657775878906
2021-03-30,38.589725494384766
2021-03-31,38.51443862915039
2021-04-01,38.39399337768555
2021-04-05,38.63489532470703
2021-04-06,38.68006896972656
2021-04-07,38.491859436035156
2021-04-08,38.755348205566406
2021-04-09,38.76287841796875
2021-04-12,38.95861053466797
2021-04-13,38.52196502685547
2021-04-14,38.6574821472168
2021-04-15,38.853214263916016
2021-04-16,39.38018798828125
2021-04-19,36.94857406616211
2021-04-20,35.52573776245117
2021-04-21,35.81934356689453
2021-04-22,35.00628662109375
2021-04-23,35.67630386352539
2021-04-26,35.5483283996582
2021-04-27,35.50314712524414
2021-04-28,35.518211364746094
2021-04-29,35.08156204223633
2021-04-30,35.94731521606445
2021-05-03,36.414066314697266
2021-05-04,36.0225944519043
2021-05-05,36.39901351928711
2021-05-06,37.25723648071289
2021-05-07,37.60353088378906
2021-05-10,38.1530876159668
2021-05-11,37.964881896972656
2021-05-12,37.151832580566406
2021-05-13,37.731502532958984
2021-05-14,37.85196304321289
2021-05-17,37.79926300048828
2021-05-18,37.633644104003906
2021-05-19,37.2195930480957
2021-05-20,37.66374588012695
2021-05-21,37.641170501708984
2021-05-24,37.88207244873047
2021-05-25,37.347564697265625
2021-05-26,37.20453643798828
2021-05-27,37.03891372680664
2021-05-28,37.05397033691406
2021-06-01,37.159366607666016
