,ITW
2015-09-01,65.9168472290039
2015-09-02,66.60149383544922
2015-09-03,67.0525131225586
2015-09-04,65.85240173339844
2015-09-08,67.78546905517578
2015-09-09,67.29412078857422
2015-09-10,67.181396484375
2015-09-11,67.31831359863281
2015-09-14,66.55315399169922
2015-09-15,68.02708435058594
2015-09-16,69.07417297363281
2015-09-17,68.9130859375
2015-09-18,68.28483581542969
2015-09-21,67.87405395507812
2015-09-22,67.29412078857422
2015-09-23,67.0202865600586
2015-09-24,66.75448608398438
2015-09-25,66.39208984375
2015-09-28,65.30552673339844
2015-09-29,65.9542007446289
2015-09-30,66.74071502685547
2015-10-01,66.1244888305664
2015-10-02,67.12181091308594
2015-10-05,69.43272399902344
2015-10-06,69.42461395263672
2015-10-07,70.03275299072266
2015-10-08,71.09497833251953
2015-10-09,71.07875061035156
2015-10-12,71.03822326660156
2015-10-13,70.1624984741211
2015-10-14,68.88944244384766
2015-10-15,69.36785888671875
2015-10-16,68.37053680419922
2015-10-19,68.15159606933594
2015-10-20,69.02729034423828
2015-10-21,69.36785888671875
2015-10-22,72.59503936767578
2015-10-23,73.45451354980469
2015-10-26,73.56804656982422
2015-10-27,73.44642639160156
2015-10-28,74.70323181152344
2015-10-29,74.53295135498047
2015-10-30,74.54914093017578
2015-11-02,75.81407928466797
2015-11-03,75.41678619384766
2015-11-04,75.3519058227539
2015-11-05,75.48974609375
2015-11-06,75.10053253173828
2015-11-09,74.10321807861328
2015-11-10,74.33834838867188
2015-11-11,74.06266021728516
2015-11-12,72.74910736083984
2015-11-13,72.49774169921875
2015-11-16,73.85183715820312
2015-11-17,73.05720520019531
2015-11-18,74.2896957397461
2015-11-19,74.98700714111328
2015-11-20,75.84654235839844
2015-11-23,75.66813659667969
2015-11-24,75.72488403320312
2015-11-25,75.72488403320312
2015-11-27,75.57081604003906
2015-11-30,76.20330047607422
2015-12-01,76.34925079345703
2015-12-02,75.71676635742188
2015-12-03,74.88971710205078
2015-12-04,76.47898864746094
2015-12-07,75.73301696777344
2015-12-08,74.83296203613281
2015-12-09,74.91404724121094
2015-12-10,75.64380645751953
2015-12-11,74.15997314453125
2015-12-14,75.3194580078125
2015-12-15,74.79241180419922
2015-12-16,76.19519805908203
2015-12-17,75.04378509521484
2015-12-18,73.72208404541016
2015-12-21,74.46810150146484
2015-12-22,75.26273345947266
2015-12-23,76.38980865478516
2015-12-24,76.32490539550781
2015-12-28,76.00057983398438
2015-12-29,76.87329864501953
2015-12-30,76.00875091552734
2015-12-31,75.59278106689453
2016-01-04,74.27144622802734
2016-01-05,73.1866455078125
2016-01-06,71.38410186767578
2016-01-07,69.10848999023438
2016-01-08,68.52938079833984
2016-01-11,67.85242462158203
2016-01-12,68.34178924560547
2016-01-13,67.27330780029297
2016-01-14,67.55878448486328
2016-01-15,66.27011108398438
2016-01-19,66.62895965576172
2016-01-20,66.34351348876953
2016-01-21,66.59635162353516
2016-01-22,67.0123291015625
2016-01-25,66.10697174072266
2016-01-26,68.76593017578125
2016-01-27,70.31562805175781
2016-01-28,72.3954849243164
2016-01-29,73.46395874023438
2016-02-01,73.34162139892578
2016-02-02,72.26497650146484
2016-02-03,73.39057922363281
2016-02-04,74.59771728515625
2016-02-05,73.74126434326172
2016-02-08,73.61896514892578
2016-02-09,73.70048522949219
2016-02-10,73.74942779541016
2016-02-11,73.08059692382812
2016-02-12,74.94029998779297
2016-02-16,76.29420471191406
2016-02-17,77.42796325683594
2016-02-18,77.9499282836914
2016-02-19,78.18648529052734
2016-02-22,78.65135955810547
2016-02-23,77.28111267089844
2016-02-24,76.84069061279297
2016-02-25,77.4687271118164
2016-02-26,77.42796325683594
2016-02-29,76.87329864501953
2016-03-01,78.98578643798828
2016-03-02,79.13260650634766
2016-03-03,78.76559448242188
2016-03-04,79.71170806884766
2016-03-07,79.7524642944336
2016-03-08,79.19786834716797
2016-03-09,79.0184326171875
2016-03-10,79.16522979736328
2016-03-11,80.0705795288086
2016-03-14,79.96456909179688
2016-03-15,79.91561126708984
2016-03-16,80.19292449951172
2016-03-17,82.11783599853516
2016-03-18,82.63982391357422
2016-03-21,82.99055480957031
2016-03-22,83.42284393310547
2016-03-23,83.2760238647461
2016-03-24,82.6968994140625
2016-03-28,82.705078125
2016-03-29,83.1643295288086
2016-03-30,84.16482543945312
2016-03-31,84.00901794433594
2016-04-01,84.82907104492188
2016-04-04,84.19759368896484
2016-04-05,83.48414611816406
2016-04-06,84.23043823242188
2016-04-07,84.10740661621094
2016-04-08,84.64046478271484
2016-04-11,84.54202270507812
2016-04-12,85.59996032714844
2016-04-13,86.08380126953125
2016-04-14,86.0510025024414
2016-04-15,86.010009765625
2016-04-18,86.35446166992188
2016-04-19,86.6578598022461
2016-04-20,85.57534790039062
2016-04-21,85.75577545166016
2016-04-22,85.82958984375
2016-04-25,85.68197631835938
2016-04-26,86.45281982421875
2016-04-27,86.51025390625
2016-04-28,85.75577545166016
2016-04-29,85.71475982666016
2016-05-02,86.08380126953125
2016-05-03,85.67377471923828
2016-05-04,84.90290069580078
2016-05-05,84.5994644165039
2016-05-06,85.44414520263672
2016-05-09,85.36212158203125
2016-05-10,86.3872299194336
2016-05-11,85.51795959472656
2016-05-12,85.72295379638672
2016-05-13,84.45182800292969
2016-05-16,85.53433990478516
2016-05-17,85.14891815185547
2016-05-18,84.72245788574219
2016-05-19,84.27142333984375
2016-05-20,84.58308410644531
2016-05-23,84.66507720947266
2016-05-24,86.03461456298828
2016-05-25,86.22322082519531
2016-05-26,86.32164001464844
2016-05-27,86.3872299194336
2016-05-31,86.95307922363281
2016-06-01,87.5025405883789
2016-06-02,87.84696960449219
2016-06-03,87.92080688476562
2016-06-06,88.3718490600586
2016-06-07,89.0032730102539
2016-06-08,89.70855712890625
2016-06-09,89.22470092773438
2016-06-10,88.64244079589844
2016-06-13,86.62506103515625
2016-06-14,86.6824722290039
2016-06-15,86.25602722167969
2016-06-16,86.36263275146484
2016-06-17,87.12529754638672
2016-06-20,87.52716827392578
2016-06-21,86.98587036132812
2016-06-22,86.76445770263672
2016-06-23,87.60096740722656
2016-06-24,83.3939437866211
2016-06-27,80.94189453125
2016-06-28,82.90463256835938
2016-06-29,83.96846771240234
2016-06-30,85.89820861816406
2016-07-01,86.43424224853516
2016-07-05,85.69202423095703
2016-07-06,86.73113250732422
2016-07-07,87.3496322631836
2016-07-08,89.36182403564453
2016-07-11,89.89789581298828
2016-07-12,90.7308120727539
2016-07-13,91.20084381103516
2016-07-14,91.5802230834961
2016-07-15,91.72042083740234
2016-07-18,91.25860595703125
2016-07-19,91.62970733642578
2016-07-20,94.19445037841797
2016-07-21,94.01301574707031
2016-07-22,94.49132537841797
2016-07-25,94.6810073852539
2016-07-26,95.57989501953125
2016-07-27,95.4561996459961
2016-07-28,95.13455963134766
2016-07-29,95.1675796508789
2016-08-01,95.20054626464844
2016-08-02,94.90364837646484
2016-08-03,94.96139526367188
2016-08-04,95.36549377441406
2016-08-05,96.35509490966797
2016-08-08,96.86637878417969
2016-08-09,97.377685546875
2016-08-10,97.14679718017578
2016-08-11,98.03741455078125
2016-08-12,98.04566955566406
2016-08-15,98.36730194091797
2016-08-16,97.6086196899414
2016-08-17,98.12814331054688
2016-08-18,98.1198959350586
2016-08-19,98.66417694091797
2016-08-22,98.7549057006836
2016-08-23,98.77965545654297
2016-08-24,98.57347869873047
2016-08-25,98.46624755859375
2016-08-26,98.65592956542969
2016-08-29,99.36515045166016
2016-08-30,99.10125732421875
2016-08-31,98.01268005371094
2016-09-01,98.66417694091797
2016-09-02,99.88471221923828
2016-09-06,98.8126220703125
2016-09-07,98.68067169189453
2016-09-08,98.15291595458984
2016-09-09,95.48094940185547
2016-09-12,97.11378479003906
2016-09-13,95.4067153930664
2016-09-14,95.76134490966797
2016-09-15,96.77566528320312
2016-09-16,95.81906127929688
2016-09-19,96.61898803710938
2016-09-20,97.64157104492188
2016-09-21,98.18584442138672
2016-09-22,98.7054443359375
2016-09-23,97.1550521850586
2016-09-26,97.08904266357422
2016-09-27,98.13639831542969
2016-09-28,99.51286315917969
2016-09-29,98.70854949951172
2016-09-30,99.37191009521484
2016-10-03,99.4133529663086
2016-10-04,98.72509765625
2016-10-05,98.89927673339844
2016-10-06,99.13973999023438
2016-10-07,97.18280029296875
2016-10-10,96.52772521972656
2016-10-11,95.39173126220703
2016-10-12,96.85111236572266
2016-10-13,96.05509948730469
2016-10-14,96.0965576171875
2016-10-17,96.2458267211914
2016-10-18,95.42487335205078
2016-10-19,95.95557403564453
2016-10-20,93.93229675292969
2016-10-21,93.74991607666016
2016-10-24,93.77477264404297
2016-10-25,92.73827362060547
2016-10-26,94.01526641845703
2016-10-27,93.96548461914062
2016-10-28,94.39668273925781
2016-10-31,94.17279815673828
2016-11-01,92.97044372558594
2016-11-02,94.04840087890625
2016-11-03,94.16450500488281
2016-11-04,94.54594421386719
2016-11-07,97.1496353149414
2016-11-08,97.63056182861328
2016-11-09,100.45816802978516
2016-11-10,102.19950103759766
2016-11-11,102.74677276611328
2016-11-14,102.41507720947266
2016-11-15,103.625732421875
2016-11-16,103.2940444946289
2016-11-17,102.8960189819336
2016-11-18,102.78823852539062
2016-11-21,102.39022064208984
2016-11-22,103.18622589111328
2016-11-23,103.6008529663086
2016-11-25,104.28910064697266
2016-11-28,103.54279327392578
2016-11-29,104.15641021728516
2016-11-30,103.79985809326172
2016-12-01,103.89937591552734
2016-12-02,103.8164291381836
2016-12-05,104.5710220336914
2016-12-06,104.88611602783203
2016-12-07,106.0801773071289
2016-12-08,105.1265869140625
2016-12-09,105.32559967041016
2016-12-12,105.30072784423828
2016-12-13,104.61248016357422
2016-12-14,102.95407104492188
2016-12-15,103.70863342285156
2016-12-16,103.58428192138672
2016-12-19,104.44664001464844
2016-12-20,104.41345977783203
2016-12-21,103.4018325805664
2016-12-22,103.36038208007812
2016-12-23,103.5262222290039
2016-12-27,103.82475280761719
2016-12-28,102.22435760498047
2016-12-29,102.09931182861328
2016-12-30,102.07432556152344
2017-01-03,102.12432098388672
2017-01-04,102.5160903930664
2017-01-05,101.36581420898438
2017-01-06,102.42440032958984
2017-01-09,101.92427825927734
2017-01-10,102.16600036621094
2017-01-11,102.65779876708984
2017-01-12,102.19935607910156
2017-01-13,102.84949493408203
2017-01-17,102.3743896484375
2017-01-18,103.07456970214844
2017-01-19,102.83284759521484
2017-01-20,103.14122772216797
2017-01-23,103.3996353149414
2017-01-24,105.90855407714844
2017-01-25,107.16720581054688
2017-01-26,106.86710357666016
2017-01-27,107.4089126586914
2017-01-30,107.35057067871094
2017-01-31,106.02525329589844
2017-02-01,105.75853729248047
2017-02-02,105.8418960571289
2017-02-03,106.0335922241211
2017-02-06,106.10025024414062
2017-02-07,105.80855560302734
2017-02-08,105.95856475830078
2017-02-09,106.07526397705078
2017-02-10,106.69208526611328
2017-02-13,107.83402252197266
2017-02-14,108.02572631835938
2017-02-15,108.15909576416016
2017-02-16,108.57584381103516
2017-02-17,108.61754608154297
2017-02-21,108.700927734375
2017-02-22,108.45917510986328
2017-02-23,108.7092514038086
2017-02-24,109.75947570800781
2017-02-27,109.92620849609375
2017-02-28,110.03453826904297
2017-03-01,112.46012878417969
2017-03-02,111.893310546875
2017-03-03,111.96832275390625
2017-03-06,111.80997467041016
2017-03-07,111.60990142822266
2017-03-08,111.59327697753906
2017-03-09,110.81803894042969
2017-03-10,111.7099609375
2017-03-13,111.91834259033203
2017-03-14,111.05976867675781
2017-03-15,112.9102554321289
2017-03-16,112.0933609008789
2017-03-17,112.94359588623047
2017-03-20,112.71018981933594
2017-03-21,111.25984954833984
2017-03-22,111.56826782226562
2017-03-23,111.22647094726562
2017-03-24,110.66805267333984
2017-03-27,109.72615814208984
2017-03-28,110.78473663330078
2017-03-29,110.52505493164062
2017-03-30,111.0779037475586
2017-03-31,110.96063232421875
2017-04-03,110.21513366699219
2017-04-04,110.24027252197266
2017-04-05,109.7795639038086
2017-04-06,110.2486343383789
2017-04-07,110.34076690673828
2017-04-10,110.76795196533203
2017-04-11,111.24542236328125
2017-04-12,109.62042999267578
2017-04-13,109.03411102294922
2017-04-17,110.03923034667969
2017-04-18,110.89362335205078
2017-04-19,110.66743469238281
2017-04-20,112.72802734375
2017-04-21,112.97089385986328
2017-04-24,117.06693267822266
2017-04-25,116.64810943603516
2017-04-26,116.54759979248047
2017-04-27,116.78211975097656
2017-04-28,115.6680908203125
2017-05-01,115.29955291748047
2017-05-02,114.93936920166016
2017-05-03,115.55082702636719
2017-05-04,115.81884765625
2017-05-05,116.93289947509766
2017-05-08,116.88267517089844
2017-05-09,116.3884506225586
2017-05-10,115.84397888183594
2017-05-11,115.59269714355469
2017-05-12,115.07342529296875
2017-05-15,115.33304595947266
2017-05-16,115.35816192626953
2017-05-17,112.8955307006836
2017-05-18,113.37297821044922
2017-05-19,114.75507354736328
2017-05-22,115.47545623779297
2017-05-23,116.2460708618164
2017-05-24,116.86590576171875
2017-05-25,117.68680572509766
2017-05-26,117.5779037475586
2017-05-30,118.18936157226562
2017-05-31,118.28987884521484
2017-06-01,120.0656509399414
2017-06-02,120.29178619384766
2017-06-05,120.6352310180664
2017-06-06,119.76409149169922
2017-06-07,121.09590911865234
2017-06-08,121.1126708984375
2017-06-09,121.28861236572266
2017-06-12,121.2215576171875
2017-06-13,122.64555358886719
2017-06-14,122.91356658935547
2017-06-15,124.14490509033203
2017-06-16,124.49669647216797
2017-06-19,125.79501342773438
2017-06-20,125.30918884277344
2017-06-21,122.80467224121094
2017-06-22,122.45289611816406
2017-06-23,122.10943603515625
2017-06-26,121.74092864990234
2017-06-27,119.16938781738281
2017-06-28,120.86075592041016
2017-06-29,119.16938781738281
2017-06-30,120.54095458984375
2017-07-03,121.2646484375
2017-07-05,122.41746520996094
2017-07-06,121.46661376953125
2017-07-07,122.9054946899414
2017-07-10,123.05699157714844
2017-07-11,122.70357513427734
2017-07-12,123.05699157714844
2017-07-13,121.76112365722656
2017-07-14,122.60261535644531
2017-07-17,123.03170776367188
2017-07-18,123.39356994628906
2017-07-19,124.26872253417969
2017-07-20,123.79745483398438
2017-07-21,123.94050598144531
2017-07-24,119.47232055664062
2017-07-25,119.19458770751953
2017-07-26,117.86509704589844
2017-07-27,118.49620819091797
2017-07-28,118.50462341308594
2017-07-31,118.40367126464844
2017-08-01,117.7304458618164
2017-08-02,119.29560089111328
2017-08-03,119.00951385498047
2017-08-04,120.22965240478516
2017-08-07,119.21147918701172
2017-08-08,118.93377685546875
2017-08-09,118.42047882080078
2017-08-10,115.67729949951172
2017-08-11,116.42613220214844
2017-08-14,117.00679779052734
2017-08-15,117.04046630859375
2017-08-16,117.8314437866211
2017-08-17,114.60017395019531
2017-08-18,114.1626205444336
2017-08-21,114.10371398925781
2017-08-22,116.01386260986328
2017-08-23,114.84419250488281
2017-08-24,114.3309326171875
2017-08-25,115.1218490600586
2017-08-28,114.88627624511719
2017-08-29,115.15555572509766
2017-08-30,115.2313003540039
2017-08-31,115.71092224121094
2017-09-01,115.88764953613281
2017-09-05,114.81897735595703
2017-09-06,115.19763946533203
2017-09-07,116.232666015625
2017-09-08,117.83984375
2017-09-11,119.08521270751953
2017-09-12,120.20441436767578
2017-09-13,120.33059692382812
2017-09-14,122.07249450683594
2017-09-15,122.55207824707031
