,ALL
2014-08-25,49.282283782958984
2014-08-26,49.24249267578125
2014-08-27,49.2025146484375
2014-08-28,48.89863204956055
2014-08-29,49.170528411865234
2014-09-02,49.4423942565918
2014-09-03,49.29046630859375
2014-09-04,49.07456588745117
2014-09-05,49.05856704711914
2014-09-08,49.09054946899414
2014-09-09,48.65073776245117
2014-09-10,48.69073486328125
2014-09-11,48.946624755859375
2014-09-12,48.77869415283203
2014-09-15,49.27448272705078
2014-09-16,49.34645080566406
2014-09-17,49.378421783447266
2014-09-18,49.834228515625
2014-09-19,49.7382698059082
2014-09-22,49.450401306152344
2014-09-23,49.02658462524414
2014-09-24,49.322444915771484
2014-09-25,48.85065841674805
2014-09-26,49.106536865234375
2014-09-29,49.01058578491211
2014-09-30,49.07456588745117
2014-10-01,48.62675857543945
2014-10-02,48.8906364440918
2014-10-03,49.3624382019043
2014-10-06,49.27448272705078
2014-10-07,48.698726654052734
2014-10-08,49.29046630859375
2014-10-09,48.78668212890625
2014-10-10,48.90663528442383
2014-10-13,48.8266716003418
2014-10-14,49.27448272705078
2014-10-15,48.43482971191406
2014-10-16,47.867088317871094
2014-10-17,48.49081802368164
2014-10-20,48.658748626708984
2014-10-21,49.602333068847656
2014-10-22,49.426422119140625
2014-10-23,49.57833480834961
2014-10-24,50.034149169921875
2014-10-27,50.4819450378418
2014-10-28,50.5619010925293
2014-10-29,50.36199188232422
2014-10-30,51.105674743652344
2014-10-31,51.857337951660156
2014-11-03,51.753379821777344
2014-11-04,51.88933181762695
2014-11-05,52.56901931762695
2014-11-06,52.88088607788086
2014-11-07,52.97683334350586
2014-11-10,53.384666442871094
2014-11-11,53.28071975708008
2014-11-12,53.71251678466797
2014-11-13,53.51261520385742
2014-11-14,53.24073028564453
2014-11-17,53.304710388183594
2014-11-18,53.408660888671875
2014-11-19,53.87246322631836
2014-11-20,53.808494567871094
2014-11-21,53.89646911621094
2014-11-24,54.31227493286133
2014-11-25,54.264095306396484
2014-11-26,54.215919494628906
2014-11-28,54.72177505493164
2014-12-01,54.28818893432617
2014-12-02,54.689666748046875
2014-12-03,54.65754318237305
2014-12-04,54.91450119018555
2014-12-05,55.14735794067383
2014-12-08,55.51670837402344
2014-12-09,55.26778793334961
2014-12-10,55.042972564697266
2014-12-11,55.45247268676758
2014-12-12,54.1356086730957
2014-12-15,54.09546661376953
2014-12-16,53.96699523925781
2014-12-17,54.77798080444336
2014-12-18,56.03862762451172
2014-12-19,56.118919372558594
2014-12-22,56.56056213378906
2014-12-23,56.80947494506836
2014-12-24,56.76130676269531
2014-12-26,56.95400619506836
2014-12-29,57.01021194458008
2014-12-30,56.96205139160156
2014-12-31,56.40800857543945
2015-01-02,56.30361557006836
2015-01-05,55.18748474121094
2015-01-06,55.14735794067383
2015-01-07,56.054691314697266
2015-01-08,57.13066864013672
2015-01-09,56.54450225830078
2015-01-12,55.966365814208984
2015-01-13,56.30361557006836
2015-01-14,55.749576568603516
2015-01-15,55.58897399902344
2015-01-16,56.88175964355469
2015-01-20,56.49631881713867
2015-01-21,56.44814682006836
2015-01-22,57.77303695678711
2015-01-23,57.35548782348633
2015-01-26,57.59638977050781
2015-01-27,57.36351013183594
2015-01-28,56.464210510253906
2015-01-29,57.05037307739258
2015-01-30,56.03862762451172
2015-02-02,56.93794631958008
2015-02-03,57.837276458740234
2015-02-04,58.27891159057617
2015-02-05,58.0540657043457
2015-02-06,56.95400619506836
2015-02-09,56.23134994506836
2015-02-10,56.24741744995117
2015-02-11,57.15475082397461
2015-02-12,57.46791458129883
2015-02-13,57.37960433959961
2015-02-17,57.22701644897461
2015-02-18,56.77735137939453
2015-02-19,57.146728515625
2015-02-20,57.491981506347656
2015-02-23,57.21900939941406
2015-02-24,57.548221588134766
2015-02-25,57.1065788269043
2015-02-26,57.50169372558594
2015-02-27,56.9291877746582
2015-03-02,57.235599517822266
2015-03-03,56.84047317504883
2015-03-04,56.04217529296875
2015-03-05,56.09054183959961
2015-03-06,55.75188446044922
2015-03-09,56.11475372314453
2015-03-10,55.14712142944336
2015-03-11,55.71156311035156
2015-03-12,56.76789855957031
2015-03-13,56.09054183959961
2015-03-16,56.84047317504883
2015-03-17,56.429222106933594
2015-03-18,56.94529342651367
2015-03-19,56.9291877746582
2015-03-20,57.622657775878906
2015-03-23,57.969398498535156
2015-03-24,57.52587127685547
2015-03-25,56.888858795166016
2015-03-26,56.60662841796875
2015-03-27,56.48568344116211
2015-03-30,57.211402893066406
2015-03-31,57.38880920410156
2015-04-01,57.485565185546875
2015-04-02,57.61457443237305
2015-04-06,58.154842376708984
2015-04-07,57.63069534301758
2015-04-08,57.71940231323242
2015-04-09,57.97745132446289
2015-04-10,58.08228302001953
2015-04-13,58.041969299316406
2015-04-14,57.65488815307617
2015-04-15,58.00971221923828
2015-04-16,58.090335845947266
2015-04-17,57.14688491821289
2015-04-20,57.533966064453125
2015-04-21,57.10658264160156
2015-04-22,57.15494918823242
2015-04-23,57.09851837158203
2015-04-24,57.211402893066406
2015-04-27,56.69533157348633
2015-04-28,57.00175857543945
2015-04-29,56.64695358276367
2015-04-30,56.171199798583984
2015-05-01,56.4050407409668
2015-05-04,56.30021286010742
2015-05-05,56.445343017578125
2015-05-06,54.276248931884766
2015-05-07,54.606849670410156
2015-05-08,54.24399185180664
2015-05-11,53.92143630981445
2015-05-12,53.95370101928711
2015-05-13,54.0181999206543
2015-05-14,54.54234313964844
2015-05-15,54.51007843017578
2015-05-18,54.90519714355469
2015-05-19,55.43741226196289
2015-05-20,55.42127227783203
2015-05-21,54.913265228271484
2015-05-22,54.51007843017578
2015-05-26,54.332672119140625
2015-05-27,54.76197814941406
2015-05-28,54.91586685180664
2015-05-29,54.527076721191406
2015-06-01,54.203086853027344
2015-06-02,54.373172760009766
2015-06-03,54.85105514526367
2015-06-04,54.30839157104492
2015-06-05,53.846702575683594
2015-06-08,53.31211853027344
2015-06-09,53.2230339050293
2015-06-10,54.195003509521484
2015-06-11,54.664772033691406
2015-06-12,54.56757354736328
2015-06-15,54.00060272216797
2015-06-16,54.535179138183594
2015-06-17,54.41368865966797
2015-06-18,55.36134338378906
2015-06-19,53.82240676879883
2015-06-22,53.68471145629883
2015-06-23,53.7495231628418
2015-06-24,53.417423248291016
2015-06-25,52.6722412109375
2015-06-26,53.32023239135742
2015-06-29,52.388763427734375
2015-06-30,52.54265213012695
2015-07-01,53.04484558105469
2015-07-02,52.639854431152344
2015-07-06,52.49406433105469
2015-07-07,53.247337341308594
2015-07-08,52.58317184448242
2015-07-09,52.980045318603516
2015-07-10,53.611812591552734
2015-07-13,54.470375061035156
2015-07-14,54.74577331542969
2015-07-15,55.1264533996582
2015-07-16,55.06167221069336
2015-07-17,54.74577331542969
2015-07-20,54.84297561645508
2015-07-21,54.83488082885742
2015-07-22,55.37754821777344
2015-07-23,55.369441986083984
2015-07-24,55.3370475769043
2015-07-27,55.401851654052734
2015-07-28,55.54765319824219
2015-07-29,55.92022705078125
2015-07-30,56.017425537109375
2015-07-31,55.84733963012695
2015-08-03,56.19562911987305
2015-08-04,50.493438720703125
2015-08-05,50.6230354309082
2015-08-06,50.19375228881836
2015-08-07,50.655433654785156
2015-08-10,51.109004974365234
2015-08-11,51.4087028503418
2015-08-12,51.5221061706543
2015-08-13,51.42490005493164
2015-08-14,51.72459030151367
2015-08-17,51.71649932861328
2015-08-18,51.48969650268555
2015-08-19,51.56259536743164
2015-08-20,50.785037994384766
2015-08-21,49.610572814941406
2015-08-24,47.29405975341797
2015-08-25,46.16011428833008
2015-08-26,46.49220275878906
2015-08-27,47.82752227783203
2015-08-28,47.737953186035156
2015-08-31,47.45298385620117
2015-09-01,46.52476119995117
2015-09-02,47.167991638183594
2015-09-03,47.20871353149414
2015-09-04,46.443336486816406
2015-09-08,47.38785171508789
2015-09-09,46.69574737548828
2015-09-10,46.956298828125
2015-09-11,47.338985443115234
2015-09-14,47.42041015625
2015-09-15,48.02292251586914
2015-09-16,48.20207214355469
2015-09-17,48.03108596801758
2015-09-18,46.8748664855957
2015-09-21,47.68095779418945
2015-09-22,47.30641555786133
2015-09-23,47.64024353027344
2015-09-24,47.70539093017578
2015-09-25,48.03108596801758
2015-09-28,47.01329803466797
2015-09-29,47.51811981201172
2015-09-30,47.42041015625
2015-10-01,47.2005615234375
2015-10-02,48.161346435546875
2015-10-05,48.77202224731445
2015-10-06,48.755741119384766
2015-10-07,48.88602066040039
2015-10-08,49.7653694152832
2015-10-09,49.211700439453125
2015-10-12,49.594390869140625
2015-10-13,49.374542236328125
2015-10-14,48.73945617675781
2015-10-15,50.14805221557617
2015-10-16,49.830509185791016
2015-10-19,50.14805221557617
2015-10-20,50.02592468261719
2015-10-21,49.3826904296875
2015-10-22,50.115482330322266
2015-10-23,50.221336364746094
2015-10-26,50.335330963134766
2015-10-27,49.089576721191406
2015-10-28,50.734291076660156
2015-10-29,51.1251335144043
2015-10-30,50.38418960571289
2015-11-02,50.31904602050781
2015-11-03,51.426387786865234
2015-11-04,51.206546783447266
2015-11-05,51.74393844604492
2015-11-06,52.167320251464844
2015-11-09,51.71950912475586
2015-11-10,51.55666732788086
2015-11-11,51.393821716308594
2015-11-12,50.929710388183594
2015-11-13,50.81571578979492
2015-11-16,51.393821716308594
2015-11-17,51.05998992919922
2015-11-18,51.70322799682617
2015-11-19,51.597381591796875
2015-11-20,51.572959899902344
2015-11-23,51.385684967041016
2015-11-24,51.24726486206055
2015-11-25,51.075462341308594
2015-11-27,51.41088104248047
2015-11-30,51.34543228149414
2015-12-01,51.95085144042969
2015-12-02,51.451786041259766
2015-12-03,51.35361099243164
2015-12-04,52.76079559326172
2015-12-07,52.678977966308594
2015-12-08,52.245384216308594
2015-12-09,51.459983825683594
2015-12-10,51.11635971069336
2015-12-11,50.290061950683594
2015-12-14,50.224609375
2015-12-15,51.29635238647461
2015-12-16,51.852664947509766
2015-12-17,51.026371002197266
2015-12-18,50.1755256652832
2015-12-21,50.150970458984375
2015-12-22,51.13273239135742
2015-12-23,51.451786041259766
2015-12-24,51.65632629394531
2015-12-28,51.24726104736328
2015-12-29,51.69723129272461
2015-12-30,51.3863525390625
2015-12-31,50.797298431396484
2016-01-04,49.63556671142578
2016-01-05,49.521026611328125
2016-01-06,48.96470642089844
2016-01-07,47.81113815307617
2016-01-08,47.63933563232422
2016-01-11,47.467529296875
2016-01-12,47.98295211791992
2016-01-13,47.3775520324707
2016-01-14,47.79478454589844
2016-01-15,47.557525634765625
2016-01-19,47.81113815307617
2016-01-20,47.44298553466797
2016-01-21,47.57388687133789
2016-01-22,47.884761810302734
2016-01-25,47.20573043823242
2016-01-26,47.598426818847656
2016-01-27,47.78660583496094
2016-01-28,48.449275970458984
2016-01-29,49.57828903198242
2016-02-01,49.521026611328125
2016-02-02,49.0628776550293
2016-02-03,48.79290008544922
2016-02-04,50.76457595825195
2016-02-05,51.84449768066406
2016-02-08,51.811767578125
2016-02-09,51.549964904785156
2016-02-10,51.52543258666992
2016-02-11,50.98545837402344
2016-02-12,52.286285400390625
2016-02-16,52.82625198364258
2016-02-17,53.194400787353516
2016-02-18,52.60535430908203
2016-02-19,52.35990905761719
2016-02-22,52.71989440917969
2016-02-23,52.139015197753906
2016-02-24,52.319007873535156
2016-02-25,52.96867752075195
2016-02-26,52.8946647644043
2016-02-29,52.18741989135742
2016-03-01,53.29762268066406
2016-03-02,53.791046142578125
2016-03-03,53.708797454833984
2016-03-04,53.76636505126953
2016-03-07,53.47854232788086
2016-03-08,53.10847473144531
2016-03-09,53.06734085083008
2016-03-10,52.84532165527344
2016-03-11,53.88150405883789
2016-03-14,53.412757873535156
2016-03-15,54.21046829223633
2016-03-16,54.50649642944336
2016-03-17,55.263084411621094
2016-03-18,55.287742614746094
2016-03-21,54.96703338623047
2016-03-22,55.03281021118164
2016-03-23,54.819000244140625
2016-03-24,54.432491302490234
2016-03-28,54.950592041015625
2016-03-29,55.230186462402344
2016-03-30,55.690696716308594
2016-03-31,55.40288543701172
2016-04-01,56.11012268066406
2016-04-04,55.62493133544922
2016-04-05,54.85188674926758
2016-04-06,55.1232795715332
2016-04-07,54.50649642944336
2016-04-08,54.96703338623047
2016-04-11,54.925907135009766
2016-04-12,55.271297454833984
2016-04-13,55.53446578979492
2016-04-14,54.82722091674805
2016-04-15,54.7696533203125
2016-04-18,55.3453254699707
2016-04-19,55.53446578979492
2016-04-20,55.03281021118164
2016-04-21,53.82392883300781
2016-04-22,54.06241226196289
2016-04-25,53.95552062988281
2016-04-26,54.1693115234375
2016-04-27,53.87328338623047
2016-04-28,53.412757873535156
2016-04-29,53.494998931884766
2016-05-02,53.74992752075195
2016-05-03,53.791046142578125
2016-05-04,53.68413162231445
2016-05-05,55.81406784057617
2016-05-06,55.180850982666016
2016-05-09,55.271297454833984
2016-05-10,55.90452194213867
2016-05-11,55.38642883300781
2016-05-12,55.54269027709961
2016-05-13,55.411109924316406
2016-05-16,55.550907135009766
2016-05-17,55.180850982666016
2016-05-18,55.39466094970703
2016-05-19,54.96703338623047
2016-05-20,55.22197341918945
2016-05-23,54.99992752075195
2016-05-24,55.4604377746582
2016-05-25,55.32886505126953
2016-05-26,55.51800537109375
2016-05-27,55.65781021118164
2016-05-31,55.51800537109375
2016-06-01,55.73288345336914
2016-06-02,55.73288345336914
2016-06-03,55.724632263183594
2016-06-06,55.881629943847656
2016-06-07,55.724632263183594
2016-06-08,55.93120193481445
2016-06-09,56.02210998535156
2016-06-10,55.74939727783203
2016-06-13,55.27009582519531
2016-06-14,55.11307907104492
2016-06-15,54.43540954589844
2016-06-16,54.9312629699707
2016-06-17,54.889949798583984
2016-06-20,55.013893127441406
2016-06-21,55.20398712158203
2016-06-22,55.38578414916992
2016-06-23,56.0799674987793
2016-06-24,54.75773239135742
2016-06-27,54.59243392944336
2016-06-28,55.972537994384766
2016-06-29,56.58407211303711
2016-06-30,57.80714797973633
2016-07-01,57.48484420776367
2016-07-05,57.278263092041016
2016-07-06,57.40221405029297
2016-07-07,56.97250747680664
2016-07-08,57.5675163269043
2016-07-11,57.79890823364258
2016-07-12,57.51791000366211
2016-07-13,57.25346755981445
2016-07-14,57.278263092041016
2016-07-15,57.42701721191406
2016-07-18,57.311317443847656
2016-07-19,57.121246337890625
2016-07-20,57.10470199584961
2016-07-21,56.93115997314453
2016-07-22,57.18736267089844
2016-07-25,57.203880310058594
2016-07-26,57.05513381958008
2016-07-27,56.90640640258789
2016-07-28,57.16256332397461
2016-07-29,56.4683952331543
2016-08-01,56.51795959472656
2016-08-02,56.28656768798828
2016-08-03,56.71629333496094
2016-08-04,56.70805358886719
2016-08-05,56.88984298706055
2016-08-08,57.16256332397461
2016-08-09,57.327857971191406
2016-08-10,57.36916732788086
2016-08-11,57.11298370361328
2016-08-12,57.1295051574707
2016-08-15,57.34437561035156
2016-08-16,56.980743408203125
2016-08-17,57.121246337890625
2016-08-18,57.38569641113281
2016-08-19,57.16256332397461
2016-08-22,56.914642333984375
2016-08-23,56.4931640625
2016-08-24,56.4105339050293
2016-08-25,56.64191818237305
2016-08-26,56.46010971069336
2016-08-29,57.082923889160156
2016-08-30,57.44001007080078
2016-08-31,57.265625
2016-09-01,57.01650619506836
2016-09-02,57.25732421875
2016-09-06,57.55625915527344
2016-09-07,57.66422653198242
2016-09-08,57.481536865234375
2016-09-09,56.43520736694336
2016-09-12,56.86702346801758
2016-09-13,56.401981353759766
2016-09-14,55.96186828613281
2016-09-15,56.318946838378906
2016-09-16,55.97847366333008
2016-09-19,56.019989013671875
2016-09-20,56.36046600341797
2016-09-21,57.01650619506836
2016-09-22,57.249019622802734
2016-09-23,56.87531661987305
2016-09-26,56.79227828979492
2016-09-27,57.282230377197266
2016-09-28,57.381874084472656
2016-09-29,56.99988555908203
2016-09-30,57.44831085205078
2016-10-03,56.80060577392578
2016-10-04,56.335567474365234
2016-10-05,56.31062698364258
2016-10-06,56.27743148803711
2016-10-07,56.82548904418945
2016-10-10,56.87531661987305
2016-10-11,56.634498596191406
2016-10-12,57.33205795288086
2016-10-13,57.373558044433594
2016-10-14,57.5728759765625
2016-10-17,57.5811767578125
2016-10-18,57.53966522216797
2016-10-19,57.65590286254883
2016-10-20,56.659423828125
2016-10-21,56.09473419189453
2016-10-24,56.235904693603516
2016-10-25,56.1445426940918
2016-10-26,56.4185791015625
2016-10-27,56.1279411315918
2016-10-28,56.0781135559082
2016-10-31,56.38538360595703
2016-11-01,55.8123893737793
2016-11-02,55.92033004760742
2016-11-03,56.54314422607422
2016-11-04,55.40548324584961
2016-11-07,55.52174377441406
2016-11-08,56.11964797973633
2016-11-09,56.60958480834961
2016-11-10,57.672523498535156
2016-11-11,57.83030319213867
2016-11-14,58.70225524902344
2016-11-15,59.208805084228516
2016-11-16,58.727176666259766
2016-11-17,59.60739517211914
2016-11-18,59.80669403076172
2016-11-21,59.939579010009766
2016-11-22,60.097328186035156
2016-11-23,60.12226104736328
2016-11-25,60.10563278198242
2016-11-28,60.0973014831543
2016-11-29,58.086822509765625
2016-11-30,58.328765869140625
2016-12-01,58.68748092651367
2016-12-02,58.90434646606445
2016-12-05,58.69580841064453
2016-12-06,59.18801498413086
2016-12-07,59.77195739746094
2016-12-08,59.78864288330078
2016-12-09,60.45600891113281
2016-12-12,60.74798583984375
2016-12-13,60.839759826660156
2016-12-14,60.572818756103516
2016-12-15,61.348628997802734
2016-12-16,61.82415008544922
2016-12-19,62.041053771972656
2016-12-20,62.132816314697266
2016-12-21,62.099422454833984
2016-12-22,62.132816314697266
2016-12-23,62.216217041015625
2016-12-27,62.15782165527344
2016-12-28,62.024356842041016
2016-12-29,61.96595764160156
2016-12-30,61.832489013671875
2017-01-03,61.87419891357422
2017-01-04,62.041053771972656
2017-01-05,61.757389068603516
2017-01-06,61.85750198364258
2017-01-09,60.97324752807617
2017-01-10,61.52383804321289
2017-01-11,61.68232727050781
2017-01-12,61.46543502807617
2017-01-13,61.640621185302734
2017-01-17,61.60725021362305
2017-01-18,62.16617202758789
2017-01-19,61.91591262817383
2017-01-20,62.18285369873047
2017-01-23,61.85750198364258
2017-01-24,62.12446212768555
2017-01-25,62.89194869995117
2017-01-26,63.242340087890625
2017-01-27,63.058780670166016
2017-01-30,63.075462341308594
2017-01-31,62.741783142089844
2017-02-01,62.766815185546875
2017-02-02,64.56874084472656
2017-02-03,64.6354751586914
2017-02-06,65.13599395751953
2017-02-07,65.16940307617188
2017-02-08,65.0609130859375
2017-02-09,65.36123657226562
2017-02-10,65.80339813232422
2017-02-13,66.41236877441406
2017-02-14,66.57086944580078
2017-02-15,67.32999420166016
2017-02-16,67.40509033203125
2017-02-17,67.10477447509766
2017-02-21,67.25493621826172
2017-02-22,67.22154998779297
2017-02-23,67.19654083251953
2017-02-24,67.80831146240234
2017-02-27,68.16871643066406
2017-02-28,68.85591125488281
2017-03-01,69.30008697509766
2017-03-02,68.5123062133789
2017-03-03,68.60447692871094
2017-03-06,68.16871643066406
2017-03-07,68.26923370361328
2017-03-08,67.99269104003906
2017-03-09,68.36145782470703
2017-03-10,68.76372528076172
2017-03-13,68.80563354492188
2017-03-14,68.87266540527344
2017-03-15,69.24141693115234
2017-03-16,69.46771240234375
2017-03-17,69.43417358398438
2017-03-20,69.03189086914062
2017-03-21,68.46202850341797
2017-03-22,68.20220184326172
2017-03-23,68.10164642333984
2017-03-24,67.87535095214844
2017-03-27,67.95917510986328
2017-03-28,68.62963104248047
2017-03-29,68.2105941772461
2017-03-30,68.42011260986328
2017-03-31,68.29441833496094
2017-04-03,68.15193176269531
2017-04-04,68.41172790527344
2017-04-05,68.23572540283203
2017-04-06,68.2524642944336
2017-04-07,67.97594451904297
2017-04-10,68.18545532226562
2017-04-11,68.02622985839844
2017-04-12,67.85860443115234
2017-04-13,67.53176879882812
2017-04-17,68.30277252197266
2017-04-18,67.30549621582031
2017-04-19,66.8361587524414
2017-04-20,67.17137145996094
2017-04-21,66.81940460205078
2017-04-24,67.79994201660156
2017-04-25,68.06813049316406
2017-04-26,68.55420684814453
2017-04-27,68.70506286621094
2017-04-28,68.12680053710938
2017-05-01,68.30277252197266
2017-05-02,68.5793685913086
2017-05-03,71.17737579345703
2017-05-04,71.7137451171875
2017-05-05,71.61316680908203
2017-05-08,71.04326629638672
2017-05-09,70.5404281616211
2017-05-10,70.64102172851562
2017-05-11,70.3225326538086
2017-05-12,70.50689697265625
2017-05-15,70.84215545654297
2017-05-16,70.67453002929688
2017-05-17,70.69967651367188
2017-05-18,71.00138854980469
2017-05-19,70.50689697265625
2017-05-22,71.06002807617188
2017-05-23,71.57127380371094
2017-05-24,71.91488647460938
2017-05-25,72.30874633789062
2017-05-26,72.4931411743164
2017-05-30,72.07408142089844
2017-05-31,72.35903930664062
2017-06-01,73.17548370361328
2017-06-02,72.94823455810547
2017-06-05,72.89772033691406
2017-06-06,72.2328109741211
2017-06-07,72.27489471435547
2017-06-08,72.85564422607422
2017-06-09,73.53739929199219
2017-06-12,74.00031280517578
2017-06-13,74.04241943359375
2017-06-14,74.75784301757812
2017-06-15,75.57426452636719
2017-06-16,75.5995101928711
2017-06-19,75.2544174194336
2017-06-20,75.12816619873047
2017-06-21,75.11133575439453
2017-06-22,74.32858276367188
2017-06-23,74.13499450683594
2017-06-26,74.42115783691406
2017-06-27,74.21072387695312
2017-06-28,74.55583190917969
2017-06-29,74.17706298828125
2017-06-30,74.4380111694336
2017-07-03,74.59790802001953
2017-07-05,74.74942779541016
2017-07-06,74.67364501953125
2017-07-07,75.0692367553711
2017-07-10,74.78308868408203
2017-07-11,74.01715087890625
2017-07-12,74.23597717285156
2017-07-13,74.57266998291016
2017-07-14,74.951416015625
2017-07-17,74.4800796508789
2017-07-18,74.80833435058594
2017-07-19,75.11975860595703
2017-07-20,75.0945053100586
2017-07-21,75.04402160644531
2017-07-24,75.55741119384766
2017-07-25,75.92778015136719
2017-07-26,75.24600219726562
2017-07-27,75.48165893554688
2017-07-28,76.17185974121094
2017-07-31,76.5926742553711
2017-08-01,76.5926742553711
2017-08-02,79.25238037109375
2017-08-03,79.05880737304688
2017-08-04,79.3028793334961
2017-08-07,79.3197250366211
2017-08-08,79.29447937011719
2017-08-09,79.70690155029297
2017-08-10,79.25238037109375
2017-08-11,79.07563781738281
2017-08-14,79.47122192382812
2017-08-15,79.43756866455078
2017-08-16,79.43756866455078
2017-08-17,78.55379486083984
2017-08-18,78.20869445800781
2017-08-21,78.04039764404297
2017-08-22,78.92415618896484
2017-08-23,78.42754364013672
2017-08-24,77.04720306396484
2017-08-25,77.45120239257812
2017-08-28,76.29811096191406
2017-08-29,76.75444793701172
2017-08-30,76.12062072753906
2017-08-31,76.48405456542969
2017-09-01,75.87554168701172
2017-09-05,73.0950698852539
2017-09-06,73.94865417480469
2017-09-07,73.06127166748047
2017-09-08,75.73187255859375
2017-09-11,77.10098266601562
2017-09-12,77.641845703125
2017-09-13,76.85589599609375
2017-09-14,76.48405456542969
2017-09-15,76.80517578125
