,JBHT
2021-09-23,165.94610595703125
2021-09-24,168.79246520996094
2021-09-27,169.55995178222656
2021-09-28,166.73297119140625
2021-09-29,165.22718811035156
2021-09-30,162.4488067626953
2021-10-01,162.05047607421875
2021-10-04,160.75839233398438
2021-10-05,165.8489227294922
2021-10-06,166.76210021972656
2021-10-07,168.1124725341797
2021-10-08,164.9357452392578
2021-10-11,164.42088317871094
2021-10-12,165.5283203125
2021-10-13,166.47068786621094
2021-10-14,170.2399444580078
2021-10-15,185.11312866210938
2021-10-18,183.6559295654297
2021-10-19,185.81259155273438
2021-10-20,189.46533203125
2021-10-21,188.4064178466797
2021-10-22,190.07733154296875
2021-10-25,192.0882568359375
2021-10-26,190.8739471435547
2021-10-27,189.21273803710938
2021-10-28,192.36024475097656
2021-10-29,191.56369018554688
2021-11-01,190.19390869140625
2021-11-02,187.67779541015625
2021-11-03,189.83447265625
2021-11-04,191.93606567382812
2021-11-05,188.04421997070312
2021-11-08,189.4550018310547
2021-11-09,189.99984741210938
2021-11-10,188.24851989746094
2021-11-11,191.10903930664062
2021-11-12,193.8236083984375
2021-11-15,193.95982360839844
2021-11-16,196.01278686523438
2021-11-17,194.37820434570312
2021-11-18,190.4571533203125
2021-11-19,189.00746154785156
2021-11-22,192.01390075683594
2021-11-23,195.15658569335938
2021-11-24,194.81602478027344
2021-11-26,189.30908203125
2021-11-29,190.5739288330078
2021-11-30,185.99124145507812
2021-12-01,180.9610595703125
2021-12-02,184.98910522460938
2021-12-03,186.53611755371094
2021-12-06,190.27227783203125
2021-12-07,190.86581420898438
2021-12-08,191.3717498779297
2021-12-09,193.20091247558594
2021-12-10,193.19117736816406
2021-12-13,195.37062072753906
2021-12-14,191.28419494628906
2021-12-15,193.23013305664062
2021-12-16,191.216064453125
2021-12-17,186.90585327148438
2021-12-20,185.61181640625
2021-12-21,189.67880249023438
2021-12-22,189.57174682617188
2021-12-23,191.89715576171875
2021-12-27,197.64732360839844
2021-12-28,198.27975463867188
2021-12-29,200.18679809570312
2021-12-30,198.22137451171875
2021-12-31,198.87326049804688
2022-01-03,196.38247680664062
2022-01-04,202.04515075683594
2022-01-05,197.8614044189453
2022-01-06,196.48951721191406
2022-01-07,194.69924926757812
2022-01-10,192.62684631347656
2022-01-11,193.6679229736328
2022-01-12,197.31655883789062
2022-01-13,198.66896057128906
2022-01-14,196.6062774658203
2022-01-18,195.0690155029297
2022-01-19,195.22463989257812
2022-01-20,194.99114990234375
2022-01-21,193.57066345214844
2022-01-24,197.19004821777344
2022-01-25,190.65174865722656
2022-01-26,190.21392822265625
2022-01-27,183.02374267578125
2022-01-28,186.71124267578125
2022-01-31,187.3339385986328
2022-02-01,186.95449829101562
2022-02-02,190.48635864257812
2022-02-03,188.46820068359375
2022-02-04,184.8511505126953
2022-02-07,181.88726806640625
2022-02-08,184.1686248779297
2022-02-09,189.52113342285156
2022-02-10,186.71327209472656
2022-02-11,185.21185302734375
2022-02-14,187.66873168945312
2022-02-15,188.1757049560547
2022-02-16,186.21604919433594
2022-02-17,183.1352081298828
2022-02-18,183.57394409179688
2022-02-22,184.4124298095703
2022-02-23,184.03216552734375
2022-02-24,184.17843627929688
2022-02-25,191.17855834960938
2022-02-28,197.84722900390625
2022-03-01,195.34158325195312
2022-03-02,197.6425018310547
2022-03-03,196.19955444335938
2022-03-04,198.74420166015625
2022-03-07,194.94186401367188
