,NVDA
2014-10-17,0.41633838415145874
2014-10-20,0.419923335313797
2014-10-21,0.4378484785556793
2014-10-22,0.42757150530815125
2014-10-23,0.4371313452720642
2014-10-24,0.4416724443435669
2014-10-27,0.4419114291667938
2014-10-28,0.4524274468421936
2014-10-29,0.44955945014953613
2014-10-30,0.4466913938522339
2014-10-31,0.4670064151287079
2014-11-03,0.4748935401439667
2014-11-04,0.48110756278038025
2014-11-05,0.48110756278038025
2014-11-06,0.48325854539871216
2014-11-07,0.47298145294189453
2014-11-10,0.4784785211086273
2014-11-11,0.47274255752563477
2014-11-12,0.4696354269981384
2014-11-13,0.46724554896354675
2014-11-14,0.47298145294189453
2014-11-17,0.4708304703235626
2014-11-18,0.48206353187561035
2014-11-19,0.4802633821964264
2014-11-20,0.4881838858127594
2014-11-21,0.49082398414611816
2014-11-24,0.4939441382884979
2014-11-25,0.4937039911746979
2014-11-26,0.502104640007019
2014-11-28,0.5033042430877686
2014-12-01,0.4939441382884979
2014-12-02,0.4946640431880951
2014-12-03,0.5073848366737366
2014-12-04,0.5028245449066162
2014-12-05,0.5057045817375183
2014-12-08,0.4992241859436035
2014-12-09,0.4975441098213196
2014-12-10,0.48650360107421875
2014-12-11,0.48626357316970825
2014-12-12,0.4711429178714752
2014-12-15,0.46970292925834656
2014-12-16,0.4644225835800171
2014-12-17,0.48338350653648376
2014-12-18,0.4853036403656006
2014-12-19,0.4901038110256195
2014-12-22,0.4987444281578064
2014-12-23,0.49562397599220276
2014-12-24,0.4937039911746979
2014-12-26,0.4941840171813965
2014-12-29,0.4934641420841217
2014-12-30,0.4889037311077118
2014-12-31,0.481223464012146
2015-01-02,0.48314350843429565
2015-01-05,0.4749831259250641
2015-01-06,0.4605824053287506
2015-01-07,0.45938247442245483
2015-01-08,0.47666314244270325
2015-01-09,0.4785832464694977
2015-01-12,0.47258302569389343
2015-01-13,0.4718630909919739
2015-01-14,0.47378310561180115
2015-01-15,0.4704229533672333
2015-01-16,0.4790633022785187
2015-01-20,0.48050349950790405
2015-01-21,0.4872235953807831
2015-01-22,0.49562397599220276
2015-01-23,0.4970642626285553
2015-01-26,0.49490416049957275
2015-01-27,0.4711429178714752
2015-01-28,0.4634626507759094
2015-01-29,0.47474321722984314
2015-01-30,0.4608224034309387
2015-02-02,0.4709029197692871
2015-02-03,0.4826635420322418
2015-02-04,0.4838635325431824
2015-02-05,0.49178382754325867
2015-02-06,0.4896239638328552
2015-02-09,0.4891437888145447
2015-02-10,0.5028245449066162
2015-02-11,0.49946439266204834
2015-02-12,0.5352262258529663
2015-02-13,0.5354659557342529
2015-02-17,0.5371463298797607
2015-02-18,0.5309058427810669
2015-02-19,0.5323458909988403
2015-02-20,0.5361862778663635
2015-02-23,0.5318660140037537
2015-02-24,0.537527859210968
2015-02-25,0.5334320068359375
2015-02-26,0.5348776578903198
2015-02-27,0.5315045118331909
2015-03-02,0.5445149540901184
2015-03-03,0.5343956351280212
2015-03-04,0.5404191017150879
2015-03-05,0.5507793426513672
2015-03-06,0.5433103442192078
2015-03-09,0.5447560548782349
2015-03-10,0.5541524291038513
2015-03-11,0.551261305809021
2015-03-12,0.5462015867233276
2015-03-13,0.5469244122505188
2015-03-16,0.5534294843673706
2015-03-17,0.5601759552955627
2015-03-18,0.5510204434394836
2015-03-19,0.5594530701637268
2015-03-20,0.5654764175415039
2015-03-23,0.5471652746200562
2015-03-24,0.5396963953971863
2015-03-25,0.5069290995597839
2015-03-26,0.5052421689033508
2015-03-27,0.5151207447052002
2015-03-30,0.5172892808914185
2015-03-31,0.5042785406112671
2015-04-01,0.5062063932418823
2015-04-02,0.5074107646942139
2015-04-06,0.5221081376075745
2015-04-07,0.5266857147216797
2015-04-08,0.5305407643318176
2015-04-09,0.5428282618522644
2015-04-10,0.548369824886322
2015-04-13,0.5433103442192078
2015-04-14,0.5387324690818787
2015-04-15,0.5452375411987305
2015-04-16,0.541864812374115
2015-04-17,0.5348776578903198
2015-04-20,0.5322273373603821
2015-04-21,0.5315045118331909
2015-04-22,0.537527859210968
2015-04-23,0.5353594422340393
2015-04-24,0.5307817459106445
2015-04-27,0.5348776578903198
2015-04-28,0.537527859210968
2015-04-29,0.5334320068359375
2015-04-30,0.5348776578903198
2015-05-01,0.5481290221214294
2015-05-04,0.5447560548782349
2015-05-05,0.5307817459106445
2015-05-06,0.5324681997299194
2015-05-07,0.541864812374115
2015-05-08,0.5018693804740906
2015-05-11,0.49705058336257935
2015-05-12,0.5018693804740906
2015-05-13,0.5047606229782104
2015-05-14,0.5129523873329163
2015-05-15,0.5131934881210327
2015-05-18,0.5124706625938416
2015-05-19,0.509275496006012
2015-05-20,0.509275496006012
2015-05-21,0.505644679069519
2015-05-22,0.5049185156822205
2015-05-26,0.5017718076705933
2015-05-27,0.528639554977417
2015-05-28,0.5359009504318237
2015-05-29,0.5356591939926147
2015-06-01,0.5417102575302124
2015-06-02,0.5310601592063904
2015-06-03,0.5252508521080017
2015-06-04,0.5346908569335938
2015-06-05,0.5388056039810181
2015-06-08,0.5264610052108765
2015-06-09,0.5291237235069275
2015-06-10,0.5196837186813354
2015-06-11,0.5252508521080017
2015-06-12,0.5109696984291077
2015-06-15,0.5100014805793762
2015-06-16,0.5162948369979858
2015-06-17,0.5223463773727417
2015-06-18,0.5310601592063904
2015-06-19,0.5293658971786499
2015-06-22,0.5271874070167542
2015-06-23,0.5136322975158691
2015-06-24,0.5085495114326477
2015-06-25,0.5124220252037048
2015-06-26,0.50201416015625
2015-06-29,0.48700687289237976
2015-06-30,0.48676469922065735
2015-07-01,0.4937843978404999
2015-07-02,0.4942682981491089
2015-07-06,0.48821714520454407
2015-07-07,0.47901904582977295
2015-07-08,0.47563043236732483
2015-07-09,0.46982109546661377
2015-07-10,0.47805097699165344
2015-07-13,0.48119768500328064
2015-07-14,0.4814395606517792
2015-07-15,0.47805097699165344
2015-07-16,0.4887011647224426
2015-07-17,0.4857965111732483
2015-07-20,0.4768405854701996
2015-07-21,0.47901904582977295
2015-07-22,0.46982109546661377
2015-07-23,0.47563043236732483
2015-07-24,0.47006314992904663
2015-07-27,0.4674006402492523
2015-07-28,0.4775669574737549
2015-07-29,0.48337602615356445
2015-07-30,0.48458635807037354
2015-07-31,0.4828920066356659
2015-08-03,0.4911216199398041
2015-08-04,0.4930579960346222
2015-08-05,0.49814122915267944
2015-08-06,0.494994580745697
2015-08-07,0.5562335848808289
2015-08-10,0.5755974650382996
2015-08-11,0.5726928114891052
2015-08-12,0.5741450786590576
2015-08-13,0.5693041086196899
2015-08-14,0.5697880983352661
2015-08-17,0.5661575198173523
2015-08-18,0.5610044598579407
2015-08-19,0.5588168501853943
2015-08-20,0.5386419892311096
2015-08-21,0.5218701958656311
2015-08-24,0.5033969283103943
2015-08-25,0.4929450452327728
2015-08-26,0.5301346182823181
2015-08-27,0.5500662326812744
2015-08-28,0.5524969696998596
2015-08-31,0.5464203357696533
2015-09-01,0.5240578055381775
2015-09-02,0.5398575067520142
2015-09-03,0.5413157343864441
2015-09-04,0.5286762118339539
2015-09-08,0.5512816309928894
2015-09-09,0.5403435230255127
2015-09-10,0.5488510131835938
2015-09-11,0.5505526661872864
2015-09-14,0.5515246987342834
2015-09-15,0.5576012134552002
2015-09-16,0.5614905953407288
2015-09-17,0.5665948390960693
2015-09-18,0.5661088824272156
2015-09-21,0.5719424486160278
2015-09-22,0.5563859939575195
2015-09-23,0.5590597987174988
2015-09-24,0.569754958152771
2015-09-25,0.573887288570404
2015-09-28,0.5663520097732544
2015-09-29,0.5763178467750549
2015-09-30,0.5991663932800293
2015-10-01,0.5874991416931152
2015-10-02,0.6028123497962952
2015-10-05,0.6178827285766602
2015-10-06,0.6259040236473083
2015-10-07,0.6324668526649475
2015-10-08,0.6361128687858582
2015-10-09,0.6336824297904968
2015-10-12,0.6404881477355957
2015-10-13,0.6417034864425659
2015-10-14,0.6650380492210388
2015-10-15,0.6667395234107971
2015-10-16,0.6771916151046753
2015-10-19,0.6759763956069946
2015-10-20,0.6750040054321289
2015-10-21,0.6662535071372986
2015-10-22,0.6903175115585327
2015-10-23,0.69493567943573
2015-10-26,0.691775918006897
2015-10-27,0.6912896633148193
2015-10-28,0.6968803405761719
2015-10-29,0.6728163957595825
2015-10-30,0.6895882487297058
2015-11-02,0.6976096034049988
2015-11-03,0.6927481293678284
2015-11-04,0.6813236474990845
2015-11-05,0.6735458374023438
2015-11-06,0.7668845057487488
2015-11-09,0.7634812593460083
2015-11-10,0.748897135257721
2015-11-11,0.7416049838066101
2015-11-12,0.7389314770698547
2015-11-13,0.7243468761444092
2015-11-16,0.7389314770698547
2015-11-17,0.7389314770698547
2015-11-18,0.757108747959137
2015-11-19,0.7593047618865967
2015-11-20,0.7658926248550415
2015-11-23,0.7544247508049011
2015-11-24,0.7605247497558594
2015-11-25,0.7595487236976624
2015-11-27,0.7658926248550415
2015-11-30,0.7739441394805908
2015-12-01,0.7990756034851074
2015-12-02,0.792975664138794
2015-12-03,0.7912677526473999
2015-12-04,0.8234745860099792
2015-12-07,0.8078594207763672
2015-12-08,0.8188388347625732
2015-12-09,0.7980995774269104
2015-12-10,0.8046872615814209
2015-12-11,0.792731523513794
2015-12-14,0.794683575630188
2015-12-15,0.8044434189796448
2015-12-16,0.8093231916427612
2015-12-17,0.7971236705780029
2015-12-18,0.784191906452179
2015-12-21,0.8027353882789612
2015-12-22,0.8034672737121582
2015-12-23,0.8066390752792358
2015-12-24,0.8093231916427612
2015-12-28,0.8085910677909851
2015-12-29,0.8217669725418091
2015-12-30,0.8146910071372986
2015-12-31,0.8041993379592896
2016-01-04,0.7898037433624268
2016-01-05,0.8024913668632507
2016-01-06,0.7693085074424744
2016-01-07,0.73880934715271
2016-01-08,0.7229498624801636
2016-01-11,0.7241697311401367
2016-01-12,0.7363693714141846
2016-01-13,0.7139219641685486
2016-01-14,0.6995264291763306
2016-01-15,0.661463737487793
2016-01-19,0.6668316125869751
2016-01-20,0.6704913973808289
2016-01-21,0.6782992482185364
2016-01-22,0.6941589117050171
2016-01-25,0.693426787853241
2016-01-26,0.7002586126327515
2016-01-27,0.691962718963623
2016-01-28,0.6843988299369812
2016-01-29,0.7146540880203247
2016-02-01,0.714897871017456
2016-02-02,0.6846429705619812
2016-02-03,0.6880587339401245
2016-02-04,0.6883028745651245
2016-02-05,0.64487224817276
2016-02-08,0.6153491139411926
2016-02-09,0.6219367980957031
2016-02-10,0.6204729676246643
2016-02-11,0.6173009872436523
2016-02-12,0.6277927756309509
2016-02-16,0.6585355997085571
2016-02-17,0.6748831868171692
2016-02-18,0.7329534888267517
2016-02-19,0.742713212966919
2016-02-22,0.7690644860267639
2016-02-23,0.7710164189338684
2016-02-24,0.7763839364051819
2016-02-25,0.778092086315155
2016-02-26,0.7729682922363281
2016-02-29,0.7679482102394104
2016-03-01,0.801986813545227
2016-03-02,0.8066392540931702
2016-03-03,0.7995378971099854
2016-03-04,0.7970892786979675
2016-03-07,0.7919466495513916
2016-03-08,0.7774986028671265
2016-03-09,0.7770088911056519
2016-03-10,0.7757843732833862
2016-03-11,0.7890080809593201
2016-03-14,0.7909671664237976
2016-03-15,0.7870489358901978
2016-03-16,0.8105576038360596
2016-03-17,0.8037011623382568
2016-03-18,0.827944278717041
2016-03-21,0.8303928375244141
2016-03-22,0.828923761844635
2016-03-23,0.8431269526481628
2016-03-24,0.8443512916564941
2016-03-28,0.8529218435287476
2016-03-29,0.8666353821754456
2016-03-30,0.875696063041687
2016-03-31,0.8725125193595886
2016-04-01,0.8852464556694031
2016-04-04,0.876675546169281
2016-04-05,0.8754513263702393
2016-04-06,0.876675546169281
2016-04-07,0.8676150441169739
2016-04-08,0.8732472062110901
2016-04-11,0.8786345720291138
2016-04-12,0.877655029296875
2016-04-13,0.8996944427490234
2016-04-14,0.902143120765686
2016-04-15,0.9092445969581604
2016-04-18,0.9053267240524292
2016-04-19,0.8891645073890686
2016-04-20,0.8925929069519043
2016-04-21,0.891613245010376
2016-04-22,0.8881851434707642
2016-04-25,0.8925929069519043
2016-04-26,0.8933273553848267
2016-04-27,0.9136526584625244
2016-04-28,0.8864707946777344
2016-04-29,0.870063841342926
2016-05-02,0.8815732598304749
2016-05-03,0.8710432052612305
2016-05-04,0.8512079119682312
2016-05-05,0.8563504815101624
2016-05-06,0.8651661276817322
2016-05-09,0.8639416694641113
2016-05-10,0.8805937767028809
2016-05-11,0.8830425143241882
2016-05-12,0.8710432052612305
2016-05-13,1.0035243034362793
2016-05-16,1.0331546068191528
2016-05-17,1.0353589057922363
2016-05-18,1.0618053674697876
2016-05-19,1.0664585828781128
2016-05-20,1.0855592489242554
2016-05-23,1.0872734785079956
2016-05-24,1.1136665344238281
2016-05-25,1.109001874923706
2016-05-26,1.1207867860794067
2016-05-27,1.1269246339797974
2016-05-31,1.1470569372177124
2016-06-01,1.1492667198181152
2016-06-02,1.1573688983917236
2016-06-03,1.1411644220352173
2016-06-06,1.1352723836898804
2016-06-07,1.137481451034546
2016-06-08,1.1337991952896118
2016-06-09,1.1632609367370605
2016-06-10,1.1342898607254028
2016-06-13,1.148775577545166
2016-06-14,1.1509853601455688
2016-06-15,1.1627702713012695
2016-06-16,1.167434811592102
2016-06-17,1.1470569372177124
2016-06-20,1.167680263519287
2016-06-21,1.1605606079101562
2016-06-22,1.1595782041549683
2016-06-23,1.1905136108398438
2016-06-24,1.1227507591247559
2016-06-27,1.1107209920883179
2016-06-28,1.1269246339797974
2016-06-29,1.1453384160995483
2016-06-30,1.154176950454712
2016-07-01,1.145584225654602
2016-07-05,1.1625244617462158
2016-07-06,1.1698904037475586
2016-07-07,1.2003341913223267
2016-07-08,1.248455286026001
2016-07-11,1.2771811485290527
2016-07-12,1.2963314056396484
2016-07-13,1.2958405017852783
2016-07-14,1.309098482131958
2016-07-15,1.2938766479492188
2016-07-18,1.300505518913269
2016-07-19,1.3140089511871338
2016-07-20,1.3311946392059326
2016-07-21,1.3066432476043701
2016-07-22,1.342242956161499
2016-07-25,1.3670405149459839
2016-07-26,1.390364646911621
2016-07-27,1.3763706684112549
2016-07-28,1.3793164491653442
2016-07-29,1.401903748512268
2016-08-01,1.3928196430206299
2016-08-02,1.3758790493011475
2016-08-03,1.3795619010925293
2016-08-04,1.4050960540771484
2016-08-05,1.4289108514785767
2016-08-08,1.4421685934066772
2016-08-09,1.4458516836166382
2016-08-10,1.4365218877792358
2016-08-11,1.4657384157180786
2016-08-12,1.547741413116455
2016-08-15,1.5462682247161865
2016-08-16,1.5369384288787842
2016-08-17,1.5013384819030762
2016-08-18,1.524662971496582
2016-08-19,1.5285910367965698
2016-08-22,1.534974217414856
2016-08-23,1.547395944595337
2016-08-24,1.5235369205474854
2016-08-25,1.5134520530700684
2016-08-26,1.5257506370544434
2016-08-29,1.5247665643692017
2016-08-30,1.5159114599227905
2016-08-31,1.5087789297103882
2016-09-01,1.5532989501953125
2016-09-02,1.5380489826202393
2016-09-06,1.5525612831115723
2016-09-07,1.5296859741210938
2016-09-08,1.5407545566558838
2016-09-09,1.4640125036239624
2016-09-12,1.494266390800476
2016-09-13,1.472621202468872
2016-09-14,1.4856574535369873
2016-09-15,1.5419846773147583
2016-09-16,1.5456739664077759
2016-09-19,1.566089153289795
2016-09-20,1.5518232583999634
2016-09-21,1.5953606367111206
2016-09-22,1.5992952585220337
2016-09-23,1.5975737571716309
2016-09-26,1.5825697183609009
2016-09-27,1.6366827487945557
2016-09-28,1.6425864696502686
2016-09-29,1.6578365564346313
2016-09-30,1.6853852272033691
2016-10-03,1.683663010597229
2016-10-04,1.6799732446670532
2016-10-05,1.6782515048980713
2016-10-06,1.6563608646392822
2016-10-07,1.6443077325820923
2016-10-10,1.6504573822021484
2016-10-11,1.6265976428985596
2016-10-12,1.6339775323867798
2016-10-13,1.6074130535125732
2016-10-14,1.6231545209884644
2016-10-17,1.6138076782226562
2016-10-18,1.6384048461914062
2016-10-19,1.6349608898162842
2016-10-20,1.665953278541565
2016-10-21,1.6612802743911743
2016-10-24,1.7392522096633911
2016-10-25,1.7677844762802124
2016-10-26,1.7749181985855103
2016-10-27,1.7385145425796509
2016-10-28,1.735563039779663
2016-10-31,1.7503209114074707
2016-11-01,1.6984211206436157
2016-11-02,1.6912879943847656
2016-11-03,1.671610713005066
2016-11-04,1.662017822265625
2016-11-07,1.7530267238616943
2016-11-08,1.7503209114074707
2016-11-09,1.7208040952682495
2016-11-10,1.6669368743896484
2016-11-11,2.1637961864471436
2016-11-14,2.0572922229766846
2016-11-15,2.120013475418091
2016-11-16,2.2538211345672607
2016-11-17,2.272514820098877
2016-11-18,2.2963743209838867
2016-11-21,2.2870278358459473
2016-11-22,2.30350661277771
2016-11-23,2.314838409423828
2016-11-25,2.319519281387329
2016-11-28,2.3182873725891113
2016-11-29,2.297102212905884
2016-11-30,2.2712368965148926
2016-12-01,2.158906936645508
2016-12-02,2.1788604259490967
2016-12-05,2.2633535861968994
2016-12-06,2.300550937652588
2016-12-07,2.341935634613037
2016-12-08,2.3027682304382324
2016-12-09,2.261876106262207
2016-12-12,2.206942319869995
2016-12-13,2.245863914489746
2016-12-14,2.3759307861328125
2016-12-15,2.431602716445923
2016-12-16,2.473480701446533
2016-12-19,2.503533363342285
2016-12-20,2.59073805809021
2016-12-21,2.6069953441619873
2016-12-22,2.638526678085327
2016-12-23,2.704298734664917
2016-12-27,2.8900375366210938
2016-12-28,2.691243886947632
2016-12-29,2.7449445724487305
2016-12-30,2.6294119358062744
2017-01-03,2.512894868850708
2017-01-04,2.5715231895446777
2017-01-05,2.5062427520751953
2017-01-06,2.539745330810547
2017-01-09,2.642714738845825
2017-01-10,2.6227612495422363
2017-01-11,2.5904905796051025
2017-01-12,2.548121213912964
2017-01-13,2.547874689102173
2017-01-17,2.4907236099243164
2017-01-18,2.53605055809021
2017-01-19,2.5904905796051025
2017-01-20,2.562162399291992
2017-01-23,2.58876633644104
2017-01-24,2.643946647644043
2017-01-25,2.6552772521972656
2017-01-26,2.7010960578918457
2017-01-27,2.753319501876831
2017-01-30,2.7102105617523193
2017-01-31,2.6895182132720947
2017-02-01,2.8070223331451416
2017-02-02,2.842494249343872
2017-02-03,2.8176138401031494
2017-02-06,2.8897910118103027
2017-02-07,2.9346249103546143
2017-02-08,2.9218156337738037
2017-02-09,2.866882085800171
2017-02-10,2.7988932132720947
2017-02-13,2.669811725616455
2017-02-14,2.6796653270721436
2017-02-15,2.685084104537964
2017-02-16,2.6419754028320312
2017-02-17,2.641482353210449
2017-02-21,2.736076831817627
2017-02-22,2.731884002685547
2017-02-23,2.4785749912261963
2017-02-24,2.50249981880188
2017-02-27,2.5752615928649902
2017-02-28,2.502992868423462
2017-03-01,2.535303831100464
2017-03-02,2.441824436187744
2017-03-03,2.427765369415283
2017-03-06,2.40902042388916
2017-03-07,2.435411214828491
2017-03-08,2.430971622467041
2017-03-09,2.430478572845459
2017-03-10,2.444784164428711
2017-03-13,2.5121192932128906
2017-03-14,2.5103931427001953
2017-03-15,2.5293850898742676
2017-03-16,2.560462474822998
2017-03-17,2.6162045001983643
2017-03-20,2.6995723247528076
2017-03-21,2.6122586727142334
2017-03-22,2.665534734725952
2017-03-23,2.6413633823394775
2017-03-24,2.650736093521118
2017-03-27,2.6699743270874023
2017-03-28,2.6561625003814697
2017-03-29,2.6475296020507812
2017-03-30,2.6983394622802734
2017-03-31,2.6867473125457764
2017-04-03,2.67318058013916
2017-04-04,2.4857282638549805
2017-04-05,2.467229127883911
2017-04-06,2.4852349758148193
2017-04-07,2.4746286869049072
2017-04-10,2.4114863872528076
2017-04-11,2.420119285583496
2017-04-12,2.4001402854919434
2017-04-13,2.355250358581543
2017-04-17,2.447497844696045
2017-04-18,2.44897723197937
2017-04-19,2.45859694480896
2017-04-20,2.4975669384002686
2017-04-21,2.5079259872436523
2017-04-24,2.539250373840332
2017-04-25,2.5834014415740967
2017-04-26,2.5656423568725586
2017-04-27,2.6055989265441895
2017-04-28,2.5725479125976562
2017-05-01,2.6302645206451416
2017-05-02,2.5523228645324707
2017-05-03,2.571314811706543
2017-05-04,2.5614495277404785
2017-05-05,2.5616960525512695
2017-05-08,2.53481125831604
2017-05-09,2.539004325866699
2017-05-10,2.991605043411255
2017-05-11,3.1201093196868896
2017-05-12,3.154393196105957
2017-05-15,3.312741994857788
2017-05-16,3.374404191970825
2017-05-17,3.1501998901367188
2017-05-18,3.2821574211120605
2017-05-19,3.3579587936401367
2017-05-22,3.4295613765716553
2017-05-23,3.3833892345428467
2017-05-24,3.4214134216308594
2017-05-25,3.413759708404541
2017-05-26,3.502153158187866
2017-05-30,3.576967239379883
2017-05-31,3.56412672996521
2017-06-01,3.56437349319458
2017-06-02,3.546597480773926
2017-06-05,3.6544952392578125
2017-06-06,3.6379528045654297
2017-06-07,3.681903123855591
2017-06-08,3.9490578174591064
2017-06-09,3.6937544345855713
2017-06-12,3.7028892040252686
2017-06-13,3.7381978034973145
2017-06-14,3.7460989952087402
2017-06-15,3.762147903442383
2017-06-16,3.7436299324035645
2017-06-19,3.8843681812286377
2017-06-20,3.8786888122558594
2017-06-21,3.937452793121338
2017-06-22,3.9102931022644043
2017-06-23,3.798196315765381
2017-06-26,3.7567155361175537
2017-06-27,3.619187593460083
2017-06-28,3.746839761734009
2017-06-29,3.6216564178466797
2017-06-30,3.569312334060669
2017-07-03,3.4401795864105225
2017-07-05,3.532029151916504
