,MU
2017-09-15,33.9627685546875
2017-09-18,34.72728729248047
2017-09-19,35.236976623535156
2017-09-20,35.2565803527832
2017-09-21,35.19776916503906
2017-09-22,35.35459518432617
2017-09-25,34.17839431762695
2017-09-26,33.5020866394043
2017-09-27,36.3543701171875
2017-09-28,37.20711135864258
2017-09-29,38.549949645996094
2017-10-02,39.21644973754883
2017-10-03,39.56931686401367
2017-10-04,38.77538299560547
2017-10-05,38.58914566040039
2017-10-06,38.883201599121094
2017-10-09,40.14760971069336
2017-10-10,41.147377014160156
2017-10-11,40.78471755981445
2017-10-12,39.775150299072266
2017-10-13,39.59872055053711
2017-10-16,40.667110443115234
2017-10-17,39.58891296386719
2017-10-18,40.823917388916016
2017-10-19,40.49066925048828
2017-10-20,40.67689514160156
2017-10-23,40.7357177734375
2017-10-24,40.77491760253906
2017-10-25,40.245628356933594
2017-10-26,39.79475021362305
2017-10-27,40.039794921875
2017-10-30,40.823917388916016
2017-10-31,43.4311637878418
2017-11-01,43.499786376953125
2017-11-02,43.460575103759766
2017-11-03,42.84306716918945
2017-11-06,42.39219665527344
2017-11-07,43.07831573486328
2017-11-08,43.21552658081055
2017-11-09,42.63723373413086
2017-11-10,43.891845703125
2017-11-13,44.695579528808594
2017-11-14,44.89161682128906
2017-11-15,44.46034240722656
2017-11-16,45.26408386230469
2017-11-17,45.24447250366211
2017-11-20,46.69512176513672
2017-11-21,48.42021560668945
2017-11-22,48.16537857055664
2017-11-24,48.69466018676758
2017-11-27,47.09699249267578
2017-11-28,46.9793815612793
2017-11-29,42.872474670410156
2017-11-30,41.549251556396484
2017-12-01,41.15719223022461
2017-12-04,39.108638763427734
2017-12-05,40.39265441894531
2017-12-06,40.755313873291016
2017-12-07,42.34318923950195
2017-12-08,42.35298538208008
2017-12-11,42.156951904296875
2017-12-12,41.029754638671875
2017-12-13,41.21599197387695
2017-12-14,41.402225494384766
2017-12-15,41.55905532836914
2017-12-18,42.84306716918945
2017-12-19,43.10770797729492
2017-12-20,44.84260559082031
2017-12-21,43.53898239135742
2017-12-22,43.244937896728516
2017-12-26,41.41202926635742
2017-12-27,41.63746643066406
2017-12-28,40.98075485229492
2017-12-29,40.304443359375
2018-01-02,42.80385971069336
2018-01-03,44.087886810302734
2018-01-04,45.95020294189453
2018-01-05,44.89161682128906
2018-01-08,44.646575927734375
2018-01-09,42.11775207519531
2018-01-10,42.45100402832031
2018-01-11,41.97072219848633
2018-01-12,41.960914611816406
2018-01-16,42.0687370300293
2018-01-17,43.38216018676758
2018-01-18,43.117515563964844
2018-01-19,41.90211486816406
2018-01-22,42.029537200927734
2018-01-23,43.07831573486328
2018-01-24,42.22556686401367
2018-01-25,42.156951904296875
2018-01-26,42.80385971069336
2018-01-29,42.43140411376953
2018-01-30,40.843528747558594
2018-01-31,42.85287857055664
2018-02-01,41.64726638793945
2018-02-02,40.0103874206543
2018-02-05,38.61854934692383
2018-02-06,43.00969696044922
2018-02-07,41.176780700683594
2018-02-08,39.2066535949707
2018-02-09,39.608524322509766
2018-02-12,41.35321044921875
2018-02-13,41.78449249267578
2018-02-14,42.588226318359375
2018-02-15,42.63723373413086
2018-02-16,43.33314514160156
2018-02-20,44.00946807861328
2018-02-21,43.65660858154297
2018-02-22,43.37236022949219
2018-02-23,45.60714340209961
2018-02-26,47.02838134765625
2018-02-27,47.616477966308594
2018-02-28,47.841922760009766
2018-03-01,46.67552185058594
2018-03-02,48.135963439941406
2018-03-05,50.998050689697266
2018-03-06,52.67414093017578
2018-03-07,52.899574279785156
2018-03-08,54.12478256225586
2018-03-09,53.50728225708008
2018-03-12,58.192474365234375
2018-03-13,58.25128936767578
2018-03-14,58.59433364868164
2018-03-15,57.67298889160156
2018-03-16,59.378482818603516
2018-03-19,58.947200775146484
2018-03-20,59.937171936035156
2018-03-21,59.85875701904297
2018-03-22,57.75140380859375
2018-03-23,53.13481903076172
2018-03-26,54.458038330078125
2018-03-27,51.3607177734375
2018-03-28,50.4687614440918
2018-03-29,51.105873107910156
2018-04-02,49.06713104248047
2018-04-03,50.52758026123047
2018-04-04,52.331085205078125
2018-04-05,48.85149002075195
2018-04-06,47.49885559082031
2018-04-09,47.00877380371094
2018-04-10,49.478797912597656
2018-04-11,49.478797912597656
2018-04-12,51.54695129394531
2018-04-13,51.19408416748047
2018-04-16,50.6255989074707
2018-04-17,51.22349166870117
2018-04-18,52.938777923583984
2018-04-19,50.40015411376953
2018-04-20,49.61602020263672
2018-04-23,48.04774856567383
2018-04-24,46.175636291503906
2018-04-25,46.65591812133789
2018-04-26,49.14553451538086
2018-04-27,46.57749938964844
2018-04-30,45.06803894042969
2018-05-01,45.86198043823242
2018-05-02,44.979835510253906
2018-05-03,45.69535827636719
2018-05-04,46.63631820678711
2018-05-07,47.518455505371094
2018-05-08,47.60668182373047
2018-05-09,49.998287200927734
2018-05-10,51.61555862426758
2018-05-11,50.79221725463867
2018-05-14,51.94881820678711
2018-05-15,52.938777923583984
2018-05-16,55.37938690185547
2018-05-17,53.61509323120117
2018-05-18,52.331085205078125
2018-05-21,54.37963104248047
2018-05-22,57.85921859741211
2018-05-23,58.780574798583984
2018-05-24,60.270423889160156
2018-05-25,60.133201599121094
2018-05-29,61.378013610839844
2018-05-30,61.32901382446289
2018-05-31,56.447776794433594
2018-06-01,57.57497024536133
2018-06-04,57.92782211303711
2018-06-05,58.2316780090332
2018-06-06,58.241477966308594
2018-06-07,58.44731521606445
2018-06-08,60.17241668701172
2018-06-11,60.17241668701172
2018-06-12,59.34907150268555
2018-06-13,58.858978271484375
2018-06-14,58.00624084472656
2018-06-15,57.07508850097656
2018-06-18,57.29072189331055
2018-06-19,58.07485580444336
2018-06-20,57.78080749511719
2018-06-21,58.261077880859375
2018-06-22,55.967491149902344
2018-06-25,52.10564041137695
2018-06-26,53.50728225708008
2018-06-27,51.22349166870117
2018-06-28,52.08604049682617
2018-06-29,51.39992141723633
2018-07-02,53.39946365356445
2018-07-03,50.458961486816406
2018-07-05,51.79198455810547
2018-07-06,52.174251556396484
2018-07-09,53.23283004760742
2018-07-10,54.63447189331055
2018-07-11,53.10540771484375
2018-07-12,54.3502197265625
2018-07-13,55.23237228393555
2018-07-16,55.03634262084961
2018-07-17,55.83027267456055
2018-07-18,56.31056213378906
2018-07-19,55.104957580566406
2018-07-20,53.92875289916992
2018-07-23,53.21323013305664
2018-07-24,52.115440368652344
2018-07-25,52.331085205078125
2018-07-26,52.693729400634766
2018-07-27,52.889774322509766
2018-07-30,51.9586181640625
2018-07-31,51.74298095703125
2018-08-01,51.252899169921875
2018-08-02,52.34088134765625
2018-08-03,51.76258087158203
2018-08-06,51.625362396240234
2018-08-07,51.9880256652832
2018-08-08,52.331085205078125
2018-08-09,51.22349166870117
2018-08-10,50.35114288330078
2018-08-13,50.321739196777344
2018-08-14,49.61602020263672
2018-08-15,46.54810333251953
2018-08-16,46.16583251953125
2018-08-17,46.175636291503906
2018-08-20,47.1165885925293
2018-08-21,48.94950485229492
2018-08-22,49.24355697631836
2018-08-23,48.714263916015625
2018-08-24,49.69443893432617
2018-08-27,51.037261962890625
2018-08-28,51.301902770996094
2018-08-29,50.80202102661133
2018-08-30,51.71356964111328
2018-08-31,51.478336334228516
2018-09-04,50.9000358581543
2018-09-05,48.55744552612305
2018-09-06,43.764427185058594
2018-09-07,43.97026062011719
2018-09-10,44.00946807861328
2018-09-11,42.735252380371094
2018-09-12,40.912139892578125
2018-09-13,42.75485610961914
2018-09-14,43.42137145996094
2018-09-17,42.71564865112305
2018-09-18,44.430938720703125
2018-09-19,44.166297912597656
2018-09-20,45.14646530151367
2018-09-21,43.85264587402344
2018-09-24,44.26430892944336
2018-09-25,43.75463104248047
2018-09-26,43.470367431640625
2018-09-27,44.097686767578125
2018-09-28,44.332923889160156
2018-10-01,44.254512786865234
2018-10-02,44.852413177490234
2018-10-03,44.254512786865234
2018-10-04,43.28413772583008
2018-10-05,42.71564865112305
2018-10-08,42.215763092041016
2018-10-09,41.43163299560547
2018-10-10,40.78471755981445
2018-10-11,41.1375846862793
2018-10-12,41.627662658691406
2018-10-15,41.500244140625
2018-10-16,42.35298538208008
2018-10-17,41.51004409790039
2018-10-18,40.48086929321289
2018-10-19,39.64772415161133
2018-10-22,38.971412658691406
2018-10-23,37.912837982177734
2018-10-24,34.72728729248047
2018-10-25,36.05052185058594
2018-10-26,34.69789123535156
2018-10-29,33.97256851196289
2018-10-30,35.29579162597656
2018-10-31,36.97187423706055
2018-11-01,39.32426834106445
2018-11-02,39.52030563354492
2018-11-05,39.12823486328125
2018-11-06,39.0106201171875
2018-11-07,40.11820983886719
2018-11-08,39.63792419433594
2018-11-09,38.33430480957031
2018-11-12,36.697425842285156
2018-11-13,37.09929656982422
2018-11-14,37.27572250366211
2018-11-15,39.11844253540039
2018-11-16,38.65775680541992
2018-11-19,36.099525451660156
2018-11-20,35.40361022949219
2018-11-21,35.658451080322266
2018-11-23,35.67804718017578
2018-11-26,35.84468460083008
2018-11-27,36.26615524291992
2018-11-28,37.942237854003906
2018-11-29,37.15810775756836
2018-11-30,37.79521179199219
2018-12-03,39.236053466796875
2018-12-04,36.14854049682617
2018-12-06,36.92286682128906
2018-12-07,34.60966491699219
2018-12-10,34.10979461669922
2018-12-11,34.51165008544922
2018-12-12,35.315391540527344
2018-12-13,34.32542419433594
2018-12-14,33.52168655395508
2018-12-17,33.208045959472656
2018-12-18,33.43347930908203
2018-12-19,30.787019729614258
2018-12-20,30.659603118896484
2018-12-21,29.71864128112793
2018-12-24,28.444429397583008
2018-12-26,30.2773380279541
2018-12-27,31.296710968017578
2018-12-28,30.943849563598633
2018-12-31,31.100675582885742
2019-01-02,32.100440979003906
2019-01-03,30.385154724121094
2019-01-04,32.05144119262695
2019-01-07,33.325653076171875
2019-01-08,33.07080841064453
2019-01-09,34.737091064453125
2019-01-10,35.19776916503906
2019-01-11,35.29579162597656
2019-01-14,33.98236083984375
2019-01-15,33.31585693359375
2019-01-16,32.91398620605469
2019-01-17,33.208045959472656
2019-01-18,35.05073928833008
2019-01-22,33.1982307434082
2019-01-23,33.56089401245117
2019-01-24,35.86428451538086
2019-01-25,38.187278747558594
2019-01-28,37.324745178222656
2019-01-29,36.6484260559082
2019-01-30,37.48155975341797
2019-01-31,37.461952209472656
2019-02-01,38.8145866394043
2019-02-04,38.687171936035156
2019-02-05,38.58914566040039
2019-02-06,40.696502685546875
2019-02-07,38.59895324707031
2019-02-08,37.81481170654297
2019-02-11,37.81481170654297
2019-02-12,39.59872055053711
2019-02-13,40.853336334228516
2019-02-14,41.392425537109375
2019-02-15,41.15719223022461
2019-02-19,41.12777328491211
2019-02-20,41.37281799316406
2019-02-21,40.7063102722168
2019-02-22,41.72568130493164
2019-02-25,41.90211486816406
2019-02-26,42.10793685913086
2019-02-27,40.50046920776367
2019-02-28,40.0692024230957
2019-03-01,40.755313873291016
2019-03-04,40.245628356933594
2019-03-05,39.19684982299805
2019-03-06,37.17770767211914
2019-03-07,37.07969284057617
2019-03-08,37.88343048095703
2019-03-11,38.255897521972656
2019-03-12,38.47153091430664
2019-03-13,38.05985641479492
2019-03-14,37.64818572998047
2019-03-15,38.75577926635742
2019-03-18,38.82438659667969
2019-03-19,39.56931686401367
2019-03-20,39.33407211303711
2019-03-21,43.117515563964844
2019-03-22,40.79452133178711
2019-03-25,39.74574661254883
2019-03-26,39.52030563354492
2019-03-27,38.451927185058594
2019-03-28,38.55974578857422
2019-03-29,40.510276794433594
2019-04-01,41.41202926635742
2019-04-02,41.5982551574707
2019-04-03,43.029296875
2019-04-04,42.039329528808594
2019-04-05,42.46080780029297
2019-04-08,42.049137115478516
2019-04-09,40.892547607421875
2019-04-10,41.333614349365234
2019-04-11,41.44143295288086
2019-04-12,41.176780700683594
2019-04-15,40.99055480957031
2019-04-16,41.91191101074219
2019-04-17,42.29417419433594
2019-04-18,42.53921890258789
2019-04-22,42.53921890258789
2019-04-23,41.92171859741211
2019-04-24,42.17655563354492
2019-04-25,41.90211486816406
2019-04-26,41.26499938964844
2019-04-29,41.27479934692383
2019-04-30,41.225799560546875
2019-05-01,41.068973541259766
2019-05-02,41.715885162353516
2019-05-03,42.470603942871094
2019-05-06,41.294410705566406
2019-05-07,39.46148681640625
2019-05-08,38.961612701416016
2019-05-09,38.491127014160156
2019-05-10,38.16767501831055
2019-05-13,36.638614654541016
2019-05-14,37.74620819091797
2019-05-15,37.64818572998047
2019-05-16,36.57000732421875
2019-05-17,35.34479522705078
2019-05-20,33.933353424072266
2019-05-21,34.93312454223633
2019-05-22,34.04117965698242
2019-05-23,33.14921951293945
2019-05-24,33.325653076171875
2019-05-28,32.28667449951172
2019-05-29,32.629737854003906
2019-05-30,32.65913772583008
2019-05-31,31.963218688964844
2019-06-03,32.0416374206543
2019-06-04,33.80594253540039
2019-06-05,32.67874526977539
2019-06-06,32.80616760253906
2019-06-07,33.31585693359375
2019-06-10,34.247005462646484
2019-06-11,34.148990631103516
2019-06-12,32.3062744140625
2019-06-13,32.717952728271484
2019-06-14,32.01223373413086
2019-06-17,31.78679084777832
2019-06-18,33.609901428222656
2019-06-19,33.266845703125
2019-06-20,33.47267532348633
2019-06-21,32.59052658081055
2019-06-24,32.53172302246094
2019-06-25,32.03184127807617
2019-06-26,36.30535888671875
2019-06-27,37.31492614746094
2019-06-28,37.824623107910156
2019-07-01,39.3144645690918
2019-07-02,38.8145866394043
2019-07-03,38.80478286743164
2019-07-05,38.63814926147461
2019-07-08,39.608524322509766
2019-07-09,40.52988052368164
2019-07-10,42.049137115478516
2019-07-11,42.61763381958008
2019-07-12,43.627201080322266
2019-07-15,43.519386291503906
2019-07-16,42.205955505371094
2019-07-17,42.50981140136719
2019-07-18,43.784027099609375
2019-07-19,44.617164611816406
2019-07-22,46.254051208496094
2019-07-23,46.018802642822266
2019-07-24,47.038185119628906
2019-07-25,46.82254409790039
2019-07-26,46.54810333251953
2019-07-29,45.89138412475586
2019-07-30,46.51869201660156
2019-07-31,43.99966812133789
2019-08-01,42.735252380371094
2019-08-02,43.205726623535156
2019-08-05,41.108177185058594
2019-08-06,41.774681091308594
2019-08-07,40.921939849853516
2019-08-08,41.78449249267578
2019-08-09,40.696502685546875
2019-08-12,41.294410705566406
2019-08-13,43.2939453125
2019-08-14,41.20620346069336
2019-08-15,41.402225494384766
2019-08-16,42.68624496459961
2019-08-19,44.117286682128906
2019-08-20,43.352760314941406
2019-08-21,43.2939453125
2019-08-22,43.891845703125
2019-08-23,42.10793685913086
2019-08-26,42.568626403808594
2019-08-27,41.5982551574707
2019-08-28,42.29417419433594
2019-08-29,43.784027099609375
2019-08-30,44.372135162353516
2019-09-03,44.097686767578125
2019-09-04,45.881591796875
2019-09-05,48.05755615234375
2019-09-06,47.998748779296875
2019-09-09,48.155574798583984
2019-09-10,48.4104118347168
2019-09-11,49.478797912597656
2019-09-12,49.4395866394043
2019-09-13,49.49839782714844
2019-09-16,49.15534973144531
2019-09-17,49.8316535949707
2019-09-18,49.478797912597656
2019-09-19,48.83189010620117
2019-09-20,48.184974670410156
2019-09-23,48.616241455078125
2019-09-24,47.54786682128906
2019-09-25,48.48883056640625
2019-09-26,47.63608169555664
2019-09-27,42.35298538208008
2019-09-30,42.0001220703125
2019-10-01,41.461036682128906
2019-10-02,41.147377014160156
2019-10-03,42.598026275634766
2019-10-04,43.666404724121094
2019-10-07,43.28413772583008
2019-10-08,41.79428482055664
2019-10-09,42.029537200927734
2019-10-10,42.42159652709961
2019-10-11,44.20549774169922
2019-10-14,43.97026062011719
2019-10-15,45.53852844238281
2019-10-16,44.26430892944336
2019-10-17,44.59756851196289
2019-10-18,42.607826232910156
2019-10-21,44.323123931884766
2019-10-22,43.774227142333984
2019-10-23,43.774227142333984
2019-10-24,46.16583251953125
2019-10-25,47.077388763427734
2019-10-28,47.72429656982422
2019-10-29,47.15580368041992
2019-10-30,46.93036651611328
2019-10-31,46.60690689086914
2019-11-01,47.420448303222656
2019-11-04,48.6064453125
2019-11-05,47.71449661254883
2019-11-06,46.734336853027344
2019-11-07,47.4400520324707
2019-11-08,46.254051208496094
2019-11-11,45.34248733520508
2019-11-12,45.96979522705078
2019-11-13,45.38169479370117
2019-11-14,45.87177658081055
2019-11-15,46.763729095458984
2019-11-18,46.87155532836914
2019-11-19,45.65614700317383
2019-11-20,44.666175842285156
2019-11-21,44.646575927734375
2019-11-22,44.96022415161133
2019-11-25,46.57749938964844
2019-11-26,45.793373107910156
2019-11-27,47.20481491088867
2019-11-29,46.56769561767578
2019-12-02,45.46991729736328
2019-12-03,44.332923889160156
2019-12-04,45.38169479370117
2019-12-05,45.69535827636719
2019-12-06,46.9793815612793
2019-12-09,45.528724670410156
2019-12-10,46.51869201660156
2019-12-11,48.28298568725586
2019-12-12,49.95907974243164
2019-12-13,50.18451690673828
2019-12-16,51.8900032043457
2019-12-17,51.94881820678711
2019-12-18,51.9880256652832
2019-12-19,53.44846725463867
2019-12-20,53.967960357666016
2019-12-23,54.30121994018555
2019-12-24,54.32081604003906
2019-12-26,54.0169563293457
2019-12-27,52.9583854675293
2019-12-30,52.15464401245117
2019-12-31,52.71334457397461
2020-01-02,54.291412353515625
2020-01-03,53.44846725463867
2020-01-06,52.50750732421875
2020-01-07,57.114295959472656
2020-01-08,56.37916564941406
2020-01-09,56.17332458496094
2020-01-10,55.546016693115234
2020-01-13,56.31056213378906
2020-01-14,56.37916564941406
2020-01-15,55.055938720703125
2020-01-16,56.5359992980957
2020-01-17,56.516395568847656
2020-01-21,57.80040740966797
2020-01-22,57.996437072753906
2020-01-23,58.02584457397461
2020-01-24,56.61440658569336
2020-01-27,54.31101608276367
2020-01-28,55.34999465942383
2020-01-29,54.20319747924805
2020-01-30,53.93855285644531
2020-01-31,52.03702926635742
2020-02-03,52.71334457397461
2020-02-04,54.399234771728516
2020-02-05,55.64403533935547
2020-02-06,57.51615524291992
2020-02-07,55.751861572265625
2020-02-10,56.19293975830078
2020-02-11,56.114524841308594
2020-02-12,58.094459533691406
2020-02-13,58.15327072143555
2020-02-14,57.33973693847656
2020-02-18,56.60460662841797
2020-02-19,58.8001823425293
2020-02-20,57.82980728149414
2020-02-21,55.85968017578125
2020-02-24,53.9189453125
2020-02-25,51.06666564941406
2020-02-26,51.3313102722168
2020-02-27,49.576820373535156
2020-02-28,51.517547607421875
2020-03-02,53.50728225708008
2020-03-03,50.77261734008789
2020-03-04,54.19340515136719
2020-03-05,52.654541015625
2020-03-06,50.44915771484375
2020-03-09,45.05824279785156
2020-03-10,46.91075897216797
2020-03-11,42.85287857055664
2020-03-12,38.040252685546875
2020-03-13,42.13736343383789
2020-03-16,33.786338806152344
2020-03-17,36.638614654541016
2020-03-18,34.00196838378906
2020-03-19,35.57023620605469
2020-03-20,35.3938102722168
2020-03-23,37.491363525390625
2020-03-24,42.41179656982422
2020-03-25,41.65706253051758
2020-03-26,43.90165328979492
2020-03-27,42.61763381958008
2020-03-30,43.637001037597656
2020-03-31,41.225799560546875
2020-04-01,39.09883499145508
2020-04-02,40.27503204345703
2020-04-03,40.40245819091797
2020-04-06,45.450313568115234
2020-04-07,45.616943359375
2020-04-08,47.33222961425781
2020-04-09,45.21506881713867
2020-04-13,45.254276275634766
2020-04-14,46.67552185058594
2020-04-15,45.50912094116211
2020-04-16,44.62697219848633
2020-04-17,44.79360580444336
2020-04-20,42.53921890258789
2020-04-21,40.588687896728516
2020-04-22,43.03910446166992
2020-04-23,42.901878356933594
2020-04-24,43.28413772583008
2020-04-27,44.381927490234375
2020-04-28,44.411338806152344
2020-04-29,48.8416862487793
2020-04-30,46.94016647338867
2020-05-01,44.166297912597656
2020-05-04,43.57819747924805
2020-05-05,44.50934982299805
2020-05-06,45.16606521606445
2020-05-07,45.66593933105469
2020-05-08,47.29302215576172
2020-05-11,47.2440185546875
2020-05-12,44.7838020324707
2020-05-13,42.66664505004883
2020-05-14,44.82300567626953
2020-05-15,43.52919006347656
2020-05-18,45.009239196777344
2020-05-19,44.22510528564453
2020-05-20,45.71495819091797
2020-05-21,44.323123931884766
2020-05-22,44.04867172241211
2020-05-26,44.89161682128906
2020-05-27,48.4692268371582
2020-05-28,45.54833221435547
2020-05-29,46.95977020263672
2020-06-01,45.4209098815918
2020-06-02,45.89138412475586
2020-06-03,47.94973373413086
2020-06-04,50.20411682128906
2020-06-05,52.654541015625
2020-06-08,52.63493728637695
2020-06-09,52.09584045410156
2020-06-10,51.429325103759766
2020-06-11,47.557674407958984
2020-06-12,47.72429656982422
2020-06-15,48.263389587402344
2020-06-16,50.008087158203125
2020-06-17,49.949275970458984
2020-06-18,49.478797912597656
2020-06-19,49.82185363769531
2020-06-22,50.13550567626953
2020-06-23,48.85149002075195
2020-06-24,47.33222961425781
2020-06-25,48.214378356933594
2020-06-26,47.52827072143555
2020-06-29,48.175167083740234
2020-06-30,50.4981689453125
2020-07-01,48.714263916015625
2020-07-02,48.8416862487793
2020-07-06,49.910064697265625
2020-07-07,48.11636734008789
2020-07-08,48.724063873291016
2020-07-09,48.98870849609375
2020-07-10,49.69443893432617
2020-07-13,48.47902297973633
2020-07-14,48.724063873291016
2020-07-15,49.508201599121094
2020-07-16,49.1063232421875
2020-07-17,48.48883056640625
2020-07-20,50.19432067871094
2020-07-21,50.4981689453125
2020-07-22,50.6255989074707
2020-07-23,51.595951080322266
2020-07-24,49.027915954589844
2020-07-27,50.5667724609375
2020-07-28,49.096534729003906
2020-07-29,49.390586853027344
2020-07-30,49.733638763427734
2020-07-31,49.06713104248047
2020-08-03,49.390586853027344
2020-08-04,50.282527923583984
2020-08-05,50.03749084472656
2020-08-06,47.73410415649414
2020-08-07,47.78310775756836
2020-08-10,48.175167083740234
2020-08-11,46.812740325927734
2020-08-12,47.518455505371094
2020-08-13,45.224876403808594
2020-08-14,44.695579528808594
2020-08-17,44.323123931884766
2020-08-18,43.519386291503906
2020-08-19,43.176326751708984
2020-08-20,42.13736343383789
2020-08-21,41.81389617919922
2020-08-24,42.8920783996582
2020-08-25,44.20549774169922
2020-08-26,44.06827926635742
2020-08-27,43.735015869140625
2020-08-28,44.7838020324707
2020-08-31,44.60736846923828
2020-09-01,44.852413177490234
2020-09-02,46.8813591003418
2020-09-03,45.411109924316406
2020-09-04,45.55813217163086
2020-09-08,44.13688278198242
2020-09-09,44.254512786865234
2020-09-10,43.98006057739258
2020-09-11,45.17585754394531
2020-09-14,48.05755615234375
2020-09-15,48.077152252197266
2020-09-16,49.214149475097656
2020-09-17,49.96887969970703
2020-09-18,49.733638763427734
2020-09-21,48.175167083740234
2020-09-22,48.714263916015625
2020-09-23,48.86129379272461
2020-09-24,48.48883056640625
2020-09-25,48.16537857055664
2020-09-28,48.73386764526367
2020-09-29,49.70423126220703
2020-09-30,46.02861404418945
2020-10-01,46.96957015991211
2020-10-02,45.62673568725586
2020-10-05,46.65591812133789
2020-10-06,46.3814697265625
2020-10-07,47.4498405456543
2020-10-08,48.91030502319336
2020-10-09,48.9005012512207
2020-10-12,49.674835205078125
2020-10-13,50.82162094116211
2020-10-14,50.605987548828125
2020-10-15,50.90983581542969
2020-10-16,50.58638000488281
2020-10-19,51.58615493774414
2020-10-20,52.468299865722656
2020-10-21,52.25266647338867
2020-10-22,53.30144500732422
2020-10-23,51.801788330078125
2020-10-26,51.105873107910156
2020-10-27,50.929439544677734
2020-10-28,49.0083122253418
2020-10-29,49.478797912597656
2020-10-30,49.341575622558594
2020-11-02,48.724063873291016
2020-11-03,50.066898345947266
2020-11-04,50.929439544677734
2020-11-05,53.49747848510742
2020-11-06,54.065975189208984
2020-11-09,54.850101470947266
2020-11-10,54.31101608276367
2020-11-11,55.2421760559082
2020-11-12,55.13435363769531
2020-11-13,56.78102493286133
2020-11-16,60.633094787597656
2020-11-17,60.7605094909668
2020-11-18,59.535301208496094
2020-11-19,60.60368728637695
2020-11-20,60.182212829589844
2020-11-23,62.907073974609375
2020-11-24,62.681644439697266
2020-11-25,62.17195510864258
2020-11-27,62.956085205078125
2020-11-30,62.81885528564453
2020-12-01,65.74956512451172
2020-12-02,67.73930358886719
2020-12-03,68.51362609863281
2020-12-04,71.88539123535156
2020-12-07,71.16986846923828
2020-12-08,71.73838806152344
2020-12-09,69.99366760253906
2020-12-10,69.86624908447266
2020-12-11,69.1311264038086
2020-12-14,70.12110137939453
2020-12-15,71.69918060302734
2020-12-16,71.54234313964844
2020-12-17,70.82682037353516
2020-12-18,70.04267883300781
2020-12-21,70.052490234375
2020-12-22,69.04290771484375
2020-12-23,68.56262969970703
2020-12-24,69.18014526367188
2020-12-28,69.258544921875
2020-12-29,68.81748962402344
2020-12-30,70.4935531616211
2020-12-31,73.68891143798828
2021-01-04,72.58133697509766
2021-01-05,75.72764587402344
2021-01-06,75.58062744140625
2021-01-07,77.54095458984375
2021-01-08,75.88447570800781
2021-01-11,77.10968017578125
2021-01-12,77.88401794433594
2021-01-13,78.32508850097656
2021-01-14,79.68751525878906
2021-01-15,79.11902618408203
2021-01-19,83.80422973632812
2021-01-20,81.84387969970703
2021-01-21,83.32395935058594
2021-01-22,80.64808654785156
2021-01-25,79.66792297363281
2021-01-26,77.93302154541016
2021-01-27,73.60069274902344
2021-01-28,76.83525085449219
2021-01-29,76.71760559082031
2021-02-01,78.83479309082031
2021-02-02,80.00117492675781
2021-02-03,77.54095458984375
2021-02-04,79.63849639892578
2021-02-05,79.49149322509766
2021-02-08,82.34378051757812
2021-02-09,81.6674575805664
2021-02-10,80.71669006347656
2021-02-11,84.76477813720703
2021-02-12,86.26444244384766
2021-02-16,85.99979400634766
2021-02-17,84.34331512451172
2021-02-18,86.78392791748047
2021-02-19,89.15591430664062
2021-02-22,84.56873321533203
2021-02-23,86.48009490966797
2021-02-24,90.68497467041016
2021-02-25,86.37226104736328
2021-02-26,89.71463012695312
2021-03-01,92.88056945800781
2021-03-02,89.28334045410156
2021-03-03,87.34262084960938
2021-03-04,82.65742492675781
2021-03-05,87.16618347167969
2021-03-08,83.3631362915039
2021-03-09,87.52885437011719
2021-03-10,83.71600341796875
2021-03-11,87.53864288330078
2021-03-12,86.02921295166016
2021-03-15,87.08777618408203
2021-03-16,89.6166000366211
2021-03-17,92.88056945800781
2021-03-18,88.03853607177734
2021-03-19,88.71485900878906
2021-03-22,89.46957397460938
2021-03-23,83.70619201660156
2021-03-24,81.35379028320312
2021-03-25,82.42218780517578
2021-03-26,86.24483489990234
2021-03-29,84.87260437011719
2021-03-30,84.82359313964844
2021-03-31,86.46046447753906
2021-04-01,90.5771713256836
2021-04-05,91.89058685302734
2021-04-06,91.63574981689453
2021-04-07,92.09644317626953
2021-04-08,93.40005493164062
2021-04-09,93.40985107421875
2021-04-12,93.69409942626953
2021-04-13,90.32231140136719
2021-04-14,88.87166595458984
2021-04-15,88.47960662841797
2021-04-16,88.86187744140625
2021-04-19,86.6565170288086
2021-04-20,85.74494934082031
2021-04-21,87.71508026123047
2021-04-22,83.0298843383789
2021-04-23,84.32371520996094
2021-04-26,86.09781646728516
2021-04-27,87.68567657470703
2021-04-28,84.32371520996094
2021-04-29,86.31346130371094
2021-04-30,84.36290740966797
2021-05-03,83.33373260498047
2021-05-04,82.73584747314453
2021-05-05,83.46117401123047
2021-05-06,83.11811065673828
2021-05-07,84.27472686767578
2021-05-10,79.24644470214844
2021-05-11,79.07980346679688
2021-05-12,75.27677917480469
2021-05-13,75.6590347290039
2021-05-14,78.11925506591797
2021-05-17,78.79557037353516
2021-05-18,77.31551361083984
2021-05-19,78.34468841552734
2021-05-20,79.52088165283203
2021-05-21,79.11902618408203
2021-05-24,81.25580596923828
2021-05-25,79.61892700195312
2021-05-26,80.60888671875
2021-05-27,82.26537322998047
2021-05-28,82.47119903564453
2021-06-01,82.48100280761719
2021-06-02,82.66722869873047
