,MU
2014-11-21,33.61970520019531
2014-11-24,34.04117965698242
2014-11-25,34.10979461669922
2014-11-26,34.91352462768555
2014-11-28,35.236976623535156
2014-12-01,34.2960205078125
2014-12-02,34.893924713134766
2014-12-03,35.384002685546875
2014-12-04,35.35459518432617
2014-12-05,35.76626968383789
2014-12-08,35.30559539794922
2014-12-09,34.952735900878906
2014-12-10,34.16859436035156
2014-12-11,34.49205017089844
2014-12-12,33.325653076171875
2014-12-15,32.68854904174805
2014-12-16,32.26707077026367
2014-12-17,33.15903091430664
2014-12-18,33.76673126220703
2014-12-19,33.80594253540039
2014-12-22,33.95296096801758
2014-12-23,34.276424407958984
2014-12-24,34.21760559082031
2014-12-26,34.30582046508789
2014-12-29,34.8253059387207
2014-12-30,34.69789123535156
2014-12-31,34.31562042236328
2015-01-02,34.0607795715332
2015-01-05,33.110015869140625
2015-01-06,32.21807098388672
2015-01-07,31.463336944580078
2015-01-08,33.00218963623047
2015-01-09,32.86497497558594
2015-01-12,31.032066345214844
2015-01-13,30.22832679748535
2015-01-14,29.453996658325195
2015-01-15,28.7188720703125
2015-01-16,28.415021896362305
2015-01-20,29.08153533935547
2015-01-21,29.885269165039062
2015-01-22,30.2773380279541
2015-01-23,30.336145401000977
2015-01-26,30.404762268066406
2015-01-27,29.061933517456055
2015-01-28,28.52284049987793
2015-01-29,29.120738983154297
2015-01-30,28.689468383789062
2015-02-02,27.875930786132812
2015-02-03,28.37581443786621
2015-02-04,28.454227447509766
2015-02-05,28.905101776123047
2015-02-06,28.336606979370117
2015-02-09,27.7877140045166
2015-02-10,30.473371505737305
2015-02-11,30.404762268066406
2015-02-12,31.3065128326416
2015-02-13,31.218297958374023
2015-02-17,31.68877410888672
2015-02-18,31.531949996948242
2015-02-19,31.179094314575195
2015-02-20,31.39472770690918
2015-02-23,30.7772216796875
2015-02-24,30.159717559814453
2015-02-25,29.87546730041504
2015-02-26,30.012693405151367
2015-02-27,30.061702728271484
2015-03-02,30.620399475097656
2015-03-03,29.071731567382812
2015-03-04,28.689468383789062
2015-03-05,28.699268341064453
2015-03-06,27.934738159179688
2015-03-09,28.091567993164062
2015-03-10,27.06239128112793
2015-03-11,27.327037811279297
2015-03-12,27.464262008666992
2015-03-13,28.150373458862305
2015-03-16,27.944543838500977
2015-03-17,27.11139678955078
2015-03-18,27.601482391357422
2015-03-19,27.493663787841797
2015-03-20,28.111167907714844
2015-03-23,27.464262008666992
2015-03-24,27.405445098876953
2015-03-25,26.043020248413086
2015-03-26,26.131235122680664
2015-03-27,26.150836944580078
2015-03-30,26.150836944580078
2015-03-31,26.591909408569336
2015-04-01,26.591909408569336
2015-04-02,26.199846267700195
2015-04-06,26.885963439941406
2015-04-07,26.33707046508789
2015-04-08,26.591909408569336
2015-04-09,27.26822853088379
2015-04-10,27.464262008666992
2015-04-13,27.327037811279297
2015-04-14,27.170209884643555
2015-04-15,27.611284255981445
2015-04-16,27.454458236694336
2015-04-17,27.464262008666992
2015-04-20,27.699501037597656
2015-04-21,27.983745574951172
2015-04-22,28.91490364074707
2015-04-23,28.934513092041016
2015-04-24,28.62085723876953
2015-04-27,28.689468383789062
2015-04-28,28.415021896362305
2015-04-29,28.297399520874023
2015-04-30,27.572078704833984
2015-05-01,28.415021896362305
2015-05-04,28.101367950439453
2015-05-05,27.483861923217773
2015-05-06,27.43485450744629
2015-05-07,26.729135513305664
2015-05-08,26.64092445373535
2015-05-11,27.199617385864258
2015-05-12,26.33707046508789
2015-05-13,26.65072250366211
2015-05-14,26.1606388092041
2015-05-15,25.80777931213379
2015-05-18,26.229251861572266
2015-05-19,25.788177490234375
2015-05-20,26.0626277923584
2015-05-21,26.366470336914062
2015-05-22,26.787946701049805
2015-05-26,26.77814483642578
2015-05-27,27.572078704833984
2015-05-28,27.719104766845703
2015-05-29,27.37604522705078
2015-06-01,27.856325149536133
2015-06-02,27.23882293701172
2015-06-03,26.54290199279785
2015-06-04,26.45469093322754
2015-06-05,26.0626277923584
2015-06-08,25.40591049194336
2015-06-09,24.690387725830078
2015-06-10,24.690387725830078
2015-06-11,24.523761749267578
2015-06-12,24.631580352783203
2015-06-15,23.759227752685547
2015-06-16,23.759227752685547
2015-06-17,23.994470596313477
2015-06-18,23.984668731689453
2015-06-19,23.984668731689453
2015-06-22,24.14149284362793
2015-06-23,24.0042724609375
2015-06-24,23.58280372619629
2015-06-25,23.543594360351562
2015-06-26,19.270069122314453
2015-06-29,18.35851287841797
2015-06-30,18.466331481933594
2015-07-01,18.40752410888672
2015-07-02,18.691768646240234
2015-07-06,17.956647872924805
2015-07-07,17.83902359008789
2015-07-08,17.280332565307617
2015-07-09,16.809852600097656
2015-07-10,17.221521377563477
2015-07-13,17.260726928710938
2015-07-14,19.2210636138916
2015-07-15,18.515338897705078
2015-07-16,19.2210636138916
2015-07-17,19.720947265625
2015-07-20,18.515338897705078
2015-07-21,18.505535125732422
2015-07-22,17.642995834350586
2015-07-23,18.329113006591797
2015-07-24,17.97624969482422
2015-07-27,17.7606143951416
2015-07-28,19.35828399658203
2015-07-29,19.475910186767578
2015-07-30,19.50531005859375
2015-07-31,18.14287567138672
2015-08-03,18.62316131591797
2015-08-04,18.632959365844727
2015-08-05,18.53494644165039
2015-08-06,18.348712921142578
2015-08-07,18.074270248413086
2015-08-10,18.446727752685547
2015-08-11,17.52536964416504
2015-08-12,17.829225540161133
2015-08-13,17.34894561767578
2015-08-14,16.61381721496582
2015-08-17,16.87846565246582
2015-08-18,16.055124282836914
2015-08-19,15.584644317626953
2015-08-20,14.447652816772461
2015-08-21,14.241814613342285
2015-08-24,14.15360164642334
2015-08-25,13.98697280883789
2015-08-26,14.133999824523926
2015-08-27,15.359207153320312
2015-08-28,15.643452644348145
2015-08-31,16.084529876708984
2015-09-01,15.506231307983398
2015-09-02,15.966910362243652
2015-09-03,16.26095962524414
2015-09-04,16.486398696899414
2015-09-08,17.18231964111328
2015-09-09,16.623620986938477
2015-09-10,16.858861923217773
2015-09-11,16.466794967651367
2015-09-14,16.368778228759766
2015-09-15,16.192350387573242
2015-09-16,16.34916877746582
2015-09-17,16.084529876708984
2015-09-18,15.192577362060547
2015-09-21,15.437621116638184
2015-09-22,15.104361534118652
2015-09-23,14.516263961791992
2015-09-24,15.035752296447754
2015-09-25,14.614280700683594
2015-09-28,13.781137466430664
2015-09-29,14.094791412353516
2015-09-30,14.682890892028809
2015-10-01,14.477056503295898
2015-10-02,15.59444522857666
2015-10-05,17.221521377563477
2015-10-06,17.858633041381836
2015-10-07,18.250699996948242
2015-10-08,18.348712921142578
2015-10-09,17.799823760986328
2015-10-12,17.67239761352539
2015-10-13,17.81942367553711
2015-10-14,18.446727752685547
2015-10-15,18.289901733398438
2015-10-16,18.13307762145996
2015-10-19,18.77998924255371
2015-10-20,16.75104331970215
2015-10-21,16.1041316986084
2015-10-22,16.38838005065918
2015-10-23,16.89806365966797
2015-10-26,16.25115966796875
2015-10-27,16.34916877746582
2015-10-28,16.584415435791016
2015-10-29,15.888495445251465
2015-10-30,16.23155403137207
2015-11-02,16.75104331970215
2015-11-03,17.48617172241211
2015-11-04,17.094099044799805
2015-11-05,16.18254852294922
2015-11-06,16.12373924255371
2015-11-09,15.525835990905762
2015-11-10,15.241585731506348
2015-11-11,15.192577362060547
2015-11-12,15.045553207397461
2015-11-13,14.702495574951172
2015-11-16,14.594676971435547
2015-11-17,14.97694206237793
2015-11-18,15.300395011901855
2015-11-19,15.555237770080566
2015-11-20,15.123968124389648
2015-11-23,15.01614761352539
2015-11-24,15.319999694824219
2015-11-25,15.270991325378418
2015-11-27,15.251389503479004
2015-11-30,15.61405086517334
2015-12-01,16.221752166748047
2015-12-02,15.506231307983398
2015-12-03,15.300395011901855
2015-12-04,15.192577362060547
2015-12-07,14.55547046661377
2015-12-08,14.310428619384766
2015-12-09,14.035982131958008
2015-12-10,14.369236946105957
2015-12-11,13.761533737182617
2015-12-14,13.38907241821289
2015-12-15,13.898758888244629
2015-12-16,13.790940284729004
2015-12-17,14.035982131958008
2015-12-18,14.075186729431152
2015-12-21,14.477056503295898
2015-12-22,14.320230484008789
2015-12-23,14.016378402709961
2015-12-24,14.192808151245117
2015-12-28,13.908559799194336
2015-12-29,14.055583953857422
2015-12-30,13.879156112670898
2015-12-31,13.879156112670898
2016-01-04,14.045783996582031
2016-01-05,14.526063919067383
2016-01-06,13.937965393066406
2016-01-07,13.38907241821289
2016-01-08,13.065617561340332
2016-01-11,12.281482696533203
2016-01-12,12.46771240234375
2016-01-13,11.820807456970215
2016-01-14,11.781599044799805
2016-01-15,10.860241889953613
2016-01-19,10.585797309875488
2016-01-20,9.850671768188477
2016-01-21,10.634804725646973
2016-01-22,10.85044002532959
2016-01-25,10.272141456604004
2016-01-26,10.3407564163208
2016-01-27,10.183929443359375
2016-01-28,9.693845748901367
2016-01-29,10.811234474182129
2016-02-01,10.742624282836914
2016-02-02,10.379960060119629
2016-02-03,10.546587944030762
2016-02-04,11.0072660446167
2016-02-05,10.781828880310059
2016-02-08,9.968290328979492
2016-02-09,9.782058715820312
2016-02-10,9.703646659851074
2016-02-11,9.497809410095215
2016-02-12,9.821268081665039
2016-02-16,10.595597267150879
2016-02-17,11.203301429748535
2016-02-18,11.26211166381836
2016-02-19,10.938657760620117
2016-02-22,10.830838203430176
2016-02-23,10.281943321228027
2016-02-24,10.428971290588379
2016-02-25,10.507384300231934
2016-02-26,10.48777961730957
2016-02-29,10.419168472290039
2016-03-01,10.85044002532959
2016-03-02,11.448343276977539
2016-03-03,11.556159973144531
2016-03-04,11.64437484741211
2016-03-07,11.350324630737305
2016-03-08,10.44857120513916
2016-03-09,10.595597267150879
2016-03-10,10.664209365844727
2016-03-11,11.164093971252441
2016-03-14,10.928855895996094
2016-03-15,10.634804725646973
2016-03-16,10.507384300231934
2016-03-17,10.65440845489502
2016-03-18,10.91905403137207
2016-03-21,11.301318168640137
2016-03-22,11.213103294372559
2016-03-23,10.43877124786377
2016-03-24,10.291746139526367
2016-03-28,10.174125671386719
2016-03-29,10.242737770080566
2016-03-30,10.272141456604004
2016-03-31,10.262340545654297
2016-04-01,10.811234474182129
2016-04-04,10.585797309875488
2016-04-05,10.193729400634766
2016-04-06,10.262340545654297
2016-04-07,10.30155086517334
2016-04-08,10.507384300231934
2016-04-11,10.242737770080566
2016-04-12,9.968290328979492
2016-04-13,10.664209365844727
2016-04-14,10.193729400634766
2016-04-15,10.477977752685547
2016-04-18,10.67401123046875
2016-04-19,10.507384300231934
2016-04-20,10.536787033081055
2016-04-21,10.43877124786377
2016-04-22,10.44857120513916
2016-04-25,10.3407564163208
2016-04-26,11.281713485717773
2016-04-27,11.33072280883789
2016-04-28,11.389533042907715
2016-04-29,10.536787033081055
2016-05-02,10.409366607666016
2016-05-03,10.154521942138672
2016-05-04,9.801663398742676
2016-05-05,9.8604736328125
2016-05-06,9.791860580444336
2016-05-09,9.67424201965332
2016-05-10,9.889878273010254
2016-05-11,9.899680137634277
2016-05-12,9.439002990722656
2016-05-13,9.370389938354492
2016-05-16,9.488011360168457
2016-05-17,9.478209495544434
2016-05-18,9.850671768188477
2016-05-19,9.870275497436523
2016-05-20,10.585797309875488
2016-05-23,10.91905403137207
2016-05-24,11.26211166381836
2016-05-25,11.369929313659668
2016-05-26,11.712986946105957
2016-05-27,12.065847396850586
2016-05-31,12.46771240234375
2016-06-01,12.830378532409668
2016-06-02,12.849980354309082
2016-06-03,12.604940414428711
2016-06-06,12.516724586486816
2016-06-07,12.742161750793457
2016-06-08,12.330492973327637
2016-06-09,12.261880874633789
2016-06-10,11.89921760559082
2016-06-13,11.811004638671875
2016-06-14,11.683584213256836
2016-06-15,11.781599044799805
2016-06-16,11.712986946105957
2016-06-17,11.958029747009277
2016-06-20,12.07564926147461
2016-06-21,12.497121810913086
2016-06-22,12.46771240234375
2016-06-23,13.771336555480957
2016-06-24,12.947996139526367
2016-06-27,11.987433433532715
2016-06-28,12.732359886169434
2016-06-29,12.92839241027832
2016-06-30,13.487086296081543
2016-07-01,12.25207805633545
2016-07-05,11.67378044128418
2016-07-06,11.497349739074707
2016-07-07,11.958029747009277
2016-07-08,12.369699478149414
2016-07-11,12.389301300048828
2016-07-12,12.96760082244873
2016-07-13,13.026410102844238
2016-07-14,13.026410102844238
2016-07-15,12.869584083557129
2016-07-18,13.075418472290039
2016-07-19,12.95779800415039
2016-07-20,13.320462226867676
2016-07-21,12.91859245300293
2016-07-22,12.869584083557129
2016-07-25,13.643914222717285
2016-07-26,14.37903881072998
2016-07-27,13.908559799194336
2016-07-28,13.53609848022461
2016-07-29,13.467484474182129
2016-08-01,13.291055679321289
2016-08-02,13.134230613708496
2016-08-03,13.242046356201172
2016-08-04,13.751733779907227
2016-08-05,14.23201847076416
2016-08-08,14.133999824523926
2016-08-09,14.192808151245117
2016-08-10,13.91836166381836
2016-08-11,14.143799781799316
2016-08-12,14.63388442993164
2016-08-15,15.221982955932617
2016-08-16,15.182777404785156
2016-08-17,15.212181091308594
2016-08-18,15.457222938537598
2016-08-19,15.927701950073242
2016-08-22,15.868895530700684
2016-08-23,15.85909366607666
2016-08-24,15.202381134033203
2016-08-25,15.878694534301758
2016-08-26,16.18254852294922
2016-08-29,16.574609756469727
2016-08-30,16.407981872558594
2016-08-31,16.162940979003906
2016-09-01,16.309965133666992
2016-09-02,16.368778228759766
2016-09-06,16.672632217407227
2016-09-07,16.81965446472168
2016-09-08,17.10390281677246
2016-09-09,16.476600646972656
2016-09-12,16.809852600097656
2016-09-13,16.417787551879883
2016-09-14,16.594215393066406
2016-09-15,17.10390281677246
2016-09-16,17.13330841064453
2016-09-19,16.61381721496582
2016-09-20,16.584415435791016
2016-09-21,17.309736251831055
2016-09-22,17.24112319946289
2016-09-23,17.13330841064453
2016-09-26,17.015687942504883
2016-09-27,17.642995834350586
2016-09-28,17.094099044799805
2016-09-29,17.192119598388672
2016-09-30,17.427356719970703
2016-10-03,17.378347396850586
2016-10-04,17.446962356567383
2016-10-05,17.34894561767578
2016-10-06,17.378347396850586
2016-10-07,17.260726928710938
2016-10-10,17.152910232543945
2016-10-11,16.52560043334961
2016-10-12,16.447189331054688
2016-10-13,16.51580047607422
2016-10-14,16.79024887084961
2016-10-17,16.653026580810547
2016-10-18,17.064697265625
2016-10-19,16.87846565246582
2016-10-20,16.858861923217773
2016-10-21,16.604022979736328
2016-10-24,16.721637725830078
2016-10-25,17.192119598388672
2016-10-26,17.29013442993164
2016-10-27,17.18231964111328
2016-10-28,16.858861923217773
2016-10-31,16.81965446472168
2016-11-01,16.64322280883789
2016-11-02,16.34916877746582
2016-11-03,16.29036521911621
2016-11-04,16.34916877746582
2016-11-07,17.035287857055664
2016-11-08,17.064697265625
2016-11-09,16.858861923217773
2016-11-10,16.653026580810547
2016-11-11,17.319541931152344
2016-11-14,17.358745574951172
2016-11-15,17.741012573242188
2016-11-16,17.878231048583984
2016-11-17,18.799591064453125
2016-11-18,18.828996658325195
2016-11-21,19.103445053100586
2016-11-22,19.34848403930664
2016-11-23,19.51511001586914
2016-11-25,19.730743408203125
2016-11-28,19.593524932861328
2016-11-29,19.034828186035156
2016-11-30,19.142648696899414
2016-12-01,18.113473892211914
2016-12-02,18.417325973510742
2016-12-05,18.240896224975586
2016-12-06,18.681968688964844
2016-12-07,20.03460121154785
2016-12-08,20.250234603881836
2016-12-09,20.093408584594727
2016-12-12,19.622926712036133
2016-12-13,19.730743408203125
2016-12-14,19.622926712036133
2016-12-15,19.887575149536133
2016-12-16,19.867971420288086
2016-12-19,19.94638442993164
2016-12-20,20.240434646606445
2016-12-21,20.17182159423828
2016-12-22,22.730056762695312
2016-12-23,22.79867172241211
2016-12-27,22.837875366210938
2016-12-28,22.328187942504883
2016-12-29,21.828304290771484
2016-12-30,21.485248565673828
2017-01-03,22.10274887084961
2017-01-04,21.916519165039062
2017-01-05,21.671480178833008
2017-01-06,21.602863311767578
2017-01-09,21.89691734313965
2017-01-10,22.03413963317871
2017-01-11,22.337995529174805
2017-01-12,21.867507934570312
2017-01-13,21.740087509155273
2017-01-17,21.30881690979004
2017-01-18,21.877315521240234
2017-01-19,21.27941131591797
2017-01-20,21.52445411682129
2017-01-23,21.45583724975586
2017-01-24,22.39680290222168
2017-01-25,23.092716217041016
2017-01-26,23.05351448059082
2017-01-27,23.494583129882812
2017-01-30,23.70041847229004
2017-01-31,23.63180923461914
2017-02-01,24.259117126464844
2017-02-02,24.298322677612305
2017-02-03,24.112091064453125
2017-02-06,23.857248306274414
2017-02-07,24.112091064453125
2017-02-08,23.729825973510742
2017-02-09,23.96506690979004
2017-02-10,23.572999954223633
2017-02-13,23.425973892211914
2017-02-14,22.66144561767578
2017-02-15,22.563426971435547
2017-02-16,22.52422332763672
2017-02-17,22.886882781982422
2017-02-21,23.29854965209961
2017-02-22,23.27895164489746
2017-02-23,23.014307022094727
2017-02-24,22.77906608581543
2017-02-27,23.28874969482422
2017-02-28,22.975101470947266
2017-03-01,24.063081741333008
2017-03-02,24.210107803344727
2017-03-03,25.062850952148438
2017-03-06,25.200077056884766
2017-03-07,25.1314640045166
2017-03-08,24.876617431640625
2017-03-09,24.651182174682617
2017-03-10,24.68058967590332
2017-03-13,25.190271377563477
2017-03-14,25.072654724121094
2017-03-15,25.601945877075195
2017-03-16,25.52353286743164
2017-03-17,25.288286209106445
2017-03-20,25.690156936645508
2017-03-21,25.01384735107422
2017-03-22,25.543132781982422
2017-03-23,25.94500160217285
2017-03-24,27.866127014160156
2017-03-27,28.18958282470703
2017-03-28,28.1209716796875
2017-03-29,27.934738159179688
2017-03-30,28.395418167114258
2017-03-31,28.326807022094727
2017-04-03,28.071964263916016
2017-04-04,28.0229549407959
2017-04-05,27.699501037597656
2017-04-06,28.05236053466797
2017-04-07,27.954343795776367
2017-04-10,27.091796875
2017-04-11,26.64092445373535
2017-04-12,26.1606388092041
2017-04-13,26.209646224975586
2017-04-17,26.591909408569336
2017-04-18,26.601713180541992
2017-04-19,26.719329833984375
2017-04-20,27.405445098876953
2017-04-21,26.77814483642578
2017-04-24,26.043020248413086
2017-04-25,26.45469093322754
2017-04-26,26.258657455444336
2017-04-27,27.081995010375977
2017-04-28,27.121200561523438
2017-05-01,27.728904724121094
2017-05-02,27.219219207763672
2017-05-03,27.444658279418945
2017-05-04,27.23882293701172
2017-05-05,27.64069175720215
2017-05-08,27.503467559814453
2017-05-09,28.238588333129883
2017-05-10,28.738473892211914
2017-05-11,28.454227447509766
2017-05-12,28.356210708618164
2017-05-15,28.258197784423828
2017-05-16,28.444429397583008
2017-05-17,26.46449089050293
2017-05-18,26.934968948364258
2017-05-19,27.26822853088379
2017-05-22,27.503467559814453
2017-05-23,27.728904724121094
2017-05-24,28.415021896362305
2017-05-25,28.846296310424805
2017-05-26,29.169750213623047
2017-05-30,30.091106414794922
2017-05-31,30.159717559814453
2017-06-01,30.14991569519043
2017-06-02,30.59099006652832
2017-06-05,30.59099006652832
2017-06-06,30.943849563598633
2017-06-07,31.855403900146484
2017-06-08,31.8064022064209
2017-06-09,29.993093490600586
2017-06-12,30.58119010925293
2017-06-13,30.914445877075195
2017-06-14,30.443965911865234
2017-06-15,29.95388412475586
2017-06-16,29.26776885986328
2017-06-19,30.58119010925293
2017-06-20,30.21852684020996
2017-06-21,31.375123977661133
2017-06-22,31.257505416870117
2017-06-23,31.100675582885742
2017-06-26,31.855403900146484
2017-06-27,31.032066345214844
2017-06-28,31.600563049316406
2017-06-29,30.845834732055664
2017-06-30,29.26776885986328
2017-07-03,28.562044143676758
2017-07-05,29.904876708984375
2017-07-06,29.503005981445312
2017-07-07,29.60102081298828
2017-07-10,29.895071029663086
2017-07-11,30.747819900512695
2017-07-12,30.826236724853516
2017-07-13,30.512577056884766
2017-07-14,31.159486770629883
2017-07-17,31.09087562561035
2017-07-18,31.26730728149414
2017-07-19,31.18889045715332
2017-07-20,31.36532211303711
2017-07-21,31.375123977661133
2017-07-24,31.041868209838867
2017-07-25,29.306970596313477
2017-07-26,29.21875762939453
2017-07-27,29.640228271484375
2017-07-28,28.699268341064453
2017-07-31,27.562274932861328
2017-08-01,27.777915954589844
2017-08-02,28.062164306640625
2017-08-03,27.278030395507812
2017-08-04,27.366247177124023
2017-08-07,28.0229549407959
2017-08-08,28.26799964904785
2017-08-09,28.013154983520508
2017-08-10,26.944772720336914
2017-08-11,27.454458236694336
2017-08-14,28.660062789916992
2017-08-15,29.09133529663086
2017-08-16,30.0813045501709
2017-08-17,29.032527923583984
2017-08-18,29.77745246887207
2017-08-21,28.97372055053711
2017-08-22,29.8460636138916
2017-08-23,29.8460636138916
2017-08-24,29.62062644958496
2017-08-25,29.689241409301758
2017-08-28,30.463571548461914
2017-08-29,30.855632781982422
2017-08-30,30.983057022094727
2017-08-31,31.335912704467773
2017-09-01,31.95342445373535
2017-09-05,31.43393325805664
2017-09-06,31.610363006591797
2017-09-07,32.139652252197266
2017-09-08,31.8064022064209
2017-09-11,32.77676010131836
2017-09-12,33.609901428222656
2017-09-13,33.90395736694336
2017-09-14,33.89415740966797
