,BDX
2014-11-05,106.7826156616211
2014-11-06,107.37857055664062
2014-11-07,105.37251281738281
2014-11-10,107.68913269042969
2014-11-11,108.07521057128906
2014-11-12,108.5704574584961
2014-11-13,108.536865234375
2014-11-14,108.444580078125
2014-11-17,108.72992706298828
2014-11-18,109.90503692626953
2014-11-19,109.2083511352539
2014-11-20,109.4517593383789
2014-11-21,109.43498229980469
2014-11-24,110.04768371582031
2014-11-25,113.08616638183594
2014-11-26,118.567138671875
2014-11-28,117.78656768798828
2014-12-01,118.47481536865234
2014-12-02,118.3656997680664
2014-12-03,117.82011413574219
2014-12-04,118.08030700683594
2014-12-05,116.79609680175781
2014-12-08,117.83296203613281
2014-12-09,117.5547866821289
2014-12-10,115.19444274902344
2014-12-11,116.34930419921875
2014-12-12,115.48104095458984
2014-12-15,114.43572235107422
2014-12-16,112.99424743652344
2014-12-17,115.32087707519531
2014-12-18,118.38097381591797
2014-12-19,117.85828399658203
2014-12-22,118.01844024658203
2014-12-23,116.72023010253906
2014-12-24,117.93415069580078
2014-12-26,117.46205139160156
2014-12-29,117.68968200683594
2014-12-30,117.95941925048828
2014-12-31,117.31033325195312
2015-01-02,117.90040588378906
2015-01-05,118.62541961669922
2015-01-06,118.39778137207031
2015-01-07,121.1712646484375
2015-01-08,123.37986755371094
2015-01-09,121.92146301269531
2015-01-12,121.01949310302734
2015-01-13,119.46842956542969
2015-01-14,118.70125579833984
2015-01-15,118.58328247070312
2015-01-16,118.33878326416016
2015-01-20,118.25450134277344
2015-01-21,120.4209976196289
2015-01-22,122.37672424316406
2015-01-23,120.88460540771484
2015-01-26,120.96050262451172
2015-01-27,119.88984680175781
2015-01-28,118.7096939086914
2015-01-29,118.27977752685547
2015-01-30,116.39990234375
2015-02-02,117.61380767822266
2015-02-03,119.05530548095703
2015-02-04,117.95101165771484
2015-02-05,122.47785949707031
2015-02-06,120.81717681884766
2015-02-09,118.81925201416016
2015-02-10,119.54425811767578
2015-02-11,119.56110382080078
2015-02-12,120.53894805908203
2015-02-13,121.14596557617188
2015-02-17,121.2386703491211
2015-02-18,121.29769897460938
2015-02-19,120.87616729736328
2015-02-20,122.66334533691406
2015-02-23,123.8182373046875
2015-02-24,125.35246276855469
2015-02-25,124.85511016845703
2015-02-26,125.21758270263672
2015-02-27,123.68336486816406
2015-03-02,124.7960433959961
2015-03-03,123.29556274414062
2015-03-04,125.06583404541016
2015-03-05,126.02684783935547
2015-03-06,122.62434387207031
2015-03-09,122.90363311767578
2015-03-10,120.51687622070312
2015-03-11,119.33192443847656
2015-03-12,121.06703186035156
2015-03-13,120.05982971191406
2015-03-16,120.43223571777344
2015-03-17,119.80591583251953
2015-03-18,122.31123352050781
2015-03-19,122.66670227050781
2015-03-20,122.48894500732422
2015-03-23,123.1491470336914
2015-03-24,122.04882049560547
2015-03-25,120.70305633544922
2015-03-26,121.21089935302734
2015-03-27,122.37890625
2015-03-30,123.26758575439453
2015-03-31,121.53252410888672
2015-04-01,120.14445495605469
2015-04-02,119.5350570678711
2015-04-06,119.72972869873047
2015-04-07,119.09495544433594
2015-04-08,119.64507293701172
2015-04-09,120.61841583251953
2015-04-10,121.21089935302734
2015-04-13,120.567626953125
2015-04-14,119.60275268554688
2015-04-15,119.17957305908203
2015-04-16,120.51687622070312
2015-04-17,119.78900909423828
2015-04-20,122.06574249267578
2015-04-21,123.2083969116211
2015-04-22,122.15888214111328
2015-04-23,122.1758041381836
2015-04-24,122.15888214111328
2015-04-27,120.22061920166016
2015-04-28,121.2616958618164
2015-04-29,120.33911895751953
2015-04-30,119.23038482666016
2015-05-01,120.34764862060547
2015-05-04,121.82880401611328
2015-05-05,120.186767578125
2015-05-06,119.40811157226562
2015-05-07,120.8638916015625
2015-05-08,120.19522094726562
2015-05-11,119.831298828125
2015-05-12,117.78304290771484
2015-05-13,117.52914428710938
2015-05-14,119.37425231933594
2015-05-15,119.74662780761719
2015-05-18,119.85668182373047
2015-05-19,119.69589233398438
2015-05-20,119.6620101928711
2015-05-21,120.53379821777344
2015-05-22,120.1360092163086
2015-05-26,118.73099517822266
2015-05-27,119.80591583251953
2015-05-28,119.70436096191406
2015-05-29,118.92562866210938
2015-06-01,119.18805694580078
2015-06-02,118.92562866210938
2015-06-03,118.98489379882812
2015-06-04,118.6548080444336
2015-06-05,119.02880096435547
2015-06-08,118.6378173828125
2015-06-09,117.24376678466797
2015-06-10,119.04583740234375
2015-06-11,119.7343521118164
2015-06-12,118.66331481933594
2015-06-15,117.7962875366211
2015-06-16,118.35731506347656
2015-06-17,118.79935455322266
2015-06-18,119.69184112548828
2015-06-19,120.55887603759766
2015-06-22,121.52787780761719
2015-06-23,121.69789123535156
2015-06-24,120.4483871459961
2015-06-25,120.62686920166016
2015-06-26,120.73738098144531
2015-06-29,120.5163345336914
2015-06-30,120.4058609008789
2015-07-01,121.74038696289062
2015-07-02,121.70641326904297
2015-07-06,121.25589752197266
2015-07-07,121.75738525390625
2015-07-08,119.97233581542969
2015-07-09,120.55887603759766
2015-07-10,122.63292694091797
2015-07-13,124.0610122680664
2015-07-14,125.14900207519531
2015-07-15,124.74098205566406
2015-07-16,125.80352020263672
2015-07-17,125.84598541259766
2015-07-20,125.93948364257812
2015-07-21,125.38697814941406
2015-07-22,125.81200408935547
2015-07-23,125.94798278808594
2015-07-24,125.20851135253906
2015-07-27,124.38397979736328
2015-07-28,127.40157318115234
2015-07-29,129.19512939453125
2015-07-30,129.20361328125
2015-07-31,129.33111572265625
2015-08-03,129.569091796875
2015-08-04,129.50112915039062
2015-08-05,130.78463745117188
2015-08-06,127.66507720947266
2015-08-07,126.58553314208984
2015-08-10,127.75862121582031
2015-08-11,126.31355285644531
2015-08-12,125.74400329589844
2015-08-13,125.46348571777344
2015-08-14,126.03302001953125
2015-08-17,126.31355285644531
2015-08-18,125.02147674560547
2015-08-19,124.53697967529297
2015-08-20,122.04641723632812
2015-08-21,120.63536834716797
2015-08-24,117.47329711914062
2015-08-25,116.98028564453125
2015-08-26,118.95234680175781
2015-08-27,121.51087188720703
2015-08-28,121.40892791748047
2015-08-31,119.8703384399414
2015-09-01,114.65972900390625
2015-09-02,116.21526336669922
2015-09-03,116.0537338256836
2015-09-04,114.67914581298828
2015-09-08,117.83811950683594
2015-09-09,116.02814483642578
2015-09-10,115.43048858642578
2015-09-11,116.09644317626953
2015-09-14,116.33551025390625
2015-09-15,117.1209716796875
2015-09-16,118.56388092041016
2015-09-17,119.35787200927734
2015-09-18,118.1028060913086
2015-09-21,118.76873779296875
2015-09-22,118.04303741455078
2015-09-23,118.91390991210938
2015-09-24,118.53826904296875
2015-09-25,116.24156951904297
2015-09-28,111.33238983154297
2015-09-29,111.75074768066406
2015-09-30,113.26191711425781
2015-10-01,112.86064147949219
2015-10-02,115.57563018798828
2015-10-05,116.95870971679688
2015-10-06,114.90968322753906
2015-10-07,117.17218017578125
2015-10-08,117.06974792480469
2015-10-09,117.61618041992188
2015-10-12,118.21382141113281
2015-10-13,116.89042663574219
2015-10-14,115.90859985351562
2015-10-15,117.02706146240234
2015-10-16,119.15293884277344
2015-10-19,119.48594665527344
2015-10-20,119.3237075805664
2015-10-21,119.3237075805664
2015-10-22,118.20527648925781
2015-10-23,119.71643829345703
2015-10-26,119.44324493408203
2015-10-27,120.16895294189453
2015-10-28,121.21052551269531
2015-10-29,122.28633117675781
2015-10-30,121.68014526367188
2015-11-02,123.63529968261719
2015-11-03,125.18912506103516
2015-11-04,128.92869567871094
2015-11-05,129.97886657714844
2015-11-06,130.2008056640625
2015-11-09,130.12399291992188
2015-11-10,129.8678436279297
2015-11-11,129.73983764648438
2015-11-12,126.72592163085938
2015-11-13,126.93941497802734
2015-11-16,128.74082946777344
2015-11-17,128.88601684570312
2015-11-18,129.38121032714844
2015-11-19,128.03221130371094
2015-11-20,129.1079864501953
2015-11-23,128.8518524169922
2015-11-24,128.53594970703125
2015-11-25,128.16885375976562
2015-11-27,129.167724609375
2015-11-30,128.27984619140625
2015-12-01,130.345947265625
2015-12-02,129.58607482910156
2015-12-03,128.00662231445312
2015-12-04,132.1730499267578
2015-12-07,131.15707397460938
2015-12-08,132.64906311035156
2015-12-09,131.07980346679688
2015-12-10,132.34893798828125
2015-12-11,130.0595245361328
2015-12-14,131.35426330566406
2015-12-15,131.4400177001953
2015-12-16,133.66943359375
2015-12-17,133.68655395507812
2015-12-18,131.29428100585938
2015-12-21,131.69725036621094
2015-12-22,132.36607360839844
2015-12-23,133.65225219726562
2015-12-24,133.68655395507812
2015-12-28,133.22352600097656
2015-12-29,134.21817016601562
2015-12-30,133.2749481201172
2015-12-31,132.12594604492188
2016-01-04,126.86116027832031
2016-01-05,127.26417541503906
2016-01-06,125.99512481689453
2016-01-07,123.92860412597656
2016-01-08,122.06791687011719
2016-01-11,121.0304183959961
2016-01-12,122.14517211914062
2016-01-13,121.22760772705078
2016-01-14,124.68324279785156
2016-01-15,122.12800598144531
2016-01-19,122.18800354003906
2016-01-20,120.7817611694336
2016-01-21,121.45917510986328
2016-01-22,124.1258773803711
2016-01-25,124.24591827392578
2016-01-26,124.76896667480469
2016-01-27,125.22342681884766
2016-01-28,121.99935913085938
2016-01-29,124.6489028930664
2016-02-01,125.20626831054688
2016-02-02,124.37452697753906
2016-02-03,120.97042846679688
2016-02-04,118.25228118896484
2016-02-05,115.971435546875
2016-02-08,113.9392318725586
2016-02-09,115.1911392211914
2016-02-10,116.73456573486328
2016-02-11,116.04003143310547
2016-02-12,119.8814468383789
2016-02-16,121.86217498779297
2016-02-17,123.56857299804688
2016-02-18,122.77110290527344
2016-02-19,124.24591827392578
2016-02-22,124.91475677490234
2016-02-23,125.58356475830078
2016-02-24,126.44960021972656
2016-02-25,127.47854614257812
2016-02-26,128.31027221679688
2016-02-29,126.43244934082031
2016-03-01,128.7218780517578
2016-03-02,129.23634338378906
2016-03-03,128.19021606445312
2016-03-04,127.89012908935547
2016-03-07,127.48711395263672
2016-03-08,126.772216796875
2016-03-09,126.70337677001953
2016-03-10,127.90911865234375
2016-03-11,129.0029296875
2016-03-14,129.8470458984375
2016-03-15,128.58096313476562
2016-03-16,129.0029296875
2016-03-17,127.22005462646484
2016-03-18,129.39915466308594
2016-03-21,128.4775848388672
2016-03-22,128.80487060546875
2016-03-23,128.53785705566406
2016-03-24,128.44309997558594
2016-03-28,128.3570098876953
2016-03-29,130.50157165527344
2016-03-30,131.38006591796875
2016-03-31,130.7599639892578
2016-04-01,132.19833374023438
2016-04-04,133.42996215820312
2016-04-05,131.65570068359375
2016-04-06,133.86062622070312
2016-04-07,133.5247344970703
2016-04-08,133.18878173828125
2016-04-11,132.56005859375
2016-04-12,135.7985382080078
2016-04-13,136.9267578125
2016-04-14,136.24635314941406
2016-04-15,137.0731964111328
2016-04-18,137.35743713378906
2016-04-19,136.0741729736328
2016-04-20,136.70291137695312
2016-04-21,136.7114715576172
2016-04-22,137.70193481445312
2016-04-25,138.0292205810547
2016-04-26,137.417724609375
2016-04-27,139.0541534423828
2016-04-28,139.46755981445312
2016-04-29,138.8905029296875
2016-05-02,138.58047485351562
2016-05-03,138.1756134033203
2016-05-04,139.18333435058594
2016-05-05,142.29257202148438
2016-05-06,141.973876953125
2016-05-09,142.9557647705078
2016-05-10,144.38546752929688
2016-05-11,143.87738037109375
2016-05-12,143.9634552001953
2016-05-13,143.2227325439453
2016-05-16,145.18649291992188
2016-05-17,142.48202514648438
2016-05-18,142.4993133544922
2016-05-19,141.19871520996094
2016-05-20,142.11170959472656
2016-05-23,141.3795928955078
2016-05-24,143.03326416015625
2016-05-25,143.83425903320312
2016-05-26,143.99794006347656
2016-05-27,143.8256378173828
2016-05-31,143.36056518554688
2016-06-01,143.8687286376953
2016-06-02,145.3415069580078
2016-06-03,145.7549591064453
2016-06-06,146.40090942382812
2016-06-07,145.79566955566406
2016-06-08,147.10992431640625
2016-06-09,147.187744140625
2016-06-10,146.37493896484375
2016-06-13,145.56216430664062
2016-06-14,146.13282775878906
2016-06-15,144.18740844726562
2016-06-16,144.65431213378906
2016-06-17,143.34869384765625
2016-06-20,145.2855224609375
2016-06-21,147.006103515625
2016-06-22,146.96286010742188
2016-06-23,148.8824005126953
2016-06-24,144.14419555664062
2016-06-27,140.94496154785156
2016-06-28,141.8701629638672
2016-06-29,145.40652465820312
2016-06-30,146.63433837890625
2016-07-01,146.6775665283203
2016-07-05,148.0350799560547
2016-07-06,148.77867126464844
2016-07-07,149.72975158691406
2016-07-08,151.86541748046875
2016-07-11,152.4793243408203
2016-07-12,151.91726684570312
2016-07-13,152.12477111816406
2016-07-14,152.63497924804688
2016-07-15,151.3811798095703
2016-07-18,150.7932891845703
2016-07-19,150.8970489501953
2016-07-20,151.98646545410156
2016-07-21,151.19097900390625
2016-07-22,150.1620635986328
2016-07-25,149.39251708984375
2016-07-26,151.33798217773438
2016-07-27,150.90570068359375
2016-07-28,152.14208984375
2016-07-29,152.17669677734375
2016-08-01,152.85113525390625
2016-08-02,152.5484619140625
2016-08-03,151.98646545410156
2016-08-04,148.311767578125
2016-08-05,150.2139434814453
2016-08-08,150.0323944091797
2016-08-09,150.5771026611328
2016-08-10,151.28610229492188
2016-08-11,152.79055786132812
2016-08-12,150.43014526367188
2016-08-15,150.62896728515625
2016-08-16,149.39251708984375
2016-08-17,149.6778564453125
2016-08-18,150.18804931640625
2016-08-19,150.3177032470703
2016-08-22,150.8451385498047
2016-08-23,151.23428344726562
2016-08-24,149.79896545410156
2016-08-25,150.56846618652344
2016-08-26,151.71841430664062
2016-08-29,153.25747680664062
2016-08-30,153.6725616455078
2016-08-31,153.22291564941406
2016-09-01,153.0586395263672
2016-09-02,153.31800842285156
2016-09-06,153.80224609375
2016-09-07,154.27084350585938
2016-09-08,153.30755615234375
2016-09-09,148.40414428710938
2016-09-12,150.3915252685547
2016-09-13,148.49093627929688
2016-09-14,149.9662322998047
2016-09-15,152.7607879638672
2016-09-16,152.04913330078125
2016-09-19,152.4483184814453
2016-09-20,152.64796447753906
2016-09-21,155.67677307128906
2016-09-22,157.56007385253906
2016-09-23,155.78094482421875
2016-09-26,153.6199951171875
2016-09-27,155.3209686279297
2016-09-28,155.4945526123047
2016-09-29,153.12527465820312
2016-09-30,155.98057556152344
2016-10-03,154.83497619628906
2016-10-04,152.81289672851562
2016-10-05,153.30755615234375
2016-10-06,153.70677185058594
2016-10-07,153.9584503173828
2016-10-10,155.51187133789062
2016-10-11,150.98167419433594
2016-10-12,150.54776000976562
2016-10-13,150.01837158203125
2016-10-14,149.21127319335938
2016-10-17,148.87281799316406
2016-10-18,149.9575653076172
2016-10-19,149.46290588378906
2016-10-20,150.16587829589844
2016-10-21,149.54966735839844
2016-10-24,149.4108428955078
2016-10-25,148.38674926757812
2016-10-26,145.41000366210938
2016-10-27,145.14967346191406
2016-10-28,145.6182861328125
2016-10-31,145.72244262695312
2016-11-01,144.3859405517578
2016-11-02,144.8198699951172
2016-11-03,150.29603576660156
2016-11-04,151.8668975830078
2016-11-07,154.38365173339844
2016-11-08,155.0953369140625
2016-11-09,151.71067810058594
2016-11-10,152.40496826171875
2016-11-11,147.84866333007812
2016-11-14,141.28768920898438
2016-11-15,144.74172973632812
2016-11-16,146.8940887451172
2016-11-17,150.50437927246094
2016-11-18,149.1504669189453
2016-11-21,149.3327178955078
2016-11-22,145.51414489746094
2016-11-23,146.21713256835938
2016-11-25,148.1351318359375
2016-11-28,147.8052978515625
2016-11-29,149.90550231933594
2016-11-30,146.7552032470703
2016-12-01,142.8672332763672
2016-12-02,143.6569366455078
2016-12-05,142.6848907470703
2016-12-06,142.97999572753906
2016-12-07,142.953857421875
2016-12-08,142.6487274169922
2016-12-09,145.1505889892578
2016-12-12,147.6698760986328
2016-12-13,146.55404663085938
2016-12-14,146.23153686523438
2016-12-15,147.48680114746094
2016-12-16,146.23153686523438
2016-12-19,145.35110473632812
2016-12-20,144.83673095703125
2016-12-21,144.6798553466797
2016-12-22,144.62757873535156
2016-12-23,145.12445068359375
2016-12-27,145.6300506591797
2016-12-28,144.59266662597656
2016-12-29,144.83673095703125
2016-12-30,144.31375122070312
2017-01-03,143.96502685546875
2017-01-04,143.781982421875
2017-01-05,143.65992736816406
2017-01-06,146.35357666015625
2017-01-09,147.2078399658203
2017-01-10,149.01226806640625
2017-01-11,151.42698669433594
2017-01-12,151.2351837158203
2017-01-13,151.1132049560547
2017-01-17,151.17420959472656
2017-01-18,151.66232299804688
2017-01-19,151.2613983154297
2017-01-20,150.18911743164062
2017-01-23,148.96002197265625
2017-01-24,148.5067138671875
2017-01-25,149.5614776611328
2017-01-26,149.14306640625
2017-01-27,152.7956085205078
2017-01-30,152.39459228515625
2017-01-31,154.5477752685547
2017-02-01,156.01226806640625
2017-02-02,155.14051818847656
2017-02-03,156.36094665527344
2017-02-06,155.48052978515625
2017-02-07,155.87278747558594
2017-02-08,155.218994140625
2017-02-09,155.00106811523438
2017-02-10,155.19284057617188
2017-02-13,155.64614868164062
2017-02-14,155.83790588378906
2017-02-15,156.98854064941406
2017-02-16,157.45057678222656
2017-02-17,157.69467163085938
2017-02-21,158.6710205078125
2017-02-22,158.61001586914062
2017-02-23,158.9150848388672
2017-02-24,159.8914031982422
2017-02-27,159.36842346191406
2017-02-28,159.5688934326172
2017-03-01,161.56515502929688
2017-03-02,161.0333709716797
2017-03-03,160.9984893798828
2017-03-06,160.82418823242188
2017-03-07,160.3447723388672
2017-03-08,161.088623046875
2017-03-09,161.97259521484375
2017-03-10,162.18260192871094
2017-03-13,161.8238067626953
2017-03-14,160.1434326171875
2017-03-15,161.50868225097656
2017-03-16,158.7343292236328
2017-03-17,160.852294921875
2017-03-20,159.83714294433594
2017-03-21,158.6906280517578
2017-03-22,159.84585571289062
2017-03-23,160.78228759765625
2017-03-24,160.92237854003906
2017-03-27,160.82608032226562
2017-03-28,160.9661102294922
2017-03-29,160.92237854003906
2017-03-30,160.78228759765625
2017-03-31,160.54608154296875
2017-04-03,161.2811737060547
2017-04-04,160.22218322753906
2017-04-05,160.43222045898438
2017-04-06,160.51095581054688
2017-04-07,161.13241577148438
2017-04-10,161.0710906982422
2017-04-11,160.84356689453125
2017-04-12,160.3534698486328
2017-04-13,159.8020782470703
2017-04-17,161.0011444091797
2017-04-18,160.4935302734375
2017-04-19,161.17611694335938
2017-04-20,162.83023071289062
2017-04-21,162.16513061523438
2017-04-24,154.97097778320312
2017-04-25,156.7213897705078
2017-04-26,157.36900329589844
2017-04-27,159.76708984375
2017-04-28,163.63543701171875
2017-05-01,163.1190948486328
2017-05-02,162.1563720703125
2017-05-03,160.82608032226562
2017-05-04,161.78875732421875
2017-05-05,162.2613525390625
2017-05-08,159.828369140625
2017-05-09,158.1129913330078
2017-05-10,157.32533264160156
2017-05-11,161.78875732421875
2017-05-12,161.5787353515625
2017-05-15,162.02508544921875
2017-05-16,159.9420928955078
2017-05-17,158.83058166503906
2017-05-18,159.81959533691406
2017-05-19,161.14993286132812
2017-05-22,161.7100372314453
2017-05-23,163.3291473388672
2017-05-24,163.66171264648438
2017-05-25,163.46038818359375
2017-05-26,163.20660400390625
2017-05-30,164.59812927246094
2017-05-31,165.61338806152344
2017-06-01,168.7640838623047
2017-06-02,168.96542358398438
2017-06-05,168.9741668701172
2017-06-06,167.95021057128906
2017-06-07,169.19764709472656
2017-06-08,168.52999877929688
2017-06-09,168.6793670654297
2017-06-12,167.80084228515625
2017-06-13,168.9956512451172
2017-06-14,169.13621520996094
2017-06-15,168.5475616455078
2017-06-16,168.0556182861328
2017-06-19,169.97958374023438
2017-06-20,170.840576171875
2017-06-21,169.98841857910156
2017-06-22,171.36769104003906
2017-06-23,171.44677734375
2017-06-26,171.0689697265625
2017-06-27,171.3061981201172
2017-06-28,171.23590087890625
2017-06-29,169.76002502441406
2017-06-30,171.41160583496094
2017-07-03,170.9899444580078
2017-07-05,173.054443359375
2017-07-06,171.6136474609375
2017-07-07,173.76608276367188
2017-07-10,173.51126098632812
2017-07-11,172.52734375
2017-07-12,174.0823516845703
2017-07-13,173.85400390625
2017-07-14,176.2523651123047
2017-07-17,175.69891357421875
2017-07-18,176.59500122070312
2017-07-19,177.48226928710938
2017-07-20,178.6332244873047
2017-07-21,180.3639373779297
2017-07-24,180.65386962890625
2017-07-25,179.45901489257812
2017-07-26,178.0972442626953
2017-07-27,177.17483520507812
2017-07-28,177.4471435546875
2017-07-31,176.93763732910156
2017-08-01,176.76193237304688
2017-08-02,176.52468872070312
2017-08-03,174.74127197265625
2017-08-04,173.115966796875
2017-08-07,173.8100128173828
2017-08-08,172.7469940185547
2017-08-09,173.8100128173828
2017-08-10,174.14389038085938
2017-08-11,176.02392578125
2017-08-14,177.26271057128906
2017-08-15,177.00791931152344
2017-08-16,176.92884826660156
2017-08-17,175.10147094726562
2017-08-18,173.67825317382812
2017-08-21,174.9784698486328
2017-08-22,176.02392578125
2017-08-23,173.5816192626953
2017-08-24,173.82765197753906
2017-08-25,174.45132446289062
2017-08-28,174.8730926513672
2017-08-29,174.74127197265625
2017-08-30,173.86276245117188
2017-08-31,175.21563720703125
2017-09-01,174.9609375
2017-09-05,175.76918029785156
2017-09-06,175.0311737060547
2017-09-07,175.97467041015625
2017-09-08,179.61639404296875
2017-09-11,179.7663116455078
2017-09-12,178.2937469482422
2017-09-13,173.37347412109375
2017-09-14,174.2376251220703
2017-09-15,172.24478149414062
2017-09-18,172.4828643798828
