,EQIX
2014-09-29,161.97549438476562
2014-09-30,162.2886199951172
2014-10-01,157.6448516845703
2014-10-02,156.3158721923828
2014-10-03,159.45497131347656
2014-10-06,157.73643493652344
2014-10-07,154.5361785888672
2014-10-08,157.8663330078125
2014-10-09,153.29124450683594
2014-10-10,148.26560974121094
2014-10-13,147.333740234375
2014-10-14,149.90005493164062
2014-10-15,147.71566772460938
2014-10-16,146.82962036132812
2014-10-17,157.6295623779297
2014-10-20,155.56732177734375
2014-10-21,158.14132690429688
2014-10-22,153.1079559326172
2014-10-23,156.94973754882812
2014-10-24,154.6795654296875
2014-10-27,152.36976623535156
2014-10-28,153.20315551757812
2014-10-29,152.74282836914062
2014-10-30,164.60154724121094
2014-10-31,165.81597900390625
2014-11-03,167.34002685546875
2014-11-04,167.27647399902344
2014-11-05,168.95138549804688
2014-11-06,170.5547637939453
2014-11-07,169.88796997070312
2014-11-10,173.06301879882812
2014-11-11,176.21424865722656
2014-11-12,176.3650665283203
2014-11-13,176.1903839111328
2014-11-14,176.28570556640625
2014-11-17,178.01605224609375
2014-11-18,178.6828155517578
2014-11-19,179.13528442382812
2014-11-20,176.66664123535156
2014-11-21,177.5477752685547
2014-11-24,178.1986083984375
2014-11-25,179.8099822998047
2014-11-26,179.75439453125
2014-11-28,180.3179473876953
2014-12-01,177.9446258544922
2014-12-02,178.9209442138672
2014-12-03,180.87362670898438
2014-12-04,182.9135284423828
2014-12-05,183.8977813720703
2014-12-08,181.77847290039062
2014-12-09,182.4531707763672
2014-12-10,182.3500213623047
2014-12-11,184.35023498535156
2014-12-12,179.6511993408203
2014-12-15,176.10308837890625
2014-12-16,174.64260864257812
2014-12-17,178.3335418701172
2014-12-18,181.135498046875
2014-12-19,185.8187255859375
2014-12-22,185.42181396484375
2014-12-23,184.13595581054688
2014-12-24,185.07257080078125
2014-12-26,184.75506591796875
2014-12-29,182.5484161376953
2014-12-30,182.31028747558594
2014-12-31,179.96868896484375
2015-01-02,179.90521240234375
2015-01-05,178.0557403564453
2015-01-06,174.17430114746094
2015-01-07,174.74575805664062
2015-01-08,176.83334350585938
2015-01-09,172.15814208984375
2015-01-12,172.15020751953125
2015-01-13,172.44390869140625
2015-01-14,173.73773193359375
2015-01-15,173.20587158203125
2015-01-16,174.81719970703125
2015-01-20,176.53172302246094
2015-01-21,177.3413848876953
2015-01-22,181.88954162597656
2015-01-23,183.04052734375
2015-01-26,182.0959930419922
2015-01-27,176.1348419189453
2015-01-28,172.32479858398438
2015-01-29,176.15078735351562
2015-01-30,172.13433837890625
2015-02-02,173.03921508789062
2015-02-03,177.48422241210938
2015-02-04,176.3094940185547
2015-02-05,179.23052978515625
2015-02-06,174.17430114746094
2015-02-09,172.4835968017578
2015-02-10,174.48388671875
2015-02-11,175.47604370117188
2015-02-12,180.77040100097656
2015-02-13,180.73863220214844
2015-02-17,178.73834228515625
2015-02-18,181.69911193847656
2015-02-19,182.0959930419922
2015-02-20,186.83473205566406
2015-02-23,184.91383361816406
2015-02-24,184.2867431640625
2015-02-25,181.2863311767578
2015-02-26,179.70675659179688
2015-02-27,177.9446258544922
2015-03-02,177.51596069335938
2015-03-03,175.5157012939453
2015-03-04,177.66683959960938
2015-03-05,185.97744750976562
2015-03-06,186.9458465576172
2015-03-09,184.88311767578125
2015-03-10,182.00494384765625
2015-03-11,181.50131225585938
2015-03-12,185.0750274658203
2015-03-13,184.2755126953125
2015-03-16,188.79263305664062
2015-03-17,187.28956604003906
2015-03-18,189.0884552001953
2015-03-19,188.6007537841797
2015-03-20,191.03921508789062
2015-03-23,190.79940795898438
2015-03-24,184.95509338378906
2015-03-25,182.97235107421875
2015-03-26,182.17283630371094
2015-03-27,183.66795349121094
2015-03-30,187.25762939453125
2015-03-31,186.16233825683594
2015-04-01,186.75396728515625
2015-04-02,188.36099243164062
2015-04-06,188.0011444091797
2015-04-07,187.3135986328125
2015-04-08,191.1511688232422
2015-04-09,191.92666625976562
2015-04-10,191.59889221191406
2015-04-13,191.69482421875
2015-04-14,193.06997680664062
2015-04-15,192.8301544189453
2015-04-16,193.1259002685547
2015-04-17,188.79263305664062
2015-04-20,191.7747802734375
2015-04-21,194.9008026123047
2015-04-22,195.70030212402344
2015-04-23,197.41921997070312
2015-04-24,196.73165893554688
2015-04-27,195.75624084472656
2015-04-28,196.97950744628906
2015-04-29,195.71630859375
2015-04-30,204.6147003173828
2015-05-01,206.9731903076172
2015-05-04,207.17303466796875
2015-05-05,205.61398315429688
2015-05-06,206.49346923828125
2015-05-07,209.46759033203125
2015-05-08,214.2085723876953
2015-05-11,210.60289001464844
2015-05-12,207.30897521972656
2015-05-13,207.61273193359375
2015-05-14,208.99591064453125
2015-05-15,208.1883544921875
2015-05-18,209.699462890625
2015-05-19,210.81076049804688
2015-05-20,215.78355407714844
2015-05-21,214.44041442871094
2015-05-22,215.62318420410156
2015-05-26,214.6334991455078
2015-05-27,217.2403564453125
2015-05-28,216.5806121826172
2015-05-29,215.67955017089844
2015-06-01,217.3529510498047
2015-06-02,216.38755798339844
2015-06-03,214.12669372558594
2015-06-04,211.64869689941406
2015-06-05,211.64056396484375
2015-06-08,210.35328674316406
2015-06-09,207.42465209960938
2015-06-10,209.48434448242188
2015-06-11,209.93487548828125
2015-06-12,209.76597595214844
2015-06-15,205.85572814941406
2015-06-16,205.72706604003906
2015-06-17,206.86949157714844
2015-06-18,210.27281188964844
2015-06-19,211.43141174316406
2015-06-22,209.21885681152344
2015-06-23,208.59127807617188
2015-06-24,206.05694580078125
2015-06-25,206.44308471679688
2015-06-26,208.27749633789062
2015-06-29,201.4065399169922
2015-06-30,204.3592529296875
2015-07-01,205.6787872314453
2015-07-02,205.43739318847656
2015-07-06,205.5741729736328
2015-07-07,207.1752471923828
2015-07-08,206.24998474121094
2015-07-09,206.51548767089844
2015-07-10,208.20509338378906
2015-07-13,209.1383819580078
2015-07-14,210.04759216308594
2015-07-15,209.0257568359375
2015-07-16,210.89230346679688
2015-07-17,212.00265502929688
2015-07-20,217.42543029785156
2015-07-21,216.29901123046875
2015-07-22,216.87022399902344
2015-07-23,216.74156188964844
2015-07-24,222.10794067382812
2015-07-27,222.5745391845703
2015-07-28,224.63430786132812
2015-07-29,224.650390625
2015-07-30,227.3536834716797
2015-07-31,224.40097045898438
2015-08-03,227.60313415527344
2015-08-04,225.31015014648438
2015-08-05,225.63999938964844
2015-08-06,225.27796936035156
2015-08-07,225.59181213378906
2015-08-10,225.35032653808594
2015-08-11,224.81932067871094
2015-08-12,225.55953979492188
2015-08-13,227.0721435546875
2015-08-14,228.81802368164062
2015-08-17,228.90655517578125
2015-08-18,231.24783325195312
2015-08-19,229.7754669189453
2015-08-20,225.2457275390625
2015-08-21,218.28631591796875
2015-08-24,206.87892150878906
2015-08-25,203.3004608154297
2015-08-26,211.1455535888672
2015-08-27,215.4688720703125
2015-08-28,217.60623168945312
2015-08-31,218.40769958496094
2015-09-01,212.8214569091797
2015-09-02,218.55348205566406
2015-09-03,222.18858337402344
2015-09-04,218.49671936035156
2015-09-08,226.10720825195312
2015-09-09,227.49960327148438
2015-09-10,230.8513946533203
2015-09-11,234.47842407226562
2015-09-14,234.54324340820312
2015-09-15,234.82655334472656
2015-09-16,235.24754333496094
2015-09-17,234.8427276611328
2015-09-18,231.15089416503906
2015-09-21,236.42147827148438
2015-09-22,233.5311737060547
2015-09-23,233.88739013671875
2015-09-24,226.4228973388672
2015-09-25,226.12326049804688
2015-09-28,218.99061584472656
2015-09-29,217.76815795898438
2015-09-30,221.3466339111328
2015-10-01,223.82391357421875
2015-10-02,226.34994506835938
2015-10-05,229.47503662109375
2015-10-06,228.68338012695312
2015-10-07,223.5127410888672
2015-10-08,225.13803100585938
2015-10-09,227.27700805664062
2015-10-12,229.53396606445312
2015-10-13,228.8097381591797
2015-10-14,231.33619689941406
2015-10-15,235.8837890625
2015-10-16,241.10501098632812
2015-10-19,244.8188018798828
2015-10-20,247.05052185058594
2015-10-21,246.14112854003906
2015-10-22,248.111572265625
2015-10-23,248.2969207763672
2015-10-26,253.65293884277344
2015-10-27,249.34957885742188
2015-10-28,248.08636474609375
2015-10-29,246.67166137695312
2015-10-30,249.84652709960938
2015-11-02,255.65713500976562
2015-11-03,252.0611572265625
2015-11-04,249.26531982421875
2015-11-05,249.10528564453125
2015-11-06,244.5325927734375
2015-11-09,246.2421112060547
2015-11-10,250.57070922851562
2015-11-11,250.04859924316406
2015-11-12,248.21267700195312
2015-11-13,245.12205505371094
2015-11-16,248.76011657714844
2015-11-17,251.85922241210938
2015-11-18,246.82313537597656
2015-11-19,240.94505310058594
2015-11-20,251.46337890625
2015-11-23,250.7307586669922
2015-11-24,246.9241485595703
2015-11-25,248.54115295410156
2015-11-27,250.7475128173828
2015-11-30,249.69479370117188
2015-12-01,253.1730194091797
2015-12-02,252.35601806640625
2015-12-03,248.6170196533203
2015-12-04,253.65293884277344
2015-12-07,252.01841735839844
2015-12-08,252.45883178710938
2015-12-09,252.57728576660156
2015-12-10,250.38389587402344
2015-12-11,245.548095703125
2015-12-14,248.60543823242188
2015-12-15,245.6158447265625
2015-12-16,250.2484588623047
2015-12-17,248.4868621826172
2015-12-18,245.04847717285156
2015-12-21,250.46017456054688
2015-12-22,251.46795654296875
2015-12-23,251.82362365722656
2015-12-24,251.68817138671875
2015-12-28,254.8385772705078
2015-12-29,258.28546142578125
2015-12-30,256.34600830078125
2015-12-31,256.1004638671875
2016-01-04,250.7481231689453
2016-01-05,256.9557189941406
2016-01-06,261.79998779296875
2016-01-07,256.85418701171875
2016-01-08,262.3590087890625
2016-01-11,264.9759521484375
2016-01-12,266.70355224609375
2016-01-13,258.7935485839844
2016-01-14,263.37518310546875
2016-01-15,256.7695007324219
2016-01-19,249.92657470703125
2016-01-20,249.29144287109375
2016-01-21,245.4125213623047
2016-01-22,251.56951904296875
2016-01-25,254.00865173339844
2016-01-26,257.1506042480469
2016-01-27,253.70372009277344
2016-01-28,254.25418090820312
2016-01-29,263.0195617675781
2016-02-01,263.75628662109375
2016-02-02,264.73028564453125
2016-02-03,262.14727783203125
2016-02-04,261.22412109375
2016-02-05,244.27786254882812
2016-02-08,227.6787109375
2016-02-09,224.46902465820312
2016-02-10,231.48977661132812
2016-02-11,232.93789672851562
2016-02-12,241.26287841796875
2016-02-16,246.69989013671875
2016-02-17,246.14944458007812
2016-02-18,245.8615264892578
2016-02-19,253.53431701660156
2016-02-22,253.9239959716797
2016-02-23,247.34353637695312
2016-02-24,249.8418426513672
2016-02-25,260.4111328125
2016-02-26,259.8013916015625
2016-02-29,257.1929931640625
2016-03-01,261.1817932128906
2016-03-02,257.4638977050781
2016-03-03,263.0364990234375
2016-03-04,262.2997131347656
2016-03-07,253.57827758789062
2016-03-08,254.4469451904297
2016-03-09,256.5848388671875
2016-03-10,261.22662353515625
2016-03-11,270.8423156738281
2016-03-14,267.4525146484375
2016-03-15,266.1323547363281
2016-03-16,269.7862854003906
2016-03-17,269.9736022949219
2016-03-18,268.9344787597656
2016-03-21,270.32281494140625
2016-03-22,271.7280578613281
2016-03-23,272.00054931640625
2016-03-24,273.1844787597656
2016-03-28,275.75653076171875
2016-03-29,280.50067138671875
2016-03-30,279.45306396484375
2016-03-31,281.66741943359375
2016-04-01,281.0117492675781
2016-04-04,283.7115478515625
2016-04-05,279.9045104980469
2016-04-06,278.85687255859375
2016-04-07,277.4941101074219
2016-04-08,277.6474609375
2016-04-11,275.9440612792969
2016-04-12,274.35986328125
2016-04-13,273.8658142089844
2016-04-14,273.1844787597656
2016-04-15,276.0376892089844
2016-04-18,277.3067321777344
2016-04-19,276.6850891113281
2016-04-20,276.89788818359375
2016-04-21,272.45208740234375
2016-04-22,274.25762939453125
2016-04-25,278.35443115234375
2016-04-26,281.1563720703125
2016-04-27,282.6129150390625
2016-04-28,279.56378173828125
2016-04-29,281.3608093261719
2016-05-02,284.1459655761719
2016-05-03,283.52423095703125
2016-05-04,285.1764831542969
2016-05-05,281.82080078125
2016-05-06,286.9905700683594
2016-05-09,290.4655456542969
2016-05-10,290.5252685546875
2016-05-11,290.1589660644531
2016-05-12,294.8689270019531
2016-05-13,293.30169677734375
2016-05-16,296.9045715332031
2016-05-17,291.555908203125
2016-05-18,291.32586669921875
2016-05-19,292.17755126953125
2016-05-20,293.83831787109375
2016-05-23,295.04534912109375
2016-05-24,303.6658020019531
2016-05-25,306.23382568359375
2016-05-26,310.8223571777344
2016-05-27,313.7928771972656
2016-05-31,309.8893737792969
2016-06-01,313.26214599609375
2016-06-02,314.6231994628906
2016-06-03,312.1920471191406
2016-06-06,316.1298522949219
2016-06-07,317.55096435546875
2016-06-08,319.2545471191406
2016-06-09,319.4855041503906
2016-06-10,316.994384765625
2016-06-13,316.1554870605469
2016-06-14,316.1469421386719
2016-06-15,318.5353698730469
2016-06-16,323.123779296875
2016-06-17,320.65838623046875
2016-06-20,320.0848083496094
2016-06-21,324.8785705566406
2016-06-22,324.9985656738281
2016-06-23,329.94647216796875
2016-06-24,321.83111572265625
2016-06-27,317.7306823730469
2016-06-28,322.7555847167969
2016-06-29,330.4515380859375
2016-06-30,331.9153137207031
2016-07-01,331.1876525878906
2016-07-05,330.5542297363281
2016-07-06,331.6671447753906
2016-07-07,327.5922546386719
2016-07-08,333.3878479003906
2016-07-11,332.78851318359375
2016-07-12,331.46160888671875
2016-07-13,331.0422058105469
2016-07-14,328.55963134765625
2016-07-15,325.2724914550781
2016-07-18,325.64056396484375
2016-07-19,325.3067321777344
2016-07-20,324.82720947265625
2016-07-21,318.9290771484375
2016-07-22,322.61016845703125
2016-07-25,322.1564025878906
2016-07-26,323.106689453125
2016-07-27,319.93927001953125
2016-07-28,325.443603515625
2016-07-29,319.1944885253906
2016-08-01,324.4164123535156
2016-08-02,319.699462890625
2016-08-03,317.0285949707031
2016-08-04,317.9361572265625
2016-08-05,312.8855285644531
2016-08-08,311.8582458496094
2016-08-09,314.3663330078125
2016-08-10,314.87994384765625
2016-08-11,314.81158447265625
2016-08-12,315.915771484375
2016-08-15,317.87615966796875
2016-08-16,314.2379455566406
2016-08-17,314.1695251464844
2016-08-18,311.5756530761719
2016-08-19,313.5787658691406
2016-08-22,315.6517333984375
2016-08-23,316.658203125
2016-08-24,313.75946044921875
2016-08-25,313.0799560546875
2016-08-26,313.71649169921875
2016-08-29,316.8301086425781
2016-08-30,316.5980529785156
2016-08-31,317.09686279296875
2016-09-01,315.4712219238281
2016-09-02,319.51385498046875
2016-09-06,325.11346435546875
2016-09-07,325.31134033203125
2016-09-08,320.8643493652344
2016-09-09,312.0476989746094
2016-09-12,314.8174133300781
2016-09-13,306.99859619140625
2016-09-14,305.60516357421875
2016-09-15,311.1961364746094
2016-09-16,308.1168518066406
2016-09-19,315.4454040527344
2016-09-20,305.36431884765625
2016-09-21,306.99859619140625
2016-09-22,309.98333740234375
2016-09-23,309.4672546386719
2016-09-26,311.7208557128906
2016-09-27,311.6005554199219
2016-09-28,311.70367431640625
2016-09-29,309.6134948730469
2016-09-30,309.8715515136719
2016-10-03,306.3793029785156
2016-10-04,303.7386474609375
2016-10-05,300.2205505371094
2016-10-06,303.7644348144531
2016-10-07,301.9924621582031
2016-10-10,306.5771484375
2016-10-11,303.46343994140625
2016-10-12,309.5704650878906
2016-10-13,311.2908020019531
2016-10-14,311.135986328125
2016-10-17,310.645751953125
2016-10-18,314.7658386230469
2016-10-19,316.9764404296875
2016-10-20,316.5205383300781
2016-10-21,318.1806945800781
2016-10-24,320.0730285644531
2016-10-25,321.0277099609375
2016-10-26,316.4603576660156
2016-10-27,302.39678955078125
2016-10-28,305.3299865722656
2016-10-31,307.3169250488281
2016-11-01,299.0851745605469
2016-11-02,297.760498046875
2016-11-03,291.3437805175781
2016-11-04,292.900634765625
2016-11-07,301.1753845214844
2016-11-08,306.430908203125
2016-11-09,299.2743835449219
2016-11-10,284.5398864746094
2016-11-11,279.593994140625
2016-11-14,285.561279296875
2016-11-15,290.8711853027344
2016-11-16,290.5599365234375
2016-11-17,286.37420654296875
2016-11-18,288.1902770996094
2016-11-21,290.5252380371094
2016-11-22,297.46112060546875
2016-11-23,292.4884033203125
2016-11-25,293.82891845703125
2016-11-28,295.1001892089844
2016-11-29,296.9681091308594
2016-11-30,292.9640197753906
2016-12-01,284.8865966796875
2016-12-02,285.9762878417969
2016-12-05,287.18701171875
2016-12-06,284.947265625
2016-12-07,293.171630859375
2016-12-08,299.6230773925781
2016-12-09,299.2512512207031
2016-12-12,308.92852783203125
2016-12-13,312.5347595214844
2016-12-14,306.6540222167969
2016-12-15,302.5201721191406
2016-12-16,302.6844787597656
2016-12-19,306.5675048828125
2016-12-20,306.7837219238281
2016-12-21,302.70184326171875
2016-12-22,303.58392333984375
2016-12-23,308.40093994140625
2016-12-27,308.49603271484375
2016-12-28,306.0227355957031
2016-12-29,308.8160095214844
2016-12-30,309.0927429199219
2017-01-03,310.2255859375
2017-01-04,316.4437255859375
2017-01-05,319.7646484375
2017-01-06,320.404541015625
2017-01-09,322.7395935058594
2017-01-10,320.0067138671875
2017-01-11,321.3471984863281
2017-01-12,323.56964111328125
2017-01-13,324.26165771484375
2017-01-17,325.2820739746094
2017-01-18,325.80096435546875
2017-01-19,329.6233825683594
2017-01-20,331.45672607421875
2017-01-23,333.2556457519531
2017-01-24,336.98291015625
2017-01-25,332.46002197265625
2017-01-26,332.26971435546875
2017-01-27,331.1888122558594
2017-01-30,334.1378479003906
2017-01-31,332.93572998046875
2017-02-01,329.7531433105469
2017-02-02,331.2925720214844
2017-02-03,332.79736328125
2017-02-06,330.0731201171875
2017-02-07,329.1824035644531
2017-02-08,332.0622863769531
2017-02-09,333.64483642578125
2017-02-10,334.20703125
2017-02-13,334.4145202636719
2017-02-14,330.9120788574219
2017-02-15,329.28619384765625
2017-02-16,322.7308349609375
2017-02-17,323.68218994140625
2017-02-21,321.1396484375
2017-02-22,322.8520202636719
2017-02-23,322.44329833984375
2017-02-24,330.0859375
2017-02-27,327.999267578125
2017-02-28,326.98193359375
2017-03-01,328.6513671875
2017-03-02,324.07794189453125
2017-03-03,326.65155029296875
2017-03-06,328.2686462402344
2017-03-07,326.26031494140625
2017-03-08,315.9918212890625
2017-03-09,326.9298095703125
2017-03-10,329.66864013671875
2017-03-13,330.67718505859375
2017-03-14,331.598876953125
2017-03-15,333.685546875
2017-03-16,328.8078308105469
2017-03-17,326.6081237792969
2017-03-20,333.5029602050781
2017-03-21,333.3638610839844
2017-03-22,336.8938293457031
2017-03-23,337.3982238769531
2017-03-24,337.4329833984375
2017-03-27,333.8768615722656
2017-03-28,334.6246337890625
2017-03-29,342.5715026855469
2017-03-30,345.3016357421875
2017-03-31,348.1100769042969
2017-04-03,349.9359130859375
2017-04-04,347.77099609375
2017-04-05,347.82318115234375
2017-04-06,349.6837463378906
2017-04-07,349.3013000488281
2017-04-10,348.596923828125
2017-04-11,347.6492614746094
2017-04-12,347.5797119140625
2017-04-13,347.01458740234375
2017-04-17,350.4054870605469
2017-04-18,350.3533935546875
2017-04-19,351.2314758300781
2017-04-20,352.2487487792969
2017-04-21,349.38818359375
2017-04-24,351.2923583984375
2017-04-25,353.48345947265625
2017-04-26,354.1615905761719
2017-04-27,357.3004150390625
2017-04-28,363.1781005859375
2017-05-01,365.3343505859375
2017-05-02,367.66455078125
2017-05-03,367.942626953125
2017-05-04,368.8990783691406
2017-05-05,370.6120300292969
2017-05-08,370.9510498046875
2017-05-09,370.31640625
2017-05-10,369.5687255859375
2017-05-11,372.8031005859375
2017-05-12,374.80279541015625
2017-05-15,373.7073059082031
2017-05-16,371.8205871582031
2017-05-17,371.2380676269531
2017-05-18,370.1859436035156
2017-05-19,371.03802490234375
2017-05-22,379.7212829589844
2017-05-23,380.69091796875
2017-05-24,384.7442321777344
2017-05-25,388.71026611328125
2017-05-26,385.4344177246094
2017-05-30,384.2900390625
2017-05-31,385.2509765625
2017-06-01,381.6868896484375
2017-06-02,388.1424560546875
2017-06-05,388.0464172363281
2017-06-06,386.3865661621094
2017-06-07,384.97137451171875
2017-06-08,384.7092590332031
2017-06-09,383.6784973144531
2017-06-12,371.2738952636719
2017-06-13,376.104736328125
2017-06-14,377.4674377441406
2017-06-15,379.0923767089844
2017-06-16,373.2568664550781
2017-06-19,377.57232666015625
2017-06-20,379.0748596191406
2017-06-21,381.30242919921875
2017-06-22,384.62200927734375
2017-06-23,379.1885070800781
2017-06-26,383.0495910644531
2017-06-27,378.821533203125
2017-06-28,376.296875
2017-06-29,368.0155029296875
2017-06-30,374.8992004394531
2017-07-03,369.30841064453125
2017-07-05,370.4615173339844
2017-07-06,365.5258483886719
2017-07-07,369.7801513671875
2017-07-10,373.0909729003906
2017-07-11,376.54150390625
2017-07-12,381.8440246582031
2017-07-13,381.0840148925781
2017-07-14,382.3594055175781
2017-07-17,380.420166015625
2017-07-18,382.8660888671875
2017-07-19,384.805419921875
2017-07-20,385.4256896972656
2017-07-21,385.6265869140625
2017-07-24,385.7663879394531
2017-07-25,381.7130126953125
2017-07-26,384.40362548828125
2017-07-27,386.87579345703125
2017-07-28,391.26983642578125
2017-07-31,393.74200439453125
2017-08-01,395.79486083984375
2017-08-02,397.8826599121094
2017-08-03,392.54522705078125
2017-08-04,389.2431335449219
2017-08-07,388.0638427734375
2017-08-08,385.70526123046875
2017-08-09,391.19122314453125
2017-08-10,383.9143981933594
2017-08-11,382.9622802734375
2017-08-14,392.65875244140625
2017-08-15,391.6454162597656
2017-08-16,397.2887268066406
2017-08-17,394.4583435058594
2017-08-18,393.1043395996094
2017-08-21,395.11370849609375
2017-08-22,400.37841796875
2017-08-23,405.2133483886719
2017-08-24,406.7312927246094
2017-08-25,409.06536865234375
2017-08-28,406.187255859375
2017-08-29,409.1092529296875
2017-08-30,408.6091613769531
2017-08-31,411.0133056640625
2017-09-01,408.8636169433594
2017-09-05,406.6961975097656
2017-09-06,406.7225036621094
2017-09-07,407.8631896972656
2017-09-08,405.38873291015625
2017-09-11,416.2868957519531
2017-09-12,410.9870300292969
2017-09-13,402.6423645019531
2017-09-14,399.16754150390625
2017-09-15,399.5185546875
2017-09-18,394.9907531738281
2017-09-19,397.52679443359375
2017-09-20,394.1923522949219
2017-09-21,391.8495178222656
2017-09-22,387.54119873046875
2017-09-25,383.63641357421875
2017-09-26,381.18829345703125
2017-09-27,387.77813720703125
2017-09-28,387.5937194824219
2017-09-29,391.6125793457031
2017-10-02,390.0156555175781
2017-10-03,388.1554260253906
2017-10-04,388.6906433105469
2017-10-05,390.8403625488281
2017-10-06,393.8326416015625
2017-10-09,396.0174255371094
2017-10-10,396.5176086425781
2017-10-11,402.7300720214844
2017-10-12,407.7579650878906
2017-10-13,406.1083068847656
2017-10-16,404.8184814453125
2017-10-17,405.02020263671875
2017-10-18,413.4878234863281
2017-10-19,412.89105224609375
2017-10-20,411.3204345703125
2017-10-23,402.5896911621094
2017-10-24,406.239990234375
2017-10-25,401.8174133300781
2017-10-26,398.5445861816406
2017-10-27,400.5715026855469
2017-10-30,403.3969421386719
2017-10-31,406.70501708984375
2017-11-01,409.82879638671875
2017-11-02,428.7995910644531
2017-11-03,427.0183410644531
2017-11-06,431.3793029785156
2017-11-07,428.2555236816406
2017-11-08,432.5726318359375
2017-11-09,425.4476318359375
2017-11-10,423.1223449707031
2017-11-13,424.7983093261719
2017-11-14,423.8554992675781
2017-11-15,418.0137634277344
2017-11-16,418.60418701171875
2017-11-17,416.58642578125
2017-11-20,415.78466796875
2017-11-21,417.872802734375
2017-11-22,416.2075500488281
2017-11-24,417.70538330078125
2017-11-27,421.97882080078125
2017-11-28,421.1241455078125
2017-11-29,412.6390380859375
2017-11-30,409.264404296875
2017-12-01,413.37921142578125
2017-12-04,389.6950988769531
2017-12-05,392.6115417480469
2017-12-06,396.7087097167969
2017-12-07,401.58123779296875
2017-12-08,398.6031188964844
2017-12-11,396.12725830078125
2017-12-12,396.6822814941406
2017-12-13,397.625
2017-12-14,405.6166687011719
2017-12-15,403.4139099121094
2017-12-18,401.6252136230469
2017-12-19,395.1932067871094
2017-12-20,394.0301818847656
2017-12-21,392.87591552734375
2017-12-22,393.50146484375
2017-12-26,393.5896301269531
2017-12-27,397.986328125
2017-12-28,400.9996643066406
2017-12-29,399.3343811035156
2018-01-02,393.7834777832031
2018-01-03,395.5985412597656
2018-01-04,394.69097900390625
2018-01-05,396.0478820800781
2018-01-08,403.7222595214844
2018-01-09,401.7662048339844
2018-01-10,390.3294372558594
2018-01-11,383.62432861328125
2018-01-12,384.1176452636719
2018-01-16,394.8231506347656
2018-01-17,389.3601989746094
2018-01-18,385.4393310546875
2018-01-19,385.8270568847656
2018-01-22,384.205810546875
2018-01-23,389.4484558105469
2018-01-24,388.83160400390625
2018-01-25,386.954833984375
2018-01-26,389.08721923828125
2018-01-29,383.42169189453125
2018-01-30,387.2985534667969
2018-01-31,401.0701904296875
2018-02-01,391.68634033203125
2018-02-02,385.35125732421875
2018-02-05,378.70770263671875
2018-02-06,379.6240539550781
2018-02-07,375.4212646484375
2018-02-08,361.23541259765625
2018-02-09,375.18328857421875
2018-02-12,380.1528015136719
2018-02-13,384.382080078125
2018-02-14,384.0119323730469
2018-02-15,358.88287353515625
2018-02-16,355.34967041015625
2018-02-20,349.3053283691406
2018-02-21,339.1549072265625
2018-02-22,344.02734375
2018-02-23,349.93890380859375
2018-02-26,349.35400390625
2018-02-27,346.7217102050781
2018-02-28,347.51055908203125
2018-03-01,342.36126708984375
2018-03-02,338.39959716796875
2018-03-05,344.3287048339844
2018-03-06,347.08514404296875
2018-03-07,346.8724060058594
2018-03-08,345.13525390625
2018-03-09,350.22259521484375
2018-03-12,350.3909606933594
2018-03-13,359.3158264160156
2018-03-14,366.6630554199219
2018-03-15,368.0102233886719
2018-03-16,372.1402282714844
2018-03-19,364.89056396484375
2018-03-20,368.0367736816406
2018-03-21,365.0056457519531
2018-03-22,370.0929870605469
2018-03-23,356.00103759765625
2018-03-26,363.0291748046875
2018-03-27,363.2686462402344
2018-03-28,369.5965881347656
2018-03-29,370.5892639160156
2018-04-02,362.08984375
2018-04-03,362.1340637207031
2018-04-04,365.1386413574219
2018-04-05,366.55670166015625
2018-04-06,360.7515563964844
2018-04-09,362.99383544921875
2018-04-10,359.4664001464844
2018-04-11,362.47088623046875
2018-04-12,355.5756530761719
2018-04-13,355.79730224609375
2018-04-16,359.4044494628906
2018-04-17,363.1622009277344
2018-04-18,367.0795593261719
2018-04-19,362.81658935546875
2018-04-20,359.8830261230469
2018-04-23,361.23004150390625
2018-04-24,362.9584045410156
2018-04-25,363.56109619140625
2018-04-26,368.76348876953125
2018-04-27,373.2569580078125
2018-04-30,372.9378967285156
2018-05-01,374.9231872558594
2018-05-02,375.8626403808594
2018-05-03,352.8548278808594
2018-05-04,357.9509582519531
2018-05-07,349.3362121582031
2018-05-08,344.1780700683594
2018-05-09,344.0273742675781
2018-05-10,353.3244323730469
2018-05-11,356.1872253417969
2018-05-14,352.6953430175781
2018-05-15,344.1603088378906
2018-05-16,341.8914489746094
2018-05-17,338.4970397949219
2018-05-18,341.9800720214844
2018-05-21,344.5414733886719
2018-05-22,341.61737060546875
2018-05-23,342.7138977050781
2018-05-24,345.0139465332031
2018-05-25,345.9500732421875
2018-05-29,353.1267395019531
2018-05-30,357.75360107421875
2018-05-31,353.79541015625
2018-06-01,355.8992614746094
2018-06-04,357.4416198730469
2018-06-05,352.65423583984375
2018-06-06,352.6007385253906
2018-06-07,354.303466796875
2018-06-08,359.5902404785156
2018-06-11,360.3746643066406
2018-06-12,361.3553771972656
2018-06-13,350.0867004394531
2018-06-14,353.69732666015625
2018-06-15,355.4981384277344
2018-06-18,358.1102600097656
2018-06-19,358.17266845703125
2018-06-20,366.1606140136719
