,HPE
2016-05-20,7.2587151527404785
2016-05-23,7.350192070007324
2016-05-24,7.432521820068359
2016-05-25,7.935647964477539
2016-05-26,7.953940868377685
2016-05-27,8.35186767578125
2016-05-31,8.447917938232422
2016-06-01,8.365589141845703
2016-06-02,8.461637496948242
2016-06-03,8.393033027648926
2016-06-06,8.670580863952637
2016-06-07,8.789857864379883
2016-06-08,8.87702465057373
2016-06-09,8.968775749206543
2016-06-10,8.77150821685791
2016-06-13,8.532949447631836
2016-06-14,8.399911880493164
2016-06-15,8.62470531463623
2016-06-16,8.560480117797852
2016-06-17,8.688931465148926
2016-06-20,8.890785217285156
2016-06-21,9.065115928649902
2016-06-22,8.812800407409668
2016-06-23,9.014652252197266
2016-06-24,8.331096649169922
2016-06-27,7.890687465667725
2016-06-28,7.982439517974853
2016-06-29,8.156767845153809
2016-06-30,8.381561279296875
2016-07-01,8.482491493225098
2016-07-05,8.34945011138916
2016-07-06,8.44119930267334
2016-07-07,8.47331428527832
2016-07-08,8.734807014465332
2016-07-11,8.872434616088867
2016-07-12,9.033001899719238
2016-07-13,8.945838928222656
2016-07-14,9.170628547668455
2016-07-15,9.0697021484375
2016-07-18,9.078876495361328
2016-07-19,9.078876495361328
2016-07-20,9.20274257659912
2016-07-21,9.060527801513672
2016-07-22,9.198155403137209
2016-07-25,9.27155876159668
2016-07-26,9.38166046142578
2016-07-27,9.33578395843506
2016-07-28,9.317432403564451
2016-07-29,9.643157958984377
2016-08-01,9.67067813873291
2016-08-02,9.528464317321776
2016-08-03,9.867949485778809
2016-08-04,9.982637405395508
2016-08-05,10.051451683044434
2016-08-08,9.932173728942873
2016-08-09,9.95511245727539
2016-08-10,9.886298179626465
2016-08-11,9.991812705993652
2016-08-12,10.042276382446287
2016-08-15,10.097329139709473
2016-08-16,10.122560501098633
2016-08-17,9.927586555480955
2016-08-18,10.028512954711914
2016-08-19,10.037690162658691
2016-08-22,10.065215110778809
2016-08-23,10.060628890991213
2016-08-24,9.95052433013916
2016-08-25,10.019336700439451
2016-08-26,9.991812705993652
2016-08-29,10.019336700439451
2016-08-30,9.900059700012209
2016-08-31,9.85418701171875
2016-09-01,10.16614055633545
2016-09-02,10.189080238342283
2016-09-06,10.028512954711914
2016-09-07,10.134029388427734
2016-09-08,9.808308601379396
2016-09-09,9.597280502319336
2016-09-12,9.767022132873535
2016-09-13,9.707380294799805
2016-09-14,9.799131393432615
2016-09-15,10.152379035949709
2016-09-16,10.212016105651855
2016-09-19,10.40469741821289
2016-09-20,10.37717056274414
2016-09-21,10.606553077697754
2016-09-22,10.661602020263672
2016-09-23,10.542325973510742
2016-09-26,10.455161094665527
2016-09-27,10.514800071716309
2016-09-28,10.569853782653809
2016-09-29,10.505623817443848
2016-09-30,10.436811447143556
2016-10-03,10.390934944152832
2016-10-04,10.271658897399902
2016-10-05,10.459747314453123
2016-10-06,10.40469741821289
2016-10-07,10.273633003234863
2016-10-10,10.347214698791504
2016-10-11,10.108073234558104
2016-10-12,10.11727523803711
2016-10-13,10.006903648376465
2016-10-14,9.901134490966797
2016-10-17,9.78156280517578
2016-10-18,9.873539924621582
2016-10-19,9.993108749389648
2016-10-20,10.062091827392578
2016-10-21,9.94712257385254
2016-10-24,9.970110893249512
2016-10-25,9.933324813842772
2016-10-26,10.025296211242676
2016-10-27,10.20465087890625
2016-10-28,10.195453643798828
2016-10-31,10.333414077758787
2016-11-01,10.15406322479248
2016-11-02,10.126472473144531
2016-11-03,10.025296211242676
2016-11-04,10.13567066192627
2016-11-07,10.62773895263672
2016-11-08,10.68752098083496
2016-11-09,10.68292236328125
2016-11-10,10.609341621398926
2016-11-11,10.719711303710938
2016-11-14,10.738106727600098
2016-11-15,10.765698432922363
2016-11-16,10.820886611938477
2016-11-17,10.853076934814451
2016-11-18,10.719711303710938
2016-11-21,10.63233470916748
2016-11-22,10.517367362976074
2016-11-23,10.83008098602295
2016-11-25,10.67832374572754
2016-11-28,10.73351001739502
2016-11-29,10.91745948791504
2016-11-30,10.94505214691162
2016-12-01,10.747305870056152
2016-12-02,10.96804428100586
2016-12-05,11.133600234985352
2016-12-06,11.018631935119627
2016-12-07,11.349740028381348
2016-12-08,11.331348419189451
2016-12-09,11.271565437316896
2016-12-12,11.020262718200684
2016-12-13,11.034095764160156
2016-12-14,11.02948760986328
2016-12-15,10.94187831878662
2016-12-16,10.831212997436523
2016-12-19,10.94187831878662
2016-12-20,10.992596626281738
2016-12-21,11.015654563903809
2016-12-22,10.955708503723145
2016-12-23,10.983376502990724
2016-12-27,10.946488380432127
2016-12-28,10.743606567382812
2016-12-29,10.76205062866211
2016-12-30,10.669830322265623
2017-01-03,10.69749355316162
2017-01-04,10.81277084350586
2017-01-05,10.863490104675291
2017-01-06,10.651385307312012
2017-01-09,10.402389526367188
2017-01-10,10.582220077514648
2017-01-11,10.494613647460938
2017-01-12,10.489998817443848
2017-01-13,10.57761001586914
2017-01-17,10.462334632873535
2017-01-18,10.540719985961914
2017-01-19,10.499220848083496
2017-01-20,10.549941062927246
2017-01-23,10.407004356384276
2017-01-24,10.55455493927002
2017-01-25,10.59605312347412
2017-01-26,10.43005657196045
2017-01-27,10.397781372070312
2017-01-30,10.213339805603027
2017-01-31,10.457723617553713
2017-02-01,10.416226387023926
2017-02-02,10.462334632873535
2017-02-03,10.835826873779297
2017-02-06,10.85426902770996
2017-02-07,10.92343521118164
2017-02-08,10.895766258239746
2017-02-09,11.103262901306152
2017-02-10,11.061762809753418
2017-02-13,11.121706008911133
2017-02-14,11.130929946899414
2017-02-15,11.241592407226562
2017-02-16,11.21853733062744
2017-02-17,11.250811576843262
2017-02-21,11.370699882507324
2017-02-22,11.426033973693848
2017-02-23,11.370699882507324
2017-02-24,10.586830139160156
2017-02-27,10.287117958068848
2017-02-28,10.5222749710083
2017-03-01,10.688274383544922
2017-03-02,10.582220077514648
2017-03-03,10.628332138061523
2017-03-06,10.637550354003906
2017-03-07,10.5222749710083
2017-03-08,10.43005657196045
2017-03-09,10.36089038848877
2017-03-10,10.31478214263916
2017-03-13,10.3217191696167
2017-03-14,10.28009796142578
2017-03-15,10.492823600769045
2017-03-16,10.469701766967772
2017-03-17,10.566814422607422
2017-03-20,10.61305809020996
2017-03-21,10.289348602294922
2017-03-22,10.404961585998535
2017-03-23,10.543689727783203
2017-03-24,10.529820442199709
2017-03-27,10.506694793701172
2017-03-28,10.640806198120115
2017-03-29,10.946015357971191
2017-03-30,10.922892570495604
2017-03-31,10.959890365600586
2017-04-03,10.84540557861328
2017-04-04,11.04910659790039
2017-04-05,11.04910659790039
2017-04-06,11.123175621032717
2017-04-07,11.283665657043455
2017-04-10,11.296012878417969
2017-04-11,11.22194004058838
2017-04-12,11.141695022583008
2017-04-13,11.104656219482422
2017-04-17,11.178732872009276
2017-04-18,11.191079139709473
2017-04-19,11.209598541259766
2017-04-20,11.314528465270996
2017-04-21,11.19724941253662
2017-04-24,11.38243007659912
2017-04-25,11.43181037902832
2017-04-26,11.48736572265625
2017-04-27,11.499711990356444
2017-04-28,11.499711990356444
2017-05-01,11.561436653137209
2017-05-02,11.542919158935549
2017-05-03,11.524402618408203
2017-05-04,11.573781967163086
2017-05-05,11.623161315917969
2017-05-08,11.660199165344238
2017-05-09,11.592303276062012
2017-05-10,11.728100776672363
2017-05-11,11.641683578491213
2017-05-12,11.654027938842772
2017-05-15,11.72192668914795
2017-05-16,11.79599952697754
2017-05-17,11.604649543762209
2017-05-18,11.592303276062012
2017-05-19,11.43798542022705
2017-05-22,11.598472595214844
2017-05-23,11.641683578491213
2017-05-24,11.672544479370115
2017-05-25,11.6293363571167
2017-05-26,11.623161315917969
2017-05-30,11.635509490966797
2017-05-31,11.61081600189209
2017-06-01,10.81454372406006
2017-06-02,10.740469932556152
2017-06-05,10.592325210571287
2017-06-06,10.51208209991455
2017-06-07,10.518255233764648
2017-06-08,10.52442455291748
2017-06-09,10.487388610839844
2017-06-12,10.44091796875
2017-06-13,10.459506034851074
2017-06-14,10.372756958007812
2017-06-15,10.236435890197754
2017-06-16,10.21784782409668
2017-06-19,10.36036205291748
2017-06-20,10.31079387664795
2017-06-21,10.267419815063477
2017-06-22,10.335576057434082
2017-06-23,10.44091796875
2017-06-26,10.416131019592283
2017-06-27,10.224045753479004
2017-06-28,10.471900939941406
2017-06-29,10.316990852355955
2017-06-30,10.27981185913086
2017-07-03,10.32938289642334
2017-07-05,10.496686935424805
2017-07-06,10.211650848388672
2017-07-07,10.292203903198242
2017-07-10,10.372756958007812
2017-07-11,10.397544860839844
2017-07-12,10.40373992919922
2017-07-13,10.589632987976074
2017-07-14,10.651593208312988
2017-07-17,10.676383018493652
2017-07-18,10.626809120178224
2017-07-19,10.949021339416504
2017-07-20,11.091540336608888
2017-07-21,11.159698486328123
2017-07-24,11.054357528686523
2017-07-25,11.079144477844238
2017-07-26,10.911842346191406
2017-07-27,10.874663352966309
2017-07-28,10.849881172180176
2017-07-31,10.849881172180176
2017-08-01,10.874663352966309
2017-08-02,10.750738143920898
2017-08-03,10.713558197021484
2017-08-04,10.849881172180176
2017-08-07,10.924237251281738
2017-08-08,10.924237251281738
2017-08-09,10.930432319641112
2017-08-10,10.608220100402832
2017-08-11,10.719755172729492
2017-08-14,10.893251419067385
2017-08-15,10.998591423034668
2017-08-16,10.905646324157717
2017-08-17,10.719755172729492
2017-08-18,10.64539909362793
2017-08-21,10.725953102111816
2017-08-22,10.949021339416504
2017-08-23,10.973809242248535
2017-08-24,11.122519493103027
2017-08-25,11.122519493103027
2017-08-28,11.023378372192385
2017-08-29,11.10393238067627
2017-08-30,11.14111042022705
2017-08-31,11.190680503845217
2017-09-01,11.429608345031738
2017-09-05,11.21395206451416
2017-09-06,10.998302459716797
2017-09-07,10.582971572875977
2017-09-08,10.479135513305664
2017-09-11,10.662840843200684
2017-09-12,10.530406951904297
2017-09-13,10.618699073791504
2017-09-14,10.811325073242188
2017-09-15,10.851457595825195
2017-09-18,10.867510795593262
2017-09-19,10.827380180358888
2017-09-20,10.939745903015137
2017-09-21,11.068164825439451
2017-09-22,11.44539737701416
2017-09-25,11.798551559448242
2017-09-26,11.951051712036133
2017-09-27,11.9189453125
2017-09-28,11.69421100616455
2017-09-29,11.806580543518066
2017-10-02,12.015259742736816
2017-10-03,11.790525436401367
2017-10-04,11.878813743591309
2017-10-05,11.902892112731934
2017-10-06,11.878813743591309
2017-10-09,11.878813743591309
2017-10-10,12.00723361968994
2017-10-11,11.991182327270508
2017-10-12,11.878813743591309
2017-10-13,11.951051712036133
2017-10-16,11.92697525024414
2017-10-17,11.726314544677734
2017-10-18,11.798551559448242
2017-10-19,11.124349594116213
2017-10-20,11.268818855285645
2017-10-23,11.437372207641602
2017-10-24,11.485528945922852
2017-10-25,11.30092716217041
2017-10-26,11.437372207641602
2017-10-27,11.461451530456545
2017-10-30,11.220661163330078
2017-10-31,11.172507286071776
2017-11-01,10.915667533874512
2017-11-02,10.939745903015137
2017-11-03,10.835404396057127
2017-11-06,10.939745903015137
2017-11-07,10.891589164733888
2017-11-08,10.867510795593262
2017-11-09,11.011982917785645
2017-11-10,10.995930671691896
2017-11-13,10.81935214996338
2017-11-14,10.650803565979004
2017-11-15,10.56251335144043
2017-11-16,10.650803565979004
2017-11-17,10.979877471923828
2017-11-20,11.308954238891602
2017-11-21,11.333032608032228
2017-11-22,10.514354705810549
2017-11-24,10.690932273864746
2017-11-27,10.811325073242188
2017-11-28,11.140399932861328
2017-11-29,11.212640762329102
2017-11-30,11.19658374786377
2017-12-01,11.589871406555176
2017-12-04,11.421317100524902
2017-12-05,11.30092716217041
2017-12-06,11.365138053894045
2017-12-07,11.413293838500977
2017-12-08,11.509608268737791
2017-12-11,11.702237129211426
2017-12-12,11.69820499420166
2017-12-13,11.552985191345217
2017-12-14,11.488442420959473
2017-12-15,11.62559413909912
2017-12-18,12.020913124084473
2017-12-19,11.940235137939451
2017-12-20,11.867627143859863
2017-12-21,11.875693321228027
2017-12-22,11.867627143859863
2017-12-26,11.89182949066162
2017-12-27,11.835355758666992
2017-12-28,11.786949157714844
2017-12-29,11.58525562286377
2018-01-02,11.786949157714844
2018-01-03,11.859559059143066
2018-01-04,12.149996757507324
2018-01-05,12.141928672790527
2018-01-08,11.95637035369873
2018-01-09,11.980576515197754
2018-01-10,12.254875183105469
2018-01-11,12.464637756347656
2018-01-12,12.755077362060549
2018-01-16,12.755077362060549
2018-01-17,12.964838981628418
2018-01-18,12.884161949157717
2018-01-19,12.97290325164795
2018-01-22,12.948700904846191
2018-01-23,13.448902130126951
2018-01-24,13.45697021484375
2018-01-25,13.295611381530762
2018-01-26,13.48116970062256
2018-01-29,13.690935134887695
2018-01-30,13.344021797180176
2018-01-31,13.231073379516602
2018-02-01,13.54571533203125
2018-02-02,13.43276596069336
2018-02-05,12.634060859680176
2018-02-06,12.690534591674805
2018-02-07,12.553382873535156
2018-02-08,12.13386058807373
2018-02-09,12.343624114990234
2018-02-12,12.706670761108398
2018-02-13,12.48077392578125
2018-02-14,13.029378890991213
2018-02-15,13.190733909606934
2018-02-16,13.223000526428224
2018-02-20,13.327884674072266
2018-02-21,13.110054969787598
2018-02-22,13.239141464233398
2018-02-23,14.634857177734377
2018-02-26,14.965631484985352
2018-02-27,15.18345832824707
2018-02-28,14.99790859222412
2018-03-01,14.844616889953612
2018-03-02,15.151187896728516
2018-03-05,15.312546730041504
2018-03-06,15.65945816040039
2018-03-07,15.449698448181152
2018-03-08,15.288342475891112
2018-03-09,15.457767486572266
2018-03-12,15.38515567779541
2018-03-13,15.29200839996338
2018-03-14,15.267708778381348
2018-03-15,15.25151252746582
2018-03-16,15.219112396240234
2018-03-19,15.14621639251709
2018-03-20,15.211015701293944
2018-03-21,15.15431785583496
2018-03-22,14.838431358337402
2018-03-23,14.27956199645996
2018-03-26,14.571147918701172
2018-03-27,14.222864151000977
2018-03-28,14.303862571716309
2018-03-29,14.20666790008545
2018-04-02,13.866485595703123
2018-04-03,13.882684707641602
2018-04-04,13.971776962280272
2018-04-05,13.931282043457031
2018-04-06,13.526302337646484
2018-04-09,13.615396499633787
2018-04-10,13.971776962280272
2018-04-11,13.963679313659668
2018-04-12,14.101373672485352
2018-04-13,14.093267440795898
2018-04-16,14.222864151000977
2018-04-17,14.376757621765137
2018-04-18,14.320059776306152
2018-04-19,14.101373672485352
2018-04-20,14.00417709350586
2018-04-23,14.109472274780272
2018-04-24,14.060873031616213
2018-04-25,14.020374298095703
2018-04-26,14.085172653198242
2018-04-27,14.052773475646973
2018-04-30,13.809785842895508
2018-05-01,13.915080070495604
2018-05-02,13.866485595703123
2018-05-03,13.688294410705566
2018-05-04,13.939382553100586
2018-05-07,14.012279510498049
2018-05-08,14.085172653198242
2018-05-09,14.255261421203612
2018-05-10,14.29576015472412
2018-05-11,14.31195831298828
2018-05-14,14.247163772583008
2018-05-15,14.093267440795898
2018-05-16,14.27956199645996
2018-05-17,14.31195831298828
2018-05-18,14.222864151000977
2018-05-21,14.182367324829102
2018-05-22,14.101373672485352
2018-05-23,12.619148254394531
2018-05-24,12.764941215515137
2018-05-25,12.570551872253418
2018-05-29,12.457155227661133
2018-05-30,12.611048698425291
2018-05-31,12.343761444091797
2018-06-01,12.57865047454834
2018-06-04,12.586750030517578
2018-06-05,13.007926940917969
2018-06-06,12.975528717041016
2018-06-07,12.894536018371582
2018-06-08,12.96743106842041
2018-06-11,12.975528717041016
2018-06-12,12.880093574523926
2018-06-13,12.880093574523926
2018-06-14,12.904563903808594
2018-06-15,13.010608673095703
2018-06-18,12.977977752685549
2018-06-19,12.969820022583008
2018-06-20,12.358036041259766
2018-06-21,12.578275680541992
2018-06-22,12.431447982788086
2018-06-25,12.29277801513672
2018-06-26,12.374348640441896
2018-06-27,12.007278442382812
2018-06-28,11.999123573303224
2018-06-29,11.917550086975098
2018-07-02,12.072535514831545
2018-07-03,12.048067092895508
2018-07-05,12.088849067687988
2018-07-06,12.219364166259766
2018-07-09,12.423293113708496
2018-07-10,12.64353370666504
2018-07-11,12.317251205444336
2018-07-12,12.553808212280272
2018-07-13,12.635376930236816
2018-07-16,12.757734298706056
2018-07-17,12.774049758911133
2018-07-18,12.994290351867676
2018-07-19,12.757734298706056
2018-07-20,12.619064331054688
2018-07-23,12.619064331054688
2018-07-24,12.480392456054688
2018-07-25,12.627219200134276
2018-07-26,12.7985200881958
2018-07-27,12.716947555541992
2018-07-30,12.602747917175291
2018-07-31,12.594592094421388
2018-08-01,12.602747917175291
2018-08-02,12.684320449829102
2018-08-03,13.035079002380373
2018-08-06,13.059548377990724
2018-08-07,13.157430648803713
2018-08-08,13.181903839111328
2018-08-09,13.141118049621582
2018-08-10,12.929033279418944
2018-08-13,12.774049758911133
2018-08-14,13.04323387145996
2018-08-15,13.075862884521484
2018-08-16,13.27163314819336
2018-08-17,13.597918510437012
2018-08-20,13.638701438903809
2018-08-21,12.871935844421388
2018-08-22,12.904563903808594
2018-08-23,13.132965087890623
2018-08-24,13.214536666870115
2018-08-27,13.418460845947266
2018-08-28,13.655020713806152
2018-08-29,13.630542755126951
2018-08-30,13.695807456970217
2018-08-31,13.483718872070312
2018-09-04,13.597918510437012
2018-09-05,13.532660484313965
2018-09-06,13.475560188293455
2018-09-07,13.483718872070312
2018-09-10,13.38583278656006
2018-09-11,13.511502265930176
2018-09-12,13.470436096191406
2018-09-13,13.585424423217772
2018-09-14,13.618281364440918
2018-09-17,13.371869087219238
2018-09-18,13.593639373779297
2018-09-19,13.667563438415527
2018-09-20,13.856474876403809
2018-09-21,13.979681015014648
2018-09-24,13.897543907165527
2018-09-25,13.593639373779297
2018-09-26,13.560785293579102
2018-09-27,13.371869087219238
2018-09-28,13.396510124206545
2018-10-01,13.289731979370115
2018-10-02,13.5772123336792
2018-10-03,13.757911682128906
2018-10-04,13.84005069732666
2018-10-05,13.256878852844238
2018-10-08,13.051535606384276
2018-10-09,12.887264251708984
2018-10-10,12.41086769104004
2018-10-11,12.016613006591797
2018-10-12,12.665493965148926
2018-10-15,12.599783897399902
2018-10-16,12.739418029785156
2018-10-17,12.747632026672363
2018-10-18,12.591571807861328
2018-10-19,12.681920051574709
2018-10-22,13.010468482971191
2018-10-23,12.854409217834473
2018-10-24,12.39444065093994
2018-10-25,12.44372272491455
2018-10-26,12.016613006591797
2018-10-29,11.967331886291504
2018-10-30,12.263025283813477
2018-10-31,12.525860786437988
2018-11-01,12.97761344909668
2018-11-02,13.051535606384276
2018-11-05,13.084392547607422
2018-11-06,13.043323516845703
2018-11-07,13.339015007019045
2018-11-08,13.347227096557615
2018-11-09,12.911903381347656
2018-11-12,12.550501823425291
2018-11-13,12.599783897399902
2018-11-14,12.44372272491455
2018-11-15,12.583355903625488
2018-11-16,12.484789848327637
2018-11-19,12.180886268615724
2018-11-20,11.934475898742676
2018-11-21,12.074109077453612
2018-11-23,11.942689895629885
2018-11-26,12.246594429016112
2018-11-27,12.369802474975586
2018-11-28,12.698347091674805
2018-11-29,12.41908359527588
2018-11-30,12.32051944732666
2018-12-03,12.731203079223633
2018-12-04,12.361587524414062
2018-12-06,13.158312797546388
2018-12-07,12.08232307434082
2018-12-10,11.967331886291504
2018-12-11,12.201595306396484
2018-12-12,12.118815422058104
2018-12-13,11.994647979736328
2018-12-14,11.77114486694336
2018-12-17,11.249638557434082
2018-12-18,11.28274917602539
2018-12-19,10.901966094970703
2018-12-20,10.471517562866213
2018-12-21,10.438405990600586
2018-12-24,10.15695858001709
2018-12-26,10.603963851928713
2018-12-27,10.844021797180176
2018-12-28,10.786075592041016
2018-12-31,10.935077667236328
2019-01-02,11.142027854919434
2019-01-03,10.910244941711426
2019-01-04,11.423474311828612
2019-01-07,11.64697551727295
2019-01-08,11.423474311828612
2019-01-09,11.638697624206545
2019-01-10,11.696642875671388
2019-01-11,11.787700653076172
2019-01-14,11.721476554870604
2019-01-15,11.953254699707031
2019-01-16,11.853923797607422
2019-01-17,11.81253433227539
2019-01-18,12.151928901672363
2019-01-22,11.96153736114502
2019-01-23,11.953254699707031
2019-01-24,12.218152046203612
2019-01-25,12.70654582977295
2019-01-28,12.963159561157228
2019-01-29,12.723098754882812
2019-01-30,12.847270011901855
2019-01-31,12.905213356018066
2019-02-01,12.987991333007812
2019-02-04,13.070772171020508
2019-02-05,13.15355110168457
2019-02-06,13.31910800933838
2019-02-07,13.120436668395996
2019-02-08,13.178384780883787
2019-02-11,13.112160682678224
2019-02-12,13.24460792541504
2019-02-13,13.285996437072754
2019-02-14,13.236328125
2019-02-15,13.31910800933838
2019-02-19,13.31910800933838
2019-02-20,13.285996437072754
2019-02-21,13.434995651245115
2019-02-22,13.509498596191406
2019-02-25,13.87372875213623
2019-02-26,13.906838417053224
2019-02-27,13.82405948638916
2019-02-28,13.559165954589844
2019-03-01,13.559165954589844
2019-03-04,13.377055168151855
2019-03-05,13.360496520996094
2019-03-06,13.21149444580078
2019-03-07,12.971439361572266
2019-03-08,12.921770095825195
2019-03-11,13.15355110168457
2019-03-12,12.764204978942873
2019-03-13,12.939287185668944
2019-03-14,13.056005477905272
2019-03-15,13.397828102111816
2019-03-18,13.206073760986328
2019-03-19,13.239424705505373
2019-03-20,13.231085777282717
2019-03-21,13.356142044067385
2019-03-22,12.747529983520508
2019-03-25,12.630809783935549
2019-03-26,12.764204978942873
2019-03-27,12.722518920898438
2019-03-28,12.722518920898438
2019-03-29,12.864251136779783
2019-04-01,13.256095886230469
2019-04-02,13.189397811889648
2019-04-03,13.214411735534668
2019-04-04,13.397828102111816
2019-04-05,13.46452522277832
2019-04-08,13.497876167297363
2019-04-09,13.297781944274902
2019-04-10,13.564571380615234
2019-04-11,13.564571380615234
2019-04-12,13.672954559326172
2019-04-15,13.747990608215332
2019-04-16,13.839698791503906
2019-04-17,13.814687728881836
2019-04-18,13.889723777770996
2019-04-22,13.8313627243042
2019-04-23,13.781338691711426
2019-04-24,13.564571380615234
2019-04-25,13.34780502319336
2019-04-26,13.14771556854248
2019-04-29,13.09769058227539
2019-04-30,13.181063652038574
2019-05-01,13.164388656616213
2019-05-02,13.122702598571776
2019-05-03,13.281108856201172
2019-05-06,13.056005477905272
2019-05-07,12.864251136779783
2019-05-08,12.79755401611328
2019-05-09,12.689168930053713
2019-05-10,12.330671310424805
2019-05-13,11.80543041229248
2019-05-14,11.872126579284668
2019-05-15,12.022194862365724
2019-05-16,12.11390495300293
2019-05-17,12.188939094543455
2019-05-20,12.297320365905762
2019-05-21,12.714180946350098
2019-05-22,12.263975143432615
2019-05-23,11.938823699951172
2019-05-24,11.997186660766602
2019-05-28,11.81376838684082
2019-05-29,11.780417442321776
2019-05-30,11.85545253753662
2019-05-31,11.438596725463867
2019-06-03,11.413581848144531
2019-06-04,11.780417442321776
2019-06-05,11.747071266174316
2019-06-06,11.663698196411133
2019-06-07,11.747071266174316
2019-06-10,11.888803482055664
2019-06-11,11.98376750946045
2019-06-12,11.882919311523438
2019-06-13,12.059398651123049
2019-06-14,11.891321182250977
2019-06-17,12.017378807067873
2019-06-18,12.26108741760254
2019-06-19,12.361933708190918
2019-06-20,12.605643272399902
2019-06-21,12.555221557617188
2019-06-24,12.614044189453123
2019-06-25,12.40395164489746
2019-06-26,12.572028160095217
2019-06-27,12.580431938171388
2019-06-28,12.56362533569336
2019-07-01,12.723294258117676
