,D
2017-09-18,57.133907318115234
2017-09-19,56.97389221191406
2017-09-20,56.45747375488281
2017-09-21,56.22470474243164
2017-09-22,56.03561019897461
2017-09-25,56.748409271240234
2017-09-26,56.886600494384766
2017-09-27,55.84648132324219
2017-09-28,56.028324127197266
2017-09-29,55.95560073852539
2017-10-02,55.81740188598633
2017-10-03,55.24277114868164
2017-10-04,55.91194534301758
2017-10-05,55.86830520629883
2017-10-06,55.86830520629883
2017-10-09,55.74464797973633
2017-10-10,56.54475784301758
2017-10-11,56.741146087646484
2017-10-12,57.19206619262695
2017-10-13,57.18482971191406
2017-10-16,57.483028411865234
2017-10-17,57.43212890625
2017-10-18,57.37392807006836
2017-10-19,58.152217864990234
2017-10-20,58.18859100341797
2017-10-23,58.464988708496094
2017-10-24,58.44315719604492
2017-10-25,57.95582962036133
2017-10-26,58.486778259277344
2017-10-27,58.559547424316406
2017-10-30,59.26507568359375
2017-10-31,59.017757415771484
2017-11-01,58.544979095458984
2017-11-02,58.799556732177734
2017-11-03,58.67588806152344
2017-11-06,58.595890045166016
2017-11-07,59.19960403442383
2017-11-08,58.828651428222656
2017-11-09,59.09049987792969
2017-11-10,58.777740478515625
2017-11-13,59.534183502197266
2017-11-14,60.25426483154297
2017-11-15,59.81058120727539
2017-11-16,59.61418151855469
2017-11-17,59.148681640625
2017-11-20,59.0250358581543
2017-11-21,59.18506622314453
2017-11-22,59.759674072265625
2017-11-24,59.79603576660156
2017-11-27,60.341548919677734
2017-11-28,61.05438232421875
2017-11-29,61.09800338745117
2017-11-30,61.7586784362793
2017-12-01,61.34757614135742
2017-12-04,61.3328971862793
2017-12-05,61.017242431640625
2017-12-06,61.31822967529297
2017-12-07,61.428340911865234
2017-12-08,61.57515335083008
2017-12-11,61.76601028442383
2017-12-12,61.24483108520508
2017-12-13,61.7440071105957
2017-12-14,61.942195892333984
2017-12-15,62.331275939941406
2017-12-18,60.74563980102539
2017-12-19,59.7105712890625
2017-12-20,59.1600227355957
2017-12-21,59.20405578613281
2017-12-22,59.04989242553711
2017-12-26,58.96916961669922
2017-12-27,59.211402893066406
2017-12-28,59.51237106323242
2017-12-29,59.505027770996094
2018-01-02,58.93245315551758
2018-01-03,56.664119720458984
2018-01-04,56.399837493896484
2018-01-05,56.40719223022461
2018-01-08,57.27341842651367
2018-01-09,56.678802490234375
2018-01-10,55.94471740722656
2018-01-11,55.94471740722656
2018-01-12,55.74650955200195
2018-01-16,55.25467300415039
2018-01-17,55.42351531982422
2018-01-18,54.97571563720703
2018-01-19,55.049129486083984
2018-01-22,54.97571563720703
2018-01-23,55.577659606933594
2018-01-24,55.46757125854492
2018-01-25,56.29707717895508
2018-01-26,55.42351531982422
2018-01-29,55.12253952026367
2018-01-30,55.291404724121094
2018-01-31,56.11355209350586
2018-02-01,55.71714401245117
2018-02-02,55.5556526184082
2018-02-05,54.82891082763672
2018-02-06,54.403133392333984
2018-02-07,54.14620590209961
2018-02-08,53.81584930419922
2018-02-09,54.60133361816406
2018-02-12,55.24733352661133
2018-02-13,55.10786437988281
2018-02-14,54.57196807861328
2018-02-15,55.36478805541992
2018-02-16,55.64373779296875
2018-02-20,54.872955322265625
2018-02-21,53.98469924926758
2018-02-22,54.014076232910156
2018-02-23,55.43818283081055
2018-02-26,55.78321075439453
2018-02-27,54.51323699951172
2018-02-28,54.37377166748047
2018-03-01,53.716697692871094
2018-03-02,53.82807159423828
2018-03-05,54.719017028808594
2018-03-06,54.139892578125
2018-03-07,54.117618560791016
2018-03-08,54.073081970214844
2018-03-09,54.10277557373047
2018-03-12,54.17701721191406
2018-03-13,54.199302673339844
2018-03-14,54.58536911010742
2018-03-15,52.892574310302734
2018-03-16,52.42483139038086
2018-03-19,51.34083938598633
2018-03-20,50.82112121582031
2018-03-21,50.219730377197266
2018-03-22,50.39049530029297
2018-03-23,49.9672966003418
2018-03-26,50.56126403808594
2018-03-27,51.392822265625
2018-03-28,50.33110427856445
2018-03-29,50.063812255859375
2018-04-02,49.81138229370117
2018-04-03,49.98957061767578
2018-04-04,49.70743942260742
2018-04-05,49.996986389160156
2018-04-06,49.165443420410156
2018-04-09,49.27682113647461
2018-04-10,48.63087463378906
2018-04-11,48.170555114746094
2018-04-12,47.56917190551758
2018-04-13,47.4726448059082
2018-04-16,48.059181213378906
2018-04-17,48.77194595336914
2018-04-18,49.05406951904297
2018-04-19,49.04663848876953
2018-04-20,48.50465774536133
2018-04-23,48.177978515625
2018-04-24,48.0963020324707
2018-04-25,48.11116027832031
2018-04-26,48.2596435546875
2018-04-27,49.261966705322266
2018-04-30,49.417869567871094
2018-05-01,49.20255661010742
2018-05-02,49.14317321777344
2018-05-03,48.65314865112305
2018-05-04,48.6828498840332
2018-05-07,48.31904602050781
2018-05-08,46.87868118286133
2018-05-09,46.529720306396484
2018-05-10,47.56172561645508
2018-05-11,48.03690719604492
2018-05-14,47.687965393066406
2018-05-15,47.90327072143555
2018-05-16,47.346431732177734
2018-05-17,47.27960968017578
2018-05-18,46.990047454833984
2018-05-21,47.30929946899414
2018-05-22,47.38355255126953
2018-05-23,47.45037078857422
2018-05-24,47.51719665527344
2018-05-25,47.64340591430664
2018-05-29,47.76961898803711
2018-05-30,47.90327072143555
2018-05-31,48.28312301635742
2018-06-01,47.6588020324707
2018-06-04,47.11722183227539
2018-06-05,47.21501541137695
2018-06-06,46.447776794433594
2018-06-07,46.9291877746582
2018-06-08,47.08714294433594
2018-06-11,47.54597854614258
2018-06-12,48.80966567993164
2018-06-13,48.373374938964844
2018-06-14,49.28353500366211
2018-06-15,49.87776565551758
2018-06-18,49.644596099853516
2018-06-19,50.351646423339844
2018-06-20,49.968040466308594
2018-06-21,50.09590148925781
2018-06-22,50.351646423339844
2018-06-25,51.0587043762207
2018-06-26,50.80295181274414
2018-06-27,51.17153549194336
2018-06-28,51.50251007080078
2018-06-29,51.284366607666016
2018-07-02,51.487457275390625
2018-07-03,52.13432693481445
2018-07-05,52.45777893066406
2018-07-06,52.668399810791016
2018-07-09,51.20914077758789
2018-07-10,51.961334228515625
2018-07-11,52.32238006591797
2018-07-12,52.6984748840332
2018-07-13,52.645835876464844
2018-07-16,52.56309127807617
2018-07-17,52.939178466796875
2018-07-18,52.61574935913086
2018-07-19,54.15774917602539
2018-07-20,53.608638763427734
2018-07-23,53.39801025390625
2018-07-24,53.33784484863281
2018-07-25,53.4281120300293
2018-07-26,53.78165054321289
2018-07-27,53.60111999511719
2018-07-30,53.54844665527344
2018-07-31,53.93960189819336
2018-08-01,52.8940544128418
2018-08-02,53.51085662841797
2018-08-03,54.24800491333008
2018-08-06,53.969696044921875
2018-08-07,53.458194732666016
2018-08-08,53.19493103027344
2018-08-09,53.4281120300293
2018-08-10,53.172359466552734
2018-08-13,52.51795959472656
2018-08-14,52.397605895996094
2018-08-15,52.841400146484375
2018-08-16,53.50333023071289
2018-08-17,53.969696044921875
2018-08-20,53.99226379394531
2018-08-21,53.87190246582031
2018-08-22,53.62368392944336
2018-08-23,53.458194732666016
2018-08-24,53.886940002441406
2018-08-27,53.593589782714844
2018-08-28,53.29270935058594
2018-08-29,53.52589797973633
2018-08-30,53.3905029296875
2018-08-31,53.232540130615234
2018-09-04,53.57855224609375
2018-09-05,54.49623107910156
2018-09-06,54.97941970825195
2018-09-07,54.37827682495117
2018-09-10,55.00226974487305
2018-09-11,54.48480987548828
2018-09-12,54.461978912353516
2018-09-13,54.92615509033203
2018-09-14,54.68266296386719
2018-09-17,54.78157424926758
2018-09-18,54.72832107543945
2018-09-19,53.73906326293945
2018-09-20,53.510780334472656
2018-09-21,53.9140739440918
2018-09-24,53.32814407348633
2018-09-25,52.92483901977539
2018-09-26,52.36933898925781
2018-09-27,52.61284255981445
2018-09-28,53.4803352355957
2018-10-01,53.34336471557617
2018-10-02,53.93690490722656
2018-10-03,53.48795700073242
2018-10-04,53.79233169555664
2018-10-05,54.675048828125
2018-10-08,55.542537689208984
2018-10-09,55.8241081237793
2018-10-10,55.709957122802734
2018-10-11,54.62179183959961
2018-10-12,54.309791564941406
2018-10-15,54.492401123046875
2018-10-16,55.01749038696289
2018-10-17,55.01749038696289
2018-10-18,54.96421813964844
2018-10-19,55.9306526184082
2018-10-22,55.75560760498047
2018-10-23,55.48166275024414
2018-10-24,56.4556770324707
2018-10-25,55.344703674316406
2018-10-26,54.53807830810547
2018-10-29,54.941368103027344
2018-10-30,55.42839431762695
2018-10-31,54.34783935546875
2018-11-01,53.51839828491211
2018-11-02,53.183555603027344
2018-11-05,53.44228744506836
2018-11-06,53.777122497558594
2018-11-07,54.16520690917969
2018-11-08,54.195640563964844
2018-11-09,54.97941970825195
2018-11-12,55.87736892700195
2018-11-13,56.32633590698242
2018-11-14,56.044776916503906
2018-11-15,55.892581939697266
2018-11-16,56.01433563232422
2018-11-19,56.63071823120117
2018-11-20,56.8133430480957
2018-11-21,55.81649398803711
2018-11-23,55.62625503540039
2018-11-26,56.30350112915039
2018-11-27,56.39481735229492
2018-11-28,55.793670654296875
2018-11-29,56.12087631225586
2018-11-30,56.69160079956055
2018-12-03,57.17100524902344
2018-12-04,57.31559371948242
2018-12-06,57.542572021484375
2018-12-07,58.1812629699707
2018-12-10,58.68911361694336
2018-12-11,58.67375183105469
2018-12-12,57.911930084228516
2018-12-13,58.51983642578125
2018-12-14,59.18929672241211
2018-12-17,56.9423713684082
2018-12-18,56.62689208984375
2018-12-19,57.02702331542969
2018-12-20,57.5733642578125
2018-12-21,57.627220153808594
2018-12-24,54.72624206542969
2018-12-26,55.63425064086914
2018-12-27,56.36526107788086
2018-12-28,56.372947692871094
2018-12-31,54.98786926269531
2019-01-02,54.77241134643555
2019-01-03,54.51076889038086
2019-01-04,55.56498336791992
2019-01-07,55.02634811401367
2019-01-08,55.66502380371094
2019-01-09,55.57269287109375
2019-01-10,55.32645034790039
2019-01-11,53.74898147583008
2019-01-14,52.302345275878906
2019-01-15,53.00259017944336
2019-01-16,53.07183837890625
2019-01-17,53.04875946044922
2019-01-18,52.91793441772461
2019-01-22,52.77942657470703
2019-01-23,53.42580032348633
2019-01-24,53.194950103759766
2019-01-25,53.21804428100586
2019-01-28,52.610145568847656
2019-01-29,52.856380462646484
2019-01-30,53.43349075317383
2019-01-31,54.0490837097168
2019-02-01,54.610816955566406
2019-02-04,54.98017120361328
2019-02-05,55.34952163696289
2019-02-06,55.241798400878906
2019-02-07,55.91895294189453
2019-02-08,56.21135330200195
2019-02-11,56.02668762207031
2019-02-12,56.3267822265625
2019-02-13,56.36526107788086
2019-02-14,56.09593963623047
2019-02-15,56.372947692871094
2019-02-19,56.58840560913086
2019-02-20,56.58840560913086
2019-02-21,57.20400619506836
2019-02-22,57.75035095214844
2019-02-25,57.80421447753906
2019-02-26,56.85774612426758
2019-02-27,57.19631576538086
2019-02-28,57.72453689575195
2019-03-01,58.269920349121094
2019-03-04,58.643917083740234
2019-03-05,58.78413772583008
2019-03-06,59.08022689819336
2019-03-07,59.306156158447266
2019-03-08,59.00229263305664
2019-03-11,59.46196365356445
2019-03-12,59.46976852416992
2019-03-13,59.44639587402344
2019-03-14,59.71129608154297
2019-03-15,60.02294921875
2019-03-18,59.68791961669922
2019-03-19,58.58157730102539
2019-03-20,58.38679885864258
2019-03-21,58.51923751831055
2019-03-22,58.83868408203125
2019-03-25,59.16590881347656
2019-03-26,59.898277282714844
2019-03-27,59.86709976196289
2019-03-28,58.95555114746094
2019-03-29,59.726871490478516
2019-04-01,59.7502555847168
2019-04-02,59.9683952331543
2019-04-03,59.96060562133789
2019-04-04,59.913875579833984
2019-04-05,60.35795974731445
2019-04-08,59.734657287597656
2019-04-09,59.51651382446289
2019-04-10,59.08022689819336
2019-04-11,59.44639587402344
2019-04-12,59.55546951293945
2019-04-15,59.734657287597656
2019-04-16,58.527042388916016
2019-04-17,58.643917083740234
2019-04-18,58.37122344970703
2019-04-22,58.19981002807617
2019-04-23,58.78413772583008
2019-04-24,59.4386100769043
2019-04-25,59.641178131103516
2019-04-26,59.82814407348633
2019-04-29,59.3451042175293
2019-04-30,60.66960906982422
2019-05-01,60.1008415222168
2019-05-02,59.97618865966797
2019-05-03,59.82814407348633
2019-05-06,58.8153076171875
2019-05-07,58.464698791503906
2019-05-08,57.50639724731445
2019-05-09,57.116825103759766
2019-05-10,58.090736389160156
2019-05-13,58.90102005004883
2019-05-14,58.11410903930664
2019-05-15,57.88037109375
2019-05-16,58.6828727722168
2019-05-17,58.90102005004883
2019-05-20,59.25161361694336
2019-05-21,59.78141403198242
2019-05-22,60.24888610839844
2019-05-23,60.80984115600586
2019-05-24,60.552730560302734
2019-05-28,59.407447814941406
2019-05-29,58.60495376586914
2019-05-30,57.89594268798828
2019-05-31,58.573787689208984
2019-06-03,59.18149185180664
2019-06-04,59.18928527832031
2019-06-05,60.467041015625
2019-06-06,60.1973876953125
2019-06-07,59.755859375
2019-06-10,59.464134216308594
2019-06-11,58.27358627319336
2019-06-12,59.19606399536133
2019-06-13,59.976627349853516
2019-06-14,60.44179916381836
2019-06-17,60.2525634765625
2019-06-18,60.260475158691406
2019-06-19,60.843902587890625
2019-06-20,61.03313446044922
2019-06-21,61.774261474609375
2019-06-24,62.460208892822266
2019-06-25,62.05021667480469
2019-06-26,60.28410339355469
2019-06-27,60.48912048339844
2019-06-28,60.96217727661133
2019-07-01,60.749305725097656
2019-07-02,61.009456634521484
2019-07-03,61.585052490234375
2019-07-05,61.419456481933594
2019-07-08,61.62448501586914
2019-07-09,61.671775817871094
2019-07-10,61.600807189941406
2019-07-11,61.427337646484375
2019-07-12,61.10408401489258
2019-07-15,61.56925964355469
2019-07-16,61.088314056396484
2019-07-17,61.001590728759766
2019-07-18,61.04102325439453
2019-07-19,60.59161376953125
2019-07-22,60.126426696777344
2019-07-23,59.472015380859375
2019-07-24,59.2749137878418
2019-07-25,59.0225944519043
2019-07-26,59.25125503540039
2019-07-29,59.17241668701172
2019-07-30,59.15664291381836
2019-07-31,58.57319641113281
2019-08-01,59.850467681884766
2019-08-02,59.93719482421875
2019-08-05,58.872798919677734
2019-08-06,59.30644989013672
2019-08-07,58.683589935302734
2019-08-08,59.393184661865234
2019-08-09,59.0068359375
2019-08-12,58.63626480102539
2019-08-13,59.43259811401367
2019-08-14,59.393184661865234
2019-08-15,60.749305725097656
2019-08-16,60.5994873046875
2019-08-19,61.332740783691406
2019-08-20,60.6389045715332
2019-08-21,60.701969146728516
2019-08-22,60.3314208984375
2019-08-23,59.87411880493164
2019-08-26,60.56795120239258
2019-08-27,60.8281364440918
2019-08-28,60.62313461303711
2019-08-29,61.3090934753418
2019-08-30,61.20658874511719
2019-09-03,62.129058837890625
2019-09-04,62.40501403808594
2019-09-05,61.76527786254883
2019-09-06,60.91972732543945
2019-09-09,61.159019470214844
2019-09-10,61.430233001708984
2019-09-11,62.562965393066406
2019-09-12,62.65069580078125
2019-09-13,62.6347541809082
2019-09-16,62.61082458496094
2019-09-17,63.041568756103516
2019-09-18,63.86321258544922
2019-09-19,64.5492172241211
2019-09-20,64.48539733886719
2019-09-23,64.4933853149414
2019-09-24,64.48539733886719
2019-09-25,64.12643432617188
2019-09-26,64.42160034179688
2019-09-27,64.60505676269531
2019-09-30,64.64495086669922
2019-10-01,64.78851318359375
2019-10-02,63.79142761230469
2019-10-03,63.51222610473633
2019-10-04,65.1714096069336
2019-10-07,64.7566146850586
2019-10-08,64.38966369628906
2019-10-09,64.88424682617188
2019-10-10,65.23522186279297
2019-10-11,65.3309555053711
2019-10-14,64.8044662475586
2019-10-15,64.91615295410156
2019-10-16,65.25118255615234
2019-10-17,65.71385192871094
2019-10-18,65.53834533691406
2019-10-21,65.74575805664062
2019-10-22,66.0648422241211
2019-10-23,65.98505401611328
2019-10-24,65.98505401611328
2019-10-25,65.32296752929688
2019-10-28,64.87628936767578
2019-10-29,65.20332336425781
2019-10-30,65.25914764404297
2019-10-31,65.84944915771484
2019-11-01,66.42377471923828
2019-11-04,66.24830627441406
2019-11-05,64.89221954345703
2019-11-06,64.56517028808594
2019-11-07,64.0626220703125
2019-11-08,64.0386962890625
2019-11-11,63.51222610473633
2019-11-12,63.59197235107422
2019-11-13,64.48539733886719
2019-11-14,65.05975341796875
2019-11-15,65.49846649169922
2019-11-18,65.87337493896484
2019-11-19,65.74575805664062
2019-11-20,66.12865447998047
2019-11-21,66.224365234375
2019-11-22,66.39986419677734
2019-11-25,66.3918685913086
2019-11-26,66.57536315917969
2019-11-27,66.27220916748047
2019-11-29,66.29615783691406
2019-12-02,65.41071319580078
2019-12-03,65.36284637451172
2019-12-04,65.61013793945312
2019-12-05,65.4955825805664
2019-12-06,65.34233856201172
2019-12-09,64.47107696533203
2019-12-10,64.60823822021484
2019-12-11,65.26164245605469
2019-12-12,65.09224700927734
2019-12-13,65.24551391601562
2019-12-16,65.85859680175781
2019-12-17,65.79407501220703
2019-12-18,65.70531463623047
2019-12-19,65.9876708984375
2019-12-20,66.40717315673828
2019-12-23,65.68919372558594
2019-12-24,65.63274383544922
2019-12-26,65.71339416503906
2019-12-27,66.14900970458984
2019-12-30,66.21355438232422
2019-12-31,66.81051635742188
2020-01-02,66.11674499511719
2020-01-03,65.95541381835938
2020-01-06,66.46363067626953
2020-01-07,66.31840515136719
2020-01-08,65.89895629882812
2020-01-09,66.08448028564453
2020-01-10,66.20549774169922
2020-01-13,66.18936157226562
2020-01-14,66.1086654663086
2020-01-15,66.94763946533203
2020-01-16,67.36713409423828
2020-01-17,67.802734375
2020-01-21,67.78661346435547
2020-01-22,67.5123291015625
2020-01-23,67.8188705444336
2020-01-24,67.76240539550781
2020-01-27,67.21385192871094
2020-01-28,68.181884765625
2020-01-29,68.88370513916016
2020-01-30,69.76300811767578
2020-01-31,69.17412567138672
2020-02-03,69.24671936035156
2020-02-04,68.21416473388672
2020-02-05,68.50456237792969
2020-02-06,68.78690338134766
2020-02-07,68.41581726074219
2020-02-10,68.23833465576172
2020-02-11,68.7465591430664
2020-02-12,69.19831085205078
2020-02-13,69.56939697265625
2020-02-14,70.55358123779297
2020-02-18,71.77975463867188
2020-02-19,70.86011505126953
2020-02-20,71.99755859375
2020-02-21,72.1024169921875
2020-02-24,72.44124603271484
2020-02-25,70.8198013305664
2020-02-26,69.9969482421875
2020-02-27,66.28627014160156
2020-02-28,63.75816345214844
2020-03-02,68.6513442993164
2020-03-03,67.99891662597656
2020-03-04,72.60664367675781
2020-03-05,71.08975219726562
2020-03-06,70.70646667480469
2020-03-09,66.32707977294922
2020-03-10,67.868408203125
2020-03-11,64.3861083984375
2020-03-12,58.155460357666016
2020-03-13,63.84785079956055
2020-03-16,55.98614501953125
2020-03-17,65.63386535644531
2020-03-18,65.45446014404297
2020-03-19,58.59584426879883
2020-03-20,54.8199348449707
2020-03-23,48.434329986572266
2020-03-24,53.55585861206055
2020-03-25,54.91779327392578
2020-03-26,59.077003479003906
2020-03-27,59.59077835083008
2020-03-30,62.64087677001953
2020-03-31,58.87312316894531
2020-04-01,57.030033111572266
2020-04-02,57.95156478881836
2020-04-03,56.720123291015625
2020-04-06,60.43893814086914
2020-04-07,59.89253616333008
2020-04-08,63.790775299072266
2020-04-09,66.53909301757812
2020-04-13,64.85910034179688
2020-04-14,66.88977813720703
2020-04-15,65.0711441040039
2020-04-16,63.66843795776367
2020-04-17,66.47386932373047
2020-04-20,64.51659393310547
2020-04-21,62.47776412963867
2020-04-22,64.21483612060547
2020-04-23,62.72241973876953
2020-04-24,63.54610824584961
2020-04-27,64.03543090820312
2020-04-28,64.64705657958984
2020-04-29,64.15776062011719
2020-04-30,62.90184020996094
2020-05-01,61.662227630615234
2020-05-04,61.81719207763672
2020-05-05,63.56242752075195
2020-05-06,63.391178131103516
2020-05-07,63.692901611328125
2020-05-08,63.93756866455078
2020-05-11,64.62259674072266
2020-05-12,64.3861083984375
2020-05-13,64.43502807617188
2020-05-14,64.9406509399414
2020-05-15,63.790775299072266
2020-05-18,65.12007904052734
2020-05-19,64.28825378417969
2020-05-20,64.22299194335938
2020-05-21,64.10065460205078
2020-05-22,65.65834045410156
2020-05-26,65.91114807128906
2020-05-27,66.51464080810547
2020-05-28,68.25988006591797
2020-05-29,69.32821655273438
2020-06-01,70.0458755493164
2020-06-02,70.32315826416016
2020-06-03,70.52703857421875
2020-06-04,70.04884338378906
2020-06-05,69.4964370727539
2020-06-08,71.23611450195312
2020-06-09,70.78263854980469
2020-06-10,71.73079681396484
2020-06-11,69.26557922363281
2020-06-12,68.55653381347656
2020-06-15,69.29854583740234
2020-06-16,70.01587677001953
2020-06-17,69.38101959228516
2020-06-18,69.69430541992188
2020-06-19,67.37749481201172
2020-06-22,68.63894653320312
2020-06-23,68.26795196533203
2020-06-24,68.08653259277344
2020-06-25,66.89927673339844
2020-06-26,65.69551086425781
2020-06-29,66.46231079101562
2020-06-30,66.93225860595703
2020-07-01,67.89690399169922
2020-07-02,68.17725372314453
2020-07-06,60.674373626708984
2020-07-07,61.19381332397461
2020-07-08,62.0182991027832
2020-07-09,60.82276916503906
2020-07-10,60.666107177734375
2020-07-13,60.74856185913086
2020-07-14,60.94644546508789
2020-07-15,62.20793151855469
2020-07-16,63.444644927978516
2020-07-17,64.78858947753906
2020-07-20,63.93934631347656
2020-07-21,64.48350524902344
2020-07-22,65.58834838867188
2020-07-23,66.44579315185547
2020-07-24,66.29741668701172
2020-07-27,66.14075469970703
2020-07-28,67.65782165527344
2020-07-29,67.82271575927734
2020-07-30,67.21259307861328
2020-07-31,66.80860900878906
2020-08-03,66.2314453125
2020-08-04,66.6849136352539
2020-08-05,65.72025299072266
2020-08-06,65.65430450439453
2020-08-07,66.47055053710938
2020-08-10,66.05829620361328
2020-08-11,64.7720947265625
2020-08-12,65.61307525634766
2020-08-13,65.39045715332031
2020-08-14,65.01119995117188
2020-08-17,64.87103271484375
2020-08-18,64.45879364013672
2020-08-19,64.26091766357422
2020-08-20,64.06302642822266
2020-08-21,64.8380355834961
2020-08-24,65.21731567382812
2020-08-25,64.7226333618164
2020-08-26,64.3763427734375
2020-08-27,64.31037139892578
2020-08-28,64.32685089111328
2020-08-31,64.67314910888672
2020-09-01,64.16197204589844
2020-09-02,65.62957763671875
2020-09-03,65.90489196777344
2020-09-04,65.44599914550781
2020-09-08,65.24575805664062
2020-09-09,66.44722747802734
2020-09-10,65.68797302246094
2020-09-11,66.44722747802734
2020-09-14,67.3566665649414
2020-09-15,67.49848937988281
2020-09-16,68.08252716064453
2020-09-17,66.59740447998047
2020-09-18,65.04551696777344
2020-09-21,65.05387115478516
2020-09-22,64.6617202758789
2020-09-23,63.63546371459961
2020-09-24,63.668846130371094
2020-09-25,64.2862777709961
2020-09-28,64.43644714355469
2020-09-29,64.97877502441406
2020-09-30,65.8548355102539
2020-10-01,65.57115936279297
2020-10-02,66.58071899414062
2020-10-05,66.82268524169922
2020-10-06,67.6737060546875
2020-10-07,67.5986328125
2020-10-08,68.46633911132812
2020-10-09,68.23270416259766
2020-10-12,68.76669311523438
2020-10-13,68.05751037597656
2020-10-14,67.62362670898438
2020-10-15,67.42339324951172
2020-10-16,67.92402648925781
2020-10-19,67.49848937988281
2020-10-20,67.648681640625
2020-10-21,66.93950653076172
2020-10-22,67.73210906982422
2020-10-23,67.69873046875
2020-10-26,68.18266296386719
2020-10-27,68.80841827392578
2020-10-28,66.58071899414062
2020-10-29,67.54020690917969
2020-10-30,67.03125762939453
2020-11-02,68.13259887695312
2020-11-03,69.17552947998047
2020-11-04,69.00031280517578
2020-11-05,69.36743927001953
2020-11-06,69.83465576171875
2020-11-09,70.1016616821289
2020-11-10,71.55339813232422
2020-11-11,71.48666381835938
2020-11-12,70.56889343261719
2020-11-13,70.86090087890625
2020-11-16,71.81204986572266
2020-11-17,70.22679901123047
2020-11-18,67.75714874267578
2020-11-19,66.5473403930664
2020-11-20,65.62123107910156
2020-11-23,65.9549560546875
2020-11-24,66.23028564453125
2020-11-25,66.25533294677734
2020-11-27,65.94660949707031
2020-11-30,65.48771667480469
2020-12-01,66.8810806274414
2020-12-02,66.981201171875
2020-12-03,65.93001556396484
2020-12-04,63.81083297729492
2020-12-07,64.02948760986328
2020-12-08,62.86057662963867
2020-12-09,62.48215103149414
2020-12-10,62.49897384643555
2020-12-11,62.9951171875
2020-12-14,62.62510299682617
2020-12-15,63.474464416503906
2020-12-16,63.21377182006836
2020-12-17,63.852882385253906
2020-12-18,63.381961822509766
2020-12-21,62.667152404785156
2020-12-22,61.80940246582031
2020-12-23,62.26350784301758
2020-12-24,62.423274993896484
2020-12-28,61.97759246826172
2020-12-29,62.12895202636719
2020-12-30,62.28030776977539
2020-12-31,63.238990783691406
2021-01-04,62.137367248535156
2021-01-05,61.38892364501953
2021-01-06,62.7008056640625
2021-01-07,61.355289459228516
2021-01-08,61.55710220336914
2021-01-11,61.11141586303711
2021-01-12,60.152732849121094
2021-01-13,60.74980926513672
2021-01-14,59.723854064941406
2021-01-15,60.61526107788086
2021-01-19,59.67338943481445
2021-01-20,60.194793701171875
2021-01-21,60.379798889160156
2021-01-22,60.791873931884766
2021-01-25,61.85983657836914
2021-01-26,61.927127838134766
2021-01-27,61.4561882019043
2021-01-28,61.11141586303711
2021-01-29,61.296424865722656
2021-02-01,61.119834899902344
2021-02-02,61.195499420166016
2021-02-03,61.0273323059082
2021-02-04,61.12822341918945
2021-02-05,62.0112190246582
2021-02-08,62.0869140625
2021-02-09,61.48143768310547
2021-02-10,61.46460723876953
2021-02-11,61.43938064575195
2021-02-12,60.43865966796875
2021-02-16,59.816349029541016
2021-02-17,60.87594985961914
2021-02-18,61.145042419433594
2021-02-19,59.83317947387695
2021-02-22,59.849998474121094
2021-02-23,60.581607818603516
2021-02-24,59.849998474121094
2021-02-25,59.39588928222656
2021-02-26,57.45330810546875
2021-03-01,58.807220458984375
2021-03-02,58.69791030883789
2021-03-03,58.51289749145508
2021-03-04,57.706695556640625
2021-03-05,59.28514862060547
2021-03-08,61.10122299194336
2021-03-09,61.89892578125
2021-03-10,62.1280517578125
2021-03-11,61.46611785888672
2021-03-12,62.40808868408203
2021-03-15,63.256736755371094
2021-03-16,63.0445671081543
2021-03-17,62.09410095214844
2021-03-18,62.3741569519043
2021-03-19,62.24686050415039
2021-03-22,62.3741569519043
2021-03-23,62.95122146606445
2021-03-24,62.93424987792969
2021-03-25,63.83378982543945
2021-03-26,64.30900573730469
2021-03-29,65.08975219726562
2021-03-30,64.09687805175781
2021-03-31,64.46177673339844
2021-04-01,64.25810241699219
2021-04-05,64.84365844726562
2021-04-06,64.81818389892578
2021-04-07,64.68242645263672
2021-04-08,64.67393493652344
2021-04-09,64.75032043457031
2021-04-12,64.71636199951172
2021-04-13,65.74320983886719
2021-04-14,65.70075988769531
2021-04-15,66.4560546875
2021-04-16,66.94825744628906
2021-04-19,66.82096099853516
2021-04-20,67.98357391357422
2021-04-21,68.0599365234375
2021-04-22,67.39803314208984
2021-04-23,67.36407470703125
2021-04-26,66.7700424194336
2021-04-27,66.4390640258789
2021-04-28,65.8874740600586
2021-04-29,67.05858612060547
2021-04-30,67.80537414550781
2021-05-03,68.20423126220703
2021-05-04,67.38954162597656
2021-05-05,66.15055084228516
2021-05-06,66.60031127929688
2021-05-07,66.57485961914062
2021-05-10,67.43197631835938
2021-05-11,66.72760772705078
2021-05-12,65.46314239501953
2021-05-13,66.51546478271484
2021-05-14,66.25238037109375
2021-05-17,65.91293334960938
2021-05-18,65.4801254272461
2021-05-19,65.32737731933594
2021-05-20,65.54801177978516
2021-05-21,66.3881607055664
2021-05-24,65.42071533203125
2021-05-25,64.50421142578125
2021-05-26,64.45327758789062
2021-05-27,64.06292724609375
2021-05-28,64.6145248413086
2021-06-01,64.11383819580078
2021-06-02,64.82667541503906
2021-06-03,65.63958740234375
