,D
2014-05-23,44.30897521972656
2014-05-27,44.372886657714844
2014-05-28,44.06985092163086
2014-05-29,44.17945098876953
2014-05-30,44.46316146850586
2014-06-02,44.87580871582031
2014-06-03,45.04990005493164
2014-06-04,45.165958404541016
2014-06-05,45.282020568847656
2014-06-06,45.03700637817383
2014-06-09,44.49540328979492
2014-06-10,44.25038528442383
2014-06-11,43.657203674316406
2014-06-12,43.8635139465332
2014-06-13,44.12788772583008
2014-06-16,44.166568756103516
2014-06-17,44.15367889404297
2014-06-18,45.101478576660156
2014-06-19,45.778480529785156
2014-06-20,45.378719329833984
2014-06-23,45.159515380859375
2014-06-24,45.352928161621094
2014-06-25,44.97898483276367
2014-06-26,45.8623046875
2014-06-27,45.66241455078125
2014-06-30,46.113765716552734
2014-07-01,45.88166809082031
2014-07-02,44.901588439941406
2014-07-03,44.26972579956055
2014-07-07,44.39868927001953
2014-07-08,44.58565902709961
2014-07-09,44.61789321899414
2014-07-10,45.12083053588867
2014-07-11,44.81132888793945
2014-07-14,44.42447280883789
2014-07-15,44.82423400878906
2014-07-16,44.98542022705078
2014-07-17,44.57920837402344
2014-07-18,45.236873626708984
2014-07-21,45.1466064453125
2014-07-22,45.095027923583984
2014-07-23,45.26911926269531
2014-07-24,45.352928161621094
2014-07-25,45.04345703125
2014-07-28,45.70109558105469
2014-07-29,45.08858871459961
2014-07-30,44.469608306884766
2014-07-31,43.612064361572266
2014-08-01,43.5798225402832
2014-08-04,43.21875762939453
2014-08-05,42.561092376708984
2014-08-06,41.85185241699219
2014-08-07,42.39990234375
2014-08-08,43.747459411621094
2014-08-11,43.55404281616211
2014-08-12,43.515350341796875
2014-08-13,43.695884704589844
2014-08-14,44.03116226196289
2014-08-15,44.42447280883789
2014-08-18,44.28261947631836
2014-08-19,44.86935806274414
2014-08-20,44.90804672241211
2014-08-21,44.9338493347168
2014-08-22,44.817771911621094
2014-08-25,45.191734313964844
2014-08-26,44.76620864868164
2014-08-27,45.18894958496094
2014-08-28,45.42960739135742
2014-08-29,45.670249938964844
2014-09-02,45.182437896728516
2014-09-03,45.30602264404297
2014-09-04,45.7027473449707
2014-09-05,46.36614990234375
2014-09-08,46.07997512817383
2014-09-09,45.44260025024414
2014-09-10,45.22147750854492
2014-09-11,45.475128173828125
2014-09-12,44.60360336303711
2014-09-15,44.65562057495117
2014-09-16,45.09788513183594
2014-09-17,44.90928268432617
2014-09-18,44.5645637512207
2014-09-19,44.824729919433594
2014-09-22,44.42148208618164
2014-09-23,44.42148208618164
2014-09-24,44.29792785644531
2014-09-25,43.98573303222656
2014-09-26,44.24588394165039
2014-09-29,44.53857421875
2014-09-30,44.935298919677734
2014-10-01,45.04586410522461
2014-10-02,45.08488845825195
2014-10-03,45.55317306518555
2014-10-06,45.57267761230469
2014-10-07,45.65072250366211
2014-10-08,46.90598678588867
2014-10-09,45.806819915771484
2014-10-10,45.930389404296875
2014-10-13,45.52064895629883
2014-10-14,44.34345245361328
2014-10-15,43.14021682739258
2014-10-16,44.2133903503418
2014-10-17,44.7011604309082
2014-10-20,45.182437896728516
2014-10-21,45.53366470336914
2014-10-22,45.546653747558594
2014-10-23,45.59218215942383
2014-10-24,45.995418548583984
2014-10-27,45.76128387451172
2014-10-28,45.988922119140625
2014-10-29,45.63772964477539
2014-10-30,46.554771423339844
2014-10-31,46.37266159057617
2014-11-03,47.19214630126953
2014-11-04,46.71086502075195
2014-11-05,48.24577713012695
2014-11-06,47.53034973144531
2014-11-07,48.057167053222656
2014-11-10,48.36283493041992
2014-11-11,48.07017517089844
2014-11-12,47.289695739746094
2014-11-13,46.997032165527344
2014-11-14,46.54825973510742
2014-11-17,46.93198776245117
2014-11-18,46.9580078125
2014-11-19,47.12710189819336
2014-11-20,47.2636833190918
2014-11-21,47.64091491699219
2014-11-24,47.51083755493164
2014-11-25,47.628875732421875
2014-11-26,47.56329345703125
2014-11-28,47.576419830322266
2014-12-01,47.39936065673828
2014-12-02,47.76659393310547
2014-12-03,47.59608459472656
2014-12-04,47.70100021362305
2014-12-05,47.31410598754883
2014-12-08,47.445255279541016
2014-12-09,47.5501823425293
2014-12-10,47.137054443359375
2014-12-11,48.11415100097656
2014-12-12,47.687896728515625
2014-12-15,47.20262908935547
2014-12-16,47.07802963256836
2014-12-17,48.507625579833984
2014-12-18,49.39946746826172
2014-12-19,49.445369720458984
2014-12-22,50.17327880859375
2014-12-23,50.42903518676758
2014-12-24,51.399566650390625
2014-12-26,51.989768981933594
2014-12-29,52.61275863647461
2014-12-30,51.34712600708008
2014-12-31,50.42903518676758
2015-01-02,50.815940856933594
2015-01-05,50.19951629638672
2015-01-06,49.94377517700195
2015-01-07,50.14704895019531
2015-01-08,50.737239837646484
2015-01-09,50.16673278808594
2015-01-12,50.16673278808594
2015-01-13,50.127376556396484
2015-01-14,50.13392639160156
2015-01-15,50.606075286865234
2015-01-16,50.99299621582031
2015-01-20,51.39303970336914
2015-01-21,51.983211517333984
2015-01-22,51.62255096435547
2015-01-23,51.865177154541016
2015-01-26,51.76026153564453
2015-01-27,51.79304885864258
2015-01-28,51.05202865600586
2015-01-29,51.89796829223633
2015-01-30,50.42247009277344
2015-02-02,50.96676254272461
2015-02-03,51.530731201171875
2015-02-04,50.907745361328125
2015-02-05,51.602874755859375
2015-02-06,49.648658752441406
2015-02-09,49.33388900756836
2015-02-10,50.27165222167969
2015-02-11,48.6059684753418
2015-02-12,48.34367370605469
2015-02-13,47.8125
2015-02-17,47.98955535888672
2015-02-18,48.96665573120117
2015-02-19,48.38957214355469
2015-02-20,48.52071762084961
2015-02-23,48.46171188354492
2015-02-24,48.56663513183594
2015-02-25,48.10221481323242
2015-02-26,47.59943389892578
2015-02-27,47.69203186035156
2015-03-02,46.52107238769531
2015-03-03,46.95108413696289
2015-03-04,46.71293258666992
2015-03-05,47.090023040771484
2015-03-06,46.031517028808594
2015-03-09,46.0249137878418
2015-03-10,45.81982421875
2015-03-11,45.482425689697266
2015-03-12,46.19029235839844
2015-03-13,45.62135696411133
2015-03-16,46.29615783691406
2015-03-17,46.30276107788086
2015-03-18,47.579586029052734
2015-03-19,47.36787033081055
2015-03-20,47.75820541381836
2015-03-23,47.76482009887695
2015-03-24,47.2752685546875
2015-03-25,46.7724723815918
2015-03-26,46.547542572021484
2015-03-27,46.567386627197266
2015-03-30,47.06355285644531
2015-03-31,46.88494873046875
2015-04-01,47.308349609375
2015-04-02,47.35464859008789
2015-04-06,48.10221481323242
2015-04-07,47.59943389892578
2015-04-08,47.467105865478516
2015-04-09,47.21572494506836
2015-04-10,47.566349029541016
2015-04-13,47.03047561645508
2015-04-14,47.387725830078125
2015-04-15,47.91035842895508
2015-04-16,47.50019454956055
2015-04-17,47.281883239746094
2015-04-20,48.12868118286133
2015-04-21,47.69203186035156
2015-04-22,47.97651290893555
2015-04-23,48.42636489868164
2015-04-24,48.65131378173828
2015-04-27,48.009605407714844
2015-04-28,48.122066497802734
2015-04-29,47.83098220825195
2015-04-30,47.420799255371094
2015-05-01,47.434043884277344
2015-05-04,47.47373580932617
2015-05-05,46.85186004638672
2015-05-06,46.779090881347656
2015-05-07,46.924644470214844
2015-05-08,47.49357223510742
2015-05-11,46.977561950683594
2015-05-12,47.03047561645508
2015-05-13,46.904781341552734
2015-05-14,47.36787033081055
2015-05-15,47.75820541381836
2015-05-18,47.80451202392578
2015-05-19,47.75820541381836
2015-05-20,47.559730529785156
2015-05-21,47.6457405090332
2015-05-22,47.61265182495117
2015-05-26,47.308349609375
2015-05-27,47.28697204589844
2015-05-28,47.38043212890625
2015-05-29,47.08001708984375
2015-06-01,47.06666564941406
2015-06-02,46.45913314819336
2015-06-03,45.684715270996094
2015-06-04,45.31752014160156
2015-06-05,44.8234977722168
2015-06-08,44.68330764770508
2015-06-09,44.61652755737305
2015-06-10,44.62987518310547
2015-06-11,44.91027069091797
2015-06-12,44.59650802612305
2015-06-15,44.796791076660156
2015-06-16,44.97704315185547
2015-06-17,45.39762878417969
2015-06-18,45.9650993347168
2015-06-19,45.43101501464844
2015-06-22,45.57120895385742
2015-06-23,45.1038818359375
2015-06-24,45.163978576660156
2015-06-25,44.75673294067383
2015-06-26,44.91027069091797
2015-06-29,44.92362976074219
2015-06-30,44.64323043823242
2015-07-01,44.77674865722656
2015-07-02,45.33087158203125
2015-07-06,45.2974853515625
2015-07-07,46.285552978515625
2015-07-08,46.35232162475586
2015-07-09,45.831581115722656
2015-07-10,46.038543701171875
2015-07-13,46.125335693359375
2015-07-14,46.198760986328125
2015-07-15,46.41240310668945
2015-07-16,46.85303497314453
2015-07-17,46.49919128417969
2015-07-20,46.258853912353516
2015-07-21,45.911705017089844
2015-07-22,45.88499450683594
2015-07-23,45.55117416381836
2015-07-24,45.79152297973633
2015-07-27,46.15871810913086
2015-07-28,46.81964111328125
2015-07-29,47.16680908203125
2015-07-30,47.43386459350586
2015-07-31,47.86780548095703
2015-08-03,47.88115310668945
2015-08-04,46.89976501464844
2015-08-05,47.50729751586914
2015-08-06,47.62078094482422
2015-08-07,48.295074462890625
2015-08-10,48.30174255371094
2015-08-11,48.52206802368164
2015-08-12,49.73043441772461
2015-08-13,50.0241813659668
2015-08-14,50.31794738769531
2015-08-17,50.885414123535156
2015-08-18,50.79861068725586
2015-08-19,50.83199691772461
2015-08-20,50.55160903930664
2015-08-21,50.33796691894531
2015-08-24,48.30842208862305
2015-08-25,46.886409759521484
2015-08-26,47.585845947265625
2015-08-27,47.983402252197266
2015-08-28,47.86211395263672
2015-08-31,46.99961853027344
2015-09-01,45.68564224243164
2015-09-02,45.88105392456055
2015-09-03,45.88105392456055
2015-09-04,45.30156707763672
2015-09-08,46.305572509765625
2015-09-09,45.87431335449219
2015-09-10,45.32850646972656
2015-09-11,45.65869140625
2015-09-14,45.8945198059082
2015-09-15,45.87431335449219
2015-09-16,46.32578659057617
2015-09-17,46.8042106628418
2015-09-18,46.49423599243164
2015-09-21,46.70986557006836
2015-09-22,46.54814529418945
2015-09-23,46.64248275756836
2015-09-24,46.77724075317383
2015-09-25,47.208499908447266
2015-09-28,46.78398513793945
2015-09-29,46.68964385986328
2015-09-30,47.42411422729492
2015-10-01,46.60205841064453
2015-10-02,46.73006820678711
2015-10-05,47.38369369506836
2015-10-06,47.019840240478516
2015-10-07,47.019840240478516
2015-10-08,47.6464958190918
2015-10-09,47.85538101196289
2015-10-12,48.51573944091797
2015-10-13,48.44834518432617
2015-10-14,48.57637023925781
2015-10-15,49.054786682128906
2015-10-16,49.28388595581055
2015-10-19,49.438873291015625
2015-10-20,49.654510498046875
2015-10-21,49.809471130371094
2015-10-22,50.193580627441406
2015-10-23,49.24346160888672
2015-10-26,49.081748962402344
2015-10-27,48.7583122253418
2015-10-28,48.19229507446289
2015-10-29,47.76103591918945
2015-10-30,48.13164520263672
2015-11-02,47.65996170043945
2015-11-03,47.6464958190918
2015-11-04,47.55214309692383
2015-11-05,47.32978057861328
2015-11-06,45.719329833984375
2015-11-09,45.63848876953125
2015-11-10,45.68564224243164
2015-11-11,46.029296875
2015-11-12,45.759769439697266
2015-11-13,45.95518112182617
2015-11-16,46.66944122314453
2015-11-17,46.022544860839844
2015-11-18,46.14385223388672
2015-11-19,46.372947692871094
2015-11-20,46.49423599243164
2015-11-23,45.96909713745117
2015-11-24,45.901100158691406
2015-11-25,45.72423553466797
2015-11-27,45.82627487182617
2015-11-30,45.82627487182617
2015-12-01,45.85348129272461
2015-12-02,44.98960876464844
2015-12-03,44.32978439331055
2015-12-04,45.302494049072266
2015-12-07,44.98960876464844
2015-12-08,44.83314895629883
2015-12-09,45.023616790771484
2015-12-10,44.350189208984375
2015-12-11,44.13933181762695
2015-12-14,44.48623275756836
2015-12-15,44.99641036987305
2015-12-16,45.96231460571289
2015-12-17,45.94189453125
2015-12-18,45.506568908691406
2015-12-21,45.27528762817383
2015-12-22,45.669822692871094
2015-12-23,46.309226989746094
2015-12-24,46.09835433959961
2015-12-28,46.15956497192383
2015-12-29,46.69014358520508
2015-12-30,46.717350006103516
2015-12-31,46.00992965698242
2016-01-04,45.894287109375
2016-01-05,46.28881072998047
2016-01-06,46.57451629638672
2016-01-07,46.601722717285156
2016-01-08,47.288726806640625
2016-01-11,47.21391677856445
2016-01-12,46.867000579833984
2016-01-13,46.948631286621094
2016-01-14,47.39075469970703
2016-01-15,46.85338592529297
2016-01-19,47.54721450805664
2016-01-20,46.75136184692383
2016-01-21,46.588104248046875
2016-01-22,47.45198440551758
2016-01-25,47.31593322753906
2016-01-26,47.424781799316406
2016-01-27,47.417972564697266
2016-01-28,48.25464630126953
2016-01-29,49.09130859375
2016-02-01,47.7376823425293
2016-02-02,47.54041290283203
2016-02-03,47.56763458251953
2016-02-04,47.907737731933594
2016-02-05,48.336273193359375
2016-02-08,47.26832962036133
2016-02-09,47.907737731933594
2016-02-10,47.81250762939453
2016-02-11,47.0778694152832
2016-02-12,46.894203186035156
2016-02-16,47.037052154541016
2016-02-17,47.45877456665039
2016-02-18,47.4451904296875
2016-02-19,47.2479248046875
2016-02-22,48.11860275268555
2016-02-23,48.21381759643555
2016-02-24,48.44511032104492
2016-02-25,48.860023498535156
2016-02-26,47.62883758544922
2016-02-29,47.56082534790039
2016-03-01,47.58122253417969
2016-03-02,47.25142288208008
2016-03-03,48.08967590332031
2016-03-04,48.522544860839844
2016-03-07,48.93480682373047
2016-03-08,49.278358459472656
2016-03-09,49.53944778442383
2016-03-10,49.18901443481445
2016-03-11,49.62189865112305
2016-03-14,49.704345703125
2016-03-15,50.150943756103516
2016-03-16,50.5425910949707
2016-03-17,51.22282791137695
2016-03-18,50.47389602661133
2016-03-21,50.59069061279297
2016-03-22,50.130348205566406
2016-03-23,50.508262634277344
2016-03-24,50.44640350341797
2016-03-28,50.26089859008789
2016-03-29,51.28465270996094
2016-03-30,51.36024475097656
2016-03-31,51.614479064941406
2016-04-01,51.79997634887695
2016-04-04,51.24345779418945
2016-04-05,50.19218444824219
2016-04-06,49.98606491088867
2016-04-07,50.13722229003906
2016-04-08,50.18532180786133
2016-04-11,50.068511962890625
2016-04-12,50.308990478515625
2016-04-13,50.02040481567383
2016-04-14,49.95170211791992
2016-04-15,50.19218444824219
2016-04-18,50.068511962890625
2016-04-19,50.034149169921875
2016-04-20,48.838600158691406
2016-04-21,47.75988006591797
2016-04-22,48.13777160644531
2016-04-25,48.233970642089844
2016-04-26,48.02783966064453
2016-04-27,48.61187744140625
2016-04-28,48.80425262451172
2016-04-29,49.10657501220703
2016-05-02,49.53944778442383
2016-05-03,49.42951965332031
2016-05-04,50.00666046142578
2016-05-05,49.46387481689453
2016-05-06,48.96915817260742
2016-05-09,49.11345291137695
2016-05-10,49.140933990478516
2016-05-11,49.278358459472656
2016-05-12,49.66313171386719
2016-05-13,49.532569885253906
2016-05-16,49.62189865112305
2016-05-17,48.838600158691406
2016-05-18,47.82857894897461
2016-05-19,48.70117950439453
2016-05-20,48.76990509033203
2016-05-23,48.192752838134766
2016-05-24,48.632484436035156
2016-05-25,48.74241638183594
2016-05-26,49.17527770996094
2016-05-27,49.20277404785156
2016-05-31,49.64250564575195
2016-06-01,49.73271179199219
2016-06-02,49.60088348388672
2016-06-03,50.62772750854492
2016-06-06,50.48897171020508
2016-06-07,50.301631927490234
2016-06-08,50.61384963989258
2016-06-09,51.1619758605957
2016-06-10,50.89137268066406
2016-06-13,50.919132232666016
2016-06-14,51.113399505615234
2016-06-15,51.120330810546875
2016-06-16,51.26603317260742
2016-06-17,51.425601959228516
2016-06-20,51.59213638305664
2016-06-21,51.58517837524414
2016-06-22,51.1966667175293
2016-06-23,51.30766677856445
2016-06-24,51.46030807495117
2016-06-27,52.00146484375
2016-06-28,53.03525924682617
2016-06-29,53.01445007324219
2016-06-30,54.06904220581055
2016-07-01,54.020484924316406
2016-07-05,54.42984390258789
2016-07-06,54.755924224853516
2016-07-07,53.74989318847656
2016-07-08,54.24944305419922
2016-07-11,54.22169494628906
2016-07-12,53.70825958251953
2016-07-13,53.95803451538086
2016-07-14,53.52091979980469
2016-07-15,53.791534423828125
2016-07-18,53.992733001708984
2016-07-19,53.99968338012695
2016-07-20,53.631954193115234
2016-07-21,53.84009552001953
2016-07-22,54.471466064453125
2016-07-25,54.54084396362305
2016-07-26,53.791534423828125
2016-07-27,53.090763092041016
2016-07-28,53.38217544555664
2016-07-29,54.13150405883789
2016-08-01,53.826229095458984
2016-08-02,53.680511474609375
2016-08-03,53.25035095214844
2016-08-04,53.021392822265625
2016-08-05,52.29288864135742
2016-08-08,52.02922821044922
2016-08-09,51.84885025024414
2016-08-10,52.04310989379883
2016-08-11,52.31370544433594
2016-08-12,52.70225524902344
2016-08-15,52.03618621826172
2016-08-16,51.814151763916016
2016-08-17,53.18095779418945
2016-08-18,53.32666015625
2016-08-19,52.59122848510742
2016-08-22,52.924259185791016
2016-08-23,52.61204147338867
2016-08-24,52.813236236572266
2016-08-25,52.896507263183594
2016-08-26,51.855777740478516
2016-08-29,52.514892578125
2016-08-30,52.00146484375
2016-08-31,51.938446044921875
2016-09-01,51.86842727661133
2016-09-02,52.35166549682617
2016-09-06,52.876922607421875
2016-09-07,52.79989242553711
2016-09-08,52.88392639160156
2016-09-09,50.77584457397461
2016-09-12,51.86140823364258
2016-09-13,51.490211486816406
2016-09-14,51.6793327331543
2016-09-15,52.14155578613281
2016-09-16,52.56876754760742
2016-09-19,53.15706253051758
2016-09-20,52.96795654296875
2016-09-21,53.75236892700195
2016-09-22,53.95549392700195
2016-09-23,53.93446731567383
2016-09-26,53.6473274230957
2016-09-27,53.07301330566406
2016-09-28,53.115055084228516
2016-09-29,52.35166549682617
2016-09-30,52.01548385620117
2016-10-03,51.3221435546875
2016-10-04,50.530738830566406
2016-10-05,50.34163284301758
2016-10-06,50.36264419555664
2016-10-07,50.075504302978516
2016-10-10,50.57976150512695
2016-10-11,50.20857238769531
2016-10-12,50.53773498535156
2016-10-13,51.34314727783203
2016-10-14,50.97194290161133
2016-10-17,51.00699996948242
2016-10-18,51.385169982910156
2016-10-19,51.273109436035156
2016-10-20,51.20307922363281
2016-10-21,51.013980865478516
2016-10-24,51.21007537841797
2016-10-25,51.40618896484375
2016-10-26,51.707340240478516
2016-10-27,51.336151123046875
2016-10-28,51.469200134277344
2016-10-31,52.66682052612305
2016-11-01,52.148555755615234
2016-11-02,51.89641189575195
2016-11-03,52.071502685546875
2016-11-04,51.6793327331543
2016-11-07,52.330650329589844
2016-11-08,52.876922607421875
2016-11-09,51.28011703491211
2016-11-10,49.81636428833008
2016-11-11,49.5572395324707
2016-11-14,49.0179557800293
2016-11-15,49.89341354370117
2016-11-16,49.76034927368164
2016-11-17,49.74633026123047
2016-11-18,49.83037567138672
2016-11-21,50.600765228271484
2016-11-22,51.25910568237305
2016-11-23,51.03499221801758
2016-11-25,51.791378021240234
2016-11-28,52.645816802978516
2016-11-29,53.304141998291016
2016-11-30,51.80561447143555
2016-12-01,51.42390823364258
2016-12-02,52.1519660949707
2016-12-05,51.939903259277344
2016-12-06,51.39562225341797
2016-12-07,51.954044342041016
2016-12-08,51.954044342041016
2016-12-09,52.682106018066406
2016-12-12,53.33949279785156
2016-12-13,53.68584442138672
2016-12-14,52.392295837402344
2016-12-15,52.71038055419922
2016-12-16,53.62929153442383
2016-12-19,54.08168411254883
2016-12-20,54.08168411254883
2016-12-21,53.890846252441406
2016-12-22,54.1665153503418
2016-12-23,54.2513313293457
2016-12-27,54.194766998291016
2016-12-28,53.9544563293457
2016-12-29,54.42097854614258
2016-12-30,54.13825607299805
2017-01-03,53.897911071777344
2017-01-04,53.848426818847656
2017-01-05,53.91912078857422
2017-01-06,54.357364654541016
2017-01-09,53.52328109741211
2017-01-10,53.318275451660156
2017-01-11,53.45965576171875
2017-01-12,53.21225357055664
2017-01-13,53.16278076171875
2017-01-17,53.862548828125
2017-01-18,53.841365814208984
2017-01-19,53.45257568359375
2017-01-20,53.57276916503906
2017-01-23,53.4243049621582
2017-01-24,53.3465690612793
2017-01-25,53.58689498901367
2017-01-26,53.5020637512207
2017-01-27,53.381900787353516
2017-01-30,53.1981201171875
2017-01-31,53.91912078857422
2017-02-01,50.787742614746094
2017-02-02,50.66755676269531
2017-02-03,50.68170166015625
2017-02-06,51.04218673706055
2017-02-07,51.141151428222656
2017-02-08,51.840938568115234
2017-02-09,50.99979782104492
2017-02-10,51.862159729003906
2017-02-13,52.11663055419922
2017-02-14,51.685447692871094
2017-02-15,51.16236114501953
2017-02-16,51.798545837402344
2017-02-17,52.144893646240234
2017-02-21,52.84468460083008
2017-02-22,53.26173782348633
2017-02-23,53.83428955078125
2017-02-24,54.428043365478516
2017-02-27,54.336151123046875
2017-02-28,54.88043212890625
2017-03-01,54.42716979980469
2017-03-02,55.119571685791016
2017-03-03,54.64846420288086
2017-03-06,54.42003631591797
2017-03-07,54.33439254760742
2017-03-08,53.62771224975586
2017-03-09,53.46354675292969
2017-03-10,54.0131721496582
2017-03-13,54.3129768371582
2017-03-14,54.484283447265625
2017-03-15,55.56925582885742
2017-03-16,54.81975173950195
2017-03-17,55.04818344116211
2017-03-20,54.841182708740234
2017-03-21,55.82622146606445
2017-03-22,56.140289306640625
2017-03-23,55.86192321777344
2017-03-24,55.86192321777344
2017-03-27,55.61921310424805
2017-03-28,55.719146728515625
2017-03-29,55.44076156616211
2017-03-30,55.25517272949219
2017-03-31,55.369380950927734
2017-04-03,55.49073791503906
2017-04-04,55.40507125854492
2017-04-05,55.64775848388672
2017-04-06,55.82622146606445
2017-04-07,55.3836669921875
2017-04-10,55.612091064453125
2017-04-11,55.305152893066406
2017-04-12,55.626365661621094
2017-04-13,55.34084701538086
2017-04-17,55.63350296020508
2017-04-18,55.66918182373047
2017-04-19,55.20521545410156
2017-04-20,55.21950149536133
2017-04-21,55.34798049926758
2017-04-24,55.726295471191406
2017-04-25,55.462188720703125
2017-04-26,55.31228256225586
2017-04-27,55.455055236816406
2017-04-28,55.26945495605469
2017-05-01,54.919708251953125
2017-05-02,55.119571685791016
2017-05-03,54.655601501464844
2017-05-04,55.17668151855469
2017-05-05,55.84051513671875
2017-05-08,56.05464172363281
2017-05-09,55.305152893066406
2017-05-10,55.48360824584961
2017-05-11,55.39794158935547
2017-05-12,55.626365661621094
2017-05-15,55.654911041259766
2017-05-16,55.112430572509766
2017-05-17,55.305152893066406
2017-05-18,55.904747009277344
2017-05-19,56.09746170043945
2017-05-22,56.88977813720703
2017-05-23,56.896907806396484
2017-05-24,57.310916900634766
2017-05-25,57.79629898071289
2017-05-26,57.83915328979492
2017-05-30,57.83201599121094
2017-05-31,58.195865631103516
2017-06-01,58.65699005126953
2017-06-02,58.50568771362305
2017-06-05,58.131019592285156
2017-06-06,57.85721969604492
2017-06-07,57.97249984741211
2017-06-08,57.403297424316406
2017-06-09,57.122291564941406
2017-06-12,57.251991271972656
2017-06-13,57.1871337890625
2017-06-14,57.63383865356445
2017-06-15,57.77075958251953
2017-06-16,58.15262985229492
2017-06-19,57.90765380859375
2017-06-20,57.78517532348633
2017-06-21,57.035831451416016
2017-06-22,56.8701171875
2017-06-23,56.48104476928711
2017-06-26,56.66836929321289
2017-06-27,56.12797546386719
2017-06-28,55.515533447265625
2017-06-29,55.52275466918945
2017-06-30,55.212928771972656
2017-07-03,54.83106994628906
2017-07-05,54.61491775512695
2017-07-06,54.55726623535156
2017-07-07,54.60770797729492
2017-07-10,54.4708137512207
2017-07-11,54.78063201904297
2017-07-12,55.17688751220703
2017-07-13,54.83827209472656
2017-07-14,55.15528869628906
2017-07-17,55.20573043823242
2017-07-18,55.378658294677734
2017-07-19,55.465110778808594
2017-07-20,55.44350051879883
2017-07-21,55.89021301269531
2017-07-24,55.313785552978516
2017-07-25,55.328216552734375
2017-07-26,55.515533447265625
2017-07-27,55.56599807739258
2017-07-28,55.472312927246094
2017-07-31,55.60921096801758
2017-08-01,55.69568634033203
2017-08-02,56.09915542602539
2017-08-03,56.48825454711914
2017-08-04,56.25767517089844
2017-08-07,56.142398834228516
2017-08-08,56.17121505737305
2017-08-09,56.08476257324219
2017-08-10,56.07035446166992
2017-08-11,55.760536193847656
2017-08-14,55.969482421875
2017-08-15,56.12797546386719
2017-08-16,56.37295913696289
2017-08-17,56.286495208740234
2017-08-18,56.69719696044922
2017-08-21,56.733219146728516
2017-08-22,56.89891815185547
2017-08-23,57.079063415527344
2017-08-24,57.244773864746094
2017-08-25,57.69871139526367
2017-08-28,57.741947174072266
2017-08-29,57.81399154663086
2017-08-30,57.33028030395508
2017-08-31,57.293914794921875
2017-09-01,56.97389221191406
2017-09-05,56.8720588684082
2017-09-06,56.726585388183594
2017-09-07,56.91569900512695
2017-09-08,57.635780334472656
2017-09-11,58.130374908447266
2017-09-12,56.86478805541992
2017-09-13,56.78477478027344
2017-09-14,57.584877014160156
2017-09-15,57.82489776611328
