,OMC
2015-06-02,54.420047760009766
2015-06-03,54.68264389038086
2015-06-04,53.96052551269531
2015-06-05,53.661495208740234
2015-06-08,53.515602111816406
2015-06-09,53.10715866088867
2015-06-10,53.76814270019531
2015-06-11,53.702030181884766
2015-06-12,53.24669647216797
2015-06-15,52.673831939697266
2015-06-16,53.12184524536133
2015-06-17,53.33481979370117
2015-06-18,53.43030548095703
2015-06-19,52.9896354675293
2015-06-22,53.44497299194336
2015-06-23,52.76930236816406
2015-06-24,52.10095977783203
2015-06-25,51.8659553527832
2015-06-26,52.02752685546875
2015-06-29,50.82303237915039
2015-06-30,51.03603744506836
2015-07-01,51.33715057373047
2015-07-02,50.94055938720703
2015-07-06,50.86711883544922
2015-07-07,51.79983901977539
2015-07-08,51.23432159423828
2015-07-09,52.13768768310547
2015-07-10,53.38623046875
2015-07-13,53.35686111450195
2015-07-14,53.35686111450195
2015-07-15,53.613914489746094
2015-07-16,53.94440841674805
2015-07-17,54.20146560668945
2015-07-20,54.39240646362305
2015-07-21,53.731407165527344
2015-07-22,54.12800598144531
2015-07-23,53.643287658691406
2015-07-24,52.7619514465332
2015-07-27,52.490211486816406
2015-07-28,53.180599212646484
2015-07-29,53.76079559326172
2015-07-30,53.52576446533203
2015-07-31,53.67266082763672
2015-08-03,53.40824508666992
2015-08-04,53.452327728271484
2015-08-05,54.30428695678711
2015-08-06,53.0777587890625
2015-08-07,53.217308044433594
2015-08-10,54.34098815917969
2015-08-11,53.5184440612793
2015-08-12,53.613914489746094
2015-08-13,53.69469451904297
2015-08-14,54.03254318237305
2015-08-17,54.25285720825195
2015-08-18,53.80485534667969
2015-08-19,53.283424377441406
2015-08-20,51.704376220703125
2015-08-21,50.61007308959961
2015-08-24,49.06040573120117
2015-08-25,48.59037399291992
2015-08-26,49.51573944091797
2015-08-27,49.7874870300293
2015-08-28,49.75077438354492
2015-08-31,49.19260025024414
2015-09-01,47.863258361816406
2015-09-02,48.81068801879883
2015-09-03,49.08976364135742
2015-09-04,48.50222396850586
2015-09-08,49.97843551635742
2015-09-09,49.25135040283203
2015-09-10,49.50107192993164
2015-09-11,49.692012786865234
2015-09-14,49.31745529174805
2015-09-15,50.0959587097168
2015-09-16,51.17558670043945
2015-09-17,50.72022247314453
2015-09-18,49.83246994018555
2015-09-21,50.0470085144043
2015-09-22,49.40340042114258
2015-09-23,49.4329833984375
2015-09-24,49.107479095458984
2015-09-25,48.634010314941406
2015-09-28,47.93118667602539
2015-09-29,47.97559356689453
2015-09-30,48.75238037109375
2015-10-01,48.759765625
2015-10-02,50.305946350097656
2015-10-05,50.860782623291016
2015-10-06,50.808998107910156
2015-10-07,51.733734130859375
2015-10-08,52.488338470458984
2015-10-09,52.480934143066406
2015-10-12,52.59928894042969
2015-10-13,52.46613693237305
2015-10-14,52.42914962768555
2015-10-15,53.05057144165039
2015-10-16,53.39828109741211
2015-10-19,53.435272216796875
2015-10-20,53.531436920166016
2015-10-21,53.86434555053711
2015-10-22,55.00362014770508
2015-10-23,54.55235290527344
2015-10-26,55.15159225463867
2015-10-27,55.4253044128418
2015-10-28,55.36611557006836
2015-10-29,55.72862243652344
2015-10-30,55.4253044128418
2015-11-02,55.484493255615234
2015-11-03,55.34392547607422
2015-11-04,54.396995544433594
2015-11-05,54.189857482910156
2015-11-06,54.37480545043945
2015-11-09,53.6497917175293
2015-11-10,54.09366989135742
2015-11-11,54.05670166015625
2015-11-12,53.731201171875
2015-11-13,52.91740417480469
2015-11-16,53.99750900268555
2015-11-17,53.287322998046875
2015-11-18,53.92353057861328
2015-11-19,54.115867614746094
2015-11-20,54.55975341796875
2015-11-23,54.655914306640625
2015-11-24,54.012306213378906
2015-11-25,54.7742919921875
2015-11-27,54.51536560058594
2015-11-30,54.68552017211914
2015-12-01,55.484493255615234
2015-12-02,54.8482666015625
2015-12-03,54.818668365478516
2015-12-04,55.66203689575195
2015-12-07,56.61637878417969
2015-12-08,56.453609466552734
2015-12-09,55.49189758300781
2015-12-10,55.81001281738281
2015-12-11,54.89266586303711
2015-12-14,54.811283111572266
2015-12-15,54.72991180419922
2015-12-16,55.66094207763672
2015-12-17,54.87142562866211
2015-12-18,54.83418273925781
2015-12-21,55.40768814086914
2015-12-22,56.16742706298828
2015-12-23,56.8526496887207
2015-12-24,56.666481018066406
2015-12-28,56.98672866821289
2015-12-29,57.463417053222656
2015-12-30,57.076107025146484
2015-12-31,56.35362243652344
2016-01-04,54.79693603515625
2016-01-05,55.08741760253906
2016-01-06,53.58286666870117
2016-01-07,52.51777267456055
2016-01-08,52.06341552734375
2016-01-11,51.87722396850586
2016-01-12,52.73375701904297
2016-01-13,51.57928466796875
2016-01-14,52.6965446472168
2016-01-15,51.89211654663086
2016-01-19,51.31114959716797
2016-01-20,50.60356903076172
2016-01-21,51.132389068603516
2016-01-22,52.592247009277344
2016-01-25,52.04851531982422
2016-01-26,53.6201171875
2016-01-27,53.2700309753418
2016-01-28,53.54562759399414
2016-01-29,54.633079528808594
2016-02-01,55.0799674987793
2016-02-02,53.90315246582031
2016-02-03,53.97762680053711
2016-02-04,54.111698150634766
2016-02-05,53.039127349853516
2016-02-08,51.92935562133789
2016-02-09,53.34453201293945
2016-02-10,54.72244644165039
2016-02-11,53.54562759399414
2016-02-12,54.633079528808594
2016-02-16,56.42066192626953
2016-02-17,56.20466232299805
2016-02-18,56.61432647705078
2016-02-19,56.99416732788086
2016-02-22,57.44107437133789
2016-02-23,57.217620849609375
2016-02-24,57.27720642089844
2016-02-25,57.88052749633789
2016-02-26,57.80604934692383
2016-02-29,57.95500564575195
2016-03-01,58.84135055541992
2016-03-02,58.40190124511719
2016-03-03,58.38699722290039
2016-03-04,58.662601470947266
2016-03-07,58.84249496459961
2016-03-08,58.36274719238281
2016-03-09,58.190338134765625
2016-03-10,58.15287399291992
2016-03-11,59.17979431152344
2016-03-14,59.194801330566406
2016-03-15,59.134849548339844
2016-03-16,59.73447799682617
2016-03-17,60.31167984008789
2016-03-18,60.701454162597656
2016-03-21,61.07624816894531
2016-03-22,60.9713134765625
2016-03-23,60.9338493347168
2016-03-24,60.9713134765625
2016-03-28,61.615943908691406
2016-03-29,62.06570816040039
2016-03-30,62.45549011230469
2016-03-31,62.3880615234375
2016-04-01,62.890262603759766
2016-04-04,62.87525939941406
2016-04-05,62.45549011230469
2016-04-06,62.96520233154297
2016-04-07,62.148162841796875
2016-04-08,62.32806396484375
2016-04-11,62.462982177734375
2016-04-12,63.220062255859375
2016-04-13,63.28004455566406
2016-04-14,62.77030563354492
2016-04-15,63.19007873535156
2016-04-18,63.90219497680664
2016-04-19,63.5198974609375
2016-04-20,62.52295684814453
2016-04-21,62.98018264770508
2016-04-22,62.79282760620117
2016-04-25,62.605411529541016
2016-04-26,62.882747650146484
2016-04-27,63.062644958496094
2016-04-28,62.35057067871094
2016-04-29,62.193115234375
2016-05-02,62.67287826538086
2016-05-03,62.552921295166016
2016-05-04,62.47797775268555
2016-05-05,62.4105224609375
2016-05-06,62.93526077270508
2016-05-09,62.717838287353516
2016-05-10,63.39997482299805
2016-05-11,63.05516815185547
2016-05-12,63.16008377075195
2016-05-13,62.762794494628906
2016-05-16,63.16008377075195
2016-05-17,62.44049835205078
2016-05-18,62.3880615234375
2016-05-19,61.773372650146484
2016-05-20,62.058223724365234
2016-05-23,61.608463287353516
2016-05-24,62.12569046020508
2016-05-25,61.51102066040039
2016-05-26,61.608463287353516
2016-05-27,61.9457893371582
2016-05-31,62.462982177734375
2016-06-01,62.17814254760742
2016-06-02,62.2456169128418
2016-06-03,61.42106246948242
2016-06-06,61.79584503173828
2016-06-07,62.41801071166992
2016-06-08,63.99213409423828
2016-06-09,63.675270080566406
2016-06-10,62.86801528930664
2016-06-13,61.97777557373047
2016-06-14,61.751461029052734
2016-06-15,61.57792663574219
2016-06-16,61.645816802978516
2016-06-17,61.374202728271484
2016-06-20,62.581336975097656
2016-06-21,62.830291748046875
2016-06-22,63.25278854370117
2016-06-23,64.09776306152344
2016-06-24,60.876285552978516
2016-06-27,58.52241134643555
2016-06-28,59.47301483154297
2016-06-29,60.43115234375
2016-06-30,61.479835510253906
2016-07-01,61.6307258605957
2016-07-05,60.91399383544922
2016-07-06,61.427032470703125
2016-07-07,62.098480224609375
2016-07-08,62.70958709716797
2016-07-11,63.343318939208984
2016-07-12,63.78089904785156
2016-07-13,64.09776306152344
2016-07-14,62.70958709716797
2016-07-15,62.45307159423828
2016-07-18,62.649234771728516
2016-07-19,62.860469818115234
2016-07-20,63.132083892822266
2016-07-21,61.736358642578125
2016-07-22,62.370079040527344
2016-07-25,62.45307159423828
2016-07-26,62.33236312866211
2016-07-27,62.13619613647461
2016-07-28,62.40026092529297
2016-07-29,62.083404541015625
2016-08-01,62.317256927490234
2016-08-02,61.298789978027344
2016-08-03,61.19314193725586
2016-08-04,61.51000213623047
2016-08-05,62.196563720703125
2016-08-08,61.8193359375
2016-08-09,61.766544342041016
2016-08-10,62.03813171386719
2016-08-11,62.73222351074219
2016-08-12,63.56965637207031
2016-08-15,64.33917236328125
2016-08-16,63.41120910644531
2016-08-17,63.80354309082031
2016-08-18,63.51685333251953
2016-08-19,63.637577056884766
2016-08-22,63.697914123535156
2016-08-23,63.87898635864258
2016-08-24,63.69034957885742
2016-08-25,63.66018295288086
2016-08-26,63.788448333740234
2016-08-29,64.76168060302734
2016-08-30,65.15397644042969
2016-08-31,64.98046112060547
2016-09-01,65.07101440429688
2016-09-02,65.41050720214844
2016-09-06,65.16153717041016
2016-09-07,65.74999237060547
2016-09-08,64.92764282226562
2016-09-09,63.18490219116211
2016-09-12,64.35430145263672
2016-09-13,63.18490219116211
2016-09-14,63.041542053222656
2016-09-15,63.83372497558594
2016-09-16,63.343318939208984
2016-09-19,63.38104248046875
2016-09-20,63.82908248901367
2016-09-21,64.47459411621094
2016-09-22,64.82393646240234
2016-09-23,63.965797424316406
2016-09-26,63.69241714477539
2016-09-27,64.52017974853516
2016-09-28,64.76317596435547
2016-09-29,63.82908248901367
2016-09-30,64.55054473876953
2016-10-03,64.12528991699219
2016-10-04,63.27473831176758
2016-10-05,62.99374008178711
2016-10-06,63.07728958129883
2016-10-07,62.45454406738281
2016-10-10,62.773502349853516
2016-10-11,62.22673034667969
2016-10-12,62.7887077331543
2016-10-13,62.3254508972168
2016-10-14,62.932987213134766
2016-10-17,62.90262222290039
2016-10-18,61.41413879394531
2016-10-19,61.011661529541016
2016-10-20,60.472469329833984
2016-10-21,60.563602447509766
2016-10-24,61.09518814086914
2016-10-25,60.81420135498047
2016-10-26,60.4496955871582
2016-10-27,60.085182189941406
2016-10-28,60.4876708984375
2016-10-31,60.61677169799805
2016-11-01,60.15351486206055
2016-11-02,59.9940299987793
2016-11-03,60.168704986572266
2016-11-04,60.388938903808594
2016-11-07,61.201515197753906
2016-11-08,61.786258697509766
2016-11-09,61.36857604980469
2016-11-10,61.03444290161133
2016-11-11,61.76347732543945
2016-11-14,63.183597564697266
2016-11-15,63.73795700073242
2016-11-16,64.48979187011719
2016-11-17,66.28201293945312
2016-11-18,64.43663787841797
2016-11-21,65.56817626953125
2016-11-22,66.62376403808594
2016-11-23,66.63895416259766
2016-11-25,67.18572235107422
2016-11-28,66.9806900024414
2016-11-29,67.0870132446289
2016-11-30,66.02381134033203
2016-12-01,66.53263092041016
2016-12-02,65.56817626953125
2016-12-05,65.34794616699219
2016-12-06,63.98857879638672
2016-12-07,64.83154296875
2016-12-08,64.87712097167969
2016-12-09,65.97065734863281
2016-12-12,66.3124008178711
2016-12-13,67.07182312011719
2016-12-14,66.7452621459961
2016-12-15,67.26490783691406
2016-12-16,65.85880279541016
2016-12-19,65.6295394897461
2016-12-20,65.91229248046875
2016-12-21,65.6753921508789
2016-12-22,65.83585357666016
2016-12-23,66.00398254394531
2016-12-27,66.37081909179688
2016-12-28,65.69065856933594
2016-12-29,65.4767074584961
2016-12-30,65.0411148071289
2017-01-03,65.01053619384766
2017-01-04,65.49198150634766
2017-01-05,65.00289154052734
2017-01-06,65.57604217529297
2017-01-09,65.25505828857422
2017-01-10,65.14044189453125
2017-01-11,65.59896850585938
2017-01-12,65.30091857910156
2017-01-13,65.19395446777344
2017-01-17,64.81947326660156
2017-01-18,65.08695220947266
2017-01-19,64.62077331542969
2017-01-20,65.0563735961914
2017-01-23,64.91118621826172
2017-01-24,65.64482116699219
2017-01-25,66.01165008544922
2017-01-26,66.50836181640625
2017-01-27,66.47014617919922
2017-01-30,66.5542221069336
2017-01-31,65.4537582397461
2017-02-01,64.97996520996094
2017-02-02,65.1175308227539
2017-02-03,65.49198150634766
2017-02-06,66.78348541259766
2017-02-07,64.39153289794922
2017-02-08,64.93412017822266
2017-02-09,64.6895980834961
2017-02-10,65.209228515625
2017-02-13,65.66775512695312
2017-02-14,64.97996520996094
2017-02-15,65.44612121582031
2017-02-16,65.20159912109375
2017-02-17,65.21686553955078
2017-02-21,65.209228515625
2017-02-22,65.16336822509766
2017-02-23,65.21686553955078
2017-02-24,65.84349060058594
2017-02-27,65.85880279541016
2017-02-28,65.03345489501953
2017-03-01,65.97344207763672
2017-03-02,65.95050811767578
2017-03-03,65.25505828857422
2017-03-06,64.58257293701172
2017-03-07,64.68257141113281
2017-03-08,65.45946502685547
2017-03-09,65.42102813720703
2017-03-10,64.99024963378906
2017-03-13,64.85179901123047
2017-03-14,64.8825912475586
2017-03-15,65.27486419677734
2017-03-16,65.25947570800781
2017-03-17,65.33639526367188
2017-03-20,65.09795379638672
2017-03-21,64.8825912475586
2017-03-22,65.12104034423828
2017-03-23,65.0133285522461
2017-03-24,64.8671875
2017-03-27,64.76718139648438
2017-03-28,65.62100982666016
2017-03-29,65.46717834472656
2017-03-30,66.0748519897461
2017-03-31,66.31329345703125
2017-04-03,65.9209976196289
2017-04-04,65.9979248046875
2017-04-05,65.83638763427734
2017-04-06,65.81330108642578
2017-04-07,65.93638610839844
2017-04-10,65.38255310058594
2017-04-11,65.20564270019531
2017-04-12,65.12872314453125
2017-04-13,64.96717834472656
2017-04-17,66.28251647949219
2017-04-18,64.22872924804688
2017-04-19,64.26719665527344
2017-04-20,64.67489624023438
2017-04-21,64.03644561767578
2017-04-24,64.03644561767578
2017-04-25,64.25951385498047
2017-04-26,63.828758239746094
2017-04-27,63.91337203979492
2017-04-28,63.16724395751953
2017-05-01,63.59800338745117
2017-05-02,63.81336975097656
2017-05-03,63.81336975097656
2017-05-04,63.79029083251953
2017-05-05,64.37489318847656
2017-05-08,64.4056625366211
2017-05-09,64.61334228515625
2017-05-10,64.66719818115234
2017-05-11,64.59027099609375
2017-05-12,63.93644714355469
2017-05-15,63.305694580078125
2017-05-16,63.00571060180664
2017-05-17,62.82880783081055
2017-05-18,63.35954666137695
2017-05-19,64.12105560302734
2017-05-22,64.3902816772461
2017-05-23,63.78261947631836
2017-05-24,63.959529876708984
2017-05-25,64.3056869506836
2017-05-26,64.04412841796875
2017-05-30,64.1518325805664
2017-05-31,64.3979721069336
2017-06-01,65.58255004882812
2017-06-02,65.474853515625
2017-06-05,64.9364242553711
2017-06-06,63.59800338745117
2017-06-07,62.11343765258789
2017-06-08,61.75190734863281
2017-06-09,62.69032669067383
2017-06-12,63.077545166015625
2017-06-13,63.325374603271484
2017-06-14,63.82100296020508
2017-06-15,64.16949462890625
2017-06-16,64.51799011230469
2017-06-19,64.79678344726562
2017-06-20,63.82100296020508
2017-06-21,63.991363525390625
2017-06-22,63.69709396362305
2017-06-23,63.79001998901367
2017-06-26,64.06881713867188
2017-06-27,64.316650390625
2017-06-28,64.85874938964844
2017-06-29,64.53349304199219
2017-06-30,64.20046997070312
2017-07-03,64.38632202148438
2017-07-05,64.46377563476562
2017-07-06,63.147254943847656
2017-07-07,63.11626434326172
2017-07-10,62.806495666503906
2017-07-11,62.4890022277832
2017-07-12,62.26438903808594
2017-07-13,62.62836837768555
2017-07-14,62.945884704589844
2017-07-17,63.13174819946289
2017-07-18,62.79873275756836
2017-07-19,62.5276985168457
2017-07-20,64.04557037353516
2017-07-21,64.06881713867188
2017-07-24,63.59640884399414
2017-07-25,61.56739807128906
2017-07-26,61.04853439331055
2017-07-27,61.07950210571289
2017-07-28,61.10275650024414
2017-07-31,60.97882843017578
2017-08-01,61.296356201171875
2017-08-02,61.0407829284668
2017-08-03,61.652584075927734
2017-08-04,61.33507537841797
2017-08-07,61.226654052734375
2017-08-08,60.86266326904297
2017-08-09,61.0407829284668
2017-08-10,60.3515625
2017-08-11,60.21216583251953
2017-08-14,60.715518951416016
2017-08-15,60.63034439086914
2017-08-16,60.91687774658203
2017-08-17,60.13471221923828
2017-08-18,59.44546127319336
2017-08-21,59.56161117553711
2017-08-22,60.506439208984375
2017-08-23,56.27027893066406
2017-08-24,56.54133224487305
2017-08-25,56.63426208496094
2017-08-28,56.68071746826172
2017-08-29,56.40194320678711
2017-08-30,55.999237060546875
2017-08-31,56.05342483520508
2017-09-01,55.712703704833984
2017-09-05,55.5500602722168
2017-09-06,56.61101531982422
2017-09-07,56.123146057128906
2017-09-08,56.40194320678711
2017-09-11,56.79689407348633
2017-09-12,56.48711395263672
2017-09-13,57.0369758605957
2017-09-14,56.758174896240234
2017-09-15,56.564579010009766
