,GILD
2014-09-26,77.4021987915039
2014-09-29,76.7808609008789
2014-09-30,76.02384185791016
2014-10-01,75.40966033935547
2014-10-02,74.67405700683594
2014-10-03,76.07381439208984
2014-10-06,75.08113098144531
2014-10-07,74.48121643066406
2014-10-08,77.75215148925781
2014-10-09,75.59535217285156
2014-10-10,74.08131408691406
2014-10-13,72.44584655761719
2014-10-14,69.40345764160156
2014-10-15,68.67498016357422
2014-10-16,69.1892318725586
2014-10-17,71.95306396484375
2014-10-20,72.9957275390625
2014-10-21,76.18095397949219
2014-10-22,75.7667465209961
2014-10-23,76.54518127441406
2014-10-24,79.06622314453125
2014-10-27,80.40888214111328
2014-10-28,81.02304077148438
2014-10-29,79.0733642578125
2014-10-30,81.57300567626953
2014-10-31,79.98751831054688
2014-11-03,78.54491424560547
2014-11-04,78.35922241210938
2014-11-05,75.73816680908203
2014-11-06,76.37379455566406
2014-11-07,76.02384185791016
2014-11-10,76.43092346191406
2014-11-11,77.13794708251953
2014-11-12,76.34520721435547
2014-11-13,74.41696166992188
2014-11-14,72.88862609863281
2014-11-17,71.73167419433594
2014-11-18,74.06700134277344
2014-11-19,73.08858489990234
2014-11-20,71.83878326416016
2014-11-21,71.83163452148438
2014-11-24,71.84593200683594
2014-11-25,72.21014404296875
2014-11-26,71.63166809082031
2014-11-28,71.64595794677734
2014-12-01,71.81022644042969
2014-12-02,72.9814682006836
2014-12-03,72.04590606689453
2014-12-04,72.71721649169922
2014-12-05,74.69547271728516
2014-12-08,75.38823699951172
2014-12-09,75.6382064819336
2014-12-10,74.87403869628906
2014-12-11,74.49552154541016
2014-12-12,74.3669662475586
2014-12-15,73.67420959472656
2014-12-16,71.74593353271484
2014-12-17,73.1314468383789
2014-12-18,75.37394714355469
2014-12-19,77.45220947265625
2014-12-22,66.3467788696289
2014-12-23,63.88286590576172
2014-12-24,65.19695281982422
2014-12-26,66.98241424560547
2014-12-29,69.4891586303711
2014-12-30,68.04652404785156
2014-12-31,67.31807708740234
2015-01-02,67.78227233886719
2015-01-05,69.12490844726562
2015-01-06,69.73908996582031
2015-01-07,71.04605102539062
2015-01-08,73.06000518798828
2015-01-09,72.9957275390625
2015-01-12,72.28157806396484
2015-01-13,69.42488098144531
2015-01-14,70.88893127441406
2015-01-15,69.56055450439453
2015-01-16,71.92449188232422
2015-01-20,74.11700439453125
2015-01-21,73.97415924072266
2015-01-22,75.08827209472656
2015-01-23,75.37394714355469
2015-01-26,76.49520111083984
2015-01-27,75.00971984863281
2015-01-28,73.16716766357422
2015-01-29,74.40267181396484
2015-01-30,74.86687469482422
2015-02-02,75.83817291259766
2015-02-03,76.54518127441406
2015-02-04,70.29618072509766
2015-02-05,71.34603118896484
2015-02-06,69.61770629882812
2015-02-09,69.2034683227539
2015-02-10,70.21762084960938
2015-02-11,71.40314483642578
2015-02-12,71.98876953125
2015-02-13,72.77433776855469
2015-02-17,74.15983581542969
2015-02-18,74.23126983642578
2015-02-19,73.36711883544922
2015-02-20,73.28141784667969
2015-02-23,74.63836669921875
2015-02-24,74.7740249633789
2015-02-25,74.58118438720703
2015-02-26,74.40982055664062
2015-02-27,73.93844604492188
2015-03-02,74.15271759033203
2015-03-03,73.40995788574219
2015-03-04,73.60279083251953
2015-03-05,73.85990905761719
2015-03-06,72.71007537841797
2015-03-09,72.3958511352539
2015-03-10,70.58183288574219
2015-03-11,70.68183135986328
2015-03-12,71.36742401123047
2015-03-13,71.13887786865234
2015-03-16,72.34586334228516
2015-03-17,71.73167419433594
2015-03-18,71.61739349365234
2015-03-19,72.44584655761719
2015-03-20,73.05287170410156
2015-03-23,71.60310363769531
2015-03-24,72.42442321777344
2015-03-25,71.31742858886719
2015-03-26,72.18873596191406
2015-03-27,72.13159942626953
2015-03-30,71.91020965576172
2015-03-31,70.0819091796875
2015-04-01,69.78910827636719
2015-04-02,70.29618072509766
2015-04-06,69.8390884399414
2015-04-07,70.48188018798828
2015-04-08,71.3245849609375
2015-04-09,72.24586486816406
2015-04-10,72.68150329589844
2015-04-13,73.04574584960938
2015-04-14,72.9957275390625
2015-04-15,74.29553985595703
2015-04-16,73.8027572631836
2015-04-17,72.40296936035156
2015-04-20,71.88878631591797
2015-04-21,75.1311264038086
2015-04-22,74.40267181396484
2015-04-23,75.13826751708984
2015-04-24,74.05987548828125
2015-04-27,73.51708984375
2015-04-28,74.07415771484375
2015-04-29,73.07430267333984
2015-04-30,71.78167724609375
2015-05-01,74.99544525146484
2015-05-04,75.45965576171875
2015-05-05,73.55278778076172
2015-05-06,73.03860473632812
2015-05-07,72.69580078125
2015-05-08,74.16699981689453
2015-05-11,74.79548645019531
2015-05-12,75.38823699951172
2015-05-13,75.98099517822266
2015-05-14,77.6593017578125
2015-05-15,78.05924987792969
2015-05-18,79.27336120605469
2015-05-19,78.9590835571289
2015-05-20,78.68055725097656
2015-05-21,79.4304428100586
2015-05-22,79.78038024902344
2015-05-26,78.39490509033203
2015-05-27,80.31603240966797
2015-05-28,80.59455871582031
2015-05-29,80.18034362792969
2015-06-01,81.47301483154297
2015-06-02,81.37300109863281
2015-06-03,81.88004302978516
2015-06-04,81.36583709716797
2015-06-05,81.38728332519531
2015-06-08,81.20159912109375
2015-06-09,81.9515151977539
2015-06-10,84.036865234375
2015-06-11,85.07955932617188
2015-06-12,84.3341293334961
2015-06-15,84.69251251220703
2015-06-16,85.34477996826172
2015-06-17,85.20858764648438
2015-06-18,86.87865447998047
2015-06-19,85.86801147460938
2015-06-22,87.07933044433594
2015-06-23,87.59541320800781
2015-06-24,87.45203399658203
2015-06-25,86.17623901367188
2015-06-26,85.65296936035156
2015-06-29,82.75727081298828
2015-06-30,83.91841888427734
2015-07-01,83.1514892578125
2015-07-02,82.45621490478516
2015-07-06,82.90061950683594
2015-07-07,82.52074432373047
2015-07-08,80.95103454589844
2015-07-09,81.25206756591797
2015-07-10,81.5244369506836
2015-07-13,82.10501861572266
2015-07-14,84.11911010742188
2015-07-15,84.14060974121094
2015-07-16,85.18707275390625
2015-07-17,84.76420593261719
2015-07-20,84.72118377685547
2015-07-21,84.42015838623047
2015-07-22,84.17646026611328
2015-07-23,84.3341293334961
2015-07-24,80.87218475341797
2015-07-27,79.2308120727539
2015-07-28,81.04419708251953
2015-07-29,82.93647003173828
2015-07-30,84.50617218017578
2015-07-31,84.47750091552734
2015-08-03,85.72463989257812
2015-08-04,85.20143127441406
2015-08-05,85.05089569091797
2015-08-06,82.64259338378906
2015-08-07,82.02619934082031
2015-08-10,83.5600357055664
2015-08-11,82.86478424072266
2015-08-12,83.32350158691406
2015-08-13,82.5708999633789
2015-08-14,82.85760498046875
2015-08-17,83.44535064697266
2015-08-18,83.90411376953125
2015-08-19,83.2948226928711
2015-08-20,80.55679321289062
2015-08-21,75.49647521972656
2015-08-24,72.14918518066406
2015-08-25,73.51104736328125
2015-08-26,76.66481018066406
2015-08-27,77.4030532836914
2015-08-28,77.25254821777344
2015-08-31,75.31010437011719
2015-09-01,72.74411010742188
2015-09-02,74.73670959472656
2015-09-03,73.04515075683594
2015-09-04,73.15265655517578
2015-09-08,75.18826293945312
2015-09-09,74.41416931152344
2015-09-10,76.87266540527344
2015-09-11,78.57852172851562
2015-09-14,78.68650817871094
2015-09-15,79.90978240966797
2015-09-16,79.89540100097656
2015-09-17,80.31275177001953
2015-09-18,78.03167724609375
2015-09-21,76.08879089355469
2015-09-22,76.64285278320312
2015-09-23,75.90886688232422
2015-09-24,73.76453399658203
2015-09-25,72.05912780761719
2015-09-28,68.21653747558594
2015-09-29,69.08004760742188
2015-09-30,70.65589904785156
2015-10-01,70.71350860595703
2015-10-02,70.7206802368164
2015-10-05,71.42588806152344
2015-10-06,70.1882095336914
2015-10-07,72.15264892578125
2015-10-08,72.5412368774414
2015-10-09,72.42610168457031
2015-10-12,71.60578918457031
2015-10-13,70.65589904785156
2015-10-14,70.79983520507812
2015-10-15,73.13848114013672
2015-10-16,73.99479675292969
2015-10-19,74.55606842041016
2015-10-20,73.15289306640625
2015-10-21,73.2032699584961
2015-10-22,77.4272232055664
2015-10-23,77.70783996582031
2015-10-26,78.16839599609375
2015-10-27,79.84501647949219
2015-10-28,77.80859375
2015-10-29,78.5857162475586
2015-10-30,77.80859375
2015-11-02,78.86638641357422
2015-11-03,78.50657653808594
2015-11-04,78.42024993896484
2015-11-05,77.59272003173828
2015-11-06,77.959716796875
2015-11-09,77.79420471191406
2015-11-10,78.3266830444336
2015-11-11,77.1322021484375
2015-11-12,75.00220489501953
2015-11-13,73.80770111083984
2015-11-16,74.69998931884766
2015-11-17,75.21809387207031
2015-11-18,77.80859375
2015-11-19,76.64285278320312
2015-11-20,76.66445922851562
2015-11-23,76.53494262695312
2015-11-24,76.68601989746094
2015-11-25,77.5567398071289
2015-11-27,77.71504974365234
2015-11-30,76.2470932006836
2015-12-01,76.1679458618164
2015-12-02,75.1533432006836
2015-12-03,72.95140838623047
2015-12-04,74.88706970214844
2015-12-07,74.05238342285156
2015-12-08,74.49850463867188
2015-12-09,73.36153411865234
2015-12-10,73.84368133544922
2015-12-11,71.9799575805664
2015-12-14,72.62316131591797
2015-12-15,73.69273376464844
2015-12-16,74.68283081054688
2015-12-17,73.9745864868164
2015-12-18,73.42533874511719
2015-12-21,74.16973114013672
2015-12-22,74.33592987060547
2015-12-23,74.53827667236328
2015-12-24,74.85627746582031
2015-12-28,73.48316192626953
2015-12-29,74.69730377197266
2015-12-30,73.8300552368164
2015-12-31,73.1290512084961
2016-01-04,70.83087921142578
2016-01-05,71.73423767089844
2016-01-06,72.48585510253906
2016-01-07,69.5589599609375
2016-01-08,69.7034912109375
2016-01-11,69.73961639404297
2016-01-12,70.17322540283203
2016-01-13,66.87776184082031
2016-01-14,67.22465515136719
2016-01-15,66.37189483642578
2016-01-19,64.9698715209961
2016-01-20,65.43959045410156
2016-01-21,64.22549438476562
2016-01-22,66.36466979980469
2016-01-25,65.48297119140625
2016-01-26,66.63927459716797
2016-01-27,64.77474975585938
2016-01-28,63.2570915222168
2016-01-29,59.983299255371094
2016-02-01,60.742122650146484
2016-02-02,59.773719787597656
2016-02-03,62.433223724365234
2016-02-04,62.642791748046875
2016-02-05,61.529869079589844
2016-02-08,61.61659240722656
2016-02-09,63.05472946166992
2016-02-10,63.45222473144531
2016-02-11,63.13424301147461
2016-02-12,64.63741302490234
2016-02-16,65.87323760986328
2016-02-17,64.5796127319336
2016-02-18,64.31221771240234
2016-02-19,63.19206237792969
2016-02-22,64.39173126220703
2016-02-23,63.8497200012207
2016-02-24,64.5796127319336
2016-02-25,65.15777587890625
2016-02-26,63.66902160644531
2016-02-29,63.05472946166992
2016-03-01,64.81810760498047
2016-03-02,64.17491149902344
2016-03-03,63.473880767822266
2016-03-04,63.02582550048828
2016-03-07,64.78919219970703
2016-03-08,64.07373046875
2016-03-09,63.473880767822266
2016-03-10,64.05926513671875
2016-03-11,64.78919219970703
2016-03-14,65.68965911865234
2016-03-15,64.9489517211914
2016-03-16,65.55894470214844
2016-03-17,65.01428985595703
2016-03-18,65.55168151855469
2016-03-21,67.29449462890625
2016-03-22,68.05696105957031
2016-03-23,65.4137191772461
2016-03-24,66.31414794921875
2016-03-28,67.14197540283203
2016-03-29,66.95317840576172
2016-03-30,66.78616333007812
2016-03-31,66.70629119873047
2016-04-01,68.34744262695312
2016-04-04,68.43457794189453
2016-04-05,69.4003677368164
2016-04-06,70.75833892822266
2016-04-07,69.4003677368164
2016-04-08,69.77800750732422
2016-04-11,69.58920288085938
2016-04-12,70.61311340332031
2016-04-13,70.57678985595703
2016-04-14,71.30296325683594
2016-04-15,71.37557983398438
2016-04-18,72.0363998413086
2016-04-19,72.21068572998047
2016-04-20,72.69722747802734
2016-04-21,73.88086700439453
2016-04-22,74.01885986328125
2016-04-25,74.28028869628906
2016-04-26,73.5831527709961
2016-04-27,73.14017486572266
2016-04-28,70.43882751464844
2016-04-29,64.05575561523438
2016-05-02,64.62940979003906
2016-05-03,63.300540924072266
2016-05-04,62.16044998168945
2016-05-05,62.34925842285156
2016-05-06,61.49235916137695
2016-05-09,62.21128845214844
2016-05-10,62.581642150878906
2016-05-11,60.92594528198242
2016-05-12,60.0981330871582
2016-05-13,60.05452346801758
2016-05-16,60.71536636352539
2016-05-17,60.0981330871582
2016-05-18,60.18526077270508
2016-05-19,59.64787673950195
2016-05-20,60.010963439941406
2016-05-23,60.51201629638672
2016-05-24,62.610694885253906
2016-05-25,62.8212776184082
2016-05-26,61.93532180786133
2016-05-27,62.3202018737793
2016-05-31,63.22065353393555
2016-06-01,62.87208938598633
2016-06-02,62.9737663269043
2016-06-03,62.559852600097656
2016-06-06,63.61279296875
2016-06-07,63.540184020996094
2016-06-08,63.48210144042969
2016-06-09,62.28388595581055
2016-06-10,61.32535171508789
2016-06-13,60.984046936035156
2016-06-14,61.027870178222656
2016-06-15,60.64082717895508
2016-06-16,60.984046936035156
2016-06-17,60.356021881103516
2016-06-20,60.604305267333984
2016-06-21,59.72800064086914
2016-06-22,60.209957122802734
2016-06-23,60.8818244934082
2016-06-24,58.76405715942383
2016-06-27,57.142887115478516
2016-06-28,60.10773468017578
2016-06-29,60.07853317260742
2016-06-30,60.9183235168457
2016-07-01,61.96989822387695
2016-07-05,61.26155090332031
2016-07-06,62.605228424072266
2016-07-07,62.41537094116211
2016-07-08,63.20405578613281
2016-07-11,62.98497009277344
2016-07-12,63.262451171875
2016-07-13,62.61982345581055
2016-07-14,62.466468811035156
2016-07-15,63.29167938232422
2016-07-18,63.481536865234375
2016-07-19,62.39344024658203
2016-07-20,63.28437423706055
2016-07-21,63.707908630371094
2016-07-22,63.20405578613281
2016-07-25,64.66455078125
2016-07-26,59.18760299682617
2016-07-27,59.72800064086914
2016-07-28,59.326351165771484
2016-07-29,58.033790588378906
2016-08-01,58.75675964355469
2016-08-02,58.1068229675293
2016-08-03,58.48655700683594
2016-08-04,58.25286865234375
2016-08-05,58.7202262878418
2016-08-08,58.23095703125
2016-08-09,57.93157196044922
2016-08-10,57.61753845214844
2016-08-11,58.1068229675293
2016-08-12,58.172550201416016
2016-08-15,58.16524124145508
2016-08-16,57.87314224243164
2016-08-17,58.93201446533203
2016-08-18,58.851688385009766
2016-08-19,59.151084899902344
2016-08-22,59.0926628112793
2016-08-23,59.49430847167969
2016-08-24,58.78596496582031
2016-08-25,58.479248046875
2016-08-26,58.25286865234375
2016-08-29,57.08446502685547
2016-08-30,56.901885986328125
2016-08-31,57.23781204223633
2016-09-01,56.53675079345703
2016-09-02,56.14972686767578
2016-09-06,56.8726806640625
2016-09-07,57.120967864990234
2016-09-08,57.68328857421875
2016-09-09,56.99680709838867
2016-09-12,57.58102798461914
2016-09-13,57.004127502441406
2016-09-14,57.02617263793945
2016-09-15,57.9224739074707
2016-09-16,57.89309310913086
2016-09-19,58.0327033996582
2016-09-20,60.082462310791016
2016-09-21,60.023658752441406
2016-09-22,59.89144515991211
2016-09-23,59.781211853027344
2016-09-26,59.2302131652832
2016-09-27,58.22370910644531
2016-09-28,58.017982482910156
2016-09-29,57.202484130859375
2016-09-30,58.128204345703125
2016-10-03,57.32738494873047
2016-10-04,56.74696731567383
2016-10-05,56.989437103271484
2016-10-06,55.990264892578125
2016-10-07,55.27760696411133
2016-10-10,55.4613037109375
2016-10-11,54.234371185302734
2016-10-12,53.65396499633789
2016-10-13,53.67599868774414
2016-10-14,53.4482536315918
2016-10-17,53.367431640625
2016-10-18,53.933170318603516
2016-10-19,53.88173294067383
2016-10-20,54.59437561035156
2016-10-21,54.57966995239258
2016-10-24,54.47681427001953
2016-10-25,54.6678352355957
2016-10-26,55.38046646118164
2016-10-27,55.711082458496094
2016-10-28,54.27843475341797
2016-10-31,54.09477615356445
2016-11-01,54.41804122924805
2016-11-02,53.27192306518555
2016-11-03,52.72092819213867
2016-11-04,53.213165283203125
2016-11-07,54.36661148071289
2016-11-08,54.39599609375
2016-11-09,57.650657653808594
2016-11-10,57.187782287597656
2016-11-11,56.14454650878906
2016-11-14,56.38698196411133
2016-11-15,56.0931282043457
2016-11-16,55.835968017578125
2016-11-17,55.52740478515625
2016-11-18,54.822120666503906
2016-11-21,55.08659744262695
2016-11-22,54.70455551147461
2016-11-23,55.321693420410156
2016-11-25,55.424560546875
2016-11-28,54.763343811035156
2016-11-29,55.00578689575195
2016-11-30,54.146202087402344
2016-12-01,53.51437759399414
2016-12-02,53.20582580566406
2016-12-05,53.16173553466797
2016-12-06,53.242549896240234
2016-12-07,53.470306396484375
2016-12-08,52.91194534301758
2016-12-09,53.41152572631836
2016-12-12,53.977230072021484
2016-12-13,55.33776092529297
2016-12-14,55.98103713989258
2016-12-15,55.862728118896484
2016-12-16,54.79059600830078
2016-12-19,55.01241683959961
2016-12-20,54.75361633300781
2016-12-21,54.68706130981445
2016-12-22,54.19906234741211
2016-12-23,54.4504508972168
2016-12-27,54.51700210571289
2016-12-28,53.80717468261719
2016-12-29,53.333946228027344
2016-12-30,52.94943618774414
2017-01-03,54.83494567871094
2017-01-04,56.4764404296875
2017-01-05,56.202877044677734
2017-01-06,55.81838607788086
2017-01-09,56.077171325683594
2017-01-10,55.463462829589844
2017-01-11,54.546573638916016
2017-01-12,54.243412017822266
2017-01-13,54.028987884521484
2017-01-17,53.1712760925293
2017-01-18,53.333946228027344
2017-01-19,52.91987228393555
2017-01-20,52.50580596923828
2017-01-23,52.26918029785156
2017-01-24,51.943843841552734
2017-01-25,53.1712760925293
2017-01-26,52.661067962646484
2017-01-27,52.690650939941406
2017-01-30,52.87551498413086
2017-01-31,53.57054901123047
2017-02-01,53.84414291381836
2017-02-02,53.42267608642578
2017-02-03,53.48921585083008
2017-02-06,53.52619171142578
2017-02-07,54.07334899902344
2017-02-08,49.4150390625
2017-02-09,48.49818420410156
2017-02-10,49.0675163269043
2017-02-13,50.0213623046875
2017-02-14,49.94742202758789
2017-02-15,51.6110954284668
2017-02-16,51.988216400146484
2017-02-17,51.648075103759766
2017-02-21,51.2339973449707
2017-02-22,50.89387512207031
2017-02-23,51.29315185546875
2017-02-24,51.71464920043945
2017-02-27,52.128692626953125
2017-02-28,52.11391830444336
2017-03-01,51.89948272705078
2017-03-02,52.15087890625
2017-03-03,52.30615234375
2017-03-06,51.84772491455078
2017-03-07,51.03436279296875
2017-03-08,51.537174224853516
2017-03-09,50.56852722167969
2017-03-10,50.420654296875
2017-03-13,50.354095458984375
2017-03-14,50.495670318603516
2017-03-15,51.01725769042969
2017-03-16,51.069400787353516
2017-03-17,51.456844329833984
2017-03-20,51.19606018066406
2017-03-21,50.473323822021484
2017-03-22,50.540374755859375
2017-03-23,50.28702926635742
2017-03-24,50.30194091796875
2017-03-27,50.29449462890625
2017-03-28,49.9964485168457
2017-03-29,50.11568069458008
2017-03-30,50.316829681396484
2017-03-31,50.60742950439453
2017-04-03,49.9964485168457
2017-04-04,49.90705108642578
2017-04-05,49.52703857421875
2017-04-06,49.53449630737305
2017-04-07,49.609004974365234
2017-04-10,49.48977279663086
2017-04-11,49.19173812866211
2017-04-12,49.34075927734375
2017-04-13,49.55684280395508
2017-04-17,49.69841003417969
2017-04-18,49.2215461730957
2017-04-19,49.38547134399414
2017-04-20,49.549381256103516
2017-04-21,49.124664306640625
2017-04-24,49.36311340332031
2017-04-25,50.011348724365234
2017-04-26,50.83097457885742
2017-04-27,51.09919738769531
2017-04-28,51.07684326171875
2017-05-01,50.74900817871094
2017-05-02,51.106651306152344
2017-05-03,50.07840347290039
2017-05-04,50.72666549682617
2017-05-05,50.51802444458008
2017-05-08,50.07840347290039
2017-05-09,50.37644958496094
2017-05-10,49.86233901977539
2017-05-11,49.705867767333984
2017-05-12,49.2215461730957
2017-05-15,49.139583587646484
2017-05-16,48.96820831298828
2017-05-17,48.06663513183594
2017-05-18,48.00702667236328
2017-05-19,47.857994079589844
2017-05-22,47.954864501953125
2017-05-23,48.200767517089844
2017-05-24,47.9176025390625
2017-05-25,48.1038932800293
2017-05-26,48.05919647216797
2017-05-30,48.051727294921875
2017-05-31,48.34976577758789
2017-06-01,48.14859390258789
2017-06-02,48.729774475097656
2017-06-05,48.789390563964844
2017-06-06,48.319969177246094
2017-06-07,47.925071716308594
2017-06-08,47.776039123535156
2017-06-09,48.20819854736328
2017-06-12,48.75212860107422
2017-06-13,48.543495178222656
2017-06-14,48.81389236450195
2017-06-15,48.678688049316406
2017-06-16,48.16043472290039
2017-06-19,48.678688049316406
2017-06-20,49.26455307006836
2017-06-21,50.69915771484375
2017-06-22,52.93742752075195
2017-06-23,52.96747589111328
2017-06-26,53.50824737548828
2017-06-27,53.06511688232422
2017-06-28,54.019004821777344
2017-06-29,53.22283935546875
2017-06-30,53.162750244140625
2017-07-03,53.10268020629883
2017-07-05,53.22283935546875
2017-07-06,52.18633270263672
2017-07-07,52.013572692871094
2017-07-10,52.04362106323242
2017-07-11,52.088687896728516
2017-07-12,52.42667007446289
2017-07-13,53.012542724609375
2017-07-14,53.00502395629883
2017-07-17,53.4406623840332
2017-07-18,53.84626007080078
2017-07-19,54.6198844909668
2017-07-20,55.145668029785156
2017-07-21,55.40103530883789
2017-07-24,55.874229431152344
2017-07-25,55.38602066040039
2017-07-26,55.724002838134766
2017-07-27,56.302345275878906
2017-07-28,57.0384407043457
2017-07-31,57.15108871459961
2017-08-01,56.858154296875
2017-08-02,56.96330642700195
2017-08-03,55.85919189453125
2017-08-04,54.950374603271484
2017-08-07,55.16068649291992
2017-08-08,55.032997131347656
2017-08-09,55.50617980957031
2017-08-10,54.604854583740234
2017-08-11,54.37953186035156
2017-08-14,54.687477111816406
2017-08-15,54.92033004760742
2017-08-16,55.09307098388672
2017-08-17,54.334476470947266
2017-08-18,54.161720275878906
2017-08-21,54.529754638671875
2017-08-22,55.085567474365234
2017-08-23,55.38602066040039
2017-08-24,55.5963134765625
2017-08-25,55.42354965209961
2017-08-28,56.09954833984375
2017-08-29,56.88821792602539
2017-08-30,61.01173400878906
2017-08-31,62.87446212768555
2017-09-01,62.90448760986328
2017-09-05,62.010711669921875
2017-09-06,62.30360794067383
2017-09-07,64.19642639160156
2017-09-08,63.918495178222656
2017-09-11,63.482845306396484
2017-09-12,63.4753303527832
2017-09-13,62.851932525634766
2017-09-14,62.19438171386719
2017-09-15,62.24729919433594
