,LW
2017-11-20,48.923683166503906
2017-11-21,48.9692497253418
2017-11-22,49.433963775634766
2017-11-24,49.60710525512695
2017-11-27,49.23349380493164
2017-11-28,49.23349380493164
2017-11-29,49.16060256958008
2017-11-30,49.5433235168457
2017-12-01,49.98981857299805
2017-12-04,50.07182312011719
2017-12-05,49.6162223815918
2017-12-06,49.6162223815918
2017-12-07,50.09917068481445
2017-12-08,51.21086120605469
2017-12-11,51.83049392700195
2017-12-12,50.800804138183594
2017-12-13,50.84636688232422
2017-12-14,50.527435302734375
2017-12-15,50.572998046875
2017-12-18,51.13795852661133
2017-12-19,50.891937255859375
2017-12-20,51.01039123535156
2017-12-21,50.50921249389648
2017-12-22,50.86459732055664
2017-12-26,50.28141403198242
2017-12-27,50.53654861450195
2017-12-28,50.90103530883789
2017-12-29,51.438663482666016
2018-01-02,50.45454025268555
2018-01-03,51.083290100097656
2018-01-04,52.14031600952149
2018-01-05,52.57769775390625
2018-01-08,53.36135482788086
2018-01-09,52.88751983642578
2018-01-10,52.73260498046875
2018-01-11,52.85105895996094
2018-01-12,53.10620880126953
2018-01-16,53.32490158081055
2018-01-17,54.07211685180664
2018-01-18,53.78962707519531
2018-01-19,54.709964752197266
2018-01-22,54.94689178466797
2018-01-23,54.9650993347168
2018-01-24,54.55506134033203
2018-01-25,53.980987548828125
2018-01-26,54.491268157958984
2018-01-29,53.84430694580078
2018-01-30,53.07887649536133
2018-01-31,53.39780807495117
2018-02-01,52.475364685058594
2018-02-02,51.91769790649414
2018-02-05,51.50629806518555
2018-02-06,51.01263427734375
2018-02-07,52.045692443847656
2018-02-08,50.03443908691406
2018-02-09,49.787601470947266
2018-02-12,50.35440444946289
2018-02-13,49.860748291015625
2018-02-14,49.58647537231445
2018-02-15,50.64695358276367
2018-02-16,50.81150817871094
2018-02-20,49.6321907043457
2018-02-21,48.91910934448242
2018-02-22,49.13851547241211
2018-02-23,50.01615905761719
2018-02-26,49.93387985229492
2018-02-27,49.723609924316406
2018-02-28,49.4493522644043
2018-03-01,49.787601470947266
2018-03-02,50.61952209472656
2018-03-05,51.08578109741211
2018-03-06,51.945125579833984
2018-03-07,51.478878021240234
2018-03-08,51.80799102783203
2018-03-09,52.411373138427734
2018-03-12,52.34737777709961
2018-03-13,51.625152587890625
2018-03-14,51.26860809326172
2018-03-15,50.84807968139648
2018-03-16,50.8846435546875
2018-03-19,50.7109489440918
2018-03-20,50.91208267211914
2018-03-21,50.610382080078125
2018-03-22,49.89731216430664
2018-03-23,49.41277694702149
2018-03-26,51.588592529296875
2018-03-27,51.19548416137695
2018-03-28,51.55201721191406
2018-03-29,53.225006103515625
2018-04-02,53.08788299560547
2018-04-03,54.056941986083984
2018-04-04,54.331199645996094
2018-04-05,56.196189880371094
2018-04-06,56.47958755493164
2018-04-09,56.94582748413086
2018-04-10,58.29884338378906
2018-04-11,58.28969955444336
2018-04-12,57.887451171875
2018-04-13,58.61882400512695
2018-04-16,59.17648696899414
2018-04-17,59.880428314208984
2018-04-18,59.88957214355469
2018-04-19,59.65187454223633
2018-04-20,59.75243377685547
2018-04-23,60.02669906616211
2018-04-24,59.8255615234375
2018-04-25,60.20039749145508
2018-04-26,60.71235656738281
2018-04-27,60.87690353393555
2018-04-30,59.71586608886719
2018-05-01,59.39589309692383
2018-05-02,58.637107849121094
2018-05-03,58.72054672241211
2018-05-04,59.68333053588867
2018-05-07,60.710296630859375
2018-05-08,61.122928619384766
2018-05-09,62.10402297973633
2018-05-10,62.379127502441406
2018-05-11,62.28739929199219
2018-05-14,62.003177642822266
2018-05-15,61.71890640258789
2018-05-16,61.563045501708984
2018-05-17,61.43467330932617
2018-05-18,61.24211883544922
2018-05-21,61.19627380371094
2018-05-22,59.63748550415039
2018-05-23,59.74751281738281
2018-05-24,59.784183502197266
2018-05-25,59.99508285522461
2018-05-29,59.19734573364258
2018-05-30,59.60079574584961
2018-05-31,58.45463943481445
2018-06-01,58.78473281860352
2018-06-04,59.85753631591797
2018-06-05,60.27015686035156
2018-06-06,59.28904342651367
2018-06-07,59.47244644165039
2018-06-08,60.22432327270508
2018-06-11,59.930904388427734
2018-06-12,60.233489990234375
2018-06-13,59.91256332397461
2018-06-14,60.38019561767578
2018-06-15,59.53662109375
2018-06-18,59.53662109375
2018-06-19,60.86616897583008
2018-06-20,61.87480163574219
2018-06-21,61.700592041015625
2018-06-22,62.241573333740234
2018-06-25,62.48916244506836
2018-06-26,62.92926788330078
2018-06-27,62.498313903808594
2018-06-28,63.01180267333984
2018-06-29,62.81925201416016
2018-07-02,62.342430114746094
2018-07-03,62.69086837768555
2018-07-05,64.07545471191406
2018-07-06,64.35971069335938
2018-07-09,64.53392028808594
2018-07-10,64.44220733642578
2018-07-11,64.36885070800781
2018-07-12,64.68061828613281
2018-07-13,64.96488189697266
2018-07-16,64.36885070800781
2018-07-17,64.85485076904297
2018-07-18,64.72647094726562
2018-07-19,64.53392028808594
2018-07-20,64.57060241699219
2018-07-23,63.28688430786133
2018-07-24,62.66336441040039
2018-07-25,64.5614242553711
2018-07-26,64.23133087158203
2018-07-27,64.00212097167969
2018-07-30,64.40555572509766
2018-07-31,64.43305206298828
2018-08-01,63.910423278808594
2018-08-02,64.84915924072266
2018-08-03,66.34786224365234
2018-08-06,66.73406982421875
2018-08-07,65.98928833007812
2018-08-08,65.65830993652344
2018-08-09,65.86054229736328
2018-08-10,65.36406707763672
2018-08-13,65.20773315429688
2018-08-14,65.92491912841797
2018-08-15,63.68146133422851
2018-08-16,61.22651290893555
2018-08-17,60.30704879760742
2018-08-20,60.34383773803711
2018-08-21,59.98523712158203
2018-08-22,60.84952926635742
2018-08-23,61.67705154418945
2018-08-24,61.631065368652344
2018-08-27,62.63326644897461
2018-08-28,62.431007385253906
2018-08-29,62.2746696472168
2018-08-30,61.713829040527344
2018-08-31,62.155155181884766
2018-09-04,61.759803771972656
2018-09-05,61.879337310791016
2018-09-06,61.805782318115234
2018-09-07,61.447166442871094
2018-09-10,61.631065368652344
2018-09-11,61.723026275634766
2018-09-12,61.732200622558594
2018-09-13,61.925296783447266
2018-09-14,62.53215026855469
2018-09-17,61.31845474243164
2018-09-18,61.45637512207031
2018-09-19,60.00362777709961
2018-09-20,60.80355453491211
2018-09-21,61.60348892211914
2018-09-24,61.07939529418945
2018-09-25,61.69542694091797
2018-09-26,61.32765579223633
2018-09-27,60.30704879760742
2018-09-28,61.235713958740234
2018-10-01,60.628883361816406
2018-10-02,66.20075225830078
2018-10-03,66.42142486572266
2018-10-04,67.35009765625
2018-10-05,68.68328094482422
2018-10-08,68.03048706054688
2018-10-09,68.60973358154297
2018-10-10,67.32250213623047
2018-10-11,66.32030487060547
2018-10-12,67.08343505859375
2018-10-15,67.28572082519531
2018-10-16,69.20736694335938
2018-10-17,69.97972106933594
2018-10-18,69.5567626953125
2018-10-19,70.40267181396484
2018-10-22,70.93596649169922
2018-10-23,71.8646240234375
2018-10-24,72.68292999267578
2018-10-25,71.76345825195312
2018-10-26,70.8072280883789
2018-10-29,70.9819107055664
2018-10-30,70.60494995117188
2018-10-31,71.8646240234375
2018-11-01,71.18347930908203
2018-11-02,70.95303344726562
2018-11-05,72.47386169433594
2018-11-06,73.97622680664062
2018-11-07,74.48316955566406
2018-11-08,75.28507232666016
2018-11-09,75.59844970703125
2018-11-12,75.70904541015625
2018-11-13,76.8243179321289
2018-11-14,76.49250030517578
2018-11-15,75.77356719970703
2018-11-16,76.17911529541016
2018-11-19,74.48316955566406
2018-11-20,74.28960418701172
2018-11-21,75.3864517211914
2018-11-23,74.79656219482422
2018-11-26,74.07762145996094
2018-11-27,71.47842407226562
2018-11-28,71.06364440917969
2018-11-29,70.73181915283203
2018-11-30,70.69495391845703
2018-12-03,69.66266632080078
2018-12-04,69.57971954345703
2018-12-06,68.32617950439453
2018-12-07,67.69941711425781
2018-12-10,67.62567138671875
2018-12-11,69.28473663330078
2018-12-12,70.40922546386719
2018-12-13,71.60745239257812
2018-12-14,69.89306640625
2018-12-17,69.53361511230469
2018-12-18,69.70872497558594
2018-12-19,69.11882019042969
2018-12-20,67.65331268310547
2018-12-21,67.83765411376953
2018-12-24,65.92973327636719
2018-12-26,67.62567138671875
2018-12-27,67.95748901367188
2018-12-28,67.8469009399414
2018-12-31,67.8008041381836
2019-01-02,67.89297485351562
2019-01-03,67.2662124633789
2019-01-04,69.66266632080078
2019-01-07,65.0264663696289
2019-01-08,65.35826873779297
2019-01-09,64.26146697998047
2019-01-10,64.39047241210938
2019-01-11,64.03102111816406
2019-01-14,62.34430313110352
2019-01-15,63.50564193725586
2019-01-16,64.6854476928711
2019-01-17,65.34906768798828
2019-01-18,65.33061981201172
2019-01-22,65.2108154296875
2019-01-23,67.03579711914062
2019-01-24,65.77304077148438
2019-01-25,65.53339385986328
2019-01-28,65.80990600585938
2019-01-29,66.76847839355469
2019-01-30,66.89752960205078
2019-01-31,66.82359313964844
2019-02-01,66.91600799560547
2019-02-04,65.89933776855469
2019-02-05,66.21358489990234
2019-02-06,65.90857696533203
2019-02-07,65.2615966796875
2019-02-08,65.2708511352539
2019-02-11,65.05828094482422
2019-02-12,63.79203796386719
2019-02-13,63.36686325073242
2019-02-14,63.745819091796875
2019-02-15,64.24491882324219
2019-02-19,64.97508239746094
2019-02-20,64.75325012207031
2019-02-21,65.60356903076172
2019-02-22,65.159912109375
2019-02-25,64.22642517089844
2019-02-26,63.77355194091797
2019-02-27,63.86599349975586
2019-02-28,64.06005096435547
2019-03-01,65.57585906982422
2019-03-04,65.4279556274414
2019-03-05,65.76994323730469
2019-03-06,65.19689178466797
2019-03-07,65.169189453125
2019-03-08,64.70703125
2019-03-11,64.8918685913086
2019-03-12,64.42052459716797
2019-03-13,64.54993438720703
2019-03-14,63.02490997314453
2019-03-15,64.24491882324219
2019-03-18,64.60539245605469
2019-03-19,64.4297866821289
2019-03-20,64.11552429199219
2019-03-21,65.62205505371094
2019-03-22,66.23207092285156
2019-03-25,67.31343841552734
2019-03-26,67.47055053710938
2019-03-27,66.79586791992188
2019-03-28,68.32086181640625
2019-03-29,69.26361846923828
2019-04-01,68.36710357666016
2019-04-02,68.72755432128906
2019-04-03,67.5537338256836
2019-04-04,64.99353790283203
2019-04-05,66.204345703125
2019-04-08,67.35041809082031
2019-04-09,67.3966293334961
2019-04-10,66.91600799560547
2019-04-11,66.204345703125
2019-04-12,65.72371673583984
2019-04-15,65.80691528320312
2019-04-16,64.38355255126953
2019-04-17,63.43155670166016
2019-04-18,62.49809265136719
2019-04-22,63.681121826171875
2019-04-23,64.21719360351562
2019-04-24,64.04158782958984
2019-04-25,63.95838928222656
2019-04-26,64.41127014160156
2019-04-29,63.357627868652344
2019-04-30,64.74402618408203
2019-05-01,64.79023742675781
2019-05-02,61.518280029296875
2019-05-03,62.194923400878906
2019-05-06,62.56568145751953
2019-05-07,63.26084518432617
2019-05-08,63.30719375610352
2019-05-09,63.61305618286133
2019-05-10,62.51930236816406
2019-05-13,61.67583465576172
2019-05-14,62.12075424194336
2019-05-15,62.167110443115234
2019-05-16,61.990989685058594
2019-05-17,62.68617630004883
2019-05-20,62.602752685546875
2019-05-21,60.58209609985352
2019-05-22,59.00637435913086
2019-05-23,58.46878433227539
2019-05-24,57.58822250366211
2019-05-28,56.346187591552734
2019-05-29,55.549049377441406
2019-05-30,55.660282135009766
2019-05-31,54.91875457763672
2019-06-03,55.83638381958008
2019-06-04,56.75402069091797
2019-06-05,57.792144775390625
2019-06-06,57.8292121887207
2019-06-07,56.53155899047851
2019-06-10,56.93012237548828
2019-06-11,57.39357376098633
2019-06-12,56.8837776184082
2019-06-13,56.7354736328125
2019-06-14,57.19892501831055
2019-06-17,55.47489547729492
2019-06-18,54.65922164916992
2019-06-19,56.83743667602539
2019-06-20,56.85597229003906
2019-06-21,56.392520904541016
2019-06-24,56.31837463378906
2019-06-25,57.968265533447266
2019-06-26,58.394630432128906
2019-06-27,57.189666748046875
2019-06-28,58.72831344604492
2019-07-01,57.958980560302734
2019-07-02,58.04241180419922
2019-07-03,59.0620002746582
2019-07-05,59.636661529541016
2019-07-08,59.68301773071289
2019-07-09,60.32258987426758
2019-07-10,61.360694885253906
2019-07-11,62.63981628417969
2019-07-12,61.11043930053711
2019-07-15,61.518280029296875
2019-07-16,61.9075813293457
2019-07-17,62.17637634277344
2019-07-18,62.992042541503906
2019-07-19,63.55745315551758
2019-07-22,62.621299743652344
2019-07-23,59.00637435913086
2019-07-24,58.84880828857422
2019-07-25,60.05378341674805
2019-07-26,59.95182418823242
2019-07-29,60.75823211669922
2019-07-30,62.602752685546875
2019-07-31,62.21346282958984
2019-08-01,61.86947250366211
2019-08-02,62.34360885620117
2019-08-05,60.76315689086914
2019-08-06,60.38200378417969
2019-08-07,61.00489044189453
2019-08-08,62.13907241821289
2019-08-09,62.34360885620117
2019-08-12,63.12455749511719
2019-08-13,62.56672668457031
2019-08-14,62.10188674926758
2019-08-15,63.12455749511719
2019-08-16,63.970516204833984
2019-08-19,65.18838500976562
2019-08-20,63.44990539550781
2019-08-21,63.626556396484375
2019-08-22,64.62129211425781
2019-08-23,63.589359283447266
2019-08-26,64.02630615234375
2019-08-27,63.63585662841797
2019-08-28,63.93333053588867
2019-08-29,65.00245666503906
2019-08-30,65.43941497802734
2019-09-03,66.34119415283203
2019-09-04,67.2894515991211
2019-09-05,66.74092864990234
2019-09-06,66.21102905273438
2019-09-09,66.06229400634766
2019-09-10,65.60675811767578
2019-09-11,66.54571533203125
2019-09-12,66.88969421386719
2019-09-13,67.07561492919922
2019-09-16,68.04248809814453
2019-09-17,68.79549407958984
2019-09-18,68.56307983398438
2019-09-19,68.4515380859375
2019-09-20,68.34925842285156
2019-09-23,68.9256591796875
2019-09-24,68.66536712646484
2019-09-25,68.66536712646484
2019-09-26,68.41435241699219
2019-09-27,68.20052337646484
2019-09-30,67.60553741455078
2019-10-01,68.395751953125
2019-10-02,68.19122314453125
2019-10-03,72.40260314941406
2019-10-04,72.30036163330078
2019-10-07,70.57118225097656
2019-10-08,71.18473815917969
2019-10-09,70.61766052246094
2019-10-10,71.03601837158203
2019-10-11,70.73851013183594
2019-10-14,70.50608825683594
2019-10-15,70.19001770019531
2019-10-16,70.86865997314453
2019-10-17,71.6310043334961
2019-10-18,71.55662536621094
2019-10-21,71.41716766357422
2019-10-22,70.031982421875
2019-10-23,69.54854583740234
2019-10-24,69.35330200195312
2019-10-25,69.72517395019531
2019-10-28,70.68274688720703
2019-10-29,71.60311889648438
2019-10-30,72.28175354003906
2019-10-31,72.73847198486328
2019-11-01,72.3004150390625
2019-11-04,71.96488189697266
2019-11-05,71.63865661621094
2019-11-06,73.69852447509766
2019-11-07,73.63327026367188
2019-11-08,73.58665466308594
2019-11-11,75.02203369140625
2019-11-12,74.67718505859375
2019-11-13,75.49739837646484
2019-11-14,75.5346908569336
2019-11-15,77.30560302734375
2019-11-18,77.69709014892578
2019-11-19,78.06058502197266
2019-11-20,77.81824493408203
2019-11-21,77.21238708496094
2019-11-22,77.27763366699219
2019-11-25,77.76232147216797
2019-11-26,78.15377807617188
2019-11-27,78.31224060058594
2019-11-29,78.27496337890625
2019-12-02,78.32157135009766
2019-12-03,78.67575073242188
2019-12-04,78.41475677490234
2019-12-05,78.67575073242188
2019-12-06,78.4986343383789
2019-12-09,78.44274139404297
2019-12-10,78.31224060058594
2019-12-11,78.64777374267578
2019-12-12,78.39611053466797
2019-12-13,78.38681030273438
2019-12-16,78.26560974121094
2019-12-17,78.37747955322266
2019-12-18,78.4520492553711
2019-12-19,78.47999572753906
2019-12-20,79.99927520751953
2019-12-23,79.69170379638672
2019-12-24,79.35614776611328
2019-12-26,80.29754638671875
2019-12-27,80.22297668457031
2019-12-30,79.64509582519531
2019-12-31,80.18569946289062
2020-01-02,78.37747955322266
2020-01-03,87.20415496826172
2020-01-06,84.53844451904297
2020-01-07,85.01378631591797
2020-01-08,85.06038665771484
2020-01-09,84.62230682373047
2020-01-10,84.33340454101562
2020-01-13,85.0324478149414
2020-01-14,84.51048278808594
2020-01-15,84.70621490478516
2020-01-16,84.81806182861328
2020-01-17,84.35202026367188
2020-01-21,85.00447845458984
2020-01-22,84.99515533447266
2020-01-23,84.71554565429688
2020-01-24,84.52913665771484
2020-01-27,84.28678131103516
2020-01-28,85.43323516845703
2020-01-29,85.79672241210938
2020-01-30,86.07705688476562
2020-01-31,85.32020568847656
2020-02-03,85.7313232421875
2020-02-04,86.22655487060547
2020-02-05,86.50687408447266
2020-02-06,87.05817413330078
2020-02-07,88.25419616699219
2020-02-10,88.37568664550781
2020-02-11,88.88958740234375
2020-02-12,88.31026458740234
2020-02-13,88.85222625732422
2020-02-14,88.92698669433594
2020-02-18,89.5810546875
2020-02-19,88.1607894897461
2020-02-20,88.69337463378906
2020-02-21,88.61863708496094
2020-02-24,89.06712341308594
2020-02-25,87.61881256103516
2020-02-26,86.46949768066406
2020-02-27,83.58219909667969
2020-02-28,81.19013977050781
2020-03-02,80.96587371826172
2020-03-03,79.89132690429688
2020-03-04,82.31141662597656
2020-03-05,80.69489288330078
2020-03-06,77.90103912353516
2020-03-09,68.56637573242188
2020-03-10,67.9590072631836
2020-03-11,66.7442855834961
2020-03-12,59.20367431640625
2020-03-13,59.66152572631836
2020-03-16,49.0
2020-03-17,49.64474868774414
2020-03-18,42.057411193847656
2020-03-19,45.608131408691406
2020-03-20,44.50553894042969
2020-03-23,44.58028793334961
2020-03-24,51.429447174072266
2020-03-25,52.63483428955078
2020-03-26,54.98017501831055
2020-03-27,53.49448013305664
2020-03-30,53.85889434814453
2020-03-31,53.35431671142578
2020-04-01,47.65446853637695
2020-04-02,46.607948303222656
2020-04-03,46.90694808959961
2020-04-06,48.420677185058594
2020-04-07,51.48551559448242
2020-04-08,53.96167755126953
2020-04-09,54.56904983520508
2020-04-13,54.4382209777832
2020-04-14,56.71815872192383
2020-04-15,52.24238204956055
2020-04-16,53.77479934692383
2020-04-17,55.98933029174805
2020-04-20,53.737430572509766
2020-04-21,52.05550003051758
2020-04-22,52.63483428955078
2020-04-23,52.97121047973633
2020-04-24,53.98971176147461
2020-04-27,54.709205627441406
2020-04-28,56.213584899902344
2020-04-29,60.63330078125
2020-04-30,57.33486557006836
2020-05-01,54.522315979003906
2020-05-04,53.91496276855469
2020-05-05,55.10165023803711
2020-05-06,55.12968063354492
2020-05-07,51.9871826171875
2020-05-08,57.72810363769531
2020-05-11,55.96455383300781
2020-05-12,54.62311935424805
2020-05-13,51.38682556152344
2020-05-14,51.13355255126953
2020-05-15,48.86344909667969
2020-05-18,52.87833786010742
2020-05-19,52.399932861328125
2020-05-20,52.78453063964844
2020-05-21,52.37179183959961
2020-05-22,53.675689697265625
2020-05-26,56.94013977050781
2020-05-27,58.11270904541016
2020-05-28,55.927032470703125
2020-05-29,56.339786529541016
2020-06-01,57.77500534057617
2020-06-02,57.9438591003418
2020-06-03,60.76741027832031
2020-06-04,61.733612060546875
2020-06-05,66.83663940429688
2020-06-08,69.96037292480469
2020-06-09,67.44639587402344
2020-06-10,66.15186309814453
2020-06-11,59.34156036376953
2020-06-12,60.94563674926758
2020-06-15,61.46156692504883
2020-06-16,63.75043869018555
2020-06-17,63.62849807739258
2020-06-18,63.590972900390625
2020-06-19,62.09944534301758
2020-06-22,61.77113342285156
2020-06-23,62.41839218139648
2020-06-24,59.14457321166992
2020-06-25,59.90439224243164
2020-06-26,58.656776428222656
2020-06-29,59.34156036376953
2020-06-30,59.970062255859375
2020-07-01,59.49164962768555
2020-07-02,59.529170989990234
2020-07-06,60.08262634277344
2020-07-07,59.14457321166992
2020-07-08,58.0189094543457
2020-07-09,56.2459716796875
2020-07-10,59.10704040527344
2020-07-13,59.848114013671875
2020-07-14,62.05255889892578
2020-07-15,64.03185272216797
2020-07-16,62.774864196777344
2020-07-17,62.28705978393555
2020-07-20,60.97378158569336
2020-07-21,61.85556411743164
2020-07-22,63.93806076049805
2020-07-23,64.46336364746094
2020-07-24,63.590972900390625
2020-07-27,66.13309478759766
2020-07-28,58.5535888671875
2020-07-29,56.10527038574219
