,DVN
2015-06-26,42.654972076416016
2015-06-29,41.49793243408203
2015-06-30,41.97063064575195
2015-07-01,40.72892761230469
2015-07-02,40.82770919799805
2015-07-06,39.9881477355957
2015-07-07,40.43968200683594
2015-07-08,39.19093322753906
2015-07-09,39.46607971191406
2015-07-10,39.402584075927734
2015-07-13,39.08510971069336
2015-07-14,39.60717010498047
2015-07-15,38.69001770019531
2015-07-16,38.35843276977539
2015-07-17,37.84341812133789
2015-07-20,36.56644058227539
2015-07-21,36.742820739746094
2015-07-22,36.07964324951172
2015-07-23,36.093753814697266
2015-07-24,34.85206604003906
2015-07-27,34.44991683959961
2015-07-28,35.26830291748047
2015-07-29,36.107872009277344
2015-07-30,35.70573043823242
2015-07-31,34.86616516113281
2015-08-03,34.11833953857422
2015-08-04,34.38642501831055
2015-08-05,33.12357711791992
2015-08-06,34.07600402832031
2015-08-07,32.74259948730469
2015-08-10,33.779693603515625
2015-08-11,33.37049102783203
2015-08-12,33.779693603515625
2015-08-13,32.46038818359375
2015-08-14,32.495670318603516
2015-08-17,32.74259948730469
2015-08-18,32.608558654785156
2015-08-19,31.50794792175293
2015-08-20,30.202777862548828
2015-08-21,28.98929786682129
2015-08-24,26.865718841552734
2015-08-25,25.842737197875977
2015-08-26,27.126760482788086
2015-08-27,28.770586013793945
2015-08-28,29.77241325378418
2015-08-31,30.09693717956543
2015-09-01,28.453115463256836
2015-09-02,28.728271484375
2015-09-03,28.80586051940918
2015-09-04,28.319061279296875
2015-09-08,28.573041915893555
2015-09-09,28.0015869140625
2015-09-10,28.213237762451172
2015-09-11,27.567358016967773
2015-09-14,27.617034912109375
2015-09-15,27.80157470703125
2015-09-16,29.13593864440918
2015-09-17,28.965591430664062
2015-09-18,28.234525680541992
2015-09-21,28.624897003173828
2015-09-22,28.035791397094727
2015-09-23,27.07761573791504
2015-09-24,27.397001266479492
2015-09-25,27.304737091064453
2015-09-28,26.08393669128418
2015-09-29,25.856815338134766
2015-09-30,26.325258255004883
2015-10-01,26.79370880126953
2015-10-02,28.901723861694336
2015-10-05,30.463193893432617
2015-10-06,31.052310943603516
2015-10-07,31.130382537841797
2015-10-08,31.705293655395508
2015-10-09,32.10985565185547
2015-10-12,31.222652435302734
2015-10-13,31.03101348876953
2015-10-14,31.691091537475586
2015-10-15,32.4150505065918
2015-10-16,32.9544792175293
2015-10-19,32.13825225830078
2015-10-20,32.42924880981445
2015-10-21,31.158763885498047
2015-10-22,31.762081146240234
2015-10-23,31.911123275756836
2015-10-26,30.370925903320312
2015-10-27,29.24239730834961
2015-10-28,29.497913360595703
2015-10-29,29.128843307495117
2015-10-30,29.760530471801758
2015-11-02,30.612255096435547
2015-11-03,32.095672607421875
2015-11-04,32.99707794189453
2015-11-05,33.72102737426758
2015-11-06,33.26676940917969
2015-11-09,33.3448486328125
2015-11-10,33.898468017578125
2015-11-11,32.37957000732422
2015-11-12,31.982101440429688
2015-11-13,31.975006103515625
2015-11-16,33.00415802001953
2015-11-17,32.58540344238281
2015-11-18,33.40873336791992
2015-11-19,32.63508987426758
2015-11-20,32.11695098876953
2015-11-23,31.88983154296875
2015-11-24,33.039642333984375
2015-11-25,32.58540344238281
2015-11-27,31.847246170043945
2015-11-30,32.6563720703125
2015-12-01,32.99707794189453
2015-12-02,30.896154403686523
2015-12-03,29.17142105102539
2015-12-04,28.766857147216797
2015-12-07,25.86390495300293
2015-12-08,24.976696014404297
2015-12-09,25.068971633911133
2015-12-10,25.203828811645508
2015-12-11,23.974720001220703
2015-12-14,22.538379669189453
2015-12-15,22.774194717407227
2015-12-16,21.84522247314453
2015-12-17,20.709012985229492
2015-12-18,20.487485885620117
2015-12-21,20.601825714111328
2015-12-22,21.316415786743164
2015-12-23,23.7246036529541
2015-12-24,23.367313385009766
2015-12-28,22.645565032958984
2015-12-29,23.038599014282227
2015-12-30,22.152498245239258
2015-12-31,22.86709213256836
2016-01-04,23.095767974853516
2016-01-05,23.460208892822266
2016-01-06,21.587963104248047
2016-01-07,20.051584243774414
2016-01-08,20.366003036499023
2016-01-11,19.272672653198242
2016-01-12,18.379419326782227
2016-01-13,17.721994400024414
2016-01-14,18.550928115844727
2016-01-15,17.50047492980957
2016-01-19,16.778728485107422
2016-01-20,15.428139686584473
2016-01-21,17.278947830200195
2016-01-22,18.315113067626953
2016-01-25,16.271366119384766
2016-01-26,17.550491333007812
2016-01-27,17.50047492980957
2016-01-28,19.144046783447266
2016-01-29,19.9372501373291
2016-02-01,18.62238883972168
2016-02-02,17.643390655517578
2016-02-03,19.00112533569336
2016-02-04,18.979690551757812
2016-02-05,17.757726669311523
2016-02-08,16.92165184020996
2016-02-09,16.1927547454834
2016-02-10,15.456727027893066
2016-02-11,15.185176849365234
2016-02-12,15.499601364135742
2016-02-16,15.192326545715332
2016-02-17,14.527752876281738
2016-02-18,14.077555656433105
2016-02-19,13.327227592468262
2016-02-22,14.506309509277344
2016-02-23,13.513022422790527
2016-02-24,13.870322227478027
2016-02-25,13.97751235961914
2016-02-26,14.499164581298828
2016-02-29,14.063260078430176
2016-03-01,13.734548568725586
2016-03-02,15.378120422363281
2016-03-03,15.721121788024902
2016-03-04,16.657245635986328
2016-03-07,17.286094665527344
2016-03-08,15.34239387512207
2016-03-09,16.385698318481445
2016-03-10,16.064128875732422
2016-03-11,17.89879608154297
2016-03-14,17.9060115814209
2016-03-15,17.400402069091797
2016-03-16,18.938922882080078
2016-03-17,19.791242599487305
2016-03-18,19.892366409301758
2016-03-21,20.239076614379883
2016-03-22,20.23185157775879
2016-03-23,18.606664657592773
2016-03-24,19.119497299194336
2016-03-28,18.664438247680664
2016-03-29,18.845014572143555
2016-03-30,18.924474716186523
2016-03-31,19.820127487182617
2016-04-01,19.22061538696289
2016-04-04,18.816129684448242
2016-04-05,19.061708450317383
2016-04-06,19.906803131103516
2016-04-07,19.935707092285156
2016-04-08,20.780803680419922
2016-04-11,20.98304557800293
2016-04-12,22.36265754699707
2016-04-13,22.36265754699707
2016-04-14,22.644363403320312
2016-04-15,22.680477142333984
2016-04-18,23.113859176635742
2016-04-19,24.283998489379883
2016-04-20,25.10020637512207
2016-04-21,24.507919311523438
2016-04-22,25.425251007080078
2016-04-25,24.522361755371094
2016-04-26,25.006305694580078
2016-04-27,26.6603946685791
2016-04-28,26.082548141479492
2016-04-29,25.049652099609375
2016-05-02,24.962974548339844
2016-05-03,23.655590057373047
2016-05-04,22.615468978881836
2016-05-05,22.536014556884766
2016-05-06,22.680477142333984
2016-05-09,21.698137283325195
2016-05-10,22.781599044799805
2016-05-11,23.503902435302734
2016-05-12,23.626697540283203
2016-05-13,23.48946189880371
2016-05-16,24.40679168701172
2016-05-17,25.01352882385254
2016-05-18,24.645151138305664
2016-05-19,24.48624610900879
2016-05-20,24.739049911499023
2016-05-23,24.948522567749023
2016-05-24,24.91241455078125
2016-05-25,26.32090950012207
2016-05-26,25.930856704711914
2016-05-27,25.930856704711914
2016-05-31,26.068105697631836
2016-06-01,26.11143684387207
2016-06-02,26.588167190551758
2016-06-03,25.945308685302734
2016-06-06,27.129898071289062
2016-06-07,27.996662139892578
2016-06-08,27.144338607788086
2016-06-09,27.050439834594727
2016-06-10,25.367462158203125
2016-06-13,25.888410568237305
2016-06-14,25.721996307373047
2016-06-15,25.389158248901367
2016-06-16,25.179336547851562
2016-06-17,26.03312110900879
2016-06-20,27.002668380737305
2016-06-21,27.632160186767578
2016-06-22,27.45127296447754
2016-06-23,28.073511123657227
2016-06-24,25.93905258178711
2016-06-27,24.419620513916016
2016-06-28,26.040361404418945
2016-06-29,26.54684066772461
2016-06-30,26.22848892211914
2016-07-01,27.09673309326172
2016-07-05,26.1561222076416
2016-07-06,26.756669998168945
2016-07-07,26.633670806884766
2016-07-08,27.190797805786133
2016-07-11,27.255910873413086
2016-07-12,28.948999404907227
2016-07-13,28.218233108520508
2016-07-14,27.77686882019043
2016-07-15,27.704513549804688
2016-07-18,27.57427215576172
2016-07-19,27.313804626464844
2016-07-20,27.46573829650879
2016-07-21,27.009904861450195
2016-07-22,27.313804626464844
2016-07-25,26.105478286743164
2016-07-26,27.103975296020508
2016-07-27,26.141653060913086
2016-07-28,26.141653060913086
2016-07-29,27.69727325439453
2016-08-01,25.98247528076172
2016-08-02,26.134418487548828
2016-08-03,27.49468231201172
2016-08-04,27.936044692993164
2016-08-05,28.587234497070312
2016-08-08,29.08647346496582
2016-08-09,28.86942481994629
2016-08-10,28.63064193725586
2016-08-11,29.889619827270508
2016-08-12,30.15009117126465
2016-08-15,30.359912872314453
2016-08-16,30.728918075561523
2016-08-17,31.33669662475586
2016-08-18,32.385841369628906
2016-08-19,32.07471466064453
2016-08-22,31.908296585083008
2016-08-23,32.72591018676758
2016-08-24,32.204959869384766
2016-08-25,32.110897064208984
2016-08-26,32.14706802368164
2016-08-29,32.56673049926758
2016-08-30,32.15430450439453
2016-08-31,31.351177215576172
2016-09-01,31.618886947631836
2016-09-02,32.03129959106445
2016-09-06,31.98789405822754
2016-09-07,31.980661392211914
2016-09-08,32.762088775634766
2016-09-09,31.372880935668945
2016-09-12,31.249876022338867
2016-09-13,29.808021545410156
2016-09-14,29.112445831298828
2016-09-15,29.634122848510742
2016-09-16,29.69933319091797
2016-09-19,29.597904205322266
2016-09-20,29.460233688354492
2016-09-21,30.554304122924805
2016-09-22,30.34419059753418
2016-09-23,28.648746490478516
2016-09-26,28.721195220947266
2016-09-27,27.80826759338379
2016-09-28,30.126821517944336
2016-09-29,31.184669494628906
2016-09-30,31.95993995666504
2016-10-03,32.025150299072266
2016-10-04,31.35855484008789
2016-10-05,32.01065444946289
2016-10-06,31.503469467163086
2016-10-07,31.018020629882812
2016-10-10,32.16280746459961
2016-10-11,31.981664657592773
2016-10-12,32.28599166870117
2016-10-13,31.807785034179688
2016-10-14,31.21364974975586
2016-10-17,30.26448631286621
2016-10-18,30.35867691040039
2016-10-19,31.126697540283203
2016-10-20,31.112205505371094
2016-10-21,30.931087493896484
2016-10-24,30.228256225585938
2016-10-25,29.467483520507812
2016-10-26,29.126937866210938
2016-10-27,29.31531524658203
2016-10-28,28.387903213500977
2016-10-31,27.45323371887207
2016-11-01,27.308320999145508
2016-11-02,28.655981063842773
2016-11-03,29.3515625
2016-11-04,29.11970329284668
2016-11-07,30.30071449279785
2016-11-08,30.416645050048828
2016-11-09,31.604915618896484
2016-11-10,31.25712013244629
2016-11-11,30.322450637817383
2016-11-14,31.018020629882812
2016-11-15,32.604793548583984
2016-11-16,31.86573028564453
2016-11-17,31.06149673461914
2016-11-18,31.749818801879883
2016-11-21,32.532325744628906
2016-11-22,32.22801971435547
2016-11-23,32.63376235961914
2016-11-25,32.046875
2016-11-28,30.902082443237305
2016-11-29,30.54705810546875
2016-11-30,35.01752853393555
2016-12-01,34.66976547241211
2016-12-02,34.66976547241211
2016-12-05,34.59006118774414
2016-12-06,34.278499603271484
2016-12-07,34.45237731933594
2016-12-08,34.59006118774414
2016-12-09,34.82916259765625
2016-12-12,34.86538314819336
2016-12-13,34.95969009399414
2016-12-14,34.11090850830078
2016-12-15,34.480892181396484
2016-12-16,34.37208557128906
2016-12-19,34.12541580200195
2016-12-20,33.84974670410156
2016-12-21,33.78445053100586
2016-12-22,34.02386474609375
2016-12-23,33.762699127197266
2016-12-27,33.98033905029297
2016-12-28,33.54505157470703
2016-12-29,33.334678649902344
2016-12-30,33.13154220581055
2017-01-03,34.15443801879883
2017-01-04,34.45912551879883
2017-01-05,35.5545654296875
2017-01-06,35.30790328979492
2017-01-09,33.79171371459961
2017-01-10,33.8787727355957
2017-01-11,34.38657760620117
2017-01-12,33.704654693603516
2017-01-13,33.66838836669922
2017-01-17,33.71916580200195
2017-01-18,33.632118225097656
2017-01-19,33.43624496459961
2017-01-20,33.55956268310547
2017-01-23,33.102535247802734
2017-01-24,33.7989616394043
2017-01-25,33.704654693603516
2017-01-26,34.20521545410156
2017-01-27,33.83523178100586
2017-01-30,32.69627380371094
2017-01-31,33.037227630615234
2017-02-01,33.037227630615234
2017-02-02,33.117027282714844
2017-02-03,33.94405746459961
2017-02-06,32.84136199951172
2017-02-07,32.02159118652344
2017-02-08,31.96356964111328
2017-02-09,32.464134216308594
2017-02-10,32.94292449951172
2017-02-13,32.834110260009766
2017-02-14,33.327423095703125
2017-02-15,32.086883544921875
2017-02-16,31.99983024597168
2017-02-17,32.04335021972656
2017-02-21,32.68901443481445
2017-02-22,31.74591827392578
2017-02-23,31.912784576416016
2017-02-24,31.05675506591797
2017-02-27,31.238115310668945
2017-02-28,31.45573616027832
2017-03-01,32.3770751953125
2017-03-02,31.535541534423828
2017-03-03,31.448490142822266
2017-03-06,31.876506805419922
2017-03-07,31.60083770751953
2017-03-08,29.54054832458496
2017-03-09,29.576820373535156
2017-03-10,29.206832885742188
2017-03-13,29.758996963500977
2017-03-14,29.0760498046875
2017-03-15,29.875246047973633
2017-03-16,29.584630966186523
2017-03-17,29.453855514526367
2017-03-20,29.453855514526367
2017-03-21,28.916213989257812
2017-03-22,28.582012176513672
2017-03-23,28.40038299560547
2017-03-24,28.189672470092773
2017-03-27,28.247802734375
2017-03-28,28.785442352294922
2017-03-29,29.947908401489258
2017-03-30,30.115005493164062
2017-03-31,30.311168670654297
2017-04-03,30.53640365600586
2017-04-04,30.870609283447266
2017-04-05,30.165864944458008
2017-04-06,31.15396499633789
2017-04-07,30.90692710876465
2017-04-10,31.284732818603516
2017-04-11,30.892393112182617
2017-04-12,30.420150756835938
2017-04-13,29.533782958984375
2017-04-17,29.79532241821289
2017-04-18,29.446592330932617
2017-04-19,28.516620635986328
2017-04-20,28.84355354309082
2017-04-21,28.8653621673584
2017-04-24,28.93074607849121
2017-04-25,29.49018096923828
2017-04-26,29.49018096923828
2017-04-27,28.58927345275879
2017-04-28,28.69099235534668
2017-05-01,28.560218811035156
2017-05-02,28.226001739501953
2017-05-03,27.731950759887695
2017-05-04,26.867382049560547
2017-05-05,27.622976303100586
2017-05-08,27.724700927734375
2017-05-09,27.528526306152344
2017-05-10,28.000778198242188
2017-05-11,27.572126388549805
2017-05-12,27.506731033325195
2017-05-15,27.724700927734375
2017-05-16,27.550325393676758
2017-05-17,27.136198043823242
2017-05-18,26.80925178527832
2017-05-19,27.891803741455078
2017-05-22,27.666574478149414
2017-05-23,27.47767448425293
2017-05-24,26.976364135742188
2017-05-25,25.959205627441406
2017-05-26,26.024593353271484
2017-05-30,25.058305740356445
2017-05-31,24.687763214111328
2017-06-01,24.89846420288086
2017-06-02,24.070207595825195
2017-06-05,24.0120849609375
2017-06-06,24.62964630126953
2017-06-07,23.191099166870117
2017-06-08,22.87868881225586
2017-06-09,23.670612335205078
2017-06-12,23.772323608398438
2017-06-13,24.376468658447266
2017-06-14,23.430225372314453
2017-06-15,22.920719146728516
2017-06-16,23.117244720458984
2017-06-19,22.79697608947754
2017-06-20,22.68051528930664
2017-06-21,21.94536590576172
2017-06-22,21.84346580505371
2017-06-23,22.18556785583496
2017-06-26,22.360254287719727
2017-06-27,22.090938568115234
2017-06-28,22.23651123046875
2017-06-29,23.15363311767578
2017-06-30,23.270090103149414
2017-07-03,23.85967254638672
2017-07-05,22.63684844970703
2017-07-06,21.967201232910156
2017-07-07,21.501367568969727
2017-07-10,21.639659881591797
2017-07-11,22.221960067749023
2017-07-12,22.425762176513672
2017-07-13,22.70962905883789
2017-07-14,23.03717803955078
2017-07-17,22.818811416625977
2017-07-18,22.826095581054688
2017-07-19,23.655872344970703
2017-07-20,23.28465461730957
2017-07-21,23.2628116607666
2017-07-24,23.102684020996094
2017-07-25,24.005245208740234
2017-07-26,24.01252555847168
2017-07-27,24.36190414428711
2017-07-28,24.17266082763672
2017-07-31,24.245452880859375
2017-08-01,24.005245208740234
2017-08-02,24.310955047607422
2017-08-03,23.48845863342285
2017-08-04,24.500198364257812
2017-08-07,23.58308219909668
2017-08-08,23.393835067749023
2017-08-09,23.35016441345215
2017-08-10,23.117244720458984
2017-08-11,23.0080623626709
2017-08-14,22.615007400512695
2017-08-15,22.505830764770508
2017-08-16,22.31658363342285
2017-08-17,21.967201232910156
2017-08-18,22.127330780029297
2017-08-21,22.083662033081055
2017-08-22,22.127330780029297
2017-08-23,22.54950714111328
2017-08-24,22.651399612426758
2017-08-25,22.68051528930664
2017-08-28,22.513111114501953
2017-08-29,22.556777954101562
2017-08-30,22.534944534301758
2017-08-31,22.855209350585938
2017-09-01,23.37199592590332
2017-09-05,23.386552810668945
2017-09-06,23.78688621520996
2017-09-07,23.575796127319336
2017-09-08,22.906160354614258
2017-09-11,23.15363311767578
2017-09-12,23.415668487548828
2017-09-13,24.39101219177246
2017-09-14,24.719152450561523
