,IBM
2017-09-18,99.77113342285156
2017-09-19,99.66068267822266
2017-09-20,100.68914794921875
2017-09-21,100.2612075805664
2017-09-22,100.17146301269531
2017-09-25,100.68223571777344
2017-09-26,101.15846252441406
2017-09-27,100.53727722167969
2017-09-28,100.53727722167969
2017-09-29,100.1369400024414
2017-10-02,101.2275161743164
2017-10-03,101.31031799316406
2017-10-04,101.103271484375
2017-10-05,101.26889038085938
2017-10-06,101.103271484375
2017-10-09,101.73135375976562
2017-10-10,102.49750518798828
2017-10-11,101.89010620117188
2017-10-12,101.4828872680664
2017-10-13,101.53120422363281
2017-10-16,101.34485626220703
2017-10-17,101.14469146728516
2017-10-18,110.11061096191406
2017-10-19,111.05621337890625
2017-10-20,111.86376190185547
2017-10-23,110.12444305419922
2017-10-24,107.59134674072266
2017-10-25,105.94861602783203
2017-10-26,106.01765441894531
2017-10-27,106.07281494140625
2017-10-30,106.54218292236328
2017-10-31,106.3351058959961
2017-11-01,106.31441497802734
2017-11-02,105.84506225585938
2017-11-03,104.62340545654297
2017-11-06,104.11260223388672
2017-11-07,104.46463775634766
2017-11-08,104.61647033691406
2017-11-09,104.77681732177734
2017-11-10,103.98212432861328
2017-11-13,103.45228576660156
2017-11-14,103.79386901855469
2017-11-15,102.5460433959961
2017-11-16,103.95420837402344
2017-11-17,103.84964752197266
2017-11-20,104.92321014404297
2017-11-21,105.92707061767578
2017-11-22,105.80155944824219
2017-11-24,105.8503646850586
2017-11-27,105.94799041748047
2017-11-28,106.28955841064453
2017-11-29,107.04241943359375
2017-11-30,107.33525848388672
2017-12-01,107.88597869873047
2017-12-04,109.07109069824219
2017-12-05,108.2972412109375
2017-12-06,107.42584991455078
2017-12-07,107.0563735961914
2017-12-08,107.92083740234375
2017-12-11,108.33909606933594
2017-12-12,109.2662353515625
2017-12-13,107.29339599609375
2017-12-14,107.35614013671875
2017-12-15,106.31048583984375
2017-12-18,106.88907623291016
2017-12-19,106.8193588256836
2017-12-20,106.62419891357422
2017-12-21,105.61336517333984
2017-12-22,106.31048583984375
2017-12-26,106.54051971435547
2017-12-27,106.74967956542969
2017-12-28,107.38402557373047
2017-12-29,106.95182037353516
2018-01-02,107.53040313720703
2018-01-03,110.48621368408203
2018-01-04,112.72394561767578
2018-01-05,113.274658203125
2018-01-08,113.9578628540039
2018-01-09,114.20881652832031
2018-01-10,114.45281982421875
2018-01-11,114.46676635742188
2018-01-12,113.727783203125
2018-01-16,114.22274017333984
2018-01-17,117.56893157958984
2018-01-18,117.89656066894531
2018-01-19,113.1910171508789
2018-01-22,113.35136413574219
2018-01-23,115.89584350585938
2018-01-24,115.28238677978516
2018-01-25,115.35210418701172
2018-01-26,116.65567016601562
2018-01-29,116.27925109863281
2018-01-30,114.06243133544922
2018-01-31,114.11817932128906
2018-02-01,113.21192932128906
2018-02-02,110.8626480102539
2018-02-05,106.33136749267578
2018-02-06,108.29029846191406
2018-02-07,107.2515869140625
2018-02-08,103.90060424804688
2018-02-09,105.25227355957031
2018-02-12,106.58280181884766
2018-02-13,106.1252212524414
2018-02-14,108.94818115234375
2018-02-15,109.8281478881836
2018-02-16,109.94781494140625
2018-02-20,109.22976684570312
2018-02-21,108.38501739501953
2018-02-22,107.83588409423828
2018-02-23,109.48323059082031
2018-02-26,111.63739776611328
2018-02-27,110.20831298828125
2018-02-28,109.70143127441406
2018-03-01,108.27938842773438
2018-03-02,108.75810241699219
2018-03-05,110.48990631103516
2018-03-06,109.62400817871094
2018-03-07,111.45437622070312
2018-03-08,109.96894073486328
2018-03-09,112.15129852294922
2018-03-12,112.82007598876953
2018-03-13,112.15834045410156
2018-03-14,111.31355285644531
2018-03-15,112.36249542236328
2018-03-16,112.82007598876953
2018-03-19,110.77149963378906
2018-03-20,109.9619140625
2018-03-21,110.306884765625
2018-03-22,107.06856536865234
2018-03-23,104.81580352783203
2018-03-26,107.96964263916016
2018-03-27,106.94181823730469
2018-03-28,107.37126922607422
2018-03-29,108.01188659667969
2018-04-02,105.64651489257812
2018-04-03,105.49163818359375
2018-04-04,108.49763488769531
2018-04-05,108.43425750732422
2018-04-06,105.99852752685547
2018-04-09,107.49095916748047
2018-04-10,109.39167022705078
2018-04-11,109.37055969238281
2018-04-12,111.2783203125
2018-04-13,110.32093811035156
2018-04-16,111.15165710449219
2018-04-17,113.27767944335938
2018-04-18,104.74541473388672
2018-04-19,103.9780502319336
2018-04-20,102.00691223144531
2018-04-23,102.68274688720703
2018-04-24,102.47157287597656
2018-04-25,102.73905181884766
2018-04-26,103.28816986083984
2018-04-27,103.11920166015625
2018-04-30,102.04915618896484
2018-05-01,102.07732391357422
2018-05-02,100.28215789794922
2018-05-03,99.95833587646484
2018-05-04,101.30997467041016
2018-05-07,100.82421875
2018-05-08,100.66935729980469
2018-05-09,101.50926971435547
2018-05-10,102.66948699951172
2018-05-11,102.59832000732422
2018-05-14,102.71221923828125
2018-05-15,102.31361389160156
2018-05-16,102.94711303710938
2018-05-17,102.85457611083984
2018-05-18,102.55562591552734
2018-05-21,103.55924987792969
2018-05-22,103.27452850341797
2018-05-23,102.97557067871094
2018-05-24,102.5484848022461
2018-05-25,102.242431640625
2018-05-29,100.5198745727539
2018-05-30,101.51638793945312
2018-05-31,100.58394622802734
2018-06-01,101.03948211669922
2018-06-04,101.8153305053711
2018-06-05,102.28512573242188
2018-06-06,103.00404357910156
2018-06-07,103.46672058105469
2018-06-08,104.02191925048828
2018-06-11,104.3351058959961
2018-06-12,104.5415267944336
2018-06-13,104.17137908935547
2018-06-14,103.35282135009766
2018-06-15,103.48807525634766
2018-06-18,102.84033966064453
2018-06-19,102.42748260498047
2018-06-20,101.52350616455078
2018-06-21,100.5412368774414
2018-06-22,100.56259155273438
2018-06-25,98.79019927978516
2018-06-26,98.99662780761719
2018-06-27,97.85775756835938
2018-06-28,99.6799545288086
2018-06-29,99.43794250488281
2018-07-02,99.55183410644531
2018-07-03,99.34542846679688
2018-07-05,100.66934204101562
2018-07-06,101.4167251586914
2018-07-09,102.7762680053711
2018-07-10,103.00404357910156
2018-07-11,103.1677474975586
2018-07-12,104.24256896972656
2018-07-13,103.85108184814453
2018-07-16,103.53790283203125
2018-07-17,102.13565063476562
2018-07-18,102.8687973022461
2018-07-19,106.22845458984375
2018-07-20,104.17137908935547
2018-07-23,103.70873260498047
2018-07-24,104.1927490234375
2018-07-25,104.36359405517578
2018-07-26,104.42762756347656
2018-07-27,103.3172378540039
2018-07-30,103.55924987792969
2018-07-31,103.16065216064453
2018-08-01,102.14276885986328
2018-08-02,101.75839233398438
2018-08-03,105.13229370117188
2018-08-06,103.94364166259766
2018-08-07,104.64118957519531
2018-08-08,104.55574798583984
2018-08-09,104.1600341796875
2018-08-10,103.9513931274414
2018-08-13,102.67790985107422
2018-08-14,103.14557647705078
2018-08-15,103.5412826538086
2018-08-16,104.5701675415039
2018-08-17,105.0881576538086
2018-08-20,105.41195678710938
2018-08-21,105.02342987060547
2018-08-22,104.49819946289062
2018-08-23,104.59170532226562
2018-08-24,105.07377624511719
2018-08-27,105.54144287109375
2018-08-28,105.46951293945312
2018-08-29,106.15301513671875
2018-08-30,104.9946517944336
2018-08-31,105.3903579711914
2018-09-04,104.81476593017578
2018-09-05,105.51985168457031
2018-09-06,105.32560729980469
2018-09-07,104.64930725097656
2018-09-10,104.7931900024414
2018-09-11,105.3975830078125
2018-09-12,105.45514678955078
2018-09-13,107.16749572753906
2018-09-14,106.7214126586914
2018-09-17,106.4408187866211
2018-09-18,106.88687896728516
2018-09-19,107.24662017822266
2018-09-20,108.7503890991211
2018-09-21,108.8942642211914
2018-09-24,107.94453430175781
2018-09-25,107.13871765136719
2018-09-26,109.0813217163086
2018-09-27,109.0021743774414
2018-09-28,108.79353332519531
2018-10-01,110.0814208984375
2018-10-02,110.62102508544922
2018-10-03,110.23969268798828
2018-10-04,108.86550903320312
2018-10-05,107.2250747680664
2018-10-08,106.76460266113281
2018-10-09,105.93717193603516
2018-10-10,102.66352081298828
2018-10-11,100.02300262451172
2018-10-12,101.33965301513672
2018-10-15,101.5411148071289
2018-10-16,104.41185760498047
2018-10-17,96.4471435546875
2018-10-18,93.928955078125
2018-10-19,92.88567352294922
2018-10-22,93.547607421875
2018-10-23,94.40380096435547
2018-10-24,91.52586364746094
2018-10-25,90.97905731201172
2018-10-26,89.78469848632812
2018-10-29,86.07935333251953
2018-10-30,83.02875518798828
2018-10-31,83.05030822753906
2018-11-01,84.05760955810547
2018-11-02,83.22296905517578
2018-11-05,86.38153076171875
2018-11-06,88.58316040039062
2018-11-07,89.8206787109375
2018-11-08,89.90083312988281
2018-11-09,90.01741790771484
2018-11-12,88.09376525878906
2018-11-13,88.05005645751953
2018-11-14,87.58370971679688
2018-11-15,88.48725128173828
2018-11-16,88.58197784423828
2018-11-19,87.66388702392578
2018-11-20,85.39777374267578
2018-11-21,86.39603424072266
2018-11-23,85.39049530029297
2018-11-26,87.11738586425781
2018-11-27,87.45985412597656
2018-11-28,89.62391662597656
2018-11-29,88.51639556884766
2018-11-30,90.54932403564453
2018-12-03,91.30711364746094
2018-12-04,88.60382843017578
2018-12-06,90.28701782226562
2018-12-07,86.95709228515625
2018-12-10,88.26136016845703
2018-12-11,88.08649444580078
2018-12-12,88.28324127197266
2018-12-13,87.96990966796875
2018-12-14,87.36512756347656
2018-12-17,84.59624481201172
2018-12-18,84.99700927734375
2018-12-19,84.83668518066406
2018-12-20,82.35200500488281
2018-12-21,80.83642578125
2018-12-24,78.38086700439453
2018-12-26,81.1643295288086
2018-12-27,82.90579223632812
2018-12-28,82.35929870605469
2018-12-31,82.82562255859375
2019-01-02,83.94776153564453
2019-01-03,82.27188110351562
2019-01-04,85.48519897460938
2019-01-07,86.08999633789062
2019-01-08,87.31412506103516
2019-01-09,87.94076538085938
2019-01-10,88.74229431152344
2019-01-11,88.50181579589844
2019-01-14,87.72216033935547
2019-01-15,88.69856262207031
2019-01-16,88.618408203125
2019-01-17,89.03373718261719
2019-01-18,90.22145080566406
2019-01-22,89.27417755126953
2019-01-23,96.83029174804688
2019-01-24,96.5679702758789
2019-01-25,97.61723327636719
2019-01-28,97.83583068847656
2019-01-29,97.8795166015625
2019-01-30,97.9159927368164
2019-01-31,97.94514465332031
2019-02-01,97.71196746826172
2019-02-04,98.50617218017578
2019-02-05,98.76850891113281
2019-02-06,99.3295669555664
2019-02-07,98.17961120605469
2019-02-08,98.56295013427734
2019-02-11,98.76933288574219
2019-02-12,100.28784942626953
2019-02-13,101.37142944335938
2019-02-14,100.60482025146484
2019-02-15,101.74739837646484
2019-02-19,102.24127960205078
2019-02-20,101.72526550292969
2019-02-21,101.6072998046875
2019-02-22,102.64669036865234
2019-02-25,102.80149841308594
2019-02-26,102.9931411743164
2019-02-27,102.58771514892578
2019-02-28,101.82112121582031
2019-03-01,102.6098403930664
2019-03-04,102.04224395751953
2019-03-05,101.63683319091797
2019-03-06,100.97338104248047
2019-03-07,99.77923583984375
2019-03-08,99.58016967773438
2019-03-11,101.5114974975586
2019-03-12,101.93167114257812
2019-03-13,102.13806915283203
2019-03-14,102.30760192871094
2019-03-15,102.77938079833984
2019-03-18,103.35435485839844
2019-03-19,103.56072998046875
2019-03-20,102.90469360351562
2019-03-21,104.26103973388672
2019-03-22,102.79411315917969
2019-03-25,102.59507751464844
2019-03-26,103.3617172241211
2019-03-27,102.63932800292969
2019-03-28,103.14057159423828
2019-03-29,104.01039123535156
2019-04-01,105.63211059570312
2019-04-02,105.41097259521484
2019-04-03,105.8753662109375
2019-04-04,105.24880981445312
2019-04-05,105.61735534667969
2019-04-08,105.6984634399414
2019-04-09,104.75492095947266
2019-04-10,105.42571258544922
2019-04-11,105.98593139648438
2019-04-12,106.40609741210938
2019-04-15,106.07440185546875
2019-04-16,106.98844909667969
2019-04-17,102.54350280761719
2019-04-18,103.44281005859375
2019-04-22,102.38133239746094
2019-04-23,103.52388000488281
2019-04-24,103.16268157958984
2019-04-25,102.18966674804688
2019-04-26,102.78675079345703
2019-04-29,102.49925994873047
2019-04-30,103.39857482910156
2019-05-01,103.61235046386719
2019-05-02,102.89732360839844
2019-05-03,103.38381958007812
2019-05-06,103.47966003417969
2019-05-07,101.45989990234375
2019-05-08,101.72526550292969
2019-05-09,100.94953155517578
2019-05-10,100.93461608886719
2019-05-13,98.02562713623047
2019-05-14,99.43536376953125
2019-05-15,100.24840545654297
2019-05-16,101.35234069824219
2019-05-17,100.188720703125
2019-05-20,100.78544616699219
2019-05-21,101.77748107910156
2019-05-22,101.702880859375
2019-05-23,98.74913787841797
2019-05-24,98.66709899902344
2019-05-28,97.3095703125
2019-05-29,96.73521423339844
2019-05-30,96.64571380615234
2019-05-31,94.72130584716797
2019-06-03,95.6760482788086
2019-06-04,98.9729232788086
2019-06-05,98.07784271240234
2019-06-06,98.6223373413086
2019-06-07,99.43536376953125
2019-06-10,100.50199890136719
2019-06-11,101.40453338623047
2019-06-12,100.59896087646484
2019-06-13,101.2628173828125
2019-06-14,100.80780792236328
2019-06-17,100.65862274169922
2019-06-18,101.72526550292969
2019-06-19,102.24739074707031
2019-06-20,103.567626953125
2019-06-21,103.82869720458984
2019-06-24,103.9405746459961
2019-06-25,103.20213317871094
2019-06-26,103.32148742675781
2019-06-27,103.32148742675781
2019-06-28,102.85902404785156
2019-07-01,104.33590698242188
2019-07-02,104.58950805664062
2019-07-03,105.57408905029297
2019-07-05,105.45475769042969
2019-07-08,104.85055541992188
2019-07-09,103.92565155029297
2019-07-10,104.77598571777344
2019-07-11,105.3503189086914
2019-07-12,106.46914672851562
2019-07-15,106.90178680419922
2019-07-16,107.05842590332031
2019-07-17,106.71529388427734
2019-07-18,111.60839080810547
2019-07-19,111.64569091796875
2019-07-22,111.69042205810547
2019-07-23,112.16777038574219
2019-07-24,111.90675354003906
2019-07-25,112.17527770996094
2019-07-26,112.89877319335938
2019-07-29,112.54076385498047
2019-07-30,111.71280670166016
2019-07-31,110.57158660888672
2019-08-01,112.12305450439453
2019-08-02,109.83316040039062
2019-08-05,104.9923095703125
2019-08-06,104.96989440917969
2019-08-07,103.7615737915039
2019-08-08,105.73129272460938
2019-08-09,102.73518371582031
2019-08-12,100.878662109375
2019-08-13,102.47859954833984
2019-08-14,99.05233764648438
2019-08-15,99.5579833984375
2019-08-16,100.94657135009766
2019-08-19,101.91256713867188
2019-08-20,100.37303161621094
2019-08-21,101.31639862060547
2019-08-22,101.36920166015625
2019-08-23,97.78445434570312
2019-08-26,98.10143280029297
2019-08-27,98.99195861816406
2019-08-28,100.19189453125
2019-08-29,101.79182434082031
2019-08-30,102.2823715209961
2019-09-03,101.20318603515625
2019-09-04,102.87857818603516
2019-09-05,106.38786315917969
2019-09-06,106.08597564697266
2019-09-09,107.61798858642578
2019-09-10,109.46697998046875
2019-09-11,108.37269592285156
2019-09-12,108.38775634765625
2019-09-13,108.4255142211914
2019-09-16,107.52742767333984
2019-09-17,107.31615447998047
2019-09-18,107.33120727539062
2019-09-19,107.8972396850586
2019-09-20,107.07462310791016
2019-09-23,107.2179946899414
2019-09-24,106.92369842529297
2019-09-25,108.04061126708984
2019-09-26,108.33494567871094
2019-09-27,108.10101318359375
2019-09-30,109.74617004394531
2019-10-01,108.41797637939453
2019-10-02,106.93124389648438
2019-10-03,107.18028259277344
2019-10-04,107.91232299804688
2019-10-07,106.621826171875
2019-10-08,104.43321228027344
2019-10-09,105.4067611694336
2019-10-10,106.50862121582031
2019-10-11,107.73875427246094
2019-10-14,107.19538116455078
2019-10-15,107.91988372802734
2019-10-16,107.24822235107422
2019-10-17,101.32394409179688
2019-10-18,101.19563293457031
2019-10-21,100.05603790283203
2019-10-22,101.0975112915039
2019-10-23,101.41448974609375
2019-10-24,101.18053436279297
2019-10-25,102.21446228027344
2019-10-28,102.61445617675781
2019-10-29,100.99185180664062
2019-10-30,102.0710678100586
2019-10-31,100.9239501953125
2019-11-01,102.2823715209961
2019-11-04,103.89740753173828
2019-11-05,104.06344604492188
2019-11-06,104.73509979248047
2019-11-07,105.13980102539062
2019-11-08,105.07872772216797
2019-11-11,103.4446029663086
2019-11-12,103.53624725341797
2019-11-13,102.68865966796875
2019-11-14,102.3221435546875
2019-11-15,102.62757110595703
2019-11-18,102.55885314941406
2019-11-19,102.71918487548828
2019-11-20,101.71125793457031
2019-11-21,102.19995880126953
2019-11-22,102.58174133300781
2019-11-25,103.82643127441406
2019-11-26,103.15444946289062
2019-11-27,102.14649200439453
2019-11-29,102.66575622558594
2019-12-02,101.48982238769531
2019-12-03,100.88656616210938
2019-12-04,100.78730773925781
2019-12-05,100.7262191772461
2019-12-06,101.72651672363281
2019-12-09,102.26105499267578
2019-12-10,102.25341033935547
2019-12-11,102.13885498046875
2019-12-12,103.330078125
2019-12-13,102.48249816894531
2019-12-16,102.42140197753906
2019-12-17,102.4901123046875
2019-12-18,102.63522338867188
2019-12-19,102.74974060058594
2019-12-20,103.53624725341797
2019-12-23,103.5057144165039
2019-12-24,103.0704574584961
2019-12-26,103.01700592041016
2019-12-27,103.29191589355469
2019-12-30,101.41345977783203
2019-12-31,102.35266876220703
2020-01-02,103.40645599365234
2020-01-03,102.58174133300781
2020-01-06,102.39850616455078
2020-01-07,102.46720123291016
2020-01-08,103.32244873046875
2020-01-09,104.41439819335938
2020-01-10,104.376220703125
2020-01-13,104.3074722290039
2020-01-14,103.71186828613281
2020-01-15,104.32276916503906
2020-01-16,105.36125946044922
2020-01-17,105.61324310302734
2020-01-21,106.26993560791016
2020-01-22,109.87410736083984
2020-01-23,109.09526824951172
2020-01-24,107.33133697509766
2020-01-27,105.84994506835938
2020-01-28,106.56008911132812
2020-01-29,105.13980102539062
2020-01-30,104.43730926513672
2020-01-31,109.75193786621094
2020-02-03,111.69149017333984
2020-02-04,113.86007690429688
2020-02-05,119.37327575683594
2020-02-06,119.70162200927734
2020-02-07,118.36680603027344
2020-02-10,119.1538314819336
2020-02-11,118.42080688476562
2020-02-12,119.83280181884766
2020-02-13,119.06121063232422
2020-02-14,116.27583312988281
2020-02-18,116.58445739746094
2020-02-19,116.39928436279297
2020-02-20,116.67707061767578
2020-02-21,115.6122817993164
2020-02-24,112.98123931884766
2020-02-25,109.33941650390625
2020-02-26,107.8271255493164
2020-02-27,102.70390319824219
2020-02-28,100.42003631591797
2020-03-02,103.62207794189453
2020-03-03,99.45558166503906
2020-03-04,103.56033325195312
2020-03-05,99.95709991455078
2020-03-06,98.55284881591797
2020-03-09,90.89884185791016
2020-03-10,96.26898193359375
2020-03-11,91.02230072021484
2020-03-12,79.32527160644531
2020-03-13,83.29115295410156
2020-03-16,76.44730377197266
2020-03-17,82.28811645507812
2020-03-18,79.89624786376953
2020-03-19,77.41950988769531
2020-03-20,73.6002197265625
2020-03-23,73.12184143066406
2020-03-24,81.3853759765625
2020-03-25,81.67085266113281
2020-03-26,87.10271453857422
2020-03-27,83.3528823852539
2020-03-30,87.13359069824219
2020-03-31,85.59044647216797
2020-04-01,81.1230697631836
2020-04-02,84.87287902832031
2020-04-03,82.04891967773438
2020-04-06,88.59184265136719
2020-04-07,88.68444061279297
2020-04-08,92.04078674316406
2020-04-09,93.74596405029297
2020-04-13,93.47590637207031
2020-04-14,95.60542297363281
2020-04-15,91.57784271240234
2020-04-16,89.29395294189453
2020-04-17,92.68118286132812
2020-04-20,92.90493774414062
2020-04-21,90.08870697021484
2020-04-22,92.05620574951172
2020-04-23,93.63021087646484
2020-04-24,96.23042297363281
2020-04-27,97.15629577636719
2020-04-28,97.42634582519531
2020-04-29,99.2935562133789
2020-04-30,96.8785400390625
2020-05-01,94.03141784667969
2020-05-04,93.88483428955078
2020-05-05,94.57925415039062
2020-05-06,95.03449249267578
2020-05-07,94.79206848144531
2020-05-08,96.16827392578125
2020-05-11,95.85548400878906
2020-05-12,94.03363037109375
2020-05-13,90.49153900146484
2020-05-14,91.44547271728516
2020-05-15,91.46890258789062
2020-05-18,95.05013275146484
2020-05-19,94.05706787109375
2020-05-20,94.90936279296875
2020-05-21,93.1422348022461
2020-05-22,92.57142639160156
2020-05-26,95.20651245117188
2020-05-27,98.16215515136719
2020-05-28,97.37240600585938
2020-05-29,97.66172790527344
2020-06-01,97.65391540527344
2020-06-02,98.52184295654297
2020-06-03,100.90670013427734
2020-06-04,100.78157806396484
2020-06-05,103.26026153564453
2020-06-08,106.14555358886719
2020-06-09,103.11170196533203
2020-06-10,101.54785919189453
2020-06-11,92.27430725097656
2020-06-12,95.32379913330078
2020-06-15,95.12047576904297
2020-06-16,97.85720825195312
2020-06-17,97.07527160644531
2020-06-18,97.0831069946289
2020-06-19,95.76166534423828
2020-06-22,94.66698455810547
2020-06-23,93.36898803710938
2020-06-24,91.03105163574219
2020-06-25,93.07184600830078
2020-06-26,91.63314056396484
2020-06-29,93.63483428955078
2020-06-30,94.43241119384766
2020-07-01,92.68871307373047
2020-07-02,93.59574127197266
2020-07-06,93.97886657714844
2020-07-07,91.93805694580078
2020-07-08,92.03974151611328
2020-07-09,90.47588348388672
2020-07-10,92.54015350341797
2020-07-13,93.20477294921875
2020-07-14,94.29946899414062
2020-07-15,96.17609405517578
2020-07-16,96.96582794189453
2020-07-17,97.82592010498047
2020-07-20,98.8111572265625
2020-07-21,98.5687484741211
2020-07-22,100.60956573486328
2020-07-23,99.56177520751953
2020-07-24,98.35763549804688
2020-07-27,98.68602752685547
2020-07-28,97.32550048828125
2020-07-29,97.99012756347656
2020-07-30,96.0978775024414
2020-07-31,96.12916564941406
2020-08-03,97.20039367675781
2020-08-04,98.396728515625
2020-08-05,98.09178924560547
2020-08-06,98.61565399169922
2020-08-07,98.98797607421875
2020-08-10,100.69110107421875
2020-08-11,100.40595245361328
2020-08-12,100.36634063720703
2020-08-13,99.04341125488281
2020-08-14,99.2335433959961
2020-08-17,98.57605743408203
2020-08-18,98.956298828125
2020-08-19,98.10076141357422
2020-08-20,97.55416870117188
2020-08-21,97.56209564208984
2020-08-24,99.55833435058594
2020-08-25,98.73448944091797
2020-08-26,98.3621826171875
2020-08-27,98.74240112304688
2020-08-28,99.07512664794922
2020-08-31,97.6809310913086
2020-09-01,97.7522201538086
2020-09-02,101.53872680664062
2020-09-03,98.58397674560547
2020-09-04,96.88085174560547
2020-09-08,96.01738739013672
2020-09-09,96.84916687011719
2020-09-10,95.50249481201172
2020-09-11,96.2154312133789
2020-09-14,96.7144775390625
2020-09-15,96.99173736572266
2020-09-16,98.40177154541016
2020-09-17,98.956298828125
2020-09-18,97.24522399902344
2020-09-21,95.25691986083984
2020-09-22,95.46288299560547
2020-09-23,94.1320571899414
2020-09-24,93.54586029052734
2020-09-25,94.22711944580078
2020-09-28,96.42931365966797
2020-09-29,95.80349731445312
2020-09-30,96.38178253173828
2020-10-01,95.9223403930664
2020-10-02,95.51041412353516
2020-10-05,96.651123046875
2020-10-06,96.61942291259766
2020-10-07,98.28295135498047
2020-10-08,104.16075897216797
2020-10-09,101.22978973388672
2020-10-12,100.77032470703125
2020-10-13,99.09889221191406
2020-10-14,99.7643051147461
2020-10-15,98.93254089355469
2020-10-16,99.7563705444336
2020-10-19,99.43158721923828
2020-10-20,92.97550964355469
2020-10-21,91.1456069946289
2020-10-22,91.70013427734375
2020-10-23,91.8902359008789
2020-10-26,88.89588928222656
2020-10-27,87.58091735839844
2020-10-28,84.48356628417969
2020-10-29,86.27383422851562
2020-10-30,88.45228576660156
2020-11-02,89.44246673583984
2020-11-03,90.43268585205078
2020-11-04,88.64241027832031
2020-11-05,90.9158935546875
2020-11-06,90.33761596679688
2020-11-09,92.8449935913086
2020-11-10,94.7576675415039
2020-11-11,94.18708801269531
2020-11-12,92.01724243164062
2020-11-13,93.90581512451172
2020-11-16,95.11930847167969
2020-11-17,94.58889770507812
2020-11-18,93.84151458740234
2020-11-19,94.17100524902344
2020-11-20,93.9781265258789
2020-11-23,96.50960540771484
2020-11-24,99.98938751220703
2020-11-25,99.81260681152344
2020-11-27,99.93313598632812
2020-11-30,99.26611328125
2020-12-01,98.97679138183594
2020-12-02,100.15011596679688
2020-12-03,99.33842468261719
2020-12-04,102.2235107421875
2020-12-07,100.21440887451172
2020-12-08,101.02608489990234
2020-12-09,101.89403533935547
2020-12-10,100.42335510253906
2020-12-11,99.86883544921875
2020-12-14,99.27413940429688
2020-12-15,101.20288848876953
2020-12-16,100.89749145507812
2020-12-17,100.89749145507812
2020-12-18,101.13860321044922
2020-12-21,99.16163635253906
2020-12-22,99.33842468261719
2020-12-23,99.57147216796875
2020-12-24,100.20635986328125
2020-12-28,100.31085205078125
2020-12-29,99.49112701416016
2020-12-30,99.92509460449219
2020-12-31,101.1627197265625
2021-01-04,99.60365295410156
2021-01-05,101.37165832519531
2021-01-06,103.90314483642578
2021-01-07,103.66204071044922
2021-01-08,103.29236602783203
2021-01-11,103.33255004882812
2021-01-12,103.8388442993164
2021-01-13,101.9985122680664
2021-01-14,103.64598083496094
2021-01-15,103.17984771728516
2021-01-19,103.68614959716797
2021-01-20,104.53802490234375
2021-01-21,105.79972839355469
2021-01-22,95.3202133178711
2021-01-25,95.29611206054688
2021-01-26,98.4383544921875
2021-01-27,98.42227172851562
2021-01-28,96.50157165527344
2021-01-29,95.72203063964844
2021-02-01,96.87124633789062
2021-02-02,95.98723602294922
2021-02-03,95.73007202148438
2021-02-04,97.25701141357422
2021-02-05,97.87580871582031
2021-02-08,99.33842468261719
2021-02-09,99.4361572265625
2021-02-10,99.5501708984375
2021-02-11,98.4670639038086
2021-02-12,98.37747192382812
2021-02-16,97.78295135498047
2021-02-17,97.7015380859375
2021-02-18,98.32044982910156
2021-02-19,96.90342712402344
2021-02-22,98.42632293701172
2021-02-23,98.30416870117188
2021-02-24,100.34012603759766
2021-02-25,99.73747253417969
2021-02-26,96.85456848144531
2021-03-01,98.32859802246094
2021-03-02,97.99469757080078
2021-03-03,99.64789581298828
2021-03-04,97.8155517578125
2021-03-05,100.03067016601562
2021-03-08,101.64312744140625
2021-03-09,101.13007354736328
2021-03-10,104.13514709472656
2021-03-11,103.5406494140625
2021-03-12,103.92340850830078
2021-03-15,104.71337127685547
2021-03-16,104.43645477294922
2021-03-17,105.079833984375
2021-03-18,105.91865539550781
2021-03-19,104.97396087646484
2021-03-22,106.31769561767578
2021-03-23,106.2444076538086
2021-03-24,106.37471008300781
2021-03-25,108.36993408203125
2021-03-26,111.06555938720703
2021-03-29,110.64208221435547
2021-03-30,109.71368408203125
2021-03-31,108.52467346191406
2021-04-01,108.50023651123047
2021-04-05,110.6990737915039
2021-04-06,109.30647277832031
2021-04-07,109.88469696044922
2021-04-08,110.0394287109375
2021-04-09,110.53621673583984
2021-04-12,109.6078109741211
2021-04-13,106.83074951171875
2021-04-14,108.0116195678711
2021-04-15,107.97088623046875
2021-04-16,108.79341888427734
2021-04-19,108.4106674194336
2021-04-20,112.5151596069336
2021-04-21,116.90467834472656
2021-04-22,115.05602264404297
2021-04-23,115.99256896972656
2021-04-26,115.2922134399414
2021-04-27,115.6505355834961
2021-04-28,116.456787109375
2021-04-29,117.46660614013672
2021-04-30,115.5446548461914
2021-05-03,117.88194274902344
2021-05-04,118.6963119506836
2021-05-05,118.26468658447266
2021-05-06,120.87071990966797
2021-05-07,119.78372955322266
2021-05-10,120.368408203125
2021-05-11,118.76260375976562
2021-05-12,116.35803985595703
2021-05-13,118.721435546875
2021-05-14,119.14141845703125
2021-05-17,119.4954833984375
2021-05-18,118.50733184814453
2021-05-19,117.9144515991211
2021-05-20,118.48262786865234
2021-05-21,119.1908187866211
2021-05-24,119.17434692382812
2021-05-25,118.40851593017578
2021-05-26,118.07086181640625
2021-05-27,118.43321228027344
2021-05-28,118.36735534667969
2021-06-01,118.73789978027344
2021-06-02,119.99784851074219
2021-06-03,119.85783386230469
2021-06-04,121.39773559570312
