,CSX
2015-05-11,10.33418083190918
2015-05-12,10.228140830993652
2015-05-13,9.967351913452148
2015-05-14,10.00174331665039
2015-05-15,10.173693656921387
2015-05-18,10.239604949951172
2015-05-19,10.202352523803711
2015-05-20,10.107776641845703
2015-05-21,10.188023567199707
2015-05-22,10.165094375610352
2015-05-26,9.967351913452148
2015-05-27,10.111390113830566
2015-05-28,10.001921653747559
2015-05-29,9.817556381225586
2015-06-01,9.86364459991455
2015-06-02,9.823317527770996
2015-06-03,9.823317527770996
2015-06-04,9.806032180786133
2015-06-05,9.918381690979004
2015-06-08,9.803149223327637
2015-06-09,9.725371360778809
2015-06-10,9.785867691040039
2015-06-11,10.07394027709961
2015-06-12,10.010560989379883
2015-06-15,9.987520217895508
2015-06-16,9.961592674255371
2015-06-17,10.030731201171875
2015-06-18,10.238143920898438
2015-06-19,10.079703330993652
2015-06-22,10.096986770629883
2015-06-23,10.042250633239746
2015-06-24,9.762821197509766
2015-06-25,9.708086967468262
2015-06-26,9.699446678161621
2015-06-29,9.356637001037598
2015-06-30,9.405609130859375
2015-07-01,9.477630615234375
2015-07-02,9.414251327514648
2015-07-06,9.36240005493164
2015-07-07,9.445939064025879
2015-07-08,9.157868385314941
2015-07-09,9.189554214477539
2015-07-10,9.25581169128418
2015-07-13,9.189554214477539
2015-07-14,9.23852825164795
2015-07-15,9.33359146118164
2015-07-16,9.267334938049316
2015-07-17,9.270215034484863
2015-07-20,9.218362808227539
2015-07-21,9.178030014038086
2015-07-22,9.094487190246582
2015-07-23,8.887073516845703
2015-07-24,8.875554084777832
2015-07-27,8.792012214660645
2015-07-28,8.95333480834961
2015-07-29,9.071444511413574
2015-07-30,9.062803268432617
2015-07-31,9.010948181152344
2015-08-03,8.97061824798584
2015-08-04,8.892840385437012
2015-08-05,8.861148834228516
2015-08-06,8.766084671020508
2015-08-07,8.630690574645996
2015-08-10,8.711349487304688
2015-08-11,8.449203491210938
2015-08-12,8.503941535949707
2015-08-13,8.466490745544434
2015-08-14,8.532744407653809
2015-08-17,8.550031661987305
2015-08-18,8.532744407653809
2015-08-19,8.331090927124023
2015-08-20,8.169772148132324
2015-08-21,7.887462139129639
2015-08-24,7.567699432373047
2015-08-25,7.291147232055664
2015-08-26,7.5965070724487305
2015-08-27,7.973575592041016
2015-08-28,8.063491821289062
2015-08-31,7.941672325134277
2015-09-01,7.753134727478027
2015-09-02,7.828547477722168
2015-09-03,7.912663459777832
2015-09-04,7.787942409515381
2015-09-08,8.121501922607422
2015-09-09,8.066393852233887
2015-09-10,8.127303123474121
2015-09-11,8.26653003692627
2015-09-14,8.234623908996582
2015-09-15,8.379650115966797
2015-09-16,8.484070777893066
2015-09-17,8.463766098022461
2015-09-18,8.167913436889648
2015-09-21,8.150507926940918
2015-09-22,7.909762859344482
2015-09-23,7.709628582000732
2015-09-24,7.654516220092773
2015-09-25,7.69222354888916
2015-09-28,7.538495063781738
2015-09-29,7.523995399475098
2015-09-30,7.802445888519287
2015-10-01,7.840150356292725
2015-10-02,7.921368598937988
2015-10-05,8.072193145751953
2015-10-06,8.03448486328125
2015-10-07,8.2288236618042
2015-10-08,8.437663078308105
2015-10-09,8.434762001037598
2015-10-12,8.2288236618042
2015-10-13,8.037388801574707
2015-10-14,7.886556625366211
2015-10-15,8.089595794677734
2015-10-16,7.956173419952393
2015-10-19,7.927166938781738
2015-10-20,8.051889419555664
2015-10-21,7.973575592041016
2015-10-22,8.159207344055176
2015-10-23,8.2288236618042
2015-10-26,8.089595794677734
2015-10-27,7.782138824462891
2015-10-28,7.918466567993164
2015-10-29,7.903961658477783
2015-10-30,7.828547477722168
2015-11-02,7.956173419952393
2015-11-03,7.990975856781006
2015-11-04,7.959073543548584
2015-11-05,7.903961658477783
2015-11-06,7.851751327514648
2015-11-09,8.05769157409668
2015-11-10,8.107000350952148
2015-11-11,7.9851789474487305
2015-11-12,7.845952987670898
2015-11-13,7.811147689819336
2015-11-16,7.921368598937988
2015-11-17,7.8807597160339355
2015-11-18,8.199812889099121
2015-11-19,8.472469329833984
2015-11-20,8.669703483581543
2015-11-23,8.434762001037598
2015-11-24,8.420260429382324
2015-11-25,8.414422035217285
2015-11-27,8.461121559143066
2015-11-30,8.297679901123047
2015-12-01,8.347291946411133
2015-12-02,8.034998893737793
2015-12-03,7.909496307373047
2015-12-04,7.839447975158691
2015-12-07,7.597207546234131
2015-12-08,7.293664455413818
2015-12-09,7.299502849578857
2015-12-10,7.209023952484131
2015-12-11,7.506722450256348
2015-12-14,7.381226539611816
2015-12-15,7.673083305358887
2015-12-16,7.713950157165527
2015-12-17,7.471701145172119
2015-12-18,7.354957103729248
2015-12-21,7.331607818603516
2015-12-22,7.515481472015381
2015-12-23,7.629307746887207
2015-12-24,7.626391887664795
2015-12-28,7.570938587188721
2015-12-29,7.699354648590088
2015-12-30,7.559260368347168
2015-12-31,7.573854923248291
2016-01-04,7.527157306671143
2016-01-05,7.451272964477539
2016-01-06,7.112710475921631
2016-01-07,6.8938117027282715
2016-01-08,6.852952003479004
2016-01-11,6.864626884460449
2016-01-12,6.917160987854004
2016-01-13,6.523146629333496
2016-01-14,6.788741588592529
2016-01-15,6.642810821533203
2016-01-19,6.6340556144714355
2016-01-20,6.5056352615356445
2016-01-21,6.526064395904541
2016-01-22,6.543576717376709
2016-01-25,6.412238597869873
2016-01-26,6.4997968673706055
2016-01-27,6.412238597869873
2016-01-28,6.528982162475586
2016-01-29,6.71869421005249
2016-02-01,6.671996593475342
2016-02-02,6.429750919342041
2016-02-03,6.526064395904541
2016-02-04,6.727451324462891
2016-02-05,6.663240909576416
2016-02-08,6.71577787399292
2016-02-09,6.969696998596191
2016-02-10,7.042663097381592
2016-02-11,6.832521438598633
2016-02-12,7.060174465179443
2016-02-16,7.226535320281982
2016-02-17,7.246967315673828
2016-02-18,7.244049072265625
2016-02-19,7.153571128845215
2016-02-22,7.38414192199707
2016-02-23,7.115629196166992
2016-02-24,7.14773416519165
2016-02-25,7.162435531616211
2016-02-26,7.147735118865967
2016-02-29,7.097750186920166
2016-03-01,7.244762897491455
2016-03-02,7.218300819396973
2016-03-03,7.321209907531738
2016-03-04,7.41823673248291
2016-03-07,7.509384632110596
2016-03-08,7.262402534484863
2016-03-09,7.374133586883545
2016-03-10,7.435880661010742
2016-03-11,7.674036502838135
2016-03-14,7.697559356689453
2016-03-15,7.629933834075928
2016-03-16,7.697559356689453
2016-03-17,7.8475117683410645
2016-03-18,7.944543838500977
2016-03-21,7.838691234588623
2016-03-22,7.753425598144531
2016-03-23,7.603471755981445
2016-03-24,7.69461727142334
2016-03-28,7.532907009124756
2016-03-29,7.612292766571045
2016-03-30,7.732842922210693
2016-03-31,7.571129322052002
2016-04-01,7.532907009124756
2016-04-04,7.397655010223389
2016-04-05,7.3653130531311035
2016-04-06,7.306507110595703
2016-04-07,7.238882541656494
2016-04-08,7.291806221008301
2016-04-11,7.212421894073486
2016-04-12,7.347670078277588
2016-04-13,7.653459548950195
2016-04-14,7.685798645019531
2016-04-15,7.624054431915283
2016-04-18,7.66521692276001
2016-04-19,7.765187740325928
2016-04-20,7.797528266906738
2016-04-21,7.879854202270508
2016-04-22,8.09449291229248
2016-04-25,7.979825496673584
2016-04-26,8.129775047302246
2016-04-27,8.182699203491211
2016-04-28,8.04744815826416
2016-04-29,8.018046379089355
2016-05-02,8.050390243530273
2016-05-03,7.803409099578857
2016-05-04,7.69461727142334
2016-05-05,7.656397819519043
2016-05-06,7.691680908203125
2016-05-09,7.600532531738281
2016-05-10,7.753425598144531
2016-05-11,7.612292766571045
2016-05-12,7.509384632110596
2016-05-13,7.385894298553467
2016-05-16,7.41823673248291
2016-05-17,7.474103927612305
2016-05-18,7.571129322052002
2016-05-19,7.512323379516602
2016-05-20,7.591708183288574
2016-05-23,7.521144866943359
2016-05-24,7.48586368560791
2016-05-25,7.594650745391846
2016-05-26,7.633144378662109
2016-05-27,7.665711402893066
2016-05-31,7.8256001472473145
2016-06-01,7.763421058654785
2016-06-02,7.822637557983398
2016-06-03,7.887777328491211
2016-06-06,7.846324920654297
2016-06-07,7.837442874908447
2016-06-08,7.994370937347412
2016-06-09,8.009175300598145
2016-06-10,7.92922830581665
2016-06-13,7.872972011566162
2016-06-14,7.813756465911865
2016-06-15,7.813756465911865
2016-06-16,7.8256001472473145
2016-06-17,7.920346736907959
2016-06-20,7.994370937347412
2016-06-21,7.884817123413086
2016-06-22,7.861129283905029
2016-06-23,7.994370937347412
2016-06-24,7.609455108642578
2016-06-27,7.248229503631592
2016-06-28,7.431804656982422
2016-06-29,7.603534698486328
2016-06-30,7.721970558166504
2016-07-01,7.760457992553711
2016-07-05,7.600575923919678
2016-07-06,7.689399719238281
2016-07-07,7.6627516746521
2016-07-08,7.855208396911621
2016-07-11,7.896659851074219
2016-07-12,8.00029468536377
2016-07-13,8.35263442993164
2016-07-14,8.601350784301758
2016-07-15,8.44442367553711
2016-07-18,8.429619789123535
2016-07-19,8.37928295135498
2016-07-20,8.474035263061523
2016-07-21,8.391128540039062
2016-07-22,8.432578086853027
2016-07-25,8.40001106262207
2016-07-26,8.503640174865723
2016-07-27,8.35263442993164
2016-07-28,8.394085884094238
2016-07-29,8.388166427612305
2016-08-01,8.30822467803955
2016-08-02,8.189787864685059
2016-08-03,8.349675178527832
2016-08-04,8.305262565612793
2016-08-05,8.4769926071167
2016-08-08,8.432578086853027
2016-08-09,8.367440223693848
2016-08-10,8.290456771850586
2016-08-11,8.3141450881958
2016-08-12,8.30822467803955
2016-08-15,8.293417930603027
2016-08-16,8.281572341918945
2016-08-17,8.34375286102295
2016-08-18,8.488835334777832
2016-08-19,8.488835334777832
2016-08-22,8.423698425292969
2016-08-23,8.4473876953125
2016-08-24,8.432578086853027
2016-08-25,8.305262565612793
2016-08-26,8.346712112426758
2016-08-29,8.45697021484375
2016-08-30,8.48974895477295
2016-08-31,8.42717170715332
2016-09-01,8.397372245788574
2016-09-02,8.385454177856445
2016-09-06,8.379493713378906
2016-09-07,8.585103034973145
2016-09-08,8.626826286315918
2016-09-09,8.310955047607422
2016-09-12,8.543389320373535
2016-09-13,8.519550323486328
2016-09-14,8.626826286315918
2016-09-15,8.7102632522583
2016-09-16,8.740060806274414
2016-09-19,8.722186088562012
2016-09-20,8.671524047851562
2016-09-21,8.85329818725586
2016-09-22,8.811578750610352
2016-09-23,8.832437515258789
2016-09-26,8.85329818725586
2016-09-27,8.826478004455566
2016-09-28,8.942697525024414
2016-09-29,8.936735153198242
2016-09-30,9.088713645935059
2016-10-03,9.067850112915039
2016-10-04,8.990376472473145
2016-10-05,9.151288986206055
2016-10-06,9.255585670471191
2016-10-07,9.252605438232422
2016-10-10,9.187047004699707
2016-10-11,9.079771995544434
2016-10-12,9.002293586730957
2016-10-13,9.282402992248535
2016-10-14,9.246644973754883
2016-10-17,9.240683555603027
2016-10-18,9.243666648864746
2016-10-19,9.258566856384277
2016-10-20,9.041034698486328
2016-10-21,9.026131629943848
2016-10-24,9.061893463134766
2016-10-25,9.19300651550293
2016-10-26,9.052953720092773
2016-10-27,9.032093048095703
2016-10-28,9.023151397705078
2016-10-31,9.091690063476562
2016-11-01,9.061893463134766
2016-11-02,9.160228729248047
2016-11-03,9.276446342468262
2016-11-04,9.213865280151367
2016-11-07,9.5505952835083
2016-11-08,9.556554794311523
2016-11-09,10.095915794372559
2016-11-10,10.289613723754883
2016-11-11,10.304512977600098
2016-11-14,10.36410903930664
2016-11-15,10.289613723754883
2016-11-16,10.092937469482422
2016-11-17,10.119758605957031
2016-11-18,10.13167953491211
2016-11-21,10.313453674316406
2016-11-22,10.435626029968262
2016-11-23,10.40881061553955
2016-11-25,10.486286163330078
2016-11-28,10.384450912475586
2016-11-29,10.423384666442871
2016-11-30,10.725905418395996
2016-12-01,10.96851921081543
2016-12-02,10.92658519744873
2016-12-05,10.941561698913574
2016-12-06,10.79779052734375
2016-12-07,11.121274948120117
2016-12-08,11.148231506347656
2016-12-09,11.163207054138184
2016-12-12,11.088325500488281
2016-12-13,11.094318389892578
2016-12-14,10.92658519744873
2016-12-15,10.983492851257324
2016-12-16,10.794793128967285
2016-12-19,10.851701736450195
2016-12-20,10.96851921081543
2016-12-21,10.932573318481445
2016-12-22,10.989481925964355
2016-12-23,10.97750473022461
2016-12-27,11.04040241241455
2016-12-28,10.93856430053711
2016-12-29,10.851701736450195
2016-12-30,10.761846542358398
2017-01-03,10.74986743927002
2017-01-04,10.971512794494629
2017-01-05,11.079340934753418
2017-01-06,11.238090515136719
2017-01-09,11.079340934753418
2017-01-10,11.208137512207031
2017-01-11,11.393841743469238
2017-01-12,11.495675086975098
2017-01-13,11.621479034423828
2017-01-17,11.408814430236816
2017-01-18,11.046396255493164
2017-01-19,13.631274223327637
2017-01-20,13.277836799621582
2017-01-23,13.775045394897461
2017-01-24,13.984710693359375
2017-01-25,14.314187049865723
2017-01-26,14.556800842285156
2017-01-27,14.395058631896973
2017-01-30,14.224329948425293
2017-01-31,13.894853591918945
2017-02-01,14.104519844055176
2017-02-02,13.870892524719238
2017-02-03,14.014663696289062
2017-02-06,14.155438423156738
2017-02-07,14.281237602233887
2017-02-08,14.365106582641602
2017-02-09,14.302204132080078
2017-02-10,14.30819320678711
2017-02-13,14.350130081176758
2017-02-14,14.377084732055664
2017-02-15,14.179400444030762
2017-02-16,14.284234046936035
2017-02-17,14.538826942443848
2017-02-21,14.649651527404785
2017-02-22,14.493898391723633
2017-02-23,14.350130081176758
2017-02-24,14.575615882873535
2017-02-27,14.644765853881836
2017-02-28,14.59967041015625
2017-03-01,14.795096397399902
2017-03-02,14.59967041015625
2017-03-03,14.876266479492188
2017-03-06,14.969470977783203
2017-03-07,14.563591957092285
2017-03-08,14.326074600219727
2017-03-09,14.305030822753906
2017-03-10,14.371174812316895
2017-03-13,14.455355644226074
2017-03-14,14.380195617675781
2017-03-15,14.416271209716797
2017-03-16,14.311044692993164
2017-03-17,14.094573020935059
2017-03-20,14.094573020935059
2017-03-21,13.715752601623535
2017-03-22,13.965291023254395
2017-03-23,13.863072395324707
2017-03-24,13.92620849609375
2017-03-27,13.893135070800781
2017-03-28,14.232874870300293
2017-03-29,14.21483325958252
2017-03-30,14.232874870300293
2017-03-31,13.995359420776367
2017-04-03,14.010390281677246
2017-04-04,14.217842102050781
2017-04-05,14.172744750976562
2017-04-06,14.344112396240234
2017-04-07,14.259931564331055
2017-04-10,14.335094451904297
2017-04-11,14.193790435791016
2017-04-12,13.950263977050781
2017-04-13,13.95627212524414
2017-04-17,14.199798583984375
2017-04-18,14.019410133361816
2017-04-19,14.109604835510254
2017-04-20,14.900321006774902
2017-04-21,15.264110565185547
2017-04-24,15.071694374084473
2017-04-25,15.31522274017334
2017-04-26,15.270121574401855
2017-04-27,15.408424377441406
2017-04-28,15.285160064697266
2017-05-01,15.48959732055664
2017-05-02,15.480576515197754
2017-05-03,15.48959732055664
2017-05-04,15.549732208251953
2017-05-05,15.784235954284668
2017-05-08,15.576786041259766
2017-05-09,15.576786041259766
2017-05-10,15.549732208251953
2017-05-11,15.676002502441406
2017-05-12,15.676002502441406
2017-05-15,15.435484886169434
2017-05-16,15.369339942932129
2017-05-17,14.873262405395508
2017-05-18,15.10175895690918
2017-05-19,15.146855354309082
2017-05-22,15.471558570861816
2017-05-23,15.573780059814453
2017-05-24,15.733124732971191
2017-05-25,16.172082901000977
2017-05-26,16.28373908996582
2017-05-30,16.36219596862793
2017-05-31,16.347108840942383
2017-06-01,16.47385597229004
2017-06-02,16.458768844604492
2017-06-05,16.30486488342285
2017-06-06,16.280723571777344
2017-06-07,16.22640037536621
2017-06-08,16.22338104248047
2017-06-09,16.00912094116211
2017-06-12,16.150959014892578
2017-06-13,16.25657844543457
2017-06-14,16.048355102539062
2017-06-15,16.081546783447266
2017-06-16,15.915572166442871
2017-06-19,16.072492599487305
2017-06-20,15.73149299621582
2017-06-21,15.749595642089844
2017-06-22,15.873323440551758
2017-06-23,15.88841438293457
2017-06-26,16.030248641967773
2017-06-27,16.090600967407227
2017-06-28,16.470836639404297
2017-06-29,16.241487503051758
2017-06-30,16.464799880981445
2017-07-03,16.443679809570312
2017-07-05,16.62474250793457
2017-07-06,16.47385597229004
2017-07-07,16.552316665649414
2017-07-10,16.56438636779785
2017-07-11,16.338058471679688
2017-07-12,16.65492820739746
2017-07-13,16.546279907226562
2017-07-14,16.621726989746094
2017-07-17,16.482908248901367
2017-07-18,16.48893928527832
2017-07-19,15.653033256530762
2017-07-20,15.351255416870117
2017-07-21,15.595691680908203
2017-07-24,15.336162567138672
2017-07-25,15.559479713439941
2017-07-26,15.71036434173584
2017-07-27,15.088717460632324
2017-07-28,15.08569622039795
2017-07-31,14.889538764953613
2017-08-01,14.666231155395508
2017-08-02,14.527411460876465
2017-08-03,14.868413925170898
2017-08-04,14.708476066589355
2017-08-07,14.974038124084473
2017-08-08,15.130962371826172
2017-08-09,15.299947738647461
2017-08-10,15.040430068969727
2017-08-11,15.17018985748291
2017-08-14,15.315043449401855
2017-08-15,15.429717063903809
2017-08-16,15.203384399414062
2017-08-17,14.750726699829102
2017-08-18,14.720542907714844
2017-08-21,14.696406364440918
2017-08-22,15.064570426940918
2017-08-23,14.74770736694336
2017-08-24,14.599838256835938
2017-08-25,14.741670608520508
2017-08-28,14.937827110290527
2017-08-29,15.083264350891113
2017-08-30,15.274151802062988
2017-08-31,15.210525512695312
2017-09-01,15.083264350891113
2017-09-05,14.843894958496094
2017-09-06,15.213557243347168
2017-09-07,15.595328330993652
2017-09-08,15.495340347290039
2017-09-11,15.777131080627441
2017-09-12,15.731682777404785
