,ABBV
2015-03-27,38.401458740234375
2015-03-30,38.79445266723633
2015-03-31,38.994293212890625
2015-04-01,38.03507614135742
2015-04-02,37.97514343261719
2015-04-06,38.37480163574219
2015-04-07,38.91435241699219
2015-04-08,39.17414474487305
2015-04-09,40.17997360229492
2015-04-10,41.29903793334961
2015-04-13,41.10426330566406
2015-04-14,41.453521728515625
2015-04-15,41.66172409057617
2015-04-16,42.037845611572266
2015-04-17,41.83635711669922
2015-04-20,42.675899505615234
2015-04-21,42.7229118347168
2015-04-22,43.33409881591797
2015-04-23,43.15275955200195
2015-04-24,44.375144958496094
2015-04-27,43.669921875
2015-04-28,44.65723419189453
2015-04-29,44.07962417602539
2015-04-30,43.42814254760742
2015-05-01,43.19978332519531
2015-05-04,43.441558837890625
2015-05-05,42.89082336425781
2015-05-06,42.94456100463867
2015-05-07,43.45500564575195
2015-05-08,43.81767654418945
2015-05-11,43.79081726074219
2015-05-12,43.52888870239258
2015-05-13,43.857975006103516
2015-05-14,44.307979583740234
2015-05-15,44.321414947509766
2015-05-18,44.066200256347656
2015-05-19,44.14680099487305
2015-05-20,44.25424575805664
2015-05-21,44.093055725097656
2015-05-22,43.978885650634766
2015-05-26,44.395294189453125
2015-05-27,45.25498580932617
2015-05-28,45.31543731689453
2015-05-29,44.724395751953125
2015-06-01,44.95275115966797
2015-06-02,44.74454879760742
2015-06-03,45.00649642944336
2015-06-04,45.28185272216797
2015-06-05,45.268428802490234
2015-06-08,45.53036880493164
2015-06-09,45.44976043701172
2015-06-10,45.83259963989258
2015-06-11,45.698265075683594
2015-06-12,45.03335189819336
2015-06-15,44.939327239990234
2015-06-16,44.84528350830078
2015-06-17,45.516944885253906
2015-06-18,46.329620361328125
2015-06-19,46.665428161621094
2015-06-22,47.095279693603516
2015-06-23,47.02811050415039
2015-06-24,46.490806579589844
2015-06-25,46.89379119873047
2015-06-26,47.32365417480469
2015-06-29,45.120662689208984
2015-06-30,45.127376556396484
2015-07-01,46.013946533203125
2015-07-02,45.81245040893555
2015-07-06,45.819175720214844
2015-07-07,46.04753112792969
2015-07-08,45.44304656982422
2015-07-09,45.6512565612793
2015-07-10,46.49753189086914
2015-07-13,47.072662353515625
2015-07-14,47.22826385498047
2015-07-15,47.19445037841797
2015-07-16,47.35683059692383
2015-07-17,47.35683059692383
2015-07-20,47.9049072265625
2015-07-21,47.72898483276367
2015-07-22,47.742515563964844
2015-07-23,47.71543884277344
2015-07-24,46.064483642578125
2015-07-27,46.91701889038086
2015-07-28,48.19585037231445
2015-07-29,47.884605407714844
2015-07-30,47.47186279296875
2015-07-31,47.3703727722168
2015-08-03,47.180908203125
2015-08-04,47.32975769042969
2015-08-05,47.56658935546875
2015-08-06,46.849361419677734
2015-08-07,46.429866790771484
2015-08-10,46.829063415527344
2015-08-11,46.17951583862305
2015-08-12,46.517826080322266
2015-08-13,46.375736236572266
2015-08-14,46.450164794921875
2015-08-17,46.937355041503906
2015-08-18,46.59225082397461
2015-08-19,46.40956497192383
2015-08-20,45.65851593017578
2015-08-21,44.58945083618164
2015-08-24,42.931724548339844
2015-08-25,41.07776641845703
2015-08-26,42.72197341918945
2015-08-27,43.648948669433594
2015-08-28,43.29032516479492
2015-08-31,42.22803497314453
2015-09-01,40.93567657470703
2015-09-02,41.26046371459961
2015-09-03,41.66644287109375
2015-09-04,40.44174575805664
2015-09-08,40.98305130004883
2015-09-09,40.096675872802734
2015-09-10,40.313194274902344
2015-09-11,40.15755844116211
2015-09-14,39.880157470703125
2015-09-15,40.056068420410156
2015-09-16,40.26582717895508
2015-09-17,40.502647399902344
2015-09-18,41.422847747802734
2015-09-21,40.18463134765625
2015-09-22,39.06819534301758
2015-09-23,38.85845947265625
2015-09-24,38.27656173706055
2015-09-25,37.7149543762207
2015-09-28,35.522708892822266
2015-09-29,35.71892166137695
2015-09-30,36.81504821777344
2015-10-01,37.302215576171875
2015-10-02,37.76909255981445
2015-10-05,38.35098648071289
2015-10-06,37.26839828491211
2015-10-07,37.64052963256836
2015-10-08,37.91794204711914
2015-10-09,37.64729690551758
2015-10-12,37.735260009765625
2015-10-13,36.73827362060547
2015-10-14,36.833866119384766
2015-10-15,38.3361701965332
2015-10-16,38.60250473022461
2015-10-19,38.349830627441406
2015-10-20,37.441619873046875
2015-10-21,36.75876235961914
2015-10-22,32.96202087402344
2015-10-23,34.37555694580078
2015-10-26,35.42033386230469
2015-10-27,35.905174255371094
2015-10-28,36.36952209472656
2015-10-29,36.9431266784668
2015-10-30,40.664764404296875
2015-11-02,43.28014373779297
2015-11-03,42.63141632080078
2015-11-04,43.566951751708984
2015-11-05,42.86359405517578
2015-11-06,43.79227828979492
2015-11-09,43.17770004272461
2015-11-10,42.54264831542969
2015-11-11,41.559326171875
2015-11-12,41.12910842895508
2015-11-13,40.87644958496094
2015-11-16,40.9788703918457
2015-11-17,41.23154067993164
2015-11-18,41.64808654785156
2015-11-19,41.34762954711914
2015-11-20,41.730037689208984
2015-11-23,41.75735092163086
2015-11-24,41.743690490722656
2015-11-25,41.170074462890625
2015-11-27,40.97205352783203
2015-11-30,39.70874786376953
2015-12-01,40.30284118652344
2015-12-02,39.41510772705078
2015-12-03,38.32252883911133
2015-12-04,39.046348571777344
2015-12-07,38.42496109008789
2015-12-08,38.698097229003906
2015-12-09,38.261070251464844
2015-12-10,38.0903434753418
2015-12-11,36.90216064453125
2015-12-14,37.85818099975586
2015-12-15,38.506900787353516
2015-12-16,39.35365676879883
2015-12-17,38.50007247924805
2015-12-18,38.06303787231445
2015-12-21,38.377159118652344
2015-12-22,39.32633590698242
2015-12-23,40.002384185791016
2015-12-24,39.92042541503906
2015-12-28,40.11846923828125
2015-12-29,40.59646987915039
2015-12-30,40.835472106933594
2015-12-31,40.45307159423828
2016-01-04,39.340003967285156
2016-01-05,39.17611312866211
2016-01-06,39.18292999267578
2016-01-07,39.06685256958008
2016-01-08,38.00156784057617
2016-01-11,36.79290771484375
2016-01-12,37.448455810546875
2016-01-13,35.31623077392578
2016-01-14,37.6485710144043
2016-01-15,39.566871643066406
2016-01-19,37.94527816772461
2016-01-20,39.43577194213867
2016-01-21,40.27070617675781
2016-01-22,40.59503936767578
2016-01-25,40.4708251953125
2016-01-26,40.20171356201172
2016-01-27,39.40816879272461
2016-01-28,38.53871154785156
2016-01-29,37.88318634033203
2016-02-01,37.53125762939453
2016-02-02,37.22763442993164
2016-02-03,39.22185134887695
2016-02-04,39.16665267944336
2016-02-05,36.654911041259766
2016-02-08,36.4962043762207
2016-02-09,36.903324127197266
2016-02-10,36.3788948059082
2016-02-11,36.00627136230469
2016-02-12,36.282283782958984
2016-02-16,36.92402648925781
2016-02-17,37.95907974243164
2016-02-18,37.641666412353516
2016-02-19,37.46225357055664
2016-02-22,38.14539337158203
2016-02-23,38.000492095947266
2016-02-24,37.87627410888672
2016-02-25,38.780235290527344
2016-02-26,38.64221954345703
2016-02-29,37.68306350708008
2016-03-01,38.8768310546875
2016-03-02,38.43521499633789
2016-03-03,38.59391784667969
2016-03-04,38.74573516845703
2016-03-07,38.918235778808594
2016-03-08,38.172996520996094
2016-03-09,38.911346435546875
2016-03-10,38.80093002319336
2016-03-11,39.83598327636719
2016-03-14,39.4771614074707
2016-03-15,38.3800048828125
2016-03-16,38.856136322021484
2016-03-17,38.172996520996094
2016-03-18,39.03554916381836
2016-03-21,38.64911651611328
2016-03-22,39.67728805541992
2016-03-23,38.89064407348633
2016-03-24,38.72502899169922
2016-03-28,38.7181282043457
2016-03-29,39.366783142089844
2016-03-30,39.33226776123047
2016-03-31,39.41505813598633
2016-04-01,39.622074127197266
2016-04-04,40.85724639892578
2016-04-05,40.39493179321289
2016-04-06,41.326473236083984
2016-04-07,40.91936111450195
2016-04-08,40.346622467041016
2016-04-11,40.3673210144043
2016-04-12,41.326473236083984
2016-04-13,41.14533996582031
2016-04-14,41.29860305786133
2016-04-15,41.45884704589844
2016-04-18,41.716609954833984
2016-04-19,41.918636322021484
2016-04-20,42.13461685180664
2016-04-21,42.7546501159668
2016-04-22,42.789485931396484
2016-04-25,42.47597885131836
2016-04-26,42.44811248779297
2016-04-27,42.287879943847656
2016-04-28,42.63621520996094
2016-04-29,42.49687957763672
2016-05-02,42.80341339111328
2016-05-03,43.03331756591797
2016-05-04,42.817352294921875
2016-05-05,43.43041229248047
2016-05-06,43.548851013183594
2016-05-09,44.37789535522461
2016-05-10,44.40576171875
2016-05-11,43.681217193603516
2016-05-12,43.5349235534668
2016-05-13,43.19355010986328
2016-05-16,43.507049560546875
2016-05-17,41.974369049072266
2016-05-18,42.12067794799805
2016-05-19,41.29860305786133
2016-05-20,41.5842399597168
2016-05-23,41.31254577636719
2016-05-24,42.287879943847656
2016-05-25,42.650142669677734
2016-05-26,43.123897552490234
2016-05-27,43.68818664550781
2016-05-31,43.84144592285156
2016-06-01,43.771793365478516
2016-06-02,45.34626388549805
2016-06-03,45.28356170654297
2016-06-06,43.76482391357422
2016-06-07,43.95989227294922
2016-06-08,43.00544738769531
2016-06-09,42.32271957397461
2016-06-10,42.49687957763672
2016-06-13,41.75144577026367
2016-06-14,41.73054122924805
2016-06-15,42.07887268066406
2016-06-16,42.427223205566406
2016-06-17,41.80717468261719
2016-06-20,41.87685012817383
2016-06-21,41.786277770996094
2016-06-22,42.07190704345703
2016-06-23,42.712860107421875
2016-06-24,41.70267868041992
2016-06-27,40.8806037902832
2016-06-28,41.793243408203125
2016-06-29,43.06119155883789
2016-06-30,43.130855560302734
2016-07-01,43.68818664550781
2016-07-05,43.13780212402344
2016-07-06,44.147987365722656
2016-07-07,44.18979263305664
2016-07-08,44.69835662841797
2016-07-11,44.83073043823242
2016-07-12,45.63189697265625
2016-07-13,45.51946258544922
2016-07-14,44.71124267578125
2016-07-15,44.50041198730469
2016-07-18,44.6690788269043
2016-07-19,44.50041198730469
2016-07-20,44.563663482666016
2016-07-21,44.900997161865234
2016-07-22,44.84478759765625
2016-07-25,45.20320129394531
2016-07-26,45.294559478759766
2016-07-27,45.610816955566406
2016-07-28,45.48431396484375
2016-07-29,46.54551696777344
2016-08-01,47.044498443603516
2016-08-02,46.93205642700195
2016-08-03,46.78446578979492
2016-08-04,46.45415496826172
2016-08-05,46.76338195800781
2016-08-08,46.62282943725586
2016-08-09,46.917991638183594
2016-08-10,46.68607711791992
2016-08-11,47.051513671875
2016-08-12,47.22019958496094
2016-08-15,47.36075210571289
2016-08-16,46.903934478759766
2016-08-17,46.967193603515625
2016-08-18,46.92502975463867
2016-08-19,47.15695571899414
2016-08-22,47.09368896484375
2016-08-23,46.50334548950195
2016-08-24,45.72325897216797
2016-08-25,45.48431396484375
2016-08-26,45.407005310058594
2016-08-29,45.33672332763672
2016-08-30,45.090755462646484
2016-08-31,45.048587799072266
2016-09-01,44.999385833740234
2016-09-02,45.06263732910156
2016-09-06,45.407005310058594
2016-09-07,45.66001510620117
2016-09-08,45.020469665527344
2016-09-09,44.52851867675781
2016-09-12,45.03453063964844
2016-09-13,44.514461517333984
2016-09-14,44.514461517333984
2016-09-15,44.5214958190918
2016-09-16,44.465274810791016
2016-09-19,44.212257385253906
2016-09-20,44.4723014831543
2016-09-21,45.048587799072266
2016-09-22,45.73731994628906
2016-09-23,45.66704177856445
2016-09-26,45.027503967285156
2016-09-27,45.378883361816406
2016-09-28,45.13291549682617
2016-09-29,44.149017333984375
2016-09-30,44.32472229003906
2016-10-03,44.437156677246094
2016-10-04,44.275516510009766
2016-10-05,44.54960632324219
2016-10-06,44.156044006347656
2016-10-07,44.226322174072266
2016-10-10,44.49338912963867
2016-10-11,43.84682083129883
2016-10-12,43.41417694091797
2016-10-13,43.371604919433594
2016-10-14,42.67652893066406
2016-10-17,42.655250549316406
2016-10-18,43.65531921386719
2016-10-19,43.57020568847656
2016-10-20,43.80427169799805
2016-10-21,43.251033782958984
2016-10-24,43.350341796875
2016-10-25,43.65531921386719
2016-10-26,43.279415130615234
2016-10-27,43.591487884521484
2016-10-28,40.85371398925781
2016-10-31,39.56285095214844
2016-11-01,40.03805923461914
2016-11-02,40.27920913696289
2016-11-03,39.640872955322266
2016-11-04,39.74726486206055
2016-11-07,41.782859802246094
2016-11-08,41.71193313598633
2016-11-09,44.42841720581055
2016-11-10,45.39301681518555
2016-11-11,44.75468444824219
2016-11-14,44.66248321533203
2016-11-15,44.591556549072266
2016-11-16,43.64822769165039
2016-11-17,43.76169967651367
2016-11-18,42.924774169921875
2016-11-21,42.85384750366211
2016-11-22,41.797035217285156
2016-11-23,42.683624267578125
2016-11-25,42.917686462402344
2016-11-28,42.17295837402344
2016-11-29,43.68368911743164
2016-11-30,43.12336730957031
2016-12-01,41.960174560546875
2016-12-02,42.15167236328125
2016-12-05,43.16592025756836
2016-12-06,43.7049674987793
2016-12-07,42.548866271972656
2016-12-08,43.194305419921875
2016-12-09,43.64822769165039
2016-12-12,44.00284957885742
2016-12-13,43.967403411865234
2016-12-14,43.74042892456055
2016-12-15,43.98867416381836
2016-12-16,44.130531311035156
2016-12-19,44.130531311035156
2016-12-20,44.08797836303711
2016-12-21,43.58439254760742
2016-12-22,43.733333587646484
2016-12-23,44.215641021728516
2016-12-27,44.329124450683594
2016-12-28,44.16598892211914
2016-12-29,44.49224853515625
2016-12-30,44.41423416137695
2017-01-03,44.265281677246094
2017-01-04,44.889442443847656
2017-01-05,45.22989273071289
2017-01-06,45.24407958984375
2017-01-09,45.541961669921875
2017-01-10,45.44267272949219
2017-01-11,43.80204772949219
2017-01-12,43.902374267578125
2017-01-13,44.4110221862793
2017-01-17,44.31789016723633
2017-01-18,44.17460250854492
2017-01-19,43.97400665283203
2017-01-20,43.80921936035156
2017-01-23,43.6731071472168
2017-01-24,43.40085983276367
2017-01-25,43.97400665283203
2017-01-26,43.895198822021484
2017-01-27,42.9853401184082
2017-01-30,43.293399810791016
2017-01-31,43.78056716918945
2017-02-01,43.62295150756836
2017-02-02,43.62295150756836
2017-02-03,43.46535110473633
2017-02-06,43.451019287109375
2017-02-07,43.386539459228516
2017-02-08,43.357879638671875
2017-02-09,43.58713150024414
2017-02-10,43.28623962402344
2017-02-13,43.35071563720703
2017-02-14,43.57280731201172
2017-02-15,44.167442321777344
2017-02-16,44.045654296875
2017-02-17,44.2534065246582
2017-02-21,44.29639434814453
2017-02-22,43.959678649902344
2017-02-23,44.37519836425781
2017-02-24,44.48265838623047
2017-02-27,44.575801849365234
2017-02-28,44.30355453491211
2017-03-01,45.0128173828125
2017-03-02,45.31371307373047
2017-03-03,45.37818908691406
2017-03-06,45.52863693237305
2017-03-07,45.628936767578125
2017-03-08,45.95132827758789
2017-03-09,46.20923614501953
2017-03-10,47.19790267944336
2017-03-13,47.17640686035156
2017-03-14,47.04745101928711
2017-03-15,47.67790985107422
2017-03-16,47.21222686767578
2017-03-17,47.06178283691406
2017-03-20,47.140586853027344
2017-03-21,46.81819534301758
2017-03-22,46.93998718261719
2017-03-23,47.03312301635742
2017-03-24,47.01163101196289
2017-03-27,47.35551834106445
2017-03-28,47.26954650878906
2017-03-29,47.119083404541016
2017-03-30,46.89700698852539
2017-03-31,46.682090759277344
2017-04-03,46.58894729614258
2017-04-04,46.64625930786133
2017-04-05,46.53880310058594
2017-04-06,46.62477111816406
2017-04-07,46.954322814941406
2017-04-10,46.54596710205078
2017-04-11,46.437435150146484
2017-04-12,46.57490539550781
2017-04-13,46.401248931884766
2017-04-17,46.5314826965332
2017-04-18,46.05393600463867
2017-04-19,45.90923309326172
2017-04-20,46.148014068603516
2017-04-21,46.176944732666016
2017-04-24,46.784732818603516
2017-04-25,47.103084564208984
2017-04-26,47.05967330932617
2017-04-27,47.804931640625
2017-04-28,47.71087646484375
2017-05-01,48.10158920288086
2017-05-02,48.210121154785156
2017-05-03,48.289710998535156
2017-05-04,48.644248962402344
2017-05-05,48.47058868408203
2017-05-08,47.90623474121094
2017-05-09,47.877288818359375
2017-05-10,47.73981475830078
2017-05-11,47.247802734375
2017-05-12,47.79769515991211
2017-05-15,48.239070892333984
2017-05-16,48.36928939819336
2017-05-17,47.29844284057617
2017-05-18,47.48656463623047
2017-05-19,47.450401306152344
2017-05-22,47.34910202026367
2017-05-23,47.63851547241211
2017-05-24,47.70364761352539
2017-05-25,47.98582458496094
2017-05-26,47.79769515991211
2017-05-30,47.768760681152344
2017-05-31,47.768760681152344
2017-06-01,48.268009185791016
2017-06-02,48.65872573852539
2017-06-05,48.84684371948242
2017-06-06,49.107337951660156
2017-06-07,49.744049072265625
2017-06-08,49.751277923583984
2017-06-09,50.40971374511719
2017-06-12,50.30841827392578
2017-06-13,50.40971374511719
2017-06-14,51.02473068237305
2017-06-15,51.082603454589844
2017-06-16,51.40822219848633
2017-06-19,51.618038177490234
2017-06-20,51.531211853027344
2017-06-21,51.618038177490234
2017-06-22,52.949363708496094
2017-06-23,52.55866241455078
2017-06-26,52.63100051879883
2017-06-27,52.37778091430664
2017-06-28,52.76124572753906
2017-06-29,52.44289016723633
2017-06-30,52.4645881652832
2017-07-03,52.399471282958984
2017-07-05,52.44289016723633
2017-07-06,51.90023422241211
2017-07-07,52.11729049682617
2017-07-10,51.97257995605469
2017-07-11,51.97981643676758
2017-07-12,52.47626495361328
2017-07-13,53.0237922668457
2017-07-14,53.37421798706055
2017-07-17,53.07489776611328
2017-07-18,52.731773376464844
2017-07-19,53.12599563598633
2017-07-20,54.031272888183594
2017-07-21,54.48390579223633
2017-07-24,53.95825958251953
2017-07-25,52.94348907470703
2017-07-26,52.994590759277344
2017-07-27,52.36675262451172
2017-07-28,51.42497634887695
2017-07-31,51.03803634643555
2017-08-01,51.381160736083984
2017-08-02,51.622100830078125
2017-08-03,51.826507568359375
2017-08-04,51.826507568359375
2017-08-07,51.99441146850586
2017-08-08,52.17693328857422
2017-08-09,52.57847213745117
2017-08-10,51.42497634887695
2017-08-11,51.56367874145508
2017-08-14,51.7024040222168
2017-08-15,51.35197067260742
2017-08-16,51.41037368774414
2017-08-17,50.99423599243164
2017-08-18,51.074562072753906
2017-08-21,51.61478805541992
2017-08-22,52.38134765625
2017-08-23,52.213436126708984
2017-08-24,52.6441764831543
2017-08-25,52.9142951965332
2017-08-28,53.52753448486328
2017-08-29,53.94366455078125
2017-08-30,53.96555709838867
2017-08-31,54.97303009033203
2017-09-01,55.06064224243164
2017-09-05,54.93653106689453
2017-09-06,56.25063705444336
2017-09-07,59.70377731323242
2017-09-08,62.30276870727539
2017-09-11,63.51466369628906
2017-09-12,64.06219482421875
2017-09-13,64.58785247802734
2017-09-14,65.13540649414062
