,AME
2015-02-27,49.68632125854492
2015-03-02,50.25666809082031
2015-03-03,50.060325622558594
2015-03-04,49.42451477050781
2015-03-05,49.48060607910156
2015-03-06,48.63911056518555
2015-03-09,48.81676483154297
2015-03-10,48.09680938720703
2015-03-11,48.115509033203125
2015-03-12,48.77000045776367
2015-03-13,48.62015914916992
2015-03-16,49.5942497253418
2015-03-17,49.45375061035156
2015-03-18,50.315425872802734
2015-03-19,49.7347412109375
2015-03-20,50.39036560058594
2015-03-23,50.259239196777344
2015-03-24,49.83777618408203
2015-03-25,48.70444869995117
2015-03-26,48.5639533996582
2015-03-27,48.526493072509766
2015-03-30,49.61298370361328
2015-03-31,49.2102165222168
2015-04-01,48.966705322265625
2015-04-02,49.07909393310547
2015-04-06,49.566139221191406
2015-04-07,49.678531646728516
2015-04-08,49.82839584350586
2015-04-09,50.01572799682617
2015-04-10,50.128108978271484
2015-04-13,49.538047790527344
2015-04-14,49.631710052490234
2015-04-15,49.93143081665039
2015-04-16,49.46311950683594
2015-04-17,48.432823181152344
2015-04-20,48.76064682006836
2015-04-21,48.7700080871582
2015-04-22,49.03225326538086
2015-04-23,49.35072326660156
2015-04-24,49.013526916503906
2015-04-27,48.93860626220703
2015-04-28,48.99480438232422
2015-04-29,49.07909393310547
2015-04-30,49.09783172607422
2015-05-01,49.38818359375
2015-05-04,49.90332794189453
2015-05-05,49.5286750793457
2015-05-06,48.95732498168945
2015-05-07,48.97605514526367
2015-05-08,49.55677032470703
2015-05-11,49.51931381225586
2015-05-12,49.91270446777344
2015-05-13,50.896156311035156
2015-05-14,51.72037887573242
2015-05-15,51.8702392578125
2015-05-18,51.8702392578125
2015-05-19,51.47685241699219
2015-05-20,51.45812225341797
2015-05-21,51.46748352050781
2015-05-22,51.2801628112793
2015-05-26,50.484031677246094
2015-05-27,50.92424392700195
2015-05-28,50.736915588378906
2015-05-29,50.35291290283203
2015-06-01,50.29671096801758
2015-06-02,50.61516571044922
2015-06-03,50.690101623535156
2015-06-04,49.92205810546875
2015-06-05,50.46531677246094
2015-06-08,50.56833267211914
2015-06-09,50.33417892456055
2015-06-10,51.064735412597656
2015-06-11,51.34572982788086
2015-06-12,51.37386703491211
2015-06-15,50.73592758178711
2015-06-16,50.94230651855469
2015-06-17,51.04551696777344
2015-06-18,51.69285202026367
2015-06-19,51.19562911987305
2015-06-22,51.36448287963867
2015-06-23,51.30820083618164
2015-06-24,50.72653579711914
2015-06-25,50.473228454589844
2015-06-26,51.702239990234375
2015-06-29,50.698394775390625
2015-06-30,51.39264678955078
2015-07-01,52.068115234375
2015-07-02,52.11500549316406
2015-07-06,51.101810455322266
2015-07-07,51.43954849243164
2015-07-08,50.4544677734375
2015-07-09,50.95170211791992
2015-07-10,51.69285202026367
2015-07-13,52.47151565551758
2015-07-14,52.33080291748047
2015-07-15,51.63656234741211
2015-07-16,51.87110900878906
2015-07-17,51.467674255371094
2015-07-20,51.69285202026367
2015-07-21,51.30820083618164
2015-07-22,51.60841369628906
2015-07-23,51.73975372314453
2015-07-24,50.613956451416016
2015-07-27,48.79392623901367
2015-07-28,49.20671463012695
2015-07-29,50.041690826416016
2015-07-30,50.06045913696289
2015-07-31,49.76961898803711
2015-08-03,49.994773864746094
2015-08-04,50.3888053894043
2015-08-05,50.87663269042969
2015-08-06,51.63656234741211
2015-08-07,51.54273986816406
2015-08-10,52.61224365234375
2015-08-11,52.1900749206543
2015-08-12,52.05874252319336
2015-08-13,52.58411407470703
2015-08-14,53.1563835144043
2015-08-17,53.94445037841797
2015-08-18,53.94445037841797
2015-08-19,53.04380416870117
2015-08-20,51.65534210205078
2015-08-21,50.51076889038086
2015-08-24,49.32869338989258
2015-08-25,48.30608367919922
2015-08-26,49.91972732543945
2015-08-27,51.3551025390625
2015-08-28,51.38325881958008
2015-08-31,50.49199676513672
2015-09-01,48.634437561035156
2015-09-02,49.469398498535156
2015-09-03,49.51631164550781
2015-09-04,48.718868255615234
2015-09-08,50.30437469482422
2015-09-09,49.713321685791016
2015-09-10,49.65702819824219
2015-09-11,49.929100036621094
2015-09-14,49.50621795654297
2015-09-15,50.17344284057617
2015-09-16,50.53055191040039
2015-09-17,50.27680587768555
2015-09-18,49.01753234863281
2015-09-21,49.02694320678711
2015-09-22,48.42548370361328
2015-09-23,48.45368957519531
2015-09-24,48.416099548339844
2015-09-25,48.88597869873047
2015-09-28,47.76766586303711
2015-09-29,48.04959487915039
2015-09-30,49.16790008544922
2015-10-01,48.73561477661133
2015-10-02,50.070072174072266
2015-10-05,51.432701110839844
2015-10-06,51.17898178100586
2015-10-07,51.827396392822266
2015-10-08,52.54161834716797
2015-10-09,52.64498519897461
2015-10-12,52.41944885253906
2015-10-13,51.620635986328125
2015-10-14,50.850059509277344
2015-10-15,51.2447509765625
2015-10-16,50.84066390991211
2015-10-19,51.00981521606445
2015-10-20,51.310546875
2015-10-21,51.3293342590332
2015-10-22,52.278480529785156
2015-10-23,52.494625091552734
2015-10-26,52.908111572265625
2015-10-27,50.52113723754883
2015-10-28,50.953433990478516
2015-10-29,51.3857307434082
2015-10-30,51.51729202270508
2015-11-02,52.09992980957031
2015-11-03,52.36307144165039
2015-11-04,52.79536056518555
2015-11-05,53.0772705078125
2015-11-06,52.82353973388672
2015-11-09,52.64498519897461
2015-11-10,52.59799575805664
2015-11-11,52.4100456237793
2015-11-12,50.831260681152344
2015-11-13,50.52113723754883
2015-11-16,51.59246063232422
2015-11-17,50.97222137451172
2015-11-18,52.560401916503906
2015-11-19,52.42884063720703
2015-11-20,52.83293533325195
2015-11-23,52.91750717163086
2015-11-24,53.058467864990234
2015-11-25,53.058467864990234
2015-11-27,53.434383392333984
2015-11-30,53.058467864990234
2015-12-01,53.25582504272461
2015-12-02,52.52164840698242
2015-12-03,51.49568176269531
2015-12-04,52.060447692871094
2015-12-07,51.87220001220703
2015-12-08,50.66738510131836
2015-12-09,50.827415466308594
2015-12-10,50.902706146240234
2015-12-11,49.80145263671875
2015-12-14,50.28148651123047
2015-12-15,50.196773529052734
2015-12-16,51.156837463378906
2015-12-17,50.40384292602539
2015-12-18,49.8390998840332
2015-12-21,49.96147155761719
2015-12-22,50.28148651123047
2015-12-23,50.98741149902344
2015-12-24,51.100364685058594
2015-12-28,50.770931243896484
2015-12-29,51.345088958740234
2015-12-30,50.996829986572266
2015-12-31,50.44150161743164
2016-01-04,49.55671691894531
2016-01-05,49.3026008605957
2016-01-06,48.18250274658203
2016-01-07,47.04359817504883
2016-01-08,46.187042236328125
2016-01-11,45.3681640625
2016-01-12,45.622318267822266
2016-01-13,44.60576248168945
2016-01-14,45.17051696777344
2016-01-15,45.07638931274414
2016-01-19,44.63399124145508
2016-01-20,43.82451629638672
2016-01-21,43.60803985595703
2016-01-22,44.15395736694336
2016-01-25,43.20329666137695
2016-01-26,43.88098907470703
2016-01-27,43.589202880859375
2016-01-28,43.46685028076172
2016-01-29,44.28572463989258
2016-02-01,43.9374885559082
2016-02-02,42.84562301635742
2016-02-03,43.15623474121094
2016-02-04,43.89982604980469
2016-02-05,42.66679000854492
2016-02-08,42.12086486816406
2016-02-09,43.062103271484375
2016-02-10,42.93974304199219
2016-02-11,42.384403228759766
2016-02-12,42.94915008544922
2016-02-16,43.27859878540039
2016-02-17,43.30683517456055
2016-02-18,43.1656494140625
2016-02-19,43.419776916503906
2016-02-22,43.419776916503906
2016-02-23,42.86444854736328
2016-02-24,42.713836669921875
2016-02-25,43.66450500488281
2016-02-26,43.92803955078125
2016-02-29,43.68333435058594
2016-03-01,45.09520721435547
2016-03-02,45.048152923583984
2016-03-03,45.38698959350586
2016-03-04,45.30227279663086
2016-03-07,45.33052062988281
2016-03-08,44.925777435302734
2016-03-09,44.85048294067383
2016-03-10,44.615177154541016
2016-03-11,45.24580001831055
2016-03-14,45.66936492919922
2016-03-15,45.735382080078125
2016-03-16,45.999412536621094
2016-03-17,47.064998626708984
2016-03-18,47.300743103027344
2016-03-21,47.05557632446289
2016-03-22,46.9329833984375
2016-03-23,46.53691864013672
2016-03-24,46.27287292480469
2016-03-28,46.45206069946289
2016-03-29,46.895263671875
2016-03-30,47.45162582397461
2016-03-31,47.131011962890625
2016-04-01,47.253597259521484
2016-04-04,46.50864028930664
2016-04-05,46.055999755859375
2016-04-06,46.159732818603516
2016-04-07,46.23516082763672
2016-04-08,46.70665740966797
2016-04-11,46.6689338684082
2016-04-12,47.168724060058594
2016-04-13,47.979713439941406
2016-04-14,47.79111099243164
2016-04-15,47.649662017822266
2016-04-18,47.60251998901367
2016-04-19,48.083438873291016
2016-04-20,48.04572296142578
2016-04-21,48.055152893066406
2016-04-22,48.22489547729492
2016-04-25,48.13059616088867
2016-04-26,48.658653259277344
2016-04-27,49.356483459472656
2016-04-28,45.35817337036133
2016-04-29,45.34874725341797
2016-05-02,45.697662353515625
2016-05-03,45.00925827026367
2016-05-04,44.28315734863281
2016-05-05,43.98140335083008
2016-05-06,44.07571029663086
2016-05-09,43.67021560668945
2016-05-10,44.3397331237793
2016-05-11,44.23600387573242
2016-05-12,44.31144714355469
2016-05-13,43.67963409423828
2016-05-16,44.29258728027344
2016-05-17,44.396324157714844
2016-05-18,44.80180740356445
2016-05-19,44.349159240722656
2016-05-20,44.82067108154297
2016-05-23,44.82067108154297
2016-05-24,45.00925827026367
2016-05-25,45.19786834716797
2016-05-26,45.07527160644531
2016-05-27,45.103580474853516
2016-05-31,45.09413146972656
2016-06-01,45.16957473754883
2016-06-02,45.112998962402344
2016-06-03,44.77351379394531
2016-06-06,45.48076629638672
2016-06-07,45.971126556396484
2016-06-08,46.42375946044922
2016-06-09,46.008846282958984
2016-06-10,45.56562805175781
2016-06-13,44.56605529785156
2016-06-14,44.235382080078125
2016-06-15,44.02751922607422
2016-06-16,44.09366226196289
2016-06-17,43.96138381958008
2016-06-20,44.25428009033203
2016-06-21,43.83856964111328
2016-06-22,43.85746383666992
2016-06-23,44.849491119384766
2016-06-24,42.23241424560547
2016-06-27,41.457679748535156
2016-06-28,42.241859436035156
2016-06-29,42.969364166259766
2016-06-30,43.677955627441406
2016-07-01,43.83856964111328
2016-07-05,42.67646408081055
2016-07-06,42.459163665771484
2016-07-07,42.855979919433594
2016-07-08,43.30949020385742
2016-07-11,43.68739318847656
2016-07-12,44.12200164794922
2016-07-13,43.88580322265625
2016-07-14,44.50937271118164
2016-07-15,44.9912223815918
2016-07-18,44.89673614501953
2016-07-19,45.35023880004883
2016-07-20,45.151832580566406
2016-07-21,44.74557876586914
2016-07-22,44.726680755615234
2016-07-25,44.273170471191406
2016-07-26,44.792816162109375
2016-07-27,44.603851318359375
2016-07-28,44.7739143371582
2016-07-29,44.433780670166016
2016-08-01,44.48102569580078
2016-08-02,43.88580322265625
2016-08-03,44.26372528076172
2016-08-04,43.3756217956543
2016-08-05,43.640159606933594
2016-08-08,44.48102569580078
2016-08-09,44.7550163269043
2016-08-10,44.67943572998047
2016-08-11,44.86840057373047
2016-08-12,44.97232437133789
2016-08-15,45.643131256103516
2016-08-16,45.70927047729492
2016-08-17,45.70927047729492
2016-08-18,46.22890090942383
2016-08-19,46.5595817565918
2016-08-22,46.493446350097656
2016-08-23,46.5595817565918
2016-08-24,46.88082504272461
2016-08-25,47.041439056396484
2016-08-26,46.91860580444336
2016-08-29,47.06977081298828
2016-08-30,46.87136459350586
2016-08-31,46.05883026123047
2016-09-01,46.08717727661133
2016-09-02,46.43675231933594
2016-09-06,46.219459533691406
2016-09-07,46.04938888549805
2016-09-08,45.79429244995117
2016-09-09,45.14237594604492
2016-09-12,45.8226432800293
2016-09-13,45.26521682739258
2016-09-14,44.97175598144531
2016-09-15,45.05696487426758
2016-09-16,44.271297454833984
2016-09-19,44.574214935302734
2016-09-20,44.28076934814453
2016-09-21,44.801387786865234
2016-09-22,45.53971862792969
2016-09-23,44.83925247192383
2016-09-26,44.53634262084961
2016-09-27,45.028568267822266
2016-09-28,45.416656494140625
2016-09-29,44.70672607421875
2016-09-30,45.227333068847656
2016-10-03,44.89604187011719
2016-10-04,44.612060546875
2016-10-05,45.549190521240234
2016-10-06,45.61544418334961
2016-10-07,45.18947982788086
2016-10-10,45.00016403198242
2016-10-11,43.921077728271484
2016-10-12,43.769615173339844
2016-10-13,43.258480072021484
2016-10-14,43.3910026550293
2016-10-17,43.02183532714844
2016-10-18,43.21113586425781
2016-10-19,43.23006820678711
2016-10-20,43.040748596191406
2016-10-21,42.832515716552734
2016-10-24,42.709442138671875
2016-10-25,42.40653991699219
2016-10-26,42.43494415283203
2016-10-27,41.829139709472656
2016-10-28,41.7723503112793
2016-10-31,41.74394607543945
2016-11-01,42.491756439208984
2016-11-02,41.74394607543945
2016-11-03,41.89540481567383
2016-11-04,42.018463134765625
2016-11-07,42.46335220336914
2016-11-08,42.98396682739258
2016-11-09,44.29969787597656
2016-11-10,45.359867095947266
2016-11-11,44.754066467285156
2016-11-14,45.284141540527344
2016-11-15,45.50185012817383
2016-11-16,44.9244384765625
2016-11-17,45.624908447265625
2016-11-18,45.10428237915039
2016-11-21,45.06643295288086
2016-11-22,45.019100189208984
2016-11-23,44.93390655517578
2016-11-25,44.93390655517578
2016-11-28,43.760154724121094
2016-11-29,43.52351379394531
2016-11-30,44.820316314697266
2016-12-01,46.760807037353516
2016-12-02,45.4450569152832
2016-12-05,46.07097244262695
2016-12-06,46.962432861328125
2016-12-07,48.223724365234375
2016-12-08,48.41341018676758
2016-12-09,48.242713928222656
2016-12-12,48.02457809448242
2016-12-13,47.68315887451172
2016-12-14,47.246917724609375
2016-12-15,47.29433822631836
2016-12-16,46.639984130859375
2016-12-19,46.60205078125
2016-12-20,46.91500473022461
2016-12-21,46.7537841796875
2016-12-22,46.86759567260742
2016-12-23,46.89603042602539
2016-12-27,47.14260482788086
2016-12-28,46.23218536376953
2016-12-29,46.146846771240234
2016-12-30,46.08993911743164
2017-01-03,46.677921295166016
2017-01-04,47.23745346069336
2017-01-05,46.639984130859375
2017-01-06,47.48402404785156
2017-01-09,47.06674575805664
2017-01-10,47.29433822631836
2017-01-11,47.39864730834961
2017-01-12,47.834903717041016
2017-01-13,48.04354476928711
2017-01-17,47.68315887451172
2017-01-18,48.09095764160156
2017-01-19,48.062503814697266
2017-01-20,48.185791015625
2017-01-23,47.8538818359375
2017-01-24,48.53669357299805
2017-01-25,49.69367599487305
2017-01-26,49.485042572021484
2017-01-27,49.134159088134766
2017-01-30,48.735843658447266
2017-01-31,48.460811614990234
2017-02-01,48.45133590698242
2017-02-02,48.40392303466797
2017-02-03,48.849639892578125
2017-02-06,48.99189376831055
2017-02-07,49.010860443115234
2017-02-08,49.646263122558594
2017-02-09,50.3859748840332
2017-02-10,50.75582504272461
2017-02-13,50.8980712890625
2017-02-14,50.81272888183594
2017-02-15,51.47657012939453
2017-02-16,51.56193161010742
2017-02-17,51.68522262573242
2017-02-21,52.30165100097656
2017-02-22,52.4533805847168
2017-02-23,51.67573547363281
2017-02-24,51.80851364135742
2017-02-27,51.68522262573242
2017-02-28,51.18259811401367
2017-03-01,52.40596008300781
2017-03-02,51.87489700317383
2017-03-03,52.01713180541992
2017-03-06,51.78953170776367
2017-03-07,51.69469451904297
2017-03-08,51.704185485839844
2017-03-09,51.01188659667969
2017-03-10,50.85066604614258
2017-03-13,51.467098236083984
2017-03-14,50.736873626708984
2017-03-15,51.39232635498047
2017-03-16,51.39232635498047
2017-03-17,51.591819763183594
2017-03-20,51.4968376159668
2017-03-21,50.63237762451172
2017-03-22,50.689361572265625
2017-03-23,50.784366607666016
2017-03-24,50.74636459350586
2017-03-27,50.82237243652344
2017-03-28,51.2308464050293
2017-03-29,51.47783279418945
2017-03-30,51.41132736206055
2017-03-31,51.37333679199219
2017-04-03,50.98384475708008
2017-04-04,51.069339752197266
2017-04-05,51.00284194946289
2017-04-06,51.4968376159668
2017-04-07,51.4398307800293
2017-04-10,51.781803131103516
2017-04-11,51.76280975341797
2017-04-12,50.84135055541992
2017-04-13,50.537376403808594
2017-04-17,51.26884078979492
2017-04-18,51.27833557128906
2017-04-19,51.16435241699219
2017-04-20,52.028804779052734
2017-04-21,52.09529113769531
2017-04-24,53.74821090698242
2017-04-25,54.175682067871094
2017-04-26,54.2421760559082
2017-04-27,54.39417266845703
2017-04-28,54.33719253540039
2017-05-01,54.7076530456543
2017-05-02,56.07558822631836
2017-05-03,56.91155242919922
2017-05-04,57.367515563964844
2017-05-05,57.17751693725586
2017-05-08,56.930545806884766
2017-05-09,57.282020568847656
2017-05-10,56.94955062866211
2017-05-11,56.85454177856445
2017-05-12,56.49357223510742
2017-05-15,56.73105239868164
2017-05-16,56.81655502319336
2017-05-17,56.49357223510742
2017-05-18,56.180084228515625
2017-05-19,57.05404281616211
2017-05-22,57.54801940917969
2017-05-23,57.52901840209961
2017-05-24,57.937496185302734
2017-05-25,58.03248596191406
2017-05-26,57.823490142822266
2017-05-30,57.756996154785156
2017-05-31,57.96599578857422
2017-06-01,58.43147277832031
2017-06-02,58.76395034790039
2017-06-05,58.706947326660156
2017-06-06,58.42197036743164
2017-06-07,58.450462341308594
2017-06-08,58.85895538330078
2017-06-09,59.25792694091797
2017-06-12,58.668949127197266
2017-06-13,58.944435119628906
2017-06-14,58.544883728027344
2017-06-15,59.18227005004883
2017-06-16,59.29644012451172
2017-06-19,59.800636291503906
2017-06-20,58.85881805419922
2017-06-21,57.56502151489258
2017-06-22,57.63159942626953
2017-06-23,57.48889923095703
2017-06-26,57.47938919067383
2017-06-27,57.16544723510742
2017-06-28,57.62208938598633
2017-06-29,57.079833984375
2017-06-30,57.62208938598633
2017-07-03,58.23093795776367
2017-07-05,58.24045181274414
2017-07-06,58.1928825378418
2017-07-07,58.563907623291016
2017-07-10,58.69708251953125
2017-07-11,58.6209831237793
2017-07-12,59.19178771972656
2017-07-13,58.75416564941406
2017-07-14,58.887359619140625
2017-07-17,58.85881805419922
2017-07-18,58.421207427978516
2017-07-19,58.6209831237793
2017-07-20,58.164337158203125
2017-07-21,57.94553756713867
2017-07-24,58.23093795776367
2017-07-25,58.773193359375
2017-07-26,58.516334533691406
2017-07-27,58.601959228515625
2017-07-28,58.83979797363281
2017-07-31,58.58294677734375
2017-08-01,58.6209831237793
2017-08-02,61.103965759277344
2017-08-03,61.26567840576172
2017-08-04,61.37984085083008
2017-08-07,61.06592559814453
2017-08-08,60.69487762451172
2017-08-09,60.466575622558594
2017-08-10,59.686466217041016
2017-08-11,59.53426742553711
2017-08-14,60.0479736328125
2017-08-15,60.03847122192383
2017-08-16,60.03847122192383
2017-08-17,59.734039306640625
2017-08-18,59.87674331665039
2017-08-21,59.343994140625
2017-08-22,59.87674331665039
2017-08-23,59.420101165771484
2017-08-24,59.46767044067383
2017-08-25,59.47719192504883
2017-08-28,59.343994140625
2017-08-29,59.52475357055664
2017-08-30,59.629398345947266
2017-08-31,60.17164993286133
2017-09-01,60.15262985229492
2017-09-05,59.94333267211914
2017-09-06,60.371429443359375
2017-09-07,60.504615783691406
2017-09-08,60.93272399902344
2017-09-11,61.27520751953125
2017-09-12,61.760379791259766
2017-09-13,61.93160629272461
2017-09-14,62.169776916503906
