,IVZ
2014-12-11,26.054285049438477
2014-12-12,25.103775024414062
2014-12-15,25.116796493530273
2014-12-16,24.849876403808594
2014-12-17,25.546480178833008
2014-12-18,26.340742111206055
2014-12-19,26.151941299438477
2014-12-22,26.204025268554688
2014-12-23,26.38630485534668
2014-12-24,26.282140731811523
2014-12-26,26.24958610534668
2014-12-29,26.26913070678711
2014-12-30,26.015228271484375
2014-12-31,25.7287654876709
2015-01-02,25.48137664794922
2015-01-05,24.739200592041016
2015-01-06,24.224891662597656
2015-01-07,24.543895721435547
2015-01-08,24.973575592041016
2015-01-09,24.511348724365234
2015-01-12,24.368114471435547
2015-01-13,24.30301284790039
2015-01-14,23.795209884643555
2015-01-15,23.391563415527344
2015-01-16,23.658493041992188
2015-01-20,23.424116134643555
2015-01-21,23.638952255249023
2015-01-22,24.296504974365234
2015-01-23,24.107704162597656
2015-01-26,24.34858512878418
2015-01-27,24.172805786132812
2015-01-28,23.658493041992188
2015-01-29,24.589462280273438
2015-01-30,23.91239356994629
2015-02-02,24.361602783203125
2015-02-03,25.175390243530273
2015-02-04,25.03867530822754
2015-02-05,25.34465789794922
2015-02-06,25.29257583618164
2015-02-09,25.227479934692383
2015-02-10,25.6311092376709
2015-02-11,25.6311092376709
2015-02-12,25.76782989501953
2015-02-13,25.7287654876709
2015-02-17,25.886009216308594
2015-02-18,25.669797897338867
2015-02-19,25.669797897338867
2015-02-20,26.226699829101562
2015-02-23,26.03670310974121
2015-02-24,26.33807945251465
2015-02-25,26.331523895263672
2015-02-26,26.423259735107422
2015-02-27,26.383941650390625
2015-03-02,26.50843048095703
2015-03-03,26.383941650390625
2015-03-04,26.429807662963867
2015-03-05,26.606706619262695
2015-03-06,26.298770904541016
2015-03-09,26.469125747680664
2015-03-10,25.846704483032227
2015-03-11,26.06947135925293
2015-03-12,26.593605041503906
2015-03-13,26.449459075927734
2015-03-16,27.104631423950195
2015-03-17,26.88187599182129
2015-03-18,27.37325668334961
2015-03-19,26.921188354492188
2015-03-20,27.41911506652832
2015-03-23,27.111188888549805
2015-03-24,26.816364288330078
2015-03-25,26.259464263916016
2015-03-26,26.14808464050293
2015-03-27,25.997390747070312
2015-03-30,26.20704460144043
2015-03-31,26.00394058227539
2015-04-01,26.06290626525879
2015-04-02,26.121885299682617
2015-04-06,26.298770904541016
2015-04-07,26.049802780151367
2015-04-08,26.233259201049805
2015-04-09,26.33807945251465
2015-04-10,26.20704460144043
2015-04-13,26.383941650390625
2015-04-14,26.40359878540039
2015-04-15,26.58049964904785
2015-04-16,26.534635543823242
2015-04-17,26.128427505493164
2015-04-20,26.410158157348633
2015-04-21,26.24635887145996
2015-04-22,26.462575912475586
2015-04-23,26.73773765563965
2015-04-24,26.74429702758789
2015-04-27,26.547740936279297
2015-04-28,26.934289932250977
2015-04-29,26.691875457763672
2015-04-30,27.137399673461914
2015-05-01,27.261892318725586
2015-05-04,27.34050178527832
2015-05-05,26.934289932250977
2015-05-06,26.67876625061035
2015-05-07,26.8687744140625
2015-05-08,27.143949508666992
2015-05-11,27.04566764831543
2015-05-12,26.74429702758789
2015-05-13,26.57941246032715
2015-05-14,27.034488677978516
2015-05-15,26.737701416015625
2015-05-18,26.83003044128418
2015-05-19,26.625577926635742
2015-05-20,26.98172378540039
2015-05-21,26.79046630859375
2015-05-22,26.724506378173828
2015-05-26,26.374950408935547
2015-05-27,26.638771057128906
2015-05-28,26.605791091918945
2015-05-29,26.269418716430664
2015-06-01,26.29581069946289
2015-06-02,26.289213180541992
2015-06-03,26.269418716430664
2015-06-04,25.840723037719727
2015-06-05,25.853914260864258
2015-06-08,25.93964958190918
2015-06-09,25.722015380859375
2015-06-10,25.8011474609375
2015-06-11,25.95943832397461
2015-06-12,26.0319881439209
2015-06-15,25.999013900756836
2015-06-16,26.078161239624023
2015-06-17,25.873703002929688
2015-06-18,26.051773071289062
2015-06-19,25.656057357788086
2015-06-22,25.675846099853516
2015-06-23,25.820938110351562
2015-06-24,25.623079299926758
2015-06-25,25.418622970581055
2015-06-26,25.431808471679688
2015-06-29,24.6667423248291
2015-06-30,24.72610855102539
2015-07-01,24.93716049194336
2015-07-02,24.811847686767578
2015-07-06,24.574405670166016
2015-07-07,24.501863479614258
2015-07-08,23.888492584228516
2015-07-09,24.040185928344727
2015-07-10,24.356760025024414
2015-07-13,24.72610855102539
2015-07-14,25.062469482421875
2015-07-15,25.029491424560547
2015-07-16,25.45818519592285
2015-07-17,25.385644912719727
2015-07-20,25.286714553833008
2015-07-21,25.33946990966797
2015-07-22,25.392236709594727
2015-07-23,25.062469482421875
2015-07-24,24.719505310058594
2015-07-27,24.363351821899414
2015-07-28,24.58100700378418
2015-07-29,24.871204376220703
2015-07-30,25.71540069580078
2015-07-31,25.45818519592285
2015-08-03,25.425216674804688
2015-08-04,25.3328857421875
2015-08-05,25.543933868408203
2015-08-06,25.45818519592285
2015-08-07,25.200973510742188
2015-08-10,25.63627052307129
2015-08-11,25.280107498168945
2015-08-12,24.956945419311523
2015-08-13,24.706315994262695
2015-08-14,24.73929214477539
2015-08-17,24.838220596313477
2015-08-18,24.725296020507812
2015-08-19,24.353290557861328
2015-08-20,23.841777801513672
2015-08-21,22.98482322692871
2015-08-24,21.842227935791016
2015-08-25,21.284212112426758
2015-08-26,22.04815673828125
2015-08-27,22.958253860473633
2015-08-28,22.991470336914062
2015-08-31,22.659317016601562
2015-09-01,21.862154006958008
2015-09-02,21.895366668701172
2015-09-03,21.855512619018555
2015-09-04,21.224428176879883
2015-09-08,21.868793487548828
2015-09-09,21.60972023010254
2015-09-10,21.74922752380371
2015-09-11,21.842227935791016
2015-09-14,21.69608497619629
2015-09-15,22.094663619995117
2015-09-16,22.393598556518555
2015-09-17,22.234172821044922
2015-09-18,21.58315658569336
2015-09-21,21.822298049926758
2015-09-22,21.310787200927734
2015-09-23,21.1845645904541
2015-09-24,21.224428176879883
2015-09-25,21.270931243896484
2015-09-28,20.540197372436523
2015-09-29,20.473766326904297
2015-09-30,20.746126174926758
2015-10-01,20.912206649780273
2015-10-02,20.958703994750977
2015-10-05,21.589784622192383
2015-10-06,21.589784622192383
2015-10-07,21.921939849853516
2015-10-08,22.01494598388672
2015-10-09,21.842227935791016
2015-10-12,21.676156997680664
2015-10-13,20.898921966552734
2015-10-14,20.673057556152344
2015-10-15,21.25764274597168
2015-10-16,21.523359298706055
2015-10-19,21.091567993164062
2015-10-20,21.19120979309082
2015-10-21,20.898921966552734
2015-10-22,21.908655166625977
2015-10-23,22.51981544494629
2015-10-26,22.393598556518555
2015-10-27,22.101303100585938
2015-10-28,22.818748474121094
2015-10-29,22.24744987487793
2015-10-30,22.034866333007812
2015-11-02,22.227521896362305
2015-11-03,22.367027282714844
2015-11-04,22.280670166015625
2015-11-05,22.513164520263672
2015-11-06,22.65267562866211
2015-11-09,22.214235305786133
2015-11-10,21.902019500732422
2015-11-11,22.127878189086914
2015-11-12,21.576505661010742
2015-11-13,21.248268127441406
2015-11-16,21.556411743164062
2015-11-17,21.543010711669922
2015-11-18,22.14589500427246
2015-11-19,22.232982635498047
2015-11-20,22.239681243896484
2015-11-23,22.159299850463867
2015-11-24,22.232982635498047
2015-11-25,22.500926971435547
2015-11-27,22.50762367248535
2015-11-30,22.567914962768555
2015-12-01,22.70859146118164
2015-12-02,22.514324188232422
2015-12-03,22.219579696655273
2015-12-04,22.661697387695312
2015-12-07,22.4808292388916
2015-12-08,22.005226135253906
2015-12-09,21.683685302734375
2015-12-10,21.965028762817383
2015-12-11,21.047311782836914
2015-12-14,20.357343673706055
2015-12-15,20.993722915649414
2015-12-16,21.36884307861328
2015-12-17,20.893238067626953
2015-12-18,20.591798782348633
2015-12-21,21.201379776000977
2015-12-22,21.254972457885742
2015-12-23,22.186092376708984
2015-12-24,22.052112579345703
2015-12-28,22.07891082763672
2015-12-29,22.48752784729004
2015-12-30,22.360252380371094
2015-12-31,22.4272403717041
2016-01-04,22.232982635498047
2016-01-05,22.172691345214844
2016-01-06,21.79086685180664
2016-01-07,21.10759735107422
2016-01-08,20.18317985534668
2016-01-11,20.049205780029297
2016-01-12,19.96212387084961
2016-01-13,19.486515045166016
2016-01-14,19.848237991333008
2016-01-15,19.265459060668945
2016-01-19,19.305644989013672
2016-01-20,18.897029876708984
2016-01-21,19.044395446777344
2016-01-22,19.74776268005371
2016-01-25,19.191770553588867
2016-01-26,19.54680061340332
2016-01-27,19.412830352783203
2016-01-28,19.124784469604492
2016-01-29,20.049205780029297
2016-02-01,19.50661277770996
2016-02-02,18.615680694580078
2016-02-03,18.468313217163086
2016-02-04,18.72955894470215
2016-02-05,18.14006996154785
2016-02-08,17.269243240356445
2016-02-09,17.182165145874023
2016-02-10,17.6242733001709
2016-02-11,17.001291275024414
2016-02-12,17.75155258178711
2016-02-16,18.069629669189453
2016-02-17,18.57720947265625
2016-02-18,18.299732208251953
2016-02-19,17.798917770385742
2016-02-22,18.39447593688965
2016-02-23,17.82599449157715
2016-02-24,17.710948944091797
2016-02-25,18.191444396972656
2016-02-26,18.340333938598633
2016-02-29,18.096698760986328
2016-03-01,18.868209838867188
2016-03-02,19.098312377929688
2016-03-03,19.355480194091797
2016-03-04,19.68709945678711
2016-03-07,19.632957458496094
2016-03-08,19.08477783203125
2016-03-09,19.07801055908203
2016-03-10,19.17275619506836
2016-03-11,20.302955627441406
2016-03-14,20.2758846282959
2016-03-15,20.032251358032227
2016-03-16,20.39093589782715
2016-03-17,20.925580978393555
2016-03-18,20.986486434936523
2016-03-21,20.95941162109375
2016-03-22,20.857908248901367
2016-03-23,20.573665618896484
2016-03-24,20.526288986206055
2016-03-28,20.63456916809082
2016-03-29,20.891742706298828
2016-03-30,21.15567970275879
2016-03-31,20.824064254760742
2016-04-01,21.236896514892578
2016-04-04,21.040632247924805
2016-04-05,20.769920349121094
2016-04-06,20.817298889160156
2016-04-07,20.032251358032227
2016-04-08,20.032251358032227
2016-04-11,20.04578399658203
2016-04-12,20.357097625732422
2016-04-13,21.128612518310547
2016-04-14,21.189516067504883
2016-04-15,21.142147064208984
2016-04-18,21.33840560913086
2016-04-19,21.514368057250977
2016-04-20,21.913658142089844
2016-04-21,21.866283416748047
2016-04-22,21.90012550354004
2016-04-25,21.534669876098633
2016-04-26,21.94749641418457
2016-04-27,22.15052604675293
2016-04-28,21.311336517333984
2016-04-29,20.986486434936523
2016-05-02,21.020322799682617
2016-05-03,20.39093589782715
2016-05-04,20.11345863342285
2016-05-05,19.944263458251953
2016-05-06,20.07285499572754
2016-05-09,19.99164390563965
2016-05-10,20.29619026184082
2016-05-11,19.845319747924805
2016-05-12,19.852142333984375
2016-05-13,19.387605667114258
2016-05-16,19.435428619384766
2016-05-17,19.408100128173828
2016-05-18,19.804323196411133
2016-05-19,19.66769790649414
2016-05-20,20.180051803588867
2016-05-23,20.40549659729004
2016-05-24,20.992996215820312
2016-05-25,21.430204391479492
2016-05-26,21.245758056640625
2016-05-27,21.48485565185547
2016-05-31,21.450700759887695
2016-06-01,21.389219284057617
2016-06-02,21.06130599975586
2016-06-03,20.774389266967773
2016-06-06,20.9110164642334
2016-06-07,20.39183235168457
2016-06-08,20.214210510253906
2016-06-09,19.858972549438477
2016-06-10,19.414934158325195
2016-06-13,19.093856811523438
2016-06-14,18.718128204345703
2016-06-15,18.718128204345703
2016-06-16,18.793277740478516
2016-06-17,18.94356346130371
2016-06-20,19.558395385742188
2016-06-21,19.57205581665039
2016-06-22,19.654029846191406
2016-06-23,20.234708786010742
2016-06-24,17.467975616455078
2016-06-27,15.821599006652832
2016-06-28,16.388608932495117
2016-06-29,16.97610855102539
2016-06-30,17.447479248046875
2016-07-01,17.304014205932617
2016-07-05,16.921457290649414
2016-07-06,17.071752548217773
2016-07-07,17.18788719177246
2016-07-08,17.508962631225586
2016-07-11,17.638765335083008
2016-07-12,18.349227905273438
2016-07-13,18.22626495361328
2016-07-14,18.554170608520508
2016-07-15,18.73179054260254
2016-07-18,18.909408569335938
2016-07-19,18.854753494262695
2016-07-20,19.134849548339844
2016-07-21,19.203155517578125
2016-07-22,19.435428619384766
2016-07-25,19.408100128173828
2016-07-26,19.380779266357422
2016-07-27,19.54473304748535
2016-07-28,19.75650405883789
2016-07-29,19.934123992919922
2016-08-01,19.83848762512207
2016-08-02,19.312469482421875
2016-08-03,19.824817657470703
2016-08-04,19.75650405883789
2016-08-05,20.1868839263916
2016-08-08,20.28936004638672
2016-08-09,20.139066696166992
2016-08-10,20.077579498291016
2016-08-11,20.28936004638672
2016-08-12,20.330341339111328
2016-08-15,20.44647979736328
2016-08-16,20.50164794921875
2016-08-17,20.65335464477539
2016-08-18,20.805072784423828
2016-08-19,20.887819290161133
2016-08-22,20.88092613220215
2016-08-23,21.10158920288086
2016-08-24,21.156763076782227
2016-08-25,21.198139190673828
2016-08-26,21.294673919677734
2016-08-29,21.349849700927734
2016-08-30,21.508455276489258
2016-08-31,21.508455276489258
2016-09-01,21.446393966674805
2016-09-02,21.708436965942383
2016-09-06,21.60500144958496
2016-09-07,21.701541900634766
2016-09-08,21.715335845947266
2016-09-09,21.225727081298828
2016-09-12,21.79808807373047
2016-09-13,21.039533615112305
2016-09-14,20.908506393432617
2016-09-15,21.170557022094727
2016-09-16,20.811960220336914
2016-09-19,20.894718170166016
2016-09-20,21.018848419189453
2016-09-21,21.2670955657959
2016-09-22,21.446393966674805
2016-09-23,21.06022071838379
2016-09-26,20.88092613220215
2016-09-27,21.177453994750977
2016-09-28,21.363643646240234
2016-09-29,20.991262435913086
2016-09-30,21.56362533569336
2016-10-03,21.694644927978516
2016-10-04,21.646377563476562
2016-10-05,22.04633903503418
2016-10-06,21.949790954589844
2016-10-07,21.467082977294922
2016-10-10,21.54983139038086
2016-10-11,21.06022071838379
2016-10-12,21.239517211914062
2016-10-13,20.901613235473633
2016-10-14,20.625778198242188
2016-10-17,20.39130973815918
2016-10-18,20.40510368347168
2016-10-19,20.515445709228516
2016-10-20,20.563709259033203
2016-10-21,20.57060432434082
2016-10-24,20.75679588317871
2016-10-25,20.398204803466797
2016-10-26,20.48096466064453
2016-10-27,20.0603084564209
2016-10-28,19.6810359954834
2016-10-31,19.37071418762207
2016-11-01,19.336231231689453
2016-11-02,19.08108139038086
2016-11-03,19.20520782470703
2016-11-04,19.212108612060547
2016-11-07,19.63965606689453
2016-11-08,19.58448600769043
2016-11-09,20.749900817871094
2016-11-10,21.578229904174805
2016-11-11,21.717443466186523
2016-11-14,22.253416061401367
2016-11-15,22.490079879760742
2016-11-16,22.12116241455078
2016-11-17,22.204692840576172
2016-11-18,21.940189361572266
2016-11-21,22.12116241455078
2016-11-22,22.086355209350586
2016-11-23,22.044597625732422
2016-11-25,22.037633895874023
2016-11-28,21.738327026367188
2016-11-29,21.536460876464844
2016-11-30,21.794010162353516
2016-12-01,22.009794235229492
2016-12-02,21.870569229125977
2016-12-05,22.079397201538086
2016-12-06,22.44135856628418
2016-12-07,22.782432556152344
2016-12-08,23.081743240356445
2016-12-09,22.824193954467773
2016-12-12,22.490079879760742
2016-12-13,22.09332275390625
2016-12-14,21.940189361572266
2016-12-15,22.03067398071289
2016-12-16,21.856658935546875
2016-12-19,21.856658935546875
2016-12-20,22.155961990356445
2016-12-21,21.884498596191406
2016-12-22,21.613025665283203
2016-12-23,21.48078155517578
2016-12-27,21.689599990844727
2016-12-28,21.12578010559082
2016-12-29,20.95176124572754
2016-12-30,21.11882209777832
2017-01-03,21.529502868652344
2017-01-04,22.114200592041016
2017-01-05,21.940189361572266
2017-01-06,21.9471492767334
2017-01-09,21.473817825317383
2017-01-10,21.348522186279297
2017-01-11,21.654794692993164
2017-01-12,21.613025665283203
2017-01-13,21.647836685180664
2017-01-17,21.264997482299805
2017-01-18,21.264997482299805
2017-01-19,21.000490188598633
2017-01-20,21.244115829467773
2017-01-23,21.202348709106445
2017-01-24,21.473817825317383
2017-01-25,21.6408748626709
2017-01-26,20.882156372070312
2017-01-27,20.541080474853516
2017-01-30,20.339216232299805
2017-01-31,20.130395889282227
2017-02-01,20.596765518188477
2017-02-02,20.568927764892578
2017-02-03,21.508615493774414
2017-02-06,21.202348709106445
2017-02-07,21.181468963623047
2017-02-08,21.244115829467773
2017-02-09,21.92626953125
2017-02-10,22.162925720214844
2017-02-13,22.350866317749023
2017-02-14,22.470243453979492
2017-02-15,22.968801498413086
2017-02-16,22.856449127197266
2017-02-17,22.84942626953125
2017-02-21,23.277769088745117
2017-02-22,23.418203353881836
2017-02-23,23.17243003845215
2017-02-24,22.933691024780273
2017-02-27,22.926664352416992
2017-02-28,22.603656768798828
2017-03-01,22.78622817993164
2017-03-02,22.737077713012695
2017-03-03,22.701967239379883
2017-03-06,22.603656768798828
2017-03-07,22.442155838012695
2017-03-08,22.617704391479492
2017-03-09,22.65281105041504
2017-03-10,22.322776794433594
2017-03-13,22.2385196685791
2017-03-14,22.17531394958496
2017-03-15,22.821338653564453
2017-03-16,22.947731018066406
2017-03-17,21.92955207824707
2017-03-20,21.831249237060547
2017-03-21,21.262468338012695
2017-03-22,21.136070251464844
2017-03-23,21.220335006713867
2017-03-24,21.136070251464844
2017-03-27,21.065847396850586
2017-03-28,21.606536865234375
2017-03-29,21.48014259338379
2017-03-30,21.57143211364746
2017-03-31,21.508230209350586
2017-04-03,21.48014259338379
2017-04-04,21.40992546081543
2017-04-05,21.262468338012695
2017-04-06,21.48014259338379
2017-04-07,21.325666427612305
2017-04-10,21.59249496459961
2017-04-11,21.634632110595703
2017-04-12,21.402908325195312
2017-04-13,21.086917877197266
2017-04-17,21.578454971313477
2017-04-18,21.515254974365234
2017-04-19,21.775070190429688
2017-04-20,22.133188247680664
2017-04-21,21.964658737182617
2017-04-24,22.49130630493164
2017-04-25,22.589614868164062
2017-04-26,22.779205322265625
2017-04-27,23.256696701049805
2017-04-28,23.130306243896484
2017-05-01,22.954755783081055
2017-05-02,22.898576736450195
2017-05-03,22.940710067749023
2017-05-04,22.758140563964844
2017-05-05,22.737077713012695
2017-05-08,22.71600914001465
2017-05-09,22.86347198486328
2017-05-10,22.948490142822266
2017-05-11,22.7784423828125
2017-05-12,22.7571964263916
2017-05-15,22.828046798706055
2017-05-16,22.799707412719727
2017-05-17,21.722776412963867
2017-05-18,22.133708953857422
2017-05-19,22.402942657470703
2017-05-22,22.565898895263672
2017-05-23,22.140796661376953
2017-05-24,22.091203689575195
2017-05-25,22.63674545288086
2017-05-26,22.67217254638672
2017-05-30,22.402942657470703
2017-05-31,22.459623336791992
2017-06-01,23.32400131225586
2017-06-02,23.331077575683594
2017-06-05,23.621570587158203
2017-06-06,23.671171188354492
2017-06-07,23.671171188354492
2017-06-08,24.004165649414062
2017-06-09,24.315906524658203
2017-06-12,24.408010482788086
2017-06-13,24.436355590820312
2017-06-14,24.570968627929688
2017-06-15,24.5001163482666
2017-06-16,24.521371841430664
2017-06-19,25.08109474182129
2017-06-20,24.847288131713867
2017-06-21,24.655988693237305
2017-06-22,24.790611267089844
2017-06-23,24.776432037353516
2017-06-26,24.804773330688477
2017-06-27,24.634737014770508
2017-06-28,25.01732635498047
2017-06-29,24.797685623168945
2017-06-30,24.932308197021484
2017-07-03,25.159032821655273
2017-07-05,25.151939392089844
2017-07-06,24.911054611206055
2017-07-07,25.44951629638672
2017-07-10,25.839195251464844
2017-07-11,25.307815551757812
2017-07-12,25.58412742614746
2017-07-13,25.43534278869629
2017-07-14,25.58412742614746
2017-07-17,25.626644134521484
2017-07-18,25.46368408203125
2017-07-19,25.64789390563965
2017-07-20,25.605384826660156
2017-07-21,25.541627883911133
2017-07-24,25.697492599487305
2017-07-25,25.881704330444336
2017-07-26,25.81793785095215
2017-07-27,24.514284133911133
2017-07-28,24.34424591064453
2017-07-31,24.634737014770508
2017-08-01,24.93939208984375
2017-08-02,24.535547256469727
2017-08-03,24.464693069458008
2017-08-04,24.493032455444336
2017-08-07,24.62765121459961
2017-08-08,24.521371841430664
2017-08-09,24.493032455444336
2017-08-10,23.763275146484375
2017-08-11,24.082101821899414
2017-08-14,24.089183807373047
2017-08-15,24.167795181274414
2017-08-16,24.05345916748047
2017-08-17,23.417463302612305
2017-08-18,23.481775283813477
2017-08-21,23.49606704711914
2017-08-22,23.760473251342773
2017-08-23,23.488922119140625
2017-08-24,23.281686782836914
2017-08-25,23.417463302612305
2017-08-28,23.18878936767578
2017-08-29,23.031572341918945
2017-08-30,23.181640625
2017-08-31,23.424602508544922
2017-09-01,23.66756820678711
2017-09-05,23.053014755249023
2017-09-06,22.90294647216797
2017-09-07,22.688568115234375
2017-09-08,22.645694732666016
2017-09-11,22.938676834106445
2017-09-12,23.23166275024414
2017-09-13,23.38886833190918
