,IR
2017-11-15,27.432559967041016
2017-11-16,28.77729606628418
2017-11-17,29.932769775390625
2017-11-20,30.45073699951172
2017-11-21,30.610116958618164
2017-11-22,30.85913848876953
2017-11-24,31.018516540527344
2017-11-27,31.33727264404297
2017-11-28,31.108163833618164
2017-11-29,31.028480529785156
2017-11-30,32.28356170654297
2017-12-01,31.954845428466797
2017-12-04,31.32730484008789
2017-12-05,31.03843879699707
2017-12-06,31.347227096557617
2017-12-07,32.05446243286133
2017-12-08,32.203880310058594
2017-12-11,31.905040740966797
2017-12-12,31.55640983581543
2017-12-13,31.70582389831543
2017-12-14,31.566370010375977
2017-12-15,32.48278045654297
2017-12-18,33.249778747558594
2017-12-19,33.160133361816406
2017-12-20,33.877315521240234
2017-12-21,34.29568099975586
2017-12-22,34.06657791137695
2017-12-26,33.897239685058594
2017-12-27,33.976932525634766
2017-12-28,33.83747482299805
2017-12-29,33.797637939453125
2018-01-02,33.5784912109375
2018-01-03,33.777713775634766
2018-01-04,33.93709182739258
2018-01-05,34.415218353271484
2018-01-08,34.773807525634766
2018-01-09,34.95310592651367
2018-01-10,34.31560516357422
2018-01-11,34.75388717651367
2018-01-12,34.42517852783203
2018-01-16,34.963069915771484
2018-01-17,34.8236198425293
2018-01-18,35.06268310546875
2018-01-19,35.77986145019531
2018-01-22,36.04882049560547
2018-01-23,36.54686737060547
2018-01-24,36.12849807739258
2018-01-25,35.7997932434082
2018-01-26,36.138465881347656
2018-01-29,36.09861755371094
2018-01-30,35.331626892089844
2018-01-31,34.445098876953125
2018-02-01,34.9033088684082
2018-02-02,34.03669738769531
2018-02-05,33.379276275634766
2018-02-06,33.25974655151367
2018-02-07,32.6820068359375
2018-02-08,31.44683837890625
2018-02-09,31.626136779785156
2018-02-12,32.57242965698242
2018-02-13,32.950950622558594
2018-02-14,33.379276275634766
2018-02-15,34.39529037475586
2018-02-16,32.72184753417969
2018-02-20,31.60621452331543
2018-02-21,31.656021118164062
2018-02-22,31.934925079345703
2018-02-23,32.751731872558594
2018-02-26,32.87126159667969
2018-02-27,32.55250549316406
2018-02-28,31.885122299194336
2018-03-01,30.769493103027344
2018-03-02,31.67593765258789
2018-03-05,31.915002822875977
2018-03-06,31.685901641845703
2018-03-07,31.69586753845215
2018-03-08,32.24372100830078
2018-03-09,32.87126159667969
2018-03-12,32.51266098022461
2018-03-13,32.403099060058594
2018-03-14,32.831417083740234
2018-03-15,32.53258514404297
2018-03-16,32.831417083740234
2018-03-19,32.5823974609375
2018-03-20,32.423011779785156
2018-03-21,33.000755310058594
2018-03-22,31.088245391845703
2018-03-23,30.201717376708984
2018-03-26,30.610116958618164
2018-03-27,30.281404495239254
2018-03-28,29.932769775390625
2018-03-29,30.560314178466797
2018-04-02,29.016359329223633
2018-04-03,29.614013671875
2018-04-04,29.673782348632812
2018-04-05,30.68980598449707
2018-04-06,29.713624954223633
2018-04-09,29.24546241760254
2018-04-10,30.769493103027344
2018-04-11,30.87906265258789
2018-04-12,31.42691421508789
2018-04-13,31.496644973754883
2018-04-16,31.915002822875977
2018-04-17,32.164031982421875
2018-04-18,32.542545318603516
2018-04-19,32.403099060058594
2018-04-20,32.04449462890625
2018-04-23,31.656021118164062
2018-04-24,31.108163833618164
2018-04-25,31.55640983581543
2018-04-26,30.739612579345703
2018-04-27,31.71578598022461
2018-04-30,31.506603240966797
2018-05-01,31.03843879699707
2018-05-02,31.27750015258789
2018-05-03,31.55640983581543
2018-05-04,31.944889068603516
2018-05-07,31.924959182739254
2018-05-08,31.387073516845703
2018-05-09,31.924959182739254
2018-05-10,33.339420318603516
2018-05-11,33.30954360961914
2018-05-14,33.329463958740234
2018-05-15,33.498802185058594
2018-05-16,33.61833572387695
2018-05-17,34.166194915771484
2018-05-18,34.325557708740234
2018-05-21,34.28572082519531
2018-05-22,34.2757568359375
2018-05-23,34.13630294799805
2018-05-24,33.7279052734375
2018-05-25,32.751731872558594
2018-05-29,32.48278045654297
2018-05-30,33.25974655151367
2018-05-31,32.74176025390625
2018-06-01,32.213836669921875
2018-06-04,32.37320327758789
2018-06-05,32.253684997558594
2018-06-06,32.69196319580078
2018-06-07,32.980831146240234
2018-06-08,31.71578598022461
2018-06-11,29.713624954223633
2018-06-12,29.33510971069336
2018-06-13,29.275344848632812
2018-06-14,29.942726135253903
2018-06-15,29.564212799072266
2018-06-18,29.8630428314209
2018-06-19,29.35503196716309
2018-06-20,28.12982940673828
2018-06-21,27.81107711791992
2018-06-22,28.717531204223633
2018-06-25,28.18959617614746
2018-06-26,28.916749954223633
2018-06-27,29.145851135253903
2018-06-28,29.25542259216309
2018-06-29,29.275344848632812
2018-07-02,28.448579788208008
2018-07-03,28.617916107177734
2018-07-05,28.677684783935547
2018-07-06,28.249366760253903
2018-07-09,29.40483665466309
2018-07-10,29.15581512451172
2018-07-11,28.717531204223633
2018-07-12,27.88080406188965
2018-07-13,28.070064544677734
2018-07-16,28.000337600708008
2018-07-17,27.970455169677734
2018-07-18,27.69154357910156
2018-07-19,28.08002662658691
2018-07-20,27.72142791748047
2018-07-23,27.054044723510746
2018-07-24,26.585878372192383
2018-07-25,26.376693725585938
2018-07-26,26.526107788085938
2018-07-27,26.99427795410156
2018-07-30,27.21341896057129
2018-07-31,28.498384475708008
2018-08-01,27.562055587768555
2018-08-02,27.6218204498291
2018-08-03,28.358930587768555
2018-08-06,29.04624366760254
2018-08-07,29.374950408935547
2018-08-08,29.165771484375
2018-08-09,28.65776634216309
2018-08-10,28.74740982055664
2018-08-13,28.37885475158691
2018-08-14,28.070064544677734
2018-08-15,26.924551010131836
2018-08-16,27.26322555541992
2018-08-17,27.830997467041016
2018-08-20,28.199554443359375
2018-08-21,28.10991096496582
2018-08-22,27.840961456298828
2018-08-23,27.233339309692383
2018-08-24,27.402677536010746
2018-08-27,28.139787673950195
2018-08-28,28.159713745117188
2018-08-29,28.647802352905273
2018-08-30,27.970455169677734
2018-08-31,27.850921630859375
2018-09-04,27.24329948425293
2018-09-05,26.884706497192383
2018-09-06,24.832738876342773
2018-09-07,24.882551193237305
2018-09-10,25.53997230529785
2018-09-11,26.077865600585938
2018-09-12,26.48626708984375
2018-09-13,27.731388092041016
2018-09-14,28.508350372314453
2018-09-17,28.60795783996582
2018-09-18,29.15581512451172
2018-09-19,28.986473083496097
2018-09-20,29.265380859375
2018-09-21,29.265380859375
2018-09-24,29.424755096435547
2018-09-25,29.00639915466309
2018-09-26,28.358930587768555
2018-09-27,27.93060874938965
2018-09-28,28.229442596435547
2018-10-01,27.900728225708008
2018-10-02,27.970455169677734
2018-10-03,27.89076805114746
2018-10-04,27.661664962768555
2018-10-05,27.34291076660156
2018-10-08,26.954431533813477
2018-10-09,27.15365219116211
2018-10-10,26.087827682495117
2018-10-11,25.5001277923584
2018-10-12,25.659503936767575
2018-10-15,25.9483699798584
2018-10-16,27.044084548950195
2018-10-17,26.78509521484375
2018-10-18,25.92845344543457
2018-10-19,25.40052032470703
2018-10-22,25.081771850585938
2018-10-23,24.822782516479492
2018-10-24,23.278831481933594
2018-10-25,24.46418571472168
2018-10-26,26.00813865661621
2018-10-29,25.480209350585938
2018-10-30,26.48626708984375
2018-10-31,26.954431533813477
2018-11-01,25.6993465423584
2018-11-02,25.7491512298584
2018-11-05,26.416542053222656
2018-11-06,27.283143997192383
2018-11-07,27.830997467041016
2018-11-08,27.004236221313477
2018-11-09,26.44642448425293
2018-11-12,26.207361221313477
2018-11-13,25.430402755737305
2018-11-14,25.121612548828125
2018-11-15,25.86868667602539
2018-11-16,25.390560150146484
2018-11-19,24.34465217590332
2018-11-20,24.1553955078125
2018-11-21,24.6534481048584
2018-11-23,24.08567237854004
2018-11-26,24.862628936767575
2018-11-27,24.34465217590332
2018-11-28,25.24114418029785
2018-11-29,25.24114418029785
2018-11-30,24.6534481048584
2018-12-03,25.27102851867676
2018-12-04,23.18918228149414
2018-12-06,22.81066131591797
2018-12-07,22.21300506591797
2018-12-10,21.993860244750977
2018-12-11,21.49581527709961
2018-12-12,21.75479507446289
2018-12-13,21.26670837402344
2018-12-14,21.1372127532959
2018-12-17,20.420021057128903
2018-12-18,20.51963996887207
2018-12-19,19.65302467346191
2018-12-20,19.125099182128903
2018-12-21,19.78252410888672
2018-12-24,18.846189498901367
2018-12-26,20.141115188598633
2018-12-27,20.310455322265625
2018-12-28,20.300491333007812
2018-12-31,20.370220184326172
2019-01-02,20.91807556152344
2019-01-03,20.49971389770508
2019-01-04,20.858306884765625
2019-01-07,21.52569580078125
2019-01-08,21.77472686767578
2019-01-09,22.29269027709961
2019-01-10,22.402265548706055
2019-01-11,22.621402740478516
2019-01-14,21.914173126220703
2019-01-15,21.83448600769043
2019-01-16,21.75479507446289
2019-01-17,22.14327812194824
2019-01-18,23.129413604736328
2019-01-22,22.691133499145508
2019-01-23,22.34249687194824
2019-01-24,22.5616397857666
2019-01-25,24.08567237854004
2019-01-28,23.876489639282227
2019-01-29,24.34465217590332
2019-01-30,24.533912658691406
2019-01-31,24.57375717163086
2019-02-01,24.693286895751953
2019-02-04,24.80286026000977
2019-02-05,24.94231605529785
2019-02-06,25.05188369750977
2019-02-07,24.822782516479492
2019-02-08,24.27492904663086
2019-02-11,24.334693908691406
2019-02-12,24.533912658691406
2019-02-13,25.2012996673584
2019-02-14,25.261066436767575
2019-02-15,26.00813865661621
2019-02-19,25.818883895874023
2019-02-20,26.46634864807129
2019-02-21,26.94447135925293
2019-02-22,26.63568115234375
2019-02-25,26.954431533813477
2019-02-26,26.55599594116211
2019-02-27,26.54603385925293
2019-02-28,26.745250701904297
2019-03-01,27.233339309692383
2019-03-04,26.874744415283203
2019-03-05,26.834903717041016
2019-03-06,26.207361221313477
2019-03-07,25.988218307495117
2019-03-08,26.09779167175293
2019-03-11,27.01420021057129
2019-03-12,26.954431533813477
2019-03-13,27.61185646057129
2019-03-14,26.89466857910156
2019-03-15,27.801118850708008
2019-03-18,28.08998680114746
2019-03-19,27.631778717041016
2019-03-20,27.71146583557129
2019-03-21,27.88080406188965
2019-03-22,26.65560531616211
2019-03-25,26.99427795410156
2019-03-26,27.223379135131836
2019-03-27,26.94447135925293
2019-03-28,27.15365219116211
2019-03-29,27.701509475708008
2019-04-01,27.850921630859375
2019-04-02,27.72142791748047
2019-04-03,27.88080406188965
2019-04-04,27.93060874938965
2019-04-05,28.14975357055664
2019-04-08,28.21947479248047
2019-04-09,27.731388092041016
2019-04-10,27.900728225708008
2019-04-11,28.12982940673828
2019-04-12,27.6218204498291
2019-04-15,27.16361427307129
2019-04-16,27.31303024291992
2019-04-17,26.78509521484375
2019-04-18,26.974361419677734
2019-04-22,27.21341896057129
2019-04-23,27.69154357910156
2019-04-24,27.71146583557129
2019-04-25,27.6716251373291
2019-04-26,27.94057273864746
2019-04-29,32.423011779785156
2019-04-30,33.61833572387695
2019-05-01,34.4749755859375
2019-05-02,34.83357620239258
2019-05-03,34.56462860107422
2019-05-06,33.96696853637695
2019-05-07,33.857398986816406
2019-05-08,33.19001770019531
2019-05-09,33.29958724975586
2019-05-10,34.17615509033203
2019-05-13,33.64821243286133
2019-05-14,34.325557708740234
2019-05-15,35.122440338134766
2019-05-16,34.923221588134766
2019-05-17,34.59451675415039
2019-05-20,35.012882232666016
2019-05-21,35.74998474121094
2019-05-22,35.53083801269531
2019-05-23,34.76384735107422
2019-05-24,35.13240051269531
2019-05-28,35.162288665771484
2019-05-29,34.80369186401367
2019-05-30,34.58455276489258
2019-05-31,33.83747482299805
2019-06-03,33.6282958984375
2019-06-04,34.05662155151367
2019-06-05,33.46892166137695
2019-06-06,33.66813659667969
2019-06-07,33.498802185058594
2019-06-10,33.90719985961914
2019-06-11,33.61833572387695
2019-06-12,32.96091079711914
2019-06-13,33.34938430786133
2019-06-14,33.28961944580078
2019-06-17,33.458953857421875
2019-06-18,34.455055236816406
2019-06-19,34.68415832519531
2019-06-20,34.75388717651367
2019-06-21,33.96696853637695
2019-06-24,33.63825607299805
2019-06-25,33.71793746948242
2019-06-26,33.56853103637695
2019-06-27,33.76774597167969
2019-06-28,34.46501159667969
2019-07-01,34.694114685058594
2019-07-02,34.35545349121094
2019-07-03,34.46501159667969
2019-07-05,34.35545349121094
2019-07-08,33.96696853637695
2019-07-09,32.921058654785156
2019-07-10,32.9310188293457
2019-07-11,32.164031982421875
2019-07-12,33.13024139404297
2019-07-15,32.37320327758789
2019-07-16,33.2298583984375
2019-07-17,32.801536560058594
2019-07-18,32.652122497558594
2019-07-19,33.399192810058594
2019-07-22,33.31949996948242
2019-07-23,33.71793746948242
2019-07-24,33.877315521240234
2019-07-25,33.36931610107422
2019-07-26,32.97087097167969
2019-07-29,32.164031982421875
2019-07-30,33.07048416137695
2019-07-31,32.84138107299805
2019-08-01,31.088245391845703
2019-08-02,30.92886734008789
2019-08-05,30.062265396118164
2019-08-06,30.769493103027344
2019-08-07,30.570274353027344
2019-08-08,30.829259872436523
2019-08-09,30.29136085510254
2019-08-12,30.082183837890625
2019-08-13,30.45073699951172
2019-08-14,29.275344848632812
2019-08-15,29.325149536132812
2019-08-16,29.8630428314209
2019-08-19,30.131988525390625
2019-08-20,29.633943557739254
2019-08-21,29.474563598632812
2019-08-22,29.374950408935547
2019-08-23,28.1198673248291
2019-08-26,28.10991096496582
2019-08-27,27.6218204498291
2019-08-28,27.900728225708008
2019-08-29,28.37885475158691
2019-08-30,28.568113327026367
2019-09-03,27.35287094116211
2019-09-04,26.66556739807129
2019-09-05,28.14975357055664
2019-09-06,28.05014419555664
2019-09-09,28.65776634216309
2019-09-10,30.251523971557617
2019-09-11,30.10210609436035
2019-09-12,30.62007713317871
2019-09-13,31.108163833618164
2019-09-16,31.725744247436523
2019-09-17,30.93882751464844
2019-09-18,30.630041122436523
2019-09-19,29.9128475189209
2019-09-20,29.38491439819336
2019-09-23,29.18569564819336
2019-09-24,28.817136764526367
2019-09-25,29.195653915405273
2019-09-26,29.066162109375
2019-09-27,28.568113327026367
2019-09-30,28.179637908935547
2019-10-01,26.954431533813477
2019-10-02,27.01420021057129
2019-10-03,27.72142791748047
2019-10-04,28.10991096496582
2019-10-07,27.462446212768555
2019-10-08,26.90462875366211
2019-10-09,27.223379135131836
2019-10-10,28.0202579498291
2019-10-11,29.45463752746582
2019-10-14,28.956592559814453
2019-10-15,29.275344848632812
2019-10-16,29.33510971069336
2019-10-17,29.544288635253903
2019-10-18,30.72964859008789
2019-10-21,30.988637924194336
2019-10-22,31.85523796081543
2019-10-23,32.4329719543457
2019-10-24,32.13414764404297
2019-10-25,32.662078857421875
2019-10-28,32.193912506103516
2019-10-29,32.89118576049805
2019-10-30,31.98473358154297
2019-10-31,31.70582389831543
2019-11-01,32.72184753417969
2019-11-04,33.30954360961914
2019-11-05,32.51266098022461
2019-11-06,32.60231399536133
2019-11-07,33.110328674316406
2019-11-08,33.59840774536133
2019-11-11,33.68806076049805
2019-11-12,33.498802185058594
2019-11-13,33.249778747558594
2019-11-14,32.87126159667969
2019-11-15,33.51871871948242
2019-11-18,33.60838317871094
2019-11-19,33.52867889404297
2019-11-20,33.44900131225586
2019-11-21,33.07048416137695
2019-11-22,33.52867889404297
2019-11-25,33.81755828857422
2019-11-26,33.807594299316406
2019-11-27,33.98689270019531
2019-11-29,33.73786163330078
2019-12-02,33.409149169921875
2019-12-03,33.14020538330078
2019-12-04,33.249778747558594
2019-12-05,33.38923645019531
2019-12-06,33.95700454711914
2019-12-09,33.71793746948242
2019-12-10,33.30954360961914
2019-12-11,34.15622329711914
2019-12-12,34.88337326049805
2019-12-13,35.40134811401367
2019-12-16,36.038856506347656
2019-12-17,35.93924331665039
2019-12-18,36.0189323425293
2019-12-19,36.347652435302734
2019-12-20,36.49705505371094
2019-12-23,36.73611831665039
2019-12-24,36.636512756347656
2019-12-26,36.80584716796875
2019-12-27,36.80584716796875
2019-12-30,36.347652435302734
2019-12-31,36.53690719604492
2020-01-02,36.73611831665039
2020-01-03,36.57674789428711
2020-01-06,36.138465881347656
2020-01-07,35.8695182800293
2020-01-08,35.61053466796875
2020-01-09,35.66033935546875
2020-01-10,35.00291442871094
2020-01-13,35.30173873901367
2020-01-14,34.79372787475586
2020-01-15,34.36540603637695
2020-01-16,34.973026275634766
2020-01-17,35.34157943725586
2020-01-21,34.42517852783203
2020-01-22,34.36540603637695
2020-01-23,34.73395919799805
2020-01-24,34.524784088134766
2020-01-27,34.38532257080078
2020-01-28,35.44119644165039
2020-01-29,35.95916748046875
2020-01-30,36.06874465942383
2020-01-31,35.172245025634766
2020-02-03,35.63045883178711
2020-02-04,36.41737365722656
2020-02-05,36.60663604736328
2020-02-06,36.87557601928711
2020-02-07,36.9453010559082
2020-02-10,37.41347122192383
2020-02-11,37.5927734375
2020-02-12,38.32987594604492
2020-02-13,37.40351486206055
2020-02-14,36.686317443847656
2020-02-18,37.40351486206055
2020-02-19,37.513084411621094
2020-02-20,38.49921798706055
2020-02-21,38.459381103515625
2020-02-24,36.41737365722656
2020-02-25,35.590606689453125
2020-02-26,35.61053466796875
2020-02-27,33.478878021240234
2020-02-28,32.662078857421875
2020-03-02,32.67203903198242
2020-03-03,31.576332092285156
2020-03-04,30.829259872436523
2020-03-05,26.725330352783203
2020-03-06,27.68158721923828
2020-03-09,23.238985061645508
2020-03-10,23.766916275024418
2020-03-11,23.398361206054688
2020-03-12,21.25674819946289
2020-03-13,22.9102725982666
2020-03-16,21.167102813720703
2020-03-17,21.455965042114254
2020-03-18,19.1450138092041
2020-03-19,19.93193244934082
2020-03-20,19.53349876403809
2020-03-23,19.42392349243164
2020-03-24,22.322572708129883
2020-03-25,23.18918228149414
2020-03-26,23.318674087524418
2020-03-27,22.54171371459961
2020-03-30,23.6573486328125
2020-03-31,24.7032470703125
2020-04-01,23.697189331054688
2020-04-02,22.950117111206055
2020-04-03,23.398361206054688
2020-04-06,25.330795288085938
2020-04-07,24.723173141479492
2020-04-08,25.59973907470703
2020-04-09,26.39662170410156
