,CAG
2014-10-17,19.05744171142578
2014-10-20,19.408578872680664
2014-10-21,19.27831268310547
2014-10-22,19.346275329589844
2014-10-23,19.26698875427246
2014-10-24,19.368934631347656
2014-10-27,19.289644241333008
2014-10-28,19.436893463134766
2014-10-29,19.151643753051758
2014-10-30,19.357025146484375
2014-10-31,19.596633911132812
2014-11-03,19.653684616088867
2014-11-04,19.596633911132812
2014-11-05,19.608041763305664
2014-11-06,19.824827194213867
2014-11-07,19.750667572021484
2014-11-10,19.699321746826172
2014-11-11,19.51106071472168
2014-11-12,19.767789840698242
2014-11-13,19.81342124938965
2014-11-14,19.81342124938965
2014-11-17,19.938936233520508
2014-11-18,20.33827781677246
2014-11-19,20.292634963989258
2014-11-20,20.27552604675293
2014-11-21,20.258413314819336
2014-11-24,20.224178314208984
2014-11-25,20.258413314819336
2014-11-26,20.4523868560791
2014-11-28,20.834613800048828
2014-12-01,20.771854400634766
2014-12-02,21.005765914916992
2014-12-03,20.908777236938477
2014-12-04,20.828908920288086
2014-12-05,21.102745056152344
2014-12-08,21.131275177001953
2014-12-09,21.097043991088867
2014-12-10,20.99435806274414
2014-12-11,21.27389907836914
2014-12-12,20.95442008972168
2014-12-15,20.914480209350586
2014-12-16,20.851726531982422
2014-12-17,21.165508270263672
2014-12-18,20.868844985961914
2014-12-19,21.028587341308594
2014-12-22,21.028587341308594
2014-12-23,21.068519592285156
2014-12-24,21.028587341308594
2014-12-26,21.028587341308594
2014-12-29,21.068519592285156
2014-12-30,21.000062942504883
2014-12-31,20.697694778442383
2015-01-02,20.435266494750977
2015-01-05,20.2127742767334
2015-01-06,20.013093948364258
2015-01-07,20.486608505249023
2015-01-08,20.931596755981445
2015-01-09,20.67487144470215
2015-01-12,20.35539436340332
2015-01-13,20.435266494750977
2015-01-14,20.258413314819336
2015-01-15,20.731924057006836
2015-01-16,20.66916847229004
2015-01-20,20.691991806030273
2015-01-21,20.67487144470215
2015-01-22,21.20543670654297
2015-01-23,20.97153663635254
2015-01-26,21.074228286743164
2015-01-27,20.914480209350586
2015-01-28,20.983417510986328
2015-01-29,20.948951721191406
2015-01-30,20.351560592651367
2015-02-02,20.535375595092773
2015-02-03,20.667484283447266
2015-02-04,20.828325271606445
2015-02-05,20.937461853027344
2015-02-06,20.931724548339844
2015-02-09,20.770877838134766
2015-02-10,20.92597007751465
2015-02-11,20.776626586914062
2015-02-12,20.92023468017578
2015-02-13,20.00691032409668
2015-02-17,19.39228630065918
2015-02-18,19.28314208984375
2015-02-19,19.80011749267578
2015-02-20,19.82884407043457
2015-02-23,19.834579467773438
2015-02-24,19.937973022460938
2015-02-25,19.9552059173584
2015-02-26,19.915000915527344
2015-02-27,20.093069076538086
2015-03-02,20.162002563476562
2015-03-03,20.081584930419922
2015-03-04,19.82884407043457
2015-03-05,20.024139404296875
2015-03-06,19.679492950439453
2015-03-09,19.725440979003906
2015-03-10,19.47844123840332
2015-03-11,19.28888702392578
2015-03-12,19.62779998779297
2015-03-13,19.49567413330078
2015-03-16,19.777143478393555
2015-03-17,19.811609268188477
2015-03-18,19.846067428588867
2015-03-19,19.736928939819336
2015-03-20,20.081584930419922
2015-03-23,20.133277893066406
2015-03-24,19.892026901245117
2015-03-25,20.070087432861328
2015-03-26,19.960952758789062
2015-03-27,21.115530014038086
2015-03-30,21.195947647094727
2015-03-31,20.983417510986328
2015-04-01,21.172975540161133
2015-04-02,21.72441291809082
2015-04-06,21.850788116455078
2015-04-07,21.804828643798828
2015-04-08,21.78185272216797
2015-04-09,21.76462173461914
2015-04-10,21.74164390563965
2015-04-13,21.598041534423828
2015-04-14,21.707178115844727
2015-04-15,21.5808048248291
2015-04-16,21.47167205810547
2015-04-17,21.425704956054688
2015-04-20,21.62676429748535
2015-04-21,21.60378074645996
2015-04-22,21.552087783813477
2015-04-23,21.546340942382812
2015-04-24,21.552087783813477
2015-04-27,21.454439163208008
2015-04-28,21.39082145690918
2015-04-29,21.0554141998291
2015-04-30,20.905067443847656
2015-05-01,21.14216423034668
2015-05-04,21.466001510620117
2015-05-05,21.402393341064453
2015-05-06,21.51226234436035
2015-05-07,21.604793548583984
2015-05-08,21.6915340423584
2015-05-11,21.61057472229004
2015-05-12,21.789838790893555
2015-05-13,21.662622451782227
2015-05-14,21.934412002563477
2015-05-15,22.258251190185547
2015-05-18,22.275602340698242
2015-05-19,22.281387329101562
2015-05-20,22.4953556060791
2015-05-21,22.483783721923828
2015-05-22,22.466440200805664
2015-05-26,22.229337692260742
2015-05-27,22.379695892333984
2015-05-28,22.379695892333984
2015-05-29,22.327651977539062
2015-06-01,22.47800636291504
2015-06-02,22.067424774169922
2015-06-03,22.165727615356445
2015-06-04,21.9228515625
2015-06-05,21.639490127563477
2015-06-08,21.795623779296875
2015-06-09,21.951763153076172
2015-06-10,21.992244720458984
2015-06-11,22.09055519104004
2015-06-12,22.038509368896484
2015-06-15,21.998031616210938
2015-06-16,22.33343505859375
2015-06-17,22.437530517578125
2015-06-18,22.622577667236328
2015-06-19,25.08030128479004
2015-06-22,24.901029586791992
2015-06-23,25.091861724853516
2015-06-24,25.363656997680664
2015-06-25,25.357872009277344
2015-06-26,25.444622039794922
2015-06-29,25.114988327026367
2015-06-30,25.28268814086914
2015-07-01,25.791587829589844
2015-07-02,25.76845359802246
2015-07-06,25.80315589904785
2015-07-07,26.306257247924805
2015-07-08,25.820507049560547
2015-07-09,25.745325088500977
2015-07-10,25.924592971801758
2015-07-13,25.86098289489746
2015-07-14,25.86098289489746
2015-07-15,25.69327735900879
2015-07-16,25.80315589904785
2015-07-17,25.699058532714844
2015-07-20,25.61231803894043
2015-07-21,25.45618438720703
2015-07-22,25.537137985229492
2015-07-23,25.444622039794922
2015-07-24,25.253782272338867
2015-07-27,25.172819137573242
2015-07-28,25.55669403076172
2015-07-29,25.667203903198242
2015-07-30,25.847509384155273
2015-07-31,25.626495361328125
2015-08-03,25.632305145263672
2015-08-04,25.690481185913086
2015-08-05,26.027807235717773
2015-08-06,26.15576934814453
2015-08-07,26.26047134399414
2015-08-10,26.167407989501953
2015-08-11,26.15576934814453
2015-08-12,25.992918014526367
2015-08-13,25.847509384155273
2015-08-14,26.31863021850586
2015-08-17,26.248836517333984
2015-08-18,26.08017349243164
2015-08-19,25.899852752685547
2015-08-20,25.562515258789062
2015-08-21,25.004148483276367
2015-08-24,24.131711959838867
2015-08-25,23.46283721923828
2015-08-26,24.30620002746582
2015-08-27,24.37017250061035
2015-08-28,24.27130889892578
2015-08-31,24.242219924926758
2015-09-01,23.77109718322754
2015-09-02,23.90487289428711
2015-09-03,24.265483856201172
2015-09-04,23.980485916137695
2015-09-08,24.277118682861328
2015-09-09,23.922319412231445
2015-09-10,23.933963775634766
2015-09-11,24.236404418945312
2015-09-14,24.044464111328125
2015-09-15,24.346908569335938
2015-09-16,24.70752716064453
2015-09-17,24.864561080932617
2015-09-18,24.55629539489746
2015-09-21,24.660991668701172
2015-09-22,22.916107177734375
2015-09-23,22.97426986694336
2015-09-24,23.887434005737305
2015-09-25,24.15497589111328
2015-09-28,23.509374618530273
2015-09-29,23.29998016357422
2015-09-30,23.56171417236328
2015-10-01,23.794363021850586
2015-10-02,24.32946014404297
2015-10-05,24.63772201538086
2015-10-06,24.375995635986328
2015-10-07,23.811813354492188
2015-10-08,24.294567108154297
2015-10-09,24.288747787475586
2015-10-12,24.451602935791016
2015-10-13,24.14333724975586
2015-10-14,23.683855056762695
2015-10-15,24.038650512695312
2015-10-16,24.248027801513672
2015-10-19,24.18987464904785
2015-10-20,23.887434005737305
2015-10-21,24.02120590209961
2015-10-22,24.655176162719727
2015-10-23,24.009565353393555
2015-10-26,24.061914443969727
2015-10-27,23.567533493041992
2015-10-28,23.667024612426758
2015-10-29,23.819181442260742
2015-10-30,23.731395721435547
2015-11-02,23.942087173461914
2015-11-03,23.971342086791992
2015-11-04,24.006458282470703
2015-11-05,24.146915435791016
2015-11-06,23.813339233398438
2015-11-09,24.182037353515625
2015-11-10,24.082538604736328
2015-11-11,23.930381774902344
2015-11-12,22.947179794311523
2015-11-13,22.730649948120117
2015-11-16,23.2749080657959
2015-11-17,23.034961700439453
2015-11-18,23.95378875732422
2015-11-19,24.053279876708984
2015-11-20,23.90696907043457
2015-11-23,24.340042114257812
2015-11-24,24.316633224487305
2015-11-25,24.351749420166016
2015-11-27,24.375158309936523
2015-11-30,23.95378875732422
2015-12-01,23.930381774902344
2015-12-02,23.883562088012695
2015-12-03,23.409513473510742
2015-12-04,24.082538604736328
2015-12-07,23.86014747619629
2015-12-08,23.73725128173828
2015-12-09,23.643613815307617
2015-12-10,23.5967960357666
2015-12-11,23.005704879760742
2015-12-14,22.99399757385254
2015-12-15,23.181276321411133
2015-12-16,23.87771224975586
2015-12-17,23.778215408325195
2015-12-18,23.754804611206055
2015-12-21,23.98889923095703
2015-12-22,24.24640464782715
2015-12-23,24.82579231262207
2015-12-24,24.656078338623047
2015-12-28,24.796531677246094
2015-12-29,24.98965835571289
2015-12-30,24.92527961730957
2015-12-31,24.673627853393555
2016-01-04,24.310781478881836
2016-01-05,24.328340530395508
2016-01-06,24.457088470458984
2016-01-07,23.620201110839844
2016-01-08,23.73725128173828
2016-01-11,23.520709991455078
2016-01-12,23.813339233398438
2016-01-13,23.134458541870117
2016-01-14,23.427078247070312
2016-01-15,22.847686767578125
2016-01-19,22.748205184936523
2016-01-20,22.648706436157227
2016-01-21,22.970584869384766
2016-01-22,23.555822372436523
2016-01-25,22.871095657348633
2016-01-26,23.116899490356445
2016-01-27,23.169902801513672
2016-01-28,23.62340545654297
2016-01-29,24.5245304107666
2016-02-01,24.724777221679688
2016-02-02,24.09458351135254
2016-02-03,24.224151611328125
2016-02-04,23.576295852661133
2016-02-05,23.199357986450195
2016-02-08,23.046220779418945
2016-02-09,23.38193130493164
2016-02-10,23.69997787475586
2016-02-11,23.71175193786621
2016-02-12,24.5009708404541
2016-02-16,24.60108757019043
2016-02-17,24.559860229492188
2016-02-18,24.595203399658203
2016-02-19,24.642322540283203
2016-02-22,24.683547973632812
2016-02-23,24.68943214416504
2016-02-24,24.724777221679688
2016-02-25,25.019262313842773
2016-02-26,24.783676147460938
2016-02-29,24.771888732910156
2016-03-01,25.036924362182617
2016-03-02,25.184165954589844
2016-03-03,25.378524780273438
2016-03-04,25.502208709716797
2016-03-07,25.231287002563477
2016-03-08,25.195947647094727
2016-03-09,25.472761154174805
2016-03-10,25.56110382080078
2016-03-11,25.832029342651367
2016-03-14,25.779020309448242
2016-03-15,25.967493057250977
2016-03-16,25.861478805541992
2016-03-17,25.720125198364258
2016-03-18,25.47865104675293
2016-03-21,25.40796661376953
2016-03-22,25.290185928344727
2016-03-23,25.508102416992188
2016-03-24,25.955711364746094
2016-03-28,26.07939338684082
2016-03-29,26.173629760742188
2016-03-30,26.4739990234375
2016-03-31,26.279644012451172
2016-04-01,26.951059341430664
2016-04-04,26.744932174682617
2016-04-05,26.556455612182617
2016-04-06,26.75670051574707
2016-04-07,27.145418167114258
2016-04-08,27.174867630004883
2016-04-11,26.909835815429688
2016-04-12,27.274993896484375
2016-04-13,26.921615600585938
2016-04-14,26.63890838623047
2016-04-15,26.880388259887695
2016-04-18,26.886274337768555
2016-04-19,26.67424774169922
2016-04-20,26.733139038085938
2016-04-21,26.17951774597168
2016-04-22,26.25608253479004
2016-04-25,26.238414764404297
2016-04-26,26.267858505249023
2016-04-27,26.581777572631836
2016-04-28,26.46924591064453
2016-04-29,26.39225196838379
2016-05-02,26.5936222076416
2016-05-03,26.25601577758789
2016-05-04,26.52254295349121
2016-05-05,26.581777572631836
2016-05-06,26.646926879882812
2016-05-09,27.05559539794922
2016-05-10,27.44651222229004
2016-05-11,27.14444923400879
2016-05-12,27.499814987182617
2016-05-13,27.174060821533203
2016-05-16,27.06744384765625
2016-05-17,26.457395553588867
2016-05-18,26.48700523376465
2016-05-19,26.48700523376465
2016-05-20,26.285633087158203
2016-05-23,26.26193618774414
2016-05-24,26.410017013549805
2016-05-25,26.48700523376465
2016-05-26,26.91938018798828
2016-05-27,26.824615478515625
2016-05-31,27.06744384765625
2016-06-01,27.06744384765625
2016-06-02,27.351734161376953
2016-06-03,27.547203063964844
2016-06-06,27.422826766967773
2016-06-07,27.63604164123535
2016-06-08,27.683429718017578
2016-06-09,27.926258087158203
2016-06-10,27.807804107666016
2016-06-13,27.523509979248047
2016-06-14,27.61235237121582
2016-06-15,27.535356521606445
2016-06-16,27.86110496520996
2016-06-17,27.760421752929688
2016-06-20,27.88481330871582
2016-06-21,28.109874725341797
2016-06-22,28.0743350982666
2016-06-23,28.37640380859375
2016-06-24,27.807804107666016
2016-06-27,27.81372833251953
2016-06-28,27.896644592285156
2016-06-29,28.19279670715332
2016-06-30,28.317184448242188
2016-07-01,28.660694122314453
2016-07-05,28.26978874206543
2016-07-06,28.133567810058594
2016-07-07,28.26978874206543
2016-07-08,28.607397079467773
2016-07-11,28.49485969543457
2016-07-12,28.26386260986328
2016-07-13,28.53632164001465
2016-07-14,28.48893928527832
2016-07-15,28.417865753173828
2016-07-18,28.46524429321289
2016-07-19,28.293485641479492
2016-07-20,28.098024368286133
2016-07-21,27.837419509887695
2016-07-22,28.026947021484375
2016-07-25,28.056562423706055
2016-07-26,27.630123138427734
2016-07-27,27.380035400390625
2016-07-28,27.63607406616211
2016-07-29,27.844505310058594
2016-08-01,27.933813095092773
2016-08-02,27.83258628845215
2016-08-03,27.95167350769043
2016-08-04,27.8742618560791
2016-08-05,27.576528549194336
2016-08-08,27.77898597717285
2016-08-09,27.784944534301758
2016-08-10,27.606307983398438
2016-08-11,27.481250762939453
2016-08-12,27.7372989654541
2016-08-15,27.558664321899414
2016-08-16,27.2728328704834
2016-08-17,27.576528549194336
2016-08-18,27.904033660888672
2016-08-19,27.95167350769043
2016-08-22,28.017181396484375
2016-08-23,27.540800094604492
2016-08-24,27.52889060974121
2016-08-25,27.433618545532227
2016-08-26,27.415752410888672
2016-08-29,27.731351852416992
2016-08-30,27.58842658996582
2016-08-31,27.75517463684082
2016-09-01,27.40384864807129
2016-09-02,27.773027420043945
2016-09-06,27.63607406616211
2016-09-07,27.29665756225586
2016-09-08,26.724992752075195
2016-09-09,25.796056747436523
2016-09-12,26.474891662597656
2016-09-13,26.195016860961914
2016-09-14,26.093786239624023
2016-09-15,25.998517990112305
2016-09-16,25.75436782836914
2016-09-19,25.724594116210938
2016-09-20,25.42685890197754
2016-09-21,25.75436782836914
2016-09-22,25.956830978393555
2016-09-23,25.93301773071289
2016-09-26,25.629316329956055
2016-09-27,25.7484130859375
2016-09-28,25.682907104492188
2016-09-29,27.540800094604492
2016-09-30,28.05290985107422
2016-10-03,28.303007125854492
2016-10-04,28.279190063476562
2016-10-05,28.07672119140625
2016-10-06,28.058862686157227
2016-10-07,27.88617515563965
2016-10-10,28.213687896728516
2016-10-11,27.97549057006836
2016-10-12,28.118410110473633
2016-10-13,27.93976593017578
2016-10-14,28.314918518066406
2016-10-17,28.285146713256836
2016-10-18,28.809165954589844
2016-10-19,28.493558883666992
2016-10-20,28.27323341369629
2016-10-21,28.588842391967773
2016-10-24,28.398283004760742
2016-10-25,28.48760414123535
2016-10-26,28.612655639648438
2016-10-27,28.40913200378418
2016-10-28,28.786252975463867
2016-10-31,28.840126037597656
2016-11-01,28.486957550048828
2016-11-02,28.510892868041992
2016-11-03,28.181678771972656
2016-11-04,27.87040901184082
2016-11-07,28.76828956604004
2016-11-08,29.13941764831543
2016-11-09,28.636598587036133
2016-11-10,26.383207321166992
2016-11-11,26.8677978515625
2016-11-14,27.298542022705078
2016-11-15,27.552370071411133
2016-11-16,27.89850616455078
2016-11-17,28.090801239013672
2016-11-18,28.306180953979492
2016-11-21,28.49078369140625
2016-11-22,28.883079528808594
2016-11-23,28.590782165527344
2016-11-25,29.006135940551758
2016-11-28,28.967681884765625
2016-11-29,29.013835906982422
2016-11-30,28.221567153930664
2016-12-01,28.052356719970703
2016-12-02,28.375410079956055
2016-12-05,28.575397491455078
2016-12-06,28.936912536621094
2016-12-07,29.067684173583984
2016-12-08,28.98307228088379
2016-12-09,29.567646026611328
2016-12-12,29.706100463867188
2016-12-13,29.54458236694336
2016-12-14,29.029216766357422
2016-12-15,29.552263259887695
2016-12-16,29.54458236694336
2016-12-19,29.50611686706543
2016-12-20,29.406118392944336
2016-12-21,29.229206085205078
2016-12-22,30.221466064453125
2016-12-23,30.590662002563477
2016-12-27,30.65220832824707
2016-12-28,30.41376304626465
2016-12-29,30.598358154296875
2016-12-30,30.42145347595215
2017-01-03,30.58298110961914
2017-01-04,30.06761932373047
2017-01-05,29.959930419921875
2017-01-06,29.79840660095215
2017-01-09,29.567646026611328
2017-01-10,29.452260971069336
2017-01-11,29.72148895263672
2017-01-12,29.621496200561523
2017-01-13,29.621496200561523
2017-01-17,29.698406219482422
2017-01-18,29.783029556274414
2017-01-19,29.759950637817383
2017-01-20,30.0983943939209
2017-01-23,29.91379165649414
2017-01-24,30.159931182861328
2017-01-25,30.16761589050293
2017-01-26,30.11349105834961
2017-01-27,30.14442253112793
2017-01-30,30.167619705200195
2017-01-31,30.22173309326172
2017-02-01,30.10576820373535
2017-02-02,30.337709426879883
2017-02-03,30.43821144104004
2017-02-06,30.32997703552246
2017-02-07,30.569650650024414
2017-02-08,30.554183959960938
2017-02-09,30.7165470123291
2017-02-10,30.80158233642578
2017-02-13,30.739736557006836
2017-02-14,30.7629337310791
2017-02-15,30.87889862060547
2017-02-16,30.87116241455078
2017-02-17,30.62377166748047
2017-02-21,31.07991600036621
2017-02-22,31.296388626098633
2017-02-23,31.31185531616211
2017-02-24,31.822120666503906
2017-02-27,31.61337661743164
2017-02-28,31.860774993896484
2017-03-01,31.860774993896484
2017-03-02,31.75254249572754
2017-03-03,31.814395904541016
2017-03-06,31.891698837280273
2017-03-07,31.50513458251953
2017-03-08,31.164960861206055
2017-03-09,31.3659725189209
2017-03-10,31.628829956054688
2017-03-13,31.713890075683594
2017-03-14,31.883970260620117
2017-03-15,32.084983825683594
2017-03-16,32.069522857666016
2017-03-17,32.02313232421875
2017-03-20,31.559263229370117
2017-03-21,31.53606605529785
2017-03-22,31.296388626098633
2017-03-23,31.195878982543945
2017-03-24,31.288658142089844
2017-03-27,31.033523559570312
2017-03-28,31.07991600036621
2017-03-29,31.381433486938477
2017-03-30,31.14176368713379
2017-03-31,31.188146591186523
2017-04-03,31.195878982543945
2017-04-04,31.095375061035156
2017-04-05,31.23453712463379
2017-04-06,31.296388626098633
2017-04-07,31.304126739501953
2017-04-10,31.3659725189209
2017-04-11,31.31185531616211
2017-04-12,31.40462303161621
2017-04-13,31.172687530517578
2017-04-17,31.280925750732422
2017-04-18,31.53606605529785
2017-04-19,31.296388626098633
2017-04-20,31.481945037841797
2017-04-21,31.435550689697266
2017-04-24,31.644298553466797
2017-04-25,30.407285690307617
2017-04-26,30.31403923034668
2017-04-27,30.15862464904785
2017-04-28,30.135299682617188
2017-05-01,29.754545211791992
2017-05-02,29.490318298339844
2017-05-03,29.342683792114258
2017-05-04,29.29606819152832
2017-05-05,29.3271427154541
2017-05-08,29.25720977783203
2017-05-09,28.977458953857422
2017-05-10,29.218355178833008
2017-05-11,29.13287353515625
2017-05-12,29.109556198120117
2017-05-15,29.412620544433594
2017-05-16,29.195037841796875
2017-05-17,29.233888626098633
2017-05-18,29.280521392822266
2017-05-19,29.311594009399414
2017-05-22,29.575803756713867
2017-05-23,29.824472427368164
2017-05-24,29.948816299438477
2017-05-25,30.1663875579834
2017-05-26,30.329580307006836
2017-05-30,29.933271408081055
2017-05-31,29.948816299438477
2017-06-01,31.044496536254883
2017-06-02,30.764745712280273
2017-06-05,30.920167922973633
2017-06-06,30.64818000793457
2017-06-07,30.640419006347656
2017-06-08,30.39175033569336
2017-06-09,30.119770050048828
2017-06-12,30.073144912719727
2017-06-13,30.29073143005371
2017-06-14,30.275184631347656
2017-06-15,30.508316040039062
2017-06-16,29.53695297241211
2017-06-19,29.15619468688965
2017-06-20,29.3504581451416
2017-06-21,29.280521392822266
2017-06-22,28.822040557861328
2017-06-23,28.930830001831055
2017-06-26,29.25720977783203
2017-06-27,28.752103805541992
2017-06-28,29.03961753845215
2017-06-29,28.037187576293945
2017-06-30,27.788515090942383
2017-07-03,27.586475372314453
2017-07-05,27.12799835205078
2017-07-06,26.521869659423828
2017-07-07,25.97014045715332
2017-07-10,25.822492599487305
2017-07-11,25.698163986206055
2017-07-12,25.939056396484375
2017-07-13,26.047849655151367
2017-07-14,26.094484329223633
2017-07-17,26.01676368713379
2017-07-18,25.892436981201172
2017-07-19,26.30428695678711
2017-07-20,26.226573944091797
2017-07-21,26.32759666442871
2017-07-24,26.29652214050293
2017-07-25,26.545175552368164
2017-07-26,26.288745880126953
2017-07-27,26.861955642700195
2017-07-28,26.775936126708984
2017-07-31,26.775936126708984
2017-08-01,26.455312728881836
2017-08-02,26.752473831176758
2017-08-03,26.83068084716797
2017-08-04,26.57261085510254
2017-08-07,26.721193313598633
2017-08-08,26.73682975769043
2017-08-09,26.89323616027832
2017-08-10,26.63517189025879
2017-08-11,27.213857650756836
2017-08-14,27.28423309326172
2017-08-15,27.29205894470215
2017-08-16,27.479738235473633
2017-08-17,27.15129852294922
2017-08-18,26.94797134399414
2017-08-21,26.97926139831543
2017-08-22,26.987079620361328
2017-08-23,26.76029396057129
2017-08-24,25.986108779907227
2017-08-25,25.915721893310547
2017-08-28,25.438703536987305
2017-08-29,25.36050033569336
2017-08-30,25.602928161621094
2017-08-31,25.383956909179688
2017-09-01,25.71240234375
2017-09-05,26.3458309173584
2017-09-06,26.775936126708984
2017-09-07,26.88541603088379
2017-09-08,26.97926139831543
2017-09-11,27.174760818481445
2017-09-12,27.229503631591797
2017-09-13,27.159120559692383
2017-09-14,26.963611602783203
