,BA
2015-03-16,135.23455810546875
2015-03-17,135.97378540039062
2015-03-18,137.0474090576172
2015-03-19,135.62176513671875
2015-03-20,135.96498107910156
2015-03-23,134.4777374267578
2015-03-24,133.45687866210938
2015-03-25,130.44717407226562
2015-03-26,130.39437866210938
2015-03-27,130.99281311035156
2015-03-30,134.380859375
2015-03-31,132.0752410888672
2015-04-01,130.80799865722656
2015-04-02,131.37118530273438
2015-04-06,132.82327270507812
2015-04-07,134.0465087890625
2015-04-08,134.96173095703125
2015-04-09,135.01455688476562
2015-04-10,135.85935974121094
2015-04-13,134.8561248779297
2015-04-14,134.82972717285156
2015-04-15,134.14332580566406
2015-04-16,133.73849487304688
2015-04-17,131.65281677246094
2015-04-20,134.35450744628906
2015-04-21,134.9353485107422
2015-04-22,133.0520782470703
2015-04-23,131.89041137695312
2015-04-24,130.59677124023438
2015-04-27,130.06875610351562
2015-04-28,129.8135223388672
2015-04-29,128.61672973632812
2015-04-30,126.14380645751953
2015-05-01,127.31427001953125
2015-05-04,126.74227142333984
2015-05-05,125.76538848876953
2015-05-06,124.9151840209961
2015-05-07,125.31372833251953
2015-05-08,128.82984924316406
2015-05-11,129.21067810058594
2015-05-12,128.80325317382812
2015-05-13,128.97152709960938
2015-05-14,131.0439910888672
2015-05-15,130.08746337890625
2015-05-18,129.93692016601562
2015-05-19,130.23805236816406
2015-05-20,129.68008422851562
2015-05-21,130.50372314453125
2015-05-22,128.25416564941406
2015-05-26,126.47393798828125
2015-05-27,126.65106201171875
2015-05-28,126.05768585205078
2015-05-29,124.45460510253906
2015-06-01,125.10112762451172
2015-06-02,126.87247467041016
2015-06-03,127.36846923828125
2015-06-04,125.04801940917969
2015-06-05,124.64059448242188
2015-06-08,124.56086730957031
2015-06-09,124.08261108398438
2015-06-10,125.42884063720703
2015-06-11,126.61563873291016
2015-06-12,126.47393798828125
2015-06-15,126.02224731445312
2015-06-16,126.06654357910156
2015-06-17,127.03189086914062
2015-06-18,128.7589874267578
2015-06-19,128.5375213623047
2015-06-22,129.0424041748047
2015-06-23,127.91759490966797
2015-06-24,126.65106201171875
2015-06-25,126.1639633178711
2015-06-26,126.19051361083984
2015-06-29,122.86925506591797
2015-06-30,122.86041259765625
2015-07-01,124.64059448242188
2015-07-02,124.18004608154297
2015-07-06,124.45460510253906
2015-07-07,126.78389739990234
2015-07-08,125.69454956054688
2015-07-09,126.47393798828125
2015-07-10,127.96188354492188
2015-07-13,129.85720825195312
2015-07-14,130.85801696777344
2015-07-15,130.0963134765625
2015-07-16,131.51339721679688
2015-07-17,130.05203247070312
2015-07-20,129.94577026367188
2015-07-21,128.42242431640625
2015-07-22,129.72438049316406
2015-07-23,129.405517578125
2015-07-24,127.58985137939453
2015-07-27,124.90628814697266
2015-07-28,125.59708404541016
2015-07-29,127.66072082519531
2015-07-30,126.65994262695312
2015-07-31,127.6872787475586
2015-08-03,127.26220703125
2015-08-04,127.12937927246094
2015-08-05,129.19720458984375
2015-08-06,128.1900177001953
2015-08-07,126.94216918945312
2015-08-10,130.00830078125
2015-08-11,128.39498901367188
2015-08-12,126.9510498046875
2015-08-13,129.07244873046875
2015-08-14,129.32199096679688
2015-08-17,128.7426300048828
2015-08-18,128.88523864746094
2015-08-19,127.20956420898438
2015-08-20,122.12901306152344
2015-08-21,117.39608764648438
2015-08-24,113.36731719970703
2015-08-25,111.8520736694336
2015-08-26,115.28364562988281
2015-08-27,117.53868103027344
2015-08-28,118.75981903076172
2015-08-31,116.47802734375
2015-09-01,113.59013366699219
2015-09-02,116.43347930908203
2015-09-03,116.78109741210938
2015-09-04,115.65801239013672
2015-09-08,119.27677154541016
2015-09-09,118.23394012451172
2015-09-10,119.0361099243164
2015-09-11,120.0344009399414
2015-09-14,119.82048797607422
2015-09-15,121.48725128173828
2015-09-16,122.28945922851562
2015-09-17,122.51229095458984
2015-09-18,121.30008697509766
2015-09-21,121.2376708984375
2015-09-22,119.4283218383789
2015-09-23,117.3604507446289
2015-09-24,115.64910888671875
2015-09-25,116.77215576171875
2015-09-28,114.20516967773438
2015-09-29,114.75776672363281
2015-09-30,116.71869659423828
2015-10-01,116.41564178466797
2015-10-02,118.15370178222656
2015-10-05,119.45502471923828
2015-10-06,119.99872589111328
2015-10-07,122.12901306152344
2015-10-08,123.92948150634766
2015-10-09,124.51777648925781
2015-10-12,125.3912353515625
2015-10-13,125.04365539550781
2015-10-14,119.6333236694336
2015-10-15,122.45880889892578
2015-10-16,122.64599609375
2015-10-19,123.37686920166016
2015-10-20,123.78689575195312
2015-10-21,125.84584045410156
2015-10-22,130.4093780517578
2015-10-23,130.75701904296875
2015-10-26,130.75701904296875
2015-10-27,132.32574462890625
2015-10-28,131.80877685546875
2015-10-29,131.1848907470703
2015-10-30,131.97813415527344
2015-11-02,132.2722625732422
2015-11-03,131.99594116210938
2015-11-04,132.9017333984375
2015-11-05,132.70445251464844
2015-11-06,132.6775360107422
2015-11-09,130.9197540283203
2015-11-10,130.17538452148438
2015-11-11,130.03187561035156
2015-11-12,127.83467102050781
2015-11-13,127.87947082519531
2015-11-16,129.5207061767578
2015-11-17,131.0094451904297
2015-11-18,132.9824676513672
2015-11-19,133.84344482421875
2015-11-20,133.9868927001953
2015-11-23,133.03627014160156
2015-11-24,133.3142547607422
2015-11-25,132.2201690673828
2015-11-27,131.78970336914062
2015-11-30,130.44444274902344
2015-12-01,132.4982147216797
2015-12-02,131.79869079589844
2015-12-03,130.54306030273438
2015-12-04,133.17977905273438
2015-12-07,133.1349334716797
2015-12-08,130.03187561035156
2015-12-09,129.35923767089844
2015-12-10,131.30535888671875
2015-12-11,129.70005798339844
2015-12-14,128.24716186523438
2015-12-15,131.41302490234375
2015-12-16,132.8300018310547
2015-12-17,130.54306030273438
2015-12-18,125.18003845214844
2015-12-21,126.36382293701172
2015-12-22,127.6911392211914
2015-12-23,129.1978302001953
2015-12-24,128.7224884033203
2015-12-28,129.62832641601562
2015-12-29,132.1484375
2015-12-30,131.30535888671875
2015-12-31,129.67315673828125
2016-01-04,126.00511932373047
2016-01-05,126.51630401611328
2016-01-06,124.50740051269531
2016-01-07,119.28778839111328
2016-01-08,116.57938385009766
2016-01-11,116.77670288085938
2016-01-12,118.31027221679688
2016-01-13,114.90229797363281
2016-01-14,115.87089538574219
2016-01-15,112.66918182373047
2016-01-19,113.0548324584961
2016-01-20,109.53923797607422
2016-01-21,110.66926574707031
2016-01-22,111.7544174194336
2016-01-25,111.21633911132812
2016-01-26,114.80364227294922
2016-01-27,104.5528564453125
2016-01-28,105.83531951904297
2016-01-29,107.73661041259766
2016-02-01,109.01909637451172
2016-02-02,105.3958740234375
2016-02-03,109.2970962524414
2016-02-04,110.85760498046875
2016-02-05,109.9159164428711
2016-02-08,107.14468383789062
2016-02-09,106.61555480957031
2016-02-10,105.32122039794922
2016-02-11,98.152587890625
2016-02-12,98.32454681396484
2016-02-16,101.91792297363281
2016-02-17,105.3031234741211
2016-02-18,106.41644287109375
2016-02-19,104.23507690429688
2016-02-22,106.25350952148438
2016-02-23,105.80999755859375
2016-02-24,104.62427520751953
2016-02-25,105.73758697509766
2016-02-26,106.95047760009766
2016-02-29,106.96856689453125
2016-03-01,108.57969665527344
2016-03-02,108.29911041259766
2016-03-03,108.26290130615234
2016-03-04,109.58440399169922
2016-03-07,111.24080657958984
2016-03-08,110.74297332763672
2016-03-09,111.20458221435547
2016-03-10,111.2770004272461
2016-03-11,112.80665588378906
2016-03-14,114.35444641113281
2016-03-15,114.37255859375
2016-03-16,115.46776580810547
2016-03-17,118.30081176757812
2016-03-18,121.25157165527344
2016-03-21,122.97129821777344
2016-03-22,122.30150604248047
2016-03-23,120.25592803955078
2016-03-24,119.58612060546875
2016-03-28,118.83485412597656
2016-03-29,118.46375274658203
2016-03-30,116.38194274902344
2016-03-31,114.89752960205078
2016-04-01,114.91564178466797
2016-04-04,114.35444641113281
2016-04-05,114.9789810180664
2016-04-06,115.79360961914062
2016-04-07,114.95184326171875
2016-04-08,115.74835205078125
2016-04-11,115.77550506591797
2016-04-12,117.18750762939453
2016-04-13,118.69908905029297
2016-04-14,118.43660736083984
2016-04-15,118.69003295898438
2016-04-18,119.45034790039062
2016-04-19,120.09300231933594
2016-04-20,118.18316650390625
2016-04-21,118.33702850341797
2016-04-22,118.61763763427734
2016-04-25,118.34609985351562
2016-04-26,120.5998764038086
2016-04-27,124.0755844116211
2016-04-28,122.01188659667969
2016-04-29,122.01188659667969
2016-05-02,121.29682159423828
2016-05-03,119.92100524902344
2016-05-04,118.47280883789062
2016-05-05,119.5499038696289
2016-05-06,120.61795806884766
2016-05-09,119.56800842285156
2016-05-10,121.93946075439453
2016-05-11,121.36458587646484
2016-05-12,122.66035461425781
2016-05-13,120.56156921386719
2016-05-16,122.40484619140625
2016-05-17,120.96305847167969
2016-05-18,119.53042602539062
2016-05-19,116.87499237060547
2016-05-20,116.24537658691406
2016-05-23,116.41875457763672
2016-05-24,116.34573364257812
2016-05-25,117.5867691040039
2016-05-26,117.99739074707031
2016-05-27,117.9152603149414
2016-05-31,115.1138687133789
2016-06-01,115.35110473632812
2016-06-02,115.75260925292969
2016-06-03,116.23623657226562
2016-06-06,120.36083221435547
2016-06-07,120.38817596435547
2016-06-08,121.36458587646484
2016-06-09,121.45582580566406
2016-06-10,119.66729736328125
2016-06-13,118.55401611328125
2016-06-14,119.08329010009766
2016-06-15,118.77304077148438
2016-06-16,118.05213928222656
2016-06-17,118.46278381347656
2016-06-20,121.13643646240234
2016-06-21,120.0140609741211
2016-06-22,120.24217987060547
2016-06-23,121.86647033691406
2016-06-24,115.45149230957031
2016-06-27,111.9656753540039
2016-06-28,113.05156707763672
2016-06-29,115.88035583496094
2016-06-30,118.50841522216797
2016-07-01,118.34415435791016
2016-07-05,115.86210632324219
2016-07-06,115.85298919677734
2016-07-07,116.04462432861328
2016-07-08,118.70914459228516
2016-07-11,120.48856353759766
2016-07-12,119.36614990234375
2016-07-13,118.72740173339844
2016-07-14,120.04141998291016
2016-07-15,120.80795288085938
2016-07-18,121.75697326660156
2016-07-19,122.87937927246094
2016-07-20,122.9341049194336
2016-07-21,121.84820556640625
2016-07-22,121.79344177246094
2016-07-25,121.309814453125
2016-07-26,123.05274963378906
2016-07-27,124.06564331054688
2016-07-28,121.37367248535156
2016-07-29,121.96682739257812
2016-08-01,121.55620574951172
2016-08-02,120.0870590209961
2016-08-03,120.33343505859375
2016-08-04,119.73119354248047
2016-08-05,120.2056655883789
2016-08-08,120.62545013427734
2016-08-09,121.01781463623047
2016-08-10,121.7078857421875
2016-08-11,122.37033081054688
2016-08-12,122.46234130859375
2016-08-15,123.89766693115234
2016-08-16,124.21051025390625
2016-08-17,123.95286560058594
2016-08-18,124.21051025390625
2016-08-19,123.69525909423828
2016-08-22,124.20128631591797
2016-08-23,123.4192123413086
2016-08-24,122.63717651367188
2016-08-25,122.35193634033203
2016-08-26,121.6618881225586
2016-08-29,122.27830505371094
2016-08-30,120.3553466796875
2016-08-31,119.10404205322266
2016-09-01,119.51808166503906
2016-09-02,120.67738342285156
2016-09-06,122.36112976074219
2016-09-07,122.03910827636719
2016-09-08,122.27830505371094
2016-09-09,118.2575912475586
2016-09-12,119.72051239013672
2016-09-13,118.46920013427734
2016-09-14,117.4663314819336
2016-09-15,117.5583267211914
2016-09-16,116.5738525390625
2016-09-19,117.29150390625
2016-09-20,117.57673645019531
2016-09-21,120.1253433227539
2016-09-22,121.33065032958984
2016-09-23,121.24784088134766
2016-09-26,120.13455200195312
2016-09-27,120.8246078491211
2016-09-28,121.6618881225586
2016-09-29,120.55777740478516
2016-09-30,121.2110595703125
2016-10-03,121.79986572265625
2016-10-04,121.68024444580078
2016-10-05,123.89766693115234
2016-10-06,123.67683410644531
2016-10-07,123.15240478515625
2016-10-10,124.98335266113281
2016-10-11,123.05119323730469
