,URI
2014-11-05,108.836669921875
2014-11-06,111.37232208251953
2014-11-07,111.01007843017578
2014-11-10,111.31358337402344
2014-11-11,111.58770751953125
2014-11-12,112.02825927734375
2014-11-13,111.16673278808594
2014-11-14,112.75272369384766
2014-11-17,110.63806915283203
2014-11-18,111.7737045288086
2014-11-19,111.90098571777344
2014-11-20,112.11637115478516
2014-11-21,112.30238342285156
2014-11-24,113.31075286865234
2014-11-25,116.52191162109375
2014-11-26,116.20862579345703
2014-11-28,110.93177032470703
2014-12-01,104.13742065429688
2014-12-02,106.45767974853516
2014-12-03,110.1485595703125
2014-12-04,110.97091674804688
2014-12-05,112.13594055175781
2014-12-08,108.51361083984375
2014-12-09,107.01571655273438
2014-12-10,105.93881225585938
2014-12-11,104.2940673828125
2014-12-12,97.58783721923828
2014-12-15,97.3724594116211
2014-12-16,97.6172103881836
2014-12-17,97.1081314086914
2014-12-18,98.64517211914062
2014-12-19,99.20320892333984
2014-12-22,100.22138214111328
2014-12-23,102.4828872680664
2014-12-24,102.63953399658203
2014-12-26,103.80455017089844
2014-12-29,103.4717025756836
2014-12-30,101.93466186523438
2014-12-31,99.86894226074219
2015-01-02,101.41576385498047
2015-01-05,90.31379699707031
2015-01-06,87.5138168334961
2015-01-07,86.72081756591797
2015-01-08,88.57115173339844
2015-01-09,87.41590881347656
2015-01-12,83.97958374023438
2015-01-13,84.00894927978516
2015-01-14,82.23693084716797
2015-01-15,81.3656234741211
2015-01-16,80.58241271972656
2015-01-20,82.69707489013672
2015-01-21,85.72222137451172
2015-01-22,84.22433471679688
2015-01-23,86.57396697998047
2015-01-26,88.56136322021484
2015-01-27,86.85787200927734
2015-01-28,84.44950866699219
2015-01-29,84.50824737548828
2015-01-30,81.11106872558594
2015-02-02,83.36280822753906
2015-02-03,88.19912719726562
2015-02-04,87.13200378417969
2015-02-05,87.13200378417969
2015-02-06,87.8368911743164
2015-02-09,89.0606460571289
2015-02-10,89.15855407714844
2015-02-11,88.16975402832031
2015-02-12,89.6480484008789
2015-02-13,91.02847290039062
2015-02-17,92.31096649169922
2015-02-18,93.38788604736328
2015-02-19,92.82005310058594
2015-02-20,93.96549224853516
2015-02-23,92.55572509765625
2015-02-24,91.8899917602539
2015-02-25,92.08580017089844
2015-02-26,92.28160095214844
2015-02-27,91.10678100585938
2015-03-02,92.67320251464844
2015-03-03,92.3305435180664
2015-03-04,90.40189361572266
2015-03-05,90.12776947021484
2015-03-06,88.60050964355469
2015-03-09,88.9137954711914
2015-03-10,85.2229232788086
2015-03-11,85.77117156982422
2015-03-12,86.34879302978516
2015-03-13,85.95718383789062
2015-03-16,85.94739532470703
2015-03-17,85.49705505371094
2015-03-18,87.05367279052734
2015-03-19,86.62291717529297
2015-03-20,86.98515319824219
2015-03-23,86.8285140991211
2015-03-24,87.04388427734375
2015-03-25,87.29842376708984
2015-03-26,89.1781234741211
2015-03-27,88.15996551513672
2015-03-30,89.93196868896484
2015-03-31,89.24666595458984
2015-04-01,89.55995178222656
2015-04-02,88.74736785888672
2015-04-06,91.6648178100586
2015-04-07,90.98931121826172
2015-04-08,91.2144775390625
2015-04-09,92.67320251464844
2015-04-10,93.94590759277344
2015-04-13,93.81864166259766
2015-04-14,95.52212524414062
2015-04-15,97.21581268310547
2015-04-16,95.44380187988281
2015-04-17,94.43543243408203
2015-04-20,96.7850570678711
2015-04-21,95.84520721435547
2015-04-22,93.77948760986328
2015-04-23,96.46197509765625
2015-04-24,94.61164855957031
2015-04-27,94.49415588378906
2015-04-28,94.22003173828125
2015-04-29,95.70813751220703
2015-04-30,94.55290222167969
2015-05-01,97.18643188476562
2015-05-04,96.94169616699219
2015-05-05,98.41999816894531
2015-05-06,97.75425720214844
2015-05-07,97.21581268310547
2015-05-08,99.28153991699219
2015-05-11,99.51648712158203
2015-05-12,100.81857299804688
2015-05-13,101.30807495117188
2015-05-14,100.88710021972656
2015-05-15,101.00457763671875
2015-05-18,101.43535614013672
2015-05-19,99.86894226074219
2015-05-20,101.0829086303711
2015-05-21,102.9234390258789
2015-05-22,102.68849182128906
2015-05-26,102.16960906982422
2015-05-27,102.30667877197266
2015-05-28,92.95710754394531
2015-05-29,87.04388427734375
2015-06-01,88.48302459716797
2015-06-02,90.12776947021484
2015-06-03,89.70679473876953
2015-06-04,89.27603912353516
2015-06-05,89.93196868896484
2015-06-08,88.4438705444336
2015-06-09,87.01451110839844
2015-06-10,87.79773712158203
2015-06-11,87.8368911743164
2015-06-12,89.52079010009766
2015-06-15,89.22708129882812
2015-06-16,86.89704895019531
2015-06-17,88.6298828125
2015-06-18,90.6368637084961
2015-06-19,89.99070739746094
2015-06-22,90.19630432128906
2015-06-23,90.62706756591797
2015-06-24,90.38232421875
2015-06-25,87.6998291015625
2015-06-26,88.0816421508789
2015-06-29,85.40892791748047
2015-06-30,85.78096771240234
2015-07-01,81.84534454345703
2015-07-02,82.51106262207031
2015-07-06,81.502685546875
2015-07-07,81.56141662597656
2015-07-08,78.36984252929688
2015-07-09,79.66213989257812
2015-07-10,79.68173217773438
2015-07-13,80.28871154785156
2015-07-14,80.59220123291016
2015-07-15,78.44816589355469
2015-07-16,80.06352996826172
2015-07-17,79.55445098876953
2015-07-20,77.53768920898438
2015-07-21,77.1167221069336
2015-07-22,76.00064086914062
2015-07-23,65.57418060302734
2015-07-24,63.36160659790039
2015-07-27,63.79238510131836
2015-07-28,65.52522277832031
2015-07-29,65.47625732421875
2015-07-30,65.14340209960938
2015-07-31,65.58394622802734
2015-08-03,63.90986251831055
2015-08-04,64.12523651123047
2015-08-05,64.09587097167969
2015-08-06,64.28189086914062
2015-08-07,62.470706939697266
2015-08-10,65.3098373413086
2015-08-11,64.45808410644531
2015-08-12,64.87906646728516
2015-08-13,62.960208892822266
2015-08-14,63.958805084228516
2015-08-17,64.20355987548828
2015-08-18,64.1350326538086
2015-08-19,64.18396759033203
2015-08-20,63.19518280029297
2015-08-21,60.36582946777344
2015-08-24,59.641361236572266
2015-08-25,59.553253173828125
2015-08-26,62.176998138427734
2015-08-27,66.8664779663086
2015-08-28,65.6524887084961
2015-08-31,67.87484741210938
2015-09-01,63.96859359741211
2015-09-02,65.94619750976562
2015-09-03,66.40633392333984
2015-09-04,64.69306182861328
2015-09-08,66.56298065185547
2015-09-09,67.76715850830078
2015-09-10,67.53219604492188
2015-09-11,67.99232482910156
2015-09-14,66.21052551269531
2015-09-15,68.36436462402344
2015-09-16,70.762939453125
2015-09-17,68.1391830444336
2015-09-18,65.72102355957031
2015-09-21,66.19095611572266
2015-09-22,65.30005645751953
2015-09-23,61.971412658691406
2015-09-24,60.5126838684082
2015-09-25,61.481903076171875
2015-09-28,58.231590270996094
2015-09-29,58.68193435668945
2015-09-30,58.78962707519531
2015-10-01,58.58403396606445
2015-10-02,58.39802169799805
2015-10-05,63.05812072753906
2015-10-06,64.35041046142578
2015-10-07,66.47486877441406
2015-10-08,69.0496597290039
2015-10-09,69.27484130859375
2015-10-12,68.06085205078125
2015-10-13,68.54058074951172
2015-10-14,68.72657012939453
2015-10-15,67.81610107421875
2015-10-16,65.4860610961914
2015-10-19,64.01753997802734
2015-10-20,64.8203353881836
2015-10-21,65.78955078125
2015-10-22,72.34893798828125
2015-10-23,72.40766143798828
2015-10-26,72.29998016357422
2015-10-27,70.46923065185547
2015-10-28,73.12234497070312
2015-10-29,72.70137786865234
2015-10-30,73.28878021240234
2015-11-02,74.44400787353516
2015-11-03,75.3544921875
2015-11-04,74.95308685302734
2015-11-05,76.69573974609375
2015-11-06,78.16425323486328
2015-11-09,75.87336730957031
2015-11-10,76.08875274658203
2015-11-11,75.37407684326172
2015-11-12,71.9475326538086
2015-11-13,72.5838851928711
2015-11-16,73.18109130859375
2015-11-17,74.07199096679688
2015-11-18,75.37407684326172
2015-11-19,73.97409057617188
2015-11-20,73.9936752319336
2015-11-23,74.54192352294922
2015-11-24,75.78526306152344
2015-11-25,76.2453842163086
2015-11-27,75.5405044555664
2015-11-30,77.01881408691406
2015-12-01,76.76426696777344
2015-12-02,74.61044311523438
2015-12-03,73.62164306640625
2015-12-04,72.5838851928711
2015-12-07,68.98112487792969
2015-12-08,66.50423431396484
2015-12-09,69.57833862304688
2015-12-10,69.54896545410156
2015-12-11,66.14199829101562
2015-12-14,64.74201202392578
2015-12-15,66.16156768798828
2015-12-16,67.7769546508789
2015-12-17,65.495849609375
2015-12-18,65.76998138427734
2015-12-21,67.6007308959961
2015-12-22,70.53776550292969
2015-12-23,73.2496337890625
2015-12-24,73.03422546386719
2015-12-28,70.94893646240234
2015-12-29,71.7811050415039
2015-12-30,71.154541015625
2015-12-31,71.01748657226562
2016-01-04,69.27484130859375
2016-01-05,68.5797348022461
2016-01-06,65.30005645751953
2016-01-07,61.05113983154297
2016-01-08,60.5126838684082
2016-01-11,59.68052291870117
2016-01-12,59.993804931640625
2016-01-13,56.52811050415039
2016-01-14,55.94070053100586
2016-01-15,53.74772262573242
2016-01-19,52.86660385131836
2016-01-20,53.268001556396484
2016-01-21,54.149112701416016
2016-01-22,56.52811050415039
2016-01-25,53.4931755065918
2016-01-26,55.69594955444336
2016-01-27,54.66798782348633
2016-01-28,44.62333297729492
2016-01-29,46.90442657470703
2016-02-01,47.80512237548828
2016-02-02,44.79955291748047
2016-02-03,47.413516998291016
2016-02-04,47.658267974853516
2016-02-05,47.18833923339844
2016-02-08,45.6317138671875
2016-02-09,43.84012222290039
2016-02-10,44.54500961303711
2016-02-11,42.43034744262695
2016-02-12,44.496063232421875
2016-02-16,46.56177520751953
2016-02-17,47.168758392333984
2016-02-18,48.82329177856445
2016-02-19,47.38414764404297
2016-02-22,50.526771545410156
2016-02-23,48.82329177856445
2016-02-24,48.63728332519531
2016-02-25,49.30300521850586
2016-02-26,50.44844436645508
2016-02-29,50.48760986328125
2016-03-01,51.36872100830078
2016-03-02,53.170101165771484
2016-03-03,55.37287521362305
2016-03-04,56.28335952758789
2016-03-07,58.59381866455078
2016-03-08,55.646995544433594
2016-03-09,57.01762008666992
2016-03-10,56.70432662963867
2016-03-11,58.39802169799805
2016-03-14,58.75046157836914
2016-03-15,58.29032897949219
2016-03-16,60.4637336730957
2016-03-17,62.03994369506836
2016-03-18,61.589595794677734
2016-03-21,62.20637512207031
2016-03-22,62.431541442871094
2016-03-23,60.30708694458008
2016-03-24,60.688907623291016
2016-03-28,60.385406494140625
2016-03-29,61.2469482421875
2016-03-30,61.472110748291016
2016-03-31,60.88470458984375
2016-04-01,59.53367614746094
2016-04-04,58.221797943115234
2016-04-05,57.2525749206543
2016-04-06,57.76165771484375
2016-04-07,56.73370361328125
2016-04-08,58.251163482666016
2016-04-11,58.329490661621094
2016-04-12,58.70151138305664
2016-04-13,60.61058044433594
2016-04-14,60.052547454833984
2016-04-15,59.71968460083008
2016-04-18,60.24835205078125
2016-04-19,59.86653518676758
2016-04-20,58.87773513793945
2016-04-21,63.508453369140625
2016-04-22,64.6245346069336
2016-04-25,63.459510803222656
2016-04-26,65.495849609375
2016-04-27,66.64128875732422
2016-04-28,65.4077377319336
2016-04-29,65.52522277832031
2016-05-02,64.38957214355469
2016-05-03,62.15742492675781
2016-05-04,60.5714225769043
2016-05-05,59.75885009765625
2016-05-06,60.20919418334961
2016-05-09,59.7392692565918
2016-05-10,61.61896514892578
2016-05-11,60.4637336730957
2016-05-12,59.592411041259766
2016-05-13,58.57424545288086
2016-05-16,59.66094207763672
2016-05-17,62.93083953857422
2016-05-18,63.49867630004883
2016-05-19,62.754615783691406
2016-05-20,63.90005111694336
2016-05-23,63.59657287597656
2016-05-24,64.3699951171875
2016-05-25,66.6608657836914
2016-05-26,66.76856231689453
2016-05-27,66.96437072753906
2016-05-31,68.20771026611328
2016-06-01,67.99232482910156
2016-06-02,69.597900390625
2016-06-03,69.77412414550781
2016-06-06,72.12376403808594
2016-06-07,72.91676330566406
2016-06-08,73.34752655029297
2016-06-09,72.55451965332031
2016-06-10,70.00909423828125
2016-06-13,68.83427429199219
2016-06-14,68.53079223632812
2016-06-15,68.37415313720703
2016-06-16,65.60354614257812
2016-06-17,66.20075225830078
2016-06-20,67.40492248535156
2016-06-21,67.51261138916016
2016-06-22,67.56156158447266
2016-06-23,70.7139892578125
2016-06-24,64.8594970703125
2016-06-27,60.96303176879883
2016-06-28,61.648338317871094
2016-06-29,64.11544799804688
2016-06-30,65.69166564941406
2016-07-01,65.18257904052734
2016-07-05,62.13784408569336
2016-07-06,62.323856353759766
2016-07-07,63.27348327636719
2016-07-08,66.02452087402344
2016-07-11,66.82731628417969
2016-07-12,68.81470489501953
2016-07-13,67.7867431640625
2016-07-14,68.12937927246094
2016-07-15,68.64826965332031
2016-07-18,67.72799682617188
2016-07-19,66.50423431396484
2016-07-20,68.39373016357422
2016-07-21,74.64959716796875
2016-07-22,76.5782699584961
2016-07-25,76.69573974609375
2016-07-26,78.36006164550781
2016-07-27,78.85935974121094
2016-07-28,78.16425323486328
2016-07-29,77.99781799316406
2016-08-01,75.72651672363281
2016-08-02,73.73912811279297
2016-08-03,74.99226379394531
2016-08-04,75.31533813476562
2016-08-05,77.78244018554688
2016-08-08,77.8020248413086
2016-08-09,77.18524169921875
2016-08-10,76.2258071899414
2016-08-11,77.23419189453125
2016-08-12,76.72511291503906
2016-08-15,77.56706237792969
2016-08-16,76.2453842163086
2016-08-17,75.99085235595703
2016-08-18,79.11389923095703
2016-08-19,78.54608917236328
2016-08-22,78.44816589355469
2016-08-23,80.39640808105469
2016-08-24,79.26074981689453
2016-08-25,79.5054931640625
2016-08-26,80.53345489501953
2016-08-29,81.1502456665039
2016-08-30,81.08170318603516
2016-08-31,80.58241271972656
2016-09-01,79.45655822753906
2016-09-02,80.2397689819336
2016-09-06,80.2397689819336
2016-09-07,82.15862274169922
2016-09-08,82.11944580078125
2016-09-09,76.26496887207031
2016-09-12,78.20341491699219
2016-09-13,75.3936538696289
2016-09-14,77.03839874267578
2016-09-15,77.64539337158203
2016-09-16,76.01043701171875
2016-09-19,77.51811218261719
2016-09-20,73.97409057617188
2016-09-21,74.07199096679688
2016-09-22,73.80766296386719
2016-09-23,73.96430206298828
2016-09-26,72.39788055419922
2016-09-27,71.6832046508789
2016-09-28,73.56290435791016
2016-09-29,74.73770904541016
2016-09-30,76.84258270263672
2016-10-03,77.27335357666016
2016-10-04,77.49852752685547
2016-10-05,78.88872528076172
2016-10-06,81.46353149414062
2016-10-07,79.06494903564453
2016-10-10,79.57403564453125
2016-10-11,77.83139038085938
2016-10-12,78.49712371826172
2016-10-13,76.5684585571289
2016-10-14,73.69017028808594
2016-10-17,74.11114501953125
2016-10-18,74.83562469482422
2016-10-19,73.9936752319336
2016-10-20,77.46915435791016
2016-10-21,77.51811218261719
2016-10-24,74.96289825439453
2016-10-25,74.88457489013672
2016-10-26,74.59085845947266
2016-10-27,74.66918182373047
2016-10-28,73.80766296386719
2016-10-31,74.07199096679688
2016-11-01,71.4971923828125
2016-11-02,69.43148040771484
2016-11-03,70.77272033691406
2016-11-04,70.64545440673828
2016-11-07,74.51254272460938
2016-11-08,74.277587890625
2016-11-09,86.99492645263672
2016-11-10,87.62150573730469
2016-11-11,89.28582000732422
2016-11-14,92.70257568359375
2016-11-15,92.16411590576172
2016-11-16,90.18650817871094
2016-11-17,90.2942123413086
2016-11-18,89.04106903076172
2016-11-21,91.8899917602539
2016-11-22,92.08580017089844
2016-11-23,95.30675506591797
2016-11-25,96.06057739257812
2016-11-28,94.17109680175781
2016-11-29,94.2787857055664
2016-11-30,98.98783111572266
2016-12-01,102.1010971069336
2016-12-02,102.64932250976562
2016-12-05,103.09967041015625
2016-12-06,104.92063903808594
2016-12-07,106.82969665527344
2016-12-08,106.02690887451172
2016-12-09,105.73320770263672
2016-12-12,104.78357696533203
2016-12-13,104.06888580322266
2016-12-14,102.84513092041016
2016-12-15,104.89126586914062
2016-12-16,103.49127197265625
2016-12-19,104.03952026367188
2016-12-20,104.99895477294922
2016-12-21,106.20314025878906
2016-12-22,104.61714172363281
2016-12-23,105.79194641113281
2016-12-27,106.301025390625
2016-12-28,103.98077392578125
2016-12-29,104.46049499511719
2016-12-30,103.36400604248047
2017-01-03,107.01571655273438
2017-01-04,107.56397247314453
2017-01-05,107.83808898925781
2017-01-06,107.08423614501953
2017-01-09,103.93183135986328
2017-01-10,106.61432647705078
2017-01-11,106.96678161621094
2017-01-12,104.30387115478516
2017-01-13,104.80316162109375
2017-01-17,104.9793701171875
2017-01-18,108.6898193359375
2017-01-19,108.13179016113281
2017-01-20,108.85626220703125
2017-01-23,107.79893493652344
2017-01-24,111.2254638671875
2017-01-25,111.86182403564453
2017-01-26,124.3931655883789
2017-01-27,125.56797790527344
2017-01-30,126.0672836303711
2017-01-31,123.85470581054688
2017-02-01,127.16375732421875
2017-02-02,124.42253875732422
2017-02-03,125.94978332519531
2017-02-06,123.6589126586914
2017-02-07,123.59037017822266
2017-02-08,122.03375244140625
2017-02-09,122.80716705322266
2017-02-10,124.451904296875
2017-02-13,125.09805297851562
2017-02-14,126.08683776855469
2017-02-15,126.46866607666016
2017-02-16,125.17637634277344
2017-02-17,123.38478088378906
2017-02-21,126.22391510009766
2017-02-22,125.37218475341797
2017-02-23,118.36245727539062
2017-02-24,121.54425048828125
2017-02-27,125.51903533935547
2017-02-28,125.34281158447266
2017-03-01,130.56094360351562
2017-03-02,126.30224609375
2017-03-03,126.01832580566406
2017-03-06,127.05607604980469
2017-03-07,125.46028900146484
2017-03-08,121.69110107421875
2017-03-09,119.41979217529297
2017-03-10,120.36943054199219
2017-03-13,121.59320068359375
2017-03-14,119.55684661865234
2017-03-15,123.69805908203125
2017-03-16,122.65052795410156
2017-03-17,122.56241607666016
2017-03-20,122.3666000366211
2017-03-21,117.49112701416016
2017-03-22,117.8533706665039
2017-03-23,118.28412628173828
2017-03-24,118.15687561035156
2017-03-27,117.05058288574219
2017-03-28,120.65335083007812
2017-03-29,121.0449447631836
2017-03-30,121.56382751464844
2017-03-31,122.42535400390625
2017-04-03,121.23096466064453
2017-04-04,121.1722183227539
2017-04-05,118.51909637451172
2017-04-06,121.39739990234375
2017-04-07,120.81977081298828
2017-04-10,123.31624603271484
2017-04-11,123.2868881225586
2017-04-12,118.5876235961914
2017-04-13,116.7862548828125
2017-04-17,118.41140747070312
2017-04-18,117.34428405761719
2017-04-19,116.94288635253906
2017-04-20,110.86322784423828
2017-04-21,109.12059020996094
2017-04-24,111.17649841308594
2017-04-25,110.92196655273438
2017-04-26,111.01986694335938
2017-04-27,107.22130584716797
2017-04-28,107.35836791992188
2017-05-01,106.59474182128906
2017-05-02,106.34020233154297
2017-05-03,105.43951416015625
2017-05-04,105.10664367675781
2017-05-05,106.67305755615234
2017-05-08,109.33597564697266
2017-05-09,109.35555267333984
2017-05-10,111.83246612548828
2017-05-11,112.02825927734375
2017-05-12,109.805908203125
2017-05-15,111.44084930419922
2017-05-16,109.37512969970703
2017-05-17,102.89408111572266
2017-05-18,104.26469421386719
2017-05-19,107.78913116455078
2017-05-22,108.27864837646484
2017-05-23,108.96395111083984
2017-05-24,108.48422241210938
2017-05-25,109.06185150146484
2017-05-26,108.836669921875
2017-05-30,108.32759857177734
2017-05-31,106.4478988647461
2017-06-01,107.661865234375
2017-06-02,106.21292114257812
2017-06-05,103.5206527709961
2017-06-06,104.08847045898438
2017-06-07,103.05072021484375
2017-06-08,104.30387115478516
2017-06-09,107.9066162109375
2017-06-12,109.47303009033203
2017-06-13,109.31639099121094
2017-06-14,102.61016845703125
2017-06-15,101.31787109375
2017-06-16,102.99198150634766
2017-06-19,104.70523834228516
2017-06-20,101.72905731201172
2017-06-21,99.48712921142578
2017-06-22,101.64094543457031
2017-06-23,102.64932250976562
2017-06-26,103.88288879394531
2017-06-27,103.55980682373047
2017-06-28,106.21292114257812
2017-06-29,107.39752960205078
2017-06-30,110.34435272216797
2017-07-03,110.83385467529297
2017-07-05,111.8716049194336
2017-07-06,109.99191284179688
2017-07-07,110.18771362304688
2017-07-10,111.15693664550781
2017-07-11,111.30379486083984
2017-07-12,111.86182403564453
2017-07-13,112.33174896240234
2017-07-14,114.7499008178711
2017-07-17,115.3177261352539
2017-07-18,115.01423645019531
2017-07-19,116.20862579345703
2017-07-20,119.9680404663086
2017-07-21,116.80581665039062
2017-07-24,115.9051284790039
2017-07-25,118.63658142089844
2017-07-26,117.64778137207031
2017-07-27,118.23518371582031
2017-07-28,117.21701049804688
2017-07-31,116.46318054199219
2017-08-01,114.11354064941406
2017-08-02,112.61565399169922
2017-08-03,113.8687973022461
2017-08-04,115.88556671142578
2017-08-07,115.62123107910156
2017-08-08,114.91633605957031
2017-08-09,112.88978576660156
2017-08-10,109.27722930908203
2017-08-11,109.19892120361328
2017-08-14,109.84504699707031
2017-08-15,109.63947296142578
2017-08-16,109.6198959350586
2017-08-17,109.47303009033203
2017-08-18,109.51219177246094
2017-08-21,106.12482452392578
2017-08-22,110.08001708984375
2017-08-23,106.40872955322266
2017-08-24,105.35140228271484
2017-08-25,105.00874328613281
2017-08-28,108.38632202148438
2017-08-29,112.52754974365234
2017-08-30,116.6883544921875
2017-08-31,115.58206939697266
2017-09-01,118.02958679199219
2017-09-05,116.59043884277344
2017-09-06,118.61701202392578
2017-09-07,120.5064926147461
2017-09-08,124.03092193603516
2017-09-11,122.40576171875
2017-09-12,125.00994110107422
2017-09-13,126.11624145507812
2017-09-14,124.68687438964844
