,TFX
2021-10-18,353.8916015625
2021-10-19,361.7095031738281
2021-10-20,366.06591796875
2021-10-21,371.9957580566406
2021-10-22,370.25518798828125
2021-10-25,370.638671875
2021-10-26,367.1575012207031
2021-10-27,360.18524169921875
2021-10-28,341.58941650390625
2021-10-29,351.01025390625
2021-11-01,353.27197265625
2021-11-02,363.5681457519531
2021-11-03,342.24822998046875
2021-11-04,340.7043151855469
2021-11-05,347.4405517578125
2021-11-08,346.55548095703125
2021-11-09,336.6331481933594
2021-11-10,336.259521484375
2021-11-11,332.640625
2021-11-12,334.8061828613281
2021-11-15,332.8571472167969
2021-11-16,335.3869934082031
2021-11-17,334.2155456542969
2021-11-18,324.83447265625
2021-11-19,313.84881591796875
2021-11-22,316.2212219238281
2021-11-23,310.3641662597656
2021-11-24,312.805419921875
2021-11-26,300.38250732421875
2021-11-29,304.12322998046875
2021-11-30,292.7733154296875
2021-12-01,284.9573974609375
2021-12-02,293.6396179199219
2021-12-03,300.45147705078125
2021-12-06,315.4140319824219
2021-12-07,316.7822570800781
2021-12-08,318.2292785644531
2021-12-09,315.3451232910156
2021-12-10,316.2703552246094
2021-12-13,315.7486877441406
2021-12-14,312.81524658203125
2021-12-15,314.0457458496094
2021-12-16,313.0317687988281
2021-12-17,316.47711181640625
2021-12-20,307.5192565917969
2021-12-21,316.47711181640625
2021-12-22,323.0625915527344
2021-12-23,322.2652282714844
2021-12-27,325.9862060546875
2021-12-28,324.87384033203125
2021-12-29,328.47674560546875
2021-12-30,325.720458984375
2021-12-31,323.3480224609375
2022-01-03,329.5004577636719
2022-01-04,329.3232116699219
2022-01-05,323.505615234375
2022-01-06,321.7533264160156
2022-01-07,311.4765319824219
2022-01-10,318.465576171875
2022-01-11,325.0412292480469
2022-01-12,329.4315490722656
2022-01-13,324.7064514160156
2022-01-14,320.6607666015625
2022-01-18,320.6115417480469
2022-01-19,327.65960693359375
2022-01-20,319.75506591796875
2022-01-21,318.1506042480469
2022-01-24,312.3328552246094
2022-01-25,299.66400146484375
2022-01-26,294.0727233886719
2022-01-27,290.9424133300781
2022-01-28,295.1654052734375
2022-01-31,305.3438415527344
2022-02-01,304.66461181640625
2022-02-02,304.06414794921875
2022-02-03,306.0624694824219
2022-02-04,308.3953857421875
2022-02-07,308.8383483886719
2022-02-08,317.727294921875
2022-02-09,326.960693359375
2022-02-10,319.3416748046875
2022-02-11,315.6207275390625
2022-02-14,312.38214111328125
2022-02-15,322.7279052734375
2022-02-16,321.8912048339844
2022-02-17,313.02197265625
2022-02-18,310.84649658203125
2022-02-22,317.4909973144531
2022-02-23,317.3138122558594
2022-02-24,332.7784118652344
2022-02-25,337.6510925292969
2022-02-28,331.0556945800781
