,AEE
2016-09-19,39.41228103637695
2016-09-20,39.459537506103516
2016-09-21,40.27865219116211
2016-09-22,40.49131774902344
2016-09-23,40.719722747802734
2016-09-26,40.54644012451172
2016-09-27,39.821842193603516
2016-09-28,39.664310455322266
2016-09-29,39.06572723388672
2016-09-30,38.73493576049805
2016-10-03,38.3017463684082
2016-10-04,37.317222595214844
2016-10-05,37.5771369934082
2016-10-06,37.482635498046875
2016-10-07,37.356605529785156
2016-10-10,37.56925964355469
2016-10-11,36.923404693603516
2016-10-12,37.482635498046875
2016-10-13,37.83705520629883
2016-10-14,37.82917404174805
2016-10-17,37.94731521606445
2016-10-18,38.52227783203125
2016-10-19,38.35688018798828
2016-10-20,38.29386901855469
2016-10-21,38.175724029541016
2016-10-24,38.3175048828125
2016-10-25,38.616783142089844
2016-10-26,38.67191696166992
2016-10-27,38.38838577270508
2016-10-28,38.49076843261719
2016-10-31,39.34141159057617
2016-11-01,38.72705841064453
2016-11-02,38.3175048828125
2016-11-03,38.648292541503906
2016-11-04,38.876708984375
2016-11-07,40.01875305175781
2016-11-08,40.333797454833984
2016-11-09,38.632545471191406
2016-11-10,37.648040771484375
2016-11-11,37.624393463134766
2016-11-14,38.29386901855469
2016-11-15,38.805816650390625
2016-11-16,38.175724029541016
2016-11-17,38.20722961425781
2016-11-18,38.18359375
2016-11-21,38.46714782714844
2016-11-22,38.93183898925781
2016-11-23,38.648292541503906
2016-11-25,39.37289047241211
2016-11-28,40.23141098022461
2016-11-29,40.113258361816406
2016-11-30,38.68767166137695
2016-12-01,38.52227783203125
2016-12-02,39.11299514770508
2016-12-05,39.065311431884766
2016-12-06,39.208351135253906
2016-12-07,39.6374626159668
2016-12-08,39.58978271484375
2016-12-09,40.31291580200195
2016-12-12,40.79765319824219
2016-12-13,41.25857162475586
2016-12-14,40.28908157348633
2016-12-15,40.606937408447266
2016-12-16,41.00426483154297
2016-12-19,41.23472595214844
2016-12-20,41.473114013671875
2016-12-21,41.28239440917969
2016-12-22,41.64794158935547
2016-12-23,41.67972183227539
2016-12-27,41.76713562011719
2016-12-28,41.17909240722656
2016-12-29,41.76713562011719
2016-12-30,41.68767547607422
2017-01-03,41.62411117553711
2017-01-04,41.671783447265625
2017-01-05,41.878395080566406
2017-01-06,42.19625473022461
2017-01-09,41.314186096191406
2017-01-10,41.298282623291016
2017-01-11,41.48106002807617
2017-01-12,41.290340423583984
2017-01-13,41.298282623291016
2017-01-17,41.75919723510742
2017-01-18,41.608211517333984
2017-01-19,41.171146392822266
2017-01-20,41.36186599731445
2017-01-23,41.30624008178711
2017-01-24,41.369815826416016
2017-01-25,41.24266815185547
2017-01-26,41.385711669921875
2017-01-27,41.17909240722656
2017-01-30,41.0757942199707
2017-01-31,41.83865737915039
2017-02-01,41.12347412109375
2017-02-02,41.790977478027344
2017-02-03,41.87045669555664
2017-02-06,41.83865737915039
2017-02-07,41.862491607666016
2017-02-08,42.212154388427734
2017-02-09,42.037322998046875
2017-02-10,42.0611686706543
2017-02-13,42.15652847290039
2017-02-14,41.83865737915039
2017-02-15,41.751251220703125
2017-02-16,42.06911087036133
2017-02-17,42.410804748535156
2017-02-21,42.824031829833984
2017-02-22,42.887603759765625
2017-02-23,42.967079162597656
2017-02-24,43.37234878540039
2017-02-27,43.14189529418945
2017-02-28,43.45975875854492
2017-03-01,43.51538848876953
2017-03-02,43.80147171020508
2017-03-03,43.618682861328125
2017-03-06,43.618682861328125
2017-03-07,43.56306838989258
2017-03-08,43.00680923461914
2017-03-09,43.00680923461914
2017-03-10,43.175045013427734
2017-03-13,43.415409088134766
2017-03-14,43.27920913696289
2017-03-15,43.896095275878906
2017-03-16,43.5435905456543
2017-03-17,44.10441589355469
2017-03-20,43.81597900390625
2017-03-21,44.4569206237793
2017-03-22,44.89756774902344
2017-03-23,44.90557861328125
2017-03-24,45.01774215698242
2017-03-27,44.90557861328125
2017-03-28,44.312713623046875
2017-03-29,44.16849899291992
2017-03-30,43.81597900390625
2017-03-31,43.735870361328125
2017-04-03,43.719844818115234
2017-04-04,43.84002685546875
2017-04-05,44.10441589355469
2017-04-06,43.83201217651367
2017-04-07,43.679786682128906
2017-04-10,43.83201217651367
2017-04-11,43.896095275878906
2017-04-12,44.37681198120117
2017-04-13,44.056331634521484
2017-04-17,44.40886306762695
2017-04-18,44.336753845214844
2017-04-19,43.97621536254883
2017-04-20,43.69580841064453
2017-04-21,44.13645553588867
2017-04-24,44.40886306762695
2017-04-25,44.128448486328125
2017-04-26,44.19253921508789
2017-04-27,44.088382720947266
2017-04-28,43.81597900390625
2017-05-01,43.4794921875
2017-05-02,43.46346664428711
2017-05-03,43.45545959472656
2017-05-04,43.91212463378906
2017-05-05,43.88808059692383
2017-05-08,43.767921447753906
2017-05-09,43.431427001953125
2017-05-10,43.62370681762695
2017-05-11,43.62370681762695
2017-05-12,44.008262634277344
2017-05-15,44.20054244995117
2017-05-16,43.79194641113281
2017-05-17,43.6076774597168
2017-05-18,44.30470657348633
2017-05-19,44.545047760009766
2017-05-22,45.20200729370117
2017-05-23,45.23405075073242
2017-05-24,44.97768020629883
2017-05-25,44.90557861328125
2017-05-26,44.985687255859375
2017-05-30,45.23405075073242
2017-05-31,45.46638870239258
2017-06-01,45.50645065307617
2017-06-02,45.80288314819336
2017-06-05,45.570552825927734
2017-06-06,45.522483825683594
2017-06-07,45.57855987548828
2017-06-08,45.14593505859375
2017-06-09,45.09785079956055
2017-06-12,45.32395553588867
2017-06-13,45.45315170288086
2017-06-14,45.55003356933594
2017-06-15,45.606571197509766
2017-06-16,46.09105682373047
2017-06-19,45.85688400268555
2017-06-20,46.09912872314453
2017-06-21,45.598506927490234
2017-06-22,45.43700408935547
2017-06-23,45.170528411865234
2017-06-26,45.566192626953125
2017-06-27,45.13015365600586
2017-06-28,44.6779670715332
2017-06-29,44.169254302978516
2017-06-30,44.145023345947266
2017-07-03,43.7089958190918
2017-07-05,43.490966796875
2017-07-06,43.40214157104492
2017-07-07,43.717063903808594
2017-07-10,43.56364440917969
2017-07-11,43.45059585571289
2017-07-12,43.9270133972168
2017-07-13,43.67669677734375
2017-07-14,43.95123291015625
2017-07-17,44.32267379760742
2017-07-18,44.70219421386719
2017-07-19,44.94443893432617
2017-07-20,45.332027435302734
2017-07-21,45.64695739746094
2017-07-24,45.15437698364258
2017-07-25,45.05748748779297
2017-07-26,45.49352264404297
2017-07-27,45.43700408935547
2017-07-28,45.348167419433594
2017-07-31,45.29971694946289
2017-08-01,45.64695739746094
2017-08-02,45.808448791503906
2017-08-03,46.02645492553711
2017-08-04,46.430198669433594
2017-08-07,46.78548049926758
2017-08-08,47.181156158447266
2017-08-09,46.89854049682617
2017-08-10,47.26998519897461
2017-08-11,46.7935676574707
2017-08-14,47.19731521606445
2017-08-15,47.5041618347168
2017-08-16,47.754478454589844
2017-08-17,47.56874465942383
2017-08-18,47.81100082397461
2017-08-21,47.851375579833984
2017-08-22,48.3762321472168
2017-08-23,48.65077590942383
2017-08-24,48.658851623535156
2017-08-25,48.7476806640625
2017-08-28,48.9091682434082
2017-08-29,48.78804397583008
2017-08-30,48.69114685058594
2017-08-31,48.440834045410156
2017-09-01,48.28740692138672
2017-09-05,48.335853576660156
2017-09-06,48.020938873291016
2017-09-07,48.35200881958008
2017-09-08,48.52157211303711
2017-09-11,49.1837158203125
2017-09-12,48.35409927368164
2017-09-13,47.89861297607422
2017-09-14,48.44355773925781
