,POOL
2016-05-20,80.70718383789062
2016-05-23,80.7437744140625
2016-05-24,82.8113021850586
2016-05-25,83.04002380371094
2016-05-26,83.61637115478516
2016-05-27,84.5586929321289
2016-05-31,83.77188873291016
2016-06-01,83.81764221191406
2016-06-02,85.15328979492188
2016-06-03,84.67759704589844
2016-06-06,83.4974365234375
2016-06-07,83.63467407226562
2016-06-08,84.27507019042969
2016-06-09,83.89082336425781
2016-06-10,82.82044982910156
2016-06-13,81.58544921875
2016-06-14,81.6220474243164
2016-06-15,82.49115753173828
2016-06-16,82.30816650390625
2016-06-17,81.82328033447266
2016-06-20,82.96685028076172
2016-06-21,82.73814392089844
2016-06-22,82.28071594238281
2016-06-23,83.12235260009766
2016-06-24,81.69522857666016
2016-06-27,81.1097183227539
2016-06-28,82.3813705444336
2016-06-29,83.53407287597656
2016-06-30,86.02239990234375
2016-07-01,86.95555877685547
2016-07-05,86.66280364990234
2016-07-06,86.99214935302734
2016-07-07,87.06534576416016
2016-07-08,88.43757629394531
2016-07-11,88.4467544555664
2016-07-12,88.86756134033203
2016-07-13,88.51992797851562
2016-07-14,88.15396881103516
2016-07-15,87.9161376953125
2016-07-18,87.83378601074219
2016-07-19,87.90696716308594
2016-07-20,88.85841369628906
2016-07-21,89.48965454101562
2016-07-22,91.77676391601562
2016-07-25,92.38969421386719
2016-07-26,92.53607177734375
2016-07-27,92.85626983642578
2016-07-28,93.68877410888672
2016-07-29,93.5698471069336
2016-08-01,93.78024291992188
2016-08-02,92.25249481201172
2016-08-03,92.16098022460938
2016-08-04,92.45372772216797
2016-08-05,91.42913818359375
2016-08-08,91.1721420288086
2016-08-09,91.19050598144531
2016-08-10,91.39240264892578
2016-08-11,91.90632629394531
2016-08-12,91.9430160522461
2016-08-15,92.22752380371094
2016-08-16,91.49335479736328
2016-08-17,91.91549682617188
2016-08-18,92.23667907714844
2016-08-19,92.58541107177734
2016-08-22,92.55786895751953
2016-08-23,93.06259155273438
2016-08-24,92.81483459472656
2016-08-25,93.76921844482422
2016-08-26,92.98918914794922
2016-08-29,93.42051696777344
2016-08-30,92.87908935546875
2016-08-31,92.56706237792969
2016-09-01,92.15409088134766
2016-09-02,92.15409088134766
2016-09-06,91.65853881835938
2016-09-07,91.07122802734375
2016-09-08,89.96082305908203
2016-09-09,87.16187286376953
2016-09-12,87.7859115600586
2016-09-13,86.31758880615234
2016-09-14,86.78560638427734
2016-09-15,87.2536392211914
2016-09-16,86.29923248291016
2016-09-19,86.2350082397461
2016-09-20,85.36320495605469
2016-09-21,85.84040832519531
2016-09-22,87.12519836425781
2016-09-23,86.81314086914062
2016-09-26,86.58370971679688
2016-09-27,87.52893829345703
2016-09-28,87.32705688476562
2016-09-29,86.61125183105469
2016-09-30,86.73975372314453
2016-10-03,87.29037475585938
2016-10-04,87.77672576904297
2016-10-05,86.80397033691406
2016-10-06,87.42798614501953
2016-10-07,87.17105865478516
2016-10-10,87.24445343017578
2016-10-11,85.22557830810547
2016-10-12,85.82203674316406
2016-10-13,85.23472595214844
2016-10-14,85.58345031738281
2016-10-17,85.76700592041016
2016-10-18,85.67522430419922
2016-10-19,84.57401275634766
2016-10-20,83.76644134521484
2016-10-21,86.66633605957031
2016-10-24,86.35429382324219
2016-10-25,85.5926284790039
2016-10-26,83.79396057128906
2016-10-27,84.2069320678711
2016-10-28,84.62908172607422
2016-10-31,84.95942687988281
2016-11-01,83.13323211669922
2016-11-02,83.53702545166016
2016-11-03,83.90408325195312
2016-11-04,84.58318328857422
2016-11-07,86.91275787353516
2016-11-08,86.03800964355469
2016-11-09,86.55365753173828
2016-11-10,87.77831268310547
2016-11-11,89.11344909667969
2016-11-14,90.98262786865234
2016-11-15,91.74687957763672
2016-11-16,91.80210876464844
2016-11-17,92.8518295288086
2016-11-18,92.52032470703125
2016-11-21,92.87944793701172
2016-11-22,94.06727600097656
2016-11-23,93.4043197631836
2016-11-25,93.85547637939453
2016-11-28,92.98070526123047
2016-11-29,93.24775695800781
2016-11-30,92.64004516601562
2016-12-01,92.88863372802734
2016-12-02,91.9494400024414
2016-12-05,94.29744720458984
2016-12-06,95.72465515136719
2016-12-07,96.54415893554688
2016-12-08,98.97502899169922
2016-12-09,98.31204986572266
2016-12-12,97.5293960571289
2016-12-13,98.56068420410156
2016-12-14,97.40969848632812
2016-12-15,97.40969848632812
2016-12-16,97.88848114013672
2016-12-19,97.75039672851562
2016-12-20,97.60306549072266
2016-12-21,97.17028045654297
2016-12-22,96.7651596069336
2016-12-23,97.40046691894531
2016-12-27,97.6122817993164
2016-12-28,96.81117248535156
2016-12-29,97.30839538574219
2016-12-30,96.07454681396484
2017-01-03,96.35081481933594
2017-01-04,97.41889190673828
2017-01-05,97.7227554321289
2017-01-06,96.12981414794922
2017-01-09,95.69702911376953
2017-01-10,96.41524505615234
2017-01-11,96.4704818725586
2017-01-12,95.9548568725586
2017-01-13,97.38206481933594
2017-01-17,96.85722351074219
2017-01-18,96.89405059814453
2017-01-19,96.48890686035156
2017-01-20,96.61779022216797
2017-01-23,96.64545440673828
2017-01-24,98.2384033203125
2017-01-25,98.01739501953125
2017-01-26,97.14266967773438
2017-01-27,96.70989990234375
2017-01-30,96.61779022216797
2017-01-31,97.1978988647461
2017-02-01,97.21632385253906
2017-02-02,98.28443145751953
2017-02-03,99.59194946289062
2017-02-06,98.91057586669922
2017-02-07,98.89217376708984
2017-02-08,98.86454010009766
2017-02-09,100.69689178466797
2017-02-10,101.15729522705078
2017-02-13,101.48875427246094
2017-02-14,102.12413024902344
2017-02-15,103.40398406982422
2017-02-16,105.32843017578125
2017-02-17,107.37255096435547
2017-02-21,107.51068115234375
2017-02-22,107.1515884399414
2017-02-23,105.84408569335938
2017-02-24,106.9029769897461
2017-02-27,107.86980438232422
2017-02-28,105.62309265136719
2017-03-01,107.76850128173828
2017-03-02,106.50704956054688
2017-03-03,107.20680236816406
2017-03-06,106.68196868896484
2017-03-07,106.80168151855469
2017-03-08,107.56594848632812
2017-03-09,107.72244262695312
2017-03-10,109.01158142089844
2017-03-13,109.78707122802734
2017-03-14,108.78999328613281
2017-03-15,110.55330657958984
2017-03-16,110.38714599609375
2017-03-17,111.66116333007812
2017-03-20,111.319580078125
2017-03-21,109.6762924194336
2017-03-22,110.20250701904297
2017-03-23,109.7224349975586
2017-03-24,109.79630279541016
2017-03-27,109.6947250366211
2017-03-28,110.90412902832031
2017-03-29,110.2302017211914
2017-03-30,109.77782440185547
2017-03-31,110.16554260253906
2017-04-03,110.2302017211914
2017-04-04,109.9439697265625
2017-04-05,109.71319580078125
2017-04-06,109.78707122802734
2017-04-07,109.41778564453125
2017-04-10,110.13787841796875
2017-04-11,110.73795318603516
2017-04-12,108.50379943847656
2017-04-13,107.4882583618164
2017-04-17,108.8546142578125
2017-04-18,108.88233184814453
2017-04-19,108.46686553955078
2017-04-20,110.30406188964844
2017-04-21,109.77782440185547
2017-04-24,109.9439697265625
2017-04-25,110.59947204589844
2017-04-26,110.9133529663086
2017-04-27,111.53189086914062
2017-04-28,110.43330383300781
2017-05-01,110.2302017211914
2017-05-02,112.03041076660156
2017-05-03,112.4643325805664
2017-05-04,112.75978088378906
2017-05-05,112.44586181640625
2017-05-08,112.6859130859375
2017-05-09,112.011962890625
2017-05-10,112.79670715332031
2017-05-11,112.15048217773438
2017-05-12,111.02413940429688
2017-05-15,111.37605285644531
2017-05-16,111.25565338134766
2017-05-17,108.80162811279297
2017-05-18,109.21835327148438
2017-05-19,110.35738372802734
2017-05-22,111.63533782958984
2017-05-23,110.63520812988281
2017-05-24,110.31109619140625
2017-05-25,111.57975769042969
2017-05-26,111.39457702636719
2017-05-30,110.39441680908203
2017-05-31,110.32035064697266
2017-06-01,111.68165588378906
2017-06-02,113.39482879638672
2017-06-05,113.4318618774414
2017-06-06,110.10736083984375
2017-06-07,112.13540649414062
2017-06-08,111.36677551269531
2017-06-09,110.1536636352539
2017-06-12,111.08895111083984
2017-06-13,112.57066345214844
2017-06-14,112.63546752929688
2017-06-15,112.93180847167969
2017-06-16,112.39471435546875
2017-06-19,114.0245361328125
2017-06-20,114.60797119140625
2017-06-21,114.23754119873047
2017-06-22,111.26492309570312
2017-06-23,113.53376007080078
2017-06-26,112.82071685791016
2017-06-27,109.7369384765625
2017-06-28,110.65369415283203
2017-06-29,109.24614715576172
2017-06-30,108.875732421875
2017-07-03,111.15380096435547
2017-07-05,112.11688232421875
2017-07-06,111.45013427734375
2017-07-07,111.36677551269531
2017-07-10,109.76471710205078
2017-07-11,111.00562286376953
2017-07-12,110.07030487060547
2017-07-13,108.7923583984375
2017-07-14,107.77371978759766
2017-07-17,109.35723876953125
2017-07-18,109.17204284667969
2017-07-19,109.15352630615234
2017-07-20,98.85584259033203
2017-07-21,98.01314544677734
2017-07-24,100.26343536376953
2017-07-25,98.78176879882812
2017-07-26,100.90238189697266
2017-07-27,101.18023681640625
2017-07-28,100.23564910888672
2017-07-31,100.12454223632812
2017-08-01,100.1523208618164
2017-08-02,99.735595703125
2017-08-03,99.00404357910156
2017-08-04,100.95797729492188
2017-08-07,99.9916000366211
2017-08-08,100.22391510009766
2017-08-09,99.9916000366211
2017-08-10,98.38410949707031
2017-08-11,100.84646606445312
2017-08-14,100.26109313964844
2017-08-15,99.61991119384766
2017-08-16,100.79073333740234
2017-08-17,99.77787017822266
2017-08-18,98.92301177978516
2017-08-21,98.22613525390625
2017-08-22,98.71859741210938
2017-08-23,96.46993255615234
2017-08-24,95.71728515625
2017-08-25,92.56729125976562
2017-08-28,92.57655334472656
2017-08-29,90.41151428222656
2017-08-30,90.98762512207031
2017-08-31,92.63231658935547
2017-09-01,93.6544418334961
2017-09-05,94.1748046875
2017-09-06,94.35135650634766
2017-09-07,94.51859283447266
2017-09-08,94.89955139160156
2017-09-11,95.36416625976562
2017-09-12,96.23764038085938
2017-09-13,96.86949920654297
2017-09-14,97.60355377197266
