,LIN
2014-06-11,108.76123809814453
2014-06-12,107.53801727294922
2014-06-13,107.98133087158203
2014-06-16,107.22606658935547
2014-06-17,107.41490173339844
2014-06-18,108.65455627441406
2014-06-19,107.95671081542969
2014-06-20,108.45752716064453
2014-06-23,108.25228118896484
2014-06-24,107.7186050415039
2014-06-25,107.86640930175781
2014-06-26,107.57086944580078
2014-06-27,108.28507232666016
2014-06-30,109.05683135986328
2014-07-01,109.05683135986328
2014-07-02,108.96651458740234
2014-07-03,109.43445587158203
2014-07-07,109.18816375732422
2014-07-08,109.00755310058594
2014-07-09,108.70380401611328
2014-07-10,108.26049041748047
2014-07-11,108.03060913085938
2014-07-14,108.70380401611328
2014-07-15,108.90901947021484
2014-07-16,109.63966369628906
2014-07-17,108.09626007080078
2014-07-18,108.99935150146484
2014-07-21,107.94026947021484
2014-07-22,108.11270141601562
2014-07-23,107.66937255859375
2014-07-24,106.09310913085938
2014-07-25,107.1685562133789
2014-07-28,106.9715347290039
2014-07-29,105.64158630371094
2014-07-30,106.08491516113281
2014-07-31,105.19828033447266
2014-08-01,105.27216339111328
2014-08-04,105.83043670654297
2014-08-05,104.30342102050781
2014-08-06,104.98482513427734
2014-08-07,104.29524993896484
2014-08-08,105.82219696044922
2014-08-11,105.54307556152344
2014-08-12,105.79759216308594
2014-08-13,106.24909210205078
2014-08-14,106.47078704833984
2014-08-15,106.3804702758789
2014-08-18,107.29994201660156
2014-08-19,107.20965576171875
2014-08-20,107.07830810546875
2014-08-21,107.92388153076172
2014-08-22,107.34918975830078
2014-08-25,108.07984161376953
2014-08-26,107.84178924560547
2014-08-27,107.66117095947266
2014-08-28,107.9074478149414
2014-08-29,107.99776458740234
2014-09-02,108.08806610107422
2014-09-03,108.55599212646484
2014-09-04,108.80350494384766
2014-09-05,109.36455535888672
2014-09-08,109.33977508544922
2014-09-09,108.9932861328125
2014-09-10,109.56256103515625
2014-09-11,108.20951080322266
2014-09-12,108.5972900390625
2014-09-15,108.53125762939453
2014-09-16,109.05929565429688
2014-09-17,109.30680084228516
2014-09-18,110.10706329345703
2014-09-19,110.15655517578125
2014-09-22,109.86779022216797
2014-09-23,108.93555450439453
2014-09-24,110.3463363647461
2014-09-25,108.7044906616211
2014-09-26,109.36455535888672
2014-09-29,107.978515625
2014-09-30,106.42745208740234
2014-10-01,103.81214141845703
2014-10-02,103.37489318847656
2014-10-03,103.55638122558594
2014-10-06,103.63890838623047
2014-10-07,101.8651123046875
2014-10-08,103.0779037475586
2014-10-09,100.63582611083984
2014-10-10,99.6375503540039
2014-10-13,98.0205307006836
2014-10-14,99.1590576171875
2014-10-15,100.1490707397461
2014-10-16,100.9493408203125
2014-10-17,102.39314270019531
2014-10-20,103.54817962646484
2014-10-21,105.2477035522461
2014-10-22,104.78568267822266
2014-10-23,104.4309310913086
2014-10-24,105.3714370727539
2014-10-27,103.54817962646484
2014-10-28,103.70489501953125
2014-10-29,101.15560150146484
2014-10-30,101.20507049560547
2014-10-31,103.94415283203125
2014-11-03,102.64887237548828
2014-11-04,102.525146484375
2014-11-05,103.76266479492188
2014-11-06,104.42267608642578
2014-11-07,104.50516510009766
2014-11-10,104.25765991210938
2014-11-11,104.52992248535156
2014-11-12,104.14218139648438
2014-11-13,104.5546646118164
2014-11-14,103.8369140625
2014-11-17,104.16691589355469
2014-11-18,105.46218872070312
2014-11-19,105.81695556640625
2014-11-20,106.27896881103516
2014-11-21,107.70623779296875
2014-11-24,106.82347106933594
2014-11-25,106.13870239257812
2014-11-26,107.15350341796875
2014-11-28,105.91596984863281
2014-12-01,105.23941802978516
2014-12-02,105.97370910644531
2014-12-03,107.54920196533203
2014-12-04,107.39167022705078
2014-12-05,107.40826416015625
2014-12-08,106.19760131835938
2014-12-09,105.8907699584961
2014-12-10,104.14942169189453
2014-12-11,104.69673919677734
2014-12-12,102.59049987792969
2014-12-15,102.7480697631836
2014-12-16,102.21735382080078
2014-12-17,104.87914276123047
2014-12-18,108.17110443115234
2014-12-19,107.83941650390625
2014-12-22,108.90910339355469
2014-12-23,109.5310287475586
2014-12-24,109.2408218383789
2014-12-26,109.64712524414062
2014-12-29,109.7217788696289
2014-12-30,108.90910339355469
2014-12-31,107.43311309814453
2015-01-02,107.75648498535156
2015-01-05,104.91232299804688
2015-01-06,103.5689697265625
2015-01-07,104.7298583984375
2015-01-08,106.45464324951172
2015-01-09,105.02010345458984
2015-01-12,104.78794860839844
2015-01-13,104.06649780273438
2015-01-14,103.31195068359375
2015-01-15,103.2124252319336
2015-01-16,102.43294525146484
2015-01-20,103.57726287841797
2015-01-21,104.20746612548828
2015-01-22,105.69176483154297
2015-01-23,104.76305389404297
2015-01-26,103.25387573242188
2015-01-27,102.15930938720703
2015-01-28,101.6866683959961
2015-01-29,100.70819091796875
2015-01-30,99.99506378173828
2015-02-02,101.34669494628906
2015-02-03,102.39148712158203
2015-02-04,101.75301361083984
2015-02-05,103.3285140991211
2015-02-06,103.85919189453125
2015-02-09,103.68507385253906
2015-02-10,103.57726287841797
2015-02-11,103.11293029785156
2015-02-12,103.950439453125
2015-02-13,105.21910858154297
2015-02-17,105.68347930908203
2015-02-18,105.83272552490234
2015-02-19,106.85269165039062
2015-02-20,107.22582244873047
2015-02-23,106.46295166015625
2015-02-24,106.45464324951172
2015-02-25,106.6287841796875
2015-02-26,106.0566177368164
2015-02-27,106.0566177368164
2015-03-02,108.03016662597656
2015-03-03,107.01020812988281
2015-03-04,106.49742889404297
2015-03-05,106.51408386230469
2015-03-06,105.30503845214844
2015-03-09,105.27169036865234
2015-03-10,103.69572448730469
2015-03-11,103.57901000976562
2015-03-12,104.75469207763672
2015-03-13,103.22880554199219
2015-03-16,103.59563446044922
2015-03-17,102.41161346435547
2015-03-18,104.07096099853516
2015-03-19,101.73621368408203
2015-03-20,101.66120147705078
2015-03-23,101.71119689941406
2015-03-24,101.35264587402344
2015-03-25,100.31036376953125
2015-03-26,100.4854736328125
2015-03-27,100.19361877441406
2015-03-30,101.32763671875
2015-03-31,100.67723846435547
2015-04-01,100.9023666381836
2015-04-02,101.95303344726562
2015-04-06,101.94468688964844
2015-04-07,102.36994171142578
2015-04-08,102.02804565429688
2015-04-09,102.20317077636719
2015-04-10,102.02804565429688
2015-04-13,101.07750701904297
2015-04-14,100.89402770996094
2015-04-15,101.31096649169922
2015-04-16,101.09416961669922
2015-04-17,100.4354248046875
2015-04-20,101.72787475585938
2015-04-21,101.08580780029297
2015-04-22,101.11084747314453
2015-04-23,101.61112976074219
2015-04-24,102.11141204833984
2015-04-27,103.0536880493164
2015-04-28,102.38661193847656
2015-04-29,103.97090148925781
2015-04-30,101.66949462890625
2015-05-01,102.35325622558594
2015-05-04,101.95303344726562
2015-05-05,100.81897735595703
2015-05-06,99.93513488769531
2015-05-07,100.7022476196289
2015-05-08,100.91069793701172
2015-05-11,99.35145568847656
2015-05-12,98.25910949707031
2015-05-13,98.23408508300781
2015-05-14,100.56884765625
2015-05-15,102.06140899658203
2015-05-18,101.60279846191406
2015-05-19,101.16921997070312
2015-05-20,101.2942886352539
2015-05-21,101.61112976074219
2015-05-22,101.73621368408203
2015-05-26,101.45271301269531
2015-05-27,101.33597564697266
2015-05-28,102.35325622558594
2015-05-29,102.44496154785156
2015-06-01,102.11141204833984
2015-06-02,102.17813873291016
2015-06-03,103.01268768310547
2015-06-04,101.80489349365234
2015-06-05,101.80489349365234
2015-06-08,102.14879608154297
2015-06-09,102.29137420654297
2015-06-10,103.17205047607422
2015-06-11,103.36493682861328
2015-06-12,103.31464385986328
2015-06-15,101.67071533203125
2015-06-16,102.10686492919922
2015-06-17,102.88684844970703
2015-06-18,103.82624816894531
2015-06-19,103.1636734008789
2015-06-22,103.45719146728516
2015-06-23,103.5830078125
2015-06-24,102.73588562011719
2015-06-25,102.50103759765625
2015-06-26,101.97267150878906
2015-06-29,100.06034088134766
2015-06-30,100.27005767822266
2015-07-01,100.04357147216797
2015-07-02,99.72486114501953
2015-07-06,98.85258483886719
2015-07-07,99.38937377929688
2015-07-08,97.36804962158203
2015-07-09,97.29255676269531
2015-07-10,98.44159698486328
2015-07-13,99.36420440673828
2015-07-14,100.03517150878906
2015-07-15,99.54873657226562
2015-07-16,99.14613342285156
2015-07-17,98.1396484375
2015-07-20,97.88805389404297
2015-07-21,96.7893295288086
2015-07-22,96.57962799072266
2015-07-23,96.62159729003906
2015-07-24,94.75958251953125
2015-07-27,93.78666687011719
2015-07-28,96.77254486083984
2015-07-29,97.23384857177734
2015-07-30,95.84152221679688
2015-07-31,95.7325210571289
2015-08-03,95.30476379394531
2015-08-04,95.10347747802734
2015-08-05,95.10347747802734
2015-08-06,95.06153869628906
2015-08-07,94.90217590332031
2015-08-10,96.84801483154297
2015-08-11,95.59831237792969
2015-08-12,95.1537857055664
2015-08-13,95.33831024169922
2015-08-14,95.6067123413086
2015-08-17,95.61507415771484
2015-08-18,95.2041244506836
2015-08-19,94.28987121582031
2015-08-20,93.64408874511719
2015-08-21,91.0943374633789
2015-08-24,88.36846923828125
2015-08-25,86.38908386230469
2015-08-26,87.26974487304688
2015-08-27,88.22589111328125
2015-08-28,89.06462097167969
2015-08-31,88.695556640625
2015-09-01,85.86904907226562
2015-09-02,86.34712982177734
2015-09-03,87.00171661376953
2015-09-04,85.67570495605469
2015-09-08,88.06586456298828
2015-09-09,88.09123992919922
2015-09-10,88.84292602539062
2015-09-11,88.48818969726562
2015-09-14,88.18415069580078
2015-09-15,89.27365112304688
2015-09-16,90.7516860961914
2015-09-17,90.41386413574219
2015-09-18,88.79224395751953
2015-09-21,88.89356994628906
2015-09-22,87.3564453125
2015-09-23,85.00000762939453
2015-09-24,85.3040542602539
2015-09-25,85.23650360107422
2015-09-28,83.75846099853516
2015-09-29,84.92401885986328
2015-09-30,86.03043365478516
2015-10-01,85.65035247802734
2015-10-02,87.11994171142578
2015-10-05,89.81420135498047
2015-10-06,89.50169372558594
2015-10-07,90.57435607910156
2015-10-08,91.71451568603516
2015-10-09,91.76520538330078
2015-10-12,91.66387176513672
2015-10-13,91.52872467041016
2015-10-14,92.03548431396484
2015-10-15,92.47464752197266
2015-10-16,92.42400360107422
2015-10-19,92.17060852050781
2015-10-20,92.3648681640625
2015-10-21,91.11488342285156
2015-10-22,93.12501525878906
2015-10-23,94.3834457397461
2015-10-26,93.02366638183594
2015-10-27,92.28886413574219
2015-10-28,92.82942199707031
2015-10-29,95.22807312011719
2015-10-30,93.8260269165039
2015-11-02,94.9155502319336
2015-11-03,95.91217803955078
2015-11-04,95.45610809326172
2015-11-05,95.76014709472656
2015-11-06,95.92906188964844
2015-11-09,95.01691436767578
2015-11-10,94.25674438476562
2015-11-11,93.78380584716797
2015-11-12,93.04055786132812
2015-11-13,95.86996459960938
2015-11-16,97.95608520507812
2015-11-17,95.78549194335938
2015-11-18,97.61827087402344
2015-11-19,97.60136413574219
2015-11-20,97.17062377929688
2015-11-23,96.77366638183594
2015-11-24,96.30914306640625
2015-11-25,95.61653900146484
2015-11-27,96.20777893066406
2015-11-30,95.2702865600586
2015-12-01,94.61993408203125
2015-12-02,93.20945739746094
2015-12-03,92.7121353149414
2015-12-04,93.74928283691406
2015-12-07,93.1372299194336
2015-12-08,90.72289276123047
2015-12-09,91.01195526123047
2015-12-10,90.68893432617188
2015-12-11,89.51578521728516
2015-12-14,89.0227279663086
2015-12-15,89.94932556152344
2015-12-16,90.10237121582031
2015-12-17,87.49253845214844
2015-12-18,86.3023910522461
2015-12-21,86.81246185302734
2015-12-22,87.39903259277344
2015-12-23,89.03971099853516
2015-12-24,88.84420013427734
2015-12-28,88.2236099243164
2015-12-29,88.75067901611328
2015-12-30,87.71357727050781
2015-12-31,87.05048370361328
2016-01-04,86.42991638183594
2016-01-05,86.13238525390625
2016-01-06,85.26528930664062
2016-01-07,83.13150787353516
2016-01-08,83.18253326416016
2016-01-11,83.68407440185547
2016-01-12,84.91671752929688
2016-01-13,83.31854248046875
2016-01-14,84.83170318603516
2016-01-15,82.7914810180664
2016-01-19,83.46305847167969
2016-01-20,83.15701293945312
2016-01-21,83.27603149414062
2016-01-22,83.38652038574219
2016-01-25,81.72032928466797
2016-01-26,83.42906188964844
2016-01-27,83.3950424194336
2016-01-28,83.48004150390625
2016-01-29,85.01024627685547
2016-02-01,85.46080017089844
2016-02-02,83.43753051757812
2016-02-03,87.80709075927734
2016-02-04,89.71128845214844
2016-02-05,89.34574127197266
2016-02-08,86.65093994140625
2016-02-09,88.25762939453125
2016-02-10,87.87511444091797
2016-02-11,86.76145935058594
2016-02-12,88.26614379882812
2016-02-16,88.41065979003906
2016-02-17,88.83570098876953
2016-02-18,88.83570098876953
2016-02-19,87.82408142089844
2016-02-22,88.59766387939453
2016-02-23,86.89746856689453
2016-02-24,86.61692810058594
2016-02-25,87.22899627685547
2016-02-26,87.76457214355469
2016-02-29,86.53191375732422
2016-03-01,89.54978942871094
2016-03-02,88.5296401977539
2016-03-03,90.62751770019531
2016-03-04,93.15351867675781
2016-03-07,92.98225402832031
2016-03-08,92.59693145751953
2016-03-09,93.38467407226562
2016-03-10,94.75473022460938
2016-03-11,95.14005279541016
2016-03-14,94.10395812988281
2016-03-15,93.71011352539062
2016-03-16,94.30093383789062
2016-03-17,96.86115264892578
2016-03-18,96.65563201904297
2016-03-21,96.72415924072266
2016-03-22,96.39876556396484
2016-03-23,96.58715057373047
2016-03-24,95.67949676513672
2016-03-28,96.28746032714844
2016-03-29,96.29603576660156
2016-03-30,98.47093200683594
2016-03-31,97.9999771118164
2016-04-01,98.67644500732422
2016-04-04,98.22262573242188
2016-04-05,96.74984741210938
2016-04-06,96.9981460571289
2016-04-07,95.61957550048828
2016-04-08,96.15902709960938
2016-04-11,96.53575134277344
2016-04-12,97.6660385131836
2016-04-13,98.95902252197266
2016-04-14,98.92475128173828
2016-04-15,99.60123443603516
2016-04-18,99.42996215820312
2016-04-19,101.74188995361328
2016-04-20,102.14434814453125
2016-04-21,101.767578125
2016-04-22,102.42692565917969
2016-04-25,102.05870819091797
2016-04-26,102.25564575195312
2016-04-27,101.4250717163086
2016-04-28,101.26237487792969
2016-04-29,100.57736206054688
2016-05-02,100.52598571777344
2016-05-03,98.54800415039062
2016-05-04,97.56328582763672
2016-05-05,97.16085052490234
2016-05-06,97.87158203125
2016-05-09,96.78408813476562
2016-05-10,97.63179779052734
2016-05-11,97.1266098022461
2016-05-12,97.27215576171875
2016-05-13,95.8678970336914
2016-05-16,96.71560668945312
2016-05-17,96.14189910888672
2016-05-18,94.85748291015625
2016-05-19,94.2409896850586
2016-05-20,94.25812530517578
2016-05-23,94.60919189453125
2016-05-24,94.84891510009766
2016-05-25,95.5853271484375
2016-05-26,94.67766571044922
2016-05-27,94.84891510009766
2016-05-31,94.06971740722656
2016-06-01,94.90887451171875
2016-06-02,94.66911315917969
2016-06-03,95.03980255126953
2016-06-06,96.25541687011719
2016-06-07,96.43645477294922
2016-06-08,97.99689483642578
2016-06-09,97.79859161376953
2016-06-10,98.04861450195312
2016-06-13,97.3157958984375
2016-06-14,96.94509887695312
2016-06-15,96.55712127685547
2016-06-16,96.6606216430664
2016-06-17,96.64336395263672
2016-06-20,97.0916748046875
2016-06-21,96.42781066894531
2016-06-22,97.29855346679688
2016-06-23,99.3158950805664
2016-06-24,95.08295440673828
2016-06-27,92.25517272949219
2016-06-28,93.52249145507812
2016-06-29,95.39329528808594
2016-06-30,96.89335632324219
2016-07-01,97.7554931640625
2016-07-05,96.10884857177734
2016-07-06,96.41058349609375
2016-07-07,96.4192123413086
2016-07-08,98.91934204101562
2016-07-11,98.59172821044922
2016-07-12,100.85910034179688
2016-07-13,101.34188842773438
2016-07-14,102.03157806396484
2016-07-15,102.5833511352539
2016-07-18,102.298828125
2016-07-19,101.88500213623047
2016-07-20,101.96261596679688
2016-07-21,101.4539794921875
2016-07-22,101.4712142944336
2016-07-25,101.50569152832031
2016-07-26,102.0660629272461
2016-07-27,102.02296447753906
2016-07-28,100.96259307861328
2016-07-29,100.47118377685547
2016-08-01,99.91940307617188
2016-08-02,100.0487289428711
2016-08-03,100.50565338134766
2016-08-04,100.5832290649414
2016-08-05,100.61771392822266
2016-08-08,100.70394134521484
2016-08-09,100.79875946044922
2016-08-10,100.42806243896484
2016-08-11,100.8504867553711
2016-08-12,100.66946411132812
2016-08-15,101.7557144165039
2016-08-16,104.5489730834961
2016-08-17,103.83341979980469
2016-08-18,105.08346557617188
2016-08-19,105.66112518310547
2016-08-22,105.54903411865234
2016-08-23,105.56626892089844
2016-08-24,105.25592041015625
2016-08-25,106.07493591308594
2016-08-26,105.02315521240234
2016-08-29,105.39384460449219
2016-08-30,105.62663269042969
2016-08-31,105.21282196044922
2016-09-01,105.91112518310547
2016-09-02,106.41974639892578
2016-09-06,105.96004486083984
2016-09-07,106.02944946289062
2016-09-08,104.5809097290039
2016-09-09,101.83998107910156
2016-09-12,102.81143188476562
2016-09-13,102.35171508789062
2016-09-14,101.34557342529297
2016-09-15,102.53386688232422
2016-09-16,102.07415771484375
2016-09-19,102.18692016601562
2016-09-20,102.01343536376953
2016-09-21,102.35171508789062
2016-09-22,102.67264556884766
2016-09-23,101.34557342529297
2016-09-26,100.98992919921875
2016-09-27,101.48434448242188
2016-09-28,102.65530395507812
2016-09-29,103.09766387939453
2016-09-30,104.80642700195312
2016-10-03,105.16204071044922
2016-10-04,104.39876556396484
2016-10-05,104.39876556396484
2016-10-06,104.82377624511719
2016-10-07,103.08900451660156
2016-10-10,103.01959228515625
2016-10-11,101.59709930419922
2016-10-12,101.75321197509766
2016-10-13,101.5710678100586
2016-10-14,101.64044952392578
2016-10-17,101.5537338256836
2016-10-18,102.77674102783203
2016-10-19,103.98240661621094
2016-10-20,103.8869857788086
2016-10-21,103.98240661621094
2016-10-24,103.704833984375
2016-10-25,102.81143188476562
2016-10-26,102.84612274169922
2016-10-27,101.10267639160156
2016-10-28,101.86598205566406
2016-10-31,101.53638458251953
2016-11-01,100.59960174560547
2016-11-02,99.7495346069336
2016-11-03,99.61075592041016
2016-11-04,99.31584930419922
2016-11-07,101.90067291259766
2016-11-08,102.22161102294922
2016-11-09,102.94154357910156
2016-11-10,104.28599548339844
2016-11-11,102.22161102294922
2016-11-14,101.30217742919922
2016-11-15,101.5537338256836
2016-11-16,101.61444091796875
2016-11-17,100.86848449707031
2016-11-18,100.4261245727539
2016-11-21,101.25882720947266
2016-11-22,101.33688354492188
2016-11-23,102.96757507324219
2016-11-25,103.28849792480469
2016-11-28,102.95021057128906
2016-11-29,105.97740173339844
2016-11-30,104.34671020507812
2016-12-01,103.8523178100586
2016-12-02,103.72219848632812
2016-12-05,104.53395080566406
2016-12-06,103.88804626464844
2016-12-07,106.71611022949219
2016-12-08,107.32710266113281
2016-12-09,108.16507720947266
2016-12-12,107.78102111816406
2016-12-13,107.99922180175781
2016-12-14,106.99542999267578
2016-12-15,107.73736572265625
2016-12-16,106.91687774658203
2016-12-19,107.36201477050781
2016-12-20,103.33815002441406
2016-12-21,103.46031951904297
2016-12-22,102.29070281982422
2016-12-23,102.63984680175781
2016-12-27,103.47776794433594
2016-12-28,102.54383087158203
2016-12-29,102.48273468017578
2016-12-30,102.29070281982422
2017-01-03,102.03756713867188
2017-01-04,101.99393463134766
2017-01-05,100.96395874023438
2017-01-06,101.42655944824219
2017-01-09,101.73207092285156
2017-01-10,101.12103271484375
2017-01-11,102.05502319335938
2017-01-12,102.34307861328125
2017-01-13,102.19468688964844
2017-01-17,102.05502319335938
2017-01-18,101.77569580078125
2017-01-19,101.33928680419922
2017-01-20,102.46527099609375
2017-01-23,101.84553527832031
2017-01-24,102.72711944580078
2017-01-25,104.36810302734375
2017-01-26,104.30701446533203
2017-01-27,104.91802215576172
2017-01-30,104.1324462890625
2017-01-31,103.38179779052734
2017-02-01,102.95408630371094
2017-02-02,101.79316711425781
2017-02-03,102.53510284423828
2017-02-06,101.63603973388672
2017-02-07,101.51384735107422
2017-02-08,101.51384735107422
2017-02-09,101.0425033569336
2017-02-10,101.45274353027344
2017-02-13,102.50891876220703
2017-02-14,102.40416717529297
2017-02-15,102.63984680175781
2017-02-16,102.56128692626953
2017-02-17,102.49144744873047
2017-02-21,103.26830291748047
2017-02-22,102.8144302368164
2017-02-23,103.0500717163086
2017-02-24,103.09373474121094
2017-02-27,103.45159912109375
2017-02-28,103.6174545288086
2017-03-01,105.05765533447266
2017-03-02,103.6785659790039
2017-03-03,103.33411407470703
2017-03-06,103.44833374023438
2017-03-07,104.37975311279297
2017-03-08,104.18641662597656
2017-03-09,102.798095703125
2017-03-10,102.76294708251953
2017-03-13,102.56085968017578
2017-03-14,102.49934387207031
2017-03-15,104.23036193847656
2017-03-16,102.91234588623047
2017-03-17,103.96676635742188
2017-03-20,103.8964614868164
2017-03-21,102.76294708251953
2017-03-22,102.86839294433594
2017-03-23,103.3692398071289
2017-03-24,102.2884521484375
2017-03-27,103.58893585205078
2017-03-28,104.37094116210938
2017-03-29,104.01947021484375
2017-03-30,104.21279907226562
2017-03-31,104.21279907226562
2017-04-03,103.68558502197266
2017-04-04,104.80152893066406
2017-04-05,103.79981231689453
2017-04-06,104.8893814086914
2017-04-07,104.4324722290039
2017-04-10,105.06513977050781
2017-04-11,104.72244262695312
2017-04-12,103.88768005371094
2017-04-13,103.2198715209961
2017-04-17,103.72953033447266
2017-04-18,103.96676635742188
2017-04-19,103.82617950439453
2017-04-20,105.2057113647461
2017-04-21,105.07391357421875
2017-04-24,108.08783721923828
2017-04-25,109.57279968261719
2017-04-26,109.93306732177734
2017-04-27,110.25818634033203
2017-04-28,109.81884765625
2017-05-01,109.80130767822266
2017-05-02,110.33727264404297
2017-05-03,110.30213165283203
2017-05-04,110.99628448486328
2017-05-05,113.7729263305664
2017-05-08,113.43025207519531
2017-05-09,113.01729583740234
2017-05-10,113.50056457519531
2017-05-11,113.43025207519531
2017-05-12,113.98384857177734
2017-05-15,114.37924194335938
2017-05-16,115.1349105834961
2017-05-17,113.19303131103516
2017-05-18,112.79759979248047
2017-05-19,113.55328369140625
2017-05-22,114.07173919677734
2017-05-23,114.20353698730469
2017-05-24,116.22450256347656
2017-05-25,115.92575073242188
2017-05-26,115.96090698242188
2017-05-30,115.62699890136719
2017-05-31,116.2420654296875
2017-06-01,117.82371520996094
2017-06-02,120.04679870605469
2017-06-05,117.9151382446289
2017-06-06,117.80020141601562
2017-06-07,117.6146240234375
2017-06-08,117.5262451171875
2017-06-09,120.3631820678711
2017-06-12,119.28500366210938
2017-06-13,120.44273376464844
2017-06-14,119.47944641113281
2017-06-15,119.18775939941406
2017-06-16,120.19526672363281
2017-06-19,120.6018295288086
2017-06-20,119.09938049316406
2017-06-21,117.42023468017578
2017-06-22,117.07551574707031
2017-06-23,117.36717987060547
2017-06-26,117.4378890991211
2017-06-27,116.8634033203125
2017-06-28,118.10953521728516
2017-06-29,116.36846923828125
2017-06-30,117.1462173461914
2017-07-03,118.58679962158203
2017-07-05,117.24344635009766
2017-07-06,117.04013061523438
2017-07-07,117.5969467163086
2017-07-10,117.84441375732422
2017-07-11,117.50858306884766
2017-07-12,118.26863861083984
2017-07-13,118.05652618408203
2017-07-14,118.70169830322266
2017-07-17,118.9049301147461
2017-07-18,118.56913757324219
2017-07-19,119.85942077636719
2017-07-20,119.49712371826172
2017-07-21,119.08169555664062
2017-07-24,119.50595092773438
2017-07-25,120.071533203125
2017-07-26,119.3380126953125
2017-07-27,117.28764343261719
2017-07-28,116.88990020751953
2017-07-31,115.03397369384766
2017-08-01,115.52002716064453
2017-08-02,115.42284393310547
2017-08-03,115.17538452148438
2017-08-04,115.02513885498047
2017-08-07,115.08699035644531
2017-08-08,113.63758850097656
2017-08-09,113.88504028320312
2017-08-10,112.78913879394531
2017-08-11,112.63006591796875
2017-08-14,115.8293685913086
2017-08-15,116.19171905517578
2017-08-16,118.06534576416016
2017-08-17,116.47452545166016
2017-08-18,116.9252700805664
2017-08-21,115.96195220947266
2017-08-22,117.32296752929688
2017-08-23,116.99598693847656
2017-08-24,116.79269409179688
2017-08-25,117.03131103515625
2017-08-28,116.7308349609375
2017-08-29,115.67030334472656
2017-08-30,115.45818328857422
2017-08-31,116.25360870361328
2017-09-01,115.80284881591797
2017-09-05,115.15770721435547
2017-09-06,116.4568862915039
2017-09-07,117.57537841796875
2017-09-08,117.77096557617188
2017-09-11,120.03819274902344
2017-09-12,119.86927032470703
2017-09-13,119.27355194091797
2017-09-14,119.2201919555664
2017-09-15,119.33576965332031
2017-09-18,119.79810333251953
2017-09-19,121.371826171875
2017-09-20,122.68773651123047
2017-09-21,123.20343017578125
2017-09-22,122.34100341796875
2017-09-25,122.4299087524414
2017-09-26,123.07891082763672
2017-09-27,123.32788848876953
2017-09-28,125.41726684570312
2017-09-29,124.24366760253906
2017-10-02,125.53285217285156
2017-10-03,126.6886978149414
2017-10-04,126.56422424316406
2017-10-05,126.56422424316406
2017-10-06,126.21748352050781
2017-10-09,125.24834442138672
2017-10-10,125.02606964111328
2017-10-11,125.52395629882812
2017-10-12,126.137451171875
2017-10-13,126.43971252441406
2017-10-16,125.62174224853516
2017-10-17,125.75514221191406
2017-10-18,124.38590240478516
2017-10-19,124.83934020996094
2017-10-20,127.2666244506836
2017-10-23,126.64424896240234
2017-10-24,127.09766387939453
2017-10-25,127.6933822631836
2017-10-26,133.01022338867188
2017-10-27,131.7122039794922
2017-10-30,131.0987091064453
2017-10-31,129.9161376953125
2017-11-01,131.51654052734375
2017-11-02,131.49876403808594
2017-11-03,131.14312744140625
2017-11-06,131.116455078125
2017-11-07,132.43235778808594
2017-11-08,133.3391876220703
2017-11-09,131.9966583251953
2017-11-10,131.8365936279297
2017-11-13,131.72105407714844
2017-11-14,131.2587127685547
2017-11-15,129.9606170654297
2017-11-16,132.51234436035156
2017-11-17,133.9348907470703
2017-11-20,134.13937377929688
2017-11-21,134.56619262695312
2017-11-22,134.8950958251953
2017-11-24,135.926513671875
2017-11-27,135.2152099609375
2017-11-28,139.02059936523438
2017-11-29,137.96255493164062
2017-11-30,136.85118103027344
2017-12-01,135.02853393554688
2017-12-04,136.35325622558594
2017-12-05,136.10433959960938
2017-12-06,134.404541015625
2017-12-07,134.9139404296875
2017-12-08,135.3160858154297
2017-12-11,136.07574462890625
2017-12-12,135.25352478027344
2017-12-13,135.19093322753906
2017-12-14,133.28733825683594
2017-12-15,133.6984405517578
2017-12-18,137.03199768066406
2017-12-19,137.7826690673828
2017-12-20,137.6397247314453
2017-12-21,137.72012329101562
2017-12-22,137.48777770996094
2017-12-26,136.38853454589844
2017-12-27,137.80059814453125
2017-12-28,138.7836456298828
2017-12-29,138.23854064941406
2018-01-02,139.5880126953125
2018-01-03,140.7587432861328
2018-01-04,142.96620178222656
2018-01-05,144.21739196777344
2018-01-08,144.16375732421875
2018-01-09,145.56689453125
2018-01-10,145.33453369140625
2018-01-11,146.39805603027344
2018-01-12,146.70191955566406
2018-01-16,144.8698272705078
2018-01-17,146.08522033691406
2018-01-18,144.33358764648438
2018-01-19,144.67318725585938
2018-01-22,143.547119140625
2018-01-23,142.30484008789062
2018-01-24,143.77056884765625
2018-01-25,145.98692321777344
2018-01-26,148.07818603515625
2018-01-29,145.52220153808594
2018-01-30,143.63645935058594
2018-01-31,144.3246307373047
2018-02-01,142.84104919433594
2018-02-02,138.5691680908203
2018-02-05,134.34188842773438
2018-02-06,138.80157470703125
2018-02-07,134.0648651123047
2018-02-08,128.7562713623047
2018-02-09,133.59120178222656
2018-02-12,137.40736389160156
2018-02-13,137.47885131835938
2018-02-14,138.58702087402344
2018-02-15,139.23944091796875
2018-02-16,137.28221130371094
2018-02-20,137.27328491210938
2018-02-21,136.50469970703125
2018-02-22,137.33587646484375
2018-02-23,139.0785675048828
