,MOS
2014-09-03,38.91803741455078
2014-09-04,38.6297607421875
2014-09-05,38.9262809753418
2014-09-08,38.827430725097656
2014-09-09,38.07789611816406
2014-09-10,38.04494857788086
2014-09-11,38.020240783691406
2014-09-12,38.127323150634766
2014-09-15,38.226158142089844
2014-09-16,38.53091812133789
2014-09-17,38.55562973022461
2014-09-18,38.48973846435547
2014-09-19,38.25086212158203
2014-09-22,38.028472900390625
2014-09-23,37.740196228027344
2014-09-24,37.87199783325195
2014-09-25,37.42720413208008
2014-09-26,37.484867095947266
2014-09-29,37.410728454589844
2014-09-30,36.578826904296875
2014-10-01,35.60691452026367
2014-10-02,35.35980987548828
2014-10-03,35.09625244140625
2014-10-06,35.45864486694336
2014-10-07,34.997398376464844
2014-10-08,35.57398223876953
2014-10-09,34.63499450683594
2014-10-10,34.28080749511719
2014-10-13,33.81957244873047
2014-10-14,34.15727233886719
2014-10-15,34.09961700439453
2014-10-16,33.68777847290039
2014-10-17,33.57247543334961
2014-10-20,34.42908477783203
2014-10-21,35.11272430419922
2014-10-22,35.26097106933594
2014-10-23,34.95621871948242
2014-10-24,35.7140007019043
2014-10-27,35.3515739440918
2014-10-28,35.57398223876953
2014-10-29,35.18684768676758
2014-10-30,35.6645622253418
2014-10-31,36.49647903442383
2014-11-03,36.0764045715332
2014-11-04,35.83754348754883
2014-11-05,36.15876770019531
2014-11-06,36.39763259887695
2014-11-07,36.265846252441406
2014-11-10,36.33173751831055
2014-11-11,36.908287048339844
2014-11-12,37.20481491088867
2014-11-13,37.39426040649414
2014-11-14,37.18834686279297
2014-11-17,37.28719711303711
2014-11-18,38.52267074584961
2014-11-19,39.20631790161133
2014-11-20,38.901573181152344
2014-11-21,38.88508224487305
2014-11-24,37.44369125366211
2014-11-25,37.50133514404297
2014-11-26,37.55899429321289
2014-11-28,37.69902038574219
2014-12-01,36.83417510986328
2014-12-02,37.148921966552734
2014-12-03,37.968936920166016
2014-12-04,37.960655212402344
2014-12-05,38.084896087646484
2014-12-08,37.256587982177734
2014-12-09,37.57963943481445
2014-12-10,38.026912689208984
2014-12-11,37.819847106933594
2014-12-12,36.941837310791016
2014-12-15,36.585689544677734
2014-12-16,36.27094268798828
2014-12-17,36.743064880371094
2014-12-18,37.447105407714844
2014-12-19,38.109737396240234
2014-12-22,38.184288024902344
2014-12-23,38.42449951171875
2014-12-24,38.200843811035156
2014-12-26,38.084896087646484
2014-12-29,38.250545501708984
2014-12-30,38.200843811035156
2014-12-31,37.811553955078125
2015-01-02,37.91094207763672
2015-01-05,37.23176193237305
2015-01-06,37.728729248046875
2015-01-07,37.927513122558594
2015-01-08,38.37480163574219
2015-01-09,38.06833267211914
2015-01-12,38.39963912963867
2015-01-13,37.64590072631836
2015-01-14,37.68731689453125
2015-01-15,37.629337310791016
2015-01-16,38.09318923950195
2015-01-20,39.468135833740234
2015-01-21,39.89884567260742
2015-01-22,40.304718017578125
2015-01-23,39.708351135253906
2015-01-26,40.039649963378906
2015-01-27,40.263301849365234
2015-01-28,39.50955581665039
2015-01-29,39.94026184082031
2015-01-30,40.32957458496094
2015-02-02,40.66088104248047
2015-02-03,41.51401901245117
2015-02-04,40.867950439453125
2015-02-05,41.24068832397461
2015-02-06,41.166141510009766
2015-02-09,41.82048797607422
2015-02-10,42.06068801879883
2015-02-11,42.40029525756836
2015-02-12,43.10435485839844
2015-02-13,43.34455108642578
2015-02-17,43.07950973510742
2015-02-18,43.62615966796875
2015-02-19,43.91606140136719
2015-02-20,43.96577453613281
2015-02-23,43.874671936035156
2015-02-24,44.056880950927734
2015-02-25,44.36335372924805
2015-02-26,44.06516647338867
2015-02-27,44.11486053466797
2015-03-02,44.33850860595703
2015-03-03,43.780941009521484
2015-03-04,43.190101623535156
2015-03-05,41.96678161621094
2015-03-06,40.801734924316406
2015-03-09,41.0513916015625
2015-03-10,40.21920394897461
2015-03-11,39.81975555419922
2015-03-12,39.72822952270508
2015-03-13,38.970947265625
2015-03-16,39.02920150756836
2015-03-17,39.3537483215332
2015-03-18,39.570106506347656
2015-03-19,38.55485153198242
2015-03-20,38.69633865356445
2015-03-23,39.00422286987305
2015-03-24,39.045833587646484
2015-03-25,38.72128677368164
2015-03-26,38.88773727416992
2015-03-27,38.32183837890625
2015-03-30,39.41200637817383
2015-03-31,38.330177307128906
2015-04-01,37.839176177978516
2015-04-02,38.172061920166016
2015-04-06,38.18870544433594
2015-04-07,38.14708709716797
2015-04-08,38.28023147583008
2015-04-09,38.28023147583008
2015-04-10,38.1554069519043
2015-04-13,37.964012145996094
2015-04-14,37.955684661865234
2015-04-15,38.238624572753906
2015-04-16,38.29688262939453
2015-04-17,37.714351654052734
2015-04-20,37.44805908203125
2015-04-21,37.19007873535156
2015-04-22,37.15679168701172
2015-04-23,37.348201751708984
2015-04-24,37.43972396850586
2015-04-27,37.115196228027344
2015-04-28,36.865535736083984
2015-04-29,36.64084243774414
2015-04-30,36.61589050292969
2015-05-01,37.43141174316406
2015-05-04,37.165122985839844
2015-05-05,36.707420349121094
2015-05-06,36.89882278442383
2015-05-07,37.02363967895508
2015-05-08,37.830867767333984
2015-05-11,37.44805908203125
2015-05-12,37.314918518066406
2015-05-13,37.79757308959961
2015-05-14,37.914085388183594
2015-05-15,38.79618453979492
2015-05-18,38.84611892700195
2015-05-19,38.779541015625
2015-05-20,39.34542465209961
2015-05-21,39.47024917602539
2015-05-22,39.13737869262695
2015-05-26,38.67136001586914
2015-05-27,38.77122116088867
2015-05-28,38.72128677368164
2015-05-29,38.1554069519043
2015-06-01,37.747650146484375
2015-06-02,37.90252685546875
2015-06-03,38.019744873046875
2015-06-04,37.324832916259766
2015-06-05,37.0987663269043
2015-06-08,36.864341735839844
2015-06-09,36.780601501464844
2015-06-10,37.34995651245117
2015-06-11,37.55088806152344
2015-06-12,37.29133987426758
2015-06-15,37.21599578857422
2015-06-16,37.34157943725586
2015-06-17,37.567626953125
2015-06-18,37.70158767700195
2015-06-19,37.542518615722656
2015-06-22,37.668087005615234
2015-06-23,37.90252685546875
2015-06-24,37.877418518066406
2015-06-25,38.68955612182617
2015-06-26,38.97422790527344
2015-06-29,38.43001174926758
2015-06-30,39.22539520263672
2015-07-01,39.12493133544922
2015-07-02,39.057952880859375
2015-07-06,38.8905029296875
2015-07-07,38.46349334716797
2015-07-08,37.760196685791016
2015-07-09,37.43367385864258
2015-07-10,37.709964752197266
2015-07-13,37.97788619995117
2015-07-14,38.287681579589844
2015-07-15,38.05323791503906
2015-07-16,37.90252685546875
2015-07-17,37.89414596557617
2015-07-20,37.63462448120117
2015-07-21,37.55088806152344
2015-07-22,37.006675720214844
2015-07-23,36.80572509765625
2015-07-24,35.909873962402344
2015-07-27,35.40751647949219
2015-07-28,35.801021575927734
2015-07-29,35.76753616333008
2015-07-30,35.85963439941406
2015-07-31,35.95172882080078
2015-08-03,35.801021575927734
2015-08-04,36.82246017456055
2015-08-05,37.324832916259766
2015-08-06,37.37506103515625
2015-08-07,37.17412185668945
2015-08-10,37.91090393066406
2015-08-11,36.7136344909668
2015-08-12,36.46245574951172
2015-08-13,36.2866325378418
2015-08-14,36.23639678955078
2015-08-17,36.68851852416992
2015-08-18,36.49595260620117
2015-08-19,35.64194107055664
2015-08-20,34.72934341430664
2015-08-21,33.43994903564453
2015-08-24,32.01663589477539
2015-08-25,31.45567512512207
2015-08-26,32.585968017578125
2015-08-27,33.95069122314453
2015-08-28,34.36094665527344
2015-08-31,34.18513107299805
2015-09-01,33.05138397216797
2015-09-02,33.45598602294922
2015-09-03,34.029178619384766
2015-09-04,33.439125061035156
2015-09-08,33.97016525268555
2015-09-09,33.36326217651367
2015-09-10,33.25368881225586
2015-09-11,32.99237823486328
2015-09-14,32.6046257019043
2015-09-15,33.11882400512695
2015-09-16,33.21996307373047
2015-09-17,32.731075286865234
2015-09-18,31.171642303466797
2015-09-21,30.716461181640625
2015-09-22,28.55855941772461
2015-09-23,26.956981658935547
2015-09-24,27.35315704345703
2015-09-25,27.09185218811035
2015-09-28,26.097183227539062
2015-09-29,26.164627075195312
2015-09-30,26.22362518310547
2015-10-01,25.40598487854004
2015-10-02,26.122472763061523
2015-10-05,27.024417877197266
2015-10-06,27.04127311706543
2015-10-07,28.229806900024414
2015-10-08,28.566972732543945
2015-10-09,28.60069465637207
2015-10-12,27.88420867919922
2015-10-13,28.187654495239258
2015-10-14,29.780813217163086
2015-10-15,29.443634033203125
2015-10-16,29.443634033203125
2015-10-19,28.79456901550293
2015-10-20,29.300321578979492
2015-10-21,29.005306243896484
2015-10-22,29.63751220703125
2015-10-23,30.025249481201172
2015-10-26,29.83136558532715
2015-10-27,28.887292861938477
2015-10-28,29.131746292114258
2015-10-29,29.21603775024414
2015-10-30,28.482681274414062
2015-11-02,29.064306259155273
2015-11-03,30.775461196899414
2015-11-04,28.137083053588867
2015-11-05,27.53860092163086
2015-11-06,27.395301818847656
2015-11-09,27.513315200805664
2015-11-10,26.771535873413086
2015-11-11,26.847396850585938
2015-11-12,26.687244415283203
2015-11-13,27.150854110717773
2015-11-16,27.547029495239258
2015-11-17,26.746248245239258
2015-11-18,26.931692123413086
2015-11-19,27.235149383544922
2015-11-20,26.350069046020508
2015-11-23,26.097183227539062
2015-11-24,26.57765769958496
2015-11-25,26.518657684326172
2015-11-27,26.17305564880371
2015-11-30,26.67038345336914
2015-12-01,27.057279586791992
2015-12-02,26.11341667175293
2015-12-03,26.385526657104492
2015-12-04,26.257976531982422
2015-12-07,27.25284767150879
2015-12-08,25.52669906616211
2015-12-09,26.22395896911621
2015-12-10,25.569215774536133
2015-12-11,24.973989486694336
2015-12-14,24.404272079467773
2015-12-15,25.05902099609375
2015-12-16,25.586217880249023
2015-12-17,24.523317337036133
2015-12-18,24.26821517944336
2015-12-21,23.16279411315918
2015-12-22,24.404272079467773
2015-12-23,25.5181941986084
2015-12-24,25.29710578918457
2015-12-28,24.642358779907227
2015-12-29,24.548830032348633
2015-12-30,24.106664657592773
2015-12-31,23.460407257080078
2016-01-04,24.16618537902832
2016-01-05,24.064144134521484
2016-01-06,22.4825439453125
2016-01-07,21.708749771118164
2016-01-08,21.181547164916992
2016-01-11,20.23768424987793
2016-01-12,20.883934020996094
2016-01-13,20.52680206298828
2016-01-14,21.309097290039062
2016-01-15,21.657732009887695
2016-01-19,21.113521575927734
2016-01-20,20.34822654724121
2016-01-21,20.934953689575195
2016-01-22,20.28020668029785
2016-01-25,19.047243118286133
2016-01-26,19.42987823486328
2016-01-27,19.191783905029297
2016-01-28,19.557430267333984
2016-01-29,20.492788314819336
2016-02-01,20.339733123779297
2016-02-02,18.792133331298828
2016-02-03,20.34822654724121
2016-02-04,21.0880126953125
2016-02-05,21.1390323638916
2016-02-08,20.05061912536621
2016-02-09,20.288707733154297
2016-02-10,19.914566040039062
2016-02-11,21.045495986938477
2016-02-12,19.48090171813965
2016-02-16,20.016613006591797
2016-02-17,21.513168334960938
2016-02-18,21.87030792236328
2016-02-19,20.747882843017578
2016-02-22,21.394126892089844
2016-02-23,20.730873107910156
2016-02-24,21.232568740844727
2016-02-25,21.61521339416504
2016-02-26,22.80565643310547
2016-02-29,22.661109924316406
2016-03-01,23.284029006958008
2016-03-02,24.186172485351562
2016-03-03,24.478290557861328
2016-03-04,25.44058609008789
2016-03-07,26.093570709228516
2016-03-08,25.028173446655273
2016-03-09,25.887361526489258
2016-03-10,25.311704635620117
2016-03-11,24.658721923828125
2016-03-14,25.311704635620117
2016-03-15,24.52125358581543
2016-03-16,25.002399444580078
2016-03-17,25.663969039916992
2016-03-18,25.53508949279785
2016-03-21,25.53508949279785
2016-03-22,25.04534912109375
2016-03-23,24.074474334716797
2016-03-24,23.421493530273438
2016-03-28,24.022924423217773
2016-03-29,24.031513214111328
2016-03-30,24.1603946685791
2016-03-31,23.198101043701172
2016-04-01,23.060630798339844
2016-04-04,22.1756649017334
2016-04-05,21.797622680664062
2016-04-06,21.823400497436523
2016-04-07,21.26492691040039
2016-04-08,21.445354461669922
2016-04-11,21.368030548095703
2016-04-12,21.935096740722656
2016-04-13,22.785690307617188
2016-04-14,21.883541107177734
2016-04-15,22.43341827392578
2016-04-18,22.768503189086914
2016-04-19,24.24631118774414
2016-04-20,24.504072189331055
2016-04-21,24.667314529418945
2016-04-22,24.529842376708984
2016-04-25,24.297866821289062
2016-04-26,24.529842376708984
2016-04-27,24.52125358581543
2016-04-28,24.547029495239258
2016-04-29,24.048704147338867
2016-05-02,24.504072189331055
2016-05-03,23.636289596557617
2016-05-04,23.2926082611084
2016-05-05,22.407651901245117
2016-05-06,22.330320358276367
2016-05-09,21.419580459594727
2016-05-10,22.390464782714844
2016-05-11,22.39905548095703
2016-05-12,21.857763290405273
2016-05-13,21.342254638671875
2016-05-16,22.167076110839844
2016-05-17,22.51075553894043
2016-05-18,21.677335739135742
2016-05-19,22.055383682250977
2016-05-20,22.287368774414062
2016-05-23,22.605255126953125
2016-05-24,22.304542541503906
2016-05-25,22.759918212890625
2016-05-26,22.450607299804688
2016-05-27,22.07255744934082
2016-05-31,21.911893844604492
2016-06-01,21.911893844604492
2016-06-02,22.276655197143555
2016-06-03,23.188566207885742
2016-06-06,24.6302547454834
2016-06-07,25.212139129638672
2016-06-08,24.334970474243164
2016-06-09,23.909414291381836
2016-06-10,23.423057556152344
2016-06-13,23.370954513549805
2016-06-14,22.83249282836914
2016-06-15,22.841171264648438
2016-06-16,22.493776321411133
2016-06-17,23.223310470581055
2016-06-20,23.344894409179688
2016-06-21,23.423057556152344
2016-06-22,23.223310470581055
2016-06-23,24.317596435546875
2016-06-24,23.370954513549805
2016-06-27,21.442913055419922
2016-06-28,21.937950134277344
2016-06-29,22.250608444213867
2016-06-30,22.736957550048828
2016-07-01,23.075668334960938
2016-07-05,22.120330810546875
2016-07-06,21.911893844604492
2016-07-07,21.70345687866211
2016-07-08,22.129018783569336
2016-07-11,22.311391830444336
2016-07-12,22.997501373291016
2016-07-13,23.805198669433594
2016-07-14,24.473922729492188
2016-07-15,24.91686248779297
2016-07-18,25.429256439208984
2016-07-19,24.908172607421875
2016-07-20,25.19477081298828
2016-07-21,25.090551376342773
2016-07-22,24.560779571533203
2016-07-25,24.86474609375
2016-07-26,25.481367111206055
2016-07-27,25.081863403320312
2016-07-28,24.01363182067871
2016-07-29,23.449113845825195
2016-08-01,23.127775192260742
2016-08-02,23.674922943115234
2016-08-03,23.70966148376465
2016-08-04,22.9627628326416
2016-08-05,23.68360710144043
2016-08-08,24.59551429748535
2016-08-09,24.499980926513672
2016-08-10,24.21337890625
2016-08-11,24.41313362121582
2016-08-12,23.605440139770508
2016-08-15,24.6910457611084
2016-08-16,24.378393173217773
2016-08-17,24.14390754699707
2016-08-18,24.282861709594727
2016-08-19,24.378393173217773
2016-08-22,24.65630531311035
2016-08-23,25.420574188232422
2016-08-24,24.699729919433594
2016-08-25,24.751842498779297
2016-08-26,23.97020721435547
2016-08-29,24.2741756439209
2016-08-30,26.445396423339844
2016-08-31,26.115367889404297
2016-09-01,25.333724975585938
2016-09-02,25.611642837524414
2016-09-06,25.116329193115234
2016-09-07,25.04619789123535
2016-09-08,24.76566505432129
2016-09-09,23.678607940673828
2016-09-12,23.88901138305664
2016-09-13,23.22274398803711
2016-09-14,22.64415168762207
2016-09-15,22.749345779418945
2016-09-16,22.389915466308594
2016-09-19,22.161985397338867
2016-09-20,21.99542236328125
2016-09-21,22.197050094604492
2016-09-22,22.398681640625
2016-09-23,21.75872039794922
2016-09-26,21.1625919342041
2016-09-27,21.03109359741211
2016-09-28,21.443119049072266
2016-09-29,21.259021759033203
2016-09-30,21.443119049072266
2016-10-03,21.820087432861328
2016-10-04,21.60091781616211
2016-10-05,21.977888107299805
2016-10-06,21.785018920898438
2016-10-07,21.548322677612305
2016-10-10,21.767488479614258
2016-10-11,21.793792724609375
2016-10-12,20.855758666992188
2016-10-13,20.37359619140625
2016-10-14,20.294694900512695
2016-10-17,20.014163970947266
2016-10-18,20.505090713500977
2016-10-19,20.899593353271484
2016-10-20,21.64475440979004
2016-10-21,21.311622619628906
2016-10-24,21.486949920654297
2016-10-25,21.56585693359375
2016-10-26,21.75872039794922
2016-10-27,20.978496551513672
2016-10-28,20.855758666992188
2016-10-31,20.62782859802246
2016-11-01,21.320383071899414
2016-11-02,21.67982292175293
2016-11-03,21.171363830566406
2016-11-04,21.47818946838379
2016-11-07,22.01295280456543
2016-11-08,22.95098114013672
2016-11-09,23.46820831298828
2016-11-10,24.748130798339844
2016-11-11,24.02927017211914
2016-11-14,24.800737380981445
2016-11-15,24.502670288085938
2016-11-16,23.853939056396484
2016-11-17,23.959142684936523
2016-11-18,24.77443504333496
2016-11-21,25.466995239257812
2016-11-22,23.99420738220215
2016-11-23,24.064340591430664
2016-11-25,24.04680824279785
2016-11-28,23.97667694091797
2016-11-29,23.96338653564453
2016-11-30,25.15004539489746
2016-12-01,25.761083602905273
2016-12-02,25.52198600769043
2016-12-05,25.831928253173828
2016-12-06,26.01790428161621
2016-12-07,26.770627975463867
2016-12-08,26.72635269165039
2016-12-09,27.824451446533203
2016-12-12,26.77948570251465
2016-12-13,26.141874313354492
2016-12-14,26.01790428161621
2016-12-15,26.33670425415039
2016-12-16,26.177303314208984
2016-12-19,24.59213638305664
2016-12-20,24.937509536743164
2016-12-21,25.486562728881836
2016-12-22,25.991329193115234
2016-12-23,25.840787887573242
2016-12-27,26.602375030517578
2016-12-28,25.734519958496094
2016-12-29,25.973623275756836
2016-12-30,25.973623275756836
2017-01-03,26.15073585510254
2017-01-04,27.284259796142578
2017-01-05,27.337390899658203
2017-01-06,27.275400161743164
2017-01-09,27.19569969177246
2017-01-10,27.204559326171875
2017-01-11,27.83330726623535
2017-01-12,27.815593719482422
2017-01-13,27.673904418945312
2017-01-17,27.24883270263672
2017-01-18,27.098291397094727
2017-01-19,26.788341522216797
2017-01-20,27.700471878051758
2017-01-23,27.9395694732666
2017-01-24,29.622156143188477
2017-01-25,29.453893661499023
2017-01-26,28.196393966674805
2017-01-27,27.824451446533203
2017-01-30,27.425949096679688
2017-01-31,27.78017234802246
2017-02-01,28.05469512939453
2017-02-02,27.851016998291016
2017-02-03,28.205245971679688
2017-02-06,28.36464500427246
2017-02-07,28.5417537689209
2017-02-08,28.5240421295166
2017-02-09,28.18752670288086
2017-02-10,29.09966468811035
2017-02-13,29.887821197509766
2017-02-14,30.126916885375977
2017-02-15,29.914382934570312
2017-02-16,29.356481552124023
2017-02-17,29.74612808227539
2017-02-21,29.790403366088867
2017-02-22,29.338768005371094
2017-02-23,28.18752670288086
2017-02-24,27.824451446533203
2017-02-27,27.93071937561035
2017-02-28,27.863719940185547
2017-03-01,27.720781326293945
2017-03-02,27.175832748413086
2017-03-03,26.997163772583008
2017-03-06,26.48794937133789
2017-03-07,26.06807518005371
2017-03-08,25.61246681213379
2017-03-09,25.907268524169922
2017-03-10,26.077009201049805
2017-03-13,26.014476776123047
2017-03-14,25.549930572509766
2017-03-15,26.032337188720703
2017-03-16,25.89832878112793
2017-03-17,26.059141159057617
2017-03-20,26.130613327026367
2017-03-21,25.58565902709961
2017-03-22,25.68393325805664
2017-03-23,25.907268524169922
2017-03-24,25.68393325805664
2017-03-27,25.58565902709961
2017-03-28,26.059141159057617
2017-03-29,26.336082458496094
2017-03-30,26.219940185546875
2017-03-31,26.06807518005371
2017-04-03,25.826868057250977
2017-04-04,26.05021095275879
2017-04-05,25.907268524169922
2017-04-06,26.077009201049805
2017-04-07,25.77326774597168
2017-04-10,25.853673934936523
2017-04-11,25.63033103942871
2017-04-12,25.147924423217773
2017-04-13,24.531511306762695
2017-04-17,24.44216537475586
2017-04-18,24.156293869018555
2017-04-19,23.96869468688965
2017-04-20,24.209897994995117
2017-04-21,23.825756072998047
2017-04-24,24.200965881347656
2017-04-25,24.60297966003418
2017-04-26,24.495769500732422
2017-04-27,24.52256965637207
2017-04-28,24.058027267456055
2017-05-01,24.004425048828125
2017-05-02,22.289188385009766
2017-05-03,21.109954833984375
2017-05-04,20.833019256591797
2017-05-05,20.949159622192383
2017-05-08,21.029560089111328
2017-05-09,20.984882354736328
2017-05-10,20.958086013793945
2017-05-11,21.17249298095703
2017-05-12,20.466747283935547
2017-05-15,20.949159622192383
2017-05-16,20.913423538208008
2017-05-17,20.377408981323242
2017-05-18,20.41314125061035
2017-05-19,21.12782859802246
2017-05-22,20.636484146118164
2017-05-23,20.833019256591797
2017-05-24,20.67222023010254
2017-05-25,20.457813262939453
2017-05-26,20.690086364746094
2017-05-30,20.627138137817383
2017-05-31,20.348398208618164
2017-06-01,20.492263793945312
2017-06-02,20.231496810913086
2017-06-05,20.321420669555664
2017-06-06,20.321420669555664
2017-06-07,20.006710052490234
2017-06-08,20.276460647583008
2017-06-09,21.139673233032227
2017-06-12,21.17563819885254
2017-06-13,21.310518264770508
2017-06-14,20.447303771972656
2017-06-15,20.078645706176758
2017-06-16,20.420333862304688
2017-06-19,20.555213928222656
2017-06-20,19.979732513427734
2017-06-21,19.665023803710938
2017-06-22,20.06964683532715
2017-06-23,20.654115676879883
2017-06-26,20.887903213500977
2017-06-27,20.348398208618164
2017-06-28,20.30344009399414
2017-06-29,20.330413818359375
2017-06-30,20.528234481811523
2017-07-03,21.373456954956055
2017-07-05,20.5642032623291
2017-07-06,20.14158821105957
2017-07-07,20.321420669555664
2017-07-10,21.40043067932129
2017-07-11,21.28354835510254
2017-07-12,21.193620681762695
2017-07-13,21.445392608642578
2017-07-14,21.32850456237793
2017-07-17,21.544301986694336
2017-07-18,21.55329704284668
2017-07-19,22.065818786621094
2017-07-20,21.966915130615234
2017-07-21,21.912961959838867
2017-07-24,21.724130630493164
2017-07-25,21.778091430664062
2017-07-26,21.220600128173828
2017-07-27,21.47237205505371
2017-07-28,21.73312759399414
2017-07-31,21.706157684326172
2017-08-01,20.582183837890625
2017-08-02,20.006710052490234
2017-08-03,20.06964683532715
2017-08-04,20.30344009399414
2017-08-07,19.754941940307617
2017-08-08,19.368297576904297
2017-08-09,19.116525650024414
2017-08-10,18.532058715820312
2017-08-11,18.289278030395508
2017-08-14,18.262300491333008
2017-08-15,18.127429962158203
2017-08-16,18.496089935302734
2017-08-17,18.0734806060791
2017-08-18,17.857675552368164
2017-08-21,17.857675552368164
2017-08-22,17.92961311340332
2017-08-23,18.13642120361328
2017-08-24,18.154401779174805
2017-08-25,18.316251754760742
2017-08-28,18.04650115966797
2017-08-29,17.92961311340332
2017-08-30,17.82170867919922
2017-08-31,17.965574264526367
2017-09-01,18.082468032836914
2017-09-05,17.49799919128418
2017-09-06,17.887653350830078
2017-09-07,17.697359085083008
2017-09-08,17.57049560546875
2017-09-11,18.1323184967041
2017-09-12,18.358854293823242
2017-09-13,18.24106216430664
2017-09-14,18.521963119506836
