,HON
2014-11-05,74.94671630859375
2014-11-06,74.94671630859375
2014-11-07,74.99319458007812
2014-11-10,75.38067626953125
2014-11-11,75.15592956542969
2014-11-12,75.17921447753906
2014-11-13,75.21791076660156
2014-11-14,75.00871276855469
2014-11-17,74.80720520019531
2014-11-18,75.44457244873047
2014-11-19,75.24195861816406
2014-11-20,75.36663818359375
2014-11-21,76.53535461425781
2014-11-24,76.56651306152344
2014-11-25,77.04180145263672
2014-11-26,77.19762420654297
2014-11-28,77.18980407714844
2014-12-01,75.888671875
2014-12-02,76.24705505371094
2014-12-03,77.89105987548828
2014-12-04,77.3378677368164
2014-12-05,77.67289733886719
2014-12-08,76.94050598144531
2014-12-09,77.38462829589844
2014-12-10,75.9665756225586
2014-12-11,76.27043151855469
2014-12-12,74.70435333251953
2014-12-15,74.64981842041016
2014-12-16,75.09393310546875
2014-12-17,76.09122467041016
2014-12-18,78.40528869628906
2014-12-19,78.81825256347656
2014-12-22,78.85721588134766
2014-12-23,79.45713806152344
2014-12-24,79.44155883789062
2014-12-26,79.18444061279297
2014-12-29,79.2155990600586
2014-12-30,78.47543334960938
2014-12-31,77.85208129882812
2015-01-02,78.09363555908203
2015-01-05,76.60546875
2015-01-06,76.42626190185547
2015-01-07,76.97943878173828
2015-01-08,78.3819351196289
2015-01-09,77.08074951171875
2015-01-12,76.7067642211914
2015-01-13,77.2521743774414
2015-01-14,76.89375305175781
2015-01-15,75.66271209716797
2015-01-16,76.52757263183594
2015-01-20,77.11968231201172
2015-01-21,77.33009338378906
2015-01-22,77.43914794921875
2015-01-23,79.8622817993164
2015-01-26,79.38703918457031
2015-01-27,78.61564636230469
2015-01-28,77.77420043945312
2015-01-29,78.04689025878906
2015-01-30,76.16915893554688
2015-02-02,77.73519897460938
2015-02-03,78.90398406982422
2015-02-04,78.49878692626953
2015-02-05,79.73763275146484
2015-02-06,79.2779312133789
2015-02-09,79.15325164794922
2015-02-10,79.81553649902344
2015-02-11,79.8077621459961
2015-02-12,80.64144897460938
2015-02-13,81.32709503173828
2015-02-17,81.03101348876953
2015-02-18,81.51407623291016
2015-02-19,81.5763931274414
2015-02-20,82.09066009521484
2015-02-23,81.32709503173828
2015-02-24,81.6700668334961
2015-02-25,81.74053955078125
2015-02-26,81.15325927734375
2015-02-27,80.47984313964844
2015-03-02,81.88929748535156
2015-03-03,81.46643829345703
2015-03-04,80.6912612915039
2015-03-05,80.75391387939453
2015-03-06,79.76728057861328
2015-03-09,80.76174926757812
2015-03-10,79.21916198730469
2015-03-11,78.81198120117188
2015-03-12,80.22927856445312
2015-03-13,79.21916198730469
2015-03-16,80.47984313964844
2015-03-17,80.03353881835938
2015-03-18,81.30984497070312
2015-03-19,80.66777038574219
2015-03-20,82.53137969970703
2015-03-23,81.6700668334961
2015-03-24,81.48213958740234
2015-03-25,79.81427001953125
2015-03-26,80.00218963623047
2015-03-27,80.62079620361328
2015-03-30,82.14771270751953
2015-03-31,81.6778793334961
2015-04-01,80.84001922607422
2015-04-02,81.05145263671875
2015-04-06,81.81885528564453
2015-04-07,81.53693389892578
2015-04-08,81.31770324707031
2015-04-09,81.74053955078125
2015-04-10,81.9832534790039
2015-04-13,80.87133026123047
2015-04-14,80.84786224365234
2015-04-15,81.27071380615234
2015-04-16,81.37248229980469
2015-04-17,79.63418579101562
2015-04-20,80.32322692871094
2015-04-21,79.34446716308594
2015-04-22,80.01785278320312
2015-04-23,80.65995025634766
2015-04-24,80.26058959960938
2015-04-27,80.29191589355469
2015-04-28,80.5972900390625
2015-04-29,79.66548919677734
2015-04-30,79.0234375
2015-05-01,80.26058959960938
2015-05-04,80.32322692871094
2015-05-05,79.5089111328125
2015-05-06,79.07820892333984
2015-05-07,79.09386444091797
2015-05-08,79.96305084228516
2015-05-11,80.40937805175781
2015-05-12,80.11180877685547
2015-05-13,81.7796630859375
2015-05-14,83.34573364257812
2015-05-15,83.66679382324219
2015-05-18,83.6041488647461
2015-05-19,83.25634765625
2015-05-20,83.5868148803711
2015-05-21,83.68911743164062
2015-05-22,83.34290313720703
2015-05-26,82.49310302734375
2015-05-27,82.91800689697266
2015-05-28,83.16192626953125
2015-05-29,81.98953247070312
2015-06-01,81.8793716430664
2015-06-02,82.2728042602539
2015-06-03,82.603271484375
2015-06-04,81.61183166503906
2015-06-05,81.62757873535156
2015-06-08,81.24988555908203
2015-06-09,81.4859390258789
2015-06-10,82.4380111694336
2015-06-11,82.54029083251953
2015-06-12,81.8714828491211
2015-06-15,81.39153289794922
2015-06-16,81.91082763671875
2015-06-17,81.98953247070312
2015-06-18,83.03602600097656
2015-06-19,82.88651275634766
2015-06-22,82.91014099121094
2015-06-23,82.43018341064453
2015-06-24,81.91082763671875
2015-06-25,81.3285903930664
2015-06-26,81.47020721435547
2015-06-29,80.14041900634766
2015-06-30,80.2348403930664
2015-07-01,80.91943359375
2015-07-02,80.65975952148438
2015-07-06,80.5574722290039
2015-07-07,80.91943359375
2015-07-08,79.447998046875
2015-07-09,79.61323547363281
2015-07-10,80.58106231689453
2015-07-13,81.65119171142578
2015-07-14,81.89510345458984
2015-07-15,81.70623016357422
2015-07-16,81.49381256103516
2015-07-17,83.04390716552734
2015-07-20,83.69699096679688
2015-07-21,82.93373107910156
2015-07-22,82.4144287109375
2015-07-23,82.08394622802734
2015-07-24,80.86432647705078
2015-07-27,79.97518920898438
2015-07-28,81.98953247070312
2015-07-29,83.04390716552734
2015-07-30,82.91800689697266
2015-07-31,82.65833282470703
2015-08-03,82.3829345703125
2015-08-04,82.31999969482422
2015-08-05,83.19340515136719
2015-08-06,83.24063110351562
2015-08-07,82.98094940185547
2015-08-10,84.42871856689453
2015-08-11,82.91014099121094
2015-08-12,83.04390716552734
2015-08-13,83.02816009521484
2015-08-14,83.46881866455078
2015-08-17,83.62615203857422
2015-08-18,83.98039245605469
2015-08-19,83.05525970458984
2015-08-20,81.15760803222656
2015-08-21,78.18455505371094
2015-08-24,75.33804321289062
2015-08-25,74.27059173583984
2015-08-26,77.35433959960938
2015-08-27,78.983154296875
2015-08-28,79.0859603881836
2015-08-31,78.49293518066406
2015-09-01,75.87570190429688
2015-09-02,77.49667358398438
2015-09-03,77.93944549560547
2015-09-04,76.37383270263672
2015-09-08,78.91989135742188
2015-09-09,78.16874694824219
2015-09-10,78.71430206298828
2015-09-11,78.76969909667969
2015-09-14,78.45340728759766
2015-09-15,79.32315063476562
2015-09-16,79.8292236328125
2015-09-17,79.4892349243164
2015-09-18,77.52035522460938
2015-09-21,77.28315734863281
2015-09-22,75.93898010253906
2015-09-23,74.79244232177734
2015-09-24,74.02546691894531
2015-09-25,73.9463882446289
2015-09-28,72.42034912109375
2015-09-29,73.15570831298828
2015-09-30,74.87151336669922
2015-10-01,74.8873062133789
2015-10-02,76.33431243896484
2015-10-05,77.78919982910156
2015-10-06,77.65480041503906
2015-10-07,78.66691589355469
2015-10-08,79.91619873046875
2015-10-09,79.98735809326172
2015-10-12,80.25616455078125
2015-10-13,78.9278335571289
2015-10-14,77.69432067871094
2015-10-15,77.88410186767578
2015-10-16,76.72177124023438
2015-10-19,76.84037780761719
2015-10-20,77.71014404296875
2015-10-21,78.09757232666016
2015-10-22,81.11016845703125
2015-10-23,81.54502868652344
2015-10-26,81.26829528808594
2015-10-27,81.0073471069336
2015-10-28,81.90088653564453
2015-10-29,81.3947982788086
2015-10-30,81.66364288330078
2015-11-02,82.37530517578125
2015-11-03,81.9561996459961
2015-11-04,81.73480987548828
2015-11-05,81.91665649414062
2015-11-06,82.23295593261719
2015-11-09,81.21294403076172
2015-11-10,80.96783447265625
2015-11-11,81.64784240722656
2015-11-12,80.6278305053711
2015-11-13,79.92411041259766
2015-11-16,81.4106216430664
2015-11-17,81.35099029541016
2015-11-18,82.75865173339844
2015-11-19,83.53803253173828
2015-11-20,84.00727844238281
2015-11-23,83.1801528930664
2015-11-24,82.05081939697266
2015-11-25,82.41668701171875
2015-11-27,82.75865173339844
2015-11-30,82.6711654663086
2015-12-01,82.8302001953125
2015-12-02,81.99516296386719
2015-12-03,81.4384765625
2015-12-04,83.1483383178711
2015-12-07,82.8541030883789
2015-12-08,81.64522552490234
2015-12-09,81.0328369140625
2015-12-10,80.9294662475586
2015-12-11,78.1220703125
2015-12-14,78.71853637695312
2015-12-15,78.31295013427734
2015-12-16,82.7745590209961
2015-12-17,81.36688232421875
2015-12-18,80.9851303100586
2015-12-21,81.5975341796875
2015-12-22,82.83818817138672
2015-12-23,83.47442626953125
2015-12-24,83.22787475585938
2015-12-28,82.97338104248047
2015-12-29,83.7766342163086
2015-12-30,83.0767822265625
2015-12-31,82.36894989013672
2016-01-04,81.57366943359375
2016-01-05,82.24170684814453
2016-01-06,81.31122589111328
2016-01-07,78.91737365722656
2016-01-08,78.28114318847656
2016-01-11,78.27316284179688
2016-01-12,78.86964416503906
2016-01-13,77.22337341308594
2016-01-14,78.52766418457031
2016-01-15,77.35059356689453
2016-01-19,77.40629577636719
2016-01-20,76.53943634033203
2016-01-21,76.80984497070312
2016-01-22,77.79596710205078
2016-01-25,76.73030090332031
2016-01-26,78.34476470947266
2016-01-27,77.11203002929688
2016-01-28,77.91529083251953
2016-01-29,82.07471466064453
2016-02-01,81.82022857666016
2016-02-02,80.05464935302734
2016-02-03,81.24759674072266
2016-02-04,81.5577392578125
2016-02-05,81.22372436523438
2016-02-08,80.74654388427734
2016-02-09,81.69296264648438
2016-02-10,81.5975341796875
2016-02-11,80.7545166015625
2016-02-12,82.29737854003906
2016-02-16,83.46646118164062
2016-02-17,84.4049301147461
2016-02-18,84.67532348632812
2016-02-19,85.31156158447266
2016-02-22,83.64142608642578
2016-02-23,82.89360046386719
2016-02-24,82.62165069580078
2016-02-25,83.33349609375
2016-02-26,82.40570068359375
2016-02-29,81.06198120117188
2016-03-01,84.67721557617188
2016-03-02,85.17308807373047
2016-03-03,86.36483764648438
2016-03-04,86.50080108642578
2016-03-07,85.95690155029297
2016-03-08,86.04489135742188
2016-03-09,87.12464141845703
2016-03-10,86.66874694824219
2016-03-11,87.20462799072266
2016-03-14,86.78872680664062
2016-03-15,86.92469787597656
2016-03-16,87.3646011352539
2016-03-17,88.79631042480469
2016-03-18,89.66007995605469
2016-03-21,90.12397766113281
2016-03-22,90.36395263671875
2016-03-23,89.7480697631836
2016-03-24,89.03623962402344
2016-03-28,89.26019287109375
2016-03-29,89.5001220703125
2016-03-30,89.71607971191406
2016-03-31,89.62010192871094
2016-04-01,90.56388092041016
2016-04-04,90.02001190185547
2016-04-05,89.40413665771484
2016-04-06,90.42794799804688
2016-04-07,89.31617736816406
2016-04-08,89.67610168457031
2016-04-11,89.5321044921875
2016-04-12,90.4039306640625
2016-04-13,91.77164459228516
2016-04-14,91.59567260742188
2016-04-15,91.68363952636719
2016-04-18,92.34750366210938
2016-04-19,92.61943817138672
2016-04-20,92.12355041503906
2016-04-21,91.91560363769531
2016-04-22,91.31572723388672
2016-04-25,90.57990264892578
2016-04-26,91.81961822509766
2016-04-27,92.33148193359375
2016-04-28,91.6756362915039
2016-04-29,91.39571380615234
2016-05-02,91.71565246582031
2016-05-03,91.58763885498047
2016-05-04,90.3239517211914
2016-05-05,90.87583923339844
2016-05-06,91.0037841796875
2016-05-09,90.50789642333984
2016-05-10,91.93158721923828
2016-05-11,91.26776885986328
2016-05-12,91.33171844482422
2016-05-13,90.53990173339844
2016-05-16,91.85160064697266
2016-05-17,91.35716247558594
2016-05-18,90.60140991210938
2016-05-19,90.30394744873047
2016-05-20,91.02751922607422
2016-05-23,90.6898422241211
2016-05-24,91.95209503173828
2016-05-25,92.2334976196289
2016-05-26,91.80738830566406
2016-05-27,91.9199447631836
2016-05-31,91.51795959472656
2016-06-01,91.60638427734375
2016-06-02,92.08075714111328
2016-06-03,92.289794921875
2016-06-06,92.89276885986328
2016-06-07,92.74000549316406
2016-06-08,93.3188705444336
2016-06-09,94.23543548583984
2016-06-10,93.80931854248047
2016-06-13,92.56314086914062
2016-06-14,92.86863708496094
2016-06-15,92.8766860961914
2016-06-16,93.09375
2016-06-17,93.19828796386719
2016-06-20,94.11483001708984
2016-06-21,94.30778503417969
2016-06-22,93.72090148925781
2016-06-23,94.32386779785156
2016-06-24,90.83456420898438
2016-06-27,89.61248779296875
2016-06-28,91.702880859375
2016-06-29,92.02445983886719
2016-06-30,93.51988983154297
2016-07-01,93.66459655761719
2016-07-05,92.64354705810547
2016-07-06,93.921875
2016-07-07,93.35106658935547
2016-07-08,95.54595947265625
2016-07-11,95.32884979248047
2016-07-12,95.69062805175781
2016-07-13,95.71477508544922
2016-07-14,95.7469482421875
2016-07-15,95.85948944091797
2016-07-18,95.58611297607422
2016-07-19,95.95596313476562
2016-07-20,96.38208770751953
2016-07-21,95.4012222290039
2016-07-22,92.94905853271484
2016-07-25,92.85255432128906
2016-07-26,93.22241973876953
2016-07-27,92.42645263671875
2016-07-28,93.06964874267578
2016-07-29,93.5279312133789
2016-08-01,93.1661148071289
2016-08-02,92.82041931152344
2016-08-03,93.27063751220703
2016-08-04,93.22241973876953
2016-08-05,93.56006622314453
2016-08-08,93.29475402832031
2016-08-09,93.47161865234375
2016-08-10,93.28673553466797
2016-08-11,93.56006622314453
2016-08-12,93.3429946899414
2016-08-15,93.93795776367188
2016-08-16,93.44752502441406
2016-08-17,93.56470489501953
2016-08-18,93.62934875488281
2016-08-19,93.83139038085938
2016-08-22,94.21119689941406
2016-08-23,94.5586929321289
2016-08-24,94.3566665649414
2016-08-25,94.36473846435547
2016-08-26,94.34857940673828
2016-08-29,94.68798828125
2016-08-30,94.5667953491211
2016-08-31,94.31626892089844
2016-09-01,93.8475570678711
2016-09-02,94.05764770507812
2016-09-06,93.50814819335938
2016-09-07,92.32018280029297
2016-09-08,91.98076629638672
2016-09-09,90.51806640625
2016-09-12,91.71408081054688
2016-09-13,90.1867446899414
2016-09-14,92.15048217773438
2016-09-15,93.1606216430664
2016-09-16,92.33634185791016
2016-09-19,92.56262969970703
2016-09-20,92.82931518554688
2016-09-21,93.6859359741211
2016-09-22,94.41324615478516
2016-09-23,93.72633361816406
2016-09-26,93.69400787353516
2016-09-27,93.91219329833984
2016-09-28,94.6799087524414
2016-09-29,93.89604949951172
2016-09-30,94.21927642822266
2016-10-03,94.28260040283203
2016-10-04,93.3320541381836
2016-10-05,93.6407699584961
2016-10-06,93.92509460449219
2016-10-07,86.88134765625
2016-10-10,86.76760864257812
2016-10-11,85.93893432617188
2016-10-12,87.27943420410156
2016-10-13,87.9537582397461
2016-10-14,88.55493927001953
2016-10-17,87.7750244140625
2016-10-18,87.63690948486328
2016-10-19,87.96188354492188
2016-10-20,87.85625457763672
2016-10-21,88.52245330810547
2016-10-24,88.76616668701172
2016-10-25,88.61180877685547
2016-10-26,88.9043197631836
2016-10-27,88.41686248779297
2016-10-28,89.22928619384766
2016-10-31,89.10739135742188
2016-11-01,88.67682647705078
2016-11-02,88.11624908447266
2016-11-03,88.02689361572266
2016-11-04,87.94564819335938
2016-11-07,90.38292694091797
2016-11-08,89.87109375
2016-11-09,91.28471374511719
2016-11-10,91.95905303955078
2016-11-11,92.00779724121094
2016-11-14,91.83717346191406
2016-11-15,91.90217590332031
2016-11-16,91.75099182128906
2016-11-17,92.4292984008789
2016-11-18,91.60388946533203
2016-11-21,91.70194244384766
2016-11-22,91.95528411865234
2016-11-23,93.02587890625
2016-11-25,93.30372619628906
2016-11-28,93.04222869873047
2016-11-29,92.62543487548828
2016-11-30,93.11576080322266
2016-12-01,92.89511108398438
2016-12-02,91.8980712890625
2016-12-05,92.24949645996094
2016-12-06,92.40479278564453
2016-12-07,95.216064453125
2016-12-08,94.51324462890625
2016-12-09,94.98723602294922
2016-12-12,95.95155334472656
2016-12-13,96.50728607177734
2016-12-14,95.216064453125
2016-12-15,95.07713317871094
2016-12-16,95.10983276367188
2016-12-19,95.85350799560547
2016-12-20,96.19674682617188
2016-12-21,95.77993774414062
2016-12-22,95.55110931396484
2016-12-23,95.60834503173828
2016-12-27,95.64100646972656
2016-12-28,94.59494018554688
2016-12-29,94.79925537109375
2016-12-30,94.67668151855469
2017-01-03,94.94635772705078
2017-01-04,95.20787811279297
2017-01-05,95.42037963867188
2017-01-06,96.86688995361328
2017-01-09,96.06600189208984
2017-01-10,96.3111572265625
2017-01-11,96.44190216064453
2017-01-12,96.13136291503906
2017-01-13,96.49093627929688
2017-01-17,95.8044662475586
2017-01-18,96.4827651977539
2017-01-19,96.36016845703125
2017-01-20,96.28665924072266
2017-01-23,95.95155334472656
2017-01-24,96.40106201171875
2017-01-25,96.3356704711914
2017-01-26,96.40923309326172
2017-01-27,96.7769775390625
2017-01-30,97.34085083007812
2017-01-31,96.69525146484375
2017-02-01,96.43373107910156
2017-02-02,96.42557525634766
2017-02-03,97.40625
2017-02-06,97.52881622314453
2017-02-07,97.83937072753906
2017-02-08,97.84754943847656
2017-02-09,98.60759735107422
2017-02-10,99.58008575439453
2017-02-13,101.02657318115234
2017-02-14,101.02657318115234
2017-02-15,101.56596374511719
2017-02-16,101.4678955078125
2017-02-17,101.7948226928711
2017-02-21,101.91738891601562
2017-02-22,102.73487854003906
2017-02-23,102.55412292480469
2017-02-24,102.7266845703125
2017-02-27,102.61164093017578
2017-02-28,102.29122161865234
2017-03-01,104.55066680908203
2017-03-02,103.79478454589844
2017-03-03,103.69617462158203
2017-03-06,103.58936309814453
2017-03-07,103.73724365234375
2017-03-08,104.00837707519531
2017-03-09,103.67976379394531
2017-03-10,104.37811279296875
2017-03-13,104.12342071533203
2017-03-14,103.28538513183594
2017-03-15,104.32060241699219
2017-03-16,103.81940460205078
2017-03-17,104.47672271728516
2017-03-20,103.9344482421875
2017-03-21,103.24430847167969
2017-03-22,103.11282348632812
2017-03-23,103.12925720214844
2017-03-24,102.51304626464844
2017-03-27,102.29122161865234
2017-03-28,102.9321060180664
2017-03-29,102.9485092163086
2017-03-30,103.03890991210938
2017-03-31,102.59523010253906
2017-04-03,102.15154266357422
2017-04-04,102.02830505371094
2017-04-05,101.52711486816406
2017-04-06,101.74073028564453
2017-04-07,102.10226440429688
2017-04-10,102.25838470458984
2017-04-11,102.3240737915039
2017-04-12,101.18203735351562
2017-04-13,100.64799499511719
2017-04-17,101.41209411621094
2017-04-18,101.12451171875
2017-04-19,100.8451919555664
2017-04-20,101.69144439697266
2017-04-21,104.41097259521484
2017-04-24,106.63758087158203
2017-04-25,106.23499298095703
2017-04-26,106.89226531982422
2017-04-27,106.71150207519531
2017-04-28,107.74676513671875
2017-05-01,107.54956817626953
2017-05-02,107.7878189086914
2017-05-03,107.6892318725586
2017-05-04,107.7960433959961
2017-05-05,107.96858215332031
2017-05-08,107.738525390625
2017-05-09,108.37940216064453
2017-05-10,108.2397232055664
2017-05-11,108.37117004394531
2017-05-12,108.03430938720703
2017-05-15,108.43692016601562
2017-05-16,108.4615478515625
2017-05-17,107.30133819580078
2017-05-18,107.69769287109375
2017-05-19,108.50696563720703
2017-05-22,108.87032318115234
2017-05-23,108.87857055664062
2017-05-24,109.11805725097656
2017-05-25,110.44756317138672
2017-05-26,110.03465270996094
2017-05-30,109.77041625976562
2017-05-31,109.81995391845703
2017-06-01,110.19979858398438
2017-06-02,110.67875671386719
2017-06-05,110.23284912109375
2017-06-06,109.613525390625
2017-06-07,109.59700775146484
2017-06-08,110.2823715209961
2017-06-09,110.4805679321289
2017-06-12,110.04293060302734
2017-06-13,110.97602844238281
2017-06-14,110.85216522216797
2017-06-15,111.04208374023438
2017-06-16,111.17422485351562
2017-06-19,112.17341613769531
2017-06-20,111.40544891357422
2017-06-21,110.86043548583984
2017-06-22,110.71180725097656
2017-06-23,110.64572143554688
2017-06-26,110.86869049072266
2017-06-27,109.77041625976562
2017-06-28,110.62921905517578
2017-06-29,109.2667007446289
2017-06-30,110.06768035888672
2017-07-03,110.41449737548828
2017-07-05,110.48883819580078
2017-07-06,110.13375091552734
2017-07-07,110.75308990478516
2017-07-10,111.2237777709961
2017-07-11,110.8356704711914
2017-07-12,111.28984069824219
2017-07-13,111.75226593017578
2017-07-14,112.16517639160156
2017-07-17,111.69446563720703
2017-07-18,111.63666534423828
2017-07-19,112.42941284179688
2017-07-20,111.4384536743164
2017-07-21,112.59455108642578
2017-07-24,113.71761322021484
2017-07-25,113.33775329589844
2017-07-26,114.36170959472656
2017-07-27,113.11482238769531
2017-07-28,112.9579086303711
2017-07-31,112.40465545654297
2017-08-01,113.13956451416016
2017-08-02,114.55166625976562
2017-08-03,115.24530029296875
2017-08-04,115.64167785644531
2017-08-07,114.74983978271484
2017-08-08,114.5103759765625
2017-08-09,114.78286743164062
2017-08-10,113.32952880859375
2017-08-11,112.79275512695312
2017-08-14,114.1800765991211
2017-08-15,113.4781723022461
2017-08-16,114.57764434814453
2017-08-17,112.72718048095703
2017-08-18,111.98035430908203
2017-08-21,112.49481964111328
2017-08-22,113.59848022460938
2017-08-23,113.19188690185547
2017-08-24,113.29973602294922
2017-08-25,113.53208923339844
2017-08-28,113.57357788085938
2017-08-29,114.20419311523438
2017-08-30,114.54443359375
2017-08-31,114.73529052734375
2017-09-01,114.20419311523438
2017-09-05,113.27484893798828
2017-09-06,113.30803680419922
2017-09-07,113.74781799316406
2017-09-08,114.15441131591797
2017-09-11,115.34101867675781
2017-09-12,115.07552337646484
2017-09-13,114.42825317382812
2017-09-14,113.85568237304688
2017-09-15,115.29953002929688
2017-09-18,114.2374038696289
