,DLR
2014-11-21,47.33149337768555
2014-11-24,47.04500961303711
2014-11-25,46.79944610595703
2014-11-26,47.67253112792969
2014-11-28,47.93175506591797
2014-12-01,47.31785202026367
2014-12-02,47.126861572265625
2014-12-03,46.88811111450195
2014-12-04,46.744876861572266
2014-12-05,46.82673645019531
2014-12-08,46.98360824584961
2014-12-09,47.24964904785156
2014-12-10,46.83355712890625
2014-12-11,46.23976516723633
2014-12-12,45.949771881103516
2014-12-15,44.83123779296875
2014-12-16,44.52052307128906
2014-12-17,45.328365325927734
2014-12-18,45.873817443847656
2014-12-19,45.50788497924805
2014-12-22,45.770240783691406
2014-12-23,45.80476760864258
2014-12-24,45.65978240966797
2014-12-26,46.17071533203125
2014-12-29,46.3985595703125
2014-12-30,46.30880355834961
2014-12-31,45.777164459228516
2015-01-02,45.85310363769531
2015-01-05,46.736900329589844
2015-01-06,46.59189987182617
2015-01-07,46.96474075317383
2015-01-08,47.57923889160156
2015-01-09,47.07521438598633
2015-01-12,47.51709747314453
2015-01-13,48.18683624267578
2015-01-14,49.036094665527344
2015-01-15,49.38823318481445
2015-01-16,49.78178787231445
2015-01-20,50.25131607055664
2015-01-21,50.1201171875
2015-01-22,50.75533676147461
2015-01-23,50.85199737548828
2015-01-26,51.12820053100586
2015-01-27,51.107460021972656
2015-01-28,51.362918853759766
2015-01-29,51.1627082824707
2015-01-30,50.36178970336914
2015-02-02,50.568912506103516
2015-02-03,50.651763916015625
2015-02-04,50.75533676147461
2015-02-05,51.21793746948242
2015-02-06,48.138519287109375
2015-02-09,46.93710708618164
2015-02-10,47.74495315551758
2015-02-11,48.00732421875
2015-02-12,48.828956604003906
2015-02-13,47.39973068237305
2015-02-17,46.46761703491211
2015-02-18,46.66094207763672
2015-02-19,45.756439208984375
2015-02-20,46.55046463012695
2015-02-23,46.90260314941406
2015-02-24,46.087860107421875
2015-02-25,45.6873893737793
2015-02-26,45.1833610534668
2015-02-27,45.83240509033203
2015-03-02,46.219051361083984
2015-03-03,46.06715393066406
2015-03-04,45.2938346862793
2015-03-05,45.480247497558594
2015-03-06,44.872657775878906
2015-03-09,44.52743911743164
2015-03-10,44.6033821105957
2015-03-11,45.1351318359375
2015-03-12,45.442962646484375
2015-03-13,45.10714340209961
2015-03-16,45.442962646484375
2015-03-17,45.463958740234375
2015-03-18,46.205596923828125
2015-03-19,46.56242370605469
2015-03-20,47.77284622192383
2015-03-23,47.24110794067383
2015-03-24,46.72334671020508
2015-03-25,46.60441970825195
2015-03-26,46.646392822265625
2015-03-27,45.98871994018555
2015-03-30,46.70935821533203
2015-03-31,46.14963912963867
2015-04-01,45.60389709472656
2015-04-02,46.065673828125
2015-04-06,46.45048522949219
2015-04-07,46.198604583740234
2015-04-08,46.436492919921875
2015-04-09,45.722835540771484
2015-04-10,45.63188934326172
2015-04-13,45.519935607910156
2015-04-14,45.771812438964844
2015-04-15,45.554927825927734
2015-04-16,45.76482391357422
2015-04-17,45.69485855102539
2015-04-20,46.03770065307617
2015-04-21,46.541446685791016
2015-04-22,46.38051223754883
2015-04-23,46.07966613769531
2015-04-24,46.681365966796875
2015-04-27,46.632389068603516
2015-04-28,45.5129508972168
2015-04-29,44.67334747314453
2015-04-30,44.36549758911133
2015-05-01,44.86226272583008
2015-05-04,45.002197265625
2015-05-05,44.14160919189453
2015-05-06,44.67334747314453
2015-05-07,45.36601638793945
2015-05-08,46.023681640625
2015-05-11,45.25405502319336
2015-05-12,45.14211654663086
2015-05-13,45.28904342651367
2015-05-14,46.09365463256836
2015-05-15,46.66738510131836
2015-05-18,46.366519927978516
2015-05-19,46.1076545715332
2015-05-20,46.233585357666016
2015-05-21,46.1566276550293
2015-05-22,46.38751220703125
2015-05-26,46.45048522949219
2015-05-27,46.681365966796875
2015-05-28,46.52745819091797
2015-05-29,46.205596923828125
2015-06-01,46.63939666748047
2015-06-02,46.4434928894043
2015-06-03,45.540924072265625
2015-06-04,45.26805114746094
2015-06-05,45.02317428588867
2015-06-08,44.890262603759766
2015-06-09,44.67334747314453
2015-06-10,45.477962493896484
2015-06-11,46.22233200073242
2015-06-12,47.193580627441406
2015-06-15,46.76111602783203
2015-06-16,47.4984130859375
2015-06-17,47.9734001159668
2015-06-18,48.767398834228516
2015-06-19,48.157711029052734
2015-06-22,47.89540481567383
2015-06-23,47.37080001831055
2015-06-24,47.101417541503906
2015-06-25,46.938358306884766
2015-06-26,47.15813446044922
2015-06-29,46.71150588989258
2015-06-30,47.27155685424805
2015-07-01,48.533447265625
2015-07-02,48.85247802734375
2015-07-06,48.7957649230957
2015-07-07,48.93754577636719
2015-07-08,48.767398834228516
2015-07-09,48.157711029052734
2015-07-10,49.00843048095703
2015-07-13,48.505096435546875
2015-07-14,48.86664581298828
2015-07-15,47.8812370300293
2015-07-16,48.22861099243164
2015-07-17,48.015953063964844
2015-07-20,48.05137252807617
2015-07-21,47.14395523071289
2015-07-22,47.00217056274414
2015-07-23,46.2932243347168
2015-07-24,46.22233200073242
2015-07-27,46.087642669677734
2015-07-28,45.66228485107422
2015-07-29,45.924583435058594
2015-07-30,45.82533264160156
2015-07-31,45.56303405761719
2015-08-03,45.83243179321289
2015-08-04,46.31450271606445
2015-08-05,46.087642669677734
2015-08-06,46.22233200073242
2015-08-07,46.27195739746094
2015-08-10,45.91040802001953
2015-08-11,46.27195739746094
2015-08-12,46.49880599975586
2015-08-13,46.85328674316406
2015-08-14,47.35662078857422
2015-08-17,47.56220626831055
2015-08-18,47.618934631347656
2015-08-19,47.43460464477539
2015-08-20,47.26445007324219
2015-08-21,46.754032135009766
2015-08-24,44.5776252746582
2015-08-25,43.81197738647461
2015-08-26,44.86119079589844
2015-08-27,45.86079025268555
2015-08-28,46.087642669677734
2015-08-31,44.88954162597656
2015-09-01,43.613468170166016
2015-09-02,44.343658447265625
2015-09-03,44.804473876953125
2015-09-04,44.06010055541992
2015-09-08,44.88954162597656
2015-09-09,43.733985900878906
2015-09-10,43.77653121948242
2015-09-11,44.35877227783203
2015-09-14,44.85476303100586
2015-09-15,45.28606033325195
2015-09-16,45.954566955566406
2015-09-17,46.335548400878906
2015-09-18,46.52244186401367
2015-09-21,46.702152252197266
2015-09-22,45.96175003051758
2015-09-23,46.112709045410156
2015-09-24,45.94017791748047
2015-09-25,45.99051284790039
2015-09-28,45.17823791503906
2015-09-29,45.66704177856445
2015-09-30,46.953739166259766
2015-10-01,46.54399871826172
2015-10-02,47.248451232910156
2015-10-05,47.26283645629883
2015-10-06,48.398582458496094
2015-10-07,49.3546142578125
2015-10-08,49.65652847290039
2015-10-09,49.7931022644043
2015-10-12,50.28189468383789
2015-10-13,50.65568542480469
2015-10-14,50.4975471496582
2015-10-15,51.19480514526367
2015-10-16,51.15886688232422
2015-10-19,51.4464111328125
2015-10-20,51.9351921081543
2015-10-21,51.4536018371582
2015-10-22,52.423988342285156
2015-10-23,52.75466537475586
2015-10-26,52.81216812133789
2015-10-27,52.39525604248047
2015-10-28,52.1364631652832
2015-10-29,51.64766311645508
2015-10-30,53.16439437866211
2015-11-02,53.854469299316406
2015-11-03,53.15001678466797
2015-11-04,52.941566467285156
2015-11-05,53.11407470703125
2015-11-06,51.88487243652344
2015-11-09,51.66204833984375
2015-11-10,52.17242431640625
2015-11-11,52.53184509277344
2015-11-12,51.79143524169922
2015-11-13,51.19480514526367
2015-11-16,51.43203353881836
2015-11-17,51.496734619140625
2015-11-18,51.568603515625
2015-11-19,51.26669692993164
2015-11-20,52.21554183959961
2015-11-23,52.050201416015625
2015-11-24,51.62610626220703
2015-11-25,51.568603515625
2015-11-27,51.877681732177734
2015-11-30,51.83456039428711
2015-12-01,52.3305549621582
2015-12-02,51.82018280029297
2015-12-03,51.40327072143555
2015-12-04,52.423988342285156
2015-12-07,51.87049865722656
2015-12-08,51.84176254272461
2015-12-09,51.38172149658203
2015-12-10,50.59098434448242
2015-12-11,50.90386962890625
2015-12-14,51.42775344848633
2015-12-15,51.35498046875
2015-12-16,52.795677185058594
2015-12-17,53.74884033203125
2015-12-18,54.42551803588867
2015-12-21,54.70928192138672
2015-12-22,54.760231018066406
2015-12-23,55.153133392333984
2015-12-24,54.97849655151367
2015-12-28,55.37141036987305
2015-12-29,56.033546447753906
2015-12-30,55.975337982177734
2015-12-31,55.02217102050781
2016-01-04,55.4442024230957
2016-01-05,55.50967025756836
2016-01-06,56.02627182006836
2016-01-07,55.86619186401367
2016-01-08,56.05537414550781
2016-01-11,57.190460205078125
2016-01-12,56.81209945678711
2016-01-13,56.48466110229492
2016-01-14,57.01582336425781
2016-01-15,55.531490325927734
2016-01-19,54.643802642822266
2016-01-20,52.8538703918457
2016-01-21,52.752017974853516
2016-01-22,54.396419525146484
2016-01-25,55.09492492675781
2016-01-26,57.139522552490234
2016-01-27,56.05537414550781
2016-01-28,57.82345199584961
2016-01-29,58.26731872558594
2016-02-01,57.93260955810547
2016-02-02,57.91807556152344
2016-02-03,58.81303024291992
2016-02-04,59.19138717651367
2016-02-05,59.48970031738281
2016-02-08,57.11040496826172
2016-02-09,56.13539123535156
2016-02-10,56.70294952392578
2016-02-11,56.08448791503906
2016-02-12,57.656131744384766
2016-02-16,58.500144958496094
2016-02-17,58.04176712036133
2016-02-18,58.1363410949707
2016-02-19,59.242332458496094
2016-02-22,59.35146713256836
2016-02-23,58.93672561645508
2016-02-24,58.57291793823242
2016-02-25,59.555179595947266
2016-02-26,57.44511032104492
2016-02-29,57.53244400024414
2016-03-01,59.4678955078125
2016-03-02,59.94810485839844
2016-03-03,59.860801696777344
2016-03-04,59.58429718017578
2016-03-07,60.00632095336914
2016-03-08,61.075904846191406
2016-03-09,62.320125579833984
2016-03-10,62.014522552490234
2016-03-11,62.918853759765625
2016-03-14,62.558597564697266
2016-03-15,63.668731689453125
2016-03-16,64.0142822265625
2016-03-17,64.99944305419922
2016-03-18,65.02153015136719
2016-03-21,63.573150634765625
2016-03-22,64.05838775634766
2016-03-23,64.05105590820312
2016-03-24,63.34524917602539
2016-03-28,63.918724060058594
2016-03-29,65.02153015136719
2016-03-30,64.94065856933594
2016-03-31,65.05826568603516
2016-04-01,65.77144622802734
2016-04-04,65.7493667602539
2016-04-05,65.31560516357422
2016-04-06,66.15371704101562
2016-04-07,66.21990203857422
2016-04-08,66.56543731689453
2016-04-11,66.46987915039062
2016-04-12,67.19771575927734
2016-04-13,65.55086517333984
2016-04-14,64.42598724365234
2016-04-15,64.67597961425781
2016-04-18,64.95532989501953
2016-04-19,65.22002410888672
2016-04-20,64.0069351196289
2016-04-21,62.9482536315918
2016-04-22,63.35261535644531
2016-04-25,64.26427459716797
2016-04-26,64.3010025024414
2016-04-27,64.41865539550781
2016-04-28,64.7200698852539
2016-04-29,64.6833267211914
2016-05-02,65.79350280761719
2016-05-03,65.67584228515625
2016-05-04,67.22711181640625
2016-05-05,67.23446655273438
2016-05-06,67.77117156982422
2016-05-09,68.4916763305664
2016-05-10,68.83724212646484
2016-05-11,68.38142395019531
2016-05-12,69.60183715820312
2016-05-13,69.40335083007812
2016-05-16,71.52073669433594
2016-05-17,70.1458969116211
2016-05-18,68.78577423095703
2016-05-19,68.1461410522461
2016-05-20,68.92546081542969
2016-05-23,69.27101135253906
2016-05-24,69.2342529296875
2016-05-25,69.90327453613281
2016-05-26,69.69744110107422
2016-05-27,69.59449005126953
2016-05-31,70.17529296875
2016-06-01,70.27820587158203
2016-06-02,71.41044616699219
2016-06-03,72.37358093261719
2016-06-06,73.27787017822266
2016-06-07,75.03500366210938
2016-06-08,75.4320297241211
2016-06-09,75.60847473144531
2016-06-10,75.22614288330078
2016-06-13,74.3362808227539
2016-06-14,74.42524719238281
2016-06-15,74.41040802001953
2016-06-16,75.39673614501953
2016-06-17,75.7230224609375
2016-06-20,75.93809509277344
2016-06-21,77.13203430175781
2016-06-22,77.47317504882812
2016-06-23,77.73272705078125
2016-06-24,76.82056427001953
2016-06-27,77.2136001586914
2016-06-28,79.0823974609375
2016-06-29,80.2392349243164
2016-06-30,80.82510375976562
2016-07-01,80.8325424194336
2016-07-05,82.4862289428711
2016-07-06,83.13143157958984
2016-07-07,80.86222076416016
2016-07-08,81.75210571289062
2016-07-11,81.46285247802734
2016-07-12,81.29971313476562
2016-07-13,81.44066619873047
2016-07-14,79.37903594970703
2016-07-15,79.02306365966797
2016-07-18,78.54105377197266
2016-07-19,78.60778045654297
2016-07-20,77.77720642089844
2016-07-21,75.6859359741211
2016-07-22,78.34822845458984
2016-07-25,77.83654022216797
2016-07-26,77.98485565185547
2016-07-27,78.15541076660156
2016-07-28,79.86107635498047
2016-07-29,77.46575927734375
2016-08-01,79.11204528808594
2016-08-02,77.58439636230469
2016-08-03,75.69335174560547
2016-08-04,76.4349365234375
2016-08-05,74.86277770996094
2016-08-08,74.41040802001953
2016-08-09,75.56729125976562
2016-08-10,75.35222625732422
2016-08-11,75.37448120117188
2016-08-12,76.56100463867188
2016-08-15,75.49312591552734
2016-08-16,74.65513610839844
2016-08-17,75.47830963134766
2016-08-18,75.06301879882812
2016-08-19,74.91470336914062
2016-08-22,75.35222625732422
2016-08-23,73.89875030517578
2016-08-24,73.32772064208984
2016-08-25,73.24613189697266
2016-08-26,73.75784301757812
2016-08-29,74.66255950927734
2016-08-30,73.4315414428711
2016-08-31,73.48342895507812
2016-09-01,73.75041961669922
2016-09-02,74.2324447631836
2016-09-06,75.56729125976562
2016-09-07,75.4857177734375
2016-09-08,74.4994125366211
2016-09-09,71.39216613769531
2016-09-12,71.26609802246094
2016-09-13,69.62704467773438
2016-09-14,68.8935546875
2016-09-15,69.35759735107422
2016-09-16,69.30519104003906
2016-09-19,70.14346313476562
2016-09-20,70.39790344238281
2016-09-21,71.46819305419922
2016-09-22,73.41413116455078
2016-09-23,73.30934143066406
2016-09-26,73.07731628417969
2016-09-27,72.47858428955078
2016-09-28,74.28981018066406
2016-09-29,73.34675598144531
2016-09-30,72.68817138671875
2016-10-03,70.80209350585938
2016-10-04,68.99087524414062
2016-10-05,67.98047637939453
2016-10-06,68.10021209716797
2016-10-07,68.57173919677734
2016-10-10,69.23035430908203
2016-10-11,68.49689483642578
2016-10-12,69.84407806396484
2016-10-13,70.78709411621094
2016-10-14,70.88440704345703
2016-10-17,71.05656433105469
2016-10-18,72.27649688720703
2016-10-19,72.22410583496094
2016-10-20,71.85737609863281
2016-10-21,71.61039733886719
2016-10-24,71.83491516113281
2016-10-25,72.52348327636719
2016-10-26,72.26152801513672
2016-10-27,68.8711166381836
2016-10-28,69.31268310546875
2016-10-31,69.92639923095703
2016-11-01,67.19462585449219
2016-11-02,66.01958465576172
2016-11-03,66.38630676269531
2016-11-04,67.98047637939453
2016-11-07,69.83659362792969
2016-11-08,71.01163482666016
2016-11-09,68.27986145019531
2016-11-10,66.0345458984375
2016-11-11,65.81001281738281
2016-11-14,67.33683013916016
2016-11-15,67.8158187866211
2016-11-16,66.71562957763672
2016-11-17,65.51811218261719
2016-11-18,66.56592559814453
2016-11-21,66.8353500366211
2016-11-22,68.8486557006836
2016-11-23,67.13475036621094
2016-11-25,68.07028198242188
2016-11-28,68.50439453125
2016-11-29,69.97879791259766
2016-11-30,69.1031265258789
2016-12-01,66.34140014648438
2016-12-02,66.68568420410156
2016-12-05,67.239501953125
2016-12-06,67.15718841552734
2016-12-07,69.04324340820312
2016-12-08,70.51018524169922
2016-12-09,70.36050415039062
2016-12-12,72.20166015625
2016-12-13,73.02495574951172
2016-12-14,71.40100860595703
2016-12-15,71.24994659423828
2016-12-16,71.44634246826172
2016-12-19,72.96453857421875
2016-12-20,72.32249450683594
2016-12-21,71.99771118164062
2016-12-22,72.65486145019531
2016-12-23,72.77570343017578
2016-12-27,72.82857513427734
2016-12-28,72.52645111083984
2016-12-29,74.33167266845703
2016-12-30,74.21837615966797
2017-01-03,75.04923248291016
2017-01-04,77.42852783203125
2017-01-05,79.49058532714844
2017-01-06,78.58415985107422
2017-01-09,77.64756774902344
2017-01-10,77.31523132324219
2017-01-11,77.19436645507812
2017-01-12,77.42096710205078
2017-01-13,77.26235961914062
2017-01-17,78.05543518066406
2017-01-18,79.0298080444336
2017-01-19,79.1204605102539
2017-01-20,79.91352081298828
2017-01-23,80.10240173339844
2017-01-24,81.08429718017578
2017-01-25,81.1145248413086
2017-01-26,81.25045776367188
2017-01-27,80.38939666748047
2017-01-30,80.38182830810547
2017-01-31,81.29579162597656
2017-02-01,80.36673736572266
2017-02-02,80.72174835205078
2017-02-03,81.38642120361328
2017-02-06,80.73684692382812
2017-02-07,80.9256820678711
2017-02-08,81.38642120361328
2017-02-09,81.40152740478516
2017-02-10,80.97098541259766
2017-02-13,81.001220703125
2017-02-14,79.53588104248047
2017-02-15,78.87872314453125
2017-02-16,77.90438079833984
2017-02-17,78.66726684570312
2017-02-21,79.09778594970703
2017-02-22,78.32736206054688
2017-02-23,79.93621826171875
2017-02-24,81.44686889648438
2017-02-27,81.28069305419922
2017-02-28,81.57524871826172
2017-03-01,81.60547637939453
2017-03-02,81.09185791015625
2017-03-03,81.82451629638672
2017-03-06,81.34864044189453
2017-03-07,81.18248748779297
2017-03-08,78.84097290039062
2017-03-09,78.53882598876953
2017-03-10,78.47842407226562
2017-03-13,78.62323760986328
2017-03-14,78.04399871826172
2017-03-15,79.65215301513672
2017-03-16,78.81378936767578
2017-03-17,78.41743469238281
2017-03-20,79.05764770507812
2017-03-21,78.85188293457031
2017-03-22,79.74359130859375
2017-03-23,79.94937133789062
2017-03-24,79.06526947021484
2017-03-27,78.34886169433594
2017-03-28,78.88236236572266
2017-03-29,80.30756378173828
2017-03-30,80.36094665527344
2017-03-31,81.0849609375
2017-04-03,80.93252563476562
2017-04-04,80.69627380371094
2017-04-05,81.45841217041016
2017-04-06,82.48731231689453
2017-04-07,82.84552764892578
2017-04-10,83.30281829833984
2017-04-11,83.39427947998047
2017-04-12,83.77535247802734
2017-04-13,83.53907012939453
2017-04-17,84.78136444091797
2017-04-18,85.36062622070312
2017-04-19,86.13801574707031
2017-04-20,86.3361587524414
2017-04-21,86.03130340576172
2017-04-24,85.32251739501953
2017-04-25,85.42920684814453
2017-04-26,84.76612091064453
2017-04-27,86.3437728881836
2017-04-28,87.5251235961914
2017-05-01,87.08307647705078
2017-05-02,85.94747924804688
2017-05-03,84.9871826171875
2017-05-04,85.26154327392578
2017-05-05,86.74010467529297
2017-05-08,86.53433227539062
2017-05-09,86.88490295410156
2017-05-10,87.21263885498047
2017-05-11,86.6333999633789
2017-05-12,87.70804595947266
2017-05-15,88.37873077392578
2017-05-16,87.81475067138672
2017-05-17,87.80711364746094
2017-05-18,87.38793182373047
2017-05-19,87.5251235961914
2017-05-22,88.31774139404297
2017-05-23,88.55401611328125
2017-05-24,89.30094146728516
2017-05-25,90.5127182006836
2017-05-26,89.78868865966797
2017-05-30,89.93352508544922
2017-05-31,90.07832336425781
2017-06-01,89.78106689453125
2017-06-02,91.28251647949219
2017-06-05,90.66516876220703
2017-06-06,90.56609344482422
2017-06-07,89.94873046875
2017-06-08,88.98082733154297
2017-06-09,86.36664581298828
2017-06-12,87.41841125488281
2017-06-13,88.64013671875
2017-06-14,90.24604797363281
2017-06-15,90.47657012939453
2017-06-16,89.60061645507812
2017-06-19,89.55450439453125
2017-06-20,90.39205169677734
2017-06-21,91.49850463867188
2017-06-22,92.52813720703125
2017-06-23,92.62033081054688
2017-06-26,92.32067108154297
2017-06-27,89.62366485595703
2017-06-28,88.64013671875
2017-06-29,86.77297973632812
2017-06-30,86.78834533691406
2017-07-03,87.06495666503906
2017-07-05,85.29000091552734
2017-07-06,84.02986907958984
2017-07-07,84.63688659667969
2017-07-10,84.5677261352539
2017-07-11,84.21427154541016
2017-07-12,86.05838012695312
2017-07-13,86.44258880615234
2017-07-14,86.38878631591797
2017-07-17,86.60392761230469
2017-07-18,86.83445739746094
2017-07-19,86.32733917236328
2017-07-20,86.1429214477539
2017-07-21,86.4118423461914
2017-07-24,87.01886749267578
2017-07-25,86.3964614868164
2017-07-26,87.07263946533203
2017-07-27,87.71038818359375
2017-07-28,86.965087890625
2017-07-31,88.624755859375
2017-08-01,90.3536148071289
2017-08-02,90.00015258789062
2017-08-03,88.9397964477539
2017-08-04,88.5172119140625
2017-08-07,88.02543640136719
2017-08-08,87.41841888427734
2017-08-09,87.91017150878906
2017-08-10,86.71150970458984
2017-08-11,85.9200668334961
2017-08-14,88.24825286865234
2017-08-15,88.46341705322266
2017-08-16,89.50840759277344
2017-08-17,88.74002075195312
2017-08-18,88.25594329833984
2017-08-21,89.46998596191406
2017-08-22,90.38434600830078
2017-08-23,90.77623748779297
2017-08-24,90.62257385253906
2017-08-25,90.77623748779297
2017-08-28,90.3382568359375
2017-08-29,90.1845932006836
2017-08-30,90.7147445678711
2017-08-31,90.92990112304688
2017-09-01,90.44583892822266
2017-09-05,91.5753402709961
2017-09-06,91.96720886230469
2017-09-07,93.30419921875
2017-09-08,92.68948364257812
2017-09-11,96.84640502929688
2017-09-12,95.87825775146484
2017-09-13,93.38870239257812
2017-09-14,93.6364974975586
2017-09-15,91.05033111572266
