,MAR
2014-11-05,67.72175598144531
2014-11-06,68.03819274902344
2014-11-07,68.26424407958984
2014-11-10,69.2226791381836
2014-11-11,69.7470703125
2014-11-12,69.89173889160156
2014-11-13,70.60602569580078
2014-11-14,70.4885025024414
2014-11-17,69.77420043945312
2014-11-18,69.74702453613281
2014-11-19,69.2393569946289
2014-11-20,68.79518127441406
2014-11-21,68.87675476074219
2014-11-24,69.77420043945312
2014-11-25,69.837646484375
2014-11-26,70.23649597167969
2014-11-28,71.42403411865234
2014-12-01,70.20931243896484
2014-12-02,70.20931243896484
2014-12-03,70.83482360839844
2014-12-04,70.65351104736328
2014-12-05,71.6053466796875
2014-12-08,71.6053466796875
2014-12-09,71.04330444335938
2014-12-10,70.23649597167969
2014-12-11,70.3634262084961
2014-12-12,69.58381652832031
2014-12-15,70.31810760498047
2014-12-16,69.1487045288086
2014-12-17,69.56568908691406
2014-12-18,70.1186752319336
2014-12-19,70.19115447998047
2014-12-22,71.12490844726562
2014-12-23,71.19742584228516
2014-12-24,71.02516174316406
2014-12-26,71.33341217041016
2014-12-29,71.68693542480469
2014-12-30,70.97985076904297
2014-12-31,70.73509216308594
2015-01-02,70.48127746582031
2015-01-05,68.55040740966797
2015-01-06,67.6892318725586
2015-01-07,69.2393569946289
2015-01-08,71.53282928466797
2015-01-09,71.3696517944336
2015-01-12,70.62631225585938
2015-01-13,70.18212127685547
2015-01-14,69.41159057617188
2015-01-15,68.98554229736328
2015-01-16,68.79518127441406
2015-01-20,69.18497467041016
2015-01-21,69.13058471679688
2015-01-22,71.14303588867188
2015-01-23,71.17022705078125
2015-01-26,71.99514770507812
2015-01-27,71.26087188720703
2015-01-28,69.71074676513672
2015-01-29,69.90110778808594
2015-01-30,67.53510284423828
2015-02-02,67.80706024169922
2015-02-03,69.46599578857422
2015-02-04,68.84050750732422
2015-02-05,68.62291717529297
2015-02-06,67.28128814697266
2015-02-09,66.52887725830078
2015-02-10,70.0098876953125
2015-02-11,69.81952667236328
2015-02-12,71.63256072998047
2015-02-13,71.97702026367188
2015-02-17,73.6903305053711
2015-02-18,73.83537292480469
2015-02-19,75.33110046386719
2015-02-20,75.2404556274414
2015-02-23,75.19511413574219
2015-02-24,74.5605697631836
2015-02-25,74.84227752685547
2015-02-26,75.623779296875
2015-02-27,75.51473236083984
2015-03-02,77.08683013916016
2015-03-03,76.25080108642578
2015-03-04,75.56017303466797
2015-03-05,75.3329849243164
2015-03-06,74.07894134521484
2015-03-09,74.95133209228516
2015-03-10,73.84268188476562
2015-03-11,73.6700439453125
2015-03-12,75.24212646484375
2015-03-13,74.58782958984375
2015-03-16,75.86912536621094
2015-03-17,74.91498565673828
2015-03-18,75.63286590576172
2015-03-19,76.61427307128906
2015-03-20,76.36892700195312
2015-03-23,76.57794189453125
2015-03-24,74.7423324584961
2015-03-25,72.50688171386719
2015-03-26,73.22476196289062
2015-03-27,73.44285583496094
2015-03-30,74.06078338623047
2015-03-31,72.98851013183594
2015-04-01,72.9975814819336
2015-04-02,72.83403778076172
2015-04-06,72.95211029052734
2015-04-07,71.92528533935547
2015-04-08,72.87036895751953
2015-04-09,72.89762878417969
2015-04-10,72.98851013183594
2015-04-13,72.88853454589844
2015-04-14,72.02523803710938
2015-04-15,71.75262451171875
2015-04-16,71.34371185302734
2015-04-17,70.55313110351562
2015-04-20,72.48871612548828
2015-04-21,73.12478637695312
2015-04-22,73.41555786132812
2015-04-23,73.92447662353516
2015-04-24,74.36974334716797
2015-04-27,73.94264221191406
2015-04-28,73.897216796875
2015-04-29,76.21446228027344
2015-04-30,72.74313354492188
2015-05-01,73.57917022705078
2015-05-04,73.1611328125
2015-05-05,71.07109832763672
2015-05-06,71.62542724609375
2015-05-07,71.31645202636719
2015-05-08,72.97032928466797
2015-05-11,72.44327545166016
2015-05-12,71.93437194824219
2015-05-13,71.49817657470703
2015-05-14,73.22476196289062
2015-05-15,73.51554870605469
2015-05-18,73.8154296875
2015-05-19,73.51554870605469
2015-05-20,73.5246810913086
2015-05-21,73.35149383544922
2015-05-22,73.05978393554688
2015-05-26,71.74715423583984
2015-05-27,72.19380187988281
2015-05-28,72.03883361816406
2015-05-29,71.09088134765625
2015-06-01,71.07262420654297
2015-06-02,71.49193572998047
2015-06-03,72.35789489746094
2015-06-04,71.53754425048828
2015-06-05,71.44636535644531
2015-06-08,70.1519775390625
2015-06-09,70.4801254272461
2015-06-10,70.3980941772461
2015-06-11,70.43456268310547
2015-06-12,69.85115814208984
2015-06-15,70.20667266845703
2015-06-16,69.94232177734375
2015-06-17,70.20667266845703
2015-06-18,71.23670196533203
2015-06-19,70.77184295654297
2015-06-22,71.01792907714844
2015-06-23,70.72622680664062
2015-06-24,69.61418151855469
2015-06-25,69.43183898925781
2015-06-26,69.29511260986328
2015-06-29,67.2988510131836
2015-06-30,67.80931854248047
2015-07-01,68.35625457763672
2015-07-02,68.18305969238281
2015-07-06,67.73641204833984
2015-07-07,68.76643371582031
2015-07-08,67.4173583984375
2015-07-09,67.61791229248047
2015-07-10,69.24954223632812
2015-07-13,70.17022705078125
2015-07-14,70.42544555664062
2015-07-15,70.5165786743164
2015-07-16,71.32785034179688
2015-07-17,70.82650756835938
2015-07-20,70.94502258300781
2015-07-21,69.82380676269531
2015-07-22,70.1246337890625
2015-07-23,68.01899719238281
2015-07-24,67.47205352783203
2015-07-27,67.3626708984375
2015-07-28,67.99160766601562
2015-07-29,70.18842315673828
2015-07-30,66.214111328125
2015-07-31,66.18677520751953
2015-08-03,66.15032958984375
2015-08-04,65.83128356933594
2015-08-05,64.44576263427734
2015-08-06,64.6553955078125
2015-08-07,65.05647277832031
2015-08-10,66.13211822509766
2015-08-11,65.75835418701172
2015-08-12,65.87687683105469
2015-08-13,65.90420532226562
2015-08-14,65.49400329589844
2015-08-17,66.48759460449219
2015-08-18,66.20402526855469
2015-08-19,65.77416229248047
2015-08-20,64.02711486816406
2015-08-21,63.41429138183594
2015-08-24,60.99955749511719
2015-08-25,60.880638122558594
2015-08-26,63.9539680480957
2015-08-27,65.04241180419922
2015-08-28,65.4723129272461
2015-08-31,64.63080596923828
2015-09-01,63.194766998291016
2015-09-02,64.86860656738281
2015-09-03,65.00581359863281
2015-09-04,64.04540252685547
2015-09-08,66.2406234741211
2015-09-09,65.1155776977539
2015-09-10,66.10343933105469
2015-09-11,66.7802963256836
2015-09-14,66.76197052001953
2015-09-15,66.07598876953125
2015-09-16,66.57906341552734
2015-09-17,66.0027847290039
2015-09-18,63.734432220458984
2015-09-21,64.22835540771484
2015-09-22,62.243507385253906
2015-09-23,61.94167709350586
2015-09-24,62.38071823120117
2015-09-25,62.65510940551758
2015-09-28,60.52392578125
2015-09-29,59.85621643066406
2015-09-30,62.38071823120117
2015-10-01,64.12774658203125
2015-10-02,65.36254119873047
2015-10-05,66.5516128540039
2015-10-06,65.77416229248047
2015-10-07,67.84129333496094
2015-10-08,70.02737426757812
2015-10-09,69.9450454711914
2015-10-12,69.89016723632812
2015-10-13,68.8565902709961
2015-10-14,67.84129333496094
2015-10-15,68.45413970947266
2015-10-16,67.53030395507812
2015-10-19,67.11869049072266
2015-10-20,68.4998779296875
2015-10-21,67.54859924316406
2015-10-22,70.31092071533203
2015-10-23,68.87488555908203
2015-10-26,70.07311248779297
2015-10-27,71.33536529541016
2015-10-28,70.3292236328125
2015-10-29,70.41156005859375
2015-10-30,70.22859954833984
2015-11-02,70.85059356689453
2015-11-03,70.16456604003906
2015-11-04,70.44811248779297
2015-11-05,70.17372131347656
2015-11-06,70.13711547851562
2015-11-09,69.29563903808594
2015-11-10,69.99079895019531
2015-11-11,69.02123260498047
2015-11-12,68.16143035888672
2015-11-13,66.53331756591797
2015-11-16,67.42969512939453
2015-11-17,66.7872543334961
2015-11-18,66.29163360595703
2015-11-19,66.60370635986328
2015-11-20,66.36507415771484
2015-11-23,66.44767761230469
2015-11-24,65.14442443847656
2015-11-25,65.9336929321289
2015-11-27,65.60332489013672
2015-11-30,65.08016204833984
2015-12-01,66.31918334960938
2015-12-02,65.79605102539062
2015-12-03,63.125282287597656
2015-12-04,65.19947814941406
2015-12-07,63.78609085083008
2015-12-08,63.859519958496094
2015-12-09,62.427757263183594
2015-12-10,62.62052536010742
2015-12-11,61.35396194458008
2015-12-14,60.96851348876953
2015-12-15,61.14286804199219
2015-12-16,61.63848114013672
2015-12-17,60.60138702392578
2015-12-18,59.75701141357422
2015-12-21,59.81208419799805
2015-12-22,62.859134674072266
2015-12-23,63.18954086303711
2015-12-24,63.11612319946289
2015-12-28,63.18954086303711
2015-12-29,63.097747802734375
2015-12-30,62.427757263183594
2015-12-31,61.528350830078125
2016-01-04,60.004817962646484
2016-01-05,60.19754409790039
2016-01-06,58.38951873779297
2016-01-07,56.73750305175781
2016-01-08,57.499267578125
2016-01-11,57.96733474731445
2016-01-12,59.03197479248047
2016-01-13,55.31492233276367
2016-01-14,55.74629211425781
2016-01-15,54.654136657714844
2016-01-19,53.58031463623047
2016-01-20,54.892757415771484
2016-01-21,56.58147430419922
2016-01-22,57.324886322021484
2016-01-25,55.17726135253906
2016-01-26,56.84764099121094
2016-01-27,55.654510498046875
2016-01-28,54.34208679199219
2016-01-29,56.24189758300781
2016-02-01,56.37038040161133
2016-02-02,54.213584899902344
2016-02-03,54.50728225708008
2016-02-04,55.71876907348633
2016-02-05,55.07631301879883
2016-02-08,54.55317687988281
2016-02-09,55.77383804321289
2016-02-10,56.333675384521484
2016-02-11,56.52640914916992
2016-02-12,58.55470657348633
2016-02-16,59.71112060546875
2016-02-17,61.19794845581055
2016-02-18,59.60099411010742
2016-02-19,60.30767822265625
2016-02-22,61.29889678955078
2016-02-23,61.05015563964844
2016-02-24,61.750301361083984
2016-02-25,62.920265197753906
2016-02-26,62.7820930480957
2016-02-29,62.7820930480957
2016-03-01,63.50061798095703
2016-03-02,63.40852355957031
2016-03-03,63.27033615112305
2016-03-04,63.54671096801758
2016-03-07,64.0625991821289
2016-03-08,63.021610260009766
2016-03-09,63.18743133544922
2016-03-10,62.60704040527344
2016-03-11,63.463802337646484
2016-03-14,65.34310150146484
2016-03-15,64.86407470703125
2016-03-16,65.62867736816406
2016-03-17,66.14459991455078
2016-03-18,67.39747619628906
2016-03-21,66.605224609375
2016-03-22,65.33389282226562
2016-03-23,64.11785888671875
2016-03-24,63.23347854614258
2016-03-28,65.72081756591797
2016-03-29,65.1312255859375
2016-03-30,65.91429138183594
2016-03-31,65.57342529296875
2016-04-01,61.842430114746094
2016-04-04,61.13309097290039
2016-04-05,60.654022216796875
2016-04-06,60.93039321899414
2016-04-07,60.36845397949219
2016-04-08,61.326534271240234
2016-04-11,61.83320999145508
2016-04-12,62.03587341308594
2016-04-13,62.30302429199219
2016-04-14,62.49649429321289
2016-04-15,62.57019805908203
2016-04-18,62.22014617919922
2016-04-19,62.468868255615234
2016-04-20,62.514915466308594
2016-04-21,62.85580062866211
2016-04-22,61.29889678955078
2016-04-25,61.70425033569336
2016-04-26,61.72266387939453
2016-04-27,63.27033615112305
2016-04-28,63.786216735839844
2016-04-29,64.56926727294922
2016-05-02,64.5232162475586
2016-05-03,64.57847595214844
2016-05-04,63.77700424194336
2016-05-05,63.81386184692383
2016-05-06,63.767784118652344
2016-05-09,63.684879302978516
2016-05-10,64.91014862060547
2016-05-11,63.49140548706055
2016-05-12,62.616275787353516
2016-05-13,61.61211013793945
2016-05-16,62.37672424316406
2016-05-17,61.96217727661133
2016-05-18,60.80548095703125
2016-05-19,60.12071228027344
2016-05-20,60.12997055053711
2016-05-23,60.018924713134766
2016-05-24,60.49085998535156
2016-05-25,61.258888244628906
2016-05-26,60.66667175292969
2016-05-27,61.36069869995117
2016-05-31,61.110862731933594
2016-06-01,62.13800811767578
2016-06-02,63.40574645996094
2016-06-03,62.95231628417969
2016-06-06,62.78575134277344
2016-06-07,62.286048889160156
2016-06-08,62.51740264892578
2016-06-09,62.20278549194336
2016-06-10,61.527252197265625
2016-06-13,61.03681564331055
2016-06-14,60.50009536743164
2016-06-15,60.81473922729492
2016-06-16,60.69443893432617
2016-06-17,61.508758544921875
2016-06-20,62.7765007019043
2016-06-21,62.656192779541016
2016-06-22,62.69322967529297
2016-06-23,63.80366897583008
2016-06-24,59.13983154296875
2016-06-27,56.641357421875
2016-06-28,57.91834259033203
2016-06-29,60.05595779418945
2016-06-30,61.49950408935547
2016-07-01,62.7302360534668
2016-07-05,62.08247375488281
2016-07-06,62.78575134277344
2016-07-07,63.25767517089844
2016-07-08,64.63648986816406
2016-07-11,64.88634490966797
2016-07-12,65.94124603271484
2016-07-13,64.88634490966797
2016-07-14,65.19170379638672
2016-07-15,64.96034240722656
2016-07-18,65.13617706298828
2016-07-19,64.91409301757812
2016-07-20,64.65499114990234
2016-07-21,65.12692260742188
2016-07-22,65.69139862060547
2016-07-25,65.89497375488281
2016-07-26,66.32064056396484
2016-07-27,65.27498626708984
2016-07-28,66.19107818603516
2016-07-29,66.3483657836914
2016-08-01,65.8764419555664
2016-08-02,65.32123565673828
2016-08-03,65.98749542236328
2016-08-04,66.8203125
2016-08-05,67.28299713134766
2016-08-08,67.12570190429688
2016-08-09,66.4871826171875
2016-08-10,66.4964599609375
2016-08-11,66.7185287475586
2016-08-12,66.57048034667969
2016-08-15,67.44031524658203
2016-08-16,67.34780883789062
2016-08-17,67.56062316894531
2016-08-18,67.51435852050781
2016-08-19,68.44896697998047
2016-08-22,67.56062316894531
2016-08-23,67.67167663574219
2016-08-24,67.07015228271484
2016-08-25,67.57911682128906
2016-08-26,67.36627960205078
2016-08-29,67.62539672851562
2016-08-30,66.93135833740234
2016-08-31,66.00601959228516
2016-09-01,65.82093048095703
2016-09-02,65.66364288330078
2016-09-06,64.85858154296875
2016-09-07,65.14542388916016
2016-09-08,64.80304718017578
2016-09-09,62.147254943847656
2016-09-12,63.6833610534668
2016-09-13,63.303955078125
2016-09-14,63.37797927856445
2016-09-15,64.11827850341797
2016-09-16,63.56306838989258
2016-09-19,63.239192962646484
2016-09-20,64.71975708007812
2016-09-21,65.1844253540039
2016-09-22,64.82196807861328
2016-09-23,63.604522705078125
2016-09-26,62.40567398071289
2016-09-27,62.31275939941406
2016-09-28,62.61943054199219
2016-09-29,62.35921859741211
2016-09-30,62.57296371459961
2016-10-03,62.68447494506836
2016-10-04,62.368507385253906
2016-10-05,62.703086853027344
2016-10-06,62.74026870727539
2016-10-07,62.39638137817383
2016-10-10,62.62872314453125
2016-10-11,61.903831481933594
2016-10-12,62.182640075683594
2016-10-13,62.5172004699707
2016-10-14,62.68447494506836
2016-10-17,62.19192886352539
2016-10-18,63.03762435913086
2016-10-19,63.1584358215332
2016-10-20,62.638031005859375
2016-10-21,62.39638137817383
2016-10-24,62.61943054199219
2016-10-25,62.461448669433594
2016-10-26,61.97818374633789
2016-10-27,62.19192886352539
2016-10-28,62.675209045410156
2016-10-31,63.84614944458008
2016-11-01,63.4930305480957
2016-11-02,63.567359924316406
2016-11-03,64.34800720214844
2016-11-04,64.69186401367188
2016-11-07,66.07662200927734
2016-11-08,67.8609390258789
2016-11-09,68.8460693359375
2016-11-10,68.23268127441406
2016-11-11,68.2048110961914
2016-11-14,71.78279876708984
2016-11-15,72.21958923339844
2016-11-16,72.0894775390625
2016-11-17,71.99653625488281
2016-11-18,71.68986511230469
2016-11-21,72.10969543457031
2016-11-22,72.63217163085938
2016-11-23,72.84674835205078
2016-11-25,73.25725555419922
2016-11-28,72.8374252319336
2016-11-29,73.8077163696289
2016-11-30,73.49983215332031
2016-12-01,74.47012329101562
2016-12-02,73.89169311523438
2016-12-05,75.57103729248047
2016-12-06,76.57867431640625
2016-12-07,78.29533386230469
2016-12-08,77.89415740966797
2016-12-09,77.95011901855469
2016-12-12,78.28599548339844
2016-12-13,78.74317169189453
2016-12-14,78.31400299072266
2016-12-15,78.6778335571289
2016-12-16,80.28258514404297
2016-12-19,79.17233276367188
2016-12-20,79.39627075195312
2016-12-21,79.16301727294922
2016-12-22,78.11808013916016
2016-12-23,78.45394134521484
2016-12-27,78.5006103515625
2016-12-28,77.77287292480469
2016-12-29,77.73554229736328
2016-12-30,77.13843536376953
2017-01-03,76.97049713134766
2017-01-04,76.82123565673828
2017-01-05,76.29875183105469
2017-01-06,76.78390502929688
2017-01-09,76.73725891113281
2017-01-10,76.4386978149414
2017-01-11,77.28771209716797
2017-01-12,76.40139770507812
2017-01-13,77.10112762451172
2017-01-17,76.8585433959961
2017-01-18,77.43698120117188
2017-01-19,78.86444091796875
2017-01-20,78.7245101928711
2017-01-23,78.71516418457031
2017-01-24,78.84578704833984
2017-01-25,79.8720474243164
2017-01-26,80.08666229248047
2017-01-27,80.31055450439453
2017-01-30,79.54552459716797
2017-01-31,78.92972564697266
2017-02-01,78.96707916259766
2017-02-02,78.83644104003906
2017-02-03,79.72278594970703
2017-02-06,79.90937042236328
2017-02-07,80.05866241455078
2017-02-08,80.5718002319336
2017-02-09,80.97296905517578
2017-02-10,80.65576171875
2017-02-13,81.5234375
2017-02-14,81.99925231933594
2017-02-15,83.46403503417969
2017-02-16,83.44535064697266
2017-02-17,83.37071990966797
2017-02-21,82.092529296875
2017-02-22,82.08317565917969
2017-02-23,81.44657897949219
2017-02-24,81.5214614868164
2017-02-27,81.86786651611328
2017-02-28,81.43724822998047
2017-03-01,82.84149169921875
2017-03-02,81.93338775634766
2017-03-03,81.24999237060547
2017-03-06,81.18447875976562
2017-03-07,80.6508560180664
2017-03-08,80.87551879882812
2017-03-09,80.80062103271484
2017-03-10,81.09085083007812
2017-03-13,81.47468566894531
2017-03-14,80.76316833496094
2017-03-15,82.21424102783203
2017-03-16,82.43893432617188
2017-03-17,82.69168853759766
2017-03-20,83.01933288574219
2017-03-21,83.41255187988281
2017-03-22,86.25848388671875
2017-03-23,87.19465637207031
2017-03-24,87.53166961669922
2017-03-27,87.22272491455078
2017-03-28,88.45848846435547
2017-03-29,88.55207824707031
2017-03-30,88.59891510009766
2017-03-31,88.16829681396484
2017-04-03,86.82955169677734
2017-04-04,86.56744384765625
2017-04-05,86.0899887084961
2017-04-06,85.912109375
2017-04-07,85.38786315917969
2017-04-10,85.24742126464844
2017-04-11,85.56571960449219
2017-04-12,85.89337921142578
2017-04-13,85.70616149902344
2017-04-17,86.08061981201172
2017-04-18,86.1461410522461
2017-04-19,85.64997863769531
2017-04-20,86.84827423095703
2017-04-21,86.56744384765625
2017-04-24,87.55039978027344
2017-04-25,88.53338623046875
2017-04-26,90.15293884277344
2017-04-27,89.62867736816406
2017-04-28,88.39295959472656
2017-05-01,89.47891235351562
2017-05-02,90.90188598632812
2017-05-03,90.79890441894531
2017-05-04,90.69591522216797
2017-05-05,90.85506439208984
2017-05-08,90.21849060058594
2017-05-09,95.95720672607422
2017-05-10,96.64996337890625
2017-05-11,96.25675964355469
2017-05-12,95.91035461425781
2017-05-15,97.41761016845703
2017-05-16,97.35205841064453
2017-05-17,95.89639282226562
2017-05-18,96.29084777832031
2017-05-19,96.56320190429688
2017-05-22,97.87799072265625
2017-05-23,99.07073211669922
2017-05-24,99.43699645996094
2017-05-25,100.04743194580078
2017-05-26,100.39492797851562
2017-05-30,100.24465942382812
2017-05-31,101.09927368164062
2017-06-01,102.06661987304688
2017-06-02,103.36264038085938
2017-06-05,101.60640716552734
2017-06-06,98.60115814208984
2017-06-07,98.7232437133789
2017-06-08,98.68566131591797
2017-06-09,96.18753814697266
2017-06-12,95.85882568359375
2017-06-13,97.55867767333984
2017-06-14,97.5868911743164
2017-06-15,98.3663558959961
2017-06-16,98.14096069335938
2017-06-19,99.48394775390625
2017-06-20,97.84983825683594
2017-06-21,97.79348754882812
2017-06-22,97.56808471679688
2017-06-23,97.72775268554688
2017-06-26,97.60564422607422
2017-06-27,94.88213348388672
2017-06-28,95.77432250976562
2017-06-29,94.11203002929688
2017-06-30,94.20591735839844
2017-07-03,94.01811218261719
2017-07-05,95.01361083984375
2017-07-06,93.58610534667969
2017-07-07,94.24351501464844
2017-07-10,94.58158874511719
2017-07-11,94.60038757324219
2017-07-12,94.66614532470703
2017-07-13,94.57219696044922
2017-07-14,94.84454345703125
2017-07-17,95.18265533447266
2017-07-18,95.7931137084961
2017-07-19,96.01850891113281
2017-07-20,96.16875457763672
2017-07-21,96.59137725830078
2017-07-24,96.45988464355469
2017-07-25,96.7885971069336
2017-07-26,96.76982879638672
2017-07-27,97.72775268554688
2017-07-28,97.05155181884766
2017-07-31,97.84983825683594
2017-08-01,98.73262023925781
2017-08-02,97.19244384765625
2017-08-03,97.35206604003906
2017-08-04,98.62931823730469
2017-08-07,99.7093505859375
2017-08-08,97.62444305419922
2017-08-09,95.18265533447266
2017-08-10,93.46400451660156
2017-08-11,93.351318359375
2017-08-14,93.98052978515625
2017-08-15,94.29044342041016
2017-08-16,94.19654846191406
2017-08-17,91.88623809814453
2017-08-18,92.0646743774414
2017-08-21,93.05078125
2017-08-22,96.11323547363281
2017-08-23,94.63383483886719
2017-08-24,94.18152618408203
2017-08-25,94.8505630493164
2017-08-28,94.89765930175781
2017-08-29,94.44537353515625
2017-08-30,97.65857696533203
2017-08-31,97.6020278930664
2017-09-01,97.80934143066406
2017-09-05,96.37706756591797
2017-09-06,95.92474365234375
2017-09-07,95.88706970214844
2017-09-08,97.46068572998047
2017-09-11,98.59141540527344
2017-09-12,99.01544952392578
2017-09-13,100.60792541503906
2017-09-14,100.24986267089844
