,C
2017-09-15,54.03812026977539
2017-09-18,55.25914764404297
2017-09-19,55.689659118652344
2017-09-20,55.932289123535156
2017-09-21,56.16709518432617
2017-09-22,55.88532257080078
2017-09-25,55.44700622558594
2017-09-26,55.525272369384766
2017-09-27,56.57411193847656
2017-09-28,56.863712310791016
2017-09-29,56.934146881103516
2017-10-02,57.76382064819336
2017-10-03,58.0221061706543
2017-10-04,57.967323303222656
2017-10-05,59.26661682128906
2017-10-06,59.20401382446289
2017-10-09,59.00833511352539
2017-10-10,58.843963623046875
2017-10-11,58.65610885620117
2017-10-12,56.644561767578125
2017-10-13,56.44104766845703
2017-10-16,56.1749267578125
2017-10-17,56.503662109375
2017-10-18,57.23158645629883
2017-10-19,57.04372787475586
2017-10-20,57.55248260498047
2017-10-23,57.55248260498047
2017-10-24,58.10822296142578
2017-10-25,57.6229362487793
2017-10-26,57.755985260009766
2017-10-27,57.818626403808594
2017-10-30,57.748172760009766
2017-10-31,57.52899932861328
2017-11-01,57.94384002685547
2017-11-02,58.49957275390625
2017-11-03,58.20872116088867
2017-11-06,58.01221466064453
2017-11-07,57.155391693115234
2017-11-08,56.864540100097656
2017-11-09,56.93529510498047
2017-11-10,56.793792724609375
2017-11-13,56.58940505981445
2017-11-14,56.22782516479492
2017-11-15,56.38502502441406
2017-11-16,56.33787536621094
2017-11-17,56.07060241699219
2017-11-20,56.63657760620117
2017-11-21,56.89598083496094
2017-11-22,56.8016471862793
2017-11-24,56.61299514770508
2017-11-27,56.117774963378906
2017-11-28,57.93358612060547
2017-11-29,58.9869384765625
2017-11-30,59.34852981567383
2017-12-01,59.356388092041016
2017-12-04,60.60622787475586
2017-12-05,60.166053771972656
2017-12-06,59.30137634277344
2017-12-07,58.93977355957031
2017-12-08,59.51362228393555
2017-12-11,59.623661041259766
2017-12-12,59.859466552734375
2017-12-13,59.06553649902344
2017-12-14,58.106536865234375
2017-12-15,58.77470016479492
2017-12-18,59.48217010498047
2017-12-19,58.71966552734375
2017-12-20,58.68824005126953
2017-12-21,59.60005569458008
2017-12-22,59.34067153930664
2017-12-26,58.782562255859375
2017-12-27,58.869022369384766
2017-12-28,59.018402099609375
2017-12-29,58.4917106628418
2018-01-02,58.452392578125
2018-01-03,58.633209228515625
2018-01-04,59.356388092041016
2018-01-05,59.27778244018555
2018-01-08,58.58603286743164
2018-01-09,59.19916534423828
2018-01-10,59.46643829345703
2018-01-11,59.39567947387695
2018-01-12,60.4018669128418
2018-01-16,60.61410903930664
2018-01-17,60.897098541259766
2018-01-18,60.83420944213867
2018-01-19,61.549537658691406
2018-01-22,61.777488708496094
2018-01-23,61.74605178833008
2018-01-24,62.45351028442383
2018-01-25,62.44567108154297
2018-01-26,62.94874954223633
2018-01-29,62.854400634765625
2018-01-30,61.80108642578125
2018-01-31,61.691036224365234
2018-02-01,62.25700759887695
2018-02-02,60.78897476196289
2018-02-05,57.82925033569336
2018-02-06,59.0526008605957
2018-02-07,59.186763763427734
2018-02-08,56.72427749633789
2018-02-09,58.15283966064453
2018-02-12,59.00523376464844
2018-02-13,59.33673858642578
2018-02-14,60.54430389404297
2018-02-15,60.836326599121094
2018-02-16,60.6311149597168
2018-02-20,60.346981048583984
2018-02-21,60.77317810058594
2018-02-22,60.197021484375
2018-02-23,60.836326599121094
2018-02-26,61.286224365234375
2018-02-27,60.283843994140625
2018-02-28,59.58140182495117
2018-03-01,58.137062072753906
2018-03-02,58.15283966064453
2018-03-05,58.73690414428711
2018-03-06,58.452754974365234
2018-03-07,58.342262268066406
2018-03-08,58.49222183227539
2018-03-09,60.07074737548828
2018-03-12,59.99969482421875
2018-03-13,59.123634338378906
2018-03-14,57.98708724975586
2018-03-15,57.88448715209961
2018-03-16,57.98708724975586
2018-03-19,57.379337310791016
2018-03-20,57.55300521850586
2018-03-21,57.86869812011719
2018-03-22,55.49302673339844
2018-03-23,53.590904235839844
2018-03-26,55.07472610473633
2018-03-27,53.89082717895508
2018-03-28,53.87504196166992
2018-03-29,53.27519226074219
2018-04-02,53.44093322753906
2018-04-03,54.048675537109375
2018-04-04,54.70376968383789
2018-04-05,55.4219970703125
2018-04-06,54.14338302612305
2018-04-09,54.806365966796875
2018-04-10,55.650875091552734
2018-04-11,55.16153335571289
2018-04-12,56.929481506347656
2018-04-13,56.04551315307617
2018-04-16,55.30360412597656
2018-04-17,55.04314041137695
2018-04-18,54.44332504272461
2018-04-19,55.46934127807617
2018-04-20,55.248355865478516
2018-04-23,54.83794021606445
2018-04-24,54.55379104614258
2018-04-25,54.743228912353516
2018-04-26,54.60116958618164
2018-04-27,54.45119857788086
2018-04-30,53.8829231262207
2018-05-01,53.86713790893555
2018-05-02,53.661930084228516
2018-05-03,53.622467041015625
2018-05-04,53.87622833251953
2018-05-07,54.320308685302734
2018-05-08,56.30279541015625
2018-05-09,57.056156158447266
2018-05-10,57.54780960083008
2018-05-11,57.777767181396484
2018-05-14,57.58745574951172
2018-05-15,57.635047912597656
2018-05-16,57.056156158447266
2018-05-17,56.74687957763672
2018-05-18,55.478092193603516
2018-05-21,55.85079574584961
2018-05-22,56.366241455078125
2018-05-23,55.70011901855469
2018-05-24,54.962646484375
2018-05-25,54.27272415161133
2018-05-29,52.10784912109375
2018-05-30,52.87704849243164
2018-05-31,52.88499069213867
2018-06-01,53.35285186767578
2018-06-04,53.40043258666992
2018-06-05,52.940486907958984
2018-06-06,54.106204986572266
2018-06-07,54.28066635131836
2018-06-08,54.29652404785156
2018-06-11,54.01103973388672
2018-06-12,53.61454772949219
2018-06-13,53.360782623291016
2018-06-14,52.464698791503906
2018-06-15,52.6074333190918
2018-06-18,52.93257522583008
2018-06-19,52.956356048583984
2018-06-20,53.432159423828125
2018-06-21,53.63040542602539
2018-06-22,53.28940200805664
2018-06-25,52.139564514160156
2018-06-26,52.58364486694336
2018-06-27,51.90959548950195
2018-06-28,53.03565979003906
2018-06-29,53.0673713684082
2018-07-02,53.257694244384766
2018-07-03,52.3853874206543
2018-07-05,52.781898498535156
2018-07-06,53.241844177246094
2018-07-09,54.66923141479492
2018-07-10,54.106204986572266
2018-07-11,53.852439880371094
2018-07-12,54.32823181152344
2018-07-13,53.13081359863281
2018-07-16,55.08158874511719
2018-07-17,54.994346618652344
2018-07-18,55.3908576965332
2018-07-19,54.70887756347656
2018-07-20,54.89127731323242
2018-07-23,55.67633056640625
2018-07-24,56.35832214355469
2018-07-25,56.87376022338867
2018-07-26,56.572418212890625
2018-07-27,56.8499641418457
2018-07-30,57.32578659057617
2018-07-31,57.00856399536133
2018-08-01,57.040287017822266
2018-08-02,56.968910217285156
2018-08-03,57.76690673828125
2018-08-06,57.7748908996582
2018-08-07,57.782875061035156
2018-08-08,58.16590118408203
2018-08-09,57.43973159790039
2018-08-10,56.06719207763672
2018-08-13,55.18938446044922
2018-08-14,55.8676872253418
2018-08-15,54.78240966796875
2018-08-16,55.50858688354492
2018-08-17,55.59635925292969
2018-08-20,56.28264617919922
2018-08-21,56.849220275878906
2018-08-22,56.75345993041992
2018-08-23,56.506080627441406
2018-08-24,56.39436340332031
2018-08-27,57.76690673828125
2018-08-28,57.758934020996094
2018-08-29,57.878623962402344
2018-08-30,57.0247802734375
2018-08-31,56.849220275878906
2018-09-04,56.976905822753906
2018-09-05,56.79335403442383
2018-09-06,55.947479248046875
2018-09-07,55.57242965698242
2018-09-10,55.5644416809082
2018-09-11,55.40485763549805
2018-09-12,56.26668167114258
2018-09-13,55.97939682006836
2018-09-14,56.29062271118164
2018-09-17,56.561946868896484
2018-09-18,56.94498062133789
2018-09-19,58.82826614379883
2018-09-20,59.68211364746094
2018-09-21,59.17138671875
2018-09-24,58.92401123046875
2018-09-25,58.66068649291992
2018-09-26,57.81478500366211
2018-09-27,58.21379470825195
2018-09-28,57.24821853637695
2018-10-01,57.39983367919922
2018-10-02,57.29609680175781
2018-10-03,57.742977142333984
2018-10-04,57.95045471191406
2018-10-05,57.79085922241211
2018-10-08,57.9265022277832
2018-10-09,57.3679084777832
2018-10-10,55.81980895996094
2018-10-11,54.56697082519531
2018-10-12,55.73202133178711
2018-10-15,55.229286193847656
2018-10-16,55.6282844543457
2018-10-17,55.73202133178711
2018-10-18,54.75847625732422
2018-10-19,54.95000076293945
2018-10-22,53.1385383605957
2018-10-23,52.452266693115234
2018-10-24,50.912132263183594
2018-10-25,51.84579086303711
2018-10-26,51.23930358886719
2018-10-29,51.35102844238281
2018-10-30,51.49466323852539
2018-10-31,52.23678970336914
2018-11-01,52.53205871582031
2018-11-02,52.9659423828125
2018-11-05,54.07477569580078
2018-11-06,53.576595306396484
2018-11-07,54.84611129760742
2018-11-08,54.460426330566406
2018-11-09,52.837406158447266
2018-11-12,51.59197998046875
2018-11-13,52.049964904785156
2018-11-14,51.02150344848633
2018-11-15,51.90534210205078
2018-11-16,52.18656921386719
2018-11-19,51.92140197753906
2018-11-20,50.24212646484375
2018-11-21,50.51530456542969
2018-11-23,49.61539840698242
2018-11-26,51.2063102722168
2018-11-27,50.98936080932617
2018-11-28,52.69276809692383
2018-11-29,52.146400451660156
2018-11-30,52.05801773071289
2018-12-03,52.355308532714844
2018-12-04,50.02518081665039
2018-12-06,48.25751495361328
2018-12-07,46.883541107177734
2018-12-10,45.855072021484375
2018-12-11,45.172119140625
2018-12-12,44.97928237915039
2018-12-13,44.810543060302734
2018-12-14,44.20793533325195
2018-12-17,43.589237213134766
2018-12-18,43.332130432128906
2018-12-19,42.44024658203125
2018-12-20,41.99834060668945
2018-12-21,40.36726379394531
2018-12-24,39.579833984375
2018-12-26,41.33143997192383
2018-12-27,41.596588134765625
2018-12-28,41.644798278808594
2018-12-31,41.82960510253906
2019-01-02,43.01072311401367
2019-01-03,42.23134994506836
2019-01-04,44.29630661010742
2019-01-07,44.68198776245117
2019-01-08,44.561458587646484
2019-01-09,45.30067443847656
2019-01-10,45.34886932373047
2019-01-11,45.54975891113281
2019-01-14,47.349571228027344
2019-01-15,49.318111419677734
2019-01-16,49.96894073486328
2019-01-17,50.193912506103516
2019-01-18,50.7161865234375
2019-01-22,49.69574737548828
2019-01-23,49.92073059082031
2019-01-24,50.386749267578125
2019-01-25,51.4393196105957
2019-01-28,51.30272674560547
2019-01-29,50.78849411010742
2019-01-30,51.60002136230469
2019-01-31,51.7928466796875
2019-02-01,51.51774597167969
2019-02-04,51.833309173583984
2019-02-05,51.63102722167969
2019-02-06,51.69575500488281
2019-02-07,50.82189178466797
2019-02-08,50.174583435058594
2019-02-11,49.850929260253906
2019-02-12,50.708614349365234
2019-02-13,51.00798797607422
2019-02-14,50.50633239746094
2019-02-15,52.00323486328125
2019-02-19,52.09223175048828
2019-02-20,52.302608489990234
2019-02-21,52.04368209838867
2019-02-22,51.89804458618164
2019-02-25,52.213600158691406
2019-02-26,51.88186264038086
2019-02-27,52.10841751098633
2019-02-28,51.76858901977539
2019-03-01,52.165061950683594
2019-03-04,51.582481384277344
2019-03-05,50.91898727416992
2019-03-06,50.57914352416992
2019-03-07,50.085575103759766
2019-03-08,50.21504592895508
2019-03-11,50.41732406616211
2019-03-12,50.82189178466797
2019-03-13,51.50156784057617
2019-03-14,51.8737678527832
2019-03-15,52.747642517089844
2019-03-18,53.34640121459961
2019-03-19,53.10365295410156
2019-03-20,52.027496337890625
2019-03-21,51.71194839477539
2019-03-22,49.34117889404297
2019-03-25,48.81523513793945
2019-03-26,49.53535842895508
2019-03-27,49.13888168334961
2019-03-28,50.15030288696289
2019-03-29,50.3444938659668
2019-04-01,52.076053619384766
2019-04-02,52.12459945678711
2019-04-03,52.6424446105957
2019-04-04,53.25739288330078
2019-04-05,53.03892517089844
2019-04-08,53.45967483520508
2019-04-09,52.7557258605957
2019-04-10,53.0146484375
2019-04-11,53.330223083496094
2019-04-12,54.55200958251953
2019-04-15,54.51966094970703
2019-04-16,56.08128356933594
2019-04-17,56.92279052734375
2019-04-18,56.372562408447266
2019-04-22,55.90327072143555
2019-04-23,55.99227523803711
2019-04-24,55.692893981933594
2019-04-25,55.61199188232422
2019-04-26,56.24311447143555
2019-04-29,57.47299575805664
2019-04-30,57.20597457885742
2019-05-01,56.60722351074219
2019-05-02,56.930870056152344
2019-05-03,57.54977798461914
2019-05-06,57.33805465698242
2019-05-07,55.50578689575195
2019-05-08,55.55464172363281
2019-05-09,55.07416534423828
2019-05-10,55.294044494628906
2019-05-13,52.42755126953125
2019-05-14,53.14417266845703
2019-05-15,52.82657241821289
2019-05-16,53.73050308227539
2019-05-17,52.98944854736328
2019-05-20,52.899864196777344
2019-05-21,53.81193542480469
2019-05-22,52.65556716918945
2019-05-23,52.03666305541992
2019-05-24,52.43568801879883
2019-05-28,51.94708251953125
2019-05-29,51.881935119628906
2019-05-30,51.800514221191406
2019-05-31,50.61155700683594
2019-06-03,50.98615646362305
2019-06-04,53.6490592956543
2019-06-05,53.567626953125
2019-06-06,54.1295280456543
2019-06-07,53.49433135986328
2019-06-10,54.658851623535156
2019-06-11,55.27775573730469
2019-06-12,54.40640640258789
2019-06-13,54.62628936767578
2019-06-14,54.9520149230957
2019-06-17,54.186527252197266
2019-06-18,55.359195709228516
2019-06-19,55.04159927368164
2019-06-20,55.45690155029297
2019-06-21,55.35104751586914
2019-06-24,54.895023345947266
2019-06-25,54.186527252197266
2019-06-26,54.740291595458984
2019-06-27,55.49762725830078
2019-06-28,57.028602600097656
2019-07-01,57.60677719116211
2019-07-02,57.36247634887695
2019-07-03,57.69635772705078
2019-07-05,58.14425277709961
2019-07-08,57.92438888549805
2019-07-09,58.27454376220703
2019-07-10,57.92438888549805
2019-07-11,58.31526184082031
2019-07-12,58.445552825927734
2019-07-15,58.39668655395508
2019-07-16,58.079097747802734
2019-07-17,57.67192459106445
2019-07-18,58.461856842041016
2019-07-19,57.75337219238281
2019-07-22,57.90808868408203
2019-07-23,58.62471389770508
2019-07-24,59.45534896850586
2019-07-25,58.1360969543457
2019-07-26,58.76315689086914
2019-07-29,58.43741226196289
2019-07-30,58.39668655395508
2019-07-31,57.94881057739258
2019-08-01,55.660499572753906
2019-08-02,55.47178649902344
2019-08-05,53.47806167602539
2019-08-06,54.35594940185547
2019-08-07,53.44523620605469
2019-08-08,54.75798416137695
2019-08-09,54.191864013671875
2019-08-12,52.70682144165039
2019-08-13,53.19090270996094
2019-08-14,50.3848991394043
2019-08-15,50.31104278564453
2019-08-16,52.08325958251953
2019-08-19,52.764244079589844
2019-08-20,52.034034729003906
2019-08-21,51.89455795288086
2019-08-22,52.436065673828125
2019-08-23,50.827945709228516
2019-08-26,51.45970916748047
2019-08-27,50.590023040771484
2019-08-28,51.164337158203125
2019-08-29,52.42786407470703
2019-08-30,52.79707336425781
2019-09-03,52.034034729003906
2019-09-04,52.739627838134766
2019-09-05,54.4297981262207
2019-09-06,54.126224517822266
2019-09-09,56.439945220947266
2019-09-10,56.5958366394043
2019-09-11,56.53020477294922
2019-09-12,56.85838317871094
2019-09-13,57.75269317626953
2019-09-16,57.29322814941406
2019-09-17,57.00606155395508
2019-09-18,57.50654220581055
2019-09-19,57.211177825927734
2019-09-20,56.8994026184082
2019-09-23,57.06349563598633
2019-09-24,55.7097282409668
2019-09-25,56.924015045166016
2019-09-26,56.702484130859375
2019-09-27,56.98966598510742
2019-09-30,56.67789077758789
2019-10-01,55.91484451293945
2019-10-02,54.364158630371094
2019-10-03,54.725162506103516
2019-10-04,55.939449310302734
2019-10-07,55.91484451293945
2019-10-08,54.479026794433594
2019-10-09,55.32411193847656
2019-10-10,56.300472259521484
2019-10-11,57.51475524902344
2019-10-14,57.62961196899414
2019-10-15,58.43368148803711
2019-10-16,57.02247619628906
2019-10-17,57.10451889038086
2019-10-18,57.21939468383789
2019-10-21,58.91773986816406
2019-10-22,59.122859954833984
2019-10-23,59.442848205566406
2019-10-24,59.31977462768555
2019-10-25,60.03358459472656
2019-10-28,60.3781852722168
2019-10-29,59.96795654296875
2019-10-30,59.869503021240234
2019-10-31,58.958778381347656
2019-11-01,61.016334533691406
2019-11-04,62.09885025024414
2019-11-05,61.83439636230469
2019-11-06,61.495601654052734
2019-11-07,62.644222259521484
2019-11-08,62.90038299560547
2019-11-11,62.47067642211914
2019-11-12,62.0327262878418
2019-11-13,61.074195861816406
2019-11-14,61.016334533691406
2019-11-15,61.47909164428711
2019-11-18,61.47909164428711
2019-11-19,61.826141357421875
2019-11-20,61.074195861816406
2019-11-21,61.0659294128418
2019-11-22,61.867469787597656
2019-11-25,62.53679656982422
2019-11-26,62.35499572753906
2019-11-27,62.56984329223633
2019-11-29,62.07405471801758
2019-12-02,61.5782585144043
2019-12-03,60.594913482666016
2019-12-04,61.338619232177734
2019-12-05,61.735252380371094
2019-12-06,62.644222259521484
2019-12-09,62.247589111328125
2019-12-10,62.619407653808594
2019-12-11,62.42936706542969
2019-12-12,63.66888427734375
2019-12-13,63.12348556518555
2019-12-16,63.55319595336914
2019-12-17,64.23902893066406
2019-12-18,64.38777160644531
2019-12-19,64.61914825439453
2019-12-20,64.87529754638672
2019-12-23,65.08189392089844
2019-12-24,64.94142150878906
2019-12-26,65.96607208251953
2019-12-27,65.8338394165039
2019-12-30,65.7016372680664
2019-12-31,66.01566314697266
2020-01-02,67.12294006347656
2020-01-03,65.85865020751953
2020-01-06,65.65205383300781
2020-01-07,65.08189392089844
2020-01-08,65.57767486572266
2020-01-09,66.17267608642578
2020-01-10,65.48678588867188
2020-01-13,66.64366149902344
2020-01-14,67.68485260009766
2020-01-15,67.13121032714844
2020-01-16,66.93287658691406
2020-01-17,67.03204345703125
2020-01-21,66.02391052246094
2020-01-22,66.18916320800781
2020-01-23,65.9412841796875
2020-01-24,64.80094909667969
2020-01-27,63.38793182373047
2020-01-28,63.825870513916016
2020-01-29,63.19784927368164
2020-01-30,63.982887268066406
2020-01-31,61.89505386352539
2020-02-03,62.493927001953125
2020-02-04,63.63352584838867
2020-02-05,65.58827209472656
2020-02-06,65.68809509277344
2020-02-07,65.4551773071289
2020-02-10,65.2804946899414
2020-02-11,65.78790283203125
2020-02-12,65.98753356933594
2020-02-13,65.71305084228516
2020-02-14,65.53836059570312
2020-02-18,64.53186798095703
2020-02-19,64.92281341552734
2020-02-20,65.06422424316406
2020-02-21,63.58359909057617
2020-02-24,60.33122253417969
2020-02-25,57.752586364746094
2020-02-26,56.71284866333008
2020-02-27,53.610191345214844
2020-02-28,52.78669738769531
2020-03-02,56.222076416015625
2020-03-03,54.109283447265625
2020-03-04,56.05571746826172
2020-03-05,52.81165313720703
2020-03-06,50.973350524902344
2020-03-09,42.73011016845703
2020-03-10,46.2320442199707
2020-03-11,42.24766159057617
2020-03-12,35.98412322998047
2020-03-13,42.45561981201172
2020-03-16,34.26228332519531
2020-03-17,33.480377197265625
2020-03-18,30.3028621673584
2020-03-19,32.97296905517578
2020-03-20,31.65871810913086
2020-03-23,29.437780380249023
2020-03-24,33.8214225769043
2020-03-25,34.819602966308594
2020-03-26,38.27992630004883
2020-03-27,36.433311462402344
2020-03-30,36.66621398925781
2020-03-31,35.035865783691406
2020-04-01,32.033023834228516
2020-04-02,32.63193130493164
2020-04-03,31.184585571289062
2020-04-06,34.20405197143555
2020-04-07,34.31218719482422
2020-04-08,36.815940856933594
2020-04-09,39.4361457824707
2020-04-13,38.828922271728516
2020-04-14,37.78083419799805
2020-04-15,35.65140151977539
2020-04-16,33.70496368408203
2020-04-17,37.8057975769043
2020-04-20,36.60797882080078
2020-04-21,34.578369140625
2020-04-22,35.13568115234375
2020-04-23,35.31868362426758
2020-04-24,35.85103988647461
2020-04-27,38.72910690307617
2020-04-28,39.2697868347168
2020-04-29,41.80679702758789
2020-04-30,40.39272689819336
2020-05-01,38.26591491699219
2020-05-04,37.929649353027344
2020-05-05,36.94610595703125
2020-05-06,36.105464935302734
2020-05-07,37.526145935058594
2020-05-08,38.938419342041016
2020-05-11,37.046974182128906
2020-05-12,35.60108184814453
2020-05-13,34.12996292114258
2020-05-14,35.3572883605957
2020-05-15,35.239601135253906
2020-05-18,38.39200210571289
2020-05-19,37.349609375
2020-05-20,38.223880767822266
2020-05-21,37.82877731323242
2020-05-22,37.07219314575195
2020-05-26,40.49360275268555
2020-05-27,43.931819915771484
2020-05-28,41.32583236694336
2020-05-29,40.2750358581543
2020-06-01,41.56962203979492
2020-06-02,42.738101959228516
2020-06-03,44.83970642089844
2020-06-04,46.781593322753906
2020-06-05,49.480037689208984
2020-06-08,51.48075866699219
2020-06-09,50.018043518066406
2020-06-10,46.9581184387207
2020-06-11,40.67854309082031
2020-06-12,43.92340850830078
2020-06-15,44.537078857421875
2020-06-16,45.77281951904297
2020-06-17,44.55389404296875
2020-06-18,44.58751678466797
2020-06-19,44.486637115478516
2020-06-22,43.76368713378906
2020-06-23,44.51185607910156
2020-06-24,42.712890625
2020-06-25,44.28488540649414
2020-06-26,41.67890548706055
2020-06-29,42.275753021240234
2020-06-30,42.95667266845703
2020-07-01,42.326202392578125
2020-07-02,42.49433135986328
2020-07-06,43.688045501708984
2020-07-07,42.30097961425781
2020-07-08,42.77173614501953
2020-07-09,41.56962203979492
2020-07-10,44.259666442871094
2020-07-13,43.881378173828125
2020-07-14,42.15806198120117
2020-07-15,43.57875061035156
2020-07-16,43.259307861328125
2020-07-17,42.216915130615234
2020-07-20,42.149658203125
2020-07-21,43.48627853393555
2020-07-22,43.42743682861328
2020-07-23,43.78049850463867
2020-07-24,43.43584060668945
2020-07-27,43.116397857666016
2020-07-28,43.099578857421875
2020-07-29,44.1503791809082
2020-07-30,42.76333236694336
2020-07-31,42.466121673583984
2020-08-03,42.7888069152832
2020-08-04,42.57651138305664
2020-08-05,43.340755462646484
2020-08-06,43.21337890625
2020-08-07,44.25783920288086
2020-08-10,44.88621139526367
2020-08-11,45.650447845458984
2020-08-12,45.30229187011719
2020-08-13,44.91168212890625
2020-08-14,44.945648193359375
2020-08-17,43.66343307495117
2020-08-18,42.746341705322266
2020-08-19,42.703887939453125
2020-08-20,42.10099411010742
2020-08-21,41.863224029541016
2020-08-24,43.357730865478516
2020-08-25,43.858741760253906
2020-08-26,43.179412841796875
2020-08-27,43.918174743652344
2020-08-28,44.393699645996094
2020-08-31,43.40868377685547
2020-09-01,43.47661590576172
2020-09-02,44.11348342895508
2020-09-03,43.731361389160156
2020-09-04,44.59748840332031
2020-09-08,43.340755462646484
2020-09-09,43.646446228027344
2020-09-10,43.26433563232422
2020-09-11,43.30678939819336
2020-09-14,40.886695861816406
2020-09-15,38.050533294677734
2020-09-16,39.0780029296875
2020-09-17,38.66191101074219
2020-09-18,38.09299087524414
2020-09-21,37.30327224731445
2020-09-22,36.75981903076172
2020-09-23,35.53703308105469
2020-09-24,35.82574462890625
2020-09-25,35.681392669677734
2020-09-28,36.802276611328125
2020-09-29,36.02105712890625
2020-09-30,36.60697555541992
2020-10-01,36.8871955871582
2020-10-02,37.074005126953125
2020-10-05,38.13544464111328
2020-10-06,37.710872650146484
2020-10-07,38.07600021362305
2020-10-08,37.97410583496094
2020-10-09,38.152427673339844
2020-10-12,38.95913314819336
2020-10-13,37.09098815917969
2020-10-14,36.539031982421875
2020-10-15,37.03154754638672
2020-10-16,36.67490768432617
2020-10-19,36.42864990234375
2020-10-20,36.95512008666992
2020-10-21,36.52205276489258
2020-10-22,37.32025909423828
2020-10-23,37.32025909423828
2020-10-26,36.73434066772461
2020-10-27,35.56250762939453
2020-10-28,34.92565155029297
2020-10-29,35.37570571899414
2020-10-30,35.60781478881836
2020-11-02,36.286956787109375
2020-11-03,37.42173767089844
2020-11-04,36.17518997192383
2020-11-05,37.026283264160156
2020-11-06,36.71678924560547
2020-11-09,40.95500183105469
2020-11-10,40.963600158691406
2020-11-11,42.063987731933594
2020-11-12,41.50519561767578
2020-11-13,41.83187484741211
2020-11-16,43.32770538330078
2020-11-17,43.61140441894531
2020-11-18,43.88649368286133
2020-11-19,44.82354736328125
2020-11-20,44.402313232421875
2020-11-23,45.820770263671875
2020-11-24,49.05316162109375
2020-11-25,49.05316162109375
2020-11-27,48.71788024902344
2020-11-30,47.342403411865234
2020-12-01,47.686275482177734
2020-12-02,49.17351531982422
2020-12-03,48.6405143737793
2020-12-04,50.39425277709961
2020-12-07,49.9730110168457
2020-12-08,50.17074203491211
2020-12-09,50.67795181274414
2020-12-10,52.01045227050781
2020-12-11,50.66075134277344
2020-12-14,50.49741744995117
2020-12-15,51.296913146972656
2020-12-16,51.365692138671875
2020-12-17,51.623592376708984
2020-12-18,50.77251052856445
2020-12-21,52.637996673583984
2020-12-22,50.944454193115234
2020-12-23,52.25114822387695
2020-12-24,52.07061767578125
2020-12-28,52.55205154418945
2020-12-29,52.362911224365234
2020-12-30,52.3199348449707
2020-12-31,53.00767135620117
2021-01-04,51.700965881347656
2021-01-05,53.042057037353516
2021-01-06,56.093910217285156
2021-01-07,56.755859375
2021-01-08,56.19707489013672
2021-01-11,57.116920471191406
2021-01-12,57.31464767456055
2021-01-13,57.47798156738281
2021-01-14,59.32628631591797
2021-01-15,55.217041015625
2021-01-19,54.752811431884766
2021-01-20,54.37455749511719
2021-01-21,53.188201904296875
2021-01-22,52.72397994995117
2021-01-25,52.062034606933594
2021-01-26,52.362911224365234
2021-01-27,51.06480407714844
2021-01-28,51.872894287109375
2021-01-29,50.27761459350586
2021-02-01,50.65909194946289
2021-02-02,51.65614700317383
2021-02-03,52.9739990234375
2021-02-04,54.10976791381836
2021-02-05,54.25716018676758
2021-02-08,55.18486022949219
2021-02-09,54.725341796875
2021-02-10,55.158843994140625
2021-02-11,54.794708251953125
2021-02-12,55.167518615722656
2021-02-16,55.59234619140625
2021-02-17,56.14723205566406
2021-02-18,55.0374641418457
2021-02-19,57.031578063964844
2021-02-22,56.806156158447266
2021-02-23,57.8639030456543
2021-02-24,59.47651672363281
2021-02-25,58.444801330566406
2021-02-26,57.118263244628906
2021-03-01,60.29151916503906
2021-03-02,59.745304107666016
2021-03-03,61.01979064941406
2021-03-04,60.52559280395508
2021-03-05,60.88975524902344
2021-03-08,62.61509323120117
2021-03-09,61.54865646362305
2021-03-10,63.94160461425781
2021-03-11,63.56013107299805
2021-03-12,65.18142700195312
2021-03-15,64.34908294677734
2021-03-16,63.57746505737305
2021-03-17,63.811546325683594
2021-03-18,64.01963806152344
2021-03-19,63.30002212524414
2021-03-22,62.38966369628906
2021-03-23,61.47930908203125
2021-03-24,60.75969696044922
2021-03-25,62.18159484863281
2021-03-26,63.30870056152344
2021-03-29,62.06021499633789
2021-03-30,63.256675720214844
2021-03-31,63.074607849121094
2021-04-01,63.4127197265625
2021-04-05,63.074607849121094
2021-04-06,62.944549560546875
2021-04-07,63.0225830078125
2021-04-08,62.710472106933594
2021-04-09,62.788482666015625
2021-04-12,63.0225830078125
2021-04-13,62.476356506347656
2021-04-14,63.213314056396484
2021-04-15,62.892547607421875
2021-04-16,62.814510345458984
2021-04-19,62.537052154541016
2021-04-20,60.508270263671875
2021-04-21,61.2538948059082
2021-04-22,60.52559280395508
2021-04-23,61.88680648803711
2021-04-26,62.59775161743164
2021-04-27,63.28267288208008
2021-04-28,63.213314056396484
2021-04-29,64.01963806152344
2021-04-30,62.19498825073242
2021-05-03,62.60532760620117
2021-05-04,63.146610260009766
2021-05-05,64.35137939453125
2021-05-06,65.2855453491211
2021-05-07,65.54745483398438
2021-05-10,65.59109497070312
2021-05-11,65.3641128540039
2021-05-12,64.80537414550781
2021-05-13,65.73077392578125
2021-05-14,66.83952331542969
2021-05-17,67.59034729003906
2021-05-18,66.89191436767578
2021-05-19,66.75223541259766
2021-05-20,66.5252456665039
2021-05-21,67.79115295410156
2021-05-24,68.12289428710938
2021-05-25,67.4681167602539
2021-05-26,67.67764282226562
2021-05-27,68.76021575927734
2021-05-28,68.716552734375
2021-06-01,69.63325500488281
2021-06-02,69.7205581665039
