,L
2014-06-25,41.566917419433594
2014-06-26,41.377323150634766
2014-06-27,41.51951599121094
2014-06-30,41.71858596801758
2014-07-01,42.08828353881836
2014-07-02,41.45316696166992
2014-07-03,41.7375373840332
2014-07-07,41.794410705566406
2014-07-08,41.75651550292969
2014-07-09,41.75651550292969
2014-07-10,41.44369888305664
2014-07-11,41.33941650390625
2014-07-14,41.604835510253906
2014-07-15,41.860782623291016
2014-07-16,41.94609451293945
2014-07-17,41.481597900390625
2014-07-18,42.09777069091797
2014-07-21,41.99349594116211
2014-07-22,41.61433029174805
2014-07-23,41.70909881591797
2014-07-24,41.566917419433594
2014-07-25,41.34889602661133
2014-07-28,41.20671081542969
2014-07-29,41.01712417602539
2014-07-30,40.770652770996094
2014-07-31,39.93647766113281
2014-08-01,40.05023193359375
2014-08-04,40.088138580322266
2014-08-05,39.91752624511719
2014-08-06,39.945945739746094
2014-08-07,39.55730056762695
2014-08-08,39.90803909301758
2014-08-11,39.95542526245117
2014-08-12,39.746891021728516
2014-08-13,39.93647766113281
2014-08-14,40.10710525512695
2014-08-15,40.02178955078125
2014-08-18,39.993343353271484
2014-08-19,40.10710525512695
2014-08-20,40.495758056640625
2014-08-21,40.93180847167969
2014-08-22,40.818050384521484
2014-08-25,41.292015075683594
2014-08-26,41.396297454833984
2014-08-27,41.38015365600586
2014-08-28,41.34218978881836
2014-08-29,41.522552490234375
2014-09-02,41.389644622802734
2014-09-03,41.33269119262695
2014-09-04,41.16181564331055
2014-09-05,41.24724578857422
2014-09-08,40.9339714050293
2014-09-09,40.649200439453125
2014-09-10,40.649200439453125
2014-09-11,40.44034194946289
2014-09-12,40.25996780395508
2014-09-15,40.278968811035156
2014-09-16,40.278968811035156
2014-09-17,40.269466400146484
2014-09-18,40.83904266357422
2014-09-19,40.715641021728516
2014-09-22,40.364410400390625
2014-09-23,39.91823196411133
2014-09-24,40.23148727416992
2014-09-25,39.6713981628418
2014-09-26,40.10808181762695
2014-09-29,39.85176467895508
2014-09-30,39.547996520996094
2014-10-01,39.23473358154297
2014-10-02,39.3486442565918
2014-10-03,39.690391540527344
2014-10-06,39.766334533691406
2014-10-07,39.149288177490234
2014-10-08,39.64291763305664
2014-10-09,38.826534271240234
2014-10-10,38.49427795410156
2014-10-13,38.31389236450195
2014-10-14,38.62717056274414
2014-10-15,38.18098831176758
2014-10-16,38.5417366027832
2014-10-17,39.06386947631836
2014-10-20,39.38662338256836
2014-10-21,40.14605712890625
2014-10-22,39.79480743408203
2014-10-23,40.051116943359375
2014-10-24,40.345428466796875
2014-10-27,40.44034194946289
2014-10-28,40.86751937866211
2014-10-29,40.87702178955078
2014-10-30,40.915000915527344
2014-10-31,41.389644622802734
2014-11-03,40.9339714050293
2014-11-04,40.96247100830078
2014-11-05,41.532039642333984
2014-11-06,41.22825622558594
2014-11-07,41.30420684814453
2014-11-10,41.256736755371094
2014-11-11,41.27572250366211
2014-11-12,41.0573844909668
2014-11-13,40.7820930480957
2014-11-14,40.611228942871094
2014-11-17,40.430850982666016
2014-11-18,40.516292572021484
2014-11-19,40.47831726074219
2014-11-20,40.5732421875
2014-11-21,40.76310729980469
2014-11-24,40.87702178955078
2014-11-25,40.5471305847168
2014-11-26,40.328468322753906
2014-11-28,39.58693313598633
2014-12-01,39.19713592529297
2014-12-02,39.21616744995117
2014-12-03,39.17813491821289
2014-12-04,38.978485107421875
2014-12-05,39.02601623535156
2014-12-08,39.19713592529297
2014-12-09,39.01651382446289
2014-12-10,38.322505950927734
2014-12-11,38.42707443237305
2014-12-12,37.49540328979492
2014-12-15,37.5048942565918
2014-12-16,37.143638610839844
2014-12-17,37.73307800292969
2014-12-18,39.00701141357422
2014-12-19,39.7485466003418
2014-12-22,40.09080123901367
2014-12-23,40.471073150634766
2014-12-24,40.28092575073242
2014-12-26,40.2999382019043
2014-12-29,40.385501861572266
2014-12-30,40.45205307006836
2014-12-31,39.94818878173828
2015-01-02,39.6819953918457
2015-01-05,38.731300354003906
2015-01-06,38.04679870605469
2015-01-07,38.04679870605469
2015-01-08,38.655250549316406
2015-01-09,38.075321197509766
2015-01-12,37.71406555175781
2015-01-13,37.695045471191406
2015-01-14,37.324275970458984
2015-01-15,36.89647674560547
2015-01-16,37.37181091308594
2015-01-20,37.40983581542969
2015-01-21,37.286251068115234
2015-01-22,37.885189056396484
2015-01-23,37.49540328979492
2015-01-26,37.5904655456543
2015-01-27,37.48590850830078
2015-01-28,36.563716888427734
2015-01-29,36.772865295410156
2015-01-30,36.373573303222656
2015-02-02,37.229209899902344
2015-02-03,38.322505950927734
2015-02-04,38.4080696105957
2015-02-05,38.721797943115234
2015-02-06,38.731300354003906
2015-02-09,39.19713592529297
2015-02-10,39.46332931518555
2015-02-11,39.425315856933594
2015-02-12,39.85311508178711
2015-02-13,40.252403259277344
2015-02-17,40.43304443359375
2015-02-18,40.07177734375
2015-02-19,40.290435791015625
2015-02-20,40.26191711425781
2015-02-23,40.01474380493164
2015-02-24,40.328468322753906
2015-02-25,39.69150161743164
2015-02-26,39.23733139038086
2015-02-27,39.04690933227539
2015-03-02,38.64702224731445
2015-03-03,39.037391662597656
2015-03-04,38.71367263793945
2015-03-05,38.742225646972656
2015-03-06,38.54228973388672
2015-03-09,38.67558670043945
2015-03-10,37.561588287353516
2015-03-11,37.790096282958984
2015-03-12,38.54228973388672
2015-03-13,38.01860046386719
2015-03-16,38.49467468261719
2015-03-17,38.60893630981445
2015-03-18,39.065956115722656
2015-03-19,38.89457321166992
2015-03-20,39.08499526977539
2015-03-23,39.037391662597656
2015-03-24,38.66605758666992
2015-03-25,38.33282470703125
2015-03-26,38.46610641479492
2015-03-27,38.26615905761719
2015-03-30,38.80888366699219
2015-03-31,38.87553405761719
2015-04-01,38.49467468261719
2015-04-02,39.18022537231445
2015-04-06,39.54202651977539
2015-04-07,39.36111831665039
2015-04-08,39.532508850097656
2015-04-09,39.45634078979492
2015-04-10,39.199241638183594
2015-04-13,39.522972106933594
2015-04-14,39.656280517578125
2015-04-15,40.37037658691406
2015-04-16,40.21804428100586
2015-04-17,39.837188720703125
2015-04-20,39.89430618286133
2015-04-21,39.23733139038086
2015-04-22,39.380157470703125
2015-04-23,39.656280517578125
2015-04-24,39.62771987915039
2015-04-27,39.446807861328125
2015-04-28,39.95143508911133
2015-04-29,39.884803771972656
2015-04-30,39.646751403808594
2015-05-01,39.73244094848633
2015-05-04,39.675323486328125
2015-05-05,39.29446792602539
2015-05-06,39.123077392578125
2015-05-07,39.24686813354492
2015-05-08,39.437294006347656
2015-05-11,39.18022537231445
2015-05-12,38.98978805541992
2015-05-13,38.62797546386719
2015-05-14,38.942176818847656
2015-05-15,38.69462585449219
2015-05-18,39.08499526977539
2015-05-19,39.13259506225586
2015-05-20,39.199241638183594
2015-05-21,39.08499526977539
2015-05-22,38.75175857543945
2015-05-26,38.13287353515625
2015-05-27,38.30424880981445
2015-05-28,38.45969009399414
2015-05-29,38.259437561035156
2015-06-01,38.15453338623047
2015-06-02,38.55506134033203
2015-06-03,38.841148376464844
2015-06-04,38.27850341796875
2015-06-05,38.268959045410156
2015-06-08,37.87797927856445
2015-06-09,37.82075881958008
2015-06-10,38.707637786865234
2015-06-11,38.593196868896484
2015-06-12,38.15453338623047
2015-06-15,37.677703857421875
2015-06-16,37.70632553100586
2015-06-17,37.63957595825195
2015-06-18,37.81122589111328
2015-06-19,37.448848724365234
2015-06-22,37.77307891845703
2015-06-23,37.734928131103516
2015-06-24,37.324893951416016
2015-06-25,36.96250534057617
2015-06-26,37.16276168823242
2015-06-29,36.409400939941406
2015-06-30,36.72409439086914
2015-07-01,37.04833221435547
2015-07-02,36.895748138427734
2015-07-06,36.80992126464844
2015-07-07,37.057857513427734
2015-07-08,36.43800354003906
2015-07-09,36.61919021606445
2015-07-10,37.02926254272461
2015-07-13,37.35348892211914
2015-07-14,37.14369201660156
2015-07-15,37.07693862915039
2015-07-16,37.16276168823242
2015-07-17,36.78129577636719
2015-07-20,36.63827133178711
2015-07-21,36.571510314941406
2015-07-22,36.34264373779297
2015-07-23,36.0374755859375
2015-07-24,36.06609344482422
2015-07-27,36.00887680053711
2015-07-28,36.38079833984375
2015-07-29,36.523834228515625
2015-07-30,36.53336715698242
2015-07-31,36.34264373779297
2015-08-03,35.36994552612305
2015-08-04,35.77046585083008
2015-08-05,35.95165252685547
2015-08-06,36.2091178894043
2015-08-07,36.180538177490234
2015-08-10,37.23905563354492
2015-08-11,37.219974517822266
2015-08-12,37.000640869140625
2015-08-13,37.01018524169922
2015-08-14,37.18183898925781
2015-08-17,37.01972579956055
2015-08-18,36.97203063964844
2015-08-19,36.666866302490234
2015-08-20,36.0374755859375
2015-08-21,35.360408782958984
2015-08-24,34.43539810180664
2015-08-25,33.72018051147461
2015-08-26,34.130226135253906
2015-08-27,34.887794494628906
2015-08-28,34.8973503112793
2015-08-31,34.820926666259766
2015-09-01,34.12355041503906
2015-09-02,34.44834899902344
2015-09-03,34.849571228027344
2015-09-04,34.47700881958008
2015-09-08,34.97378158569336
2015-09-09,34.47700881958008
2015-09-10,34.620304107666016
2015-09-11,34.68717956542969
2015-09-14,34.48656463623047
2015-09-15,34.74449920654297
2015-09-16,34.92600631713867
2015-09-17,34.64897537231445
2015-09-18,34.20951843261719
2015-09-21,34.610748291015625
2015-09-22,34.27639389038086
2015-09-23,34.09489059448242
2015-09-24,34.12355041503906
2015-09-25,34.36237335205078
2015-09-28,33.81786346435547
2015-09-29,34.056678771972656
2015-09-30,34.5247802734375
2015-10-01,33.7891960144043
2015-10-02,33.96113967895508
2015-10-05,35.002418518066406
2015-10-06,35.09796142578125
2015-10-07,34.91645431518555
2015-10-08,35.13616943359375
2015-10-09,34.668067932128906
2015-10-12,34.706295013427734
2015-10-13,34.41969299316406
2015-10-14,34.04712677001953
2015-10-15,34.40058898925781
2015-10-16,34.56298828125
2015-10-19,34.49612045288086
2015-10-20,34.801822662353516
2015-10-21,34.62986373901367
2015-10-22,34.95466995239258
2015-10-23,35.05974197387695
2015-10-26,34.98331832885742
2015-10-27,34.50566864013672
2015-10-28,35.203033447265625
2015-10-29,35.1552848815918
2015-10-30,34.83047103881836
2015-11-02,35.9004020690918
2015-11-03,35.60427474975586
2015-11-04,35.36545181274414
2015-11-05,35.575618743896484
2015-11-06,36.1105842590332
2015-11-09,35.948177337646484
2015-11-10,36.13924789428711
2015-11-11,35.8526496887207
2015-11-12,35.3749885559082
2015-11-13,35.30812072753906
2015-11-16,35.8908576965332
2015-11-17,35.81443786621094
