,LMT
2017-09-19,252.55596923828125
2017-09-20,254.41510009765625
2017-09-21,254.5060577392578
2017-09-22,254.94398498535156
2017-09-25,253.54757690429688
2017-09-26,255.8032684326172
2017-09-27,256.2578125
2017-09-28,255.4314727783203
2017-09-29,256.3900146484375
2017-10-02,257.2493591308594
2017-10-03,258.51348876953125
2017-10-04,258.64569091796875
2017-10-05,259.9348449707031
2017-10-06,261.48822021484375
2017-10-09,262.18231201171875
2017-10-10,262.5210266113281
2017-10-11,263.2481384277344
2017-10-12,265.3634948730469
2017-10-13,263.9091796875
2017-10-16,263.53741455078125
2017-10-17,262.9837951660156
2017-10-18,260.7528381347656
2017-10-19,261.8021545410156
2017-10-20,264.4132385253906
2017-10-23,265.0165100097656
2017-10-24,258.7532653808594
2017-10-25,258.1581726074219
2017-10-26,254.40682983398438
2017-10-27,254.4979248046875
2017-10-30,255.01834106445312
2017-10-31,254.63003540039062
2017-11-01,253.34092712402344
2017-11-02,256.8609619140625
2017-11-03,256.14215087890625
2017-11-06,256.2162780761719
2017-11-07,258.868896484375
2017-11-08,260.8106689453125
2017-11-09,257.0427551269531
2017-11-10,257.11724853515625
2017-11-13,258.5879821777344
2017-11-14,259.2406921386719
2017-11-15,256.6792297363281
2017-11-16,258.3400573730469
2017-11-17,255.90248107910156
2017-11-20,259.9925842285156
2017-11-21,261.8848876953125
2017-11-22,260.17431640625
2017-11-24,260.95941162109375
2017-11-27,261.6865234375
2017-11-28,263.59521484375
2017-11-29,265.041259765625
2017-11-30,265.340576171875
2017-12-01,260.7258605957031
2017-12-04,259.237548828125
2017-12-05,257.8739318847656
2017-12-06,259.39556884765625
2017-12-07,261.4326477050781
2017-12-08,262.62164306640625
2017-12-11,262.88775634765625
2017-12-12,262.6549377441406
2017-12-13,264.2347106933594
2017-12-14,263.5860900878906
2017-12-15,268.41705322265625
2017-12-18,268.3672180175781
2017-12-19,266.04730224609375
2017-12-20,264.176513671875
2017-12-21,263.7358093261719
2017-12-22,264.434326171875
2017-12-26,264.83343505859375
2017-12-27,265.6065673828125
2017-12-28,267.8183288574219
2017-12-29,266.9453125
2018-01-02,264.85833740234375
2018-01-03,267.078369140625
2018-01-04,271.6597595214844
2018-01-05,274.1209716796875
2018-01-08,272.8571472167969
2018-01-09,274.8110656738281
2018-01-10,275.2600402832031
2018-01-11,275.3266906738281
2018-01-12,279.5837707519531
2018-01-16,274.4785461425781
2018-01-17,278.4279479980469
2018-01-18,276.8815002441406
2018-01-19,276.050048828125
2018-01-22,273.55548095703125
2018-01-23,273.3061828613281
2018-01-24,274.79449462890625
2018-01-25,278.31158447265625
2018-01-26,286.7760314941406
2018-01-29,292.19720458984375
2018-01-30,291.3408508300781
2018-01-31,295.0492858886719
2018-02-01,297.15277099609375
2018-02-02,293.22833251953125
2018-02-05,279.75836181640625
2018-02-06,280.697998046875
2018-02-07,287.2166442871094
2018-02-08,277.9623718261719
2018-02-09,283.88250732421875
2018-02-12,287.5326843261719
2018-02-13,291.2077941894531
2018-02-14,294.89129638671875
2018-02-15,300.1626892089844
2018-02-16,299.77197265625
2018-02-20,298.2420654296875
2018-02-21,296.8867492675781
2018-02-22,295.5147705078125
2018-02-23,298.2420654296875
2018-02-26,298.2503662109375
2018-02-27,297.8097839355469
2018-02-28,294.69085693359375
2018-03-01,284.02996826171875
2018-03-02,285.7273254394531
2018-03-05,286.2625732421875
2018-03-06,283.8712158203125
2018-03-07,286.1287536621094
2018-03-08,285.7776184082031
2018-03-09,284.6989440917969
2018-03-12,278.5198974609375
2018-03-13,278.8208312988281
2018-03-14,277.33258056640625
2018-03-15,278.6285400390625
2018-03-16,277.09832763671875
2018-03-19,280.317626953125
2018-03-20,280.6101989746094
2018-03-21,280.5015563964844
2018-03-22,273.5447692871094
2018-03-23,281.203857421875
2018-03-26,287.5752258300781
2018-03-27,283.3277282714844
2018-03-28,280.3844299316406
2018-03-29,282.5583801269531
2018-04-02,278.4362487792969
2018-04-03,279.86602783203125
2018-04-04,285.7859802246094
2018-04-05,289.849609375
2018-04-06,279.82427978515625
2018-04-09,280.8693542480469
2018-04-10,283.75408935546875
2018-04-11,283.8210754394531
2018-04-12,286.6973876953125
2018-04-13,286.46319580078125
2018-04-16,289.0552673339844
2018-04-17,291.9316711425781
2018-04-18,293.61224365234375
2018-04-19,295.4769287109375
2018-04-20,294.31463623046875
2018-04-23,299.8415832519531
2018-04-24,281.35443115234375
2018-04-25,275.50970458984375
2018-04-26,276.26226806640625
2018-04-27,269.263671875
2018-04-30,268.2686767578125
2018-05-01,257.917236328125
2018-05-02,255.60946655273438
2018-05-03,259.1463317871094
2018-05-04,260.4089660644531
2018-05-07,265.6515808105469
2018-05-08,271.0697326660156
2018-05-09,272.68353271484375
2018-05-10,271.3207092285156
2018-05-11,270.94439697265625
2018-05-14,266.79705810546875
2018-05-15,267.3740539550781
2018-05-16,267.0061340332031
2018-05-17,267.91748046875
2018-05-18,267.9426574707031
2018-05-21,271.14508056640625
2018-05-22,265.1666259765625
2018-05-23,272.0146789550781
2018-05-24,272.8758239746094
2018-05-25,268.2352294921875
2018-05-29,265.2252197265625
2018-05-30,268.43597412109375
2018-05-31,264.6497497558594
2018-06-01,266.40826416015625
2018-06-04,267.7039489746094
2018-06-05,269.2605285644531
2018-06-06,269.1679382324219
2018-06-07,270.8843688964844
2018-06-08,271.187255859375
2018-06-11,268.6546936035156
2018-06-12,265.1714172363281
2018-06-13,264.4898376464844
2018-06-14,261.3262634277344
2018-06-15,260.9476623535156
2018-06-18,260.4259948730469
2018-06-19,254.5362548828125
2018-06-20,254.82223510742188
2018-06-21,252.73565673828125
2018-06-22,251.89430236816406
2018-06-25,251.38101196289062
2018-06-26,251.641845703125
2018-06-27,248.02386474609375
2018-06-28,248.41098022460938
2018-06-29,248.5707244873047
2018-07-02,251.67552185058594
2018-07-03,251.9615478515625
2018-07-05,251.7344207763672
2018-07-06,251.7344207763672
2018-07-09,257.8681335449219
2018-07-10,259.8453369140625
2018-07-11,257.9522399902344
2018-07-12,263.6147766113281
2018-07-13,267.87225341796875
2018-07-16,268.4443054199219
2018-07-17,267.14019775390625
2018-07-18,269.0501708984375
2018-07-19,268.9071350097656
2018-07-20,271.3892517089844
2018-07-23,267.8386535644531
2018-07-24,271.40606689453125
2018-07-25,272.91217041015625
2018-07-26,271.71734619140625
2018-07-27,272.6849670410156
2018-07-30,269.3362121582031
2018-07-31,274.3761901855469
2018-08-01,273.39178466796875
2018-08-02,270.9432067871094
2018-08-03,269.7064208984375
2018-08-06,266.6522216796875
2018-08-07,267.0645751953125
2018-08-08,265.2975769042969
2018-08-09,265.63409423828125
2018-08-10,263.4549865722656
2018-08-13,263.8924560546875
2018-08-14,268.0573425292969
2018-08-15,267.3085632324219
2018-08-16,274.1741943359375
2018-08-17,273.6441955566406
2018-08-20,272.7942810058594
2018-08-21,272.9373474121094
2018-08-22,270.8592529296875
2018-08-23,269.2521057128906
2018-08-24,270.3291015625
2018-08-27,272.8952941894531
2018-08-28,272.8952941894531
2018-08-29,272.8785705566406
2018-08-30,270.80023193359375
2018-08-31,271.2743835449219
2018-09-04,272.5443420410156
2018-09-05,272.0533447265625
2018-09-06,278.4709167480469
2018-09-07,278.1492004394531
2018-09-10,273.4248962402344
2018-09-11,272.8152770996094
2018-09-12,275.3975830078125
2018-09-13,280.4775085449219
2018-09-14,284.30419921875
2018-09-17,287.3014221191406
2018-09-18,290.58642578125
2018-09-19,287.267578125
2018-09-20,282.0437316894531
2018-09-21,285.8791198730469
2018-09-24,285.811279296875
2018-09-25,290.85736083984375
2018-09-26,290.29852294921875
2018-09-27,292.9823913574219
2018-09-28,292.90625
2018-10-01,294.5740966796875
2018-10-02,295.539306640625
2018-10-03,294.1593017578125
2018-10-04,295.86944580078125
2018-10-05,293.9645690917969
2018-10-08,296.267333984375
2018-10-09,294.0491638183594
2018-10-10,285.1086120605469
2018-10-11,276.2272644042969
2018-10-12,277.3786926269531
2018-10-15,280.4435729980469
2018-10-16,285.4302978515625
2018-10-17,282.2723083496094
2018-10-18,277.700439453125
2018-10-19,277.81890869140625
2018-10-22,276.66754150390625
2018-10-23,272.0703125
2018-10-24,263.4174499511719
2018-10-25,259.42132568359375
2018-10-26,258.26983642578125
2018-10-29,242.70852661132812
2018-10-30,246.4337615966797
2018-10-31,248.7873992919922
2018-11-01,253.5032958984375
2018-11-02,253.3846435546875
2018-11-05,256.7120666503906
2018-11-06,259.5482482910156
2018-11-07,262.3083801269531
2018-11-08,261.24151611328125
2018-11-09,265.10235595703125
2018-11-12,258.3290710449219
2018-11-13,258.85400390625
2018-11-14,256.8644104003906
2018-11-15,258.6338806152344
2018-11-16,255.0441131591797
2018-11-19,249.41392517089844
2018-11-20,248.79588317871094
2018-11-21,249.15994262695312
2018-11-23,250.08282470703125
2018-11-26,249.99813842773438
2018-11-27,250.00653076171875
2018-11-28,253.94345092773438
2018-11-29,256.0432434082031
2018-11-30,256.2222900390625
2018-12-03,253.11793518066406
2018-12-04,244.53810119628906
2018-12-06,244.21412658691406
2018-12-07,243.4038848876953
2018-12-10,254.49102783203125
2018-12-11,249.16064453125
2018-12-12,249.45913696289062
2018-12-13,249.2288818359375
2018-12-14,245.36544799804688
2018-12-17,238.14181518554688
2018-12-18,238.34649658203125
2018-12-19,233.64727783203125
2018-12-20,226.25306701660156
2018-12-21,218.799072265625
2018-12-24,209.1363525390625
2018-12-26,214.5945587158203
2018-12-27,221.56239318847656
2018-12-28,222.8160858154297
2018-12-31,223.31068420410156
2019-01-02,225.77548217773438
2019-01-03,220.10397338867188
2019-01-04,226.0398406982422
2019-01-07,228.63246154785156
2019-01-08,230.1591339111328
2019-01-09,230.73057556152344
2019-01-10,236.66636657714844
2019-01-11,236.86256408691406
2019-01-14,236.67495727539062
2019-01-15,235.38711547851562
2019-01-16,232.3083038330078
2019-01-17,237.7750701904297
2019-01-18,241.24623107910156
2019-01-22,238.4488525390625
2019-01-23,241.79200744628906
2019-01-24,243.2760009765625
2019-01-25,244.80255126953125
2019-01-28,245.5104522705078
2019-01-29,249.07540893554688
2019-01-30,248.7513427734375
2019-01-31,247.06260681152344
2019-02-01,247.82164001464844
2019-02-04,254.80650329589844
2019-02-05,255.39501953125
2019-02-06,255.71058654785156
2019-02-07,255.96640014648438
2019-02-08,257.1347961425781
2019-02-11,255.8896484375
2019-02-12,259.3607482910156
2019-02-13,259.6251525878906
2019-02-14,256.70843505859375
2019-02-15,262.0216064453125
2019-02-19,260.2733459472656
2019-02-20,261.9961242675781
2019-02-21,259.701904296875
2019-02-22,261.9363708496094
2019-02-25,260.9470520019531
2019-02-26,260.8703308105469
2019-02-27,262.32012939453125
2019-02-28,265.7818603515625
2019-03-01,265.83343505859375
2019-03-04,261.7274475097656
2019-03-05,262.6466064453125
2019-03-06,260.55059814453125
2019-03-07,260.2843933105469
2019-03-08,258.51483154296875
2019-03-11,261.4783935546875
2019-03-12,259.3480529785156
2019-03-13,260.66229248046875
2019-03-14,256.4188537597656
2019-03-15,254.3916473388672
2019-03-18,255.6715545654297
2019-03-19,254.7781982421875
2019-03-20,254.24560546875
2019-03-21,256.8484191894531
2019-03-22,252.5534210205078
2019-03-25,252.64784240722656
2019-03-26,253.3350830078125
2019-03-27,252.5018768310547
2019-03-28,253.91917419433594
2019-03-29,257.8361511230469
2019-04-01,261.3838806152344
2019-04-02,260.3616638183594
2019-04-03,255.3536834716797
2019-04-04,257.4153137207031
2019-04-05,259.91497802734375
2019-04-08,262.5606689453125
2019-04-09,260.00091552734375
2019-04-10,256.9427795410156
2019-04-11,262.5005798339844
2019-04-12,266.03106689453125
2019-04-15,265.1806335449219
2019-04-16,266.34027099609375
2019-04-17,266.7182312011719
2019-04-18,269.94805908203125
2019-04-22,270.8069763183594
2019-04-23,286.13153076171875
2019-04-24,283.5716552734375
2019-04-25,282.49798583984375
2019-04-26,282.0340270996094
2019-04-29,282.2574157714844
2019-04-30,286.3290710449219
2019-05-01,285.0577087402344
2019-05-02,285.6590881347656
2019-05-03,286.96478271484375
2019-05-06,288.3820495605469
2019-05-07,284.2417907714844
2019-05-08,287.0592041015625
2019-05-09,291.5088195800781
2019-05-10,293.2182312011719
2019-05-13,288.0814208984375
2019-05-14,288.76861572265625
2019-05-15,287.03350830078125
2019-05-16,291.53466796875
2019-05-17,290.33203125
2019-05-20,293.7851867675781
2019-05-21,295.45166015625
2019-05-22,293.17529296875
2019-05-23,292.1187744140625
2019-05-24,291.0105895996094
2019-05-28,290.24615478515625
2019-05-29,291.4916076660156
2019-05-30,293.7423095703125
2019-05-31,292.6875
2019-06-03,297.90081787109375
2019-06-04,302.0333251953125
2019-06-05,304.9296569824219
2019-06-06,304.7739562988281
2019-06-07,307.1169738769531
2019-06-10,303.9786376953125
2019-06-11,297.4425354003906
2019-06-12,298.71343994140625
2019-06-13,301.7998352050781
2019-06-14,302.7163391113281
2019-06-17,301.4627380371094
2019-06-18,305.638427734375
2019-06-19,307.5492248535156
2019-06-20,313.6615905761719
2019-06-21,310.6874694824219
2019-06-24,311.2236022949219
2019-06-25,311.72503662109375
2019-06-26,310.8085632324219
2019-06-27,310.45416259765625
2019-06-28,314.3014831542969
2019-07-01,312.5117492675781
2019-07-02,317.7856140136719
2019-07-03,320.2149353027344
2019-07-05,319.8172912597656
2019-07-08,319.1775817871094
2019-07-09,319.6531066894531
2019-07-10,318.295654296875
2019-07-11,318.3561706542969
2019-07-12,319.4109802246094
2019-07-15,317.8893127441406
2019-07-16,315.8663635253906
2019-07-17,309.9181213378906
2019-07-18,307.9641418457031
2019-07-19,308.61260986328125
2019-07-22,309.1919250488281
2019-07-23,309.33880615234375
2019-07-24,318.9354553222656
2019-07-25,320.16314697265625
2019-07-26,319.4195861816406
2019-07-29,319.5578918457031
2019-07-30,316.4196472167969
2019-07-31,313.1169738769531
2019-08-01,313.912353515625
2019-08-02,312.8921813964844
2019-08-05,309.883544921875
2019-08-06,317.1025695800781
2019-08-07,319.2812805175781
2019-08-08,326.0854187011719
2019-08-09,325.9470520019531
2019-08-12,325.9383544921875
2019-08-13,326.1285400390625
2019-08-14,318.97003173828125
2019-08-15,322.8778076171875
2019-08-16,325.9383544921875
2019-08-19,328.9383850097656
2019-08-20,330.0450439453125
2019-08-21,331.1257629394531
2019-08-22,333.6156311035156
2019-08-23,325.8432922363281
2019-08-26,328.8086853027344
2019-08-27,328.5233459472656
2019-08-28,329.37066650390625
2019-08-29,332.362060546875
2019-08-30,333.9966735839844
2019-09-03,334.5010986328125
2019-09-04,338.31842041015625
2019-09-05,334.9010009765625
2019-09-06,336.1270751953125
2019-09-09,330.6055908203125
2019-09-10,331.57080078125
2019-09-11,331.770751953125
2019-09-12,336.1879577636719
2019-09-13,334.64886474609375
2019-09-16,341.4312438964844
2019-09-17,342.5790710449219
2019-09-18,345.23980712890625
2019-09-19,342.100830078125
2019-09-20,337.59661865234375
2019-09-23,337.09228515625
2019-09-24,338.3965759277344
2019-09-25,339.49224853515625
2019-09-26,341.6573181152344
2019-09-27,337.2662353515625
2019-09-30,339.17047119140625
2019-10-01,334.0663146972656
2019-10-02,328.82305908203125
2019-10-03,330.47515869140625
2019-10-04,334.7272033691406
2019-10-07,333.70977783203125
2019-10-08,332.2663879394531
2019-10-09,334.4314270019531
2019-10-10,336.40533447265625
2019-10-11,331.70123291015625
2019-10-14,332.69244384765625
2019-10-15,332.814208984375
2019-10-16,332.89239501953125
2019-10-17,327.86651611328125
2019-10-18,323.8840637207031
2019-10-21,325.249267578125
2019-10-22,324.92755126953125
2019-10-23,324.4145812988281
2019-10-24,325.8492126464844
2019-10-25,322.36236572265625
2019-10-28,323.32757568359375
2019-10-29,322.68414306640625
2019-10-30,329.2403869628906
2019-10-31,327.53607177734375
2019-11-01,329.7013244628906
2019-11-04,325.6231689453125
2019-11-05,324.8840637207031
2019-11-06,330.2404479980469
2019-11-07,329.3360290527344
2019-11-08,332.04034423828125
2019-11-11,331.6228942871094
2019-11-12,335.9010314941406
2019-11-13,337.1096496582031
2019-11-14,339.2574462890625
2019-11-15,342.20513916015625
2019-11-18,341.5182800292969
2019-11-19,339.8227233886719
2019-11-20,341.46612548828125
2019-11-21,339.34442138671875
2019-11-22,339.76177978515625
2019-11-25,339.10089111328125
2019-11-26,341.2921447753906
2019-11-27,342.80511474609375
2019-11-29,342.09649658203125
2019-12-02,335.6138000488281
2019-12-03,333.864013671875
2019-12-04,336.4536437988281
2019-12-05,337.6434631347656
2019-12-06,338.4483337402344
2019-12-09,335.368896484375
2019-12-10,336.33123779296875
2019-12-11,337.9058837890625
2019-12-12,335.9899597167969
2019-12-13,338.1071472167969
2019-12-16,337.65216064453125
2019-12-17,338.4745178222656
2019-12-18,332.9454345703125
2019-12-19,335.20257568359375
2019-12-20,338.1071472167969
2019-12-23,342.8576354980469
2019-12-24,341.34423828125
2019-12-26,343.20751953125
2019-12-27,344.34490966796875
2019-12-30,342.8576354980469
2019-12-31,340.6529541015625
2020-01-02,349.3928527832031
2020-01-03,361.96453857421875
2020-01-06,361.4134826660156
2020-01-07,362.62939453125
2020-01-08,359.5937194824219
2020-01-09,363.005615234375
2020-01-10,362.0432434082031
2020-01-13,366.5837707519531
2020-01-14,364.0642395019531
2020-01-15,368.2723388671875
2020-01-16,372.4278869628906
2020-01-17,372.3929138183594
2020-01-21,372.8216247558594
2020-01-22,371.3080749511719
2020-01-23,375.1224670410156
2020-01-24,378.3769226074219
2020-01-27,378.27191162109375
2020-01-28,382.4625244140625
2020-01-29,379.5492858886719
2020-01-30,381.35150146484375
2020-01-31,374.5450439453125
2020-02-03,370.8181457519531
2020-02-04,376.8722229003906
2020-02-05,380.7303466796875
2020-02-06,384.03717041015625
2020-02-07,384.2123107910156
2020-02-10,384.7284240722656
2020-02-11,384.8071594238281
2020-02-12,381.9638366699219
2020-02-13,380.30169677734375
2020-02-14,383.05743408203125
2020-02-18,381.0453186035156
2020-02-19,380.1091613769531
2020-02-20,372.66412353515625
2020-02-21,374.26507568359375
2020-02-24,366.87255859375
2020-02-25,350.2589111328125
2020-02-26,350.73138427734375
2020-02-27,336.4710998535156
2020-02-28,325.6163330078125
2020-03-02,335.7228088378906
2020-03-03,332.2453918457031
2020-03-04,353.9285888671875
2020-03-05,338.67205810546875
2020-03-06,336.7088317871094
2020-03-09,309.9108581542969
2020-03-10,323.23944091796875
2020-03-11,314.224609375
2020-03-12,274.1244812011719
2020-03-13,289.2754211425781
2020-03-16,253.4890594482422
2020-03-17,280.68310546875
2020-03-18,293.5187072753906
2020-03-19,276.60711669921875
2020-03-20,256.3765869140625
2020-03-23,243.68186950683594
2020-03-24,254.34300231933594
2020-03-25,281.42266845703125
2020-03-26,308.4142761230469
2020-03-27,306.69757080078125
2020-03-30,307.1113586425781
2020-03-31,298.3959045410156
2020-04-01,298.0173034667969
2020-04-02,311.6099853515625
2020-04-03,308.5639953613281
2020-04-06,323.9261169433594
2020-04-07,312.7720031738281
2020-04-08,318.1685791015625
2020-04-09,326.6112060546875
2020-04-13,325.67803955078125
2020-04-14,334.56072998046875
2020-04-15,329.5867919921875
2020-04-16,332.66802978515625
2020-04-17,353.4707336425781
2020-04-20,337.3602600097656
2020-04-21,328.75927734375
2020-04-22,334.886474609375
2020-04-23,331.6556396484375
2020-04-24,336.09259033203125
2020-04-27,333.2754821777344
2020-04-28,338.698486328125
2020-04-29,341.49798583984375
2020-04-30,342.5104064941406
2020-05-01,337.5892028808594
2020-05-04,334.6752624511719
2020-05-05,343.60205078125
2020-05-06,333.2842712402344
2020-05-07,331.4884338378906
2020-05-08,333.1258239746094
2020-05-11,331.50592041015625
2020-05-12,326.7080078125
2020-05-13,320.60723876953125
2020-05-14,313.65234375
2020-05-15,317.2794494628906
2020-05-18,332.3687438964844
2020-05-19,327.03375244140625
2020-05-20,319.136962890625
2020-05-21,324.69195556640625
2020-05-22,324.8504638671875
2020-05-26,327.6676025390625
2020-05-27,349.6060485839844
2020-05-28,350.76812744140625
2020-05-29,344.0368347167969
2020-06-01,344.4974365234375
2020-06-02,345.2148132324219
2020-06-03,356.60479736328125
2020-06-04,357.52587890625
2020-06-05,363.7966003417969
2020-06-08,366.9407653808594
2020-06-09,361.8569030761719
2020-06-10,357.6144714355469
2020-06-11,339.9981384277344
2020-06-12,338.2178649902344
2020-06-15,330.6098327636719
2020-06-16,339.0150146484375
2020-06-17,338.43048095703125
2020-06-18,335.13568115234375
2020-06-19,329.6531982421875
2020-06-22,332.9834899902344
2020-06-23,329.21044921875
2020-06-24,318.6884765625
2020-06-25,321.3456115722656
2020-06-26,315.97821044921875
2020-06-29,325.4905700683594
2020-06-30,323.20550537109375
2020-07-01,319.2198791503906
2020-07-02,320.61932373046875
2020-07-06,321.1418151855469
2020-07-07,312.8872375488281
2020-07-08,310.1947021484375
2020-07-09,301.0986328125
2020-07-10,309.3267517089844
2020-07-13,312.701171875
2020-07-14,315.0039367675781
2020-07-15,322.8865661621094
2020-07-16,324.05572509765625
2020-07-17,326.3761901855469
2020-07-20,323.7456359863281
2020-07-21,332.2394714355469
2020-07-22,349.03216552734375
2020-07-23,343.3106384277344
2020-07-24,342.0617370605469
2020-07-27,338.4127197265625
2020-07-28,342.4602966308594
2020-07-29,343.02716064453125
2020-07-30,338.08502197265625
2020-07-31,335.6494140625
2020-08-03,333.99310302734375
2020-08-04,334.7812805175781
2020-08-05,339.66156005859375
2020-08-06,336.33135986328125
2020-08-07,341.5391845703125
2020-08-10,344.76318359375
2020-08-11,347.1545104980469
2020-08-12,347.5796203613281
2020-08-13,344.7453308105469
2020-08-14,346.6762390136719
2020-08-17,344.4974365234375
2020-08-18,345.6488037109375
2020-08-19,345.4627685546875
2020-08-20,343.5409240722656
2020-08-21,345.0376892089844
2020-08-24,349.88238525390625
2020-08-25,349.7052917480469
2020-08-26,350.2366943359375
2020-08-27,349.86468505859375
2020-08-28,350.3694763183594
2020-08-31,347.75860595703125
2020-09-01,344.6843566894531
2020-09-02,354.718017578125
2020-09-03,344.2209777832031
2020-09-04,343.0892639160156
2020-09-08,338.82098388671875
2020-09-09,343.2853088378906
2020-09-10,337.8228759765625
2020-09-11,347.0368347167969
2020-09-14,350.8685302734375
2020-09-15,349.7991943359375
2020-09-16,352.4992370605469
2020-09-17,352.8200378417969
2020-09-18,352.1071472167969
2020-09-21,338.2684631347656
2020-09-22,346.1189880371094
2020-09-23,341.5030517578125
2020-09-24,337.5110778808594
2020-09-25,344.5863952636719
2020-09-28,347.9814147949219
2020-09-29,346.4041442871094
2020-09-30,341.5387268066406
2020-10-01,339.4090576171875
2020-10-02,339.1327819824219
2020-10-05,342.1446838378906
2020-10-06,335.4615173339844
2020-10-07,341.2358703613281
2020-10-08,346.2704772949219
2020-10-09,343.900146484375
2020-10-12,346.56451416015625
2020-10-13,346.59130859375
2020-10-14,348.1684875488281
2020-10-15,344.0694885253906
2020-10-16,344.4080810546875
2020-10-19,341.92193603515625
2020-10-20,331.6743469238281
2020-10-21,327.15655517578125
2020-10-22,328.7782287597656
2020-10-23,333.5633850097656
2020-10-26,328.4129638671875
2020-10-27,322.9594421386719
2020-10-28,312.6495361328125
2020-10-29,314.0574035644531
2020-10-30,311.9989929199219
2020-11-02,314.03961181640625
2020-11-03,323.85943603515625
2020-11-04,331.6298522949219
2020-11-05,324.9822998046875
2020-11-06,321.92572021484375
2020-11-09,324.31390380859375
2020-11-10,330.8456726074219
2020-11-11,329.0634765625
2020-11-12,327.82476806640625
2020-11-13,334.2852478027344
2020-11-16,336.05853271484375
2020-11-17,334.9624938964844
2020-11-18,336.4417419433594
2020-11-19,335.4615173339844
2020-11-20,327.9406433105469
2020-11-23,330.46246337890625
2020-11-24,337.26153564453125
2020-11-25,337.13677978515625
2020-11-27,333.57232666015625
2020-11-30,327.5244140625
2020-12-01,327.515380859375
2020-12-02,324.25811767578125
2020-12-03,324.8592834472656
2020-12-04,328.9690856933594
2020-12-07,324.9490051269531
2020-12-08,322.3468322753906
2020-12-09,324.2491760253906
2020-12-10,318.9011535644531
2020-12-11,324.5721740722656
2020-12-14,320.9380187988281
2020-12-15,320.8573303222656
2020-12-16,318.165283203125
2020-12-17,316.3976135253906
2020-12-18,319.4753723144531
2020-12-21,313.481201171875
2020-12-22,312.19805908203125
2020-12-23,315.50018310546875
2020-12-24,315.8322448730469
2020-12-28,317.8152770996094
2020-12-29,317.5640563964844
2020-12-30,317.7973937988281
2020-12-31,318.5331726074219
2021-01-04,309.2548522949219
2021-01-05,312.9787292480469
2021-01-06,312.2967224121094
2021-01-07,307.3793640136719
2021-01-08,301.5916442871094
2021-01-11,303.0093994140625
2021-01-12,306.75128173828125
2021-01-13,310.017578125
2021-01-14,311.767333984375
2021-01-15,311.6148376464844
2021-01-19,306.437255859375
2021-01-20,306.5897521972656
2021-01-21,304.7951965332031
2021-01-22,304.9835205078125
2021-01-25,308.2408142089844
2021-01-26,296.7370910644531
2021-01-27,298.37030029296875
2021-01-28,294.260498046875
2021-01-29,288.7778625488281
2021-02-01,290.7609558105469
2021-02-02,298.5407409667969
2021-02-03,298.2625427246094
2021-02-04,302.60565185546875
2021-02-05,302.43511962890625
2021-02-08,303.15301513671875
2021-02-09,307.1908874511719
2021-02-10,307.05633544921875
2021-02-11,304.3195495605469
2021-02-12,303.0543518066406
2021-02-16,300.6314392089844
2021-02-17,302.3992614746094
2021-02-18,303.2247619628906
2021-02-19,300.9814453125
2021-02-22,305.5129089355469
2021-02-23,310.68157958984375
2021-02-24,310.95074462890625
2021-02-25,306.60772705078125
2021-02-26,298.6145324707031
2021-03-01,301.5260009765625
2021-03-02,306.1556091308594
2021-03-03,308.25335693359375
2021-03-04,305.8481750488281
2021-03-05,307.81939697265625
2021-03-08,308.74169921875
2021-03-09,305.1700134277344
2021-03-10,308.1900939941406
2021-03-11,307.18634033203125
2021-03-12,307.60235595703125
2021-03-15,313.22650146484375
2021-03-16,313.87750244140625
2021-03-17,317.3949279785156
2021-03-18,324.1131896972656
2021-03-19,321.05682373046875
2021-03-22,323.39886474609375
2021-03-23,319.7367858886719
2021-03-24,322.0063781738281
2021-03-25,326.6177978515625
2021-03-26,329.7735290527344
2021-03-29,337.0794982910156
2021-03-30,335.0450439453125
2021-03-31,334.1046447753906
2021-04-01,335.47900390625
2021-04-05,342.4685363769531
2021-04-06,342.6674499511719
2021-04-07,343.7706298828125
2021-04-08,349.0421447753906
2021-04-09,349.2320251464844
2021-04-12,350.6968994140625
2021-04-13,350.0277404785156
2021-04-14,351.4383239746094
2021-04-15,353.2106628417969
2021-04-16,354.2775573730469
2021-04-19,354.2051696777344
2021-04-20,350.2266845703125
2021-04-21,350.1452941894531
2021-04-22,343.6802673339844
2021-04-23,341.1484375
2021-04-26,336.3471374511719
2021-04-27,337.4682922363281
2021-04-28,337.2151184082031
2021-04-29,343.915283203125
2021-04-30,344.1051940917969
2021-05-03,348.40020751953125
2021-05-04,350.3623046875
2021-05-05,349.3586120605469
2021-05-06,350.2357177734375
2021-05-07,352.9483337402344
2021-05-10,355.4800720214844
2021-05-11,350.6697692871094
2021-05-12,344.1593933105469
2021-05-13,350.62445068359375
2021-05-14,353.3461608886719
2021-05-17,353.6535949707031
2021-05-18,350.1271667480469
2021-05-19,348.608154296875
2021-05-20,351.121826171875
2021-05-21,350.1271667480469
2021-05-24,350.57025146484375
2021-05-25,348.8884582519531
2021-05-26,347.3332214355469
2021-05-27,350.2808837890625
2021-05-28,347.9233093261719
2021-06-01,347.6683349609375
2021-06-02,350.5539855957031
2021-06-03,352.611328125
2021-06-04,358.75604248046875
2021-06-07,356.39825439453125
2021-06-08,353.6855163574219
2021-06-09,352.11065673828125
2021-06-10,352.9482116699219
2021-06-11,352.9482116699219
2021-06-14,354.2135009765625
