,WYNN
2015-01-23,126.80907440185547
2015-01-26,135.33766174316406
2015-01-27,134.65155029296875
2015-01-28,133.29669189453125
2015-01-29,132.85377502441406
2015-01-30,128.4939422607422
2015-02-02,130.04852294921875
2015-02-03,135.3115997314453
2015-02-04,126.89590454101562
2015-02-05,127.3561782836914
2015-02-06,127.00880432128906
2015-02-09,128.9281768798828
2015-02-10,134.31280517578125
2015-02-11,132.6378173828125
2015-02-12,135.6897430419922
2015-02-13,139.74147033691406
2015-02-17,137.68934631347656
2015-02-18,139.02236938476562
2015-02-19,139.06619262695312
2015-02-20,138.978515625
2015-02-23,135.34774780273438
2015-02-24,128.91932678222656
2015-02-25,125.45514678955078
2015-02-26,125.20958709716797
2015-02-27,124.97274780273438
2015-03-02,124.91141510009766
2015-03-03,122.84168243408203
2015-03-04,121.74543762207031
2015-03-05,121.90328979492188
2015-03-06,120.14926147460938
2015-03-09,116.50090789794922
2015-03-10,113.58052825927734
2015-03-11,111.05475616455078
2015-03-12,110.78290557861328
2015-03-13,111.44064331054688
2015-03-16,110.1952896118164
2015-03-17,109.25691986083984
2015-03-18,107.80109405517578
2015-03-19,114.10674285888672
2015-03-20,113.99270629882812
2015-03-23,115.79935455322266
2015-03-24,113.57176971435547
2015-03-25,113.32617950439453
2015-03-26,111.2564697265625
2015-03-27,110.72150421142578
2015-03-30,111.78266143798828
2015-03-31,110.39700317382812
2015-04-01,110.09005737304688
2015-04-02,113.48403930664062
2015-04-06,114.64169311523438
2015-04-07,112.15101623535156
2015-04-08,113.3788070678711
2015-04-09,119.82478332519531
2015-04-10,119.28983306884766
2015-04-13,117.16748046875
2015-04-14,111.84406280517578
2015-04-15,114.02781677246094
2015-04-16,111.68618774414062
2015-04-17,110.06373596191406
2015-04-20,113.08941650390625
2015-04-21,111.17753601074219
2015-04-22,113.19464874267578
2015-04-23,112.32642364501953
2015-04-24,114.08917236328125
2015-04-27,112.98416900634766
2015-04-28,114.43122100830078
2015-04-29,95.3915023803711
2015-04-30,97.40860748291016
2015-05-01,98.84688568115234
2015-05-04,102.76709747314453
2015-05-05,102.11811065673828
2015-05-06,99.70635986328125
2015-05-07,100.37582397460938
2015-05-08,103.80242919921875
2015-05-11,100.49032592773438
2015-05-12,98.816650390625
2015-05-13,97.75080108642578
2015-05-14,95.83050537109375
2015-05-15,94.06875610351562
2015-05-18,94.1303939819336
2015-05-19,93.67235565185547
2015-05-20,94.86154174804688
2015-05-21,95.22269439697266
2015-05-22,93.8485107421875
2015-05-26,91.7168197631836
2015-05-27,91.22351837158203
2015-05-28,90.7214126586914
2015-05-29,88.69539642333984
2015-06-01,86.58129119873047
2015-06-02,88.14045715332031
2015-06-03,89.89340209960938
2015-06-04,96.40309143066406
2015-06-05,96.13880157470703
2015-06-08,90.20169830322266
2015-06-09,90.09598541259766
2015-06-10,90.92401123046875
2015-06-11,92.00749969482422
2015-06-12,90.54525756835938
2015-06-15,90.54525756835938
2015-06-16,90.57166290283203
2015-06-17,91.84013366699219
2015-06-18,92.72100830078125
2015-06-19,90.82711791992188
2015-06-22,88.9244384765625
2015-06-23,88.31663513183594
2015-06-24,86.51082611083984
2015-06-25,86.3170394897461
2015-06-26,85.0045394897461
2015-06-29,82.7406997680664
2015-06-30,86.91604614257812
2015-07-01,90.7918930053711
2015-07-02,91.20588684082031
2015-07-06,91.50541687011719
2015-07-07,98.08554077148438
2015-07-08,91.73440551757812
2015-07-09,92.66814422607422
2015-07-10,91.52302551269531
2015-07-13,95.0377197265625
2015-07-14,94.48275756835938
2015-07-15,91.1001968383789
2015-07-16,91.43492126464844
2015-07-17,89.5938949584961
2015-07-20,88.105224609375
2015-07-21,89.33843994140625
2015-07-22,89.18869018554688
2015-07-23,91.87537384033203
2015-07-24,90.22811889648438
2015-07-27,87.4093246459961
2015-07-28,86.33466339111328
2015-07-29,84.59052276611328
2015-07-30,91.7168197631836
2015-07-31,90.93283081054688
2015-08-03,88.79230499267578
2015-08-04,88.35186767578125
2015-08-05,89.20629119873047
2015-08-06,88.70420837402344
2015-08-07,91.3069076538086
2015-08-10,92.06825256347656
2015-08-11,88.11109924316406
2015-08-12,86.26971435546875
2015-08-13,83.76439666748047
2015-08-14,81.59548950195312
2015-08-17,81.36531066894531
2015-08-18,80.47119903564453
2015-08-19,79.89576721191406
2015-08-20,75.76155090332031
2015-08-21,72.38865661621094
2015-08-24,67.70559692382812
2015-08-25,67.02391052246094
2015-08-26,65.7668228149414
2015-08-27,69.51152801513672
2015-08-28,69.22823333740234
2015-08-31,66.43962097167969
2015-09-01,62.84541702270508
2015-09-02,64.12023162841797
2015-09-03,65.35076904296875
2015-09-04,64.68680572509766
2015-09-08,66.26258850097656
2015-09-09,64.66023254394531
2015-09-10,61.6768684387207
2015-09-11,59.95059585571289
2015-09-14,60.61454772949219
2015-09-15,62.278865814208984
2015-09-16,65.3153305053711
2015-09-17,62.208038330078125
2015-09-18,60.58799743652344
2015-09-21,58.923683166503906
2015-09-22,56.59540557861328
2015-09-23,53.32876205444336
2015-09-24,52.96580123901367
2015-09-25,51.54936981201172
2015-09-28,48.17647933959961
2015-09-29,47.11415481567383
2015-09-30,47.025630950927734
2015-10-01,45.77739334106445
2015-10-02,56.232460021972656
2015-10-05,57.44527816772461
2015-10-06,60.065670013427734
2015-10-07,63.730690002441406
2015-10-08,67.20098114013672
2015-10-09,66.7494888305664
2015-10-12,63.03132629394531
2015-10-13,62.25230026245117
2015-10-14,64.06710815429688
2015-10-15,65.29764556884766
2015-10-16,64.53630065917969
2015-10-19,60.419769287109375
2015-10-20,59.242374420166016
2015-10-21,57.073463439941406
2015-10-22,55.931461334228516
2015-10-23,59.844364166259766
2015-10-26,58.7908935546875
2015-10-27,57.15314483642578
2015-10-28,59.57878494262695
2015-10-29,61.8804817199707
2015-10-30,61.924739837646484
2015-11-02,63.90776443481445
2015-11-03,65.74026489257812
2015-11-04,64.5097427368164
2015-11-05,64.60711669921875
2015-11-06,65.50125122070312
2015-11-09,60.74174118041992
2015-11-10,59.93956756591797
2015-11-11,58.64720153808594
2015-11-12,57.66676330566406
2015-11-13,55.43852996826172
2015-11-16,56.588294982910156
2015-11-17,54.868106842041016
2015-11-18,54.64527893066406
2015-11-19,55.064186096191406
2015-11-20,53.08551025390625
2015-11-23,53.68267822265625
2015-11-24,56.106998443603516
2015-11-25,55.483097076416016
2015-11-27,54.41353988647461
2015-11-30,55.946563720703125
2015-12-01,59.547393798828125
2015-12-02,61.05369567871094
2015-12-03,58.005455017089844
2015-12-04,57.577632904052734
2015-12-07,57.577632904052734
2015-12-08,55.08201599121094
2015-12-09,62.3104133605957
2015-12-10,59.23544692993164
2015-12-11,56.26743698120117
2015-12-14,55.946563720703125
2015-12-15,58.8610954284668
2015-12-16,61.490421295166016
2015-12-17,57.283504486083984
2015-12-18,56.50808334350586
2015-12-21,58.61154556274414
2015-12-22,60.29607391357422
2015-12-23,61.454776763916016
2015-12-24,61.650840759277344
2015-12-28,60.91108703613281
2015-12-29,62.497589111328125
2015-12-30,61.178470611572266
2015-12-31,61.6686897277832
2016-01-04,61.29435348510742
2016-01-05,62.45302963256836
2016-01-06,59.21763229370117
2016-01-07,53.647029876708984
2016-01-08,51.46335220336914
2016-01-11,50.61662673950195
2016-01-12,49.57381057739258
2016-01-13,46.766239166259766
2016-01-14,45.90168762207031
2016-01-15,52.02486801147461
2016-01-19,52.70225524902344
2016-01-20,50.206634521484375
2016-01-21,50.518577575683594
2016-01-22,52.7379035949707
2016-01-25,54.36897277832031
2016-01-26,56.51699447631836
2016-01-27,55.46526336669922
2016-01-28,56.285255432128906
2016-01-29,60.019775390625
2016-02-01,59.805877685546875
2016-02-02,55.26026153564453
2016-02-03,56.30308151245117
2016-02-04,56.84677505493164
2016-02-05,55.1800537109375
2016-02-08,52.40812301635742
2016-02-09,52.0961799621582
2016-02-10,51.81987762451172
2016-02-11,53.20138168334961
2016-02-12,61.62409973144531
2016-02-16,66.53515625
2016-02-17,67.92557525634766
2016-02-18,69.92207336425781
2016-02-19,69.23137664794922
2016-02-22,71.3393325805664
2016-02-23,71.44698333740234
2016-02-24,71.46492767333984
2016-02-25,72.32605743408203
2016-02-26,73.70745086669922
2016-02-29,73.98554229736328
2016-03-01,75.80647277832031
2016-03-02,76.24600982666016
2016-03-03,79.25099182128906
2016-03-04,76.64069366455078
2016-03-07,75.34000396728516
2016-03-08,72.00312042236328
2016-03-09,73.16027069091797
2016-03-10,75.40280151367188
2016-03-11,77.19681549072266
2016-03-14,76.44332122802734
2016-03-15,74.67623138427734
2016-03-16,77.412109375
2016-03-17,79.65463256835938
2016-03-18,84.33704376220703
2016-03-21,83.18887329101562
2016-03-22,85.21612548828125
2016-03-23,82.30980682373047
2016-03-24,83.84369659423828
2016-03-28,83.26960754394531
2016-03-29,84.44468688964844
2016-03-30,84.31013488769531
2016-03-31,83.80779266357422
2016-04-01,84.98291778564453
2016-04-04,83.78089904785156
2016-04-05,81.55630493164062
2016-04-06,80.32740783691406
2016-04-07,89.69220733642578
2016-04-08,88.60680389404297
2016-04-11,88.18521118164062
2016-04-12,87.18057250976562
2016-04-13,87.62010955810547
2016-04-14,87.61113739013672
2016-04-15,87.61113739013672
2016-04-18,86.54369354248047
2016-04-19,89.69220733642578
2016-04-20,89.15399169921875
2016-04-21,85.92475891113281
2016-04-22,86.1131362915039
2016-04-25,81.5742416381836
2016-04-26,80.42607879638672
2016-04-27,79.98653411865234
2016-04-28,80.03141021728516
2016-04-29,79.20612335205078
2016-05-02,84.57028198242188
2016-05-03,84.72274017333984
2016-05-04,81.8343734741211
2016-05-05,80.39020538330078
2016-05-06,81.81644439697266
2016-05-09,80.39020538330078
2016-05-10,84.34601593017578
2016-05-11,83.3862075805664
2016-05-12,83.79884338378906
2016-05-13,81.120361328125
2016-05-16,81.95909118652344
2016-05-17,82.27472686767578
2016-05-18,79.76763153076172
2016-05-19,79.76763153076172
2016-05-20,80.22755432128906
2016-05-23,82.50020599365234
2016-05-24,84.06938934326172
2016-05-25,87.1626968383789
2016-05-26,85.33196258544922
2016-05-27,86.54044342041016
2016-05-31,86.73881530761719
2016-06-01,87.23485565185547
2016-06-02,89.65178680419922
2016-06-03,88.83108520507812
2016-06-06,89.00244903564453
2016-06-07,91.18489837646484
2016-06-08,91.37428283691406
2016-06-09,90.89630889892578
2016-06-10,90.58967590332031
2016-06-13,90.31912994384766
2016-06-14,91.57269287109375
2016-06-15,91.62680053710938
2016-06-16,91.26605224609375
2016-06-17,93.06072998046875
2016-06-20,90.44539642333984
2016-06-21,91.8161849975586
2016-06-22,90.83318328857422
2016-06-23,91.71696472167969
2016-06-24,83.23069763183594
2016-06-27,79.08223724365234
2016-06-28,79.61430358886719
2016-06-29,82.31983184814453
2016-06-30,81.74264526367188
2016-07-01,82.77976989746094
2016-07-05,80.35381317138672
2016-07-06,81.10234832763672
2016-07-07,80.22755432128906
2016-07-08,80.94002532958984
2016-07-11,84.86300659179688
2016-07-12,87.02742767333984
2016-07-13,85.56645202636719
2016-07-14,82.98717498779297
2016-07-15,83.16754150390625
2016-07-18,87.17172241210938
2016-07-19,85.82798767089844
2016-07-20,84.93516540527344
2016-07-21,84.67362976074219
2016-07-22,86.36911010742188
2016-07-25,87.84809112548828
2016-07-26,93.31324768066406
2016-07-27,92.2040023803711
2016-07-28,94.38642120361328
2016-07-29,88.33509063720703
2016-08-01,88.31706237792969
2016-08-02,87.40619659423828
2016-08-03,88.07355499267578
2016-08-04,88.60564422607422
2016-08-05,87.93827819824219
2016-08-08,90.22896575927734
2016-08-09,90.80903625488281
2016-08-10,90.26519775390625
2016-08-11,93.0477523803711
2016-08-12,90.41021728515625
2016-08-15,94.0266342163086
2016-08-16,91.92385864257812
2016-08-17,91.84230041503906
2016-08-18,90.34678649902344
2016-08-19,88.26212310791016
2016-08-22,88.00834655761719
2016-08-23,87.3648452758789
2016-08-24,82.30728912353516
2016-08-25,82.0353775024414
2016-08-26,81.43716430664062
2016-08-29,82.2257080078125
2016-08-30,81.70909118652344
2016-08-31,80.956787109375
2016-09-01,84.44629669189453
2016-09-02,83.73029327392578
2016-09-06,84.1019058227539
2016-09-07,85.51583862304688
2016-09-08,86.81192779541016
2016-09-09,89.1957015991211
2016-09-12,94.2713623046875
2016-09-13,93.99944305419922
2016-09-14,97.2079849243164
2016-09-15,98.50408935546875
2016-09-16,98.40438079833984
2016-09-19,94.22603607177734
2016-09-20,93.80003356933594
2016-09-21,93.35594177246094
2016-09-22,92.71240234375
2016-09-23,92.57644653320312
2016-09-26,91.3709716796875
2016-09-27,91.30752563476562
2016-09-28,92.1413803100586
2016-09-29,91.17157745361328
2016-09-30,88.29839324951172
2016-10-03,89.9842300415039
2016-10-04,87.35576629638672
2016-10-05,88.76969909667969
2016-10-06,88.58842468261719
2016-10-07,87.9267807006836
2016-10-10,89.43134307861328
2016-10-11,88.55216979980469
2016-10-12,87.40107727050781
2016-10-13,86.05966186523438
2016-10-14,84.62759399414062
2016-10-17,84.38287353515625
2016-10-18,84.27410125732422
2016-10-19,86.57628631591797
2016-10-20,87.01136016845703
2016-10-21,86.34970092773438
2016-10-24,87.73643493652344
2016-10-25,86.62159729003906
2016-10-26,86.78474426269531
2016-10-27,85.36173248291016
2016-10-28,85.36173248291016
2016-10-31,85.69711303710938
2016-11-01,89.03253173828125
2016-11-02,87.48265075683594
2016-11-03,79.33439636230469
2016-11-04,79.79666900634766
2016-11-07,79.63349914550781
2016-11-08,78.55492401123047
2016-11-09,79.6153793334961
2016-11-10,77.31321716308594
2016-11-11,77.0231704711914
2016-11-14,76.59716033935547
2016-11-15,79.20482635498047
2016-11-16,78.93128967285156
2016-11-17,82.45980072021484
2016-11-18,84.2012710571289
2016-11-21,88.78743743896484
2016-11-22,89.44391632080078
2016-11-23,92.3797836303711
2016-11-25,92.5895004272461
2016-11-28,92.99978637695312
2016-11-29,90.98479461669922
2016-11-30,92.99065399169922
2016-12-01,90.5106430053711
2016-12-02,89.93624877929688
2016-12-05,89.69007873535156
2016-12-06,93.1639175415039
2016-12-07,92.99065399169922
2016-12-08,82.71510314941406
2016-12-09,83.77273559570312
2016-12-12,83.42626190185547
2016-12-13,85.24979400634766
2016-12-14,84.02803802490234
2016-12-15,82.8609848022461
2016-12-16,83.79096984863281
2016-12-19,82.16806030273438
2016-12-20,80.51775360107422
2016-12-21,81.3930435180664
2016-12-22,80.46305084228516
2016-12-23,80.54511260986328
2016-12-27,80.45391082763672
2016-12-28,79.39630126953125
2016-12-29,79.47835540771484
2016-12-30,78.8765640258789
2017-01-03,79.74274444580078
2017-01-04,82.31392669677734
2017-01-05,83.37155151367188
2017-01-06,84.27420806884766
2017-01-09,84.56597137451172
2017-01-10,86.46244812011719
2017-01-11,84.73008728027344
2017-01-12,83.82744598388672
2017-01-13,82.5418701171875
2017-01-17,84.19215393066406
2017-01-18,83.8639144897461
2017-01-19,82.90657806396484
2017-01-20,82.80628204345703
2017-01-23,84.46569061279297
2017-01-24,85.73302459716797
2017-01-25,87.91216278076172
2017-01-26,87.07332611083984
2017-01-27,93.98446655273438
2017-01-30,93.5012435913086
2017-01-31,92.48007202148438
2017-02-01,89.22510528564453
2017-02-02,88.78743743896484
2017-02-03,88.36802673339844
2017-02-06,88.45919799804688
2017-02-07,88.4500961303711
2017-02-08,88.6050796508789
2017-02-09,90.15508270263672
2017-02-10,90.63162231445312
2017-02-13,90.69577026367188
2017-02-14,89.51361846923828
2017-02-15,91.44720458984375
2017-02-16,88.63387298583984
2017-02-17,87.89158630371094
2017-02-21,87.94657135009766
2017-02-22,86.82857513427734
2017-02-23,85.9946517944336
2017-02-24,86.15042877197266
2017-02-27,87.52503204345703
2017-02-28,88.11151885986328
2017-03-01,94.12307739257812
2017-03-02,91.77710723876953
2017-03-03,92.59269714355469
2017-03-06,91.97872924804688
2017-03-07,91.1447982788086
2017-03-08,90.93400573730469
2017-03-09,90.7140884399414
2017-03-10,91.2272720336914
2017-03-13,95.58013153076172
2017-03-14,95.94672393798828
2017-03-15,95.99253845214844
2017-03-16,97.29380798339844
2017-03-17,100.97773742675781
2017-03-20,102.30651092529297
2017-03-21,102.40730285644531
