,TRGP
2015-09-23,34.73500061035156
2015-09-24,32.927947998046875
2015-09-25,33.30415725708008
2015-09-28,30.9050235748291
2015-09-29,30.17110252380371
2015-09-30,31.774629592895508
2015-10-01,32.1076774597168
2015-10-02,34.099754333496094
2015-10-05,37.31916427612305
2015-10-06,38.349124908447266
2015-10-07,39.29890823364258
2015-10-08,40.35353469848633
2015-10-09,39.58259963989258
2015-10-12,38.503318786621094
2015-10-13,37.874229431152344
2015-10-14,37.781707763671875
2015-10-15,38.33678436279297
2015-10-16,38.18259811401367
2015-10-19,38.090084075927734
2015-10-20,38.68216323852539
2015-10-21,37.51651382446289
2015-10-22,36.41870880126953
2015-10-23,36.17816925048828
2015-10-26,34.753501892089844
2015-10-27,32.66891098022461
2015-10-28,33.970245361328125
2015-10-29,34.4217529296875
2015-10-30,35.839012145996094
2015-11-02,36.50373840332031
2015-11-03,31.907066345214844
2015-11-04,31.436737060546875
2015-11-05,31.443016052246094
2015-11-06,30.333023071289062
2015-11-09,29.818803787231445
2015-11-10,29.25441551208496
2015-11-11,27.42327308654785
2015-11-12,25.780258178710938
2015-11-13,25.993473052978516
2015-11-16,27.153606414794922
2015-11-17,26.495155334472656
2015-11-18,26.952943801879883
2015-11-19,26.401084899902344
2015-11-20,25.190773010253906
2015-11-23,24.827064514160156
2015-11-24,26.043638229370117
2015-11-25,25.441617965698242
2015-11-27,25.046541213989258
2015-11-30,24.64519500732422
2015-12-01,24.03063201904297
2015-12-02,23.127605438232422
2015-12-03,22.58829116821289
2015-12-04,18.95736312866211
2015-12-07,16.323528289794922
2015-12-08,17.59027671813965
2015-12-09,19.697345733642578
2015-12-10,20.117507934570312
2015-12-11,17.822303771972656
2015-12-14,17.452312469482422
2015-12-15,17.715694427490234
2015-12-16,17.734508514404297
2015-12-17,16.568098068237305
2015-12-18,16.141666412353516
2015-12-21,16.34234046936035
2015-12-22,16.963171005249023
2015-12-23,17.671798706054688
2015-12-24,17.069780349731445
2015-12-28,16.348608016967773
2015-12-29,16.411317825317383
2015-12-30,16.33606719970703
2015-12-31,16.969440460205078
2016-01-04,16.806398391723633
2016-01-05,16.543010711669922
2016-01-06,14.542550086975098
2016-01-07,13.457657814025879
2016-01-08,14.166287422180176
2016-01-11,13.71476936340332
2016-01-12,13.80883502960205
2016-01-13,10.836362838745117
2016-01-14,11.783291816711426
2016-01-15,10.685857772827148
2016-01-19,10.046210289001465
2016-01-20,10.177901268005371
2016-01-21,11.751934051513672
2016-01-22,12.824281692504883
2016-01-25,13.012415885925293
2016-01-26,13.978157043457031
2016-01-27,14.103575706481934
2016-01-28,14.837286949157715
2016-01-29,14.654668807983398
2016-02-01,14.02857780456543
2016-02-02,14.041618347167969
2016-02-03,14.511191368103027
2016-02-04,15.332948684692383
2016-02-05,14.876418113708496
2016-02-08,12.887245178222656
2016-02-09,11.491560935974121
2016-02-10,11.843743324279785
2016-02-11,10.06326961517334
2016-02-12,10.617629051208496
2016-02-16,11.250252723693848
2016-02-17,13.428558349609375
2016-02-18,15.019903182983398
2016-02-19,13.943787574768066
2016-02-22,14.693801879882812
2016-02-23,13.806830406188965
2016-02-24,14.432927131652832
2016-02-25,15.848183631896973
2016-02-26,16.66341781616211
2016-02-29,17.53082847595215
2016-03-01,17.24386215209961
2016-03-02,17.733007431030273
2016-03-03,18.75041961669922
2016-03-04,19.239559173583984
2016-03-07,19.585224151611328
2016-03-08,17.641700744628906
2016-03-09,18.496061325073242
2016-03-10,17.79822540283203
2016-03-11,18.483016967773438
2016-03-14,18.98520851135254
2016-03-15,18.21562385559082
2016-03-16,19.722183227539062
2016-03-17,19.715660095214844
2016-03-18,19.40260887145996
2016-03-21,19.076513290405273
2016-03-22,19.487396240234375
2016-03-23,18.3004150390625
2016-03-24,18.306926727294922
2016-03-28,18.27432632446289
2016-03-29,18.417804718017578
2016-03-30,18.9721622467041
2016-03-31,19.474348068237305
2016-04-01,18.43084716796875
2016-04-04,17.948225021362305
2016-04-05,18.3004150390625
2016-04-06,18.70476531982422
2016-04-07,18.730854034423828
2016-04-08,19.285215377807617
2016-04-11,19.56565284729004
2016-04-12,20.99394416809082
2016-04-13,20.863508224487305
2016-04-14,20.9417667388916
2016-04-15,21.222211837768555
2016-04-18,21.841796875
2016-04-19,24.267932891845703
2016-04-20,24.646207809448242
2016-04-21,25.0636043548584
2016-04-22,25.872318267822266
2016-04-25,24.483154296875
2016-04-26,24.848379135131836
2016-04-27,26.387544631958008
2016-04-28,25.246217727661133
2016-04-29,27.022802352905273
2016-05-02,25.99425506591797
2016-05-03,25.506690979003906
2016-05-04,26.141189575195312
2016-05-05,26.64210319519043
2016-05-06,26.715572357177734
2016-05-09,25.93413734436035
2016-05-10,26.66213607788086
2016-05-11,28.03798484802246
2016-05-12,27.46360969543457
2016-05-13,27.370100021362305
2016-05-16,28.92629051208496
2016-05-17,29.26022720336914
2016-05-18,28.131498336791992
2016-05-19,28.719240188598633
2016-05-20,29.453907012939453
2016-05-23,28.585660934448242
2016-05-24,28.184925079345703
2016-05-25,29.347057342529297
2016-05-26,28.719240188598633
2016-05-27,28.532228469848633
2016-05-31,28.605697631835938
2016-06-01,29.093265533447266
2016-06-02,29.160045623779297
2016-06-03,29.200124740600586
2016-06-06,30.028310775756836
2016-06-07,29.921438217163086
2016-06-08,28.993070602416992
2016-06-09,28.799381256103516
2016-06-10,27.183094024658203
2016-06-13,26.595348358154297
2016-06-14,26.3883056640625
2016-06-15,27.23652458190918
2016-06-16,27.009441375732422
2016-06-17,27.704050064086914
2016-06-20,28.024642944335938
2016-06-21,28.178253173828125
2016-06-22,27.80423355102539
2016-06-23,28.679166793823242
2016-06-24,27.44356918334961
2016-06-27,25.867351531982422
2016-06-28,27.370100021362305
2016-06-29,28.231678009033203
2016-06-30,28.144851684570312
2016-07-01,28.492158889770508
2016-07-05,27.670656204223633
2016-07-06,28.017959594726562
2016-07-07,27.49700355529785
2016-07-08,28.271759033203125
2016-07-11,28.525558471679688
2016-07-12,29.674333572387695
2016-07-13,28.619062423706055
2016-07-14,28.538909912109375
2016-07-15,28.178253173828125
2016-07-18,28.832788467407227
2016-07-19,27.597183227539062
2016-07-20,27.850984573364258
2016-07-21,27.20981788635254
2016-07-22,26.935976028442383
2016-07-25,25.947500228881836
2016-07-26,25.673669815063477
2016-07-27,24.81208610534668
2016-07-28,24.83212661743164
2016-07-29,25.509925842285156
2016-08-01,25.249753952026367
2016-08-02,25.59893226623535
2016-08-03,26.36573028564453
2016-08-04,27.693954467773438
2016-08-05,28.27589225769043
2016-08-08,28.80992889404297
2016-08-09,28.72776985168457
2016-08-10,28.44021224975586
2016-08-11,28.926305770874023
2016-08-12,29.056392669677734
2016-08-15,29.836885452270508
2016-08-16,29.439794540405273
2016-08-17,29.54248809814453
2016-08-18,30.610538482666016
2016-08-19,30.069673538208008
2016-08-22,29.33710479736328
2016-08-23,29.686267852783203
2016-08-24,28.974233627319336
2016-08-25,29.62464141845703
2016-08-26,29.80949592590332
2016-08-29,30.158668518066406
2016-08-30,29.88481903076172
2016-08-31,29.836885452270508
2016-09-01,29.665733337402344
2016-09-02,30.172367095947266
2016-09-06,31.473194122314453
2016-09-07,32.04829788208008
2016-09-08,33.1095085144043
2016-09-09,31.84975242614746
2016-09-12,31.68543815612793
2016-09-13,30.987098693847656
2016-09-14,31.527963638305664
2016-09-15,31.856590270996094
2016-09-16,32.04145050048828
2016-09-19,32.952030181884766
2016-09-20,32.390625
2016-09-21,33.78044891357422
2016-09-22,33.595603942871094
2016-09-23,32.274234771728516
2016-09-26,32.02775192260742
2016-09-27,32.1509895324707
2016-09-28,33.72568130493164
2016-09-29,33.821537017822266
2016-09-30,33.62297821044922
2016-10-03,33.5819091796875
2016-10-04,33.03419494628906
2016-10-05,33.49290084838867
2016-10-06,33.48604965209961
2016-10-07,33.417579650878906
2016-10-10,34.0543098449707
2016-10-11,33.62983703613281
2016-10-12,32.84933853149414
2016-10-13,32.87672805786133
2016-10-14,32.94517517089844
2016-10-17,31.97298812866211
2016-10-18,32.24000549316406
2016-10-19,32.931488037109375
2016-10-20,32.691864013671875
2016-10-21,33.2669677734375
2016-10-24,32.34954071044922
2016-10-25,31.45265769958496
2016-10-26,32.014060974121094
2016-10-27,31.925065994262695
2016-10-28,31.288345336914062
2016-10-31,30.666627883911133
2016-11-01,30.687576293945312
2016-11-02,31.85416603088379
2016-11-03,32.35014343261719
2016-11-04,31.679527282714844
2016-11-07,31.96593475341797
2016-11-08,32.79023361206055
2016-11-09,33.94285583496094
2016-11-10,33.55865478515625
2016-11-11,33.621517181396484
2016-11-14,33.99174499511719
2016-11-15,34.88591003417969
2016-11-16,34.774139404296875
2016-11-17,34.9068603515625
2016-11-18,35.23517990112305
2016-11-21,36.99553680419922
2016-11-22,36.206180572509766
2016-11-23,36.10139846801758
2016-11-25,36.28301239013672
2016-11-28,34.62743377685547
2016-11-29,33.94285583496094
2016-11-30,37.22606658935547
2016-12-01,36.22713088989258
2016-12-02,36.75802993774414
2016-12-05,37.2609977722168
2016-12-06,37.45659255981445
2016-12-07,37.59630584716797
2016-12-08,37.86176300048828
2016-12-09,37.40070724487305
2016-12-12,37.323875427246094
2016-12-13,37.687110900878906
2016-12-14,37.072383880615234
2016-12-15,37.72902297973633
2016-12-16,38.364723205566406
2016-12-19,38.385677337646484
2016-12-20,39.265865325927734
2016-12-21,40.15303039550781
2016-12-22,39.9853630065918
2016-12-23,40.54420852661133
2016-12-27,40.655967712402344
2016-12-28,39.87359619140625
2016-12-29,39.587188720703125
2016-12-30,39.16806411743164
2017-01-03,40.50229263305664
2017-01-04,40.704891204833984
2017-01-05,41.20783615112305
2017-01-06,41.5012321472168
2017-01-09,40.935401916503906
2017-01-10,39.83168411254883
2017-01-11,40.11808776855469
2017-01-12,40.06221008300781
2017-01-13,40.481346130371094
2017-01-17,41.689842224121094
2017-01-18,41.91337966918945
2017-01-19,41.8365364074707
2017-01-20,41.94831085205078
2017-01-23,40.3556022644043
2017-01-24,41.49425506591797
2017-01-25,41.536163330078125
2017-01-26,41.675880432128906
2017-01-27,40.90046691894531
2017-01-30,40.56696319580078
2017-01-31,40.88628387451172
2017-02-01,41.90098571777344
2017-02-02,42.489952087402344
2017-02-03,43.21372985839844
2017-02-06,43.53303527832031
2017-02-07,41.624237060546875
2017-02-08,41.943565368652344
2017-02-09,42.08548355102539
2017-02-10,42.10677719116211
2017-02-13,42.262882232666016
2017-02-14,42.07838821411133
2017-02-15,42.0712890625
2017-02-16,41.53200912475586
2017-02-17,41.645545959472656
2017-02-21,41.496524810791016
2017-02-22,40.50311279296875
2017-02-23,39.899967193603516
2017-02-24,40.00640106201172
2017-02-27,39.67290115356445
2017-02-28,40.091548919677734
2017-03-01,40.637939453125
2017-03-02,40.50311279296875
2017-03-03,41.219783782958984
2017-03-06,41.382999420166016
2017-03-07,41.915191650390625
2017-03-08,40.3115234375
2017-03-09,39.39616012573242
2017-03-10,39.538082122802734
2017-03-13,40.105743408203125
2017-03-14,38.99878692626953
2017-03-15,40.346988677978516
2017-03-16,40.31861114501953
2017-03-17,40.07025909423828
2017-03-20,40.389564514160156
2017-03-21,39.94963073730469
2017-03-22,39.88576889038086
2017-03-23,40.2618522644043
2017-03-24,40.22636795043945
2017-03-27,40.339900970458984
2017-03-28,40.673404693603516
2017-03-29,41.87260437011719
2017-03-30,41.90809631347656
2017-03-31,42.504146575927734
2017-04-03,42.21320343017578
2017-04-04,42.206119537353516
2017-04-05,41.39008712768555
2017-04-06,42.09259033203125
2017-04-07,42.11386489868164
2017-04-10,42.37641525268555
2017-04-11,42.1209602355957
2017-04-12,41.78036880493164
2017-04-13,41.468135833740234
2017-04-17,41.06367492675781
2017-04-18,40.81532669067383
2017-04-19,39.559364318847656
2017-04-20,39.871585845947266
2017-04-21,39.33229446411133
2017-04-24,39.85029220581055
2017-04-25,40.432151794433594
2017-04-26,40.474727630615234
2017-04-27,39.84319305419922
2017-04-28,39.763858795166016
2017-05-01,40.290382385253906
2017-05-02,40.203826904296875
2017-05-03,39.67008590698242
2017-05-04,35.27752685546875
2017-05-05,36.33058166503906
2017-05-08,36.33058166503906
2017-05-09,35.52996826171875
2017-05-10,36.691219329833984
2017-05-11,36.705650329589844
2017-05-12,36.65515899658203
2017-05-15,36.92924118041992
2017-05-16,36.62630844116211
2017-05-17,35.739139556884766
2017-05-18,35.731929779052734
2017-05-19,36.7272834777832
2017-05-22,36.633522033691406
2017-05-23,36.25125503540039
2017-05-24,35.76078414916992
2017-05-25,34.960166931152344
2017-05-26,34.14512634277344
2017-05-30,33.12092590332031
2017-05-31,33.12812805175781
2017-06-01,33.07764434814453
2017-06-02,32.803558349609375
2017-06-05,32.55109786987305
2017-06-06,32.86847686767578
2017-06-07,31.800979614257812
2017-06-08,32.02458572387695
2017-06-09,33.01272201538086
2017-06-12,32.99107360839844
2017-06-13,33.04878616333008
2017-06-14,31.382652282714844
2017-06-15,30.61809539794922
2017-06-16,31.375436782836914
2017-06-19,31.014795303344727
2017-06-20,29.867969512939453
2017-06-21,29.341447830200195
2017-06-22,29.904027938842773
2017-06-23,30.726285934448242
2017-06-26,31.086915969848633
2017-06-27,31.397066116333008
2017-06-28,31.88032341003418
2017-06-29,31.61345863342285
2017-06-30,32.601600646972656
2017-07-03,32.47175979614258
2017-07-05,31.317737579345703
2017-07-06,32.075069427490234
2017-07-07,31.454774856567383
2017-07-10,31.62066650390625
2017-07-11,31.635099411010742
2017-07-12,32.601600646972656
2017-07-13,32.5006217956543
2017-07-14,32.99107360839844
2017-07-17,33.20747375488281
2017-07-18,33.12092590332031
2017-07-19,33.6474494934082
2017-07-20,33.45992660522461
2017-07-21,33.07764434814453
2017-07-24,33.394996643066406
2017-07-25,33.6402473449707
2017-07-26,33.35892868041992
2017-07-27,34.18840026855469
2017-07-28,34.394317626953125
2017-07-31,34.12957000732422
2017-08-01,33.98986053466797
2017-08-02,33.828067779541016
2017-08-03,33.83541488647461
2017-08-04,33.70304870605469
2017-08-07,32.945587158203125
2017-08-08,32.202850341796875
2017-08-09,32.989715576171875
2017-08-10,32.46758270263672
2017-08-11,32.57789611816406
2017-08-14,32.1513671875
2017-08-15,31.746898651123047
2017-08-16,31.526288986206055
2017-08-17,31.342426300048828
2017-08-18,31.849855422973633
2017-08-21,31.886629104614258
2017-08-22,32.835289001464844
2017-08-23,32.74702072143555
2017-08-24,32.35728073120117
2017-08-25,32.4234619140625
2017-08-28,31.827787399291992
2017-08-29,31.94545555114746
2017-08-30,32.15872573852539
2017-08-31,32.77644729614258
2017-09-01,32.7543830871582
2017-09-05,32.886756896972656
2017-09-06,33.55596923828125
2017-09-07,33.51183319091797
2017-09-08,33.24710464477539
2017-09-11,33.49713897705078
2017-09-12,34.114871978759766
2017-09-13,34.69581985473633
2017-09-14,35.07087326049805
