,ADM
2014-11-05,37.67195129394531
2014-11-06,37.4173583984375
2014-11-07,37.851661682128906
2014-11-10,38.01640319824219
2014-11-11,38.27847671508789
2014-11-12,37.97146987915039
2014-11-13,38.046356201171875
2014-11-14,38.45069885253906
2014-11-17,38.929931640625
2014-11-18,39.1254997253418
2014-11-19,39.283504486083984
2014-11-20,39.546791076660156
2014-11-21,39.652103424072266
2014-11-24,39.8326530456543
2014-11-25,39.817588806152344
2014-11-26,40.00569152832031
2014-11-28,39.62953567504883
2014-12-01,39.46403503417969
2014-12-02,40.10346221923828
2014-12-03,40.40436935424805
2014-12-04,39.70476150512695
2014-12-05,40.0583381652832
2014-12-08,39.46403503417969
2014-12-09,39.90035629272461
2014-12-10,38.5688362121582
2014-12-11,38.29050064086914
2014-12-12,37.5006217956543
2014-12-15,37.48556137084961
2014-12-16,37.1019172668457
2014-12-17,37.34263610839844
2014-12-18,38.4860954284668
2014-12-19,39.298545837402344
2014-12-22,39.65963363647461
2014-12-23,39.9981575012207
2014-12-24,39.95301818847656
2014-12-26,40.186222076416016
2014-12-29,39.968048095703125
2014-12-30,39.78750991821289
2014-12-31,39.11799240112305
2015-01-02,39.13304901123047
2015-01-05,37.778953552246094
2015-01-06,37.034217834472656
2015-01-07,37.59090042114258
2015-01-08,37.04173278808594
2015-01-09,36.72578430175781
2015-01-12,36.266883850097656
2015-01-13,36.31956100463867
2015-01-14,35.6951789855957
2015-01-15,35.51462936401367
2015-01-16,35.86819076538086
2015-01-20,35.50710678100586
2015-01-21,35.883243560791016
2015-01-22,36.16910171508789
2015-01-23,36.01111602783203
2015-01-26,36.32707595825195
2015-01-27,36.31956100463867
2015-01-28,35.72525405883789
2015-01-29,36.048744201660156
2015-01-30,35.07830047607422
2015-02-02,36.23679733276367
2015-02-03,36.68064498901367
2015-02-04,34.71721267700195
2015-02-05,36.62047576904297
2015-02-06,35.777923583984375
2015-02-09,35.64251708984375
2015-02-10,35.792972564697266
2015-02-11,35.29646682739258
2015-02-12,35.90189743041992
2015-02-13,36.4013786315918
2015-02-17,36.151641845703125
2015-02-18,36.106224060058594
2015-02-19,36.15919494628906
2015-02-20,36.43921661376953
2015-02-23,36.52245330810547
2015-02-24,36.81760025024414
2015-02-25,36.4013786315918
2015-02-26,35.98514938354492
2015-02-27,36.23488235473633
2015-03-02,36.21217346191406
2015-03-03,35.962440490722656
2015-03-04,35.629459381103516
2015-03-05,35.93217849731445
2015-03-06,35.001319885253906
2015-03-09,35.107276916503906
2015-03-10,34.448875427246094
2015-03-11,34.4337272644043
2015-03-12,35.29646682739258
2015-03-13,35.039161682128906
2015-03-16,35.18294906616211
2015-03-17,35.001319885253906
2015-03-18,35.69755935668945
2015-03-19,35.18294906616211
2015-03-20,35.53105926513672
2015-03-23,35.66728973388672
2015-03-24,35.53862380981445
2015-03-25,35.34944534301758
2015-03-26,35.039161682128906
2015-03-27,35.16024398803711
2015-03-30,35.88676071166992
2015-03-31,35.87162399291992
2015-04-01,35.89433670043945
2015-04-02,35.833797454833984
2015-04-06,36.5754280090332
2015-04-07,36.446781158447266
2015-04-08,36.5754280090332
2015-04-09,36.250022888183594
2015-04-10,36.295413970947266
2015-04-13,36.23488235473633
2015-04-14,36.3332633972168
2015-04-15,36.628421783447266
2015-04-16,36.552738189697266
2015-04-17,36.537601470947266
2015-04-20,36.552738189697266
2015-04-21,36.28028106689453
2015-04-22,36.4013786315918
2015-04-23,36.530029296875
2015-04-24,36.484619140625
2015-04-27,36.787322998046875
2015-04-28,36.915992736816406
2015-04-29,37.044647216796875
2015-04-30,36.99167251586914
2015-05-01,37.67278289794922
2015-05-04,38.081424713134766
2015-05-05,38.10414505004883
2015-05-06,37.79385757446289
2015-05-07,38.081424713134766
2015-05-08,38.78525161743164
2015-05-11,39.05012512207031
2015-05-12,39.29228591918945
2015-05-13,39.47393035888672
2015-05-14,40.01882553100586
2015-05-15,40.139892578125
2015-05-18,40.2079963684082
2015-05-19,39.956932067871094
2015-05-20,39.888465881347656
2015-05-21,40.26125717163086
2015-05-22,40.07105255126953
2015-05-26,39.675453186035156
2015-05-27,40.451446533203125
2015-05-28,40.06344985961914
2015-05-29,40.20800018310547
2015-06-01,40.344947814941406
2015-06-02,40.13954162597656
2015-06-03,39.91128158569336
2015-06-04,39.09724426269531
2015-06-05,38.80814743041992
2015-06-08,38.80814743041992
2015-06-09,38.80814743041992
2015-06-10,39.72110366821289
2015-06-11,39.60697555541992
2015-06-12,39.492862701416016
2015-06-15,39.005943298339844
2015-06-16,39.14289474487305
2015-06-17,38.75489044189453
2015-06-18,39.08202362060547
2015-06-19,39.18093490600586
2015-06-22,39.5537223815918
2015-06-23,39.56132888793945
2015-06-24,39.14289474487305
2015-06-25,38.57229995727539
2015-06-26,37.71260070800781
2015-06-29,36.86050033569336
2015-06-30,36.68553924560547
2015-07-01,37.00505447387695
2015-07-02,37.01266098022461
2015-07-06,36.58662796020508
2015-07-07,36.624664306640625
2015-07-08,36.145355224609375
2015-07-09,35.82582092285156
2015-07-10,35.91712188720703
2015-07-13,36.13775634765625
2015-07-14,36.358375549316406
2015-07-15,36.10731887817383
2015-07-16,36.404029846191406
2015-07-17,36.533363342285156
2015-07-20,36.548587799072266
2015-07-21,36.1301383972168
2015-07-22,36.27470016479492
2015-07-23,36.533363342285156
2015-07-24,35.901912689208984
2015-07-27,35.955169677734375
2015-07-28,36.78443145751953
2015-07-29,36.61705017089844
2015-07-30,36.38119888305664
2015-07-31,36.07688522338867
2015-08-03,36.2899055480957
2015-08-04,36.830074310302734
2015-08-05,36.68553924560547
2015-08-06,36.4801139831543
2015-08-07,35.31608581542969
2015-08-10,35.39976501464844
2015-08-11,35.04981994628906
2015-08-12,35.67366409301758
2015-08-13,36.145355224609375
2015-08-14,35.909515380859375
2015-08-17,36.361053466796875
2015-08-18,36.49116897583008
2015-08-19,35.75645065307617
2015-08-20,35.35847854614258
2015-08-21,34.531917572021484
2015-08-24,33.33033752441406
2015-08-25,32.91704559326172
2015-08-26,33.66709518432617
2015-08-27,34.30996322631836
2015-08-28,34.172203063964844
2015-08-31,34.43242263793945
2015-09-01,33.16961669921875
2015-09-02,33.383914947509766
2015-09-03,33.4834098815918
2015-09-04,32.83286666870117
2015-09-08,33.44513702392578
2015-09-09,32.90175247192383
2015-09-10,32.95531463623047
2015-09-11,32.771636962890625
2015-09-14,32.855831146240234
2015-09-15,33.26911544799805
2015-09-16,33.82014846801758
2015-09-17,33.8660774230957
2015-09-18,33.085426330566406
2015-09-21,33.20022964477539
2015-09-22,32.48848342895508
2015-09-23,32.18998718261719
2015-09-24,32.15937805175781
2015-09-25,32.526737213134766
2015-09-28,31.447608947753906
2015-09-29,31.39402961730957
2015-09-30,31.72313117980957
2015-10-01,31.730792999267578
2015-10-02,32.465511322021484
2015-10-05,33.39921188354492
2015-10-06,33.39921188354492
2015-10-07,33.911991119384766
2015-10-08,34.53956985473633
2015-10-09,34.76150131225586
2015-10-12,34.776817321777344
2015-10-13,34.37883758544922
2015-10-14,34.40945053100586
2015-10-15,34.86865997314453
2015-10-16,35.1747932434082
2015-10-19,35.18246078491211
2015-10-20,34.97580337524414
2015-10-21,34.66201400756836
2015-10-22,35.74114227294922
2015-10-23,35.88655090332031
2015-10-26,35.50389862060547
2015-10-27,35.38909149169922
2015-10-28,35.817665100097656
2015-10-29,34.845699310302734
2015-10-30,34.9451904296875
2015-11-02,35.41970443725586
2015-11-03,33.02420425415039
2015-11-04,32.924705505371094
2015-11-05,32.96296691894531
2015-11-06,32.24355697631836
2015-11-09,31.776697158813477
2015-11-10,31.09556007385254
2015-11-11,31.00370979309082
2015-11-12,29.473041534423828
2015-11-13,28.899049758911133
2015-11-16,29.48505401611328
2015-11-17,28.683143615722656
2015-11-18,28.845067977905273
2015-11-19,28.089448928833008
2015-11-20,27.62681007385254
2015-11-23,28.313045501708984
2015-11-24,27.788734436035156
2015-11-25,28.120281219482422
2015-11-27,28.11257553100586
2015-11-30,28.135711669921875
2015-12-01,28.297624588012695
2015-12-02,28.158838272094727
2015-12-03,27.45717430114746
2015-12-04,27.734758377075195
2015-12-07,27.302974700927734
2015-12-08,27.195022583007812
2015-12-09,27.302974700927734
2015-12-10,27.056230545043945
2015-12-11,26.385414123535156
2015-12-14,26.354576110839844
2015-12-15,26.878887176513672
2015-12-16,27.29526138305664
2015-12-17,26.439390182495117
2015-12-18,26.986835479736328
2015-12-21,27.225868225097656
2015-12-22,28.074016571044922
2015-12-23,28.282203674316406
2015-12-24,28.259077072143555
2015-12-28,28.143423080444336
2015-12-29,28.598331451416016
2015-12-30,28.43641471862793
2015-12-31,28.282203674316406
2016-01-04,27.6345272064209
2016-01-05,27.94293975830078
2016-01-06,27.26441192626953
2016-01-07,26.616727828979492
2016-01-08,26.51649284362793
2016-01-11,26.339155197143555
2016-01-12,26.423969268798828
2016-01-13,25.80712890625
2016-01-14,25.722309112548828
2016-01-15,24.295860290527344
2016-01-19,23.524812698364258
2016-01-20,24.126230239868164
2016-01-21,24.61199951171875
2016-01-22,25.622081756591797
2016-01-25,25.00523567199707
2016-01-26,25.930492401123047
2016-01-27,26.015308380126953
2016-01-28,26.755517959594727
2016-01-29,27.256704330444336
2016-02-01,27.341520309448242
2016-02-02,24.951257705688477
2016-02-03,25.78398895263672
2016-02-04,26.40854835510254
2016-02-05,26.26975440979004
2016-02-08,25.67604637145996
2016-02-09,25.891939163208008
2016-02-10,25.58352279663086
2016-02-11,24.61090660095215
2016-02-12,25.248945236206055
2016-02-16,26.1593074798584
2016-02-17,25.988122940063477
2016-02-18,26.377172470092773
2016-02-19,25.404560089111328
2016-02-22,26.29157829284668
2016-02-23,26.29157829284668
2016-02-24,26.33826446533203
2016-02-25,26.93739128112793
2016-02-26,27.069671630859375
2016-02-29,27.201940536499023
2016-03-01,27.606548309326172
2016-03-02,27.878881454467773
2016-03-03,28.65696907043457
2016-03-04,29.295001983642578
2016-03-07,28.898168563842773
2016-03-08,28.03449821472168
2016-03-09,28.05784034729004
2016-03-10,27.832195281982422
2016-03-11,28.477996826171875
2016-03-14,28.563594818115234
2016-03-15,28.44689178466797
2016-03-16,29.14716339111328
2016-03-17,29.722951889038086
2016-03-18,29.621788024902344
2016-03-21,29.699600219726562
2016-03-22,29.263870239257812
2016-03-23,28.477996826171875
2016-03-24,28.37685203552246
2016-03-28,28.28348731994629
2016-03-29,28.688087463378906
2016-03-30,28.49356460571289
2016-03-31,28.252363204956055
2016-04-01,28.37685203552246
2016-04-04,28.042282104492188
2016-04-05,27.318653106689453
2016-04-06,27.65323829650879
2016-04-07,27.793289184570312
2016-04-08,28.081180572509766
2016-04-11,28.01115608215332
2016-04-12,28.65696907043457
2016-04-13,28.898168563842773
2016-04-14,28.470224380493164
2016-04-15,29.022674560546875
2016-04-18,29.341684341430664
2016-04-19,29.746305465698242
2016-04-20,30.2442684173584
2016-04-21,29.839658737182617
2016-04-22,30.827831268310547
2016-04-25,30.547718048095703
2016-04-26,30.91341209411621
2016-04-27,31.05347442626953
2016-04-28,31.177967071533203
2016-04-29,31.076814651489258
2016-05-02,31.325807571411133
2016-05-03,30.4232234954834
2016-05-04,30.12755584716797
2016-05-05,29.629581451416016
2016-05-06,29.722951889038086
2016-05-09,29.35723876953125
2016-05-10,29.878555297851562
2016-05-11,29.53619956970215
2016-05-12,29.98748779296875
2016-05-13,29.27943992614746
2016-05-16,29.530433654785156
2016-05-17,29.40493392944336
2016-05-18,29.420618057250977
2016-05-19,30.095142364501953
2016-05-20,31.240291595458984
2016-05-23,31.718730926513672
2016-05-24,32.98152542114258
2016-05-25,33.318782806396484
2016-05-26,33.78155517578125
2016-05-27,33.907047271728516
2016-05-31,33.5462646484375
2016-06-01,33.59331512451172
2016-06-02,34.095279693603516
2016-06-03,34.19724655151367
2016-06-06,34.25215530395508
2016-06-07,34.24431610107422
2016-06-08,34.36980438232422
2016-06-09,34.377662658691406
2016-06-10,33.75016403198242
2016-06-13,32.80112838745117
2016-06-14,32.76975631713867
2016-06-15,33.059967041015625
2016-06-16,32.98152542114258
2016-06-17,33.18545150756836
2016-06-20,33.29526138305664
2016-06-21,32.89524841308594
2016-06-22,32.942317962646484
2016-06-23,33.49918746948242
2016-06-24,31.76579475402832
2016-06-27,30.699085235595703
2016-06-28,31.81285858154297
2016-06-29,32.61288833618164
2016-06-30,33.640357971191406
2016-07-01,33.42075729370117
2016-07-05,32.903099060058594
2016-07-06,33.03642272949219
2016-07-07,33.03642272949219
2016-07-08,34.10314178466797
2016-07-11,33.85213851928711
2016-07-12,33.9541015625
2016-07-13,33.80508041381836
2016-07-14,34.10314178466797
2016-07-15,34.471771240234375
2016-07-18,34.70707702636719
2016-07-19,34.10314178466797
2016-07-20,34.032535552978516
2016-07-21,34.032535552978516
2016-07-22,34.291378021240234
2016-07-25,34.19724655151367
2016-07-26,34.409027099609375
2016-07-27,34.43254852294922
2016-07-28,35.24827194213867
2016-07-29,35.358062744140625
2016-08-01,34.69922637939453
2016-08-02,34.07960891723633
2016-08-03,34.456085205078125
2016-08-04,34.30706024169922
2016-08-05,34.86395263671875
2016-08-08,34.91883850097656
2016-08-09,34.80903625488281
2016-08-10,34.7541389465332
2016-08-11,34.456085205078125
2016-08-12,34.56589889526367
2016-08-15,34.56589126586914
2016-08-16,34.3289680480957
2016-08-17,34.45532989501953
2016-08-18,34.40794372558594
2016-08-19,34.336883544921875
2016-08-22,34.589576721191406
2016-08-23,34.84230041503906
2016-08-24,34.21051788330078
2016-08-25,33.61034393310547
2016-08-26,33.4760856628418
2016-08-29,33.831443786621094
2016-08-30,34.12364959716797
2016-08-31,34.55799865722656
2016-09-01,34.068363189697266
2016-09-02,34.605377197265625
2016-09-06,34.70015335083008
2016-09-07,34.76331329345703
2016-09-08,34.147342681884766
2016-09-09,33.18388748168945
2016-09-12,33.92621994018555
2016-09-13,33.1681022644043
2016-09-14,33.15230178833008
2016-09-15,33.38921356201172
2016-09-16,33.1917839050293
2016-09-19,33.31025314331055
2016-09-20,33.28656005859375
2016-09-21,33.80776596069336
2016-09-22,33.94200897216797
2016-09-23,33.53926467895508
2016-09-26,33.08911895751953
2016-09-27,33.08122634887695
2016-09-28,33.04962921142578
2016-09-29,32.79692077636719
2016-09-30,33.302345275878906
2016-10-03,33.87883758544922
2016-10-04,33.791969299316406
2016-10-05,34.171024322509766
2016-10-06,34.08415985107422
2016-10-07,33.68141555786133
2016-10-10,34.171024322509766
2016-10-11,33.43659973144531
2016-10-12,33.4760856628418
2016-10-13,33.36552429199219
2016-10-14,33.27075958251953
2016-10-17,33.04962921142578
2016-10-18,33.15230178833008
2016-10-19,33.34183120727539
2016-10-20,33.31025314331055
2016-10-21,33.42080307006836
2016-10-24,33.57084655761719
2016-10-25,33.586647033691406
2016-10-26,34.17893981933594
2016-10-27,34.02097702026367
2016-10-28,34.423744201660156
2016-10-31,34.40794372558594
2016-11-01,36.919246673583984
2016-11-02,37.32201385498047
2016-11-03,37.45624923706055
2016-11-04,37.05349349975586
2016-11-07,37.156166076660156
2016-11-08,37.685264587402344
2016-11-09,36.54808044433594
2016-11-10,35.67940139770508
2016-11-11,32.954864501953125
2016-11-14,34.108245849609375
2016-11-15,34.593475341796875
2016-11-16,34.410518646240234
2016-11-17,34.20368576049805
2016-11-18,34.593475341796875
2016-11-21,34.720741271972656
2016-11-22,34.609378814697266
2016-11-23,34.402557373046875
2016-11-25,34.64119338989258
2016-11-28,34.29120635986328
2016-11-29,34.02076721191406
2016-11-30,34.38664245605469
2016-12-01,35.2457275390625
2016-12-02,34.999141693115234
2016-12-05,34.919593811035156
2016-12-06,35.5400276184082
2016-12-07,35.95365905761719
2016-12-08,36.56614685058594
2016-12-09,37.03545379638672
2016-12-12,37.401344299316406
2016-12-13,36.90818786621094
2016-12-14,36.26387405395508
2016-12-15,36.38319778442383
2016-12-16,36.99568557739258
2016-12-19,36.645687103271484
2016-12-20,36.765010833740234
2016-12-21,36.69340896606445
2016-12-22,35.9377555847168
2016-12-23,35.91388702392578
2016-12-27,36.31161117553711
2016-12-28,36.06502151489258
2016-12-29,36.08092498779297
2016-12-30,36.31161117553711
2017-01-03,36.741146087646484
2017-01-04,36.67750930786133
2017-01-05,36.40705490112305
2017-01-06,35.57185363769531
2017-01-09,35.59571075439453
2017-01-10,35.36503982543945
2017-01-11,35.00709915161133
2017-01-12,34.55369186401367
2017-01-13,34.64915084838867
2017-01-17,35.54798889160156
2017-01-18,35.75480651855469
2017-01-19,35.3968620300293
2017-01-20,35.57979965209961
2017-01-23,35.56389617919922
2017-01-24,35.52411651611328
2017-01-25,35.95365905761719
2017-01-26,35.43663024902344
2017-01-27,35.41276168823242
2017-01-30,35.1025505065918
2017-01-31,35.20595932006836
2017-02-01,34.816192626953125
2017-02-02,34.991188049316406
2017-02-03,34.991188049316406
2017-02-06,35.015045166015625
2017-02-07,35.46844482421875
2017-02-08,34.569610595703125
2017-02-09,34.633243560791016
2017-02-10,34.863922119140625
2017-02-13,34.76845169067383
2017-02-14,34.78437423706055
2017-02-15,35.37298583984375
2017-02-16,35.33293151855469
2017-02-17,35.80563735961914
2017-02-21,35.90178298950195
2017-02-22,35.829673767089844
2017-02-23,36.126121520996094
2017-02-24,36.262325286865234
2017-02-27,36.3504524230957
2017-02-28,37.632381439208984
2017-03-01,37.263832092285156
2017-03-02,36.43859100341797
2017-03-03,36.21424865722656
2017-03-06,35.86172866821289
2017-03-07,35.62136459350586
2017-03-08,35.244808197021484
2017-03-09,35.589324951171875
2017-03-10,36.08605194091797
2017-03-13,35.81366729736328
2017-03-14,35.78961944580078
2017-03-15,36.06201934814453
2017-03-16,35.933837890625
2017-03-17,35.829673767089844
2017-03-20,35.933837890625
2017-03-21,36.01395034790039
2017-03-22,36.54273986816406
2017-03-23,36.54273986816406
2017-03-24,36.518714904785156
2017-03-27,36.334434509277344
2017-03-28,36.63087844848633
2017-03-29,37.0474967956543
2017-03-30,36.94334030151367
2017-03-31,36.88726043701172
2017-04-03,36.694976806640625
2017-04-04,36.38251495361328
2017-04-05,36.262325286865234
2017-04-06,36.25431442260742
2017-04-07,35.965885162353516
2017-04-10,36.0460090637207
2017-04-11,35.68545150756836
2017-04-12,35.773597717285156
2017-04-13,35.477142333984375
2017-04-17,35.797637939453125
2017-04-18,36.38251495361328
2017-04-19,35.7335319519043
2017-04-20,35.973899841308594
2017-04-21,35.90178298950195
2017-04-24,36.35847854614258
2017-04-25,36.518714904785156
2017-04-26,36.27033996582031
2017-04-27,36.6789436340332
2017-04-28,36.65491485595703
2017-05-01,36.63888931274414
2017-05-02,33.386009216308594
2017-05-03,33.097591400146484
2017-05-04,33.97089385986328
2017-05-05,33.994930267333984
2017-05-08,34.41957473754883
2017-05-09,33.938846588134766
2017-05-10,33.88276672363281
2017-05-11,33.67445755004883
2017-05-12,33.61836624145508
2017-05-15,33.76258087158203
2017-05-16,33.82716369628906
2017-05-17,33.520381927490234
2017-05-18,33.35084533691406
2017-05-19,33.504234313964844
2017-05-22,33.504234313964844
2017-05-23,34.747528076171875
2017-05-24,34.351932525634766
2017-05-25,34.408447265625
2017-05-26,34.27120590209961
2017-05-30,33.996707916259766
2017-05-31,33.568824768066406
2017-06-01,33.76258087158203
2017-06-02,34.085506439208984
2017-06-05,33.85946273803711
2017-06-06,33.86753463745117
2017-06-07,33.835243225097656
2017-06-08,33.91597366333008
2017-06-09,33.92404556274414
2017-06-12,34.25505447387695
2017-06-13,34.198543548583984
2017-06-14,33.948272705078125
2017-06-15,34.198543548583984
2017-06-16,34.36000061035156
2017-06-19,34.26313018798828
2017-06-20,33.48809051513672
2017-06-21,33.302406311035156
2017-06-22,33.12479019165039
2017-06-23,33.229740142822266
2017-06-26,33.3427734375
2017-06-27,33.10057067871094
2017-06-28,33.21359634399414
2017-06-29,32.80185317993164
2017-06-30,33.40735626220703
2017-07-03,33.47194290161133
2017-07-05,33.74644088745117
2017-07-06,33.181297302246094
2017-07-07,33.29432678222656
2017-07-10,32.94718933105469
2017-07-11,32.52737045288086
2017-07-12,33.01984405517578
2017-07-13,33.40735626220703
2017-07-14,33.48809051513672
2017-07-17,33.58498001098633
2017-07-18,33.245887756347656
2017-07-19,33.326622009277344
2017-07-20,33.43964767456055
2017-07-21,33.31047439575195
2017-07-24,33.40735626220703
2017-07-25,33.875614166259766
2017-07-26,33.673770904541016
2017-07-27,33.730289459228516
2017-07-28,33.730289459228516
2017-07-31,34.053226470947266
2017-08-01,34.95743942260742
2017-08-02,34.303489685058594
2017-08-03,34.408447265625
2017-08-04,34.38422393798828
2017-08-07,34.26313018798828
2017-08-08,34.10166549682617
2017-08-09,34.303489685058594
2017-08-10,34.00477981567383
2017-08-11,33.31047439575195
2017-08-14,33.86753463745117
2017-08-15,34.20920944213867
2017-08-16,34.29058074951172
2017-08-17,33.90007400512695
2017-08-18,33.57466506958008
2017-08-21,33.810585021972656
2017-08-22,33.94075393676758
2017-08-23,33.98143768310547
2017-08-24,33.42009353637695
2017-08-25,33.96515655517578
2017-08-28,33.98143768310547
2017-08-29,33.9570198059082
2017-08-30,34.05465316772461
2017-08-31,33.61533737182617
2017-09-01,34.33124542236328
2017-09-05,34.119720458984375
2017-09-06,34.49396514892578
2017-09-07,34.648529052734375
2017-09-08,34.46955490112305
2017-09-11,34.81124496459961
2017-09-12,35.15291976928711
2017-09-13,35.2180061340332
2017-09-14,35.34816360473633
