,RF
2017-09-06,10.290299415588379
2017-09-07,10.016499519348145
2017-09-08,10.084951400756836
2017-09-11,10.282692909240723
2017-09-12,10.419591903686523
2017-09-13,10.450016021728516
2017-09-14,10.411988258361816
2017-09-15,10.457623481750488
2017-09-18,10.662971496582031
2017-09-19,10.76184368133545
2017-09-20,10.883532524108887
2017-09-21,10.974798202514648
2017-09-22,10.967193603515625
2017-09-25,11.012825965881348
2017-09-26,11.18775463104248
2017-09-27,11.446340560913086
2017-09-28,11.438738822937012
2017-09-29,11.583242416381836
2017-10-02,11.583242416381836
2017-10-03,11.53760814666748
2017-10-04,11.476765632629395
2017-10-05,11.613666534423828
2017-10-06,11.56803035736084
2017-10-09,11.415921211242676
2017-10-10,11.53000259399414
2017-10-11,11.438738822937012
2017-10-12,11.339864730834961
2017-10-13,11.279020309448242
2017-10-16,11.377891540527344
2017-10-17,11.240992546081543
2017-10-18,11.332258224487305
2017-10-19,11.385499000549316
2017-10-20,11.575637817382812
2017-10-23,11.499580383300781
2017-10-24,11.742958068847656
2017-10-25,11.841830253601074
2017-10-26,12.024365425109863
2017-10-27,11.955912590026855
2017-10-30,11.86464786529541
2017-10-31,11.773380279541016
2017-11-01,11.83422565460205
2017-11-02,11.948307991027832
2017-11-03,12.024365425109863
2017-11-06,12.077600479125977
2017-11-07,11.765776634216309
2017-11-08,11.682114601135254
2017-11-09,11.621269226074219
2017-11-10,11.53760814666748
2017-11-13,11.742958068847656
2017-11-14,11.933098793029785
2017-11-15,12.01676082611084
2017-11-16,11.940701484680176
2017-11-17,12.01676082611084
2017-11-20,12.062390327453613
2017-11-21,11.9102783203125
2017-11-22,11.83422565460205
2017-11-24,11.841830253601074
2017-11-27,11.803802490234375
2017-11-28,12.168869972229004
2017-11-29,12.602385520935059
2017-11-30,12.617598533630371
2017-12-01,12.663229942321777
2017-12-04,12.89139461517334
2017-12-05,12.830551147460938
2017-12-06,12.762102127075195
2017-12-07,12.976203918457031
2017-12-08,13.06031608581543
2017-12-11,12.983850479125977
2017-12-12,13.236186981201172
2017-12-13,13.06031608581543
2017-12-14,12.930323600769043
2017-12-15,13.09090518951416
2017-12-18,13.251482009887695
2017-12-19,13.228540420532227
2017-12-20,13.190308570861816
2017-12-21,13.37382698059082
2017-12-22,13.358530044555664
2017-12-26,13.266772270202637
2017-12-27,13.228540420532227
2017-12-28,13.289714813232422
2017-12-29,13.213249206542969
2018-01-02,13.282068252563477
2018-01-03,13.305006980895996
2018-01-04,13.412059783935547
2018-01-05,13.37382698059082
2018-01-08,13.358530044555664
2018-01-09,13.595572471618652
2018-01-10,13.824973106384277
2018-01-11,13.916730880737305
2018-01-12,13.977904319763184
2018-01-16,13.88614273071289
2018-01-17,14.03907585144043
2018-01-18,13.878495216369629
2018-01-19,14.276118278503418
2018-01-22,14.650797843933105
2018-01-23,14.803731918334961
2018-01-24,14.857254028320312
2018-01-25,14.635507583618164
2018-01-26,14.819022178649902
2018-01-29,14.727270126342773
2018-01-30,14.643150329589844
2018-01-31,14.704324722290039
2018-02-01,14.941370010375977
2018-02-02,14.719618797302246
2018-02-05,14.115541458129883
2018-02-06,14.276118278503418
2018-02-07,14.497869491577148
2018-02-08,13.68733024597168
2018-02-09,13.970256805419922
2018-02-12,14.123184204101562
2018-02-13,14.413753509521484
2018-02-14,14.811382293701172
2018-02-15,14.895487785339355
2018-02-16,14.872547149658203
2018-02-20,14.834319114685059
2018-02-21,15.002544403076172
2018-02-22,14.765501976013184
2018-02-23,15.02547836303711
2018-02-26,15.140179634094238
2018-02-27,15.002544403076172
2018-02-28,14.841964721679688
2018-03-01,14.727270126342773
2018-03-02,14.887843132019043
2018-03-05,15.079009056091309
2018-03-06,15.216645240783691
2018-03-07,15.193709373474121
2018-03-08,15.1783447265625
2018-03-09,15.447193145751953
2018-03-12,15.301246643066406
2018-03-13,15.139933586120605
2018-03-14,14.901815414428711
2018-03-15,14.87877368927002
2018-03-16,15.078482627868652
2018-03-19,15.017033576965332
2018-03-20,14.947898864746094
2018-03-21,15.001673698425293
2018-03-22,14.302668571472168
2018-03-23,13.834102630615234
2018-03-26,14.440932273864746
2018-03-27,14.049186706542969
2018-03-28,14.041504859924316
2018-03-29,14.271944046020508
2018-04-02,13.949326515197754
2018-04-03,14.133674621582031
2018-04-04,14.410205841064453
2018-04-05,14.471656799316406
2018-04-06,14.003094673156738
2018-04-09,14.118315696716309
2018-04-10,14.287307739257812
2018-04-11,14.149043083190918
2018-04-12,14.579195022583008
2018-04-13,14.218174934387207
2018-04-16,14.187446594238281
2018-04-17,13.788018226623535
2018-04-18,13.757292747497559
2018-04-19,13.941642761230469
2018-04-20,14.510063171386719
2018-04-23,14.487022399902344
2018-04-24,14.49470329284668
2018-04-25,14.609922409057617
2018-04-26,14.448616027832031
2018-04-27,14.59455680847168
2018-04-30,14.364118576049805
2018-05-01,14.402527809143066
2018-05-02,14.248896598815918
2018-05-03,14.149043083190918
2018-05-04,14.379485130310059
2018-05-07,14.402527809143066
2018-05-08,14.571518898010254
2018-05-09,14.76355266571045
2018-05-10,14.848042488098145
2018-05-11,14.840363502502441
2018-05-14,14.748181343078613
2018-05-15,14.894132614135742
2018-05-16,14.82499885559082
2018-05-17,14.840363502502441
2018-05-18,14.694416046142578
2018-05-21,14.709775924682617
2018-05-22,14.940217971801758
2018-05-23,14.748181343078613
2018-05-24,14.702099800109863
2018-05-25,14.602241516113281
2018-05-29,13.910923957824707
2018-05-30,14.149043083190918
2018-05-31,14.01077938079834
2018-06-01,14.27962589263916
2018-06-04,14.387162208557129
2018-06-05,14.310346603393555
2018-06-06,14.786593437194824
2018-06-07,14.709417343139648
2018-06-08,14.748006820678711
2018-06-11,14.562788009643555
2018-06-12,14.624528884887695
2018-06-13,14.578225135803223
2018-06-14,14.369851112365723
2018-06-15,14.346697807312012
2018-06-18,14.447027206420898
2018-06-19,14.624528884887695
2018-06-20,14.593658447265625
2018-06-21,14.6013765335083
2018-06-22,14.300393104553223
2018-06-25,14.161483764648438
2018-06-26,14.03028392791748
2018-06-27,13.783327102661133
2018-06-28,13.88365650177002
2018-06-29,13.721587181091309
2018-07-02,13.806478500366211
2018-07-03,13.551803588867188
2018-07-05,13.474629402160645
2018-07-06,13.574955940246582
2018-07-09,13.945391654968262
2018-07-10,13.798760414123535
2018-07-11,13.652130126953125
2018-07-12,13.520934104919434
2018-07-13,13.281695365905762
2018-07-16,13.51321792602539
2018-07-17,13.613542556762695
2018-07-18,13.937676429748535
2018-07-19,13.598108291625977
2018-07-20,13.752457618713379
2018-07-23,14.09974479675293
2018-07-24,14.09974479675293
2018-07-25,14.115180969238281
2018-07-26,14.192351341247559
2018-07-27,14.323546409606934
2018-07-30,14.524198532104492
2018-07-31,14.362133026123047
2018-08-01,14.531922340393066
2018-08-02,14.717131614685059
2018-08-03,14.77115535736084
2018-08-06,14.75572395324707
2018-08-07,14.902355194091797
2018-08-08,14.948661804199219
2018-08-09,14.87920093536377
2018-08-10,14.763439178466797
2018-08-13,14.624528884887695
2018-08-14,14.817461013793945
2018-08-15,14.717131614685059
2018-08-16,14.971810340881348
2018-08-17,15.041268348693848
2018-08-20,15.033549308776855
2018-08-21,15.079855918884277
2018-08-22,15.072138786315918
2018-08-23,14.925508499145508
2018-08-24,14.86376953125
2018-08-27,15.00268268585205
2018-08-28,15.025836944580078
2018-08-29,15.064420700073242
2018-08-30,14.933223724365234
2018-08-31,15.018112182617188
2018-09-04,15.15703296661377
2018-09-05,15.380837440490723
2018-09-06,15.217620849609375
2018-09-07,15.240939140319824
2018-09-10,15.18653392791748
2018-09-11,15.272026062011719
2018-09-12,14.8834228515625
2018-09-13,14.665811538696289
2018-09-14,14.743529319763184
2018-09-17,14.751303672790527
2018-09-18,14.696897506713867
2018-09-19,14.891196250915527
2018-09-20,15.147674560546875
2018-09-21,15.108818054199219
2018-09-24,14.992231369018555
2018-09-25,14.96114730834961
2018-09-26,14.720211029052734
2018-09-27,14.409331321716309
2018-09-28,14.261664390563965
2018-10-01,14.09844970703125
2018-10-02,14.075139999389648
2018-10-03,14.354930877685547
2018-10-04,14.510368347167969
2018-10-05,14.409331321716309
2018-10-08,14.525910377502441
2018-10-09,14.44819450378418
2018-10-10,14.199485778808594
2018-10-11,13.787572860717773
2018-10-12,13.437830924987793
2018-10-15,13.336792945861816
2018-10-16,13.3834228515625
2018-10-17,13.468918800354004
2018-10-18,13.2435302734375
2018-10-19,13.134720802307129
2018-10-22,12.738346099853516
2018-10-23,12.65285587310791
2018-10-24,12.01555061340332
2018-10-25,12.481871604919434
2018-10-26,12.481871604919434
2018-10-29,12.769434928894043
2018-10-30,12.839385032653809
2018-10-31,13.189125061035156
2018-11-01,13.375654220581055
2018-11-02,13.414515495300293
2018-11-05,13.46114730834961
2018-11-06,13.70984935760498
2018-11-07,13.616585731506348
2018-11-08,13.73316764831543
2018-11-09,13.398969650268555
2018-11-12,13.158036231994629
2018-11-13,13.119175910949707
2018-11-14,12.722803115844727
2018-11-15,12.784981727600098
2018-11-16,12.590680122375488
2018-11-19,12.536274909973145
2018-11-20,12.303115844726562
2018-11-21,12.295341491699219
2018-11-23,12.404151916503906
2018-11-26,12.69948673248291
2018-11-27,12.637310028076172
2018-11-28,12.769434928894043
2018-11-29,12.598448753356934
2018-11-30,12.784981727600098
2018-12-03,12.924875259399414
2018-12-04,12.11658763885498
2018-12-06,11.998947143554688
2018-12-07,11.685247421264648
2018-12-10,11.285287857055664
2018-12-11,11.10490894317627
2018-12-12,11.183333396911621
2018-12-13,10.806897163391113
2018-12-14,10.5637788772583
2018-12-17,10.5010404586792
2018-12-18,10.37555980682373
2018-12-19,10.069705963134766
2018-12-20,10.124604225158691
2018-12-21,10.0853910446167
2018-12-24,9.85795783996582
2018-12-26,10.5010404586792
2018-12-27,10.47751235961914
2018-12-28,10.469671249389648
2018-12-31,10.493197441101074
2019-01-02,10.72062873840332
2019-01-03,10.70494556427002
2019-01-04,11.097067832946777
2019-01-07,11.285287857055664
2019-01-08,11.402923583984375
2019-01-09,11.528402328491211
2019-01-10,11.53624439239502
2019-01-11,11.591140747070312
2019-01-14,11.732304573059082
2019-01-15,11.849939346313477
2019-01-16,12.077372550964355
2019-01-17,12.242064476013184
2019-01-18,12.31264591217041
2019-01-22,12.22637939453125
2019-01-23,12.053847312927246
2019-01-24,12.163640022277832
2019-01-25,12.273435592651367
2019-01-28,12.296960830688477
2019-01-29,12.179327011108398
2019-01-30,12.10090160369873
2019-01-31,11.896995544433594
2019-02-01,12.022475242614746
2019-02-04,12.132269859313965
2019-02-05,12.085217475891113
2019-02-06,12.085217475891113
2019-02-07,12.163640022277832
2019-02-08,12.108744621276855
2019-02-11,12.046002388000488
2019-02-12,12.132269859313965
2019-02-13,12.22637939453125
2019-02-14,12.163640022277832
2019-02-15,12.547922134399414
2019-02-19,12.65771198272705
2019-02-20,12.830248832702637
2019-02-21,12.74398136138916
2019-02-22,12.736140251159668
2019-02-25,12.838091850280762
2019-02-26,12.7047700881958
2019-02-27,12.994938850402832
2019-02-28,12.86161994934082
2019-03-01,12.791034698486328
2019-03-04,12.6733980178833
2019-03-05,12.634186744689941
2019-03-06,12.36754322052002
2019-03-07,12.201377868652344
2019-03-08,12.24094009399414
2019-03-11,12.320068359375
2019-03-12,12.35963249206543
2019-03-13,12.509971618652344
2019-03-14,12.494147300720215
2019-03-15,12.454582214355469
2019-03-18,12.636575698852539
2019-03-19,12.367546081542969
2019-03-20,11.837392807006836
2019-03-21,11.418020248413086
2019-03-22,10.705876350402832
2019-03-25,10.705876350402832
2019-03-26,11.02238655090332
2019-03-27,11.054038047790527
2019-03-28,11.212291717529297
2019-03-29,11.196466445922852
2019-04-01,11.607924461364746
2019-04-02,11.742443084716797
2019-04-03,11.766179084777832
2019-04-04,11.948171615600586
2019-04-05,11.979825019836426
2019-04-08,12.058951377868652
2019-04-09,11.869046211242676
2019-04-10,11.963994979858398
2019-04-11,12.035211563110352
2019-04-12,12.343806266784668
2019-04-15,12.074774742126465
2019-04-16,12.312156677246094
2019-04-17,12.470410346984863
2019-04-18,12.066859245300293
2019-04-22,12.058951377868652
2019-04-23,12.161815643310547
2019-04-24,12.169727325439453
2019-04-25,12.24094009399414
2019-04-26,12.304243087768555
2019-04-29,12.407106399536133
2019-04-30,12.28841781616211
2019-05-01,12.003560066223145
2019-05-02,12.20928955078125
2019-05-03,12.327980995178223
2019-05-06,12.17763900756836
2019-05-07,11.956082344055176
2019-05-08,11.829482078552246
2019-05-09,11.813655853271484
2019-05-10,11.908607482910156
2019-05-13,11.34680461883545
2019-05-14,11.505061149597168
2019-05-15,11.33098030090332
2019-05-16,11.489235877990723
2019-05-17,11.394281387329102
2019-05-20,11.449671745300293
2019-05-21,11.520886421203613
2019-05-22,11.402194023132324
2019-05-23,11.133161544799805
2019-05-24,11.228114128112793
2019-05-28,11.030296325683594
2019-05-29,11.196466445922852
2019-05-30,11.125251770019531
2019-05-31,10.943259239196777
2019-06-03,11.061949729919434
2019-06-04,11.338892936706543
2019-06-05,11.212291717529297
2019-06-06,11.220281600952148
2019-06-07,11.092414855957031
2019-06-10,11.180322647094727
2019-06-11,11.563923835754395
2019-06-12,11.38011646270752
2019-06-13,11.579904556274414
2019-06-14,11.659822463989258
2019-06-17,11.460029602050781
2019-06-18,11.883588790893555
2019-06-19,11.643839836120605
2019-06-20,11.667816162109375
2019-06-21,11.691789627075195
2019-06-24,11.5958890914917
2019-06-25,11.499990463256836
2019-06-26,11.531954765319824
2019-06-27,11.651830673217773
2019-06-28,11.939532279968262
2019-07-01,12.043420791625977
2019-07-02,11.875596046447754
2019-07-03,12.043420791625977
2019-07-05,12.155305862426758
2019-07-08,12.091373443603516
2019-07-09,12.235221862792969
2019-07-10,12.035430908203125
2019-07-11,12.171289443969727
2019-07-12,12.163296699523926
2019-07-15,11.97149658203125
2019-07-16,11.939532279968262
2019-07-17,11.755722045898438
2019-07-18,11.819655418395996
2019-07-19,12.091373443603516
2019-07-22,12.083379745483398
2019-07-23,12.443004608154297
2019-07-24,12.746687889099121
2019-07-25,12.56287956237793
2019-07-26,12.81861400604248
2019-07-29,12.634804725646973
2019-07-30,12.8266019821167
2019-07-31,12.730707168579102
2019-08-01,12.171289443969727
2019-08-02,12.251205444335938
2019-08-05,11.635849952697754
2019-08-06,11.787687301635742
2019-08-07,11.571915626525879
2019-08-08,11.763713836669922
2019-08-09,11.7237548828125
2019-08-12,11.42806339263916
2019-08-13,11.40408992767334
2019-08-14,10.916596412658691
2019-08-15,10.844675064086914
2019-08-16,11.260239601135254
2019-08-19,11.396098136901855
2019-08-20,11.188315391540527
2019-08-21,11.292206764221191
2019-08-22,11.388106346130371
2019-08-23,11.020489692687988
2019-08-26,11.212288856506348
2019-08-27,11.068443298339844
2019-08-28,11.268232345581055
2019-08-29,11.563923835754395
2019-08-30,11.683794975280762
2019-09-03,11.396098136901855
2019-09-04,11.539949417114258
2019-09-05,11.96406364440918
2019-09-06,11.996376037597656
2019-09-09,12.481077194213867
2019-09-10,12.933465957641602
2019-09-11,13.119267463684082
2019-09-12,13.127349853515625
2019-09-13,13.20813274383545
2019-09-16,13.28083610534668
2019-09-17,13.135425567626953
2019-09-18,13.20813274383545
2019-09-19,13.022330284118652
2019-09-20,12.893075942993164
2019-09-23,12.965778350830078
2019-09-24,12.804211616516113
2019-09-25,12.957701683044434
2019-09-26,12.836524963378906
2019-09-27,12.893075942993164
2019-09-30,12.77997875213623
2019-10-01,12.464920997619629
2019-10-02,12.246805191040039
2019-10-03,12.303352355957031
2019-10-04,12.432605743408203
2019-10-07,12.424529075622559
2019-10-08,12.02868938446045
2019-10-09,12.044845581054688
2019-10-10,12.206413269042969
2019-10-11,12.464920997619629
2019-10-14,12.432605743408203
2019-10-15,12.610330581665039
2019-10-16,12.545705795288086
2019-10-17,12.553786277770996
2019-10-18,12.739585876464844
2019-10-21,12.98193645477295
2019-10-22,13.103113174438477
2019-10-23,13.151581764221191
2019-10-24,13.070799827575684
2019-10-25,13.24852466583252
2019-10-28,13.345462799072266
2019-10-29,13.305070877075195
2019-10-30,13.143505096435547
2019-10-31,13.006171226501465
2019-11-01,13.369697570800781
2019-11-04,13.725147247314453
2019-11-05,13.894794464111328
2019-11-06,13.781692504882812
2019-11-07,13.66051959991455
2019-11-08,13.636283874511719
2019-11-11,13.547422409057617
2019-11-12,13.482795715332031
2019-11-13,13.256603240966797
2019-11-14,13.28083610534668
2019-11-15,13.345462799072266
2019-11-18,13.393933296203613
2019-11-19,13.345462799072266
2019-11-20,13.256603240966797
2019-11-21,13.321227073669434
2019-11-22,13.466639518737793
2019-11-25,13.603970527648926
2019-11-26,13.40201187133789
2019-11-27,13.523187637329102
2019-11-29,13.442400932312012
2019-12-02,13.418169021606445
2019-12-03,13.264678955078125
2019-12-04,13.474715232849121
2019-12-05,13.601103782653809
2019-12-06,13.894657135009766
2019-12-09,13.919120788574219
2019-12-10,13.862038612365723
2019-12-11,13.731572151184082
2019-12-12,14.204509735107422
2019-12-13,14.00065803527832
2019-12-16,14.057738304138184
2019-12-17,14.212666511535645
2019-12-18,14.13112735748291
2019-12-19,14.10666275024414
2019-12-20,14.065890312194824
2019-12-23,14.00065803527832
2019-12-24,14.02512264251709
2019-12-26,14.07404899597168
2019-12-27,13.992502212524414
2019-12-30,13.959887504577637
2019-12-31,13.992502212524414
2020-01-02,13.935423851013184
2020-01-03,13.674493789672852
2020-01-06,13.519563674926758
2020-01-07,13.33202075958252
2020-01-08,13.41356086730957
2020-01-09,13.495100975036621
2020-01-10,13.33202075958252
2020-01-13,13.40540599822998
2020-01-14,13.446176528930664
2020-01-15,13.29940128326416
2020-01-16,13.576642990112305
2020-01-17,13.36463451385498
2020-01-21,13.250480651855469
2020-01-22,13.2260160446167
2020-01-23,13.185243606567383
2020-01-24,12.81830883026123
2020-01-27,12.598145484924316
2020-01-28,12.66338062286377
2020-01-29,12.557378768920898
2020-01-30,12.728610038757324
2020-01-31,12.69599723815918
2020-02-03,12.932466506958008
2020-02-04,13.25863265991211
2020-02-05,13.511409759521484
2020-02-06,13.33202075958252
2020-02-07,13.307558059692383
2020-02-10,13.274940490722656
2020-02-11,13.380945205688477
2020-02-12,13.4298677444458
2020-02-13,13.535874366760254
2020-02-14,13.486949920654297
2020-02-18,13.29940128326416
2020-02-19,13.397253036499023
2020-02-20,13.486949920654297
2020-02-21,13.315710067749023
2020-02-24,12.82646369934082
2020-02-25,12.05997371673584
2020-02-26,11.888737678527832
2020-02-27,11.293484687805176
2020-02-28,11.024399757385254
2020-03-02,11.831658363342285
2020-03-03,11.48918342590332
2020-03-04,11.864274024963379
2020-03-05,11.382121086120605
2020-03-06,10.698039054870605
2020-03-09,8.629314422607422
2020-03-10,9.453506469726562
2020-03-11,8.810636520385742
2020-03-12,7.796877384185791
2020-03-13,8.225454330444336
2020-03-16,6.849053382873535
2020-03-17,7.31884241104126
2020-03-18,6.066067695617676
2020-03-19,6.824326992034912
2020-03-20,6.807843208312988
2020-03-23,6.3627800941467285
2020-03-24,7.294116973876953
2020-03-25,7.195215225219727
2020-03-26,8.118310928344727
2020-03-27,7.96995735168457
2020-03-30,7.829843044281006
2020-03-31,7.3930206298828125
2020-04-01,6.840811729431152
2020-04-02,6.914987564086914
2020-04-03,6.6512451171875
2020-04-06,7.31884241104126
2020-04-07,7.739182472229004
2020-04-08,8.332601547241211
2020-04-09,9.074377059936523
2020-04-13,8.794151306152344
2020-04-14,8.340843200683594
2020-04-15,7.656761646270752
2020-04-16,7.294116973876953
2020-04-17,7.846325397491455
2020-04-20,7.7474236488342285
2020-04-21,7.31884241104126
2020-04-22,7.49192476272583
2020-04-23,7.7639079093933105
2020-04-24,8.068859100341797
2020-04-27,8.637553215026855
2020-04-28,8.810636520385742
2020-04-29,9.280426025390625
2020-04-30,8.860086441040039
2020-05-01,8.382055282592773
2020-05-04,8.373810768127441
2020-05-05,8.225454330444336
2020-05-06,7.953470230102539
2020-05-07,8.118310928344727
2020-05-08,8.505681037902832
2020-05-11,8.085344314575195
2020-05-12,7.681487560272217
2020-05-13,7.351810932159424
2020-05-14,7.697973251342773
2020-05-15,7.574343204498291
2020-05-18,8.266667366027832
2020-05-19,7.945230960845947
2020-05-20,8.283149719238281
2020-05-21,8.192487716674805
2020-05-22,8.200732231140137
2020-05-26,9.033166885375977
2020-05-27,9.873845100402832
2020-05-28,9.478232383728027
2020-05-29,9.321635246276855
2020-06-01,9.461747169494629
2020-06-02,9.64306926727295
2020-06-03,10.145830154418945
2020-06-04,10.792723655700684
2020-06-05,11.126605033874512
2020-06-08,11.5523042678833
2020-06-09,11.235116958618164
2020-06-10,10.567353248596191
2020-06-11,9.51562786102295
2020-06-12,9.932978630065918
2020-06-15,10.150003433227539
2020-06-16,10.500578880310059
2020-06-17,10.316944122314453
2020-06-18,10.316944122314453
2020-06-19,10.016449928283691
2020-06-22,10.083226203918457
2020-06-23,10.024797439575195
2020-06-24,9.415461540222168
2020-06-25,9.72430419921875
2020-06-26,8.88959789276123
2020-06-29,9.064887046813965
2020-06-30,9.281909942626953
2020-07-01,8.872905731201172
2020-07-02,8.84786605834961
2020-07-06,9.01480484008789
2020-07-07,8.622493743896484
2020-07-08,8.630842208862305
2020-07-09,8.205142974853516
2020-07-10,8.589107513427734
2020-07-13,8.747698783874512
2020-07-14,8.522330284118652
2020-07-15,8.95637321472168
2020-07-16,9.01480484008789
2020-07-17,8.614145278930664
2020-07-20,8.539021492004395
2020-07-21,9.01480484008789
2020-07-22,9.01480484008789
2020-07-23,9.215133666992188
2020-07-24,9.114969253540039
2020-07-27,8.85621166229248
2020-07-28,8.797781944274902
2020-07-29,9.215133666992188
2020-07-30,8.973071098327637
2020-07-31,9.064887046813965
2020-08-03,8.981417655944824
2020-08-04,8.931333541870117
2020-08-05,9.123316764831543
2020-08-06,9.04819107055664
2020-08-07,9.398767471313477
2020-08-10,9.599099159240723
2020-08-11,9.958019256591797
2020-08-12,9.949673652648926
2020-08-13,9.699259757995605
2020-08-14,9.824468612670898
2020-08-17,9.740997314453125
2020-08-18,9.490585327148438
2020-08-19,9.532320022583008
2020-08-20,9.24852180480957
2020-08-21,9.156702995300293
2020-08-24,9.632484436035156
2020-08-25,9.749345779418945
2020-08-26,9.498934745788574
2020-08-27,9.766037940979004
2020-08-28,9.774386405944824
2020-08-31,9.649178504943848
2020-09-01,9.707608222961426
2020-09-02,9.841161727905273
2020-09-03,9.752349853515625
2020-09-04,9.98072338104248
2020-09-08,9.617018699645996
2020-09-09,9.693140983581543
2020-09-10,9.507060050964355
2020-09-11,9.74389362335205
2020-09-14,10.200638771057129
2020-09-15,10.132970809936523
2020-09-16,10.226012229919434
2020-09-17,10.175261497497559
2020-09-18,10.07376480102539
2020-09-21,9.56627082824707
2020-09-22,9.337896347045898
2020-09-23,9.092608451843262
2020-09-24,9.101066589355469
2020-09-25,9.304062843322754
2020-09-28,9.735434532165527
2020-09-29,9.617018699645996
2020-09-30,9.752349853515625
2020-10-01,9.752349853515625
2020-10-02,10.107597351074219
2020-10-05,10.632007598876953
2020-10-06,10.479757308959961
2020-10-07,10.7504243850708
2020-10-08,11.029545783996582
2020-10-09,10.818087577819824
2020-10-12,10.953421592712402
2020-10-13,10.564342498779297
2020-10-14,10.36134147644043
2020-10-15,10.606635093688965
2020-10-16,10.547423362731934
2020-10-19,10.437468528747559
2020-10-20,10.944962501525879
2020-10-21,10.818087577819824
2020-10-22,11.672372817993164
2020-10-23,11.6554536819458
2020-10-26,11.29175090789795
2020-10-27,10.911128997802734
2020-10-28,10.767339706420898
2020-10-29,11.164875030517578
2020-10-30,11.249460220336914
2020-11-02,11.638537406921387
2020-11-03,11.866909980773926
2020-11-04,11.105669975280762
2020-11-05,11.570871353149414
2020-11-06,11.038002967834473
2020-11-09,12.873441696166992
2020-11-10,12.881897926330566
2020-11-11,12.57740306854248
2020-11-12,12.196783065795898
2020-11-13,12.602777481079102
2020-11-16,13.2033109664917
2020-11-17,13.211770057678223
2020-11-18,13.034146308898926
2020-11-19,13.076437950134277
2020-11-20,12.780402183532715
2020-11-23,13.017230987548828
2020-11-24,13.609307289123535
2020-11-25,13.321727752685547
2020-11-27,13.211770057678223
2020-11-30,12.915731430053711
2020-12-01,13.423226356506348
2020-12-02,13.67697525024414
2020-12-03,13.68978500366211
2020-12-04,13.809347152709961
2020-12-07,13.638545036315918
2020-12-08,13.621463775634766
2020-12-09,13.553142547607422
2020-12-10,13.536062240600586
2020-12-11,13.271319389343262
2020-12-14,12.93825626373291
2020-12-15,13.134678840637207
2020-12-16,13.32256031036377
2020-12-17,13.288399696350098
2020-12-18,13.032196998596191
2020-12-21,13.271319389343262
2020-12-22,13.17737865447998
2020-12-23,13.612923622131348
2020-12-24,13.621463775634766
2020-12-28,13.630003929138184
2020-12-29,13.450661659240723
2020-12-30,13.60438346862793
2020-12-31,13.766646385192871
2021-01-04,13.621463775634766
2021-01-05,13.877665519714355
2021-01-06,14.731678009033203
2021-01-07,15.08182144165039
2021-01-08,15.004961967468262
2021-01-11,15.26970100402832
2021-01-12,15.594229698181152
2021-01-13,15.508828163146973
2021-01-14,15.927290916442871
2021-01-15,15.568604469299316
2021-01-19,15.73086929321289
2021-01-20,15.500286102294922
2021-01-21,15.19284439086914
2021-01-22,15.150142669677734
2021-01-25,15.133063316345215
2021-01-26,15.158679962158203
2021-01-27,14.646275520324707
2021-01-28,15.039116859436035
2021-01-29,14.526712417602539
2021-02-01,14.791459083557129
2021-02-02,15.167220115661621
2021-02-03,15.662546157836914
2021-02-04,16.20911407470703
2021-02-05,16.166414260864258
2021-02-08,16.687358856201172
2021-02-09,16.69590187072754
2021-02-10,16.636117935180664
2021-02-11,16.516559600830078
2021-02-12,16.704439163208008
2021-02-16,17.268089294433594
2021-02-17,17.0972843170166
2021-02-18,16.789844512939453
2021-02-19,17.396188735961914
2021-02-22,17.686552047729492
2021-02-23,18.1562557220459
2021-02-24,18.96756935119629
2021-02-25,18.207496643066406
2021-02-26,17.61823272705078
2021-03-01,18.207496643066406
2021-03-02,18.02815818786621
2021-03-03,17.925670623779297
2021-03-04,17.43096923828125
2021-03-05,17.990205764770508
2021-03-08,18.342954635620117
2021-03-09,18.0848445892334
2021-03-10,18.506418228149414
2021-03-11,18.44619369506836
2021-03-12,18.80754852294922
2021-03-15,18.463403701782227
2021-03-16,18.01601791381836
2021-03-17,18.231107711791992
2021-03-18,18.463403701782227
2021-03-19,18.136465072631836
2021-03-22,17.58582878112793
2021-03-23,17.258895874023438
2021-03-24,17.13844108581543
2021-03-25,17.861148834228516
2021-03-26,18.067638397216797
2021-03-29,17.482589721679688
2021-03-30,17.990205764770508
2021-03-31,17.775108337402344
2021-04-01,18.1192569732666
2021-04-05,18.05903434753418
2021-04-06,18.136465072631836
2021-04-07,18.170879364013672
2021-04-08,18.110654830932617
2021-04-09,18.265522003173828
2021-04-12,18.42898941040039
2021-04-13,17.929977416992188
2021-04-14,18.265522003173828
2021-04-15,18.04182243347168
2021-04-16,18.239709854125977
2021-04-19,17.98160171508789
2021-04-20,17.207273483276367
2021-04-21,17.68047332763672
2021-04-22,17.456775665283203
2021-04-23,17.749303817749023
2021-04-26,18.162273406982422
2021-04-27,18.265522003173828
2021-04-28,18.42038345336914
2021-04-29,18.884979248046875
2021-04-30,18.755924224853516
2021-05-03,18.755924224853516
2021-05-04,19.203311920166016
2021-05-05,19.349576950073242
2021-05-06,19.513044357299805
2021-05-07,19.693723678588867
2021-05-10,19.487232208251953
2021-05-11,19.30655860900879
2021-05-12,18.833356857299805
2021-05-13,19.409801483154297
2021-05-14,20.00345230102539
2021-05-17,20.132509231567383
2021-05-18,19.685117721557617
2021-05-19,19.504444122314453
