,RF
2014-04-29,7.088757514953613
2014-04-30,7.123886585235596
2014-05-01,7.173064231872559
2014-05-02,7.194140911102295
2014-05-05,7.201167106628418
2014-05-06,7.102807998657227
2014-05-07,7.201167106628418
2014-05-08,7.144959926605225
2014-05-09,7.208192825317383
2014-05-12,7.383830547332764
2014-05-13,7.3276238441467285
2014-05-14,7.159012794494629
2014-05-15,7.053630352020264
2014-05-16,6.941221237182617
2014-05-19,7.046607971191406
2014-05-20,7.011476039886475
2014-05-21,7.0957865715026855
2014-05-22,7.088757514953613
2014-05-23,7.074707984924316
2014-05-27,7.10983419418335
2014-05-28,7.0957865715026855
2014-05-29,7.0957865715026855
2014-05-30,7.159012794494629
2014-06-02,7.264395713806152
2014-06-03,7.334652423858643
2014-06-04,7.369781017303467
2014-06-05,7.44705867767334
2014-06-06,7.468138217926025
2014-06-09,7.622701644897461
2014-06-10,7.6297221183776855
2014-06-11,7.573259353637695
2014-06-12,7.488562107086182
2014-06-13,7.55914306640625
2014-06-16,7.4744486808776855
2014-06-17,7.580318450927734
2014-06-18,7.573259353637695
2014-06-19,7.545024394989014
2014-06-20,7.6014933586120605
2014-06-23,7.55914306640625
2014-06-24,7.46738862991333
2014-06-25,7.537968158721924
2014-06-26,7.537968158721924
2014-06-27,7.530912399291992
2014-06-30,7.495623588562012
2014-07-01,7.594433784484863
2014-07-02,7.552088737487793
2014-07-03,7.672072410583496
2014-07-07,7.6014933586120605
2014-07-08,7.460331439971924
2014-07-09,7.502680778503418
2014-07-10,7.446215629577637
2014-07-11,7.488562107086182
2014-07-14,7.495623588562012
2014-07-15,7.573259353637695
2014-07-16,7.502680778503418
2014-07-17,7.206242561340332
2014-07-18,7.234474182128906
2014-07-21,7.1921281814575195
2014-07-22,7.128605365753174
2014-07-23,7.128605365753174
2014-07-24,7.2627058029174805
2014-07-25,7.312111854553223
2014-07-28,7.227413654327393
2014-07-29,7.185068607330322
2014-07-30,7.2697625160217285
2014-07-31,7.156833171844482
2014-08-01,7.050966739654541
2014-08-04,7.015674114227295
2014-08-05,6.952154159545898
2014-08-06,6.945095062255859
2014-08-07,6.8533406257629395
2014-08-08,6.888632774353027
2014-08-11,6.86039924621582
2014-08-12,6.874515533447266
2014-08-13,6.99450159072876
2014-08-14,6.987443447113037
2014-08-15,6.902748107910156
2014-08-18,7.022734642028809
2014-08-19,6.973328113555908
2014-08-20,7.029791831970215
2014-08-21,7.142721176147461
2014-08-22,7.128605365753174
2014-08-25,7.213300704956055
2014-08-26,7.241532325744629
2014-08-27,7.170952796936035
2014-08-28,7.135661602020264
2014-08-29,7.16389274597168
2014-09-02,7.185068607330322
2014-09-03,7.142721176147461
2014-09-04,7.156833171844482
2014-09-05,7.156833171844482
2014-09-08,7.16389274597168
2014-09-09,7.0580244064331055
2014-09-10,7.235360622406006
2014-09-11,7.29210901260376
2014-09-12,7.341763973236084
2014-09-15,7.29210901260376
2014-09-16,7.242455959320068
2014-09-17,7.363043785095215
2014-09-18,7.476539611816406
2014-09-19,7.405603885650635
2014-09-22,7.33466911315918
2014-09-23,7.22117280960083
2014-09-24,7.22117280960083
2014-09-25,7.136053085327148
2014-09-26,7.178616046905518
2014-09-29,7.136053085327148
2014-09-30,7.121863842010498
2014-10-01,7.01546573638916
2014-10-02,7.029648780822754
2014-10-03,7.1644287109375
2014-10-06,7.0793046951293945
2014-10-07,6.994185447692871
2014-10-08,7.093491554260254
2014-10-09,6.894872665405273
2014-10-10,6.80265998840332
2014-10-13,6.6891608238220215
2014-10-14,6.753003120422363
2014-10-15,6.455079078674316
2014-10-16,6.426702499389648
2014-10-17,6.455079078674316
2014-10-20,6.497640609741211
2014-10-21,6.568570613861084
2014-10-22,6.568570613861084
2014-10-23,6.67497444152832
2014-10-24,6.696255207061768
2014-10-27,6.667881965637207
2014-10-28,6.831033229827881
2014-10-29,6.923248291015625
2014-10-30,6.923248291015625
2014-10-31,7.043838024139404
2014-11-03,7.114772319793701
2014-11-04,7.1005859375
2014-11-05,7.171519756317139
2014-11-06,7.256641864776611
2014-11-07,7.206986904144287
2014-11-10,7.256641864776611
2014-11-11,7.22826623916626
2014-11-12,7.242455959320068
2014-11-13,7.2140793800354
2014-11-14,7.2140793800354
2014-11-17,7.1644287109375
2014-11-18,7.157333850860596
2014-11-19,7.143144607543945
2014-11-20,7.114772319793701
2014-11-21,7.121863842010498
2014-11-24,7.22117280960083
2014-11-25,7.1927995681762695
2014-11-26,7.1927995681762695
2014-11-28,7.143144607543945
2014-12-01,6.930344104766846
2014-12-02,6.994185447692871
2014-12-03,7.065118312835693
2014-12-04,7.171519756317139
2014-12-05,7.355947017669678
2014-12-08,7.355947017669678
2014-12-09,7.412699222564697
2014-12-10,7.227381229400635
2014-12-11,7.248762607574463
2014-12-12,7.1347222328186035
2014-12-15,7.027811527252197
2014-12-16,7.070575714111328
2014-12-17,7.2844038009643555
2014-12-18,7.4412078857421875
2014-12-19,7.448336124420166
2014-12-22,7.4911017417907715
2014-12-23,7.59801721572876
2014-12-24,7.605142116546631
2014-12-26,7.612268447875977
2014-12-29,7.647908687591553
2014-12-30,7.62652587890625
2014-12-31,7.526738166809082
2015-01-02,7.4911017417907715
2015-01-05,7.234508037567139
2015-01-06,6.9921698570251465
2015-01-07,7.034935474395752
2015-01-08,7.141848564147949
2015-01-09,6.9351487159729
2015-01-12,6.799726486206055
2015-01-13,6.692811965942383
2015-01-14,6.528878688812256
2015-01-15,6.407707691192627
2015-01-16,6.464730739593506
2015-01-20,6.229517459869385
2015-01-21,6.20813512802124
2015-01-22,6.550259590148926
2015-01-23,6.421962261199951
2015-01-26,6.4718546867370605
2015-01-27,6.393452167510986
2015-01-28,6.229517459869385
2015-01-29,6.307923793792725
2015-01-30,6.2010064125061035
2015-02-02,6.364943504333496
2015-02-03,6.4932379722595215
2015-02-04,6.443346977233887
2015-02-05,6.5573859214782715
2015-02-06,6.813981056213379
2015-02-09,6.671429634094238
2015-02-10,6.664302349090576
2015-02-11,6.642917156219482
2015-02-12,6.799726486206055
2015-02-13,6.7854695320129395
2015-02-17,6.899513244628906
2015-02-18,6.778342247009277
2015-02-19,6.792596817016602
2015-02-20,6.885254859924316
2015-02-23,6.821107387542725
2015-02-24,6.892383575439453
2015-02-25,6.856748104095459
2015-02-26,6.856748104095459
2015-02-27,6.849617958068848
2015-03-02,6.9137654304504395
2015-03-03,6.856748104095459
2015-03-04,6.806851387023926
2015-03-05,6.9137654304504395
2015-03-06,6.956534385681152
2015-03-09,6.956534385681152
2015-03-10,6.806851387023926
2015-03-11,6.835514545440674
2015-03-12,7.086293697357178
2015-03-13,7.100620746612549
2015-03-16,7.079126358032227
2015-03-17,7.086293697357178
2015-03-18,6.942988872528076
2015-03-19,6.8068528175354
2015-03-20,6.907164096832275
2015-03-23,6.842677116394043
2015-03-24,6.756696701049805
2015-03-25,6.627727031707764
2015-03-26,6.670717239379883
2015-03-27,6.613397121429443
2015-03-30,6.6922101974487305
2015-03-31,6.7710280418396
2015-04-01,6.778194427490234
2015-04-02,6.8641743659973145
2015-04-06,6.842677116394043
2015-04-07,6.892836093902588
2015-04-08,6.900000095367432
2015-04-09,6.928659915924072
2015-04-10,6.871340274810791
2015-04-13,6.907164096832275
2015-04-14,6.835514545440674
2015-04-15,6.9573211669921875
2015-04-16,6.950153827667236
2015-04-17,6.871340274810791
2015-04-20,6.871340274810791
2015-04-21,6.8641743659973145
2015-04-22,6.971649646759033
2015-04-23,6.892836093902588
2015-04-24,6.8641743659973145
2015-04-27,6.849844932556152
2015-04-28,6.907164096832275
2015-04-29,7.021810054779053
2015-04-30,7.043300628662109
2015-05-01,7.043300628662109
2015-05-04,7.150775909423828
2015-05-05,7.100620746612549
2015-05-06,7.107789039611816
2015-05-07,7.086293697357178
2015-05-08,7.114953994750977
2015-05-11,7.215264320373535
2015-05-12,7.286913871765137
2015-05-13,7.351404190063477
2015-05-14,7.30124568939209
2015-05-15,7.150775909423828
2015-05-18,7.315576553344727
2015-05-19,7.444549083709717
2015-05-20,7.351404190063477
2015-05-21,7.337070465087891
2015-05-22,7.322742938995361
2015-05-26,7.294078826904297
2015-05-27,7.365731239318848
2015-05-28,7.322742938995361
2015-05-29,7.229595184326172
2015-06-01,7.150775909423828
2015-06-02,7.258255481719971
2015-06-03,7.380063056945801
2015-06-04,7.322742938995361
2015-06-05,7.537696361541748
2015-06-08,7.473209857940674
2015-06-09,7.559190273284912
2015-06-10,7.674488067626953
2015-06-11,7.609630584716797
2015-06-12,7.62404727935791
2015-06-15,7.5663933753967285
2015-06-16,7.638457298278809
2015-06-17,7.523158550262451
2015-06-18,7.5663933753967285
2015-06-19,7.523158550262451
2015-06-22,7.645662784576416
2015-06-23,7.753754615783691
2015-06-24,7.688897132873535
2015-06-25,7.616837024688721
2015-06-26,7.588013172149658
2015-06-29,7.415065765380859
2015-06-30,7.465508460998535
2015-07-01,7.5015411376953125
2015-07-02,7.4006547927856445
2015-07-06,7.328592300415039
2015-07-07,7.2349138259887695
2015-07-08,7.0835862159729
2015-07-09,7.206090927124023
2015-07-10,7.306977272033691
2015-07-13,7.350212574005127
2015-07-14,7.364626884460449
2015-07-15,7.429478645324707
2015-07-16,7.4871296882629395
2015-07-17,7.292566299438477
2015-07-20,7.350212574005127
2015-07-21,7.5015411376953125
2015-07-22,7.710516929626465
2015-07-23,7.652868747711182
2015-07-24,7.609630584716797
2015-07-27,7.5015411376953125
2015-07-28,7.494335651397705
2015-07-29,7.580809593200684
2015-07-30,7.616837024688721
2015-07-31,7.4871296882629395
2015-08-03,7.472714424133301
2015-08-04,7.472714424133301
2015-08-05,7.551981449127197
2015-08-06,7.616837024688721
2015-08-07,7.652868747711182
2015-08-10,7.782576560974121
2015-08-11,7.62404727935791
2015-08-12,7.458302974700928
2015-08-13,7.5015411376953125
2015-08-14,7.602426528930664
2015-08-17,7.602426528930664
2015-08-18,7.5663933753967285
2015-08-19,7.38624382019043
2015-08-20,7.155649185180664
2015-08-21,6.968289375305176
2015-08-24,6.471071243286133
2015-08-25,6.319742679595947
2015-08-26,6.665635108947754
2015-08-27,6.889023780822754
2015-08-28,6.9322614669799805
2015-08-31,6.910642623901367
2015-09-01,6.636808395385742
2015-09-02,6.730487823486328
2015-09-03,6.795342922210693
2015-09-04,6.672837734222412
2015-09-08,6.8601975440979
2015-09-09,6.773177623748779
2015-09-10,6.903709888458252
2015-09-11,6.896458625793457
2015-09-14,6.954472064971924
2015-09-15,7.055997371673584
2015-09-16,6.939967632293701
2015-09-17,6.7369184494018555
2015-09-18,6.483105659484863
2015-09-21,6.591881275177002
2015-09-22,6.468602180480957
2015-09-23,6.490356922149658
2015-09-24,6.468602180480957
2015-09-25,6.584629535675049
2015-09-28,6.381581783294678
2015-09-29,6.40333366394043
2015-09-30,6.533867835998535
2015-10-01,6.548372268676758
2015-10-02,6.461350440979004
2015-10-05,6.555623531341553
2015-10-06,6.591881275177002
2015-10-07,6.6789045333862305
2015-10-08,6.715160846710205
2015-10-09,6.591881275177002
2015-10-12,6.584629535675049
2015-10-13,6.512113094329834
2015-10-14,6.396084785461426
2015-10-15,6.584629535675049
2015-10-16,6.541120529174805
2015-10-19,6.483105659484863
2015-10-20,6.6789045333862305
2015-10-21,6.548372268676758
2015-10-22,6.6789045333862305
2015-10-23,6.85294771194458
2015-10-26,6.758673667907715
2015-10-27,6.700659275054932
2015-10-28,7.005234718322754
2015-10-29,6.990729808807373
2015-10-30,6.780428409576416
2015-11-02,6.947220802307129
2015-11-03,6.918213367462158
2015-11-04,6.954472064971924
2015-11-05,7.055997371673584
2015-11-06,7.346068859100342
2015-11-09,7.24454402923584
2015-11-10,7.302555561065674
2015-11-11,7.215538024902344
2015-11-12,7.106761455535889
2015-11-13,7.041493892669678
2015-11-16,7.114012241363525
2015-11-17,7.1575212478637695
2015-11-18,7.3170623779296875
2015-11-19,7.3533220291137695
2015-11-20,7.309810638427734
2015-11-23,7.309810638427734
2015-11-24,7.346068859100342
2015-11-25,7.3170623779296875
2015-11-27,7.375076770782471
2015-11-30,7.3533220291137695
2015-12-01,7.433091163635254
2015-12-02,7.324314117431641
2015-12-03,7.23004150390625
2015-12-04,7.440342426300049
2015-12-07,7.2735514640808105
2015-12-08,6.990729808807373
2015-12-09,6.895865440368652
2015-12-10,7.0126214027404785
2015-12-11,6.837488651275635
2015-12-14,6.830193519592285
2015-12-15,7.129377365112305
2015-12-16,7.253430366516113
2015-12-17,7.100188732147217
2015-12-18,6.82289457321167
2015-12-21,6.852083206176758
2015-12-22,6.9323530197143555
2015-12-23,7.071000576019287
2015-12-24,7.0855937004089355
2015-12-28,7.027217388153076
2015-12-29,7.122079849243164
2015-12-30,7.041810989379883
2015-12-31,7.005325794219971
2016-01-04,6.888568878173828
2016-01-05,6.873976230621338
2016-01-06,6.757219314575195
2016-01-07,6.538303375244141
2016-01-08,6.392360687255859
2016-01-11,6.333981037139893
2016-01-12,6.3777642250061035
2016-01-13,6.078578472137451
2016-01-14,6.100471496582031
2016-01-15,5.983715534210205
2016-01-19,5.896148681640625
2016-01-20,5.764798641204834
2016-01-21,5.713718414306641
2016-01-22,5.786689758300781
2016-01-25,5.52399206161499
2016-01-26,5.706421852111816
2016-01-27,5.801285266876221
2016-01-28,5.845067977905273
2016-01-29,5.925337314605713
2016-02-01,5.793988227844238
2016-02-02,5.567774295806885
2016-02-03,5.706421852111816
2016-02-04,5.764798641204834
2016-02-05,5.691826343536377
2016-02-08,5.494803428649902
2016-02-09,5.582368850708008
2016-02-10,5.480207443237305
2016-02-11,5.1664276123046875
2016-02-12,5.545881748199463
2016-02-16,5.721015930175781
2016-02-17,5.706421852111816
2016-02-18,5.560478210449219
2016-02-19,5.582368850708008
2016-02-22,5.764798641204834
2016-02-23,5.52399206161499
2016-02-24,5.414531707763672
2016-02-25,5.480207443237305
2016-02-26,5.655340671539307
2016-02-29,5.487504005432129
2016-03-01,5.823176860809326
2016-03-02,5.925337314605713
2016-03-03,6.042092323303223
2016-03-04,6.1223626136779785
2016-03-07,6.1150641441345215
2016-03-08,5.874258518218994
2016-03-09,5.786031246185303
2016-03-10,5.859554290771484
2016-03-11,6.05805778503418
2016-03-14,6.0360026359558105
2016-03-15,5.962481498718262
2016-03-16,5.896313667297363
2016-03-17,5.9698333740234375
2016-03-18,6.050705432891846
2016-03-21,6.0360026359558105
2016-03-22,6.01394510269165
2016-03-23,5.94042444229126
2016-03-24,5.925721645355225
2016-03-28,5.918369770050049
2016-03-29,5.808089733123779
2016-03-30,5.808089733123779
2016-03-31,5.771329402923584
2016-04-01,5.800736904144287
2016-04-04,5.786031246185303
2016-04-05,5.6316423416137695
2016-04-06,5.7419209480285645
2016-04-07,5.587527275085449
2016-04-08,5.6389923095703125
2016-04-11,5.705161094665527
2016-04-12,5.859554290771484
2016-04-13,6.175689220428467
2016-04-14,6.2345051765441895
2016-04-15,6.425656795501709
2016-04-18,6.440362930297852
2016-04-19,6.602107048034668
2016-04-20,6.734443664550781
2016-04-21,6.741794109344482
2016-04-22,6.86677885055542
2016-04-25,6.837369918823242
2016-04-26,6.910888671875
2016-04-27,7.05057954788208
2016-04-28,6.925595760345459
2016-04-29,6.896187782287598
2016-05-02,6.9476494789123535
2016-05-03,6.7932586669921875
2016-05-04,6.646219253540039
2016-05-05,6.646219253540039
2016-05-06,6.675626754760742
2016-05-09,6.653569221496582
2016-05-10,6.785909175872803
2016-05-11,6.778554916381836
2016-05-12,6.712385654449463
2016-05-13,6.609456539154053
2016-05-16,6.653569221496582
2016-05-17,6.741794109344482
2016-05-18,7.087339401245117
2016-05-19,6.962355136871338
2016-05-20,6.991764545440674
2016-05-23,6.962355136871338
2016-05-24,7.094689846038818
2016-05-25,7.2417311668396
2016-05-26,7.153507709503174
2016-05-27,7.256435394287109
2016-05-31,7.227025508880615
2016-06-01,7.300548076629639
2016-06-02,7.352011680603027
2016-06-03,7.153507709503174
2016-06-06,7.315252304077148
2016-06-07,7.227025508880615
2016-06-08,7.267730712890625
2016-06-09,7.178922653198242
2016-06-10,7.04570198059082
2016-06-13,6.927289009094238
2016-06-14,6.72746467590332
2016-06-15,6.734864234924316
2016-06-16,6.6386518478393555
2016-06-17,6.72746467590332
2016-06-20,6.786670207977295
2016-06-21,6.786670207977295
2016-06-22,6.749667644500732
2016-06-23,6.993896961212158
2016-06-24,6.313009738922119
2016-06-27,5.854151725769043
2016-06-28,6.090981483459473
2016-06-29,6.2315993309021
2016-06-30,6.298208236694336
2016-07-01,6.187193393707275
2016-07-05,5.935563087463379
2016-07-06,6.061377048492432
2016-07-07,6.105782985687256
2016-07-08,6.246402263641357
2016-07-11,6.34261417388916
2016-07-12,6.535037517547607
2016-07-13,6.5572404861450195
2016-07-14,6.720061779022217
2016-07-15,6.749667644500732
2016-07-18,6.779270648956299
2016-07-19,6.572043418884277
2016-07-20,6.601647853851318
2016-07-21,6.616450786590576
2016-07-22,6.68305778503418
2016-07-25,6.6386518478393555
2016-07-26,6.77186918258667
2016-07-27,6.734864234924316
2016-07-28,6.779270648956299
2016-07-29,6.786670207977295
2016-08-01,6.675657272338867
2016-08-02,6.586845397949219
2016-08-03,6.69045877456665
2016-08-04,6.69045877456665
2016-08-05,6.949489593505859
2016-08-08,6.949489593505859
2016-08-09,6.934690952301025
2016-08-10,6.853280067443848
2016-08-11,6.8828840255737305
2016-08-12,6.831078052520752
2016-08-15,7.075308322906494
2016-08-16,7.060506343841553
2016-08-17,7.067907810211182
2016-08-18,7.12711763381958
2016-08-19,7.171521186828613
2016-08-22,7.149317264556885
2016-08-23,7.1567182540893555
2016-08-24,7.12711763381958
2016-08-25,7.141914367675781
2016-08-26,7.2455291748046875
2016-08-29,7.297337532043457
2016-08-30,7.37874698638916
2016-08-31,7.37874698638916
2016-09-01,7.28993558883667
2016-09-02,7.349142551422119
2016-09-06,7.3195390701293945
2016-09-07,7.420113563537598
2016-09-08,7.397763729095459
2016-09-09,7.323265075683594
2016-09-12,7.390313148498535
2016-09-13,7.159365653991699
2016-09-14,7.092318058013916
2016-09-15,7.174266338348389
2016-09-16,7.1221160888671875
2016-09-19,7.196615219116211
2016-09-20,7.18916654586792
2016-09-21,7.211516857147217
2016-09-22,7.278564929962158
2016-09-23,7.286014556884766
2016-09-26,7.1221160888671875
2016-09-27,7.233865261077881
2016-09-28,7.323265075683594
2016-09-29,7.204066276550293
2016-09-30,7.353064060211182
2016-10-03,7.390313148498535
2016-10-04,7.509511470794678
2016-10-05,7.680861949920654
2016-10-06,7.688311576843262
2016-10-07,7.6957573890686035
2016-10-10,7.72555685043335
2016-10-11,7.643611431121826
2016-10-12,7.62870979309082
2016-10-13,7.412663459777832
2016-10-14,7.487161636352539
2016-10-17,7.457362651824951
2016-10-18,7.636163234710693
2016-10-19,7.852208137512207
2016-10-20,7.904356956481934
2016-10-21,7.9267072677612305
2016-10-24,7.904356956481934
2016-10-25,7.911807060241699
2016-10-26,8.008655548095703
2016-10-27,8.07570743560791
2016-10-28,7.9341583251953125
2016-10-31,7.978857517242432
2016-11-01,8.07570743560791
2016-11-02,7.829859733581543
2016-11-03,7.792607307434082
2016-11-04,7.837308883666992
2016-11-07,8.1651029586792
2016-11-08,8.112955093383789
2016-11-09,8.597201347351074
2016-11-10,9.073995590209961
2016-11-11,9.275141716003418
2016-11-14,9.88603401184082
2016-11-15,10.079730987548828
2016-11-16,9.602938652038574
2016-11-17,9.81153678894043
2016-11-18,9.878584861755371
2016-11-21,9.76683521270752
2016-11-22,9.796637535095215
2016-11-23,9.908384323120117
2016-11-25,9.953083038330078
2016-11-28,9.744484901428223
2016-11-29,9.818984985351562
2016-11-30,10.087182998657227
2016-12-01,10.31067943572998
2016-12-02,10.236180305480957
2016-12-05,10.444777488708496
2016-12-06,10.608674049377441
2016-12-07,10.821969985961914
2016-12-08,10.88932991027832
2016-12-09,10.926749229431152
2016-12-12,10.74713134765625
2016-12-13,10.694743156433105
2016-12-14,10.732160568237305
2016-12-15,10.866877555847168
2016-12-16,10.627386093139648
2016-12-19,10.687257766723633
2016-12-20,10.91178035736084
2016-12-21,10.87436294555664
2016-12-22,10.88932991027832
2016-12-23,10.896812438964844
2016-12-27,10.956686019897461
2016-12-28,10.799520492553711
2016-12-29,10.604933738708496
2016-12-30,10.74713134765625
2017-01-03,10.799520492553711
2017-01-04,10.941717147827148
2017-01-05,10.799520492553711
2017-01-06,10.836939811706543
2017-01-09,10.754613876342773
2017-01-10,10.896812438964844
2017-01-11,10.866877555847168
2017-01-12,10.799520492553711
2017-01-13,10.98662281036377
2017-01-17,10.313055992126465
2017-01-18,10.500154495239258
2017-01-19,10.462735176086426
2017-01-20,10.507638931274414
2017-01-23,10.410345077514648
2017-01-24,10.657320022583008
2017-01-25,10.941717147827148
2017-01-26,11.0015869140625
2017-01-27,10.881844520568848
2017-01-30,10.814486503601074
2017-01-31,10.784554481506348
2017-02-01,10.821969985961914
2017-02-02,10.664807319641113
2017-02-03,10.941717147827148
2017-02-06,10.949199676513672
2017-02-07,10.91178035736084
2017-02-08,10.844422340393066
2017-02-09,11.2186279296875
2017-02-10,11.2186279296875
2017-02-13,11.338373184204102
2017-02-14,11.5928316116333
2017-02-15,11.645220756530762
2017-02-16,11.667672157287598
2017-02-17,11.510506629943848
2017-02-21,11.547926902770996
2017-02-22,11.465600967407227
2017-02-23,11.480569839477539
2017-02-24,11.375794410705566
2017-02-27,11.458118438720703
2017-02-28,11.428183555603027
2017-03-01,11.907160758972168
2017-03-02,11.465600967407227
2017-03-03,11.495538711547852
2017-03-06,11.398244857788086
2017-03-07,11.413211822509766
2017-03-08,11.43200397491455
2017-03-09,11.42448902130127
2017-03-10,11.371875762939453
2017-03-13,11.36435604095459
2017-03-14,11.341811180114746
2017-03-15,11.274165153503418
2017-03-16,11.311746597290039
2017-03-17,11.311746597290039
2017-03-20,11.183971405029297
2017-03-21,10.59771728515625
2017-03-22,10.657844543457031
2017-03-23,10.695425033569336
2017-03-24,10.695425033569336
2017-03-27,10.582680702209473
2017-03-28,10.823198318481445
2017-03-29,10.75555419921875
2017-03-30,11.033652305603027
2017-03-31,10.920907020568848
2017-04-03,10.958490371704102
2017-04-04,10.943455696105957
2017-04-05,10.800652503967285
2017-04-06,10.920907020568848
2017-04-07,10.853263854980469
2017-04-10,10.687910079956055
2017-04-11,10.650328636169434
2017-04-12,10.4924898147583
2017-04-13,10.282039642333984
2017-04-17,10.515039443969727
2017-04-18,10.026493072509766
2017-04-19,10.041524887084961
2017-04-20,10.251973152160645
2017-04-21,10.124198913574219
2017-04-24,10.379748344421387
2017-04-25,10.417327880859375
2017-04-26,10.537586212158203
2017-04-27,10.364715576171875
2017-04-28,10.334651947021484
2017-05-01,10.424842834472656
2017-05-02,10.402297019958496
2017-05-03,10.612748146057129
2017-05-04,10.725488662719727
2017-05-05,10.73300552368164
2017-05-08,10.785619735717773
2017-05-09,10.68039321899414
2017-05-10,10.785619735717773
2017-05-11,10.657844543457031
2017-05-12,10.62026309967041
2017-05-15,10.778101921081543
2017-05-16,10.928421974182129
2017-05-17,10.500009536743164
2017-05-18,10.530071258544922
2017-05-19,10.590198516845703
2017-05-22,10.575166702270508
2017-05-23,10.875809669494629
2017-05-24,10.725488662719727
2017-05-25,10.73300552368164
2017-05-26,10.62026309967041
2017-05-30,10.500009536743164
2017-05-31,10.402297019958496
2017-06-01,10.364715576171875
2017-06-02,10.176813125610352
2017-06-05,10.169296264648438
2017-06-06,10.14675235748291
2017-06-07,10.267631530761719
2017-06-08,10.600067138671875
2017-06-09,10.879610061645508
2017-06-12,10.84939193725586
2017-06-13,10.894721031188965
2017-06-14,10.955164909362793
2017-06-15,10.879610061645508
2017-06-16,10.84939193725586
2017-06-19,10.955164909362793
2017-06-20,10.781392097473145
2017-06-21,10.5471773147583
2017-06-22,10.45651626586914
2017-06-23,10.252523422241211
2017-06-26,10.388518333435059
2017-06-27,10.577399253845215
2017-06-28,10.645397186279297
2017-06-29,11.076048851013184
2017-06-30,11.060937881469727
2017-07-03,11.242266654968262
2017-07-05,11.219600677490234
2017-07-06,11.113824844360352
2017-07-07,11.098713874816895
2017-07-10,11.144046783447266
2017-07-11,11.144046783447266
2017-07-12,11.053382873535156
2017-07-13,11.196934700012207
2017-07-14,11.091161727905273
2017-07-17,11.106270790100098
2017-07-18,10.98538589477539
2017-07-19,10.932496070861816
2017-07-20,10.811614990234375
2017-07-21,10.751171112060547
2017-07-24,10.879610061645508
2017-07-25,11.000495910644531
2017-07-26,10.917387008666992
2017-07-27,10.872055053710938
2017-07-28,10.955164909362793
2017-07-31,11.030715942382812
2017-08-01,11.098713874816895
2017-08-02,11.204487800598145
2017-08-03,11.257375717163086
2017-08-04,11.28759479522705
2017-08-07,11.234711647033691
2017-08-08,11.227154731750488
2017-08-09,11.091161727905273
2017-08-10,10.804057121276855
2017-08-11,10.630287170410156
2017-08-14,10.887167930603027
2017-08-15,10.940053939819336
2017-08-16,10.834278106689453
2017-08-17,10.569846153259277
2017-08-18,10.622733116149902
2017-08-21,10.607621192932129
2017-08-22,10.758727073669434
2017-08-23,10.811614990234375
2017-08-24,10.917387008666992
2017-08-25,10.917387008666992
2017-08-28,10.796501159667969
2017-08-29,10.698285102844238
2017-08-30,10.758727073669434
2017-08-31,10.660511016845703
2017-09-01,10.751171112060547
2017-09-05,10.305410385131836
