,K
2017-09-15,49.583824157714844
2017-09-18,49.794288635253906
2017-09-19,47.80571746826172
2017-09-20,46.97109603881836
2017-09-21,46.39048385620117
2017-09-22,45.98405838012695
2017-09-25,46.470314025878906
2017-09-26,46.02760314941406
2017-09-27,45.7518310546875
2017-09-28,45.584896087646484
2017-09-29,45.26555252075195
2017-10-02,45.51957702636719
2017-10-03,45.011539459228516
2017-10-04,45.30183792114258
2017-10-05,45.50505447387695
2017-10-06,45.28733825683594
2017-10-09,44.30031204223633
2017-10-10,44.61237716674805
2017-10-11,44.45271682739258
2017-10-12,45.28007888793945
2017-10-13,44.96799850463867
2017-10-16,44.931705474853516
2017-10-17,44.80833053588867
2017-10-18,44.8446159362793
2017-10-19,44.779293060302734
2017-10-20,44.59785842895508
2017-10-23,44.61963653564453
2017-10-24,44.41642761230469
2017-10-25,43.89387130737305
2017-10-26,43.94467544555664
2017-10-27,43.73420715332031
2017-10-30,42.72540283203125
2017-10-31,45.381690979003906
2017-11-01,45.73004150390625
2017-11-02,45.27281188964844
2017-11-03,44.96799850463867
2017-11-06,43.690670013427734
2017-11-07,44.155155181884766
2017-11-08,45.59214401245117
2017-11-09,45.92599868774414
2017-11-10,46.956565856933594
2017-11-13,46.27436828613281
2017-11-14,47.3049201965332
2017-11-15,46.25984191894531
2017-11-16,47.37751770019531
2017-11-17,47.435585021972656
2017-11-20,47.58073425292969
2017-11-21,46.70256423950195
2017-11-22,46.96382522583008
2017-11-24,47.123504638671875
2017-11-27,47.225101470947266
2017-11-28,47.85652160644531
2017-11-29,48.48067092895508
2017-11-30,48.407501220703125
2017-12-01,48.283111572265625
2017-12-04,49.41720962524414
2017-12-05,49.73181915283203
2017-12-06,49.84890365600586
2017-12-07,49.219661712646484
2017-12-08,48.678218841552734
2017-12-11,48.69285583496094
2017-12-12,48.253849029541016
2017-12-13,48.166038513183594
2017-12-14,47.59534454345703
2017-12-15,47.55144119262695
2017-12-18,48.02703857421875
2017-12-19,47.902645111083984
2017-12-20,48.92698669433594
2017-12-21,49.4976921081543
2017-12-22,49.82695007324219
2017-12-26,49.863521575927734
2017-12-27,49.96596145629883
2017-12-28,49.77572250366211
2017-12-29,49.739158630371094
2018-01-02,49.73181915283203
2018-01-03,49.4976921081543
2018-01-04,50.287899017333984
2018-01-05,50.44155502319336
2018-01-08,50.60983657836914
2018-01-09,50.32448196411133
2018-01-10,49.0367431640625
2018-01-11,48.27579879760742
2018-01-12,47.331947326660156
2018-01-16,48.24654006958008
2018-01-17,48.6635856628418
2018-01-18,48.144100189208984
2018-01-19,48.74407196044922
2018-01-22,49.14649200439453
2018-01-23,48.970882415771484
2018-01-24,49.241615295410156
2018-01-25,49.68793487548828
2018-01-26,49.9952278137207
2018-01-29,49.57817077636719
2018-01-30,49.70988082885742
2018-01-31,49.83426284790039
2018-02-01,49.987918853759766
2018-02-02,47.88800811767578
2018-02-05,46.922203063964844
2018-02-06,47.67583084106445
2018-02-07,46.98073959350586
2018-02-08,48.27579879760742
2018-02-09,49.2635612487793
2018-02-12,49.07331848144531
2018-02-13,49.3806266784668
2018-02-14,49.563533782958984
2018-02-15,51.08542251586914
2018-02-16,50.96835708618164
2018-02-20,50.982994079589844
2018-02-21,49.98060607910156
2018-02-22,49.94401168823242
2018-02-23,50.14888000488281
2018-02-26,50.44886779785156
2018-02-27,49.117218017578125
2018-02-28,48.436763763427734
2018-03-01,48.95624923706055
2018-03-02,49.92253494262695
2018-03-05,51.04374694824219
2018-03-06,51.56007385253906
2018-03-07,51.11751174926758
2018-03-08,51.36830139160156
2018-03-09,51.8182487487793
2018-03-12,51.508445739746094
2018-03-13,51.36830139160156
2018-03-14,50.89621353149414
2018-03-15,49.41358184814453
2018-03-16,49.007896423339844
2018-03-19,49.00050735473633
2018-03-20,48.91937255859375
2018-03-21,46.9720344543457
2018-03-22,46.743377685546875
2018-03-23,46.433563232421875
2018-03-26,47.30397033691406
2018-03-27,47.488380432128906
2018-03-28,47.13431167602539
2018-03-29,47.953094482421875
2018-04-02,46.558963775634766
2018-04-03,46.743377685546875
2018-04-04,47.894073486328125
2018-04-05,47.62115478515625
2018-04-06,47.38511657714844
2018-04-09,47.56214141845703
2018-04-10,46.927772521972656
2018-04-11,46.72862243652344
2018-04-12,46.182777404785156
2018-04-13,46.514705657958984
2018-04-16,47.08268356323242
2018-04-17,47.05317687988281
2018-04-18,46.772884368896484
2018-04-19,45.88035202026367
2018-04-20,44.456729888916016
2018-04-23,44.64113235473633
2018-04-24,44.59688949584961
2018-04-25,44.95832443237305
2018-04-26,44.33134078979492
2018-04-27,44.43460464477539
2018-04-30,43.44618225097656
2018-05-01,43.335540771484375
2018-05-02,41.786529541015625
2018-05-03,42.89296340942383
2018-05-04,44.11005401611328
2018-05-07,44.6190071105957
2018-05-08,44.47886657714844
2018-05-09,44.50099182128906
2018-05-10,45.02470397949219
2018-05-11,45.282875061035156
2018-05-14,45.47466278076172
2018-05-15,45.17961502075195
2018-05-16,45.35663986206055
2018-05-17,45.12797164916992
2018-05-18,44.39772415161133
2018-05-21,44.82554244995117
2018-05-22,45.37876510620117
2018-05-23,45.90248107910156
2018-05-24,46.84664535522461
2018-05-25,48.115352630615234
2018-05-29,47.63590621948242
2018-05-30,48.66120529174805
2018-05-31,47.88773727416992
2018-06-01,47.47126007080078
2018-06-04,48.05879211425781
2018-06-05,47.054779052734375
2018-06-06,46.78704833984375
2018-06-07,46.30363845825195
2018-06-08,47.382015228271484
2018-06-11,48.676082611083984
2018-06-12,48.86944580078125
2018-06-13,48.91407012939453
2018-06-14,49.531349182128906
2018-06-15,49.87344741821289
2018-06-18,49.278480529785156
2018-06-19,49.52390670776367
2018-06-20,49.59827423095703
2018-06-21,49.7098388671875
2018-06-22,50.126312255859375
2018-06-25,51.35343933105469
2018-06-26,51.093135833740234
2018-06-27,51.45012664794922
2018-06-28,51.814552307128906
2018-06-29,51.96330261230469
2018-07-02,51.76993179321289
2018-07-03,51.56911849975586
2018-07-05,53.205291748046875
2018-07-06,53.42097854614258
2018-07-09,52.40953063964844
2018-07-10,52.53594970703125
2018-07-11,52.30540466308594
2018-07-12,52.565696716308594
2018-07-13,52.93013000488281
2018-07-16,52.498756408691406
2018-07-17,52.543392181396484
2018-07-18,51.2865104675293
2018-07-19,51.76248550415039
2018-07-20,52.20871353149414
2018-07-23,51.95586013793945
2018-07-24,52.19384765625
2018-07-25,52.692142486572266
2018-07-26,52.71444320678711
2018-07-27,53.101173400878906
2018-07-30,53.04911804199219
2018-07-31,52.82600402832031
2018-08-01,51.63606262207031
2018-08-02,51.970733642578125
2018-08-03,53.658966064453125
2018-08-06,53.696144104003906
2018-08-07,53.4730339050293
2018-08-08,52.81112289428711
2018-08-09,53.02680587768555
2018-08-10,53.0863037109375
2018-08-13,52.81112289428711
2018-08-14,53.182979583740234
2018-08-15,53.62177658081055
2018-08-16,54.0680046081543
2018-08-17,54.75965118408203
2018-08-20,54.826595306396484
2018-08-21,53.71102523803711
2018-08-22,53.65150833129883
2018-08-23,53.62921142578125
2018-08-24,53.882083892822266
2018-08-27,53.56228256225586
2018-08-28,53.15323257446289
2018-08-29,53.40610122680664
2018-08-30,53.36148452758789
2018-08-31,53.81120300292969
2018-09-04,53.90116882324219
2018-09-05,54.493316650390625
2018-09-06,55.20539855957031
2018-09-07,55.53521728515625
2018-09-10,55.48273468017578
2018-09-11,55.0629768371582
2018-09-12,55.8050422668457
2018-09-13,56.06739807128906
2018-09-14,56.097389221191406
2018-09-17,55.99243927001953
2018-09-18,54.98802947998047
2018-09-19,54.26845932006836
2018-09-20,54.56828308105469
2018-09-21,54.845611572265625
2018-09-24,54.22347640991211
2018-09-25,54.0435791015625
2018-09-26,53.90116882324219
2018-09-27,52.476985931396484
2018-09-28,52.484493255615234
2018-10-01,52.38703918457031
2018-10-02,52.7843132019043
2018-10-03,51.47256851196289
2018-10-04,51.82486343383789
2018-10-05,52.004764556884766
2018-10-08,52.664371490478516
2018-10-09,51.71243667602539
2018-10-10,51.517547607421875
2018-10-11,50.68552780151367
2018-10-12,50.93288040161133
2018-10-15,51.47256851196289
2018-10-16,52.357051849365234
2018-10-17,52.20714569091797
2018-10-18,52.13968276977539
2018-10-19,53.346492767333984
2018-10-22,52.91172409057617
2018-10-23,53.35398483276367
2018-10-24,53.55636215209961
2018-10-25,52.88175582885742
2018-10-26,51.83985137939453
2018-10-29,52.68686294555664
2018-10-30,53.863677978515625
2018-10-31,49.081459045410156
2018-11-01,47.97211456298828
2018-11-02,47.2225456237793
2018-11-05,47.33498001098633
2018-11-06,48.264434814453125
2018-11-07,48.17449188232422
2018-11-08,48.856590270996094
2018-11-09,48.72917556762695
2018-11-12,48.19697570800781
2018-11-13,47.53736877441406
2018-11-14,46.817771911621094
2018-11-15,46.86275100708008
2018-11-16,46.270599365234375
2018-11-19,46.24060821533203
2018-11-20,46.25559997558594
2018-11-21,46.39053726196289
2018-11-23,46.27809143066406
2018-11-26,46.098201751708984
2018-11-27,46.66036605834961
2018-11-28,46.9227180480957
2018-11-29,47.40994644165039
2018-11-30,48.13594436645508
2018-12-03,47.73512268066406
2018-12-04,46.69148635864258
2018-12-06,46.3360481262207
2018-12-07,46.01084899902344
2018-12-10,45.602474212646484
2018-12-11,46.03354263305664
2018-12-12,46.13185119628906
2018-12-13,46.16967010498047
2018-12-14,45.64784240722656
2018-12-17,44.793277740478516
2018-12-18,44.50589370727539
2018-12-19,44.384891510009766
2018-12-20,43.34881591796875
2018-12-21,43.59082794189453
2018-12-24,42.214439392089844
2018-12-26,43.22026062011719
2018-12-27,43.212684631347656
2018-12-28,43.29587936401367
2018-12-31,43.114376068115234
2019-01-02,42.83456802368164
2019-01-03,42.910186767578125
2019-01-04,43.33369445800781
2019-01-07,43.53788757324219
2019-01-08,43.77988815307617
2019-01-09,43.82526397705078
2019-01-10,44.082393646240234
2019-01-11,44.30170822143555
2019-01-14,44.27145767211914
2019-01-15,44.85377883911133
2019-01-16,44.7100830078125
2019-01-17,44.83108901977539
2019-01-18,44.94452667236328
2019-01-22,44.3924560546875
2019-01-23,44.71764373779297
2019-01-24,43.605953216552734
2019-01-25,43.696693420410156
2019-01-28,43.953826904296875
2019-01-29,44.03701400756836
2019-01-30,43.73451232910156
2019-01-31,44.626895904541016
2019-02-01,44.3924560546875
2019-02-04,44.558834075927734
2019-02-05,44.725215911865234
2019-02-06,44.74034118652344
2019-02-07,42.22955322265625
2019-02-08,41.86655044555664
2019-02-11,42.100990295410156
2019-02-12,42.751365661621094
2019-02-13,43.07655715942383
2019-02-14,42.789188385009766
2019-02-15,42.947998046875
2019-02-19,43.424442291259766
2019-02-20,44.203399658203125
2019-02-21,44.11264419555664
2019-02-22,42.902626037597656
2019-02-25,42.09343338012695
2019-02-26,42.2900390625
2019-02-27,42.1690559387207
2019-02-28,42.547176361083984
2019-03-01,42.98580551147461
2019-03-04,41.710296630859375
2019-03-05,41.83250045776367
2019-03-06,41.603370666503906
2019-03-07,41.473514556884766
2019-03-08,41.67210006713867
2019-03-11,41.358943939208984
2019-03-12,41.3665885925293
2019-03-13,40.946510314941406
2019-03-14,41.09925842285156
2019-03-15,41.45060729980469
2019-03-18,41.45060729980469
2019-03-19,41.557533264160156
2019-03-20,41.328407287597656
2019-03-21,43.13857650756836
2019-03-22,43.337162017822266
2019-03-25,43.283687591552734
2019-03-26,43.971092224121094
2019-03-27,43.48991775512695
2019-03-28,43.512821197509766
2019-03-29,43.825984954833984
2019-04-01,42.7872314453125
2019-04-02,43.03927993774414
2019-04-03,43.27604293823242
2019-04-04,43.115657806396484
2019-04-05,43.38298416137695
2019-04-08,43.91762924194336
2019-04-09,43.65795135498047
2019-04-10,43.95581817626953
2019-04-11,43.803062438964844
2019-04-12,43.971092224121094
2019-04-15,44.56684875488281
2019-04-16,44.5974006652832
2019-04-17,44.36825942993164
2019-04-18,44.64321517944336
2019-04-22,44.57447814941406
2019-04-23,44.627952575683594
2019-04-24,44.734886169433594
2019-04-25,44.25369644165039
2019-04-26,45.36882019042969
2019-04-29,45.552127838134766
2019-04-30,46.056236267089844
2019-05-01,45.36119079589844
2019-05-02,43.825984954833984
2019-05-03,43.130924224853516
2019-05-06,43.84123992919922
2019-05-07,43.650306701660156
2019-05-08,43.726680755615234
2019-05-09,44.139129638671875
2019-05-10,44.78834533691406
2019-05-13,44.13148498535156
2019-05-14,43.66557693481445
2019-05-15,43.81833267211914
2019-05-16,43.84123992919922
2019-05-17,43.5510139465332
2019-05-20,43.1080207824707
2019-05-21,43.18440246582031
2019-05-22,43.405887603759766
2019-05-23,43.60447692871094
2019-05-24,43.19967269897461
2019-05-28,41.67210006713867
2019-05-29,40.32783126831055
2019-05-30,39.785560607910156
2019-05-31,40.5807991027832
2019-06-03,41.5381965637207
2019-06-04,42.15584945678711
2019-06-05,42.472412109375
2019-06-06,43.05919647216797
2019-06-07,43.22905349731445
2019-06-10,42.287109375
2019-06-11,42.97427749633789
2019-06-12,43.4066276550293
2019-06-13,43.70774841308594
2019-06-14,43.723182678222656
2019-06-17,43.66142654418945
2019-06-18,42.850730895996094
2019-06-19,42.51102066040039
2019-06-20,42.611392974853516
2019-06-21,42.920223236083984
2019-06-24,43.074642181396484
2019-06-25,42.101810455322266
2019-06-26,41.2679557800293
2019-06-27,41.06721496582031
2019-06-28,41.36061477661133
2019-07-01,41.21391677856445
2019-07-02,41.159873962402344
2019-07-03,43.75407409667969
2019-07-05,43.05919647216797
2019-07-08,42.796688079833984
2019-07-09,42.348880767822266
2019-07-10,42.294830322265625
2019-07-11,42.15584945678711
2019-07-12,42.11725616455078
2019-07-15,42.46468734741211
2019-07-16,42.634552001953125
2019-07-17,43.236778259277344
2019-07-18,43.9934196472168
2019-07-19,43.6845817565918
2019-07-22,43.6536979675293
2019-07-23,44.943092346191406
2019-07-24,44.981693267822266
2019-07-25,45.06662368774414
2019-07-26,45.344573974609375
2019-07-29,45.10523223876953
2019-07-30,45.213321685791016
2019-07-31,44.950801849365234
2019-08-01,49.12779235839844
2019-08-02,48.95020294189453
2019-08-05,47.676265716552734
2019-08-06,47.606781005859375
2019-08-07,47.48324203491211
2019-08-08,48.247615814208984
2019-08-09,48.00827407836914
2019-08-12,47.57589340209961
2019-08-13,48.40974807739258
2019-08-14,47.521854400634766
2019-08-15,49.0428581237793
2019-08-16,49.24359130859375
2019-08-19,49.74545669555664
2019-08-20,48.81895446777344
2019-08-21,48.91160202026367
2019-08-22,49.313087463378906
2019-08-23,48.83439636230469
2019-08-26,49.14323043823242
2019-08-27,47.94649124145508
2019-08-28,48.263057708740234
2019-08-29,48.6104850769043
2019-08-30,48.929931640625
2019-09-03,49.63116455078125
2019-09-04,49.350669860839844
2019-09-05,48.96110153198242
2019-09-06,50.036319732666016
2019-09-09,49.99735641479492
2019-09-10,49.03123092651367
2019-09-11,49.7012825012207
2019-09-12,49.63116455078125
2019-09-13,49.35845947265625
2019-09-16,49.69348907470703
2019-09-17,49.981773376464844
2019-09-18,49.561038970947266
2019-09-19,49.662322998046875
2019-09-20,49.6545295715332
2019-09-23,49.30392074584961
2019-09-24,49.7869987487793
2019-09-25,49.91165542602539
2019-09-26,50.02853012084961
2019-09-27,49.94281768798828
2019-09-30,50.137603759765625
2019-10-01,49.16367721557617
2019-10-02,48.2988395690918
2019-10-03,48.626068115234375
2019-10-04,48.953311920166016
2019-10-07,48.8364372253418
2019-10-08,48.181968688964844
2019-10-09,48.40012741088867
2019-10-10,48.594905853271484
2019-10-11,48.407920837402344
2019-10-14,48.610496520996094
2019-10-15,48.25209045410156
2019-10-16,47.784610748291016
2019-10-17,48.470245361328125
2019-10-18,48.25987243652344
2019-10-21,48.69619369506836
2019-10-22,48.36895751953125
2019-10-23,48.470245361328125
2019-10-24,48.041717529296875
2019-10-25,47.4417839050293
2019-10-28,47.5742301940918
2019-10-29,48.984474182128906
2019-10-30,49.77139663696289
2019-10-31,49.49871826171875
2019-11-01,49.61558532714844
2019-11-04,49.52207946777344
2019-11-05,49.49091339111328
2019-11-06,50.184356689453125
2019-11-07,49.6545295715332
2019-11-08,49.85710906982422
2019-11-11,49.451961517333984
2019-11-12,49.8415412902832
2019-11-13,50.184356689453125
2019-11-14,49.90386962890625
2019-11-15,50.37913513183594
2019-11-18,50.97907257080078
2019-11-19,50.89336395263672
2019-11-20,50.94011306762695
2019-11-21,50.4258918762207
2019-11-22,50.26226806640625
2019-11-25,50.12981414794922
2019-11-26,51.02581787109375
2019-11-27,51.11931610107422
2019-11-29,51.182193756103516
2019-12-02,51.41798400878906
2019-12-03,51.59876251220703
2019-12-04,51.6616325378418
2019-12-05,51.6773567199707
2019-12-06,52.046756744384766
2019-12-09,52.298274993896484
2019-12-10,52.37686538696289
2019-12-11,51.99174880981445
2019-12-12,52.02317810058594
2019-12-13,52.07033920288086
2019-12-16,52.09391784667969
2019-12-17,51.95244216918945
2019-12-18,52.2511100769043
2019-12-19,52.48689270019531
2019-12-20,53.94880676269531
2019-12-23,54.058834075927734
2019-12-24,54.176734924316406
2019-12-26,53.96452331542969
2019-12-27,54.35749435424805
2019-12-30,54.058834075927734
2019-12-31,54.35749435424805
2020-01-02,53.162841796875
2020-01-03,53.44578170776367
2020-01-06,53.39862823486328
2020-01-07,54.08240509033203
2020-01-08,54.14529800415039
2020-01-09,54.3417854309082
2020-01-10,54.44396209716797
2020-01-13,54.78977584838867
2020-01-14,55.01770782470703
2020-01-15,55.229923248291016
2020-01-16,55.59933090209961
2020-01-17,55.70936584472656
2020-01-21,55.489295959472656
2020-01-22,55.22206497192383
2020-01-23,55.36354446411133
2020-01-24,54.49897766113281
2020-01-27,54.25532150268555
2020-01-28,54.21601867675781
2020-01-29,53.783748626708984
2020-01-30,54.137428283691406
2020-01-31,53.610836029052734
2020-02-03,54.105995178222656
2020-02-04,53.98023986816406
2020-02-05,54.51469421386719
2020-02-06,49.87749481201172
2020-02-07,50.43552017211914
2020-02-10,51.35511016845703
2020-02-11,52.0860481262207
2020-02-12,52.01531982421875
2020-02-13,52.76985168457031
2020-02-14,53.217857360839844
2020-02-18,52.777706146240234
2020-02-19,52.109642028808594
2020-02-20,51.614471435546875
2020-02-21,51.49658203125
2020-02-24,50.69490051269531
2020-02-25,49.82246398925781
2020-02-26,49.335174560546875
2020-02-27,47.95973205566406
2020-02-28,47.52745056152344
2020-03-02,50.09822082519531
2020-03-03,49.70942306518555
2020-03-04,51.21697235107422
2020-03-05,50.51079177856445
2020-03-06,50.13788604736328
2020-03-09,49.519004821777344
2020-03-10,49.89985275268555
2020-03-11,48.94771957397461
2020-03-12,46.17064666748047
2020-03-13,50.51079177856445
2020-03-16,49.63801193237305
2020-03-17,54.92237091064453
2020-03-18,54.71607208251953
2020-03-19,48.741424560546875
2020-03-20,44.28225326538086
2020-03-23,42.49699783325195
2020-03-24,44.64723587036133
2020-03-25,44.56788635253906
2020-03-26,46.622928619384766
2020-03-27,47.18626403808594
2020-03-30,48.328826904296875
2020-03-31,47.59885025024414
2020-04-01,48.47165298461914
2020-04-02,48.65414047241211
2020-04-03,50.447330474853516
2020-04-06,50.39178466796875
2020-04-07,49.630088806152344
2020-04-08,48.76521301269531
2020-04-09,49.78083038330078
2020-04-13,49.82844161987305
2020-04-14,50.479061126708984
2020-04-15,49.94746398925781
2020-04-16,50.88372802734375
2020-04-17,51.58988952636719
2020-04-20,52.565826416015625
2020-04-21,51.98661422729492
2020-04-22,51.32011032104492
2020-04-23,51.17730712890625
2020-04-24,50.85992431640625
2020-04-27,51.65336608886719
2020-04-28,52.177040100097656
2020-04-29,51.494686126708984
2020-04-30,51.97075271606445
2020-05-01,51.46294403076172
2020-05-04,50.518741607666016
2020-05-05,50.177555084228516
2020-05-06,50.85198974609375
2020-05-07,49.74115753173828
2020-05-08,50.52667236328125
2020-05-11,50.19342041015625
2020-05-12,50.40765380859375
2020-05-13,50.91545104980469
2020-05-14,50.502872467041016
2020-05-15,50.836116790771484
2020-05-18,50.58221435546875
2020-05-19,49.53487014770508
2020-05-20,49.57453918457031
2020-05-21,48.693817138671875
2020-05-22,49.26509475708008
2020-05-26,49.28889083862305
2020-05-27,51.26458740234375
2020-05-28,51.90727233886719
2020-05-29,52.27547073364258
2020-06-01,52.91580581665039
2020-06-02,53.476104736328125
2020-06-03,52.37151336669922
2020-06-04,51.79521179199219
2020-06-05,52.52360534667969
2020-06-08,53.764251708984375
2020-06-09,52.98783874511719
2020-06-10,53.243980407714844
2020-06-11,51.04281997680664
2020-06-12,50.89874267578125
2020-06-15,52.419551849365234
2020-06-16,53.37203598022461
2020-06-17,53.69220733642578
2020-06-18,54.22850036621094
2020-06-19,54.252498626708984
2020-06-22,53.38805389404297
2020-06-23,53.083892822265625
2020-06-24,51.93129348754883
2020-06-25,52.435546875
2020-06-26,51.1148567199707
2020-06-29,52.09136962890625
2020-06-30,52.87578582763672
2020-07-01,52.771728515625
2020-07-02,53.07589340209961
2020-07-06,52.98783874511719
2020-07-07,53.31601333618164
2020-07-08,53.31601333618164
2020-07-09,52.747718811035156
2020-07-10,53.78025817871094
2020-07-13,53.58816146850586
2020-07-14,54.7487678527832
2020-07-15,54.50063705444336
2020-07-16,54.62070083618164
2020-07-17,54.932865142822266
2020-07-20,53.96435546875
2020-07-21,54.164451599121094
2020-07-22,53.99637222290039
2020-07-23,54.75677490234375
2020-07-24,54.972877502441406
2020-07-27,56.00543212890625
2020-07-28,56.75782775878906
2020-07-29,56.781822204589844
2020-07-30,56.50168991088867
2020-07-31,55.221012115478516
2020-08-03,55.5091667175293
2020-08-04,55.79732131958008
2020-08-05,55.4371337890625
2020-08-06,55.41311264038086
2020-08-07,55.64522933959961
2020-08-10,55.24502182006836
2020-08-11,54.532649993896484
2020-08-12,55.45314025878906
2020-08-13,55.24502182006836
2020-08-14,55.309059143066406
2020-08-17,55.773311614990234
2020-08-18,56.117488861083984
2020-08-19,55.108951568603516
2020-08-20,55.02090835571289
2020-08-21,55.140968322753906
2020-08-24,55.69326400756836
2020-08-25,55.6212272644043
2020-08-26,56.33359909057617
2020-08-27,56.39763259887695
2020-08-28,56.461669921875
2020-08-31,57.22019577026367
2020-09-01,55.872596740722656
2020-09-02,56.82478332519531
2020-09-03,56.437461853027344
2020-09-04,55.85646438598633
2020-09-08,53.532466888427734
2020-09-09,53.68578338623047
2020-09-10,53.25811004638672
2020-09-11,52.80622863769531
2020-09-14,52.79008483886719
2020-09-15,52.959537506103516
2020-09-16,51.58774185180664
2020-09-17,51.24883270263672
2020-09-18,50.772735595703125
2020-09-21,50.61134338378906
2020-09-22,50.57100296020508
2020-09-23,49.328304290771484
2020-09-24,50.55485916137695
2020-09-25,50.90184020996094
2020-09-28,51.14392852783203
2020-09-29,51.19234085083008
2020-09-30,52.120323181152344
2020-10-01,51.95085525512695
2020-10-02,52.2171516418457
2020-10-05,52.814292907714844
2020-10-06,52.58027648925781
2020-10-07,52.33820724487305
2020-10-08,52.62869644165039
2020-10-09,53.1370735168457
2020-10-12,53.508270263671875
2020-10-13,53.9197998046875
2020-10-14,53.95207977294922
2020-10-15,54.17803192138672
2020-10-16,54.145748138427734
2020-10-19,53.81489562988281
2020-10-20,53.4598503112793
2020-10-21,53.23390197753906
2020-10-22,53.54861068725586
2020-10-23,53.87139129638672
2020-10-26,53.01602554321289
2020-10-27,52.39468002319336
2020-10-28,51.23269271850586
2020-10-29,50.90184020996094
2020-10-30,50.74851608276367
2020-11-02,51.59581756591797
2020-11-03,51.95085525512695
2020-11-04,51.30531311035156
2020-11-05,51.88630676269531
2020-11-06,51.92665481567383
2020-11-09,50.80500411987305
2020-11-10,51.79754638671875
2020-11-11,52.93534469604492
2020-11-12,52.5318717956543
2020-11-13,53.06443786621094
2020-11-16,53.726139068603516
2020-11-17,53.516334533691406
2020-11-18,52.467308044433594
2020-11-19,52.62062454223633
2020-11-20,52.45924377441406
2020-11-23,51.377933502197266
2020-11-24,50.409603118896484
2020-11-25,51.047088623046875
2020-11-27,51.224613189697266
2020-11-30,52.038875579833984
2020-12-01,51.85159683227539
2020-12-02,51.069915771484375
2020-12-03,51.29790115356445
2020-12-04,50.78492736816406
2020-12-07,50.44294357299805
2020-12-08,50.931488037109375
2020-12-09,50.48365020751953
2020-12-10,50.46736526489258
2020-12-11,50.57322311401367
2020-12-14,50.41850280761719
2020-12-15,49.86481475830078
2020-12-16,50.07652282714844
2020-12-17,50.874488830566406
2020-12-18,50.548789978027344
2020-12-21,50.100948333740234
2020-12-22,49.824100494384766
2020-12-23,50.16609573364258
2020-12-24,50.30451583862305
2020-12-28,50.76049041748047
2020-12-29,50.719783782958984
2020-12-30,50.100948333740234
2020-12-31,50.670928955078125
2021-01-04,50.03581619262695
2021-01-05,50.320796966552734
2021-01-06,49.929954528808594
2021-01-07,49.57982635498047
2021-01-08,49.01799774169922
2021-01-11,48.3421630859375
2021-01-12,47.68262481689453
2021-01-13,48.15488815307617
2021-01-14,48.081600189208984
2021-01-15,48.0653190612793
2021-01-19,47.6011962890625
2021-01-20,46.933509826660156
2021-01-21,47.1370735168457
2021-01-22,47.47091293334961
2021-01-25,48.7248649597168
2021-01-26,49.60425567626953
2021-01-27,50.77677917480469
2021-01-28,48.99357223510742
2021-01-29,47.99203872680664
2021-02-01,47.89432144165039
2021-02-02,47.593055725097656
2021-02-03,47.23478317260742
2021-02-04,47.12078094482422
2021-02-05,47.251075744628906
2021-02-08,47.01493453979492
2021-02-09,46.933509826660156
2021-02-10,47.31620788574219
2021-02-11,46.412376403808594
2021-02-12,46.721805572509766
2021-02-16,46.29839324951172
2021-02-17,47.251075744628906
2021-02-18,48.47245407104492
2021-02-19,47.15336227416992
2021-02-22,48.252601623535156
2021-02-23,48.268882751464844
2021-02-24,47.72332763671875
2021-02-25,47.82918930053711
2021-02-26,46.99050521850586
2021-03-01,46.80135726928711
2021-03-02,47.064517974853516
2021-03-03,47.146759033203125
2021-03-04,47.451045989990234
2021-03-05,48.717498779296875
2021-03-08,48.83262634277344
2021-03-09,48.511905670166016
2021-03-10,49.120460510253906
2021-03-11,48.73394012451172
2021-03-12,49.86882019042969
2021-03-15,49.35894012451172
2021-03-16,49.638553619384766
2021-03-17,49.65499496459961
2021-03-18,49.860595703125
2021-03-19,50.008628845214844
2021-03-22,51.307979583740234
2021-03-23,51.472450256347656
2021-03-24,50.58428955078125
2021-03-25,51.58759307861328
2021-03-26,52.39350509643555
2021-03-29,53.41325378417969
2021-03-30,52.434627532958984
2021-03-31,52.056339263916016
2021-04-01,52.089237213134766
2021-04-05,52.335941314697266
2021-04-06,52.6484375
2021-04-07,52.36061477661133
2021-04-08,52.51686096191406
2021-04-09,51.53001403808594
2021-04-12,52.14680099487305
2021-04-13,51.87541198730469
2021-04-14,51.4642219543457
2021-04-15,51.78495788574219
2021-04-16,52.09745788574219
2021-04-19,52.38528823852539
2021-04-20,52.81291961669922
2021-04-21,53.076087951660156
2021-04-22,52.60732650756836
2021-04-23,52.03988265991211
2021-04-26,51.34909439086914
2021-04-27,51.09415054321289
2021-04-28,51.036590576171875
2021-04-29,51.58759307861328
2021-04-30,51.3326530456543
2021-05-03,51.719154357910156
2021-05-04,51.381988525390625
2021-05-05,51.86719512939453
2021-05-06,55.53498458862305
2021-05-07,55.05799865722656
2021-05-10,56.09420394897461
2021-05-11,55.222476959228516
2021-05-12,54.62214660644531
2021-05-13,55.66656494140625
2021-05-14,54.7208366394043
2021-05-17,54.53990173339844
2021-05-18,54.30964660644531
2021-05-19,54.30964660644531
2021-05-20,54.53990173339844
2021-05-21,54.68793869018555
2021-05-24,54.358985900878906
2021-05-25,54.474124908447266
2021-05-26,54.35075759887695
2021-05-27,53.898460388183594
2021-05-28,54.33821105957031
2021-06-01,54.313316345214844
2021-06-02,55.12643814086914
