,K
2014-05-20,44.475215911865234
2014-05-21,44.475215911865234
2014-05-22,44.38336944580078
2014-05-23,44.324317932128906
2014-05-27,44.59986877441406
2014-05-28,44.62611389160156
2014-05-29,45.3989372253418
2014-05-30,45.56407928466797
2014-06-02,45.656551361083984
2014-06-03,45.630130767822266
2014-06-04,45.83488845825195
2014-06-05,45.47160339355469
2014-06-06,45.51783752441406
2014-06-09,44.996009826660156
2014-06-10,44.956390380859375
2014-06-11,44.65913772583008
2014-06-12,44.40813064575195
2014-06-13,44.394927978515625
2014-06-16,44.546852111816406
2014-06-17,44.058048248291016
2014-06-18,44.1505241394043
2014-06-19,44.20996856689453
2014-06-20,44.414730072021484
2014-06-23,43.87970733642578
2014-06-24,43.50980758666992
2014-06-25,42.86906814575195
2014-06-26,42.81622314453125
2014-06-27,42.90871047973633
2014-06-30,43.39750671386719
2014-07-01,43.50318908691406
2014-07-02,43.628700256347656
2014-07-03,43.866485595703125
2014-07-07,43.50318908691406
2014-07-08,43.63530349731445
2014-07-09,43.661720275878906
2014-07-10,43.51640319824219
2014-07-11,43.56263732910156
2014-07-14,43.727779388427734
2014-07-15,43.305023193359375
2014-07-16,43.6088752746582
2014-07-17,43.53623580932617
2014-07-18,43.70796203613281
2014-07-21,43.661720275878906
2014-07-22,43.774017333984375
2014-07-23,43.22576904296875
2014-07-24,43.384300231933594
2014-07-25,43.17952346801758
2014-07-28,43.22576904296875
2014-07-29,42.86246109008789
2014-07-30,42.09624481201172
2014-07-31,39.5201301574707
2014-08-01,40.58359146118164
2014-08-04,40.993133544921875
2014-08-05,40.55718994140625
2014-08-06,41.46873474121094
2014-08-07,41.204490661621094
2014-08-08,41.7725830078125
2014-08-11,42.14907455444336
2014-08-12,41.911293029785156
2014-08-13,42.261375427246094
2014-08-14,42.27458953857422
2014-08-15,42.45954895019531
2014-08-18,42.47275161743164
2014-08-19,42.58503341674805
2014-08-20,42.81622314453125
2014-08-21,42.85586929321289
2014-08-22,42.47275161743164
2014-08-25,42.8360481262207
2014-08-26,42.769989013671875
2014-08-27,43.120079040527344
2014-08-28,43.09346008300781
2014-08-29,43.2398796081543
2014-09-02,43.12007141113281
2014-09-03,43.12007141113281
2014-09-04,43.2132453918457
2014-09-05,43.3929443359375
2014-09-08,42.887142181396484
2014-09-09,42.80729293823242
2014-09-10,42.887142181396484
2014-09-11,43.05352020263672
2014-09-12,42.521095275878906
2014-09-15,42.414615631103516
2014-09-16,42.507781982421875
2014-09-17,41.7956657409668
2014-09-18,41.855560302734375
2014-09-19,41.702484130859375
2014-09-22,41.45624542236328
2014-09-23,41.01032638549805
2014-09-24,41.49617004394531
2014-09-25,41.05026626586914
2014-09-26,41.09685134887695
2014-09-29,41.13677978515625
2014-09-30,40.99702835083008
2014-10-01,40.36475372314453
2014-10-02,40.411354064941406
2014-10-03,40.724151611328125
2014-10-06,40.564422607421875
2014-10-07,40.051944732666016
2014-10-08,40.67755889892578
2014-10-09,40.378074645996094
2014-10-10,40.1318244934082
2014-10-13,39.73249816894531
2014-10-14,40.0586051940918
2014-10-15,39.87226104736328
2014-10-16,39.76578140258789
2014-10-17,40.544456481933594
2014-10-20,41.1035041809082
2014-10-21,41.06357192993164
2014-10-22,41.28984832763672
2014-10-23,41.09020233154297
2014-10-24,41.22330093383789
2014-10-27,41.32978439331055
2014-10-28,41.76238250732422
2014-10-29,41.57603073120117
2014-10-30,42.62092590332031
2014-10-31,42.567691802978516
2014-11-03,42.66086196899414
2014-11-04,42.394657135009766
2014-11-05,42.487823486328125
2014-11-06,42.94704055786133
2014-11-07,42.368019104003906
2014-11-10,42.527748107910156
2014-11-11,42.427913665771484
2014-11-12,42.381324768066406
2014-11-13,42.46120834350586
2014-11-14,42.46784973144531
2014-11-17,43.3530158996582
2014-11-18,43.65916442871094
2014-11-19,43.85216522216797
2014-11-20,43.6857795715332
2014-11-21,43.57264709472656
2014-11-24,43.339698791503906
2014-11-25,43.3530158996582
2014-11-26,43.54079055786133
2014-11-28,44.42594528198242
2014-12-01,44.31864547729492
2014-12-02,44.64723587036133
2014-12-03,44.513118743896484
2014-12-04,44.31864547729492
2014-12-05,44.52654266357422
2014-12-08,44.31193161010742
2014-12-09,44.137596130371094
2014-12-10,43.4468994140625
2014-12-11,44.99594497680664
2014-12-12,44.01018142700195
2014-12-15,42.97748947143555
2014-12-16,42.98420333862305
2014-12-17,43.48042678833008
2014-12-18,44.27170944213867
2014-12-19,44.80817794799805
2014-12-22,44.82829284667969
2014-12-23,45.089820861816406
2014-12-24,44.942298889160156
2014-12-26,44.935585021972656
2014-12-29,44.90206527709961
2014-12-30,44.67405700683594
2014-12-31,43.88277816772461
2015-01-02,43.909603118896484
2015-01-05,43.091487884521484
2015-01-06,43.21889877319336
2015-01-07,44.26499938964844
2015-01-08,45.069705963134766
2015-01-09,44.546653747558594
2015-01-12,43.909603118896484
2015-01-13,44.23818588256836
2015-01-14,44.74781799316406
2015-01-15,45.42510986328125
2015-01-16,45.679935455322266
2015-01-20,46.249916076660156
2015-01-21,46.290164947509766
2015-01-22,46.83332443237305
2015-01-23,46.05545425415039
2015-01-26,46.18958282470703
2015-01-27,45.887813568115234
2015-01-28,45.183692932128906
2015-01-29,45.1568717956543
2015-01-30,43.976661682128906
2015-02-02,44.57346725463867
2015-02-03,44.69417953491211
2015-02-04,44.68747329711914
2015-02-05,44.94900131225586
2015-02-06,44.42594528198242
2015-02-09,44.12417984008789
2015-02-10,44.466182708740234
2015-02-11,44.45946502685547
2015-02-12,42.44773864746094
2015-02-13,42.38067626953125
2015-02-17,42.38738250732422
2015-02-18,42.77631759643555
2015-02-19,42.77631759643555
2015-02-20,42.97748947143555
2015-02-23,43.11161422729492
2015-02-24,42.93726348876953
2015-02-25,43.44019317626953
2015-02-26,43.366432189941406
2015-02-27,43.239017486572266
2015-03-02,43.11161422729492
2015-03-03,43.42678451538086
2015-03-04,43.730831146240234
2015-03-05,43.27812576293945
2015-03-06,42.21051788330078
2015-03-09,42.298377990722656
2015-03-10,42.30513000488281
2015-03-11,41.8726806640625
2015-03-12,42.1024169921875
2015-03-13,41.99431228637695
2015-03-16,42.46053695678711
2015-03-17,42.061885833740234
2015-03-18,42.60919952392578
2015-03-19,42.440269470214844
2015-03-20,43.298397064208984
2015-03-23,43.21055221557617
2015-03-24,42.52811050415039
2015-03-25,42.67000961303711
2015-03-26,42.56865310668945
2015-03-27,43.13622283935547
2015-03-30,44.25788497924805
2015-03-31,44.56194305419922
2015-04-01,44.717350006103516
2015-04-02,44.85249328613281
2015-04-06,44.61599349975586
2015-04-07,44.4200439453125
2015-04-08,44.31867599487305
2015-04-09,44.251121520996094
2015-04-10,44.41329574584961
2015-04-13,44.23086929321289
2015-04-14,44.31193161010742
2015-04-15,44.03490447998047
2015-04-16,43.953819274902344
2015-04-17,43.507869720458984
2015-04-20,43.62273025512695
2015-04-21,43.14973831176758
2015-04-22,43.23082733154297
2015-04-23,43.14299011230469
2015-04-24,43.06190490722656
2015-04-27,42.98082733154297
2015-04-28,43.021358489990234
2015-04-29,42.825408935546875
2015-04-30,42.7916259765625
2015-05-01,43.17000961303711
2015-05-04,43.332176208496094
2015-05-05,42.69028091430664
2015-05-06,42.57539749145508
2015-05-07,42.94704818725586
2015-05-08,42.98082733154297
2015-05-11,43.09569549560547
2015-05-12,43.021358489990234
2015-05-13,43.06190490722656
2015-05-14,43.636253356933594
2015-05-15,44.075443267822266
2015-05-18,43.67679214477539
2015-05-19,43.37273025512695
2015-05-20,43.399757385253906
2015-05-21,43.21731948852539
2015-05-22,43.02812957763672
2015-05-26,42.56865310668945
2015-05-27,42.730812072753906
2015-05-28,42.60142517089844
2015-05-29,42.74443435668945
2015-06-01,42.59463119506836
2015-06-02,42.33585739135742
2015-06-03,42.40394592285156
2015-06-04,42.39714050292969
2015-06-05,41.845550537109375
2015-06-08,41.750221252441406
2015-06-09,41.886417388916016
2015-06-10,42.25414276123047
2015-06-11,42.36990737915039
2015-06-12,42.30860900878906
2015-06-15,42.00899887084961
2015-06-16,42.540138244628906
2015-06-17,42.77848434448242
2015-06-18,42.969146728515625
2015-06-19,43.13258743286133
2015-06-22,43.1734504699707
2015-06-23,43.22110366821289
2015-06-24,43.18025588989258
2015-06-25,42.81253433227539
2015-06-26,42.93510818481445
2015-06-29,42.6286735534668
2015-06-30,42.69677734375
2015-07-01,42.907859802246094
2015-07-02,42.99638748168945
2015-07-06,42.72400665283203
2015-07-07,43.66374588012695
2015-07-08,43.36411666870117
2015-07-09,43.30282974243164
2015-07-10,43.411781311035156
2015-07-13,43.704612731933594
2015-07-14,43.66374588012695
2015-07-15,43.36411666870117
2015-07-16,43.922508239746094
2015-07-17,43.82037353515625
2015-07-20,43.677371978759766
2015-07-21,43.59565734863281
2015-07-22,43.84761047363281
2015-07-23,43.80674743652344
2015-07-24,43.94974899291992
2015-07-27,44.04508590698242
2015-07-28,44.29704666137695
2015-07-29,44.55580520629883
2015-07-30,45.00525665283203
2015-07-31,45.05972671508789
2015-08-03,44.99163818359375
2015-08-04,45.965415954589844
2015-08-05,46.75533676147461
2015-08-06,46.891536712646484
2015-08-07,46.932395935058594
2015-08-10,46.98687744140625
2015-08-11,47.123069763183594
2015-08-12,46.918785095214844
2015-08-13,46.911964416503906
2015-08-14,47.511226654052734
2015-08-17,47.39546203613281
2015-08-18,47.19115447998047
2015-08-19,46.95282745361328
2015-08-20,46.796199798583984
2015-08-21,45.93817901611328
2015-08-24,44.766910552978516
2015-08-25,44.33109664916992
2015-08-26,45.57727813720703
2015-08-27,45.87009048461914
2015-08-28,45.99357604980469
2015-08-31,45.47216033935547
2015-09-01,45.081119537353516
2015-09-02,45.78776168823242
2015-09-03,46.192527770996094
2015-09-04,45.67798614501953
2015-09-08,46.32288360595703
2015-09-09,45.38983917236328
2015-09-10,45.520198822021484
2015-09-11,45.959266662597656
2015-09-14,45.7808952331543
2015-09-15,46.28172302246094
2015-09-16,46.919769287109375
2015-09-17,47.24907684326172
2015-09-18,46.27485656738281
2015-09-21,46.41892623901367
2015-09-22,45.98672103881836
2015-09-23,46.16508483886719
2015-09-24,46.110198974609375
2015-09-25,46.80312728881836
2015-09-28,45.629966735839844
2015-09-29,45.58879852294922
2015-09-30,45.657405853271484
2015-10-01,45.444725036621094
2015-10-02,46.2474250793457
2015-10-05,46.693363189697266
2015-10-06,46.34345626831055
2015-10-07,46.80312728881836
2015-10-08,47.50291442871094
2015-10-09,47.64012145996094
2015-10-12,47.90768814086914
2015-10-13,47.58525085449219
2015-10-14,47.09813690185547
2015-10-15,47.47547912597656
2015-10-16,47.88024139404297
2015-10-19,47.75675582885742
2015-10-20,47.31767654418945
2015-10-21,47.75675582885742
2015-10-22,49.40331268310547
2015-10-23,49.19062805175781
2015-10-26,49.08772277832031
2015-10-27,48.73781967163086
2015-10-28,48.65549850463867
2015-10-29,48.70353317260742
2015-10-30,48.38105773925781
2015-11-02,48.442813873291016
2015-11-03,46.71394729614258
2015-11-04,47.118717193603516
2015-11-05,47.592098236083984
2015-11-06,46.60417556762695
2015-11-09,46.28858947753906
2015-11-10,46.192527770996094
2015-11-11,46.3914909362793
2015-11-12,45.48588562011719
2015-11-13,45.34181594848633
2015-11-16,45.91811752319336
2015-11-17,45.3006477355957
2015-11-18,45.49274444580078
2015-11-19,45.60251998901367
2015-11-20,45.451595306396484
2015-11-23,47.04324722290039
2015-11-24,46.55614471435547
2015-11-25,47.46174621582031
2015-11-27,47.86948013305664
2015-11-30,47.52394104003906
2015-12-01,47.945491790771484
2015-12-02,47.606868743896484
2015-12-03,47.358097076416016
2015-12-04,48.49833679199219
2015-12-07,48.72637939453125
2015-12-08,48.94060516357422
2015-12-09,48.788570404052734
2015-12-10,48.87841796875
2015-12-11,48.46377182006836
2015-12-14,49.12028503417969
2015-12-15,49.41743850708008
2015-12-16,49.735321044921875
2015-12-17,49.486541748046875
2015-12-18,48.91297149658203
2015-12-21,49.099544525146484
2015-12-22,49.887359619140625
2015-12-23,50.495487213134766
2015-12-24,50.357276916503906
2015-12-28,50.357276916503906
2015-12-29,50.799560546875
2015-12-30,50.57841873168945
2015-12-31,49.94263458251953
2016-01-04,49.486541748046875
2016-01-05,49.66621780395508
2016-01-06,49.762962341308594
2016-01-07,48.629634857177734
2016-01-08,49.39670944213867
2016-01-11,49.4450798034668
2016-01-12,49.38978958129883
2016-01-13,48.995887756347656
2016-01-14,49.52799987792969
2016-01-15,48.83696365356445
2016-01-19,49.23085403442383
2016-01-20,48.443058013916016
2016-01-21,48.3463020324707
2016-01-22,49.486541748046875
2016-01-25,48.72637939453125
2016-01-26,49.203224182128906
2016-01-27,49.45890808105469
2016-01-28,50.3019905090332
2016-01-29,50.751190185546875
2016-02-01,50.854835510253906
2016-02-02,50.01864242553711
2016-02-03,49.99102020263672
2016-02-04,49.638572692871094
2016-02-05,49.645477294921875
2016-02-08,49.279232025146484
2016-02-09,49.3414306640625
2016-02-10,48.9682502746582
2016-02-11,50.9239387512207
2016-02-12,51.80848693847656
2016-02-16,51.96052932739258
2016-02-17,52.34752655029297
2016-02-18,52.37516403198242
2016-02-19,52.18857192993164
2016-02-22,51.01376724243164
2016-02-23,51.221099853515625
2016-02-24,51.07596206665039
2016-02-25,51.76704406738281
2016-02-26,51.099159240722656
2016-02-29,51.49571228027344
2016-03-01,51.60006332397461
2016-03-02,52.240108489990234
2016-03-03,52.0661735534668
2016-03-04,52.33750915527344
2016-03-07,52.12880325317383
2016-03-08,52.0661735534668
2016-03-09,52.31664276123047
2016-03-10,52.344478607177734
2016-03-11,52.546199798583984
2016-03-14,52.1427001953125
2016-03-15,52.240108489990234
2016-03-16,52.615787506103516
2016-03-17,53.179325103759766
2016-03-18,52.98451614379883
2016-03-21,52.51838302612305
2016-03-22,51.780941009521484
2016-03-23,52.205318450927734
2016-03-24,52.48359680175781
2016-03-28,52.64361572265625
2016-03-29,53.283653259277344
2016-03-30,53.450618743896484
2016-03-31,53.255828857421875
2016-04-01,54.16718292236328
2016-04-04,54.31328582763672
2016-04-05,53.43671417236328
2016-04-06,54.11153793334961
2016-04-07,53.64543914794922
2016-04-08,53.742801666259766
2016-04-11,53.56193542480469
2016-04-12,53.805442810058594
2016-04-13,53.33932113647461
2016-04-14,53.193214416503906
2016-04-15,53.95153045654297
2016-04-18,54.035003662109375
2016-04-19,53.9863166809082
2016-04-20,53.36715316772461
2016-04-21,52.17055130004883
2016-04-22,52.37229919433594
2016-04-25,52.734046936035156
2016-04-26,52.40012741088867
2016-04-27,53.144508361816406
2016-04-28,53.20712661743164
2016-04-29,53.43671417236328
2016-05-02,53.87501525878906
2016-05-03,53.464534759521484
2016-05-04,53.58281707763672
2016-05-05,52.21227264404297
2016-05-06,52.19141387939453
2016-05-09,52.41403579711914
2016-05-10,53.130611419677734
2016-05-11,52.99842071533203
2016-05-12,53.78456115722656
2016-05-13,53.701072692871094
2016-05-16,53.728904724121094
2016-05-17,52.46969223022461
2016-05-18,52.205318450927734
2016-05-19,52.344478607177734
2016-05-20,51.690513610839844
2016-05-23,51.76704406738281
2016-05-24,51.93400192260742
2016-05-25,52.003562927246094
2016-05-26,52.407066345214844
2016-05-27,52.168949127197266
2016-05-31,52.08491134643555
2016-06-01,52.45610046386719
2016-06-02,52.19697570800781
2016-06-03,52.6171875
2016-06-06,52.18996810913086
2016-06-07,52.638179779052734
2016-06-08,53.28250503540039
2016-06-09,54.41005325317383
2016-06-10,54.71122741699219
2016-06-13,53.856788635253906
2016-06-14,53.842777252197266
2016-06-15,53.443599700927734
2016-06-16,53.94783401489258
2016-06-17,53.76576614379883
2016-06-20,53.82878112792969
2016-06-21,54.1579475402832
2016-06-22,54.17196273803711
2016-06-23,54.508121490478516
2016-06-24,54.05989456176758
2016-06-27,53.80776596069336
2016-06-28,53.33851623535156
2016-06-29,54.326019287109375
2016-06-30,57.18345260620117
2016-07-01,57.148441314697266
2016-07-05,57.61064910888672
2016-07-06,57.76471710205078
2016-07-07,57.61766815185547
2016-07-08,57.876808166503906
2016-07-11,57.21145248413086
2016-07-12,57.092403411865234
2016-07-13,58.20595932006836
2016-07-14,59.75373077392578
2016-07-15,60.22296905517578
2016-07-18,59.956825256347656
2016-07-19,60.91630554199219
2016-07-20,57.61064910888672
2016-07-21,57.76471710205078
2016-07-22,58.03087615966797
2016-07-25,58.48610305786133
2016-07-26,58.016876220703125
2016-07-27,56.917320251464844
2016-07-28,57.281494140625
2016-07-29,57.92582321166992
2016-08-01,57.68769073486328
2016-08-02,57.3375244140625
2016-08-03,56.784263610839844
2016-08-04,57.72273635864258
2016-08-05,57.92582321166992
2016-08-08,58.07290267944336
2016-08-09,58.11488723754883
2016-08-10,58.10090255737305
2016-08-11,58.45108413696289
2016-08-12,58.5001335144043
2016-08-15,58.40205001831055
2016-08-16,57.743751525878906
2016-08-17,57.82775115966797
2016-08-18,58.14292526245117
2016-08-19,58.15692901611328
2016-08-22,58.163944244384766
2016-08-23,57.911808013916016
2016-08-24,57.66667556762695
2016-08-25,58.00286102294922
2016-08-26,57.68769073486328
2016-08-29,58.20595932006836
2016-08-30,57.63510513305664
2016-08-31,57.93813705444336
2016-09-01,57.5716667175293
2016-09-02,58.086143493652344
2016-09-06,58.184818267822266
2016-09-07,56.944461822509766
2016-09-08,56.373592376708984
2016-09-09,54.35798645019531
2016-09-12,55.76749801635742
2016-09-13,55.0627326965332
2016-09-14,55.0345458984375
2016-09-15,55.15435028076172
2016-09-16,54.985206604003906
2016-09-19,55.09093475341797
2016-09-20,54.46368408203125
2016-09-21,54.67512893676758
2016-09-22,55.12617111206055
2016-09-23,54.76673889160156
2016-09-26,54.54121398925781
2016-09-27,54.534175872802734
2016-09-28,54.84426498413086
2016-09-29,54.44960403442383
2016-09-30,54.59760284423828
2016-10-03,54.44255447387695
2016-10-04,53.66732406616211
2016-10-05,53.68845748901367
2016-10-06,53.54045104980469
2016-10-07,53.80120849609375
2016-10-10,53.892845153808594
2016-10-11,53.596839904785156
2016-10-12,53.88579559326172
2016-10-13,53.406578063964844
2016-10-14,53.20217514038086
2016-10-17,52.84980773925781
2016-10-18,53.110572814941406
2016-10-19,52.807518005371094
2016-10-20,52.31418991088867
2016-10-21,52.391719818115234
2016-10-24,52.34941864013672
2016-10-25,52.30007553100586
2016-10-26,52.2014274597168
2016-10-27,52.26484298706055
2016-10-28,52.59609603881836
2016-10-31,52.94846725463867
2016-11-01,53.004859924316406
2016-11-02,52.92028045654297
2016-11-03,52.13096237182617
2016-11-04,51.919517517089844
2016-11-07,52.82160186767578
2016-11-08,54.2381706237793
2016-11-09,52.772281646728516
2016-11-10,51.20066452026367
2016-11-11,51.09495162963867
2016-11-14,51.1160888671875
2016-11-15,51.72923278808594
2016-11-16,51.63056945800781
2016-11-17,51.75742721557617
2016-11-18,51.496665954589844
2016-11-21,51.7221794128418
2016-11-22,52.49742126464844
2016-11-23,51.7221794128418
2016-11-25,52.26484298706055
2016-11-28,52.074562072753906
2016-11-29,52.25198745727539
2016-11-30,51.10220718383789
2016-12-01,50.36405944824219
2016-12-02,50.51311492919922
2016-12-05,50.86798095703125
2016-12-06,51.08089828491211
2016-12-07,51.56353759765625
2016-12-08,51.16607666015625
2016-12-09,51.890018463134766
2016-12-12,52.379764556884766
2016-12-13,52.48622512817383
2016-12-14,51.897132873535156
2016-12-15,52.10295486450195
2016-12-16,52.01778030395508
2016-12-19,51.75517654418945
2016-12-20,52.00358963012695
2016-12-21,51.91841125488281
2016-12-22,52.2803955078125
2016-12-23,52.21650695800781
2016-12-27,52.415245056152344
2016-12-28,52.117156982421875
2016-12-29,52.493316650390625
2016-12-30,52.315879821777344
2017-01-03,52.0745735168457
2017-01-04,51.939720153808594
2017-01-05,51.890018463134766
2017-01-06,51.90422439575195
2017-01-09,51.19447326660156
2017-01-10,50.86088943481445
2017-01-11,51.00995635986328
2017-01-12,51.0454216003418
2017-01-13,50.66215515136719
2017-01-17,51.123497009277344
2017-01-18,51.088008880615234
2017-01-19,50.94606018066406
2017-01-20,51.251251220703125
2017-01-23,51.30802536010742
2017-01-24,51.535160064697266
2017-01-25,51.322227478027344
2017-01-26,51.16607666015625
2017-01-27,51.81195831298828
2017-01-30,51.57773971557617
2017-01-31,51.60612487792969
2017-02-01,51.03122329711914
2017-02-02,51.64871597290039
2017-02-03,52.067466735839844
2017-02-06,51.336421966552734
2017-02-07,51.70548629760742
2017-02-08,52.15974044799805
2017-02-09,54.253501892089844
2017-02-10,53.941219329833984
2017-02-13,53.671512603759766
2017-02-14,53.88444137573242
2017-02-15,53.9696159362793
2017-02-16,53.025638580322266
2017-02-17,51.7409782409668
2017-02-21,53.04692077636719
2017-02-22,52.86948776245117
2017-02-23,53.08951187133789
2017-02-24,53.39470672607422
2017-02-27,52.80150604248047
2017-02-28,52.93730545043945
2017-03-01,53.48045349121094
2017-03-02,53.616249084472656
2017-03-03,53.22317886352539
2017-03-06,53.04450607299805
2017-03-07,52.987327575683594
2017-03-08,52.78722381591797
2017-03-09,52.95875549316406
2017-03-10,53.023048400878906
2017-03-13,52.99447250366211
2017-03-14,53.05166244506836
2017-03-15,53.42328643798828
2017-03-16,53.4304313659668
2017-03-17,53.68059539794922
2017-03-20,53.58767318725586
2017-03-21,52.60139846801758
2017-03-22,51.96532440185547
2017-03-23,52.25119400024414
2017-03-24,52.17258071899414
2017-03-27,51.85811233520508
2017-03-28,51.929588317871094
2017-03-29,52.22975158691406
2017-03-30,51.84382629394531
2017-03-31,51.89384841918945
2017-04-03,51.722328186035156
2017-04-04,51.65084457397461
2017-04-05,51.99391174316406
2017-04-06,51.750911712646484
2017-04-07,51.879547119140625
2017-04-10,51.65084457397461
2017-04-11,51.565086364746094
2017-04-12,51.6937255859375
2017-04-13,51.422157287597656
2017-04-17,51.679443359375
2017-04-18,52.158287048339844
2017-04-19,51.929588317871094
2017-04-20,52.02248764038086
2017-04-21,51.758056640625
2017-04-24,52.008201599121094
2017-04-25,51.70802688598633
2017-04-26,51.09339141845703
2017-04-27,50.714603424072266
2017-04-28,50.74319076538086
2017-05-01,50.13570022583008
2017-05-02,49.335243225097656
2017-05-03,49.27092361450195
2017-05-04,50.314388275146484
2017-05-05,50.521644592285156
2017-05-08,51.95817565917969
2017-05-09,50.63597869873047
2017-05-10,50.7789306640625
2017-05-11,50.521644592285156
2017-05-12,50.6216926574707
2017-05-15,50.75749588012695
2017-05-16,50.27864456176758
2017-05-17,50.40727615356445
2017-05-18,50.08566665649414
2017-05-19,50.764625549316406
2017-05-22,50.964752197265625
2017-05-23,51.17915344238281
2017-05-24,51.82953643798828
2017-05-25,51.943885803222656
2017-05-26,51.9010009765625
2017-05-30,51.59864807128906
2017-05-31,51.541080474853516
2017-06-01,52.50566482543945
2017-06-02,52.52726364135742
2017-06-05,52.51287841796875
2017-06-06,52.433677673339844
2017-06-07,52.64243698120117
2017-06-08,52.00897979736328
2017-06-09,52.304100036621094
2017-06-12,52.60645294189453
2017-06-13,52.76481246948242
2017-06-14,52.901580810546875
2017-06-15,52.6208381652832
2017-06-16,51.74263381958008
2017-06-19,51.65624237060547
2017-06-20,51.1739501953125
2017-06-21,50.73483657836914
2017-06-22,50.68445587158203
2017-06-23,50.79242706298828
2017-06-26,51.101966857910156
2017-06-27,49.914215087890625
2017-06-28,50.05098342895508
2017-06-29,49.44630813598633
2017-06-30,50.00059509277344
2017-07-03,49.49669647216797
2017-07-05,48.73366165161133
2017-07-06,47.905845642089844
2017-07-07,47.88424301147461
2017-07-10,47.416351318359375
2017-07-11,47.034828186035156
2017-07-12,47.32276153564453
2017-07-13,47.524322509765625
2017-07-14,47.783470153808594
2017-07-17,48.049808502197266
2017-07-18,47.697086334228516
2017-07-19,47.76187515258789
2017-07-20,48.049808502197266
2017-07-21,48.38814163208008
2017-07-24,48.10740661621094
2017-07-25,48.64009475708008
2017-07-26,48.45292663574219
2017-07-27,48.719268798828125
2017-07-28,48.69766616821289
2017-07-31,48.949623107910156
2017-08-01,48.56089782714844
2017-08-02,48.5465087890625
2017-08-03,50.648460388183594
2017-08-04,50.115779876708984
2017-08-07,50.468502044677734
2017-08-08,49.82783508300781
2017-08-09,49.69825744628906
2017-08-10,49.489505767822266
2017-08-11,49.53269577026367
2017-08-14,50.28853225708008
2017-08-15,50.25253677368164
2017-08-16,50.439693450927734
2017-08-17,50.4613037109375
2017-08-18,50.35331344604492
2017-08-21,50.53328323364258
2017-08-22,50.38930892944336
2017-08-23,50.324527740478516
2017-08-24,48.88483428955078
2017-08-25,48.740867614746094
2017-08-28,48.071407318115234
2017-08-29,47.72588348388672
2017-08-30,47.93635559082031
2017-08-31,47.50815200805664
2017-09-01,47.50090026855469
2017-09-05,48.190364837646484
2017-09-06,49.235450744628906
2017-09-07,49.17013168334961
2017-09-08,49.67817687988281
2017-09-11,49.91041564941406
2017-09-12,49.70720291137695
2017-09-13,49.337066650390625
2017-09-14,49.075782775878906
