,MSFT
2015-02-18,37.64491271972656
2015-02-19,37.61896514892578
2015-02-20,37.930294036865234
2015-02-23,38.18110275268555
2015-02-24,38.129207611083984
2015-02-25,38.042728424072266
2015-02-26,38.10326385498047
2015-02-27,37.92164611816406
2015-03-02,37.94759750366211
2015-03-03,37.42873001098633
2015-03-04,37.238460540771484
2015-03-05,37.28170394897461
2015-03-06,36.63309097290039
2015-03-09,37.056846618652344
2015-03-10,36.34770965576172
2015-03-11,36.304466247558594
2015-03-12,35.47426986694336
2015-03-13,35.78558349609375
2015-03-16,35.94125747680664
2015-03-17,36.062320709228516
2015-03-18,36.75416564941406
2015-03-19,36.57255554199219
2015-03-20,37.082794189453125
2015-03-23,37.06550598144531
2015-03-24,37.10009002685547
2015-03-25,35.85477066040039
2015-03-26,35.63856506347656
2015-03-27,35.4310188293457
2015-03-30,35.4223747253418
2015-03-31,35.16292190551758
2015-04-01,35.214820861816406
2015-04-02,34.842952728271484
2015-04-06,35.93260955810547
2015-04-07,35.915306091308594
2015-04-08,35.82017135620117
2015-04-09,35.872074127197266
2015-04-10,36.07962417602539
2015-04-13,36.11420822143555
2015-04-14,36.01909255981445
2015-04-15,36.54660415649414
2015-04-16,36.46013641357422
2015-04-17,35.99314498901367
2015-04-20,37.10873031616211
2015-04-21,36.87522506713867
2015-04-22,37.17792510986328
2015-04-23,37.480594635009766
2015-04-24,41.39816665649414
2015-04-27,41.53652572631836
2015-04-28,42.513763427734375
2015-04-29,42.42728042602539
2015-04-30,42.064056396484375
2015-05-01,42.08135223388672
2015-05-04,41.7181396484375
2015-05-05,41.164669036865234
2015-05-06,40.02313232421875
2015-05-07,40.38633346557617
2015-05-08,41.29439926147461
2015-05-11,40.96575927734375
2015-05-12,40.94846725463867
2015-05-13,41.19060516357422
2015-05-14,42.13325881958008
2015-05-15,41.7700309753418
2015-05-18,41.51923370361328
2015-05-19,41.414791107177734
2015-05-20,41.414791107177734
2015-05-21,41.2755126953125
2015-05-22,40.82289505004883
2015-05-26,40.55306625366211
2015-05-27,41.4409065246582
2015-05-28,41.3016242980957
2015-05-29,40.78807830810547
2015-06-01,41.110145568847656
2015-06-02,40.840301513671875
2015-06-03,40.77936935424805
2015-06-04,40.352867126464844
2015-06-05,40.161380767822266
2015-06-08,39.804500579833984
2015-06-09,39.734867095947266
2015-06-10,40.57047653198242
2015-06-11,40.4224967956543
2015-06-12,40.01341247558594
2015-06-15,39.58688735961914
2015-06-16,39.89154052734375
2015-06-17,40.01341247558594
2015-06-18,40.666221618652344
2015-06-19,40.126548767089844
2015-06-22,40.23971176147461
2015-06-23,39.961181640625
2015-06-24,39.726165771484375
2015-06-25,39.734867095947266
2015-06-26,39.3953971862793
2015-06-29,38.620723724365234
2015-06-30,38.429237365722656
2015-07-01,38.69035720825195
2015-07-02,38.64683151245117
2015-07-06,38.63813400268555
2015-07-07,38.559791564941406
2015-07-08,38.50758361816406
2015-07-09,38.75128936767578
2015-07-10,38.829620361328125
2015-07-13,39.63911819458008
2015-07-14,39.70875930786133
2015-07-15,39.83060836791992
2015-07-16,40.613990783691406
2015-07-17,40.57918167114258
2015-07-20,40.840301513671875
2015-07-21,41.15365982055664
2015-07-22,39.63911819458008
2015-07-23,40.13524627685547
2015-07-24,39.9872932434082
2015-07-27,39.47374725341797
2015-07-28,39.46503829956055
2015-07-29,40.29193115234375
2015-07-30,40.80548095703125
2015-07-31,40.648799896240234
2015-08-03,40.74456024169922
2015-08-04,41.37996292114258
2015-08-05,41.414791107177734
2015-08-06,40.57918167114258
2015-08-07,40.68362808227539
2015-08-10,41.197181701660156
2015-08-11,40.39639663696289
2015-08-12,40.68362808227539
2015-08-13,40.674930572509766
2015-08-14,40.909934997558594
2015-08-17,41.188472747802734
2015-08-18,41.41627883911133
2015-08-19,40.8380126953125
2015-08-20,40.005653381347656
2015-08-21,37.736392974853516
2015-08-24,36.51852035522461
2015-08-25,35.45836639404297
2015-08-26,37.42096710205078
2015-08-27,38.46360778808594
2015-08-28,38.489891052246094
2015-08-31,38.13066482543945
2015-09-01,36.64118194580078
2015-09-02,37.990478515625
2015-09-03,38.11314010620117
2015-09-04,37.33335494995117
2015-09-08,38.454833984375
2015-09-09,37.736392974853516
2015-09-10,37.929141998291016
2015-09-11,38.09561538696289
2015-09-14,37.710105895996094
2015-09-15,38.53369903564453
2015-09-16,38.814064025878906
2015-09-17,38.770267486572266
2015-09-18,38.09561538696289
2015-09-21,38.64759826660156
2015-09-22,38.46360778808594
2015-09-23,38.43730926513672
2015-09-24,38.47235870361328
2015-09-25,38.49864959716797
2015-09-28,37.929141998291016
2015-09-29,38.06057357788086
2015-09-30,38.77901077270508
2015-10-01,39.0856819152832
2015-10-02,39.92679214477539
2015-10-05,40.855525970458984
2015-10-06,40.96067810058594
2015-10-07,41.00448226928711
2015-10-08,41.57398223876953
2015-10-09,41.276092529296875
2015-10-12,41.179718017578125
2015-10-13,41.08333206176758
2015-10-14,40.89933395385742
2015-10-15,41.18846893310547
2015-10-16,41.62655258178711
2015-10-19,41.72294235229492
2015-10-20,41.85436248779297
2015-10-21,41.35494613647461
2015-10-22,42.08216094970703
2015-10-23,46.32280349731445
2015-10-26,47.531898498535156
2015-10-27,47.0412483215332
2015-10-28,47.295345306396484
2015-10-29,46.75212097167969
2015-10-30,46.12128829956055
2015-11-02,46.646968841552734
2015-11-03,47.44428634643555
2015-11-04,47.66332244873047
2015-11-05,47.64580535888672
2015-11-06,48.11892318725586
2015-11-09,47.45304489135742
2015-11-10,46.88353729248047
2015-11-11,47.00620651245117
2015-11-12,46.717071533203125
2015-11-13,46.296512603759766
2015-11-16,47.11134338378906
2015-11-17,46.72323989868164
2015-11-18,47.499446868896484
2015-11-19,47.57884216308594
2015-11-20,47.79936218261719
2015-11-23,47.79936218261719
2015-11-24,47.85227966308594
2015-11-25,47.35832595825195
2015-11-27,47.570030212402344
2015-11-30,47.940486907958984
2015-12-01,48.70789337158203
2015-12-02,48.69905471801758
2015-12-03,47.808189392089844
2015-12-04,49.31652069091797
2015-12-07,49.22831344604492
2015-12-08,49.21067428588867
2015-12-09,48.49620056152344
2015-12-10,48.75200271606445
2015-12-11,47.68467712402344
2015-12-14,48.637332916259766
2015-12-15,48.69025802612305
2015-12-16,49.510581970214844
2015-12-17,49.13129806518555
2015-12-18,47.74644470214844
2015-12-21,48.363895416259766
2015-12-22,48.82255935668945
2015-12-23,49.23712921142578
2015-12-24,49.10482406616211
2015-12-28,49.351806640625
2015-12-29,49.88104248046875
2015-12-30,49.66935729980469
2015-12-31,48.93724060058594
2016-01-04,48.33741760253906
2016-01-05,48.55794906616211
2016-01-06,47.675880432128906
2016-01-07,46.017574310302734
2016-01-08,46.158714294433594
2016-01-11,46.13224792480469
2016-01-12,46.55564880371094
2016-01-13,45.55007553100586
2016-01-14,46.84672927856445
2016-01-15,44.97673797607422
2016-01-19,44.597450256347656
2016-01-20,44.80033493041992
2016-01-21,44.52688217163086
2016-01-22,46.123435974121094
2016-01-25,45.682403564453125
2016-01-26,46.017574310302734
2016-01-27,45.17961883544922
2016-01-28,45.92055130004883
2016-01-29,48.59321594238281
2016-02-01,48.258026123046875
2016-02-02,46.74969482421875
2016-02-03,46.00875473022461
2016-02-04,45.86763000488281
2016-02-05,44.24462127685547
2016-02-08,43.58306884765625
2016-02-09,43.46839141845703
2016-02-10,43.847686767578125
2016-02-11,43.830047607421875
2016-02-12,44.544517517089844
2016-02-16,45.38850402832031
2016-02-17,46.57008361816406
2016-02-18,46.365753173828125
2016-02-19,46.03703689575195
2016-02-22,46.77442932128906
2016-02-23,45.46845626831055
2016-02-24,45.62837219238281
2016-02-25,46.28579330444336
2016-02-26,45.57508087158203
2016-02-29,45.201942443847656
2016-03-01,46.71222686767578
2016-03-02,47.04093551635742
2016-03-03,46.507896423339844
2016-03-04,46.22360610961914
2016-03-07,45.33521270751953
2016-03-08,45.886016845703125
2016-03-09,46.94321823120117
2016-03-10,46.24137878417969
2016-03-11,47.147544860839844
2016-03-14,47.23637008666992
2016-03-15,47.6095085144043
2016-03-16,48.28469467163086
2016-03-17,48.56010055541992
2016-03-18,47.520668029785156
2016-03-21,47.84938430786133
2016-03-22,48.03594970703125
2016-03-23,47.947105407714844
2016-03-24,48.16032791137695
2016-03-28,47.56507873535156
2016-03-29,48.604522705078125
2016-03-30,48.90658187866211
2016-03-31,49.06650161743164
2016-04-01,49.36854553222656
2016-04-04,49.244171142578125
2016-04-05,48.47125244140625
2016-04-06,48.96875762939453
2016-04-07,48.38243103027344
2016-04-08,48.346885681152344
2016-04-11,48.24916458129883
2016-04-12,48.551212310791016
2016-04-13,49.17311096191406
2016-04-14,49.181976318359375
2016-04-15,49.43962478637695
2016-04-18,50.15923309326172
2016-04-19,50.09706115722656
2016-04-20,49.386314392089844
2016-04-21,49.55510711669922
2016-04-22,46.00150680541992
2016-04-25,46.294673919677734
2016-04-26,45.69945526123047
2016-04-27,45.2552490234375
2016-04-28,44.33130645751953
2016-04-29,44.304649353027344
2016-05-02,44.962074279785156
2016-05-03,44.224693298339844
2016-05-04,44.304649353027344
2016-05-05,44.36684036254883
2016-05-06,44.766624450683594
2016-05-09,44.482337951660156
2016-05-10,45.326316833496094
2016-05-11,45.35296630859375
2016-05-12,45.76162338256836
2016-05-13,45.37963104248047
2016-05-16,46.04593276977539
2016-05-17,45.18708419799805
2016-05-18,45.45547866821289
2016-05-19,45.01711654663086
2016-05-20,45.28549575805664
2016-05-23,44.757686614990234
2016-05-24,46.153263092041016
2016-05-25,46.62742233276367
2016-05-26,46.421661376953125
2016-05-27,46.80635452270508
2016-05-31,47.41469192504883
2016-06-01,47.280487060546875
2016-06-02,46.949493408203125
2016-06-03,46.33220672607422
2016-06-06,46.63636779785156
2016-06-07,46.609535217285156
2016-06-08,46.55584716796875
2016-06-09,46.180118560791016
2016-06-10,46.05487060546875
2016-06-13,44.8560791015625
2016-06-14,44.57875442504883
2016-06-15,44.4534912109375
2016-06-16,45.07973861694336
2016-06-17,44.84713363647461
2016-06-20,44.79346466064453
2016-06-21,45.795433044433594
2016-06-22,45.61651611328125
2016-06-23,46.43954849243164
2016-06-24,44.57875442504883
2016-06-27,43.32628631591797
2016-06-28,44.22985076904297
2016-06-29,45.213932037353516
2016-06-30,45.77753448486328
2016-07-01,45.76858901977539
2016-07-05,45.77753448486328
2016-07-06,45.96540832519531
2016-07-07,45.96540832519531
2016-07-08,46.7884521484375
2016-07-11,47.04788589477539
2016-07-12,47.60255432128906
2016-07-13,47.870941162109375
2016-07-14,48.07670974731445
2016-07-15,48.04092025756836
2016-07-18,48.27351760864258
2016-07-19,47.49519729614258
2016-07-20,50.01802062988281
2016-07-21,49.91960906982422
2016-07-22,50.60846710205078
2016-07-25,50.75160217285156
2016-07-26,50.7784538269043
2016-07-27,50.26851272583008
2016-07-28,50.286407470703125
2016-07-29,50.706878662109375
2016-08-01,50.61742401123047
2016-08-02,50.61742401123047
2016-08-03,50.96632766723633
2016-08-04,51.3420524597168
2016-08-05,51.85198974609375
2016-08-08,51.941436767578125
2016-08-09,52.06669998168945
2016-08-10,51.90566635131836
2016-08-11,52.15616226196289
2016-08-12,51.834083557128906
2016-08-15,51.99513244628906
2016-08-16,51.707069396972656
2016-08-17,51.81509017944336
2016-08-18,51.85109329223633
2016-08-19,51.86909866333008
2016-08-22,51.91411590576172
2016-08-23,52.11214065551758
2016-08-24,52.1661491394043
2016-08-25,52.364192962646484
2016-08-26,52.2381706237793
2016-08-29,52.30118179321289
2016-08-30,52.11214065551758
2016-08-31,51.72507095336914
2016-09-01,51.84209442138672
2016-09-02,51.91411590576172
2016-09-06,51.86009216308594
2016-09-07,51.90510177612305
2016-09-08,51.698062896728516
2016-09-09,50.59981918334961
2016-09-12,51.35598373413086
2016-09-13,50.88789367675781
2016-09-14,50.644832611083984
2016-09-15,51.48201370239258
2016-09-16,51.53602600097656
2016-09-19,51.24796676635742
2016-09-20,51.139949798583984
2016-09-21,51.995121002197266
2016-09-22,52.049129486083984
2016-09-23,51.698062896728516
2016-09-26,51.22096252441406
2016-09-27,52.1661491394043
2016-09-28,52.2381706237793
2016-09-29,51.671058654785156
2016-09-30,51.85109329223633
2016-10-03,51.68905258178711
2016-10-04,51.52701950073242
2016-10-05,51.8870964050293
2016-10-06,51.97711181640625
2016-10-07,52.03113555908203
2016-10-10,52.24717712402344
2016-10-11,51.48201370239258
2016-10-12,51.40999221801758
2016-10-13,51.23897171020508
2016-10-14,51.68905258178711
2016-10-17,51.50901794433594
2016-10-18,51.90510177612305
2016-10-19,51.7880744934082
2016-10-20,51.53602600097656
2016-10-21,53.70549392700195
2016-10-24,54.9117431640625
2016-10-25,54.902740478515625
2016-10-26,54.578678131103516
2016-10-27,54.10158157348633
2016-10-28,53.894535064697266
2016-10-31,53.93955612182617
2016-11-01,53.831512451171875
2016-11-02,53.49844741821289
2016-11-03,53.3004035949707
2016-11-04,52.85031509399414
2016-11-07,54.389652252197266
2016-11-08,54.434635162353516
2016-11-09,54.16459274291992
2016-11-10,52.8412971496582
2016-11-11,53.129364013671875
2016-11-14,52.31919479370117
2016-11-15,53.35234069824219
2016-11-16,54.05924987792969
2016-11-17,54.956443786621094
2016-11-18,54.69361877441406
2016-11-21,55.15583038330078
2016-11-22,55.39145278930664
2016-11-23,54.73894500732422
2016-11-25,54.85676574707031
2016-11-28,54.92924880981445
2016-11-29,55.36427307128906
2016-11-30,54.61205291748047
2016-12-01,53.65141677856445
2016-12-02,53.69673156738281
2016-12-05,54.57581329345703
2016-12-06,54.33112716674805
2016-12-07,55.6180305480957
2016-12-08,55.29176712036133
2016-12-09,56.16179656982422
2016-12-12,56.343040466308594
2016-12-13,57.077125549316406
2016-12-14,56.80524826049805
2016-12-15,56.71461868286133
2016-12-16,56.460872650146484
2016-12-19,57.657142639160156
2016-12-20,57.58464431762695
2016-12-21,57.58464431762695
2016-12-22,57.593711853027344
2016-12-23,57.312767028808594
2016-12-27,57.34900665283203
2016-12-28,57.086204528808594
2016-12-29,57.004638671875
2016-12-30,56.315860748291016
2017-01-03,56.71461868286133
2017-01-04,56.460872650146484
2017-01-05,56.460872650146484
2017-01-06,56.95025634765625
2017-01-09,56.76898956298828
2017-01-10,56.75086212158203
2017-01-11,57.26744079589844
2017-01-12,56.741817474365234
2017-01-13,56.8233757019043
2017-01-17,56.669307708740234
2017-01-18,56.64212417602539
2017-01-19,56.460872650146484
2017-01-20,56.85962677001953
2017-01-23,57.05900573730469
2017-01-24,57.56652069091797
2017-01-25,57.71152114868164
2017-01-26,58.246219635009766
2017-01-27,59.614688873291016
2017-01-30,59.025611877441406
2017-01-31,58.59062194824219
2017-02-01,57.62089920043945
2017-02-02,57.24932098388672
2017-02-03,57.71152114868164
2017-02-06,57.67527770996094
2017-02-07,57.48495864868164
2017-02-08,57.40338134765625
2017-02-09,58.055904388427734
2017-02-10,58.001529693603516
2017-02-13,58.65404510498047
2017-02-14,58.87287139892578
2017-02-15,58.83639144897461
2017-02-16,58.8272819519043
2017-02-17,58.91845703125
2017-02-21,58.7999153137207
2017-02-22,58.681400299072266
2017-02-23,58.91845703125
2017-02-24,58.91845703125
2017-02-27,58.562870025634766
2017-02-28,58.334922790527344
2017-03-01,59.210227966308594
2017-03-02,58.362300872802734
2017-03-03,58.58110046386719
2017-03-06,58.59934616088867
2017-03-07,58.71786117553711
2017-03-08,59.25581741333008
2017-03-09,59.01876449584961
2017-03-10,59.20110321044922
2017-03-13,59.00051498413086
2017-03-14,58.72700500488281
2017-03-15,59.0369873046875
2017-03-16,58.93669891357422
2017-03-17,59.14641189575195
2017-03-20,59.20110321044922
2017-03-21,58.544639587402344
2017-03-22,59.29227828979492
2017-03-23,59.14641189575195
2017-03-24,59.24668884277344
2017-03-27,59.35611343383789
2017-03-28,59.52934265136719
2017-03-29,59.69344711303711
2017-03-30,59.91229248046875
2017-03-31,60.0490608215332
2017-04-03,59.76641845703125
2017-04-04,59.93053436279297
2017-04-05,59.7755126953125
2017-04-06,59.93053436279297
2017-04-07,59.88493728637695
2017-04-10,59.7481803894043
2017-04-11,59.70258712768555
2017-04-12,59.474639892578125
2017-04-13,59.21933364868164
2017-04-17,59.70258712768555
2017-04-18,59.620513916015625
2017-04-19,59.30141067504883
2017-04-20,59.72080993652344
2017-04-21,60.54140090942383
2017-04-24,61.57171630859375
2017-04-25,61.927284240722656
2017-04-26,61.845237731933594
2017-04-27,62.24641799926758
2017-04-28,62.41965103149414
2017-05-01,63.28583908081055
2017-05-02,63.18553924560547
2017-05-03,62.98493576049805
2017-05-04,62.73876953125
2017-05-05,62.91202163696289
2017-05-08,62.8572883605957
2017-05-09,62.94847869873047
2017-05-10,63.19464111328125
2017-05-11,62.41965103149414
2017-05-12,62.346710205078125
2017-05-15,62.39228820800781
2017-05-16,63.64858627319336
2017-05-17,61.8787956237793
2017-05-18,62.08968734741211
2017-05-19,62.07136917114258
2017-05-22,62.76826095581055
2017-05-23,62.97917556762695
2017-05-24,63.061702728271484
2017-05-25,63.841163635253906
2017-05-26,64.1529312133789
2017-05-30,64.56560516357422
2017-05-31,64.04287719726562
2017-06-01,64.28131866455078
2017-06-02,65.80352020263672
2017-06-05,66.2803955078125
2017-06-06,66.50043487548828
2017-06-07,66.38121032714844
2017-06-08,65.97775268554688
2017-06-09,64.4830551147461
2017-06-12,63.987876892089844
2017-06-13,64.7856674194336
2017-06-14,64.43718719482422
2017-06-15,64.097900390625
2017-06-16,64.18960571289062
2017-06-19,64.98739624023438
2017-06-20,64.10707092285156
2017-06-21,64.43718719482422
2017-06-22,64.42802429199219
2017-06-23,65.2991714477539
2017-06-26,64.6756362915039
2017-06-27,63.465187072753906
2017-06-28,64.00621795654297
2017-06-29,62.80495834350586
2017-06-30,63.20842742919922
2017-07-03,62.51152420043945
2017-07-05,63.3459587097168
2017-07-06,62.8782958984375
2017-07-07,63.694435119628906
2017-07-10,64.1712646484375
2017-07-11,64.1804428100586
2017-07-12,65.2441635131836
2017-07-13,65.81269073486328
2017-07-14,66.73886108398438
2017-07-17,67.26155853271484
2017-07-18,67.21568298339844
2017-07-19,67.72920989990234
2017-07-20,68.05933380126953
2017-07-21,67.66500854492188
2017-07-24,67.49080657958984
2017-07-25,68.03182983398438
2017-07-26,67.90343475341797
2017-07-27,67.08733367919922
2017-07-28,66.97725677490234
2017-07-31,66.66548919677734
2017-08-01,66.55543518066406
2017-08-02,66.26200103759766
2017-08-03,66.16114807128906
2017-08-04,66.64716339111328
2017-08-07,66.390380859375
2017-08-08,66.74801635742188
2017-08-09,66.45458984375
2017-08-10,65.4825668334961
2017-08-11,66.48210144042969
2017-08-14,67.48161315917969
2017-08-15,67.50004577636719
2017-08-16,67.8964614868164
2017-08-17,66.74409484863281
2017-08-18,66.82707214355469
2017-08-21,66.5136489868164
2017-08-22,67.44476318359375
2017-08-23,67.03910827636719
2017-08-24,67.011474609375
2017-08-25,67.13130950927734
2017-08-28,67.14051818847656
2017-08-29,67.34333038330078
2017-08-30,68.22835540771484
2017-08-31,68.928955078125
2017-09-01,68.16378021240234
2017-09-05,67.85958862304688
2017-09-06,67.6659927368164
2017-09-07,68.53256225585938
2017-09-08,68.20067596435547
2017-09-11,68.91973876953125
2017-09-12,68.84599304199219
2017-09-13,69.33457946777344
2017-09-14,68.928955078125
