,EXPE
2015-10-01,114.61531829833984
2015-10-02,117.1958999633789
2015-10-05,118.4670639038086
2015-10-06,116.81358337402344
2015-10-07,117.4921646118164
2015-10-08,117.44437408447266
2015-10-09,119.79557037353516
2015-10-12,121.40125274658203
2015-10-13,122.4334945678711
2015-10-14,116.45995330810547
2015-10-15,119.64264678955078
2015-10-16,121.74533081054688
2015-10-19,124.6795425415039
2015-10-20,123.33190155029297
2015-10-21,123.4274673461914
2015-10-22,121.9365005493164
2015-10-23,119.86247253417969
2015-10-26,122.71064758300781
2015-10-27,121.4872817993164
2015-10-28,120.2352294921875
2015-10-29,121.43949127197266
2015-10-30,130.27076721191406
2015-11-02,129.42010498046875
2015-11-03,130.3567352294922
2015-11-04,128.23497009277344
2015-11-05,131.236083984375
2015-11-06,127.42257690429688
2015-11-09,123.7524185180664
2015-11-10,123.3032455444336
2015-11-11,123.045166015625
2015-11-12,122.28057861328125
2015-11-13,119.6617660522461
2015-11-16,117.10987854003906
2015-11-17,115.7691650390625
2015-11-18,119.99237060546875
2015-11-19,122.66419219970703
2015-11-20,120.9021224975586
2015-11-23,119.62846374511719
2015-11-24,116.1330795288086
2015-11-25,118.383544921875
2015-11-27,118.39311218261719
2015-11-30,117.89513397216797
2015-12-01,119.7433853149414
2015-12-02,117.89513397216797
2015-12-03,117.0907211303711
2015-12-04,120.58611297607422
2015-12-07,119.7433853149414
2015-12-08,120.30839538574219
2015-12-09,119.72422790527344
2015-12-10,120.28924560546875
2015-12-11,117.99089813232422
2015-12-14,119.03473663330078
2015-12-15,124.72311401367188
2015-12-16,125.60416412353516
2015-12-17,123.2196273803711
2015-12-18,120.04983520507812
2015-12-21,120.2605209350586
2015-12-22,122.11833953857422
2015-12-23,120.93086242675781
2015-12-24,121.11280822753906
2015-12-28,120.75846862792969
2015-12-29,122.29071044921875
2015-12-30,120.9212646484375
2015-12-31,119.03473663330078
2016-01-04,115.68299102783203
2016-01-05,114.849853515625
2016-01-06,113.99755859375
2016-01-07,109.94672393798828
2016-01-08,106.69073486328125
2016-01-11,106.48963165283203
2016-01-12,107.15998840332031
2016-01-13,101.86424255371094
2016-01-14,103.10916900634766
2016-01-15,98.40715026855469
2016-01-19,100.85871124267578
2016-01-20,101.77803802490234
2016-01-21,101.8929672241211
2016-01-22,102.58246612548828
2016-01-25,100.75337982177734
2016-01-26,100.4852294921875
2016-01-27,95.31396484375
2016-01-28,94.50955200195312
2016-01-29,96.760009765625
2016-02-01,97.822998046875
2016-02-02,94.52871704101562
2016-02-03,92.22078704833984
2016-02-04,95.66830444335938
2016-02-05,89.57771301269531
2016-02-08,87.6528549194336
2016-02-09,88.7158203125
2016-02-10,90.3533935546875
2016-02-11,98.99130249023438
2016-02-12,97.91876220703125
2016-02-16,100.9736328125
2016-02-17,106.18318176269531
2016-02-18,102.91764068603516
2016-02-19,104.06681823730469
2016-02-22,102.42923736572266
2016-02-23,99.74784088134766
2016-02-24,99.9776840209961
2016-02-25,100.67676544189453
2016-02-26,100.98319244384766
2016-02-29,99.69996643066406
2016-03-01,103.60713958740234
2016-03-02,102.20897674560547
2016-03-03,103.91358184814453
2016-03-04,103.9327163696289
2016-03-07,100.92575073242188
2016-03-08,100.64740753173828
2016-03-09,101.44406127929688
2016-03-10,104.98580169677734
2016-03-11,110.31285858154297
2016-03-14,111.71419525146484
2016-03-15,111.59901428222656
2016-03-16,109.70816040039062
2016-03-17,107.00145721435547
2016-03-18,105.76327514648438
2016-03-21,106.425537109375
2016-03-22,104.54430389404297
2016-03-23,104.61148071289062
2016-03-24,103.36370086669922
2016-03-28,102.3174819946289
2016-03-29,102.93177032470703
2016-03-30,103.46929931640625
2016-03-31,103.48847198486328
2016-04-01,103.85322570800781
2016-04-04,100.91615295410156
2016-04-05,99.86994934082031
2016-04-06,101.49205017089844
2016-04-07,99.40921020507812
2016-04-08,98.83332061767578
2016-04-11,97.8638916015625
2016-04-12,100.36905670166016
2016-04-13,102.62464141845703
2016-04-14,104.44830322265625
2016-04-15,104.77465057373047
2016-04-18,106.56952667236328
2016-04-19,103.23893737792969
2016-04-20,103.93960571289062
2016-04-21,103.98758697509766
2016-04-22,103.19093322753906
2016-04-25,102.15430450439453
2016-04-26,102.35590362548828
2016-04-27,103.44049072265625
2016-04-28,102.69182586669922
2016-04-29,111.11910247802734
2016-05-02,111.8389663696289
2016-05-03,111.31105041503906
2016-05-04,109.52579498291016
2016-05-05,108.02848052978516
2016-05-06,108.61395263671875
2016-05-09,108.07645416259766
2016-05-10,110.39922332763672
2016-05-11,108.12444305419922
2016-05-12,108.4028091430664
2016-05-13,107.42378997802734
2016-05-16,107.42378997802734
2016-05-17,107.13583374023438
2016-05-18,106.31996154785156
2016-05-19,104.1987533569336
2016-05-20,106.05121612548828
2016-05-23,105.77286529541016
2016-05-24,108.86062622070312
2016-05-25,108.70673370361328
2016-05-26,107.56204223632812
2016-05-27,108.01415252685547
2016-05-31,107.00411224365234
2016-06-01,106.38851165771484
2016-06-02,106.86944580078125
2016-06-03,105.8017349243164
2016-06-06,105.58047485351562
2016-06-07,106.44622802734375
2016-06-08,105.8401870727539
2016-06-09,104.95523834228516
2016-06-10,102.73318481445312
2016-06-13,100.35725402832031
2016-06-14,101.0017318725586
2016-06-15,100.36686706542969
2016-06-16,100.3764877319336
2016-06-17,100.17449951171875
2016-06-20,103.10835266113281
2016-06-21,103.28150177001953
2016-06-22,103.86827087402344
2016-06-23,105.71515655517578
2016-06-24,97.88511657714844
2016-06-27,94.6915283203125
2016-06-28,97.33682250976562
2016-06-29,100.21295928955078
2016-06-30,102.25224304199219
2016-07-01,103.6085433959961
2016-07-05,101.89632415771484
2016-07-06,102.15605163574219
2016-07-07,103.47388458251953
2016-07-08,105.26306915283203
2016-07-11,107.0426025390625
2016-07-12,109.08187866210938
2016-07-13,109.90912628173828
2016-07-14,110.74600219726562
2016-07-15,110.25542449951172
2016-07-18,111.1307601928711
2016-07-19,111.70791625976562
2016-07-20,112.72755432128906
2016-07-21,112.14078521728516
2016-07-22,112.73717498779297
2016-07-25,113.13156127929688
2016-07-26,113.1604232788086
2016-07-27,112.73717498779297
2016-07-28,114.72835540771484
2016-07-29,112.20811462402344
2016-08-01,112.90070343017578
2016-08-02,109.22615814208984
2016-08-03,108.27385711669922
2016-08-04,109.18767547607422
2016-08-05,108.91834259033203
2016-08-08,109.74559020996094
2016-08-09,109.4474105834961
2016-08-10,110.02455139160156
2016-08-11,110.42858123779297
2016-08-12,111.65982818603516
2016-08-15,112.44861602783203
2016-08-16,111.85221099853516
2016-08-17,111.02495574951172
2016-08-18,111.04420471191406
2016-08-19,110.62095642089844
2016-08-22,109.64940643310547
2016-08-23,109.52407836914062
2016-08-24,107.87541961669922
2016-08-25,108.22249603271484
2016-08-26,107.36443328857422
2016-08-29,105.86042785644531
2016-08-30,105.17587280273438
2016-08-31,105.20481872558594
2016-09-01,109.0709457397461
2016-09-02,108.0296859741211
2016-09-06,109.82295227050781
2016-09-07,109.5722885131836
2016-09-08,109.97721099853516
2016-09-09,107.11376953125
2016-09-12,109.4951400756836
2016-09-13,107.55728149414062
2016-09-14,107.31622314453125
2016-09-15,107.88508605957031
2016-09-16,103.96109771728516
2016-09-19,102.31246185302734
2016-09-20,103.78755187988281
2016-09-21,104.1442642211914
2016-09-22,104.88665008544922
2016-09-23,105.96646118164062
2016-09-26,105.17587280273438
2016-09-27,109.04199981689453
2016-09-28,111.82833099365234
2016-09-29,114.15186309814453
2016-09-30,112.53214263916016
2016-10-03,112.82137298583984
2016-10-04,114.84602355957031
2016-10-05,114.86531066894531
2016-10-06,114.27719116210938
2016-10-07,113.54444885253906
2016-10-10,114.5085678100586
2016-10-11,113.4962387084961
2016-10-12,114.52784729003906
2016-10-13,114.43143463134766
2016-10-14,116.46574401855469
2016-10-17,117.41057586669922
2016-10-18,118.42290496826172
2016-10-19,120.21617889404297
2016-10-20,120.18726348876953
2016-10-21,123.00248718261719
2016-10-24,123.1085205078125
2016-10-25,123.39775848388672
2016-10-26,121.0356674194336
2016-10-27,121.88409423828125
2016-10-28,126.91682434082031
2016-10-31,124.59326934814453
2016-11-01,121.46952819824219
2016-11-02,118.58680725097656
2016-11-03,120.79463958740234
2016-11-04,120.71751403808594
2016-11-07,121.95158386230469
2016-11-08,122.45292663574219
2016-11-09,120.27400970458984
2016-11-10,119.19420623779297
2016-11-11,116.85139465332031
2016-11-14,114.88457489013672
2016-11-15,119.36788940429688
2016-11-16,120.97183227539062
2016-11-17,122.30520629882812
2016-11-18,121.42597198486328
2016-11-21,122.18927764892578
2016-11-22,123.26178741455078
2016-11-23,122.10231018066406
2016-11-25,122.98158264160156
2016-11-28,121.6675033569336
2016-11-29,120.87519073486328
2016-11-30,119.86066436767578
2016-12-01,117.88955688476562
2016-12-02,116.91365051269531
2016-12-05,119.5128173828125
2016-12-06,119.5901107788086
2016-12-07,119.37755584716797
2016-12-08,118.84613037109375
2016-12-09,119.87032318115234
2016-12-12,116.18900299072266
2016-12-13,115.9764175415039
2016-12-14,112.45934295654297
2016-12-15,113.01010131835938
2016-12-16,112.7202377319336
2016-12-19,112.29508972167969
2016-12-20,113.13571166992188
2016-12-21,110.98102569580078
2016-12-22,110.53656005859375
2016-12-23,110.01478576660156
2016-12-27,109.79256439208984
2016-12-28,109.63795471191406
2016-12-29,110.12108612060547
2016-12-30,109.4543685913086
2017-01-03,108.64276123046875
2017-01-04,109.89885711669922
2017-01-05,110.81675720214844
2017-01-06,112.51732635498047
2017-01-09,113.33861541748047
2017-01-10,113.64781188964844
2017-01-11,113.24199676513672
2017-01-12,114.02464294433594
2017-01-13,114.79761505126953
2017-01-17,114.57539367675781
2017-01-18,115.30972290039062
2017-01-19,114.82660675048828
2017-01-20,115.87013244628906
2017-01-23,115.9377670288086
2017-01-24,116.1600112915039
2017-01-25,116.77839660644531
2017-01-26,117.1358871459961
2017-01-27,117.87989044189453
2017-01-30,117.42576599121094
2017-01-31,117.4837417602539
2017-02-01,116.69142150878906
2017-02-02,116.51750183105469
2017-02-03,117.42576599121094
2017-02-06,117.92820739746094
2017-02-07,118.20838928222656
2017-02-08,118.69152069091797
2017-02-09,119.08767700195312
2017-02-10,118.50794219970703
2017-02-13,115.46431732177734
2017-02-14,115.62857055664062
2017-02-15,116.7977066040039
2017-02-16,115.802490234375
2017-02-17,115.37737274169922
2017-02-21,115.36769104003906
2017-02-22,116.488525390625
2017-02-23,115.58992767333984
2017-02-24,115.13578796386719
2017-02-27,114.6816635131836
2017-02-28,115.01986694335938
2017-03-01,116.38223266601562
2017-03-02,114.90390014648438
2017-03-03,116.06338500976562
2017-03-06,117.38711547851562
2017-03-07,118.5298843383789
2017-03-08,120.6024169921875
2017-03-09,120.7767333984375
2017-03-10,121.79361724853516
2017-03-13,123.33345794677734
2017-03-14,123.63368225097656
2017-03-15,125.39627838134766
2017-03-16,126.60684967041016
2017-03-17,127.0620346069336
2017-03-20,125.77397918701172
2017-03-21,123.57559967041016
2017-03-22,123.6530532836914
2017-03-23,123.03324890136719
2017-03-24,123.73052978515625
2017-03-27,123.76927947998047
2017-03-28,124.96048736572266
2017-03-29,125.57061004638672
2017-03-30,125.37694549560547
2017-03-31,122.19068145751953
2017-04-03,122.16162872314453
2017-04-04,121.07694244384766
2017-04-05,121.02851104736328
2017-04-06,121.70645904541016
2017-04-07,122.50059509277344
2017-04-10,124.40846252441406
2017-04-11,125.0476303100586
2017-04-12,125.20260620117188
2017-04-13,124.08888244628906
2017-04-17,126.22915649414062
2017-04-18,126.35505676269531
2017-04-19,126.8199234008789
2017-04-20,127.76899719238281
2017-04-21,127.81745147705078
2017-04-24,129.90933227539062
2017-04-25,131.1586151123047
2017-04-26,131.46853637695312
2017-04-27,131.90432739257812
2017-04-28,129.50257873535156
2017-05-01,132.2917022705078
2017-05-02,134.60633850097656
2017-05-03,134.741943359375
2017-05-04,136.64981079101562
2017-05-05,135.9525146484375
2017-05-08,135.16807556152344
2017-05-09,135.00340270996094
2017-05-10,135.4198455810547
2017-05-11,135.4488983154297
2017-05-12,135.40048217773438
2017-05-15,138.50926208496094
2017-05-16,140.78509521484375
2017-05-17,135.98158264160156
2017-05-18,136.8047332763672
2017-05-19,137.12432861328125
2017-05-22,138.0153350830078
2017-05-23,138.3452911376953
2017-05-24,139.4320526123047
2017-05-25,141.2272186279297
2017-05-26,140.2957000732422
2017-05-30,139.87843322753906
2017-05-31,139.51939392089844
2017-06-01,142.440185546875
2017-06-02,142.03265380859375
2017-06-05,143.48818969726562
2017-06-06,142.51783752441406
2017-06-07,142.02291870117188
2017-06-08,144.79818725585938
2017-06-09,139.3350372314453
2017-06-12,140.00457763671875
2017-06-13,141.59597778320312
2017-06-14,142.8283233642578
2017-06-15,141.372802734375
2017-06-16,141.87738037109375
2017-06-19,143.9927978515625
2017-06-20,143.3135223388672
2017-06-21,145.03111267089844
2017-06-22,147.49583435058594
2017-06-23,149.85377502441406
2017-06-26,147.4763946533203
2017-06-27,143.50759887695312
2017-06-28,145.62301635742188
2017-06-29,143.72108459472656
2017-06-30,144.53616333007812
2017-07-03,143.3523406982422
2017-07-05,145.70062255859375
2017-07-06,144.25477600097656
2017-07-07,145.3415985107422
2017-07-10,145.53567504882812
2017-07-11,145.49685668945312
2017-07-12,147.8257598876953
2017-07-13,148.36915588378906
2017-07-14,149.6015167236328
2017-07-17,148.20419311523438
2017-07-18,149.019287109375
2017-07-19,150.86297607421875
2017-07-20,150.0478973388672
2017-07-21,149.37831115722656
2017-07-24,150.0284881591797
2017-07-25,149.9896697998047
2017-07-26,152.28941345214844
2017-07-27,149.6791229248047
2017-07-28,154.7735595703125
2017-07-31,151.83334350585938
2017-08-01,148.16539001464844
2017-08-02,148.5923309326172
2017-08-03,149.1260223388672
2017-08-04,146.86508178710938
2017-08-07,144.70114135742188
2017-08-08,141.59597778320312
2017-08-09,143.51731872558594
2017-08-10,139.2961883544922
2017-08-11,140.2277374267578
2017-08-14,143.20680236816406
2017-08-15,142.7022247314453
2017-08-16,144.37118530273438
2017-08-17,139.8687286376953
2017-08-18,139.45150756835938
2017-08-21,140.73233032226562
2017-08-22,143.53282165527344
2017-08-23,143.9995574951172
2017-08-24,145.79844665527344
2017-08-25,145.13723754882812
2017-08-28,138.59312438964844
2017-08-29,140.01280212402344
2017-08-30,139.47796630859375
2017-08-31,144.2620849609375
2017-09-01,144.1356658935547
2017-09-05,143.53282165527344
2017-09-06,140.4017333984375
2017-09-07,139.9933319091797
2017-09-08,137.50404357910156
2017-09-11,140.13916015625
2017-09-12,141.34495544433594
2017-09-13,141.6366729736328
2017-09-14,139.4196319580078
2017-09-15,138.2041778564453
2017-09-18,138.23333740234375
