,GM
2014-05-08,26.490327835083008
2014-05-09,26.019058227539062
2014-05-12,26.467519760131836
2014-05-13,26.718366622924805
2014-05-14,26.558740615844727
2014-05-15,26.11786460876465
2014-05-16,25.84422492980957
2014-05-19,26.034257888793945
2014-05-20,25.137304306030273
2014-05-21,25.43375587463379
2014-05-22,25.403348922729492
2014-05-23,25.5629825592041
2014-05-27,25.798614501953125
2014-05-28,26.292694091796875
2014-05-29,26.186275482177734
2014-05-30,26.28508949279785
2014-06-02,26.497928619384766
2014-06-03,26.801977157592773
2014-06-04,27.759735107421875
2014-06-05,27.569700241088867
2014-06-06,28.01425552368164
2014-06-09,27.975934982299805
2014-06-10,27.8992862701416
2014-06-11,27.684669494628906
2014-06-12,27.224788665771484
2014-06-13,27.30910873413086
2014-06-16,27.638681411743164
2014-06-17,27.868627548217773
2014-06-18,27.82264518737793
2014-06-19,27.876285552978516
2014-06-20,27.76132583618164
2014-06-23,28.106225967407227
2014-06-24,28.037248611450195
2014-06-25,28.42814826965332
2014-06-26,28.282514572143555
2014-06-27,28.067914962768555
2014-06-30,27.82264518737793
2014-07-01,28.811378479003906
2014-07-02,28.926349639892578
2014-07-03,28.926349639892578
2014-07-07,28.69640350341797
2014-07-08,28.8037166595459
2014-07-09,29.102636337280273
2014-07-10,28.934009552001953
2014-07-11,29.08730697631836
2014-07-14,28.895689010620117
2014-07-15,28.8037166595459
2014-07-16,28.72706413269043
2014-07-17,28.435813903808594
2014-07-18,28.67341423034668
2014-07-21,28.68874740600586
2014-07-22,28.941669464111328
2014-07-23,28.67341423034668
2014-07-24,27.39341926574707
2014-07-25,26.8798828125
2014-07-28,26.749588012695312
2014-07-29,26.40467071533203
2014-07-30,26.297374725341797
2014-07-31,25.92180824279785
2014-08-01,25.63054656982422
2014-08-04,25.760854721069336
2014-08-05,25.569232940673828
2014-08-06,25.599891662597656
2014-08-07,25.37761688232422
2014-08-08,25.699535369873047
2014-08-11,25.90648078918457
2014-08-12,25.829832077026367
2014-08-13,26.021448135375977
2014-08-14,26.021448135375977
2014-08-15,25.9371337890625
2014-08-18,26.36635971069336
2014-08-19,26.496658325195312
2014-08-20,26.46600341796875
2014-08-21,26.519643783569336
2014-08-22,26.243730545043945
2014-08-25,26.57330322265625
2014-08-26,26.711265563964844
2014-08-27,26.603961944580078
2014-08-28,26.580968856811523
2014-08-29,26.672945022583008
2014-09-02,26.672945022583008
2014-09-03,26.42000389099121
2014-09-04,26.542644500732422
2014-09-05,26.504314422607422
2014-09-08,25.70022201538086
2014-09-09,25.56878089904785
2014-09-10,25.73888397216797
2014-09-11,25.986303329467773
2014-09-12,25.723421096801758
2014-09-15,26.00175666809082
2014-09-16,26.0636043548584
2014-09-17,26.17184829711914
2014-09-18,26.31102752685547
2014-09-19,26.241437911987305
2014-09-22,25.854854583740234
2014-09-23,25.684757232666016
2014-09-24,26.01722526550293
2014-09-25,25.41414451599121
2014-09-26,25.646093368530273
2014-09-29,24.911582946777344
2014-09-30,24.695098876953125
2014-10-01,25.120342254638672
2014-10-02,25.653831481933594
2014-10-03,26.102275848388672
2014-10-06,26.094539642333984
2014-10-07,24.563657760620117
2014-10-08,24.880659103393555
2014-10-09,23.991512298583984
2014-10-10,23.41936683654785
2014-10-13,23.032777786254883
2014-10-14,23.280197143554688
2014-10-15,22.955463409423828
2014-10-16,23.148761749267578
2014-10-17,23.38071060180664
2014-10-20,23.45802116394043
2014-10-21,23.8446044921875
2014-10-22,24.208005905151367
2014-10-23,23.914194107055664
2014-10-24,23.226072311401367
2014-10-27,23.25699806213379
2014-10-28,24.09975242614746
2014-10-29,23.751827239990234
2014-10-30,23.798219680786133
2014-10-31,24.277584075927734
2014-11-03,24.10748863220215
2014-11-04,23.829145431518555
2014-11-05,23.759565353393555
2014-11-06,24.25439453125
2014-11-07,24.424489974975586
2014-11-10,24.061098098754883
2014-11-11,24.238929748535156
2014-11-12,24.293052673339844
2014-11-13,24.47087860107422
2014-11-14,24.579126358032227
2014-11-17,24.981172561645508
2014-11-18,24.950246810913086
2014-11-19,24.857467651367188
2014-11-20,24.84200668334961
2014-11-21,24.84200668334961
2014-11-24,24.888389587402344
2014-11-25,24.9193172454834
2014-11-26,24.795608520507812
2014-11-28,25.847122192382812
2014-12-01,25.468273162841797
2014-12-02,25.71567726135254
2014-12-03,26.009496688842773
2014-12-04,25.584247589111328
2014-12-05,26.233707427978516
2014-12-08,25.49264907836914
2014-12-09,25.594057083129883
2014-12-10,24.938796997070312
2014-12-11,25.11040496826172
2014-12-12,24.62677001953125
2014-12-15,24.18212890625
2014-12-16,23.971511840820312
2014-12-17,24.299135208129883
2014-12-18,24.767175674438477
2014-12-19,25.594057083129883
2014-12-22,25.921676635742188
2014-12-23,26.179107666015625
2014-12-24,26.07769775390625
2014-12-26,26.311710357666016
2014-12-29,26.990375518798828
2014-12-30,27.37260627746582
2014-12-31,27.232200622558594
2015-01-02,27.17759132385254
2015-01-05,26.779756546020508
2015-01-06,27.185394287109375
2015-01-07,27.95765495300293
2015-01-08,28.238489151000977
2015-01-09,27.762653350830078
2015-01-12,27.95765495300293
2015-01-13,27.497421264648438
2015-01-14,26.756351470947266
2015-01-15,26.07769775390625
2015-01-16,26.272708892822266
2015-01-20,26.467727661132812
2015-01-21,26.4365291595459
2015-01-22,26.381925582885742
2015-01-23,26.32731819152832
2015-01-26,26.288314819335938
2015-01-27,26.069894790649414
2015-01-28,25.617462158203125
2015-01-29,25.867076873779297
2015-01-30,25.445837020874023
2015-02-02,25.828073501586914
2015-02-03,26.506732940673828
2015-02-04,27.949861526489258
2015-02-05,28.277488708496094
2015-02-06,28.082469940185547
2015-02-09,28.082469940185547
2015-02-10,29.268177032470703
2015-02-11,29.385183334350586
2015-02-12,29.658214569091797
2015-02-13,29.346179962158203
2015-02-17,29.04976463317871
2015-02-18,29.01074981689453
2015-02-19,29.2603702545166
2015-02-20,29.369598388671875
2015-02-23,29.400789260864258
2015-02-24,29.447595596313477
2015-02-25,29.533397674560547
2015-02-26,29.299381256103516
2015-02-27,29.104368209838867
2015-03-02,29.338394165039062
2015-03-03,29.486595153808594
2015-03-04,29.307186126708984
2015-03-05,29.338394165039062
2015-03-06,28.73773193359375
2015-03-09,29.61858367919922
2015-03-10,29.532068252563477
2015-03-11,29.712955474853516
2015-03-12,30.224166870117188
2015-03-13,29.92529296875
2015-03-16,30.34214210510254
2015-03-17,30.11406707763672
2015-03-18,30.279212951660156
2015-03-19,30.397186279296875
2015-03-20,30.570215225219727
2015-03-23,30.349998474121094
2015-03-24,29.76800537109375
2015-03-25,29.39836311340332
2015-03-26,29.37477684020996
2015-03-27,29.343320846557617
2015-03-30,29.63431739807129
2015-03-31,29.49274253845215
2015-04-01,28.8950252532959
2015-04-02,28.706268310546875
2015-04-06,28.83209991455078
2015-04-07,28.100688934326172
2015-04-08,28.399547576904297
2015-04-09,28.541107177734375
2015-04-10,28.761327743530273
2015-04-13,28.627622604370117
2015-04-14,28.6905460357666
2015-04-15,29.052324295043945
2015-04-16,29.162431716918945
2015-04-17,28.816375732421875
2015-04-20,29.186019897460938
2015-04-21,29.225351333618164
2015-04-22,29.225351333618164
2015-04-23,28.250118255615234
2015-04-24,27.99058723449707
2015-04-27,28.140005111694336
2015-04-28,28.09282875061035
2015-04-29,27.927663803100586
2015-04-30,27.573749542236328
2015-05-01,27.856882095336914
2015-05-04,27.841150283813477
2015-05-05,27.534421920776367
2015-05-06,27.34567642211914
2015-05-07,27.43218994140625
2015-05-08,27.77823829650879
2015-05-11,27.699588775634766
2015-05-12,27.32208251953125
2015-05-13,27.369272232055664
2015-05-14,27.251296997070312
2015-05-15,27.455781936645508
2015-05-18,27.565885543823242
2015-05-19,27.620943069458008
2015-05-20,27.542287826538086
2015-05-21,27.982723236083984
2015-05-22,28.077096939086914
2015-05-26,27.935522079467773
2015-05-27,28.163610458374023
2015-05-28,28.61975860595703
2015-05-29,28.28944969177246
2015-06-01,28.45459747314453
2015-06-02,28.486059188842773
2015-06-03,28.265851974487305
2015-06-04,27.951257705688477
2015-06-05,27.620943069458008
2015-06-08,27.803699493408203
2015-06-09,28.018245697021484
2015-06-10,28.280471801757812
2015-06-11,28.248687744140625
2015-06-12,28.375822067260742
2015-06-15,28.17716407775879
2015-06-16,28.296367645263672
2015-06-17,28.455291748046875
2015-06-18,28.765188217163086
2015-06-19,28.693668365478516
2015-06-22,28.757238388061523
2015-06-23,28.844655990600586
2015-06-24,27.938783645629883
2015-06-25,27.573265075683594
2015-06-26,27.318984985351562
2015-06-29,26.405166625976562
2015-06-30,26.484636306762695
2015-07-01,26.254192352294922
2015-07-02,26.405166625976562
2015-07-06,25.944292068481445
2015-07-07,26.111164093017578
2015-07-08,24.78415298461914
2015-07-09,24.64112091064453
2015-07-10,24.951017379760742
2015-07-13,25.17351531982422
2015-07-14,25.245027542114258
2015-07-15,24.97486114501953
2015-07-16,24.323270797729492
2015-07-17,24.355060577392578
2015-07-20,24.235868453979492
2015-07-21,24.148454666137695
2015-07-22,24.07693862915039
2015-07-23,25.030481338500977
2015-07-24,24.68085289001465
2015-07-27,24.67290496826172
2015-07-28,24.887449264526367
2015-07-29,25.388059616088867
2015-07-30,25.35627555847168
2015-07-31,25.038433074951172
2015-08-03,25.17351531982422
2015-08-04,25.04637336730957
2015-08-05,25.109941482543945
2015-08-06,25.31654167175293
2015-08-07,25.221187591552734
2015-08-10,25.380115509033203
2015-08-11,24.49808692932129
2015-08-12,24.52986717224121
2015-08-13,24.68085289001465
2015-08-14,25.022537231445312
2015-08-17,25.117887496948242
2015-08-18,25.197355270385742
2015-08-19,25.13378143310547
2015-08-20,24.50603675842285
2015-08-21,23.52070426940918
2015-08-24,22.090394973754883
2015-08-25,21.677186965942383
2015-08-26,22.328781127929688
2015-08-27,22.71019172668457
2015-08-28,23.043935775756836
2015-08-31,23.393566131591797
2015-09-01,22.75787353515625
2015-09-02,23.210800170898438
2015-09-03,23.13134765625
2015-09-04,22.948583602905273
2015-09-08,23.743200302124023
2015-09-09,23.53660011291504
2015-09-10,24.131851196289062
2015-09-11,24.252511978149414
2015-09-14,24.711017608642578
2015-09-15,24.928203582763672
2015-09-16,25.09712791442871
2015-09-17,25.185609817504883
2015-09-18,24.542091369628906
2015-09-21,24.630577087402344
2015-09-22,24.15598487854004
2015-09-23,23.906618118286133
2015-09-24,23.68138885498047
2015-09-25,23.657258987426758
2015-09-28,22.9735164642334
2015-09-29,23.448118209838867
2015-09-30,24.147939682006836
2015-10-01,24.670795440673828
2015-10-02,25.523452758789062
2015-10-05,25.547588348388672
2015-10-06,25.917613983154297
2015-10-07,26.585256576538086
2015-10-08,26.89092254638672
2015-10-09,26.504819869995117
2015-10-12,26.561126708984375
2015-10-13,26.649612426757812
2015-10-14,26.810489654541016
2015-10-15,26.802444458007812
2015-10-16,26.665695190429688
2015-10-19,26.73809242248535
2015-10-20,26.931142807006836
2015-10-21,28.491668701171875
2015-10-22,28.491668701171875
2015-10-23,28.918004989624023
2015-10-26,28.69276237487793
2015-10-27,28.129695892333984
2015-10-28,28.330795288085938
2015-10-29,27.952730178833008
2015-10-30,28.081436157226562
2015-11-02,28.612321853637695
2015-11-03,28.781251907348633
2015-11-04,28.491668701171875
2015-11-05,28.507761001586914
2015-11-06,28.75712013244629
2015-11-09,28.69276237487793
2015-11-10,28.652551651000977
2015-11-11,28.59624481201172
2015-11-12,28.226221084594727
2015-11-13,27.598796844482422
2015-11-16,28.290569305419922
2015-11-17,28.3227481842041
2015-11-18,29.328235626220703
2015-11-19,29.07082748413086
2015-11-20,29.231712341308594
2015-11-23,29.0225772857666
2015-11-24,29.13519287109375
2015-11-25,29.231712341308594
2015-11-27,29.255844116210938
2015-11-30,29.119098663330078
2015-12-01,29.1673641204834
2015-12-02,28.741037368774414
2015-12-03,28.531888961791992
2015-12-04,29.159320831298828
2015-12-07,29.062793731689453
2015-12-08,28.539928436279297
2015-12-09,28.51580238342285
2015-12-10,28.66059684753418
2015-12-11,27.791851043701172
2015-12-14,27.66313934326172
2015-12-15,27.783803939819336
2015-12-16,28.56415557861328
2015-12-17,27.726898193359375
2015-12-18,27.369239807128906
2015-12-21,27.499298095703125
2015-12-22,27.873218536376953
2015-12-23,28.271522521972656
2015-12-24,28.12520408630371
2015-12-28,28.05205535888672
2015-12-29,28.04392433166504
2015-12-30,27.90573501586914
2015-12-31,27.64562225341797
2016-01-04,27.076616287231445
2016-01-05,26.36128807067871
2016-01-06,25.41836166381836
2016-01-07,24.377891540527344
2016-01-08,24.00397300720215
2016-01-11,24.5892391204834
2016-01-12,24.62987518310547
2016-01-13,24.784326553344727
2016-01-14,24.62987518310547
2016-01-15,24.03648567199707
2016-01-19,23.898300170898438
2016-01-20,23.914560317993164
2016-01-21,24.020225524902344
2016-01-22,23.800758361816406
2016-01-25,23.76011085510254
2016-01-26,24.101511001586914
2016-01-27,23.743850708007812
2016-01-28,23.58940887451172
2016-01-29,24.0933895111084
2016-02-01,24.475439071655273
2016-02-02,24.101511001586914
2016-02-03,23.50812530517578
2016-02-04,23.280519485473633
2016-02-05,23.199230194091797
2016-02-08,23.313034057617188
2016-02-09,22.65460968017578
2016-02-10,22.524551391601562
2016-02-11,21.866132736206055
2016-02-12,22.524551391601562
2016-02-16,23.23175048828125
2016-02-17,23.792627334594727
2016-02-18,23.59754180908203
2016-02-19,23.39432144165039
2016-02-22,24.085256576538086
2016-02-23,23.882043838500977
2016-02-24,23.443092346191406
2016-02-25,23.97958755493164
2016-02-26,24.085256576538086
2016-02-29,23.930810928344727
2016-03-01,24.394153594970703
2016-03-02,24.507949829101562
2016-03-03,25.255786895751953
2016-03-04,25.499650955200195
2016-03-07,25.678478240966797
2016-03-08,24.938766479492188
2016-03-09,25.136306762695312
2016-03-10,25.366762161254883
2016-03-11,25.72890853881836
2016-03-14,25.663063049316406
2016-03-15,25.556066513061523
2016-03-16,26.08282470703125
2016-03-17,26.305055618286133
2016-03-18,26.305055618286133
2016-03-21,26.403818130493164
2016-03-22,26.255666732788086
2016-03-23,25.770063400268555
2016-03-24,25.48198890686035
2016-03-28,25.531370162963867
2016-03-29,25.671295166015625
2016-03-30,25.50667953491211
2016-03-31,25.868833541870117
2016-04-01,25.07868766784668
2016-04-04,24.609542846679688
2016-04-05,24.362627029418945
2016-04-06,24.642465591430664
2016-04-07,24.2144775390625
2016-04-08,24.173322677612305
2016-04-11,24.305011749267578
2016-04-12,24.453161239624023
2016-04-13,25.33384132385254
2016-04-14,25.284452438354492
2016-04-15,25.15276527404785
2016-04-18,25.770063400268555
2016-04-19,26.31328582763672
2016-04-20,26.494354248046875
2016-04-21,26.881196975708008
2016-04-22,26.486125946044922
2016-04-25,26.296817779541016
2016-04-26,26.494354248046875
2016-04-27,26.46966552734375
2016-04-28,26.700119018554688
2016-04-29,26.173358917236328
2016-05-02,26.132205963134766
2016-05-03,25.72067642211914
2016-05-04,25.17745590209961
2016-05-05,25.136306762695312
2016-05-06,25.48198890686035
2016-05-09,25.33384132385254
2016-05-10,25.8029842376709
2016-05-11,25.58076286315918
2016-05-12,25.663063049316406
2016-05-13,25.119840621948242
2016-05-16,25.24329948425293
2016-05-17,25.210378646850586
2016-05-18,25.30915069580078
2016-05-19,24.955228805541992
2016-05-20,25.160993576049805
2016-05-23,25.17745590209961
2016-05-24,25.556066513061523
2016-05-25,26.049896240234375
2016-05-26,25.75360107421875
2016-05-27,25.835905075073242
2016-05-31,25.74536895751953
2016-06-01,24.872920989990234
2016-06-02,24.905841827392578
2016-06-03,24.362627029418945
2016-06-06,24.683616638183594
2016-06-07,24.881155014038086
2016-06-08,24.647762298583984
2016-06-09,24.47271728515625
2016-06-10,24.222660064697266
2016-06-13,24.239328384399414
2016-06-14,24.03094482421875
2016-06-15,24.055950164794922
2016-06-16,24.18931770324707
2016-06-17,24.364362716674805
2016-06-20,24.714445114135742
2016-06-21,24.59775161743164
2016-06-22,24.439380645751953
2016-06-23,24.856151580810547
2016-06-24,23.63084602355957
2016-06-27,22.930673599243164
2016-06-28,23.12238883972168
2016-06-29,23.48080825805664
2016-06-30,23.589168548583984
2016-07-01,24.080955505371094
2016-07-05,23.48080825805664
2016-07-06,23.672527313232422
2016-07-07,23.955930709838867
2016-07-08,24.722780227661133
2016-07-11,25.114543914794922
2016-07-12,25.506311416625977
2016-07-13,25.53131675720215
2016-07-14,25.639678955078125
2016-07-15,25.64801788330078
2016-07-18,25.731365203857422
2016-07-19,26.048110961914062
2016-07-20,26.24816131591797
2016-07-21,26.698266983032227
2016-07-22,26.80663299560547
2016-07-25,26.723276138305664
2016-07-26,26.798295974731445
2016-07-27,26.689937591552734
2016-07-28,25.831388473510742
2016-07-29,26.289836883544922
2016-08-01,26.089786529541016
2016-08-02,24.947837829589844
2016-08-03,25.206233978271484
2016-08-04,25.289587020874023
2016-08-05,25.673019409179688
2016-08-08,25.73969841003418
2016-08-09,25.898075103759766
2016-08-10,26.048110961914062
2016-08-11,26.464876174926758
2016-08-12,26.31484603881836
2016-08-15,26.556570053100586
2016-08-16,26.431541442871094
2016-08-17,26.548233032226562
2016-08-18,26.298175811767578
2016-08-19,26.531564712524414
2016-08-22,26.56490707397461
2016-08-23,26.58991050720215
2016-08-24,26.489885330200195
2016-08-25,26.289836883544922
2016-08-26,26.28150177001953
2016-08-29,26.514894485473633
2016-08-30,26.3981990814209
2016-08-31,26.60658073425293
2016-09-01,26.506553649902344
2016-09-02,26.80663299560547
2016-09-06,26.773292541503906
2016-09-07,26.899816513061523
2016-09-08,26.747983932495117
2016-09-09,25.7104549407959
2016-09-12,26.300918579101562
2016-09-13,26.09847640991211
2016-09-14,25.904468536376953
2016-09-15,26.250307083129883
2016-09-16,26.123777389526367
2016-09-19,26.75642204284668
2016-09-20,26.69737434387207
2016-09-21,27.085390090942383
2016-09-22,27.321578979492188
2016-09-23,27.093828201293945
2016-09-26,26.823894500732422
2016-09-27,26.655197143554688
2016-09-28,26.908252716064453
2016-09-29,26.553974151611328
2016-09-30,26.79859733581543
2016-10-03,27.02634620666504
2016-10-04,27.136001586914062
2016-10-05,27.566198348999023
2016-10-06,27.439666748046875
2016-10-07,27.279399871826172
2016-10-10,27.1191349029541
2016-10-11,26.899816513061523
2016-10-12,26.722681045532227
2016-10-13,26.579282760620117
2016-10-14,26.882949829101562
2016-10-17,26.6214542388916
2016-10-18,26.486495971679688
2016-10-19,26.866077423095703
2016-10-20,26.781723022460938
2016-10-21,27.02634620666504
2016-10-24,27.81925392150879
2016-10-25,26.655197143554688
2016-10-26,26.638324737548828
2016-10-27,26.42745018005371
2016-10-28,26.419010162353516
2016-10-31,26.655197143554688
2016-11-01,26.553974151611328
2016-11-02,26.52866554260254
2016-11-03,26.208133697509766
2016-11-04,26.284048080444336
2016-11-07,27.00947380065918
2016-11-08,26.764854431152344
2016-11-09,26.11534309387207
2016-11-10,27.608369827270508
2016-11-11,28.696517944335938
2016-11-14,28.072309494018555
2016-11-15,28.198837280273438
2016-11-16,28.03013038635254
2016-11-17,28.190404891967773
2016-11-18,27.836122512817383
2016-11-21,27.844558715820312
2016-11-22,28.519372940063477
2016-11-23,28.561548233032227
2016-11-25,28.89052391052246
2016-11-28,28.721818923950195
2016-11-29,29.160449981689453
2016-11-30,29.126707077026367
2016-12-01,30.729398727416992
2016-12-02,29.86900520324707
2016-12-05,29.792266845703125
2016-12-06,29.903112411499023
2016-12-07,30.951894760131836
2016-12-08,31.054218292236328
2016-12-09,32.11152267456055
2016-12-12,31.634033203125
2016-12-13,31.8557186126709
2016-12-14,30.653453826904297
2016-12-15,30.900733947753906
2016-12-16,31.011579513549805
2016-12-19,31.03717613220215
2016-12-20,31.21622657775879
2016-12-21,31.054218292236328
2016-12-22,30.431766510009766
2016-12-23,30.431766510009766
2016-12-27,30.303869247436523
2016-12-28,29.97132110595703
2016-12-29,29.962797164916992
2016-12-30,29.707000732421875
2017-01-03,29.97132110595703
2017-01-04,31.625499725341797
2017-01-05,31.028640747070312
2017-01-06,30.687576293945312
2017-01-09,30.704622268676758
2017-01-10,31.84718894958496
2017-01-11,32.358795166015625
2017-01-12,31.983617782592773
2017-01-13,31.838668823242188
2017-01-17,31.813093185424805
2017-01-18,31.949522018432617
2017-01-19,31.8045654296875
2017-01-20,31.557294845581055
2017-01-23,31.250329971313477
2017-01-24,31.548763275146484
2017-01-25,32.64017105102539
2017-01-26,31.992158889770508
2017-01-27,31.557294845581055
2017-01-30,30.977476119995117
2017-01-31,31.21622657775879
2017-02-01,30.815467834472656
2017-02-02,30.46587371826172
2017-02-03,30.977476119995117
2017-02-06,31.403818130493164
2017-02-07,29.92868995666504
2017-02-08,29.962797164916992
2017-02-09,29.91163444519043
2017-02-10,29.988374710083008
2017-02-13,30.286808013916016
2017-02-14,31.753398895263672
2017-02-15,31.61697769165039
2017-02-16,31.574342727661133
2017-02-17,31.736351013183594
2017-02-21,32.23942565917969
2017-02-22,32.26500701904297
2017-02-23,31.761932373046875
2017-02-24,31.463499069213867
2017-02-27,31.778989791870117
2017-02-28,31.41234016418457
2017-03-01,31.915414810180664
2017-03-02,32.19679641723633
2017-03-03,32.5975341796875
2017-03-06,32.32468795776367
2017-03-07,31.992158889770508
2017-03-08,32.1041374206543
2017-03-09,31.725128173828125
2017-03-10,31.725128173828125
2017-03-13,31.759572982788086
2017-03-14,31.837106704711914
2017-03-15,31.949077606201172
2017-03-16,31.940467834472656
2017-03-17,31.29442024230957
2017-03-20,30.76035499572754
2017-03-21,29.761146545410156
2017-03-22,29.623313903808594
2017-03-23,29.511333465576172
2017-03-24,29.76974868774414
2017-03-27,29.898969650268555
2017-03-28,30.631149291992188
2017-03-29,30.613922119140625
2017-03-30,30.501937866210938
2017-03-31,30.45886993408203
2017-04-03,29.43381690979004
2017-04-04,29.51995277404785
2017-04-05,29.28736686706543
2017-04-06,29.42520523071289
2017-04-07,29.037572860717773
2017-04-10,29.261537551879883
2017-04-11,29.218460083007812
2017-04-12,29.235694885253906
2017-04-13,28.761924743652344
2017-04-17,29.20124053955078
2017-04-18,29.02033805847168
2017-04-19,29.106483459472656
2017-04-20,29.37351417541504
2017-04-21,29.0720272064209
2017-04-24,29.20985221862793
2017-04-25,29.27876853942871
2017-04-26,29.614707946777344
2017-04-27,29.75252342224121
2017-04-28,29.838672637939453
2017-05-01,29.459659576416016
2017-05-02,28.598264694213867
2017-05-03,28.839447021484375
2017-05-04,28.555187225341797
2017-05-05,29.089256286621094
2017-05-08,29.261537551879883
2017-05-09,29.511333465576172
2017-05-10,29.485496520996094
2017-05-11,29.382125854492188
2017-05-12,28.96004295349121
2017-05-15,29.13231658935547
2017-05-16,28.787769317626953
2017-05-17,27.926366806030273
2017-05-18,27.96944236755371
2017-05-19,28.18479347229004
2017-05-22,28.35706901550293
2017-05-23,28.61549186706543
2017-05-24,28.598264694213867
2017-05-25,28.081422805786133
2017-05-26,28.486282348632812
2017-05-30,28.88252067565918
2017-05-31,29.227075576782227
2017-06-01,29.657777786254883
2017-06-02,29.67499542236328
2017-06-05,29.683618545532227
2017-06-06,29.657777786254883
2017-06-07,29.91036605834961
2017-06-08,29.710033416748047
2017-06-09,29.91036605834961
2017-06-12,30.206514358520508
2017-06-13,30.058439254760742
2017-06-14,30.14554214477539
2017-06-15,30.13681983947754
2017-06-16,29.866817474365234
2017-06-19,29.9190731048584
2017-06-20,29.962627410888672
2017-06-21,29.727455139160156
2017-06-22,29.77971839904785
2017-06-23,29.78843116760254
2017-06-26,30.0671443939209
2017-06-27,29.797136306762695
2017-06-28,30.119407653808594
2017-06-29,30.363283157348633
2017-06-30,30.42426300048828
2017-07-03,30.981698989868164
2017-07-05,30.493940353393555
2017-07-06,30.371999740600586
2017-07-07,30.432973861694336
2017-07-10,30.65071678161621
2017-07-11,30.833633422851562
2017-07-12,30.920726776123047
2017-07-13,31.234302520751953
2017-07-14,31.661094665527344
2017-07-17,31.687217712402344
2017-07-18,31.730772018432617
2017-07-19,31.765609741210938
2017-07-20,31.713350296020508
2017-07-21,31.417207717895508
2017-07-24,31.199451446533203
2017-07-25,30.981698989868164
2017-07-26,31.025253295898438
2017-07-27,31.30397605895996
2017-07-28,31.15590476989746
2017-07-31,31.33882713317871
2017-08-01,30.276187896728516
2017-08-02,30.32845115661621
2017-08-03,30.284896850585938
2017-08-04,30.72040557861328
2017-08-07,30.746532440185547
2017-08-08,30.82492446899414
2017-08-09,30.729114532470703
2017-08-10,30.380704879760742
2017-08-11,30.42426300048828
2017-08-14,30.894609451293945
2017-08-15,30.955570220947266
2017-08-16,31.138486862182617
2017-08-17,30.4852294921875
2017-08-18,30.33716583251953
2017-08-21,30.406835556030273
2017-08-22,30.746532440185547
2017-08-23,30.912023544311523
2017-08-24,30.93815803527832
2017-08-25,31.007829666137695
2017-08-28,30.929441452026367
2017-08-29,30.93815803527832
2017-08-30,31.199451446533203
2017-08-31,31.826581954956055
2017-09-01,32.540809631347656
2017-09-05,32.42758560180664
2017-09-06,32.810821533203125
2017-09-07,32.47646713256836
2017-09-08,32.55564880371094
2017-09-11,32.86360549926758
2017-09-12,33.3387451171875
2017-09-13,33.62031173706055
2017-09-14,34.13064193725586
