,KMB
2014-09-22,73.51016235351562
2014-09-23,72.69086456298828
2014-09-24,74.3226089477539
2014-09-25,73.18926239013672
2014-09-26,73.6330337524414
2014-09-29,73.67401885986328
2014-09-30,73.44188690185547
2014-10-01,72.88204956054688
2014-10-02,72.92300415039062
2014-10-03,73.53064727783203
2014-10-06,72.93665313720703
2014-10-07,73.03223419189453
2014-10-08,74.56156921386719
2014-10-09,74.04270935058594
2014-10-10,74.02906799316406
2014-10-13,72.77960968017578
2014-10-14,72.64991760253906
2014-10-15,71.96720123291016
2014-10-16,71.7145767211914
2014-10-17,72.5475082397461
2014-10-20,73.76276397705078
2014-10-21,75.94070434570312
2014-10-22,76.91018676757812
2014-10-23,76.4732437133789
2014-10-24,77.2174301147461
2014-10-27,77.3471450805664
2014-10-28,77.64752960205078
2014-10-29,77.44955444335938
2014-10-30,77.57243347167969
2014-10-31,78.0162353515625
2014-11-03,79.29873657226562
2014-11-04,80.58049774169922
2014-11-05,79.95384979248047
2014-11-06,80.50218963623047
2014-11-07,80.6374740600586
2014-11-10,81.12167358398438
2014-11-11,80.73002624511719
2014-11-12,80.73715209960938
2014-11-13,81.22848510742188
2014-11-14,80.21733093261719
2014-11-17,80.9294204711914
2014-11-18,80.89380645751953
2014-11-19,81.06471252441406
2014-11-20,80.2742919921875
2014-11-21,80.90094757080078
2014-11-24,80.4808120727539
2014-11-25,81.06471252441406
2014-11-26,81.29259490966797
2014-11-28,83.02297973632812
2014-12-01,82.53877258300781
2014-12-02,82.75949096679688
2014-12-03,82.2717514038086
2014-12-04,82.20001220703125
2014-12-05,81.7983627319336
2014-12-08,81.855712890625
2014-12-09,81.55445098876953
2014-12-10,81.1742935180664
2014-12-11,81.7983627319336
2014-12-12,80.8228530883789
2014-12-15,80.58612823486328
2014-12-16,80.62200164794922
2014-12-17,81.66923522949219
2014-12-18,82.78102111816406
2014-12-19,83.08942413330078
2014-12-22,83.5269775390625
2014-12-23,84.62442779541016
2014-12-24,84.47377014160156
2014-12-26,84.83963012695312
2014-12-29,84.23710632324219
2014-12-30,84.17253112792969
2014-12-31,82.8742446899414
2015-01-02,82.88143157958984
2015-01-05,82.40804290771484
2015-01-06,81.61185455322266
2015-01-07,82.17852783203125
2015-01-08,83.914306640625
2015-01-09,83.16118621826172
2015-01-12,83.03206634521484
2015-01-13,83.26160430908203
2015-01-14,83.36917877197266
2015-01-15,83.36917877197266
2015-01-16,84.38771057128906
2015-01-20,84.30164337158203
2015-01-21,84.34468078613281
2015-01-22,85.34170532226562
2015-01-23,80.08403778076172
2015-01-26,78.79295349121094
2015-01-27,79.40980529785156
2015-01-28,78.63514709472656
2015-01-29,79.0583267211914
2015-01-30,77.43729400634766
2015-02-02,78.97944641113281
2015-02-03,79.02247619628906
2015-02-04,78.80013275146484
2015-02-05,78.91487884521484
2015-02-06,78.21914672851562
2015-02-09,77.62377166748047
2015-02-10,78.34107208251953
2015-02-11,78.39847564697266
2015-02-12,79.02967071533203
2015-02-13,79.6178207397461
2015-02-17,79.8115005493164
2015-02-18,80.11991119384766
2015-02-19,79.37395477294922
2015-02-20,79.5891342163086
2015-02-23,79.61064910888672
2015-02-24,79.18028259277344
2015-02-25,79.01528930664062
2015-02-26,78.83600616455078
2015-02-27,78.65666198730469
2015-03-02,79.19462585449219
2015-03-03,79.0870361328125
2015-03-04,78.35675811767578
2015-03-05,78.42182922363281
2015-03-06,77.23605346679688
2015-03-09,77.380615234375
2015-03-10,75.75377655029297
2015-03-11,75.30547332763672
2015-03-12,76.41902160644531
2015-03-13,76.49129486083984
2015-03-16,76.95403289794922
2015-03-17,76.11531829833984
2015-03-18,77.40235900878906
2015-03-19,77.18543243408203
2015-03-20,78.43630981445312
2015-03-23,78.8050537109375
2015-03-24,78.45075988769531
2015-03-25,77.69878387451172
2015-03-26,76.87451171875
2015-03-27,76.9106674194336
2015-03-30,77.90119934082031
2015-03-31,77.44570922851562
2015-04-01,77.2577133178711
2015-04-02,77.380615234375
2015-04-06,77.69878387451172
2015-04-07,77.33726501464844
2015-04-08,77.48186492919922
2015-04-09,77.55418395996094
2015-04-10,77.26495361328125
2015-04-13,77.35894775390625
2015-04-14,77.83616638183594
2015-04-15,77.80726623535156
2015-04-16,77.85785675048828
2015-04-17,77.20710754394531
2015-04-20,77.62646484375
2015-04-21,81.81293487548828
2015-04-22,80.87297058105469
2015-04-23,80.76449584960938
2015-04-24,80.72111511230469
2015-04-27,80.6343765258789
2015-04-28,80.93080139160156
2015-04-29,80.05592346191406
2015-04-30,79.31118774414062
2015-05-01,80.28730010986328
2015-05-04,79.85346221923828
2015-05-05,79.10150909423828
2015-05-06,79.43411254882812
2015-05-07,79.30394744873047
2015-05-08,80.04866790771484
2015-05-11,79.47749328613281
2015-05-12,79.35456848144531
2015-05-13,79.82453918457031
2015-05-14,80.70665740966797
2015-05-15,80.83682250976562
2015-05-18,81.01034545898438
2015-05-19,81.29956817626953
2015-05-20,81.03201293945312
2015-05-21,80.85851287841797
2015-05-22,80.43914031982422
2015-05-26,79.47025299072266
2015-05-27,79.77392578125
2015-05-28,79.34009552001953
2015-05-29,78.7110366821289
2015-06-01,78.92071533203125
2015-06-02,78.35675811767578
2015-06-03,78.71393585205078
2015-06-04,77.87561798095703
2015-06-05,77.08106994628906
2015-06-08,76.89153289794922
2015-06-09,77.16123962402344
2015-06-10,78.07975769042969
2015-06-11,78.29115295410156
2015-06-12,77.81002044677734
2015-06-15,77.05919647216797
2015-06-16,77.92666625976562
2015-06-17,78.4806900024414
2015-06-18,79.60328674316406
2015-06-19,79.31897735595703
2015-06-22,79.43563842773438
2015-06-23,78.99097442626953
2015-06-24,78.93262481689453
2015-06-25,78.37133026123047
2015-06-26,78.65562438964844
2015-06-29,77.35807037353516
2015-06-30,77.24871826171875
2015-07-01,78.61918640136719
2015-07-02,78.4004898071289
2015-07-06,78.43695068359375
2015-07-07,80.01880645751953
2015-07-08,79.47935485839844
2015-07-09,79.23881530761719
2015-07-10,79.98236083984375
2015-07-13,80.8133773803711
2015-07-14,80.87896728515625
2015-07-15,81.06120300292969
2015-07-16,81.66626739501953
2015-07-17,81.93598175048828
2015-07-20,82.32963562011719
2015-07-21,82.00159454345703
2015-07-22,81.79019165039062
2015-07-23,81.37468719482422
2015-07-24,81.52777862548828
2015-07-27,81.9068374633789
2015-07-28,82.58474731445312
2015-07-29,82.73786163330078
2015-07-30,83.5178451538086
2015-07-31,83.80943298339844
2015-08-03,84.33431243896484
2015-08-04,84.56027221679688
2015-08-05,85.73390197753906
2015-08-06,85.0413818359375
2015-08-07,85.07782745361328
2015-08-10,85.21632385253906
2015-08-11,85.02680206298828
2015-08-12,84.3051528930664
2015-08-13,84.39990997314453
2015-08-14,84.67691040039062
2015-08-17,84.72794342041016
2015-08-18,84.58943176269531
2015-08-19,84.10102081298828
2015-08-20,83.1387939453125
2015-08-21,81.21431732177734
2015-08-24,77.54759216308594
2015-08-25,75.33881378173828
2015-08-26,77.40177917480469
2015-08-27,78.53170013427734
2015-08-28,78.15264892578125
2015-08-31,77.65695190429688
2015-09-01,75.83454895019531
2015-09-02,77.04023742675781
2015-09-03,77.66513061523438
2015-09-04,76.10655212402344
2015-09-08,77.91511535644531
2015-09-09,76.36387634277344
2015-09-10,76.20947265625
2015-09-11,76.49620819091797
2015-09-14,76.29769134521484
2015-09-15,77.66513061523438
2015-09-16,78.85614776611328
2015-09-17,79.28255462646484
2015-09-18,79.28992462158203
2015-09-21,79.96629333496094
2015-09-22,79.28255462646484
2015-09-23,79.29727172851562
2015-09-24,79.525146484375
2015-09-25,79.92216491699219
2015-09-28,78.52529907226562
2015-09-29,79.20903015136719
2015-09-30,80.1647720336914
2015-10-01,79.9442138671875
2015-10-02,80.23828887939453
2015-10-05,82.35562896728516
2015-10-06,81.9512710571289
2015-10-07,82.36297607421875
2015-10-08,83.66426086425781
2015-10-09,84.34800720214844
2015-10-12,84.86262512207031
2015-10-13,84.58328247070312
2015-10-14,84.33328247070312
2015-10-15,85.37725067138672
2015-10-16,86.22271728515625
2015-10-19,86.34768676757812
2015-10-20,86.17859649658203
2015-10-21,86.81819152832031
2015-10-22,88.8105697631836
2015-10-23,89.13407897949219
2015-10-26,89.20756530761719
2015-10-27,88.98703002929688
2015-10-28,88.85466766357422
2015-10-29,89.523681640625
2015-10-30,88.00924682617188
2015-11-02,89.36930847167969
2015-11-03,88.97967529296875
2015-11-04,88.1195068359375
2015-11-05,88.13418579101562
2015-11-06,87.178466796875
2015-11-09,86.76676940917969
2015-11-10,87.42841339111328
2015-11-11,87.75189971923828
2015-11-12,86.5241470336914
2015-11-13,86.25212097167969
2015-11-16,87.87689208984375
2015-11-17,87.61958312988281
2015-11-18,88.91351318359375
2015-11-19,89.4428482055664
2015-11-20,88.39149475097656
2015-11-23,89.391357421875
2015-11-24,89.03848266601562
2015-11-25,88.5679702758789
2015-11-27,88.84732818603516
2015-11-30,87.5975112915039
2015-12-01,89.05318450927734
2015-12-02,88.69772338867188
2015-12-03,87.57203674316406
2015-12-04,89.8307876586914
2015-12-07,90.43064880371094
2015-12-08,90.02333068847656
2015-12-09,89.07540130615234
2015-12-10,89.11241912841797
2015-12-11,88.27558898925781
2015-12-14,90.83056640625
2015-12-15,92.15616607666016
2015-12-16,93.2521743774414
2015-12-17,93.19295501708984
2015-12-18,91.4896469116211
2015-12-21,92.51162719726562
2015-12-22,93.5854721069336
2015-12-23,94.096435546875
2015-12-24,93.963134765625
2015-12-28,94.96290588378906
2015-12-29,95.93303680419922
2015-12-30,95.85157775878906
2015-12-31,94.27417755126953
2016-01-04,93.66690063476562
2016-01-05,95.5923843383789
2016-01-06,95.54796600341797
2016-01-07,93.94831848144531
2016-01-08,92.7412109375
2016-01-11,93.09666442871094
2016-01-12,93.40772247314453
2016-01-13,92.91152954101562
2016-01-14,94.2075424194336
2016-01-15,92.83747100830078
2016-01-19,93.22256469726562
2016-01-20,91.60074615478516
2016-01-21,92.53384399414062
2016-01-22,93.84465026855469
2016-01-25,90.86016082763672
2016-01-26,92.48942565917969
2016-01-27,91.97843933105469
2016-01-28,93.51142120361328
2016-01-29,95.10362243652344
2016-02-01,95.54055786132812
2016-02-02,94.79998779296875
2016-02-03,96.54771423339844
2016-02-04,95.3479995727539
2016-02-05,95.64423370361328
2016-02-08,95.85157775878906
2016-02-09,96.85874938964844
2016-02-10,96.24409484863281
2016-02-11,93.62248229980469
2016-02-12,95.25912475585938
2016-02-16,95.31839752197266
2016-02-17,96.64401245117188
2016-02-18,96.08856201171875
2016-02-19,96.59214782714844
2016-02-22,97.28829193115234
2016-02-23,97.40675354003906
2016-02-24,98.0140380859375
2016-02-25,98.86570739746094
2016-02-26,97.23644256591797
2016-02-29,96.49588775634766
2016-03-01,97.48825073242188
2016-03-02,98.12217712402344
2016-03-03,98.16690063476562
2016-03-04,98.84554290771484
2016-03-07,98.1370620727539
2016-03-08,98.703857421875
2016-03-09,98.42048645019531
2016-03-10,98.35331726074219
2016-03-11,99.30046844482422
2016-03-14,100.47136688232422
2016-03-15,100.40422821044922
2016-03-16,100.8516845703125
2016-03-17,101.4333724975586
2016-03-18,101.08290100097656
2016-03-21,100.87407684326172
2016-03-22,99.66592407226562
2016-03-23,99.91947174072266
2016-03-24,99.59879302978516
2016-03-28,100.1134033203125
2016-03-29,100.6727294921875
2016-03-30,101.20967864990234
2016-03-31,100.31475830078125
2016-04-01,101.57511138916016
2016-04-04,101.6198501586914
2016-04-05,101.61238861083984
2016-04-06,102.37310791015625
2016-04-07,101.91072082519531
2016-04-08,102.53715515136719
2016-04-11,102.35819244384766
2016-04-12,103.01449584960938
2016-04-13,101.1723861694336
2016-04-14,101.45579528808594
2016-04-15,101.7764892578125
2016-04-18,101.91072082519531
2016-04-19,102.25376892089844
2016-04-20,101.16492462158203
2016-04-21,98.25637817382812
2016-04-22,94.62445831298828
2016-04-25,94.12479400634766
2016-04-26,92.33489990234375
2016-04-27,93.74444580078125
2016-04-28,94.14714813232422
2016-04-29,93.36408996582031
2016-05-02,93.386474609375
2016-05-03,94.06511688232422
2016-05-04,95.40750885009766
2016-05-05,94.98243713378906
2016-05-06,95.40006256103516
2016-05-09,95.55668640136719
2016-05-10,96.37704467773438
2016-05-11,96.0787353515625
2016-05-12,96.99602508544922
2016-05-13,96.34719848632812
2016-05-16,96.63805389404297
2016-05-17,94.28140258789062
2016-05-18,94.05768585205078
2016-05-19,94.5647964477539
2016-05-20,94.01290893554688
2016-05-23,93.93089294433594
2016-05-24,94.53495788574219
2016-05-25,94.87056732177734
2016-05-26,95.40006256103516
2016-05-27,95.7953109741211
2016-05-31,94.7437515258789
2016-06-01,95.44478607177734
2016-06-02,95.459716796875
2016-06-03,97.0109634399414
2016-06-06,97.07806396484375
2016-06-07,97.10042572021484
2016-06-08,97.47598266601562
2016-06-09,98.15946960449219
2016-06-10,98.37730407714844
2016-06-13,97.82898712158203
2016-06-14,99.45134735107422
2016-06-15,99.17345428466797
2016-06-16,99.93204498291016
2016-06-17,99.44383239746094
2016-06-20,99.80436706542969
2016-06-21,99.92452239990234
2016-06-22,100.01466369628906
2016-06-23,100.61554718017578
2016-06-24,98.45240783691406
2016-06-27,98.20454406738281
2016-06-28,100.28504943847656
2016-06-29,101.17134857177734
2016-06-30,103.25934600830078
2016-07-01,102.89881896972656
2016-07-05,103.60484313964844
2016-07-06,102.71104431152344
2016-07-07,100.81079864501953
2016-07-08,102.11770629882812
2016-07-11,102.25289154052734
2016-07-12,101.25394439697266
2016-07-13,101.93744659423828
2016-07-14,102.0651626586914
2016-07-15,102.27545166015625
2016-07-18,101.47925567626953
2016-07-19,101.51683044433594
2016-07-20,100.40522003173828
2016-07-21,100.16487884521484
2016-07-22,101.1187515258789
2016-07-25,99.5865478515625
2016-07-26,99.35369873046875
2016-07-27,98.01676177978516
2016-07-28,97.75389862060547
2016-07-29,97.30323028564453
2016-08-01,98.2496109008789
2016-08-02,98.2496109008789
2016-08-03,96.80753326416016
2016-08-04,97.73886108398438
2016-08-05,97.19055938720703
2016-08-08,97.31075286865234
2016-08-09,97.63370513916016
2016-08-10,97.82898712158203
2016-08-11,96.84508514404297
2016-08-12,96.75494384765625
2016-08-15,96.86758422851562
2016-08-16,95.78602600097656
2016-08-17,95.80107116699219
2016-08-18,95.7259521484375
2016-08-19,95.22273254394531
2016-08-22,95.68087768554688
2016-08-23,96.62725830078125
2016-08-24,96.61971282958984
2016-08-25,96.4394760131836
2016-08-26,96.31929779052734
2016-08-29,96.67984008789062
2016-08-30,96.251708984375
2016-08-31,96.18412017822266
2016-09-01,96.22917938232422
2016-09-02,96.75494384765625
2016-09-06,97.08538055419922
2016-09-07,96.13227081298828
2016-09-08,95.24720764160156
2016-09-09,93.0156021118164
2016-09-12,93.52244567871094
2016-09-13,92.58441162109375
2016-09-14,92.19107818603516
2016-09-15,92.62223815917969
2016-09-16,92.14567565917969
2016-09-19,92.41799926757812
2016-09-20,93.40142059326172
2016-09-21,94.51341247558594
2016-09-22,96.24573516845703
2016-09-23,95.86751556396484
2016-09-26,94.94463348388672
2016-09-27,95.08079528808594
2016-09-28,95.67839813232422
2016-09-29,94.72522735595703
2016-09-30,95.42120361328125
2016-10-03,94.37726593017578
2016-10-04,93.06855773925781
2016-10-05,92.7659683227539
2016-10-06,93.2198715209961
2016-10-07,93.05342102050781
2016-10-10,92.4104232788086
2016-10-11,91.82794189453125
2016-10-12,92.19862365722656
2016-10-13,92.0094985961914
2016-10-14,91.15467834472656
2016-10-17,91.29843139648438
2016-10-18,91.18495178222656
2016-10-19,90.9353256225586
2016-10-20,90.14859771728516
2016-10-21,90.45874786376953
2016-10-24,86.16954803466797
2016-10-25,86.03339385986328
2016-10-26,85.98043823242188
2016-10-27,86.10145568847656
2016-10-28,86.6537094116211
2016-10-31,86.54777526855469
2016-11-01,86.23763275146484
2016-11-02,85.8972396850586
2016-11-03,85.9728775024414
2016-11-04,84.98945617675781
2016-11-07,86.22250366210938
2016-11-08,87.35720825195312
2016-11-09,87.27400970458984
2016-11-10,84.8381576538086
2016-11-11,85.41310119628906
2016-11-14,85.54923248291016
2016-11-15,86.13929748535156
2016-11-16,85.73835754394531
2016-11-17,84.99703979492188
2016-11-18,85.56438446044922
2016-11-21,86.08633422851562
2016-11-22,86.64610290527344
2016-11-23,86.66128540039062
2016-11-25,87.62955474853516
2016-11-28,88.63565063476562
2016-11-29,88.12879943847656
2016-11-30,87.45555877685547
2016-12-01,86.24519348144531
2016-12-02,86.32083892822266
2016-12-05,85.95774841308594
2016-12-06,86.53264617919922
2016-12-07,87.19612121582031
2016-12-08,86.47928619384766
2016-12-09,87.40203094482422
2016-12-12,87.53166961669922
2016-12-13,87.95870971679688
2016-12-14,87.40203094482422
2016-12-15,87.9968490600586
2016-12-16,88.6450424194336
2016-12-19,87.60030364990234
2016-12-20,87.25714111328125
2016-12-21,87.40203094482422
2016-12-22,87.7146987915039
2016-12-23,87.56216430664062
2016-12-27,87.7833251953125
2016-12-28,87.05122375488281
2016-12-29,87.76045227050781
2016-12-30,87.0283432006836
2017-01-03,87.3639144897461
2017-01-04,87.8366928100586
2017-01-05,88.46966552734375
2017-01-06,88.78996276855469
2017-01-09,87.42491912841797
2017-01-10,87.21135711669922
2017-01-11,87.24949645996094
2017-01-12,87.28763580322266
2017-01-13,87.38677215576172
2017-01-17,88.48492431640625
2017-01-18,88.76710510253906
2017-01-19,88.38578033447266
2017-01-20,88.62982177734375
2017-01-23,89.20941162109375
2017-01-24,92.87749481201172
2017-01-25,93.03766632080078
2017-01-26,93.15206146240234
2017-01-27,92.25981903076172
2017-01-30,91.96237182617188
2017-01-31,92.37419128417969
2017-02-01,92.28268432617188
2017-02-02,92.58773803710938
2017-02-03,92.68685913085938
2017-02-06,92.45808410644531
2017-02-07,93.3808364868164
2017-02-08,93.74691009521484
2017-02-09,94.2425765991211
2017-02-10,94.21969604492188
2017-02-13,94.128173828125
2017-02-14,93.70875549316406
2017-02-15,94.87554168701172
2017-02-16,96.5609130859375
2017-02-17,100.6103286743164
2017-02-21,102.67696380615234
2017-02-22,102.82190704345703
2017-02-23,102.44818878173828
2017-02-24,101.92962646484375
2017-02-27,101.1441650390625
2017-02-28,101.08313751220703
2017-03-01,101.60933685302734
2017-03-02,102.5701904296875
2017-03-03,101.9219970703125
2017-03-06,101.67797088623047
2017-03-07,101.71611022949219
2017-03-08,101.6700210571289
2017-03-09,101.9465560913086
2017-03-10,102.85302734375
2017-03-13,102.73777770996094
2017-03-14,102.58414459228516
2017-03-15,103.70572662353516
2017-03-16,103.34466552734375
2017-03-17,102.36903381347656
2017-03-20,102.73777770996094
2017-03-21,102.69171142578125
2017-03-22,102.0464096069336
2017-03-23,102.19242095947266
2017-03-24,101.7468490600586
2017-03-27,101.67769622802734
2017-03-28,101.96192169189453
2017-03-29,101.80828094482422
2017-03-30,101.58552551269531
2017-03-31,101.11692810058594
2017-04-03,101.02472686767578
2017-04-04,101.57015991210938
2017-04-05,101.17068481445312
2017-04-06,100.71746063232422
2017-04-07,100.88646697998047
2017-04-10,101.33969116210938
2017-04-11,101.8851089477539
2017-04-12,102.24616241455078
2017-04-13,101.91583251953125
2017-04-17,102.45357513427734
2017-04-18,102.86837768554688
2017-04-19,102.31529998779297
2017-04-20,100.80963897705078
2017-04-21,99.83402252197266
2017-04-24,100.17202758789062
2017-04-25,102.03105926513672
2017-04-26,99.96463012695312
2017-04-27,99.86475372314453
2017-04-28,99.67269897460938
2017-05-01,99.5267562866211
2017-05-02,97.36042785644531
2017-05-03,97.38350677490234
2017-05-04,98.4743423461914
2017-05-05,98.78163146972656
2017-05-08,98.57423400878906
2017-05-09,98.48970031738281
2017-05-10,99.21178436279297
2017-05-11,98.41288757324219
2017-05-12,98.32070922851562
2017-05-15,98.32838439941406
2017-05-16,97.88282775878906
2017-05-17,98.29766082763672
2017-05-18,97.34508514404297
2017-05-19,97.71382904052734
2017-05-22,97.62164306640625
2017-05-23,97.40655517578125
2017-05-24,98.3514404296875
2017-05-25,99.40383911132812
2017-05-26,99.48834991455078
2017-05-30,99.07352447509766
2017-05-31,99.65734100341797
2017-06-01,99.85708618164062
2017-06-02,100.35641479492188
2017-06-05,100.47930908203125
2017-06-06,100.60221099853516
2017-06-07,100.7647476196289
2017-06-08,99.10081481933594
2017-06-09,99.65803527832031
2017-06-12,99.69674682617188
2017-06-13,100.12238311767578
2017-06-14,100.89629364013672
2017-06-15,101.24458312988281
2017-06-16,100.7724838256836
2017-06-19,102.76145935058594
2017-06-20,102.90850830078125
2017-06-21,102.0262451171875
2017-06-22,101.96434020996094
2017-06-23,102.38996887207031
2017-06-26,103.33419036865234
2017-06-27,101.73988342285156
2017-06-28,101.77084350585938
2017-06-29,99.8360366821289
2017-06-30,99.9211654663086
2017-07-03,99.3948974609375
2017-07-05,99.57292175292969
2017-07-06,97.808349609375
2017-07-07,98.13340759277344
2017-07-10,98.29593658447266
2017-07-11,97.3672103881836
2017-07-12,96.50817108154297
2017-07-13,95.88905334472656
2017-07-14,96.36112976074219
2017-07-17,96.50042724609375
2017-07-18,96.40755462646484
2017-07-19,95.92771911621094
2017-07-20,95.74198150634766
2017-07-21,96.95703887939453
2017-07-24,95.81936645507812
2017-07-25,96.49267578125
2017-07-26,94.60433197021484
2017-07-27,96.12895202636719
2017-07-28,94.76683807373047
2017-07-31,95.31632232666016
2017-08-01,94.17868041992188
2017-08-02,93.92327880859375
2017-08-03,94.1709213256836
2017-08-04,93.892333984375
2017-08-07,93.9697036743164
2017-08-08,93.98517608642578
2017-08-09,94.11673736572266
2017-08-10,93.69883728027344
2017-08-11,93.36604309082031
2017-08-14,94.17868041992188
2017-08-15,94.59659576416016
2017-08-16,94.67396545410156
2017-08-17,94.63526916503906
2017-08-18,93.94648742675781
2017-08-21,94.94483947753906
2017-08-22,94.75135803222656
2017-08-23,94.6275405883789
2017-08-24,93.63693237304688
2017-08-25,94.04708862304688
2017-08-28,94.7049331665039
2017-08-29,94.7126693725586
2017-08-30,94.6507568359375
2017-08-31,95.41692352294922
2017-09-01,95.35504150390625
2017-09-05,95.12283325195312
2017-09-06,93.11065673828125
2017-09-07,93.32128143310547
2017-09-08,92.16658782958984
2017-09-11,93.31350708007812
2017-09-12,94.09371185302734
2017-09-13,93.6099853515625
2017-09-14,94.273193359375
2017-09-15,94.48382568359375
2017-09-18,95.08460235595703
