,REG
2021-06-21,56.82654571533203
2021-06-22,56.08853530883789
2021-06-23,56.2795524597168
2021-06-24,56.05379867553711
2021-06-25,56.4879264831543
2021-06-28,55.76728820800781
2021-06-29,55.92357635498047
2021-06-30,55.62837219238281
2021-07-01,56.2795524597168
2021-07-02,56.01039505004883
2021-07-06,55.45471954345703
2021-07-07,54.92509078979492
2021-07-08,54.97718811035156
2021-07-09,56.44451904296875
2021-07-12,57.46904754638672
2021-07-13,56.24481201171875
2021-07-14,56.73102951049805
2021-07-15,56.39242172241211
2021-07-16,56.17536163330078
2021-07-19,53.74428176879883
2021-07-20,56.01039505004883
2021-07-21,57.2432975769043
2021-07-22,55.932247161865234
2021-07-23,56.479244232177734
2021-07-26,56.32296371459961
2021-07-27,56.71366882324219
2021-07-28,56.09722137451172
2021-07-29,56.69630432128906
2021-07-30,56.79180908203125
2021-08-02,56.0624885559082
2021-08-03,55.83674621582031
2021-08-04,54.72538757324219
2021-08-05,56.71366882324219
2021-08-06,57.6513786315918
2021-08-09,56.77444839477539
2021-08-10,57.53850173950195
2021-08-11,57.96394348144531
2021-08-12,57.642704010009766
2021-08-13,57.49509048461914
2021-08-16,56.92204284667969
2021-08-17,56.0624885559082
2021-08-18,55.984352111816406
2021-08-19,55.914886474609375
2021-08-20,56.32296371459961
2021-08-23,56.479244232177734
2021-08-24,56.86126708984375
2021-08-25,58.2591438293457
2021-08-26,57.972625732421875
2021-08-27,59.06661605834961
2021-08-30,59.21421813964844
2021-08-31,59.578880310058594
2021-09-01,59.9088020324707
2021-09-02,60.09114074707031
2021-09-03,60.20400619506836
2021-09-07,59.94353485107422
2021-09-08,59.94353485107422
2021-09-09,59.38786315917969
2021-09-10,57.512451171875
2021-09-13,59.09265899658203
2021-09-14,59.132076263427734
2021-09-15,60.21819305419922
2021-09-16,60.6649055480957
2021-09-17,59.832801818847656
2021-09-20,59.193389892578125
2021-09-21,58.843021392822266
2021-09-22,59.64009475708008
2021-09-23,59.80651092529297
2021-09-24,59.82404327392578
2021-09-27,59.93790054321289
2021-09-28,59.70140838623047
2021-09-29,60.13059616088867
2021-09-30,58.974422454833984
2021-10-01,60.68241500854492
2021-10-04,60.82255554199219
2021-10-05,60.13935470581055
2021-10-06,60.62985610961914
2021-10-07,61.26051712036133
2021-10-08,60.81379699707031
2021-10-11,61.07657241821289
2021-10-12,61.05905532836914
2021-10-13,61.25176239013672
2021-10-14,61.43569564819336
2021-10-15,61.89116668701172
2021-10-18,62.24152374267578
2021-10-19,60.88387680053711
2021-10-20,62.32035446166992
2021-10-21,61.32183074951172
2021-10-22,61.33058547973633
2021-10-25,61.66343688964844
2021-10-26,62.58311080932617
2021-10-27,62.2239990234375
2021-10-28,62.083858489990234
