,MCK
2015-05-26,220.11080932617188
2015-05-27,221.35079956054688
2015-05-28,220.09228515625
2015-05-29,219.52781677246094
2015-06-01,220.490234375
2015-06-02,218.9633331298828
2015-06-03,219.3335418701172
2015-06-04,217.42527770996094
2015-06-05,218.1014862060547
2015-06-08,216.22105407714844
2015-06-09,216.75836181640625
2015-06-10,218.56459045410156
2015-06-11,220.10235595703125
2015-06-12,217.79580688476562
2015-06-15,216.54530334472656
2015-06-16,217.16590881347656
2015-06-17,216.53604125976562
2015-06-18,218.64797973632812
2015-06-19,218.4719696044922
2015-06-22,218.3886260986328
2015-06-23,218.184814453125
2015-06-24,213.54397583007812
2015-06-25,212.43243408203125
2015-06-26,211.1262969970703
2015-06-29,207.7545623779297
2015-06-30,208.24551391601562
2015-07-01,209.1439971923828
2015-07-02,207.73597717285156
2015-07-06,208.03244018554688
2015-07-07,211.4134521484375
2015-07-08,207.97683715820312
2015-07-09,210.18141174316406
2015-07-10,212.64541625976562
2015-07-13,214.37770080566406
2015-07-14,216.60081481933594
2015-07-15,217.16590881347656
2015-07-16,217.70314025878906
2015-07-17,217.18443298339844
2015-07-20,217.26779174804688
2015-07-21,215.3595733642578
2015-07-22,217.80508422851562
2015-07-23,212.5713653564453
2015-07-24,209.9591522216797
2015-07-27,208.1991729736328
2015-07-28,210.0332794189453
2015-07-29,210.13514709472656
2015-07-30,201.34439086914062
2015-07-31,204.31788635253906
2015-08-03,207.0134735107422
2015-08-04,206.4854736328125
2015-08-05,206.93934631347656
2015-08-06,202.2985076904297
2015-08-07,200.2142791748047
2015-08-10,201.3258514404297
2015-08-11,199.63995361328125
2015-08-12,199.32498168945312
2015-08-13,198.5005645751953
2015-08-14,199.4176788330078
2015-08-17,200.3532257080078
2015-08-18,199.6306610107422
2015-08-19,199.6306610107422
2015-08-20,194.98062133789062
2015-08-21,187.60711669921875
2015-08-24,183.22557067871094
2015-08-25,174.55526733398438
2015-08-26,183.3090057373047
2015-08-27,184.21676635742188
2015-08-28,186.266845703125
2015-08-31,183.27987670898438
2015-09-01,181.61013793945312
2015-09-02,182.7418975830078
2015-09-03,180.8588104248047
2015-09-04,178.8644256591797
2015-09-08,181.2483367919922
2015-09-09,178.8922119140625
2015-09-10,180.98867797851562
2015-09-11,183.33558654785156
2015-09-14,182.38014221191406
2015-09-15,185.90501403808594
2015-09-16,189.45785522460938
2015-09-17,189.8845672607422
2015-09-18,188.98475646972656
2015-09-21,186.7306671142578
2015-09-22,184.57859802246094
2015-09-23,183.87359619140625
2015-09-24,182.96450805664062
2015-09-25,178.317138671875
2015-09-28,170.92393493652344
2015-09-29,171.39700317382812
2015-09-30,171.63821411132812
2015-10-01,172.60299682617188
2015-10-02,173.03892517089844
2015-10-05,175.9794921875
2015-10-06,170.68275451660156
2015-10-07,171.591796875
2015-10-08,172.80697631835938
2015-10-09,176.2021484375
2015-10-12,176.8143768310547
2015-10-13,178.0202178955078
2015-10-14,176.04443359375
2015-10-15,179.72711181640625
2015-10-16,181.0814971923828
2015-10-19,180.7474822998047
2015-10-20,175.62693786621094
2015-10-21,173.11306762695312
2015-10-22,168.30809020996094
2015-10-23,173.4285125732422
2015-10-26,175.82174682617188
2015-10-27,168.53065490722656
2015-10-28,169.2078857421875
2015-10-29,172.7699432373047
2015-10-30,165.85911560058594
2015-11-02,167.56597900390625
2015-11-03,170.0983428955078
2015-11-04,168.7346954345703
2015-11-05,172.4823760986328
2015-11-06,170.45083618164062
2015-11-09,169.87570190429688
2015-11-10,171.29501342773438
2015-11-11,170.19110107421875
2015-11-12,167.06495666503906
2015-11-13,166.87020874023438
2015-11-16,169.15219116210938
2015-11-17,172.0556640625
2015-11-18,175.5713653564453
2015-11-19,171.94435119628906
2015-11-20,175.95164489746094
2015-11-23,175.97023010253906
2015-11-24,176.0629425048828
2015-11-25,175.84963989257812
2015-11-27,176.8436737060547
2015-11-30,175.90533447265625
2015-12-01,177.6704559326172
2015-12-02,176.4999237060547
2015-12-03,176.78790283203125
2015-12-04,177.01087951660156
2015-12-07,175.56166076660156
2015-12-08,175.4966278076172
2015-12-09,173.77801513671875
2015-12-10,176.95513916015625
2015-12-11,176.70433044433594
2015-12-14,177.04800415039062
2015-12-15,173.86154174804688
2015-12-16,177.17807006835938
2015-12-17,176.52777099609375
2015-12-18,179.6678009033203
2015-12-21,181.43284606933594
2015-12-22,183.29087829589844
2015-12-23,186.2637176513672
2015-12-24,185.25106811523438
2015-12-28,186.05001831054688
2015-12-29,186.0964813232422
2015-12-30,184.628662109375
2015-12-31,183.22584533691406
2016-01-04,180.8476104736328
2016-01-05,181.61868286132812
2016-01-06,179.38909912109375
2016-01-07,174.4747314453125
2016-01-08,169.4395751953125
2016-01-11,151.93728637695312
2016-01-12,152.3646240234375
2016-01-13,146.63270568847656
2016-01-14,153.07994079589844
2016-01-15,153.28431701660156
2016-01-19,157.4090576171875
2016-01-20,157.9292755126953
2016-01-21,158.3473663330078
2016-01-22,158.09645080566406
2016-01-25,158.0872344970703
2016-01-26,158.84898376464844
2016-01-27,155.0679931640625
2016-01-28,148.75079345703125
2016-01-29,149.5497589111328
2016-02-01,147.96112060546875
2016-02-02,143.9943084716797
2016-02-03,141.55105590820312
2016-02-04,142.88885498046875
2016-02-05,143.3997802734375
2016-02-08,140.70571899414062
2016-02-09,139.702392578125
2016-02-10,142.12709045410156
2016-02-11,139.37722778320312
2016-02-12,140.3062286376953
2016-02-16,141.75543212890625
2016-02-17,144.5238494873047
2016-02-18,144.88623046875
2016-02-19,143.3162078857422
2016-02-22,145.32284545898438
2016-02-23,143.05606079101562
2016-02-24,143.68780517578125
2016-02-25,144.3380889892578
2016-02-26,145.91090393066406
2016-02-29,144.83131408691406
2016-03-01,145.78990173339844
2016-03-02,147.6885223388672
2016-03-03,151.42050170898438
2016-03-04,151.48570251464844
2016-03-07,151.73690795898438
2016-03-08,147.7908477783203
2016-03-09,150.65737915039062
2016-03-10,149.95010375976562
2016-03-11,154.86402893066406
2016-03-14,153.55172729492188
2016-03-15,146.39486694335938
2016-03-16,145.1849822998047
2016-03-17,141.17381286621094
2016-03-18,147.33485412597656
2016-03-21,145.98536682128906
2016-03-22,145.75270080566406
2016-03-23,144.28224182128906
2016-03-24,146.385498046875
2016-03-28,145.6782684326172
2016-03-29,147.85604858398438
2016-03-30,146.7950439453125
2016-03-31,146.3483123779297
2016-04-01,146.49722290039062
2016-04-04,147.2418212890625
2016-04-05,143.96578979492188
2016-04-06,151.89515686035156
2016-04-07,150.07101440429688
2016-04-08,150.95513916015625
2016-04-11,151.12266540527344
2016-04-12,152.93746948242188
2016-04-13,155.88772583007812
2016-04-14,156.90213012695312
2016-04-15,160.79238891601562
2016-04-18,161.9370880126953
2016-04-19,163.64955139160156
2016-04-20,165.23171997070312
2016-04-21,165.6876983642578
2016-04-22,165.8924560546875
2016-04-25,164.87803649902344
2016-04-26,164.88735961914062
2016-04-27,165.59463500976562
2016-04-28,157.59085083007812
2016-04-29,156.185546875
2016-05-02,156.75326538085938
2016-05-03,156.49266052246094
2016-05-04,153.5703582763672
2016-05-05,160.72723388671875
2016-05-06,157.1534423828125
2016-05-09,160.2804718017578
2016-05-10,158.50291442871094
2016-05-11,157.18136596679688
2016-05-12,155.70159912109375
2016-05-13,154.42657470703125
2016-05-16,160.56900024414062
2016-05-17,161.4810791015625
2016-05-18,167.41879272460938
2016-05-19,168.41458129882812
2016-05-20,169.65237426757812
2016-05-23,166.26467895507812
2016-05-24,170.09913635253906
2016-05-25,170.23867797851562
2016-05-26,167.12095642089844
2016-05-27,168.65658569335938
2016-05-31,170.4435272216797
2016-06-01,171.9976806640625
2016-06-02,175.03623962402344
2016-06-03,173.79664611816406
2016-06-06,174.45835876464844
2016-06-07,172.40774536132812
2016-06-08,174.98963928222656
2016-06-09,174.18812561035156
2016-06-10,172.8738250732422
2016-06-13,171.16812133789062
2016-06-14,169.22006225585938
2016-06-15,168.64219665527344
2016-06-16,167.5423126220703
2016-06-17,165.70611572265625
2016-06-20,167.65414428710938
2016-06-21,167.09494018554688
2016-06-22,169.20143127441406
2016-06-23,171.50369262695312
2016-06-24,165.04437255859375
2016-06-27,160.90586853027344
2016-06-28,164.58763122558594
2016-06-29,170.88848876953125
2016-06-30,173.9737548828125
2016-07-01,175.32525634765625
2016-07-05,174.74734497070312
2016-07-06,178.8485565185547
2016-07-07,178.2146759033203
2016-07-08,179.69668579101562
2016-07-11,180.31187438964844
2016-07-12,182.19468688964844
2016-07-13,184.00294494628906
2016-07-14,184.580810546875
2016-07-15,183.7512969970703
2016-07-18,184.2732391357422
2016-07-19,184.52493286132812
2016-07-20,184.9630126953125
2016-07-21,183.15476989746094
2016-07-22,183.2200164794922
2016-07-25,182.69802856445312
2016-07-26,182.94969177246094
2016-07-27,183.5462188720703
2016-07-28,180.3025665283203
2016-07-29,181.3465118408203
2016-08-01,179.04425048828125
2016-08-02,180.38644409179688
2016-08-03,181.88710021972656
2016-08-04,181.27194213867188
2016-08-05,181.43971252441406
2016-08-08,181.84983825683594
2016-08-09,182.958984375
2016-08-10,182.36241149902344
2016-08-11,183.26657104492188
2016-08-12,181.98033142089844
2016-08-15,182.800537109375
2016-08-16,181.7659454345703
2016-08-17,182.483642578125
2016-08-18,181.22528076171875
2016-08-19,180.6846923828125
2016-08-22,180.4983367919922
2016-08-23,179.65943908691406
2016-08-24,176.21075439453125
2016-08-25,170.8512420654297
2016-08-26,170.3758544921875
2016-08-29,171.4104461669922
2016-08-30,170.85971069335938
2016-08-31,172.34393310546875
2016-09-01,171.08372497558594
2016-09-02,170.81298828125
2016-09-06,172.40928649902344
2016-09-07,172.66139221191406
2016-09-08,170.86904907226562
2016-09-09,164.38113403320312
2016-09-12,168.4699249267578
2016-09-13,164.1477813720703
2016-09-14,156.5490264892578
2016-09-15,157.73460388183594
2016-09-16,155.1114044189453
2016-09-19,154.02859497070312
2016-09-20,153.84190368652344
2016-09-21,155.33551025390625
2016-09-22,156.94113159179688
2016-09-23,155.97030639648438
2016-09-26,154.1965789794922
2016-09-27,155.2981414794922
2016-09-28,155.54086303710938
2016-09-29,153.48715209960938
2016-09-30,155.66226196289062
2016-10-03,154.38333129882812
2016-10-04,154.6447296142578
2016-10-05,154.65403747558594
2016-10-06,153.79519653320312
2016-10-07,154.79403686523438
2016-10-10,154.3366241455078
2016-10-11,152.74964904785156
2016-10-12,151.732177734375
2016-10-13,151.29344177246094
2016-10-14,150.29458618164062
2016-10-17,149.9678497314453
2016-10-18,151.32139587402344
2016-10-19,150.4065704345703
2016-10-20,151.1813507080078
2016-10-21,150.32252502441406
2016-10-24,149.61309814453125
2016-10-25,147.9608154296875
2016-10-26,148.026123046875
2016-10-27,149.82781982421875
2016-10-28,115.85749816894531
2016-10-31,118.71400451660156
2016-11-01,120.67440032958984
2016-11-02,126.7982177734375
2016-11-03,120.9731216430664
2016-11-04,122.06527709960938
2016-11-07,125.56597137451172
2016-11-08,121.8319320678711
2016-11-09,132.25918579101562
2016-11-10,137.68292236328125
2016-11-11,133.5194549560547
2016-11-14,134.1355743408203
2016-11-15,133.3700714111328
2016-11-16,132.0724639892578
2016-11-17,132.0724639892578
2016-11-18,130.73756408691406
2016-11-21,131.95115661621094
2016-11-22,131.93246459960938
2016-11-23,131.8765106201172
2016-11-25,133.55674743652344
2016-11-28,133.59413146972656
2016-11-29,132.11627197265625
2016-11-30,134.5107421875
2016-12-01,133.8279266357422
2016-12-02,134.27688598632812
2016-12-05,135.6238250732422
2016-12-06,135.9979248046875
2016-12-07,132.4623565673828
2016-12-08,134.07113647460938
2016-12-09,136.79293823242188
2016-12-12,137.0174560546875
2016-12-13,138.40174865722656
2016-12-14,134.09921264648438
2016-12-15,133.1357879638672
2016-12-16,133.0890350341797
2016-12-19,132.40628051757812
2016-12-20,132.00404357910156
2016-12-21,132.43429565429688
2016-12-22,131.26513671875
2016-12-23,132.05081176757812
2016-12-27,132.88327026367188
2016-12-28,132.37815856933594
2016-12-29,132.61199951171875
2016-12-30,131.3679962158203
2017-01-03,137.8966522216797
2017-01-04,138.97235107421875
2017-01-05,137.0267791748047
2017-01-06,137.41961669921875
2017-01-09,137.34483337402344
2017-01-10,137.3261260986328
2017-01-11,133.94024658203125
2017-01-12,135.32447814941406
2017-01-13,137.662841796875
2017-01-17,138.8319854736328
2017-01-18,140.05726623535156
2017-01-19,137.7657012939453
2017-01-20,140.5623779296875
2017-01-23,139.66444396972656
2017-01-24,138.7198028564453
2017-01-25,141.32937622070312
2017-01-26,129.5908203125
2017-01-27,127.89791107177734
2017-01-30,128.24400329589844
2017-01-31,130.15208435058594
2017-02-01,130.97518920898438
2017-02-02,130.01177978515625
2017-02-03,129.8621063232422
2017-02-06,130.77877807617188
2017-02-07,130.88165283203125
2017-02-08,131.82632446289062
2017-02-09,130.6758575439453
2017-02-10,130.54490661621094
2017-02-13,131.4054718017578
2017-02-14,135.8108367919922
2017-02-15,139.85153198242188
2017-02-16,139.75796508789062
2017-02-17,140.5343475341797
2017-02-21,141.13291931152344
2017-02-22,139.4119110107422
2017-02-23,139.3371124267578
2017-02-24,141.09555053710938
2017-02-27,141.9201202392578
2017-02-28,140.68321228027344
2017-03-01,139.59619140625
2017-03-02,140.71128845214844
2017-03-03,142.9322052001953
2017-03-06,140.78628540039062
2017-03-07,137.9750518798828
2017-03-08,138.5279541015625
2017-03-09,140.0647430419922
2017-03-10,138.37799072265625
2017-03-13,138.73410034179688
2017-03-14,137.85325622558594
2017-03-15,138.93087768554688
2017-03-16,139.46502685546875
2017-03-17,138.62159729003906
2017-03-20,137.90943908691406
2017-03-21,136.8130645751953
2017-03-22,137.1035919189453
2017-03-23,136.64443969726562
2017-03-24,136.46633911132812
2017-03-27,139.15577697753906
2017-03-28,140.44894409179688
2017-03-29,141.826416015625
2017-03-30,140.0740966796875
2017-03-31,138.93087768554688
2017-04-03,136.97238159179688
2017-04-04,136.59751892089844
2017-04-05,135.64173889160156
2017-04-06,135.72608947753906
2017-04-07,134.85458374023438
2017-04-10,136.33514404296875
2017-04-11,136.23207092285156
2017-04-12,134.83578491210938
2017-04-13,134.18930053710938
2017-04-17,135.1450958251953
2017-04-18,128.94168090820312
2017-04-19,127.52664184570312
2017-04-20,128.9978790283203
2017-04-21,127.36735534667969
2017-04-24,127.58287048339844
2017-04-25,126.50521850585938
2017-04-26,127.47042083740234
2017-04-27,130.0567626953125
2017-04-28,129.5882110595703
2017-05-01,129.75689697265625
2017-05-02,130.45033264160156
2017-05-03,129.51329040527344
2017-05-04,133.2708740234375
2017-05-05,132.56808471679688
2017-05-08,132.00587463378906
2017-05-09,133.5239715576172
2017-05-10,134.2174072265625
2017-05-11,136.531982421875
2017-05-12,135.48239135742188
2017-05-15,136.18527221679688
2017-05-16,135.80099487304688
2017-05-17,133.1022491455078
2017-05-18,132.5400390625
2017-05-19,143.3820037841797
2017-05-22,145.64035034179688
2017-05-23,148.9950714111328
2017-05-24,151.08470153808594
2017-05-25,152.1436309814453
2017-05-26,151.056640625
2017-05-30,151.9093475341797
2017-05-31,152.8276824951172
2017-06-01,155.74703979492188
2017-06-02,155.54051208496094
2017-06-05,155.72824096679688
2017-06-06,152.01107788085938
2017-06-07,151.68251037597656
2017-06-08,152.2082061767578
2017-06-09,153.37220764160156
2017-06-12,151.8514862060547
2017-06-13,152.2082061767578
2017-06-14,153.3533935546875
2017-06-15,153.86026000976562
2017-06-16,150.03038024902344
2017-06-19,151.83267211914062
2017-06-20,151.10047912597656
2017-06-21,152.88401794433594
2017-06-22,155.41847229003906
2017-06-23,156.72323608398438
2017-06-26,157.3334197998047
2017-06-27,156.46986389160156
2017-06-28,156.40411376953125
2017-06-29,153.60679626464844
2017-06-30,154.4516143798828
2017-07-03,154.46104431152344
2017-07-05,155.13687133789062
2017-07-06,153.0811309814453
2017-07-07,154.58302307128906
2017-07-10,154.61122131347656
2017-07-11,155.0711212158203
2017-07-12,156.14126586914062
2017-07-13,156.13186645507812
2017-07-14,157.2301788330078
2017-07-17,157.81214904785156
2017-07-18,155.26828002929688
2017-07-19,154.7426300048828
2017-07-20,154.94912719726562
2017-07-21,155.74703979492188
2017-07-24,156.5167236328125
2017-07-25,157.35215759277344
2017-07-26,156.15069580078125
2017-07-27,152.5648651123047
2017-07-28,152.5460968017578
2017-07-31,151.9453582763672
2017-08-01,151.37278747558594
2017-08-02,149.82391357421875
2017-08-03,145.8157196044922
2017-08-04,145.20556640625
2017-08-07,146.13485717773438
2017-08-08,147.61798095703125
2017-08-09,144.81134033203125
2017-08-10,141.80751037597656
2017-08-11,140.79371643066406
2017-08-14,139.93954467773438
2017-08-15,140.10848999023438
2017-08-16,138.58782958984375
2017-08-17,137.82749938964844
2017-08-18,137.04837036132812
2017-08-21,137.17979431152344
2017-08-22,139.18853759765625
2017-08-23,138.16537475585938
2017-08-24,137.8650360107422
2017-08-25,138.531494140625
2017-08-28,139.2354736328125
2017-08-29,138.18418884277344
2017-08-30,138.02420043945312
2017-08-31,140.47987365722656
2017-09-01,140.573974609375
2017-09-05,139.0780029296875
2017-09-06,143.09548950195312
2017-09-07,146.62367248535156
2017-09-08,147.65866088867188
2017-09-11,149.82266235351562
2017-09-12,147.11293029785156
2017-09-13,148.35487365722656
2017-09-14,142.70973205566406
2017-09-15,141.01617431640625
2017-09-18,139.64254760742188
2017-09-19,139.595458984375
2017-09-20,141.29847717285156
2017-09-21,143.54708862304688
2017-09-22,144.90196228027344
2017-09-25,145.37234497070312
2017-09-26,145.72044372558594
2017-09-27,146.7272186279297
2017-09-28,144.6290740966797
2017-09-29,144.5255584716797
2017-10-02,146.07798767089844
2017-10-03,144.88311767578125
2017-10-04,144.5255584716797
2017-10-05,144.6290740966797
2017-10-06,142.34278869628906
2017-10-09,139.37905883789062
2017-10-10,140.573974609375
2017-10-11,141.07261657714844
2017-10-12,141.75949096679688
2017-10-13,138.46640014648438
2017-10-16,137.9395751953125
2017-10-17,137.7514190673828
2017-10-18,137.56321716308594
2017-10-19,141.09144592285156
2017-10-20,141.86294555664062
2017-10-23,139.52960205078125
2017-10-24,140.8938446044922
2017-10-25,142.42747497558594
2017-10-26,135.05108642578125
2017-10-27,127.59950256347656
2017-10-30,127.03498840332031
2017-10-31,129.72584533691406
2017-11-01,131.4099884033203
2017-11-02,128.954345703125
2017-11-03,129.47181701660156
2017-11-06,127.2137451171875
2017-11-07,128.83201599121094
2017-11-08,132.05918884277344
2017-11-09,131.82394409179688
2017-11-10,129.47181701660156
2017-11-13,129.8857879638672
2017-11-14,128.11703491210938
2017-11-15,130.64785766601562
2017-11-16,134.2607879638672
2017-11-17,133.7245330810547
2017-11-20,130.06454467773438
2017-11-21,134.42074584960938
2017-11-22,137.1774444580078
2017-11-24,136.1049041748047
2017-11-27,136.28366088867188
2017-11-28,139.01211547851562
2017-11-29,139.36029052734375
2017-11-30,139.32254028320312
2017-12-01,138.04945373535156
2017-12-04,144.36773681640625
2017-12-05,142.1044464111328
2017-12-06,141.89700317382812
2017-12-07,141.4631805419922
2017-12-08,143.87734985351562
2017-12-11,145.04672241210938
2017-12-12,145.7445526123047
2017-12-13,146.36695861816406
2017-12-14,148.24356079101562
2017-12-15,153.33590698242188
2017-12-18,151.1292266845703
2017-12-19,150.85572814941406
2017-12-20,151.48756408691406
2017-12-21,150.3087921142578
2017-12-22,149.4129180908203
2017-12-26,149.84669494628906
2017-12-27,149.01683044433594
2017-12-28,148.7433319091797
2017-12-29,147.06478881835938
2018-01-02,149.9410400390625
2018-01-03,147.82862854003906
2018-01-04,146.22549438476562
2018-01-05,148.20578002929688
2018-01-08,150.08250427246094
2018-01-09,151.48756408691406
2018-01-10,151.515869140625
2018-01-11,153.052978515625
2018-01-12,156.77792358398438
2018-01-16,160.93670654296875
2018-01-17,162.98306274414062
2018-01-18,161.9928436279297
2018-01-19,160.65379333496094
2018-01-22,163.1056671142578
2018-01-23,160.8800811767578
2018-01-24,164.63333129882812
2018-01-25,165.21800231933594
2018-01-26,166.65142822265625
2018-01-29,166.28363037109375
2018-01-30,161.96453857421875
2018-01-31,159.2581024169922
2018-02-01,156.79684448242188
2018-02-02,150.13900756835938
2018-02-05,143.70761108398438
2018-02-06,143.83021545410156
2018-02-07,144.12252807617188
2018-02-08,141.6707000732422
2018-02-09,140.4447021484375
2018-02-12,140.52960205078125
2018-02-13,137.85142517089844
2018-02-14,140.2938690185547
2018-02-15,140.22779846191406
2018-02-16,141.92529296875
2018-02-20,140.36929321289062
2018-02-21,141.06710815429688
2018-02-22,141.53866577148438
2018-02-23,143.95278930664062
2018-02-26,145.7162628173828
2018-02-27,144.92408752441406
2018-02-28,141.03965759277344
2018-03-01,138.49732971191406
2018-03-02,141.6728973388672
2018-03-05,143.0054931640625
2018-03-06,142.8732147216797
2018-03-07,143.42137145996094
2018-03-08,145.5289764404297
2018-03-09,147.23960876464844
2018-03-12,149.13937377929688
2018-03-13,149.03533935546875
2018-03-14,146.9088592529297
2018-03-15,145.51004028320312
2018-03-16,143.96949768066406
2018-03-19,139.51803588867188
2018-03-20,134.02694702148438
2018-03-21,135.07601928710938
2018-03-22,133.9134521484375
2018-03-23,131.408935546875
2018-03-26,131.64523315429688
2018-03-27,131.1348419189453
2018-03-28,132.94000244140625
2018-03-29,133.13851928710938
2018-04-02,132.13670349121094
2018-04-03,132.81723022460938
2018-04-04,133.59219360351562
2018-04-05,134.78298950195312
2018-04-06,132.0421905517578
2018-04-09,132.34463500976562
2018-04-10,135.34066772460938
2018-04-11,135.2272186279297
2018-04-12,136.04002380371094
2018-04-13,135.0098114013672
2018-04-16,139.76380920410156
2018-04-17,141.29490661621094
2018-04-18,141.08694458007812
2018-04-19,139.0265655517578
2018-04-20,138.22323608398438
2018-04-23,140.18907165527344
2018-04-24,140.7183380126953
2018-04-25,143.3835906982422
2018-04-26,145.51004028320312
2018-04-27,149.45126342773438
2018-04-30,147.6365966796875
2018-05-01,145.74639892578125
2018-05-02,146.143310546875
2018-05-03,138.5445556640625
2018-05-04,138.76199340820312
2018-05-07,136.3613739013672
2018-05-08,136.10617065429688
2018-05-09,136.8622283935547
2018-05-10,139.1778106689453
2018-05-11,141.020751953125
2018-05-14,142.7314453125
2018-05-15,141.37989807128906
2018-05-16,141.9186248779297
2018-05-17,142.7030792236328
2018-05-18,140.74668884277344
2018-05-21,138.45948791503906
2018-05-22,138.4027862548828
2018-05-23,138.7714080810547
2018-05-24,136.1250762939453
2018-05-25,137.807373046875
2018-05-29,133.4692840576172
2018-05-30,136.50315856933594
2018-05-31,134.46632385253906
2018-06-01,134.7505340576172
2018-06-04,135.2810516357422
2018-06-05,136.19996643066406
2018-06-06,137.97149658203125
2018-06-07,137.9620361328125
2018-06-08,137.7157440185547
2018-06-11,137.5641326904297
2018-06-12,137.8767852783203
2018-06-13,141.64720153808594
2018-06-14,142.10194396972656
2018-06-15,142.10194396972656
2018-06-18,138.3504638671875
2018-06-19,139.01364135742188
2018-06-20,139.7335968017578
2018-06-21,138.7483367919922
2018-06-22,141.0408935546875
2018-06-25,138.3788604736328
2018-06-26,137.2989044189453
2018-06-27,137.04315185546875
2018-06-28,128.64964294433594
2018-06-29,126.3759994506836
2018-07-02,127.778076171875
2018-07-03,127.48434448242188
2018-07-05,128.87698364257812
2018-07-06,130.62010192871094
2018-07-09,130.98953247070312
2018-07-10,131.2263946533203
2018-07-11,127.60752868652344
2018-07-12,128.82012939453125
2018-07-13,129.39801025390625
2018-07-16,128.441162109375
2018-07-17,127.49384307861328
2018-07-18,127.26651000976562
2018-07-19,126.76439666748047
2018-07-20,125.90230560302734
2018-07-23,125.64652252197266
2018-07-24,125.03073120117188
2018-07-25,126.32862091064453
2018-07-26,120.36981964111328
2018-07-27,117.36674499511719
2018-07-30,119.2708969116211
2018-07-31,118.98670196533203
2018-08-01,118.21934509277344
2018-08-02,117.46147155761719
2018-08-03,119.56456756591797
2018-08-06,120.07613372802734
2018-08-07,120.07613372802734
2018-08-08,117.52776336669922
2018-08-09,117.35725402832031
2018-08-10,116.65620422363281
2018-08-13,119.39403533935547
2018-08-14,120.00983428955078
2018-08-15,119.76350402832031
2018-08-16,120.3982162475586
2018-08-17,122.56768035888672
2018-08-20,123.77080535888672
2018-08-21,123.52449035644531
2018-08-22,122.88975524902344
2018-08-23,122.5487289428711
2018-08-24,122.84239959716797
2018-08-27,123.45818328857422
2018-08-28,123.15501403808594
2018-08-29,123.15501403808594
2018-08-30,123.13604736328125
2018-08-31,122.33789825439453
2018-09-04,117.72943878173828
2018-09-05,117.28287506103516
2018-09-06,119.249755859375
2018-09-07,123.27860260009766
2018-09-10,123.86770629882812
2018-09-11,123.6016845703125
2018-09-12,123.80120086669922
2018-09-13,123.15507507324219
2018-09-14,122.15735626220703
2018-09-17,125.21701049804688
2018-09-18,126.45226287841797
2018-09-19,127.58296966552734
2018-09-20,129.0843048095703
2018-09-21,128.22911071777344
2018-09-24,126.03414154052734
2018-09-25,125.15998077392578
2018-09-26,125.38804626464844
2018-09-27,125.13150787353516
2018-09-28,126.04366302490234
2018-10-01,125.73011779785156
2018-10-02,125.92963409423828
2018-10-03,124.00074768066406
2018-10-04,125.67308044433594
2018-10-05,127.40242767333984
2018-10-08,129.27432250976562
2018-10-09,130.02499389648438
2018-10-10,128.75177001953125
2018-10-11,122.80352783203125
2018-10-12,124.27628326416016
2018-10-15,124.82743072509766
2018-10-16,126.79434967041016
2018-10-17,128.31463623046875
2018-10-18,126.0912094116211
2018-10-19,125.7966537475586
2018-10-22,120.41849517822266
2018-10-23,120.95060729980469
2018-10-24,115.52499389648438
2018-10-25,115.91458129882812
2018-10-26,112.49385070800781
2018-10-29,114.75534057617188
2018-10-30,117.93848419189453
2018-10-31,118.54659271240234
2018-11-01,122.66095733642578
2018-11-02,119.16423034667969
2018-11-05,120.78907775878906
2018-11-06,122.19535064697266
2018-11-07,126.11019897460938
2018-11-08,125.9676742553711
2018-11-09,124.2952880859375
2018-11-12,123.97221374511719
2018-11-13,123.66818237304688
2018-11-14,122.47093200683594
2018-11-15,121.12165832519531
2018-11-16,117.71996307373047
2018-11-19,119.9053726196289
2018-11-20,116.44670104980469
2018-11-21,115.7435302734375
2018-11-23,115.12590789794922
2018-11-26,114.63179016113281
2018-11-27,119.43031311035156
2018-11-28,120.82707214355469
2018-11-29,120.68456268310547
2018-11-30,118.66394805908203
2018-12-03,121.1992416381836
2018-12-04,119.18815612792969
2018-12-06,120.47486114501953
2018-12-07,119.08333587646484
2018-12-10,117.32957458496094
2018-12-11,116.42408752441406
2018-12-12,117.54877471923828
2018-12-13,117.10081481933594
2018-12-14,111.19145965576172
2018-12-17,106.65457916259766
2018-12-18,104.07160949707031
2018-12-19,105.44410705566406
2018-12-20,104.710205078125
2018-12-21,103.2614517211914
2018-12-24,103.15662384033203
2018-12-26,105.58707427978516
2018-12-27,105.85394287109375
2018-12-28,104.88176727294922
2018-12-31,105.2916030883789
2019-01-02,107.76972198486328
2019-01-03,107.64583587646484
2019-01-04,108.97066497802734
2019-01-07,109.95237731933594
2019-01-08,112.19222259521484
2019-01-09,112.71643829345703
2019-01-10,116.31925201416016
2019-01-11,116.4336166381836
2019-01-14,115.98564910888672
2019-01-15,117.28191375732422
2019-01-16,117.80610656738281
2019-01-17,118.55908966064453
2019-01-18,120.73223114013672
2019-01-22,119.96971130371094
2019-01-23,120.20800018310547
2019-01-24,119.58845520019531
2019-01-25,121.09440612792969
2019-01-28,119.87440490722656
2019-01-29,119.41690063476562
2019-01-30,119.11190795898438
2019-01-31,122.2381591796875
2019-02-01,121.36126708984375
2019-02-04,126.06018829345703
2019-02-05,125.5931625366211
2019-02-06,126.40331268310547
2019-02-07,124.47798919677734
2019-02-08,122.46690368652344
2019-02-11,124.31597137451172
