,FRT
2014-07-21,86.30461120605469
2014-07-22,86.62509155273438
2014-07-23,86.82015991210938
2014-07-24,86.67386627197266
2014-07-25,85.87258911132812
2014-07-28,86.49270629882812
2014-07-29,85.90744018554688
2014-07-30,85.93534088134766
2014-07-31,85.07138061523438
2014-08-01,85.15499114990234
2014-08-04,85.53819274902344
2014-08-05,84.72301483154297
2014-08-06,84.39553833007812
2014-08-07,84.59757995605469
2014-08-08,84.79267883300781
2014-08-11,85.830810546875
2014-08-12,85.56604766845703
2014-08-13,86.61114501953125
2014-08-14,86.24886322021484
2014-08-15,86.1861572265625
2014-08-18,86.62509155273438
2014-08-19,87.175537109375
2014-08-20,87.64928436279297
2014-08-21,87.46813201904297
2014-08-22,86.82015991210938
2014-08-25,86.43696594238281
2014-08-26,86.70172119140625
2014-08-27,86.77837371826172
2014-08-28,86.56936645507812
2014-08-29,86.9386215209961
2014-09-02,86.77837371826172
2014-09-03,87.16854095458984
2014-09-04,87.22428131103516
2014-09-05,87.59355926513672
2014-09-08,87.5447769165039
2014-09-09,87.25214385986328
2014-09-10,86.07467651367188
2014-09-11,86.16525268554688
2014-09-12,83.4549560546875
2014-09-15,83.31559753417969
2014-09-16,84.0193099975586
2014-09-17,84.43734741210938
2014-09-18,83.5811538696289
2014-09-19,83.78468322753906
2014-09-22,83.40576171875
2014-09-23,82.93556213378906
2014-09-24,82.45834350585938
2014-09-25,82.19165802001953
2014-09-26,83.18820190429688
2014-09-29,83.22327423095703
2014-09-30,83.13204956054688
2014-10-01,83.3074722290039
2014-10-02,83.20922088623047
2014-10-03,83.7074966430664
2014-10-06,84.0583724975586
2014-10-07,83.00569915771484
2014-10-08,84.8724365234375
2014-10-09,85.21630859375
2014-10-10,84.88648223876953
2014-10-13,84.4303207397461
2014-10-14,85.9321060180664
2014-10-15,86.00228881835938
2014-10-16,85.7356185913086
2014-10-17,85.71455383300781
2014-10-20,86.71807861328125
2014-10-21,87.98829650878906
2014-10-22,88.76730346679688
2014-10-23,89.61641693115234
2014-10-24,89.8199234008789
2014-10-27,90.64804077148438
2014-10-28,91.29365539550781
2014-10-29,91.58137512207031
2014-10-30,91.9954605102539
2014-10-31,92.49369049072266
2014-11-03,94.9569091796875
2014-11-04,95.37796020507812
2014-11-05,94.68321990966797
2014-11-06,94.15691375732422
2014-11-07,93.26566314697266
2014-11-10,94.54287719726562
2014-11-11,93.81302642822266
2014-11-12,92.26211547851562
2014-11-13,92.76033020019531
2014-11-14,92.07962799072266
2014-11-17,92.36735534667969
2014-11-18,92.72527313232422
2014-11-19,91.75685119628906
2014-11-20,91.46910095214844
2014-11-21,91.70066833496094
2014-11-24,91.96734619140625
2014-11-25,91.78490447998047
2014-11-26,93.30075073242188
2014-11-28,93.09722900390625
2014-12-01,92.59893798828125
2014-12-02,93.00598907470703
2014-12-03,93.11125183105469
2014-12-04,93.20246124267578
2014-12-05,92.90774536132812
2014-12-08,93.42003631591797
2014-12-09,93.39897918701172
2014-12-10,93.02702331542969
2014-12-11,92.96385955810547
2014-12-12,92.13582611083984
2014-12-15,91.01295471191406
2014-12-16,90.6410140991211
2014-12-17,93.20950317382812
2014-12-18,94.88676452636719
2014-12-19,94.10076141357422
2014-12-22,96.09379577636719
2014-12-23,95.71483612060547
2014-12-24,95.62360382080078
2014-12-26,95.76398468017578
2014-12-29,96.26924133300781
2014-12-30,96.2904281616211
2014-12-31,94.25643157958984
2015-01-02,95.86666870117188
2015-01-05,97.16619873046875
2015-01-06,98.43746185302734
2015-01-07,100.49969482421875
2015-01-08,100.06180572509766
2015-01-09,100.15360260009766
2015-01-12,100.74686431884766
2015-01-13,100.21012115478516
2015-01-14,101.07174682617188
2015-01-15,100.9799575805664
2015-01-16,101.86982727050781
2015-01-20,101.1070785522461
2015-01-21,101.0787582397461
2015-01-22,102.88681030273438
2015-01-23,102.45600891113281
2015-01-26,104.44058227539062
2015-01-27,103.98858642578125
2015-01-28,103.64248657226562
2015-01-29,104.10157012939453
2015-01-30,101.53788757324219
2015-02-02,101.6014404296875
2015-02-03,102.77385711669922
2015-02-04,102.20882415771484
2015-02-05,103.84732818603516
2015-02-06,100.49969482421875
2015-02-09,99.87110900878906
2015-02-10,100.54912567138672
2015-02-11,100.45731353759766
2015-02-12,102.08168029785156
2015-02-13,101.67206573486328
2015-02-17,101.40367889404297
2015-02-18,102.29356384277344
2015-02-19,100.4502182006836
2015-02-20,101.86982727050781
2015-02-23,102.70319366455078
2015-02-24,101.0010986328125
2015-02-25,100.66215515136719
2015-02-26,99.27789306640625
2015-02-27,100.30897521972656
2015-03-02,100.76102447509766
2015-03-03,100.06180572509766
2015-03-04,99.51802062988281
2015-03-05,100.18186950683594
2015-03-06,96.83424377441406
2015-03-09,97.96424865722656
2015-03-10,97.47693634033203
2015-03-11,98.66342163085938
2015-03-12,99.66631317138672
2015-03-13,100.09007263183594
2015-03-16,101.36131286621094
2015-03-17,101.48136901855469
2015-03-18,104.23832702636719
2015-03-19,104.02518463134766
2015-03-20,106.18526458740234
2015-03-23,106.77500915527344
2015-03-24,105.77311706542969
2015-03-25,103.56332397460938
2015-03-26,102.98062896728516
2015-03-27,103.49933624267578
2015-03-30,105.77311706542969
2015-03-31,104.6007308959961
2015-04-01,104.04647064208984
2015-04-02,105.4817886352539
2015-04-06,106.01470184326172
2015-04-07,103.82618713378906
2015-04-08,104.28096771240234
2015-04-09,101.4955825805664
2015-04-10,101.19715118408203
2015-04-13,100.20238494873047
2015-04-14,100.35155487060547
2015-04-15,99.03710174560547
2015-04-16,98.94469451904297
2015-04-17,98.78126525878906
2015-04-20,99.15786743164062
2015-04-21,99.62681579589844
2015-04-22,99.79734802246094
2015-04-23,99.6694564819336
2015-04-24,99.77605438232422
2015-04-27,99.790283203125
2015-04-28,98.94469451904297
2015-04-29,97.11856842041016
2015-04-30,94.97980499267578
2015-05-01,95.96746063232422
2015-05-04,95.91063690185547
2015-05-05,94.14845275878906
2015-05-06,93.72212219238281
2015-05-07,95.21427154541016
2015-05-08,95.23560333251953
2015-05-11,93.99211883544922
2015-05-12,94.53924560546875
2015-05-13,93.06842803955078
2015-05-14,95.7898178100586
2015-05-15,97.03331756591797
2015-05-18,97.05464172363281
2015-05-19,96.9977798461914
2015-05-20,96.52880096435547
2015-05-21,95.93905639648438
2015-05-22,96.07405853271484
2015-05-26,95.6051025390625
2015-05-27,96.33697509765625
2015-05-28,96.39379119873047
2015-05-29,95.54827117919922
2015-06-01,96.95514678955078
2015-06-02,95.44876861572266
2015-06-03,93.80025482177734
2015-06-04,93.38815307617188
2015-06-05,92.64917755126953
2015-06-08,93.0328598022461
2015-06-09,91.95996856689453
2015-06-10,92.56391906738281
2015-06-11,93.36683654785156
2015-06-12,93.42367553710938
2015-06-15,93.2957763671875
2015-06-16,94.2763442993164
2015-06-17,95.25690460205078
2015-06-18,96.73737335205078
2015-06-19,95.67887878417969
2015-06-22,94.93507385253906
2015-06-23,94.12690734863281
2015-06-24,93.5833511352539
2015-06-25,92.54632568359375
2015-06-26,93.3330307006836
2015-06-29,91.43061828613281
2015-06-30,91.6093978881836
2015-07-01,93.2972640991211
2015-07-02,93.68347930908203
2015-07-06,94.82780456542969
2015-07-07,96.04363250732422
2015-07-08,96.17240142822266
2015-07-09,95.38566589355469
2015-07-10,95.87913513183594
2015-07-13,96.21529388427734
2015-07-14,96.01502990722656
2015-07-15,96.2653579711914
2015-07-16,97.65998077392578
2015-07-17,97.1950912475586
2015-07-20,97.48834228515625
2015-07-21,96.71592712402344
2015-07-22,96.94474792480469
2015-07-23,95.7218017578125
2015-07-24,96.17240142822266
2015-07-27,95.85767364501953
2015-07-28,96.5442886352539
2015-07-29,97.55985260009766
2015-07-30,97.66712951660156
2015-07-31,97.83160400390625
2015-08-03,99.4479751586914
2015-08-04,98.27507019042969
2015-08-05,97.3953628540039
2015-08-06,97.0949935913086
2015-08-07,97.70288848876953
2015-08-10,96.40840911865234
2015-08-11,96.78742980957031
2015-08-12,97.28807830810547
2015-08-13,97.66712951660156
2015-08-14,97.98181915283203
2015-08-17,98.81143951416016
2015-08-18,98.63265228271484
2015-08-19,97.78153991699219
2015-08-20,97.1307373046875
2015-08-21,95.83622741699219
2015-08-24,91.24469757080078
2015-08-25,89.370849609375
2015-08-26,93.25436401367188
2015-08-27,95.27122497558594
2015-08-28,94.90647888183594
2015-08-31,92.31749725341797
2015-09-01,90.45079803466797
2015-09-02,91.30191040039062
2015-09-03,91.76676177978516
2015-09-04,90.30777740478516
2015-09-08,91.65233612060547
2015-09-09,90.30777740478516
2015-09-10,90.63675689697266
2015-09-11,92.51773071289062
2015-09-14,92.66790008544922
2015-09-15,94.26278686523438
2015-09-16,95.74327087402344
2015-09-17,96.27965545654297
2015-09-18,97.05029296875
2015-09-21,98.0082015991211
2015-09-22,96.34449005126953
2015-09-23,96.74779510498047
2015-09-24,96.2292251586914
2015-09-25,97.0575180053711
2015-09-28,96.15721893310547
2015-09-29,97.36717987060547
2015-09-30,98.27466583251953
2015-10-01,97.6624984741211
2015-10-02,99.04533386230469
2015-10-05,100.55058288574219
2015-10-06,99.83036041259766
2015-10-07,101.73894500732422
2015-10-08,102.85528564453125
2015-10-09,102.29350280761719
2015-10-12,102.30794525146484
2015-10-13,101.84698486328125
2015-10-14,100.50016021728516
2015-10-15,101.94783020019531
2015-10-16,103.35946655273438
2015-10-19,104.62709045410156
2015-10-20,104.33177185058594
2015-10-21,103.35946655273438
2015-10-22,103.96449279785156
2015-10-23,102.99214935302734
2015-10-26,103.1578140258789
2015-10-27,103.06416320800781
2015-10-28,103.71958923339844
2015-10-29,103.40985870361328
2015-10-30,103.34502410888672
2015-11-02,106.1611099243164
2015-11-03,104.79991912841797
2015-11-04,104.59103393554688
2015-11-05,106.82373046875
2015-11-06,103.80601501464844
2015-11-09,102.84809112548828
2015-11-10,103.92121887207031
2015-11-11,104.5838394165039
2015-11-12,103.10018920898438
2015-11-13,102.22152709960938
2015-11-16,103.35946655273438
2015-11-17,104.1877212524414
2015-11-18,105.41929626464844
2015-11-19,105.61376190185547
2015-11-20,106.04591369628906
2015-11-23,105.95230102539062
2015-11-24,105.01598358154297
2015-11-25,105.16722869873047
2015-11-27,106.52123260498047
2015-11-30,105.52735137939453
2015-12-01,106.34840393066406
2015-12-02,103.71958923339844
2015-12-03,101.97665405273438
2015-12-04,104.23812866210938
2015-12-07,103.92121887207031
2015-12-08,104.2093276977539
2015-12-09,103.87801361083984
2015-12-10,102.04146575927734
2015-12-11,102.46638488769531
2015-12-14,103.84203338623047
2015-12-15,105.15279388427734
2015-12-16,107.0614242553711
2015-12-17,106.92457580566406
2015-12-18,106.04591369628906
2015-12-21,106.4924545288086
2015-12-22,106.41320037841797
2015-12-23,106.35559844970703
2015-12-24,106.41320037841797
2015-12-28,107.77442169189453
2015-12-29,108.0049057006836
2015-12-30,107.35987091064453
2015-12-31,105.88858795166016
2016-01-04,104.9898910522461
2016-01-05,106.20748138427734
2016-01-06,106.85982513427734
2016-01-07,105.11309051513672
2016-01-08,105.28703308105469
2016-01-11,105.99005889892578
2016-01-12,106.1132583618164
2016-01-13,106.40316772460938
2016-01-14,106.57711791992188
2016-01-15,106.35244750976562
2016-01-19,107.51203155517578
2016-01-20,105.46097564697266
2016-01-21,105.6131591796875
2016-01-22,108.92535400390625
2016-01-25,107.88894653320312
2016-01-26,108.82390594482422
2016-01-27,107.33084869384766
2016-01-28,107.1424331665039
2016-01-29,109.31675720214844
2016-02-01,110.15022277832031
2016-02-02,109.01234436035156
2016-02-03,110.41111755371094
2016-02-04,109.79509735107422
2016-02-05,109.22977447509766
2016-02-08,106.71482849121094
2016-02-09,106.37419128417969
2016-02-10,106.32343292236328
2016-02-11,104.96090698242188
2016-02-12,105.01160430908203
2016-02-16,107.9251708984375
2016-02-17,107.40335083007812
2016-02-18,107.28736877441406
2016-02-19,106.46839904785156
2016-02-22,106.990234375
2016-02-23,106.83804321289062
2016-02-24,106.31623077392578
2016-02-25,109.02679443359375
2016-02-26,107.58455657958984
2016-02-29,107.30917358398438
2016-03-01,109.66463470458984
2016-03-02,108.93260955810547
2016-03-03,108.86740112304688
2016-03-04,108.46153259277344
2016-03-07,108.14983367919922
2016-03-08,108.50501251220703
2016-03-09,108.46878051757812
2016-03-10,108.99057006835938
2016-03-11,110.37487030029297
2016-03-14,110.875
2016-03-15,111.5780029296875
2016-03-16,112.91251373291016
2016-03-17,115.91690826416016
2016-03-18,113.45940399169922
2016-03-21,112.3582992553711
2016-03-22,112.09576416015625
2016-03-23,110.93634033203125
2016-03-24,111.14778137207031
2016-03-28,111.5561294555664
2016-03-29,113.90425109863281
2016-03-30,113.71466827392578
2016-03-31,113.79484558105469
2016-04-01,114.55320739746094
2016-04-04,114.39280700683594
2016-04-05,113.56879425048828
2016-04-06,114.59697723388672
2016-04-07,113.65631103515625
2016-04-08,113.83863067626953
2016-04-11,113.69276428222656
2016-04-12,113.67814636230469
2016-04-13,112.8104019165039
2016-04-14,112.4822769165039
2016-04-15,113.37916564941406
2016-04-18,113.56879425048828
2016-04-19,113.31354522705078
2016-04-20,111.77490234375
2016-04-21,109.20075225830078
2016-04-22,109.98101806640625
2016-04-25,111.11862182617188
2016-04-26,111.90617370605469
2016-04-27,112.70832824707031
2016-04-28,111.9645004272461
2016-04-29,110.89981079101562
2016-05-02,112.53330993652344
2016-05-03,112.80308532714844
2016-05-04,114.34176635742188
2016-05-05,114.53136444091797
2016-05-06,114.89593505859375
2016-05-09,116.28150177001953
2016-05-10,115.93145751953125
2016-05-11,113.44479370117188
2016-05-12,114.16675567626953
2016-05-13,113.21148681640625
2016-05-16,114.34176635742188
2016-05-17,111.57801818847656
2016-05-18,110.14144134521484
2016-05-19,109.84246826171875
2016-05-20,111.28633880615234
2016-05-23,110.53522491455078
2016-05-24,111.75301361083984
2016-05-25,111.1258773803711
2016-05-26,111.78948211669922
2016-05-27,112.00827026367188
2016-05-31,111.70927429199219
2016-06-01,112.19788360595703
2016-06-02,112.87602233886719
2016-06-03,113.53961944580078
2016-06-06,113.14580535888672
2016-06-07,113.15311431884766
2016-06-08,113.61981201171875
2016-06-09,114.57511901855469
2016-06-10,114.5021743774414
2016-06-13,114.26885223388672
2016-06-14,113.90425109863281
2016-06-15,114.5823974609375
2016-06-16,115.7783432006836
2016-06-17,114.7209701538086
2016-06-20,114.9337158203125
2016-06-21,115.24179077148438
2016-06-22,115.27848052978516
2016-06-23,115.74063873291016
2016-06-24,115.0290756225586
2016-06-27,116.72369384765625
2016-06-28,119.1592788696289
2016-06-29,120.2963638305664
2016-06-30,121.44808197021484
2016-07-01,121.58011627197266
2016-07-05,123.40682220458984
2016-07-06,123.56817626953125
2016-07-07,121.998291015625
2016-07-08,123.1060562133789
2016-07-11,123.37012481689453
2016-07-12,122.32843780517578
2016-07-13,122.95934295654297
2016-07-14,121.2426986694336
2016-07-15,121.8149185180664
2016-07-18,121.74151611328125
2016-07-19,122.38711547851562
2016-07-20,121.8956069946289
2016-07-21,122.12301635742188
2016-07-22,122.59986877441406
2016-07-25,122.76856994628906
2016-07-26,122.25505828857422
2016-07-27,121.6388168334961
2016-07-28,123.76629638671875
2016-07-29,124.49253845214844
2016-08-01,124.96939849853516
2016-08-02,122.85662841796875
2016-08-03,122.19633483886719
2016-08-04,121.3967514038086
2016-08-05,120.62650299072266
2016-08-08,119.16658782958984
2016-08-09,119.38662719726562
2016-08-10,118.9831771850586
2016-08-11,117.25186157226562
2016-08-12,117.53797149658203
2016-08-15,117.08316802978516
2016-08-16,115.38121795654297
2016-08-17,116.43026733398438
2016-08-18,116.4449234008789
2016-08-19,115.79203033447266
2016-08-22,115.88007354736328
2016-08-23,115.54991912841797
2016-08-24,115.82869720458984
2016-08-25,117.04647827148438
2016-08-26,116.71638488769531
2016-08-29,117.85342407226562
2016-08-30,116.78972625732422
2016-08-31,116.64299011230469
2016-09-01,115.96073150634766
2016-09-02,116.99514770507812
2016-09-06,117.49403381347656
2016-09-07,117.9854965209961
2016-09-08,117.72140502929688
2016-09-09,113.32709503173828
2016-09-12,115.95342254638672
2016-09-13,113.28305053710938
2016-09-14,113.38581085205078
2016-09-15,113.67926025390625
2016-09-16,113.78193664550781
2016-09-19,114.54489135742188
2016-09-20,113.83618927001953
2016-09-21,114.92877960205078
2016-09-22,117.05491638183594
2016-09-23,117.3058853149414
2016-09-26,117.74881744384766
2016-09-27,116.92938232421875
2016-09-28,117.23206329345703
2016-09-29,114.66303253173828
2016-09-30,113.63687133789062
2016-10-03,109.31814575195312
2016-10-04,108.5208740234375
2016-10-05,106.85244750976562
2016-10-06,106.82294464111328
2016-10-07,107.19203186035156
2016-10-10,107.59069061279297
2016-10-11,106.45381164550781
2016-10-12,108.07054138183594
2016-10-13,109.80541229248047
2016-10-14,108.70540618896484
2016-10-17,108.74234771728516
2016-10-18,108.59471130371094
2016-10-19,109.08194732666016
2016-10-20,108.49136352539062
2016-10-21,108.7792739868164
2016-10-24,109.33293151855469
2016-10-25,109.14836883544922
2016-10-26,107.98932647705078
2016-10-27,105.67865753173828
2016-10-28,106.09207916259766
2016-10-31,107.21417236328125
2016-11-01,104.7410888671875
2016-11-02,103.7370834350586
2016-11-03,101.36737823486328
2016-11-04,102.05392456054688
2016-11-07,104.65250396728516
2016-11-08,104.94042205810547
2016-11-09,102.64447784423828
2016-11-10,101.12373352050781
2016-11-11,101.39689636230469
2016-11-14,102.6001968383789
2016-11-15,101.8767318725586
2016-11-16,102.00220489501953
2016-11-17,101.4042739868164
2016-11-18,101.73648071289062
2016-11-21,102.32707977294922
2016-11-22,103.8995132446289
2016-11-23,103.46394348144531
2016-11-25,104.07669067382812
2016-11-28,104.21693420410156
2016-11-29,104.68205261230469
2016-11-30,103.66329956054688
2016-12-01,101.3009262084961
2016-12-02,102.0908203125
2016-12-05,102.94718933105469
2016-12-06,103.3163070678711
2016-12-07,104.71158599853516
2016-12-08,104.66727447509766
2016-12-09,104.45318603515625
2016-12-12,104.3498306274414
2016-12-13,104.8961181640625
2016-12-14,102.32707977294922
2016-12-15,101.93577575683594
2016-12-16,103.545166015625
2016-12-19,104.8961181640625
2016-12-20,104.93301391601562
2016-12-21,103.20557403564453
2016-12-22,103.13911437988281
2016-12-23,103.10221862792969
2016-12-27,103.42704772949219
2016-12-28,102.56330871582031
2016-12-29,104.1246109008789
2016-12-30,105.65618133544922
2017-01-03,106.61524200439453
2017-01-04,107.2249526977539
2017-01-05,108.02046203613281
2017-01-06,107.42568969726562
2017-01-09,106.07996368408203
2017-01-10,104.97219848632812
2017-01-11,103.91644287109375
2017-01-12,104.54839324951172
2017-01-13,104.22124481201172
2017-01-17,105.04652404785156
2017-01-18,105.2249755859375
2017-01-19,103.52980041503906
2017-01-20,104.62274169921875
2017-01-23,105.36625671386719
2017-01-24,104.80115509033203
2017-01-25,104.6598892211914
2017-01-26,104.6822509765625
2017-01-27,103.85694885253906
2017-01-30,103.44807434082031
2017-01-31,104.4071273803711
2017-02-01,102.22871398925781
2017-02-02,104.16921997070312
2017-02-03,104.04283905029297
2017-02-06,103.93130493164062
2017-02-07,103.84951782226562
2017-02-08,104.33281707763672
2017-02-09,105.5892562866211
2017-02-10,106.28815460205078
2017-02-13,106.28071594238281
2017-02-14,104.8904037475586
2017-02-15,104.07255554199219
2017-02-16,104.45916748046875
2017-02-17,104.5781478881836
2017-02-21,105.94610595703125
2017-02-22,105.23982238769531
2017-02-23,105.87178802490234
2017-02-24,105.82718658447266
2017-02-27,105.73796081542969
2017-02-28,104.63019561767578
2017-03-01,103.3216552734375
2017-03-02,101.67855834960938
2017-03-03,100.3849105834961
2017-03-06,99.849609375
2017-03-07,99.17302703857422
2017-03-08,97.02436828613281
2017-03-09,94.74931335449219
2017-03-10,95.13890075683594
2017-03-13,96.14289855957031
2017-03-14,97.1169204711914
2017-03-15,99.66435241699219
2017-03-16,99.64935302734375
2017-03-17,100.96054077148438
2017-03-20,100.728271484375
2017-03-21,100.90058135986328
2017-03-22,99.73176574707031
2017-03-23,100.945556640625
2017-03-24,100.99798583984375
2017-03-27,99.45455932617188
2017-03-28,99.84416198730469
2017-03-29,99.7617416381836
2017-03-30,99.90410614013672
2017-03-31,100.02399444580078
2017-04-03,100.27872467041016
2017-04-04,99.73176574707031
2017-04-05,99.73176574707031
2017-04-06,99.73176574707031
2017-04-07,99.44706726074219
2017-04-10,100.36112976074219
2017-04-11,101.20775604248047
2017-04-12,101.0504379272461
2017-04-13,100.95305633544922
2017-04-17,102.23422241210938
2017-04-18,102.68379974365234
2017-04-19,103.00597381591797
2017-04-20,102.8111801147461
2017-04-21,102.03192138671875
2017-04-24,100.21128845214844
2017-04-25,100.85563659667969
2017-04-26,99.3196792602539
2017-04-27,99.76924133300781
2017-04-28,98.06845092773438
2017-05-01,99.76924133300781
2017-05-02,100.25623321533203
2017-05-03,99.1249008178711
2017-05-04,98.4505615234375
2017-05-05,99.48454284667969
2017-05-08,97.73128509521484
2017-05-09,97.81373596191406
2017-05-10,98.90009307861328
2017-05-11,97.19184875488281
2017-05-12,93.97758483886719
2017-05-15,94.83171081542969
2017-05-16,91.75233459472656
2017-05-17,92.13444519042969
2017-05-18,93.12345886230469
2017-05-19,94.09746551513672
2017-05-22,94.7643051147461
2017-05-23,94.18737030029297
2017-05-24,95.45359802246094
2017-05-25,95.43860626220703
2017-05-26,94.6444091796875
2017-05-30,92.77131652832031
2017-05-31,91.96210479736328
2017-06-01,93.12345886230469
2017-06-02,92.43412780761719
2017-06-05,91.20539093017578
2017-06-06,91.54254150390625
2017-06-07,93.64791870117188
2017-06-08,92.06703186035156
2017-06-09,93.41565704345703
2017-06-12,95.10896301269531
2017-06-13,95.81321716308594
2017-06-14,95.14641571044922
2017-06-15,96.14289855957031
2017-06-16,93.9326400756836
2017-06-19,93.79776000976562
2017-06-20,93.51835632324219
2017-06-21,93.13322448730469
2017-06-22,93.78268432617188
2017-06-23,94.4321060180664
2017-06-26,96.44834899902344
2017-06-27,96.2369155883789
2017-06-28,96.75798797607422
2017-06-29,96.44081115722656
2017-06-30,95.44400787353516
2017-07-03,97.44515991210938
2017-07-05,95.34583282470703
2017-07-06,94.6812973022461
2017-07-07,95.36094665527344
2017-07-10,94.21309661865234
2017-07-11,94.27350616455078
2017-07-12,94.70394134521484
2017-07-13,95.65543365478516
2017-07-14,96.86369323730469
2017-07-17,97.42252349853516
2017-07-18,97.19595336914062
2017-07-19,98.11724853515625
2017-07-20,98.17010498046875
2017-07-21,98.53256225585938
2017-07-24,99.12159729003906
2017-07-25,99.77857971191406
2017-07-26,100.20905303955078
2017-07-27,101.96856689453125
2017-07-28,100.29209899902344
2017-07-31,100.15618896484375
2017-08-01,101.4927978515625
2017-08-02,100.31475067138672
2017-08-03,100.42047882080078
2017-08-04,100.91886901855469
2017-08-07,100.74518585205078
2017-08-08,100.1259765625
2017-08-09,100.24678802490234
2017-08-10,99.71062469482422
2017-08-11,97.71702575683594
2017-08-14,98.9705581665039
2017-08-15,97.61885070800781
2017-08-16,97.90582275390625
2017-08-17,97.07515716552734
2017-08-18,95.87443542480469
2017-08-21,96.73532104492188
2017-08-22,95.7989501953125
2017-08-23,96.34264373779297
2017-08-24,95.7989501953125
2017-08-25,96.90145111083984
2017-08-28,94.70394134521484
2017-08-29,94.93050384521484
2017-08-30,95.55728149414062
2017-08-31,95.85179901123047
2017-09-01,96.81084442138672
2017-09-05,96.38794708251953
2017-09-06,97.6566390991211
2017-09-07,98.50991821289062
2017-09-08,97.70191955566406
2017-09-11,98.3589096069336
2017-09-12,97.18086242675781
2017-09-13,96.86369323730469
2017-09-14,98.90262603759766
2017-09-15,98.17010498046875
