,NWSA
2014-07-30,15.787697792053223
2014-07-31,15.610804557800293
2014-08-01,15.716939926147461
2014-08-04,15.778852462768555
2014-08-05,15.610804557800293
2014-08-06,15.593118667602539
2014-08-07,15.407377243041992
2014-08-08,15.168574333190918
2014-08-11,15.33662223815918
2014-08-12,15.25701904296875
2014-08-13,15.133194923400879
2014-08-14,15.310086250305176
2014-08-15,15.25701904296875
2014-08-18,15.212799072265625
2014-08-19,15.168574333190918
2014-08-20,15.433914184570312
2014-08-21,15.548895835876465
2014-08-22,15.469291687011719
2014-08-25,15.619653701782227
2014-08-26,15.584274291992188
2014-08-27,15.63733959197998
2014-08-28,15.628495216369629
2014-08-29,15.593118667602539
2014-09-02,15.416224479675293
2014-09-03,15.566584587097168
2014-09-04,15.566584587097168
2014-09-05,15.699254035949707
2014-09-08,15.584274291992188
2014-09-09,15.292398452758789
2014-09-10,15.4516019821167
2014-09-11,15.283554077148438
2014-09-12,15.142040252685547
2014-09-15,15.080122947692871
2014-09-16,15.07128620147705
2014-09-17,15.07128620147705
2014-09-18,15.0624361038208
2014-09-19,15.230484962463379
2014-09-22,15.080122947692871
2014-09-23,14.965147018432617
2014-09-24,14.956300735473633
2014-09-25,14.779409408569336
2014-09-26,15.018213272094727
2014-09-29,14.859013557434082
2014-09-30,14.461003303527832
2014-10-01,14.133749008178711
2014-10-02,13.983388900756836
2014-10-03,14.0718355178833
2014-10-06,14.08952808380127
2014-10-07,13.682671546936035
2014-10-08,14.133749008178711
2014-10-09,13.69151782989502
2014-10-10,13.364265441894531
2014-10-13,12.948567390441895
2014-10-14,13.081235885620117
2014-10-15,13.00163745880127
2014-10-16,12.913187026977539
2014-10-17,13.010479927062988
2014-10-20,13.178528785705566
2014-10-21,13.629605293273926
2014-10-22,13.49693489074707
2014-10-23,13.718050956726074
2014-10-24,13.91263198852539
2014-10-27,13.673829078674316
2014-10-28,13.735740661621094
2014-10-29,13.735740661621094
2014-10-30,13.700362205505371
2014-10-31,13.69151782989502
2014-11-03,13.762273788452148
2014-11-04,13.399641990661621
2014-11-05,13.53231430053711
2014-11-06,13.558849334716797
2014-11-07,13.399641990661621
2014-11-10,13.479246139526367
2014-11-11,13.479246139526367
2014-11-12,13.505778312683105
2014-11-13,13.25812816619873
2014-11-14,13.443867683410645
2014-11-17,13.302352905273438
2014-11-18,13.275819778442383
2014-11-19,13.43502140045166
2014-11-20,13.390800476074219
2014-11-21,13.41733455657959
2014-11-24,13.673829078674316
2014-11-25,13.664985656738281
2014-11-26,13.86841106414795
2014-11-28,13.726896286010742
2014-12-01,13.762273788452148
2014-12-02,13.921478271484375
2014-12-03,13.965702056884766
2014-12-04,13.894943237304688
2014-12-05,13.99223518371582
2014-12-08,13.709206581115723
2014-12-09,13.877253532409668
2014-12-10,13.567692756652832
2014-12-11,13.558849334716797
2014-12-12,13.311198234558105
2014-12-15,13.05470085144043
2014-12-16,12.939723014831543
2014-12-17,13.16968059539795
2014-12-18,13.284664154052734
2014-12-19,13.461556434631348
2014-12-22,13.603071212768555
2014-12-23,13.806497573852539
2014-12-24,13.69151782989502
2014-12-26,13.771119117736816
2014-12-29,13.921478271484375
2014-12-30,13.948012351989746
2014-12-31,13.877253532409668
2015-01-02,13.78880786895752
2015-01-05,13.373108863830566
2015-01-06,13.187372207641602
2015-01-07,13.151994705200195
2015-01-08,13.567692756652832
2015-01-09,13.629605293273926
2015-01-12,13.514625549316406
2015-01-13,13.4704008102417
2015-01-14,13.355422019958496
2015-01-15,13.275819778442383
2015-01-16,13.32004165649414
2015-01-20,13.205060958862305
2015-01-21,13.222749710083008
2015-01-22,13.443867683410645
2015-01-23,13.426178932189941
2015-01-26,13.744584083557129
2015-01-27,13.664985656738281
2015-01-28,13.390800476074219
2015-01-29,13.205060958862305
2015-01-30,13.16968059539795
2015-02-02,13.213906288146973
2015-02-03,13.806497573852539
2015-02-04,13.78880786895752
2015-02-05,13.91263198852539
2015-02-06,14.381402015686035
2015-02-09,14.788254737854004
2015-02-10,14.832475662231445
2015-02-11,14.823634147644043
2015-02-12,14.894392013549805
2015-02-13,14.938607215881348
2015-02-17,15.133194923400879
2015-02-18,15.000524520874023
2015-02-19,15.07128620147705
2015-02-20,15.159727096557617
2015-02-23,15.318931579589844
2015-02-24,15.292398452758789
2015-02-25,15.425065994262695
2015-02-26,15.327774047851562
2015-02-27,15.274710655212402
2015-03-02,15.425065994262695
2015-03-03,15.221639633178711
2015-03-04,15.11550521850586
2015-03-05,15.124349594116211
2015-03-06,14.885542869567871
2015-03-09,14.752876281738281
2015-03-10,14.354864120483398
2015-03-11,14.505224227905273
2015-03-12,14.814787864685059
2015-03-13,14.770564079284668
2015-03-16,14.965147018432617
2015-03-17,14.814787864685059
2015-03-18,14.938607215881348
2015-03-19,14.76172161102295
2015-03-20,14.894392013549805
2015-03-23,14.929770469665527
2015-03-24,14.832475662231445
2015-03-25,14.522915840148926
2015-03-26,14.310644149780273
2015-03-27,14.28410816192627
2015-03-30,14.34602165222168
2015-03-31,14.160284042358398
2015-04-01,14.24873161315918
2015-04-02,14.310644149780273
2015-04-06,14.372556686401367
2015-04-07,14.257575035095215
2015-04-08,14.204507827758789
2015-04-09,14.098370552062988
2015-04-10,14.080683708190918
2015-04-13,14.21335220336914
2015-04-14,14.133749008178711
2015-04-15,14.107213973999023
2015-04-16,14.054147720336914
2015-04-17,13.78880786895752
2015-04-20,13.841874122619629
2015-04-21,13.726896286010742
2015-04-22,13.762273788452148
2015-04-23,13.762273788452148
2015-04-24,13.735740661621094
2015-04-27,13.771119117736816
2015-04-28,14.124906539916992
2015-04-29,13.965702056884766
2015-04-30,13.956855773925781
2015-05-01,14.195661544799805
2015-05-04,14.301798820495605
2015-05-05,14.169130325317383
2015-05-06,13.25812816619873
2015-05-07,13.240442276000977
2015-05-08,13.390800476074219
2015-05-11,13.894943237304688
2015-05-12,13.5765380859375
2015-05-13,13.49693489074707
2015-05-14,13.61191463470459
2015-05-15,13.753430366516113
2015-05-18,13.86841106414795
2015-05-19,13.86841106414795
2015-05-20,13.824186325073242
2015-05-21,13.824186325073242
2015-05-22,13.744584083557129
2015-05-26,13.567692756652832
2015-05-27,13.65613842010498
2015-05-28,13.5765380859375
2015-05-29,13.399641990661621
2015-06-01,13.4704008102417
2015-06-02,13.408488273620605
2015-06-03,13.461556434631348
2015-06-04,13.266974449157715
2015-06-05,13.266974449157715
2015-06-08,13.125456809997559
2015-06-09,12.87781047821045
2015-06-10,12.957411766052246
2015-06-11,12.895500183105469
2015-06-12,12.745140075683594
2015-06-15,12.55940055847168
2015-06-16,12.55940055847168
2015-06-17,12.577093124389648
2015-06-18,12.86012077331543
2015-06-19,13.240442276000977
2015-06-22,13.311198234558105
2015-06-23,13.25812816619873
2015-06-24,13.11661434173584
2015-06-25,13.045857429504395
2015-06-26,13.443867683410645
2015-06-29,12.780516624450684
2015-06-30,12.90434455871582
2015-07-01,12.948567390441895
2015-07-02,12.913187026977539
2015-07-06,12.647849082946777
2015-07-07,12.692070960998535
2015-07-08,12.524022102355957
2015-07-09,12.541711807250977
2015-07-10,12.60362434387207
2015-07-13,12.762828826904297
2015-07-14,12.762828826904297
2015-07-15,12.762828826904297
2015-07-16,12.966257095336914
2015-07-17,13.098925590515137
2015-07-20,13.178528785705566
2015-07-21,12.895500183105469
2015-07-22,12.922032356262207
2015-07-23,13.019325256347656
2015-07-24,13.143149375915527
2015-07-27,13.11661434173584
2015-07-28,13.081235885620117
2015-07-29,13.11661434173584
2015-07-30,13.090079307556152
2015-07-31,13.028167724609375
2015-08-03,12.86012077331543
2015-08-04,12.87781047821045
2015-08-05,12.913187026977539
2015-08-06,12.400197982788086
2015-08-07,12.479798316955566
2015-08-10,12.692070960998535
2015-08-11,12.347129821777344
2015-08-12,12.4886474609375
2015-08-13,13.43502140045166
2015-08-14,13.426178932189941
2015-08-17,13.488090515136719
2015-08-18,13.38195514678955
2015-08-19,13.293506622314453
2015-08-20,12.612469673156738
2015-08-21,12.302905082702637
2015-08-24,11.533422470092773
2015-08-25,11.444976806640625
2015-08-26,11.692627906799316
2015-08-27,12.04641342163086
2015-08-28,12.205615997314453
2015-08-31,12.055255889892578
2015-09-01,11.559956550598145
2015-09-02,11.61302375793457
2015-09-03,11.781072616577148
2015-09-04,11.338841438293457
2015-09-08,11.807607650756836
2015-09-09,11.692627906799316
2015-09-10,11.506891250610352
2015-09-11,11.542265892028809
2015-09-14,11.417488098144531
2015-09-15,11.533354759216309
2015-09-16,11.622483253479004
2015-09-17,11.774005889892578
2015-09-18,11.515527725219727
2015-09-21,11.524439811706543
2015-09-22,11.399660110473633
2015-09-23,11.364008903503418
2015-09-24,11.435310363769531
2015-09-25,11.364008903503418
2015-09-28,10.95401382446289
2015-09-29,10.92727279663086
2015-09-30,11.248139381408691
2015-10-01,11.346182823181152
2015-10-02,11.622483253479004
2015-10-05,11.952263832092285
2015-10-06,12.032480239868164
2015-10-07,12.148345947265625
2015-10-08,12.522689819335938
2015-10-09,12.442475318908691
2015-10-12,12.397909164428711
2015-10-13,12.397909164428711
2015-10-14,12.460299491882324
2015-10-15,12.736600875854492
2015-10-16,13.00399112701416
2015-10-19,12.995079040527344
2015-10-20,12.986165046691895
2015-10-21,12.692039489746094
2015-10-22,13.093120574951172
2015-10-23,13.36942195892334
2015-10-26,13.110945701599121
2015-10-27,13.093120574951172
2015-10-28,13.36942195892334
2015-10-29,13.476375579833984
2015-10-30,13.72593879699707
2015-11-02,13.930938720703125
2015-11-03,13.73485279083252
2015-11-04,13.761592864990234
2015-11-05,13.681375503540039
2015-11-06,13.262465476989746
2015-11-09,12.852470397949219
2015-11-10,12.8702974319458
2015-11-11,12.816817283630371
2015-11-12,12.576166152954102
2015-11-13,12.28204345703125
2015-11-16,12.602907180786133
2015-11-17,12.602907180786133
2015-11-18,12.718777656555176
2015-11-19,12.64747142791748
2015-11-20,12.709863662719727
2015-11-23,12.76334285736084
2015-11-24,12.861384391784668
2015-11-25,12.861384391784668
2015-11-27,12.70095157623291
2015-11-30,12.790080070495605
2015-12-01,13.039642333984375
2015-12-02,12.843557357788086
2015-12-03,12.28204345703125
2015-12-04,12.531604766845703
2015-12-07,12.362259864807129
2015-12-08,12.032480239868164
2015-12-09,12.032480239868164
2015-12-10,12.255303382873535
2015-12-11,11.872047424316406
2015-12-14,11.818567276000977
2015-12-15,11.996829986572266
2015-12-16,12.184000015258789
2015-12-17,11.907695770263672
2015-12-18,11.747264862060547
2015-12-21,11.907695770263672
2015-12-22,11.863133430480957
2015-12-23,12.210737228393555
2015-12-24,12.139437675476074
2015-12-28,12.05030632019043
2015-12-29,12.22856616973877
2015-12-30,12.05030632019043
2015-12-31,11.907695770263672
2016-01-04,11.774005889892578
2016-01-05,11.381834030151367
2016-01-06,11.328356742858887
2016-01-07,11.069877624511719
2016-01-08,11.21248722076416
2016-01-11,10.882708549499512
2016-01-12,11.0787935256958
2016-01-13,10.864882469177246
2016-01-14,11.328356742858887
2016-01-15,11.15009880065918
2016-01-19,11.007489204406738
2016-01-20,10.829229354858398
2016-01-21,11.025317192077637
2016-01-22,11.319443702697754
2016-01-25,11.14118480682373
2016-01-26,11.408574104309082
2016-01-27,11.319443702697754
2016-01-28,11.44422721862793
2016-01-29,11.560093879699707
2016-02-01,11.319443702697754
2016-02-02,10.80249309539795
2016-02-03,10.909446716308594
2016-02-04,10.882708549499512
2016-02-05,9.893370628356934
2016-02-08,9.412074089050293
2016-02-09,9.34968090057373
2016-02-10,9.447725296020508
2016-02-11,9.269462585449219
2016-02-12,9.581419944763184
2016-02-16,9.750764846801758
2016-02-17,9.804243087768555
2016-02-18,9.670549392700195
2016-02-19,9.732938766479492
2016-02-22,9.893370628356934
2016-02-23,9.70620059967041
2016-02-24,9.61706829071045
2016-02-25,9.688373565673828
2016-02-26,9.732938766479492
2016-02-29,9.64380931854248
2016-03-01,9.599245071411133
2016-03-02,9.70620059967041
2016-03-03,9.72402572631836
2016-03-04,9.804243087768555
2016-03-07,10.173026084899902
2016-03-08,9.82223129272461
2016-03-09,9.975142478942871
2016-03-10,9.975142478942871
2016-03-11,10.568794250488281
2016-03-14,10.397893905639648
2016-03-15,10.406888961791992
2016-03-16,10.847630500793457
2016-03-17,11.189428329467773
2016-03-18,11.072498321533203
2016-03-21,11.13546085357666
2016-03-22,11.369322776794434
2016-03-23,11.279375076293945
2016-03-24,11.243395805358887
2016-03-28,11.55821418762207
2016-03-29,11.567207336425781
2016-03-30,11.46826457977295
2016-03-31,11.48625659942627
2016-04-01,11.720115661621094
2016-04-04,11.477261543273926
2016-04-05,11.342339515686035
2016-04-06,11.48625659942627
2016-04-07,11.324349403381348
2016-04-08,11.162444114685059
2016-04-11,11.054510116577148
2016-04-12,11.216413497924805
2016-04-13,11.423291206359863
2016-04-14,11.450275421142578
2016-04-15,11.423291206359863
2016-04-18,11.207418441772461
2016-04-19,11.279375076293945
2016-04-20,11.279375076293945
2016-04-21,11.459272384643555
2016-04-22,11.513240814208984
2016-04-25,11.351333618164062
2016-04-26,11.504243850708008
2016-04-27,11.396306037902832
2016-04-28,11.279375076293945
2016-04-29,11.171436309814453
2016-05-02,11.342339515686035
2016-05-03,11.000539779663086
2016-05-04,10.928580284118652
2016-05-05,10.946571350097656
2016-05-06,11.423291206359863
2016-05-09,11.045514106750488
2016-05-10,11.081493377685547
2016-05-11,10.973557472229004
2016-05-12,10.739690780639648
2016-05-13,10.478845596313477
2016-05-16,10.568794250488281
2016-05-17,10.514823913574219
2016-05-18,10.442865371704102
2016-05-19,10.361915588378906
2016-05-20,10.658740997314453
2016-05-23,10.523820877075195
2016-05-24,10.622762680053711
2016-05-25,10.820646286010742
2016-05-26,10.667734146118164
2016-05-27,10.71270751953125
2016-05-31,10.757684707641602
2016-06-01,10.811651229858398
2016-06-02,10.919588088989258
2016-06-03,10.766678810119629
2016-06-06,10.937576293945312
2016-06-07,10.676732063293457
2016-06-08,10.613767623901367
2016-06-09,10.514823913574219
2016-06-10,10.352920532226562
2016-06-13,10.388899803161621
2016-06-14,10.298952102661133
2016-06-15,10.496835708618164
2016-06-16,10.253979682922363
2016-06-17,10.146040916442871
2016-06-20,10.262972831726074
2016-06-21,10.388899803161621
2016-06-22,10.487839698791504
2016-06-23,10.667734146118164
2016-06-24,10.011120796203613
2016-06-27,9.55239200592041
2016-06-28,9.651333808898926
2016-06-29,10.101067543029785
2016-06-30,10.209004402160645
2016-07-01,10.32593822479248
2016-07-05,10.110062599182129
2016-07-06,10.101067543029785
2016-07-07,10.217998504638672
2016-07-08,10.496835708618164
2016-07-11,10.658740997314453
2016-07-12,10.91059398651123
2016-07-13,11.027523040771484
2016-07-14,11.090486526489258
2016-07-15,11.063504219055176
2016-07-18,11.189428329467773
2016-07-19,11.243395805358887
2016-07-20,11.225409507751465
2016-07-21,11.153450012207031
2016-07-22,11.351333618164062
2016-07-25,11.342339515686035
2016-07-26,11.513240814208984
2016-07-27,11.459272384643555
2016-07-28,11.49524974822998
2016-07-29,11.666149139404297
2016-08-01,11.567207336425781
2016-08-02,11.405302047729492
2016-08-03,11.387312889099121
2016-08-04,11.459272384643555
2016-08-05,11.54022216796875
2016-08-08,11.54921817779541
2016-08-09,11.980964660644531
2016-08-10,11.828052520751953
2016-08-11,12.043927192687988
2016-08-12,12.15186595916748
2016-08-15,12.277790069580078
2016-08-16,12.304776191711426
2016-08-17,12.376734733581543
2016-08-18,12.367737770080566
2016-08-19,12.358744621276855
2016-08-22,12.430700302124023
2016-08-23,12.457686424255371
2016-08-24,12.448691368103027
2016-08-25,12.493663787841797
2016-08-26,12.574613571166992
2016-08-29,12.628583908081055
2016-08-30,12.601600646972656
2016-08-31,12.64657211303711
2016-09-01,12.565620422363281
2016-09-02,12.53863525390625
2016-09-06,12.376734733581543
2016-09-07,12.394721031188965
2016-09-08,12.421706199645996
2016-09-09,12.016940116882324
2016-09-12,12.596945762634277
2016-09-13,12.361319541931152
2016-09-14,12.424759864807129
2016-09-15,12.361319541931152
2016-09-16,12.361319541931152
2016-09-19,12.343195915222168
2016-09-20,12.424759864807129
2016-09-21,12.624135971069336
2016-09-22,12.814447402954102
2016-09-23,12.732884407043457
2016-09-26,12.524445533752441
2016-09-27,12.651322364807129
2016-09-28,12.705697059631348
2016-09-29,12.587882995605469
2016-09-30,12.66944694519043
2016-10-03,13.077263832092285
2016-10-04,12.941323280334473
2016-10-05,13.249449729919434
2016-10-06,13.158824920654297
2016-10-07,12.787260055541992
2016-10-10,12.615070343017578
2016-10-11,12.388508796691895
2016-10-12,12.207257270812988
2016-10-13,12.2706937789917
2016-10-14,12.116629600524902
2016-10-17,12.12569522857666
2016-10-18,12.243505477905273
2016-10-19,12.370382308959961
2016-10-20,12.243505477905273
2016-10-21,12.15287971496582
2016-10-24,11.754129409790039
2016-10-25,11.464125633239746
2016-10-26,11.699751853942871
2016-10-27,11.074438095092773
2016-10-28,11.029125213623047
2016-10-31,10.98381233215332
2016-11-01,10.920374870300293
2016-11-02,10.730061531066895
2016-11-03,10.721000671386719
2016-11-04,10.775372505187988
2016-11-07,11.074438095092773
2016-11-08,10.557872772216797
2016-11-09,10.856935501098633
2016-11-10,10.82974910736084
2016-11-11,10.98381233215332
2016-11-14,11.029125213623047
2016-11-15,10.884123802185059
2016-11-16,10.893186569213867
2016-11-17,10.87506103515625
2016-11-18,10.757248878479004
2016-11-21,10.630373001098633
2016-11-22,10.58505916595459
2016-11-23,10.693809509277344
2016-11-25,10.693809509277344
2016-11-28,10.730061531066895
2016-11-29,10.458184242248535
2016-11-30,10.476311683654785
2016-12-01,10.657561302185059
2016-12-02,10.566935539245605
2016-12-05,10.702874183654785
2016-12-06,10.684746742248535
2016-12-07,10.721000671386719
2016-12-08,10.80256175994873
2016-12-09,10.920374870300293
2016-12-12,10.884123802185059
2016-12-13,10.76630973815918
2016-12-14,10.76630973815918
2016-12-15,10.594122886657715
2016-12-16,10.521621704101562
2016-12-19,10.630373001098633
2016-12-20,10.557872772216797
2016-12-21,10.621310234069824
2016-12-22,10.639435768127441
2016-12-23,10.630373001098633
2016-12-27,10.793498992919922
2016-12-28,10.594122886657715
2016-12-29,10.566935539245605
2016-12-30,10.385684967041016
2017-01-03,10.594122886657715
2017-01-04,10.757248878479004
2017-01-05,10.775372505187988
2017-01-06,10.811624526977539
2017-01-09,10.87506103515625
2017-01-10,10.87506103515625
2017-01-11,10.9113130569458
2017-01-12,10.893186569213867
2017-01-13,10.920374870300293
2017-01-17,11.083499908447266
2017-01-18,11.001936912536621
2017-01-19,10.9113130569458
2017-01-20,10.84787368774414
2017-01-23,10.838810920715332
2017-01-24,10.974749565124512
2017-01-25,11.156002044677734
2017-01-26,11.074438095092773
2017-01-27,11.201313018798828
2017-01-30,11.174126625061035
2017-01-31,11.137874603271484
2017-02-01,11.201313018798828
2017-02-02,11.074438095092773
2017-02-03,11.1197509765625
2017-02-06,11.074438095092773
2017-02-07,11.05631160736084
2017-02-08,11.020062446594238
2017-02-09,11.22850227355957
2017-02-10,12.044130325317383
2017-02-13,11.853816032409668
2017-02-14,11.853816032409668
2017-02-15,11.871943473815918
2017-02-16,11.826629638671875
2017-02-17,11.853816032409668
2017-02-21,12.080381393432617
2017-02-22,12.044130325317383
2017-02-23,11.998819351196289
2017-02-24,11.871943473815918
2017-02-27,11.835692405700684
2017-02-28,11.61819076538086
2017-03-01,11.86287784576416
2017-03-02,11.636317253112793
2017-03-03,11.690690994262695
2017-03-06,11.736002922058105
2017-03-07,11.473190307617188
2017-03-08,11.319128036499023
2017-03-09,11.246624946594238
2017-03-10,11.219437599182129
2017-03-13,11.219438552856445
2017-03-14,11.329072952270508
2017-03-15,11.51180362701416
2017-03-16,11.548347473144531
2017-03-17,11.557482719421387
2017-03-20,11.53921127319336
2017-03-21,11.438712120056152
2017-03-22,11.438712120056152
2017-03-23,11.466120719909668
2017-03-24,11.466120719909668
2017-03-27,11.49352741241455
2017-03-28,11.731074333190918
2017-03-29,11.877257347106934
2017-03-30,12.096527099609375
2017-03-31,11.877257347106934
2017-04-03,11.68539047241211
2017-04-04,11.667119979858398
2017-04-05,11.53921127319336
2017-04-06,11.484393119812012
2017-04-07,11.429574966430664
2017-04-10,11.447848320007324
2017-04-11,11.42043685913086
2017-04-12,11.411303520202637
2017-04-13,11.265119552612305
2017-04-17,11.338210105895996
2017-04-18,11.265119552612305
2017-04-19,11.356484413146973
2017-04-20,11.82243824005127
2017-04-21,11.776756286621094
2017-04-24,11.913802146911621
2017-04-25,11.94120979309082
2017-04-26,11.82243824005127
2017-04-27,11.840709686279297
2017-04-28,11.621438026428223
2017-05-01,11.639711380004883
2017-05-02,11.530074119567871
2017-05-03,11.484393119812012
2017-05-04,11.484393119812012
2017-05-05,11.594029426574707
2017-05-08,11.68539047241211
2017-05-09,11.977757453918457
2017-05-10,11.612302780151367
2017-05-11,11.584892272949219
2017-05-12,11.612302780151367
2017-05-15,11.776756286621094
2017-05-16,11.813302993774414
2017-05-17,11.566619873046875
2017-05-18,11.603165626525879
2017-05-19,11.712801933288574
2017-05-22,11.986891746520996
2017-05-23,12.014301300048828
2017-05-24,12.078256607055664
2017-05-25,12.069119453430176
2017-05-26,12.260982513427734
2017-05-30,12.142210960388184
2017-05-31,12.22443675994873
2017-06-01,12.398028373718262
2017-06-02,12.4071626663208
2017-06-05,12.279256820678711
2017-06-06,12.315799713134766
2017-06-07,12.206165313720703
2017-06-08,12.343210220336914
2017-06-09,12.471118927001953
2017-06-12,12.48939037322998
2017-06-13,12.388894081115723
2017-06-14,12.4071626663208
2017-06-15,12.43457317352295
2017-06-16,12.544211387634277
2017-06-19,12.589890480041504
2017-06-20,12.324935913085938
2017-06-21,12.361480712890625
2017-06-22,12.288393020629883
2017-06-23,12.416301727294922
2017-06-26,12.480255126953125
2017-06-27,12.480255126953125
2017-06-28,12.653846740722656
2017-06-29,12.425437927246094
2017-06-30,12.516798973083496
2017-07-03,12.690389633178711
2017-07-05,12.544211387634277
2017-07-06,12.096527099609375
2017-07-07,12.169617652893066
2017-07-10,12.014301300048828
2017-07-11,12.123937606811523
2017-07-12,12.059982299804688
2017-07-13,12.08739185333252
2017-07-14,12.398028373718262
2017-07-17,12.498529434204102
2017-07-18,12.452845573425293
2017-07-19,12.726937294006348
2017-07-20,12.754344940185547
2017-07-21,12.726937294006348
2017-07-24,12.77261734008789
2017-07-25,12.900527000427246
2017-07-26,13.001026153564453
2017-07-27,13.037571907043457
2017-07-28,13.147210121154785
2017-07-31,13.074117660522461
2017-08-01,13.183755874633789
2017-08-02,13.037571907043457
2017-08-03,13.01930046081543
2017-08-04,12.900527000427246
2017-08-07,13.101526260375977
2017-08-08,13.010164260864258
2017-08-09,12.946209907531738
2017-08-10,12.498529434204102
2017-08-11,12.270119667053223
2017-08-14,12.215300559997559
2017-08-15,12.160483360290527
2017-08-16,12.10566520690918
2017-08-17,12.08739185333252
2017-08-18,12.123937606811523
2017-08-21,12.160483360290527
2017-08-22,12.233573913574219
2017-08-23,12.041711807250977
2017-08-24,12.059982299804688
2017-08-25,12.260982513427734
2017-08-28,12.270119667053223
2017-08-29,12.206165313720703
2017-08-30,12.151346206665039
2017-08-31,12.215300559997559
2017-09-01,12.288393020629883
2017-09-05,12.133072853088379
2017-09-06,12.233573913574219
2017-09-07,12.361480712890625
2017-09-08,12.005165100097656
2017-09-11,12.18789291381836
2017-09-12,12.206304550170898
2017-09-13,11.966963768005371
